,Company(1),Business Description,Investment,Interest(3)(7),Acquisition  Date,Amortized  Cost,Fair  Value
285,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (15)",Provider of legal process outsourcing and managed services,"Class A common stock (7,500 shares)",0,8/19/2014,7.5,4.4
286,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (15)",Provider of legal process outsourcing and managed services,"Class B common stock (7,500 shares)",0,8/19/2014,0.0,0.0
287,"HAI Acquisition Corporation and Aloha Topco, LLC (15)","Professional employer organization offering human resources, compliance and risk management services",First lien senior secured loan ($61.9 par due 11/2024),6.50% (Libor + 5.50%/M),11/1/2017,61.9,61.9
288,"HAI Acquisition Corporation and Aloha Topco, LLC (15)","Professional employer organization offering human resources, compliance and risk management services","Class A units (16,980 units)",0,11/1/2017,1.7,2.7
289,"IMIA Holdings, Inc. (15)",Marine preservation maintenance company,First lien senior secured revolving loan,0,10/26/2018,0.0,0.0
290,"IMIA Holdings, Inc. (15)",Marine preservation maintenance company,First lien senior secured loan ($26.3 par due 10/2025),5.50% (Libor + 4.50%/Q),10/26/2018,26.3,26.3
291,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,First lien senior secured loan ($57.9 par due 12/2025),4.40% (Libor + 4.25%/M),11/30/2018,57.3,57.3
292,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,First lien senior secured loan ($11.0 par due 12/2025),5.14% (Libor + 5.00%/M),9/28/2020,10.5,11.0
293,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,Second lien senior secured loan ($86.8 par due 11/2026),8.15% (Libor + 8.00%/M),11/30/2018,85.6,85.9
294,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,"Series A-1 preferred shares (46,900 shares)",11.50% PIK (Libor + 10.50%/S),11/30/2018,58.2,58.3
295,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,"Class A-1 common units (90,500 units)",0,11/30/2018,9.1,14.1
296,"Kellermeyer Bergensons Services, LLC (15)",Provider of janitorial and facilities management services,First lien senior secured loan ($0.9 par due 11/2026),7.50% (Libor + 6.50%/Q),11/7/2019,0.9,0.9
297,"Kellermeyer Bergensons Services, LLC (15)",Provider of janitorial and facilities management services,First lien senior secured loan ($30.0 par due 11/2026),7.50% (Libor + 6.50%/Q),11/7/2019,29.8,30.0
298,"Kellermeyer Bergensons Services, LLC (15)",Provider of janitorial and facilities management services,First lien senior secured loan ($6.6 par due 11/2026),7.73% (Libor + 6.50%/Q),11/7/2019,6.6,6.6
299,KPS Global LLC and Cool Group LLC,Manufacturer of walk-in cooler and freezer systems,First lien senior secured loan ($15.2 par due 4/2022),6.50% (Libor + 5.50%/M),4/5/2017,15.2,15.2
300,KPS Global LLC and Cool Group LLC,Manufacturer of walk-in cooler and freezer systems,First lien senior secured loan ($4.1 par due 4/2022),6.50% (Libor + 5.50%/M),11/16/2018,4.1,4.1
301,KPS Global LLC and Cool Group LLC,Manufacturer of walk-in cooler and freezer systems,"Class A units (13,292 units)",0,9/21/2018,1.1,2.1
302,Laboratories Bidco LLC (15),Lab testing services for nicotine containing products,First lien senior secured loan ($29.6 par due 6/2024),6.75% (Libor + 5.75%/Q),10/4/2019,29.6,29.6
303,Laboratories Bidco LLC (15),Lab testing services for nicotine containing products,First lien senior secured loan ($24.4 par due 6/2024),7.00% (Libor + 6.00%/Q),10/4/2019,24.5,24.4
304,"Microstar Logistics LLC, Microstar Global Asset Management LLC, and MStar Holding Corporation",Keg management solutions provider,Second lien senior secured loan ($135.4 par due 7/2023),10.00% PIK (Libor + 9.00%/Q),8/13/2020,135.4,116.5
305,"Microstar Logistics LLC, Microstar Global Asset Management LLC, and MStar Holding Corporation",Keg management solutions provider,"Series A preferred stock (1,507 shares)",0,8/13/2020,1.5,1.5
306,"Microstar Logistics LLC, Microstar Global Asset Management LLC, and MStar Holding Corporation",Keg management solutions provider,"Common stock (54,710 shares)",0,12/14/2012,4.9,2.9
307,"MSHC, Inc. (15)","Heating, ventilation and air conditioning services provider",First lien senior secured revolving loan,0,7/31/2017,0.0,0.0
308,"MSHC, Inc. (15)","Heating, ventilation and air conditioning services provider",First lien senior secured loan ($0.5 par due 12/2024),5.25% (Libor + 4.25%/Q),7/31/2017,0.5,0.5
309,"MSHC, Inc. (15)","Heating, ventilation and air conditioning services provider",First lien senior secured loan ($0.8 par due 12/2024),5.25% (Libor + 4.25%/M),3/12/2020,0.8,0.8
310,"MSHC, Inc. (15)","Heating, ventilation and air conditioning services provider",Second lien senior secured loan ($2.8 par due 12/2025),9.25% (Libor + 8.25%/Q),11/20/2018,2.8,2.8
311,"MSHC, Inc. (15)","Heating, ventilation and air conditioning services provider",Second lien senior secured loan ($6.7 par due 12/2025),9.25% (Libor + 8.25%/Q),3/28/2019,6.7,6.7
312,"MSHC, Inc. (15)","Heating, ventilation and air conditioning services provider",Second lien senior secured loan ($46.0 par due 12/2025),9.25% (Libor + 8.25%/Q),7/31/2017,46.0,46.0
313,"MSHC, Inc. (15)","Heating, ventilation and air conditioning services provider",Second lien senior secured loan ($4.8 par due 12/2025),9.25% (Libor + 8.25%/Q),7/31/2017,4.8,4.8
314,"MSHC, Inc. (15)","Heating, ventilation and air conditioning services provider",Second lien senior secured loan ($26.4 par due 12/2025),9.25% (Libor + 8.25%/Q),6/27/2018,26.4,26.4
315,"NAS, LLC, Nationwide Marketing Group, LLC and Nationwide Administrative Services, Inc.","Buying and marketing services organization for appliance, furniture and consumer electronics dealers",Second lien senior secured loan ($31.1 par due 12/2021),10.75% (Libor + 9.75%/Q),6/1/2015,31.1,31.1
316,National Intergovernmental Purchasing Alliance Company (15),Leading group purchasing organization (“GPO”) for public agencies and educational institutions in the U.S,First lien senior secured revolving loan ($9.0 par due 5/2023),3.72% (Libor + 3.50%/Q),5/23/2018,9.0,8.8
317,"NM GRC Holdco, LLC",Regulatory compliance services provider to financial institutions,First lien senior secured loan ($35.5 par due 2/2024),"8.50% (Libor + 6.00% Cash, 1.50% PIK/Q)",2/9/2018,35.3,33.8
318,"NM GRC Holdco, LLC",Regulatory compliance services provider to financial institutions,First lien senior secured loan ($9.5 par due 2/2024),"8.50% (Libor + 6.00% Cash, 1.50% PIK/Q)",2/9/2018,9.5,9.0
319,Petroleum Service Group LLC (15),Provider of operational services for US petrochemical and refining companies,First lien senior secured revolving loan,0,7/23/2019,0.0,0.0
320,Petroleum Service Group LLC (15),Provider of operational services for US petrochemical and refining companies,First lien senior secured loan ($36.8 par due 7/2025),6.25% (Libor + 5.25%/Q),7/23/2019,36.8,36.8
321,Petroleum Service Group LLC (15),Provider of operational services for US petrochemical and refining companies,First lien senior secured loan ($0.7 par due 7/2025),6.25% (Libor + 5.25%/Q),7/23/2019,0.7,0.7
322,Puerto Rico Waste Investment LLC,Waste management service provider,First lien senior secured loan ($30.7 par due 9/2024),8.50% (Libor + 7.00%/M),9/20/2019,30.7,30.7
323,"QC Supply, LLC (15)",Specialty distributor and solutions provider to the swine and poultry markets,First lien senior secured revolving loan ($8.8 par due 12/2021),7.50% (Libor + 6.50%/M),12/29/2016,8.8,8.3
324,"QC Supply, LLC (15)",Specialty distributor and solutions provider to the swine and poultry markets,First lien senior secured loan ($25.8 par due 12/2022),"7.50% (Libor + 6.00% Cash, 0.50% PIK/M)",12/29/2016,25.8,24.3
325,"QC Supply, LLC (15)",Specialty distributor and solutions provider to the swine and poultry markets,First lien senior secured loan ($8.7 par due 12/2022),"7.50% (Libor + 6.00% Cash, 0.50% PIK/M)",12/29/2016,8.7,8.1
326,R2 Acquisition Corp.,Marketing services,"Common stock (250,000 shares)",0,5/29/2007,0.3,0.3
327,"RE Community Holdings GP, LLC and RE Community Holdings, LP",Operator of municipal recycling facilities,Limited partnership interest (2.86% interest),0,3/1/2011,0.0,0.0
328,"RE Community Holdings GP, LLC and RE Community Holdings, LP",Operator of municipal recycling facilities,Limited partnership interest (2.49% interest),0,3/1/2011,0.0,0.0
329,"Research Now Group, LLC and Survey Sampling International, LLC",Provider of outsourced data collection to the market research industry,First lien senior secured loan ($41.2 par due 12/2024),6.50% (Libor + 5.50%/Q),2/14/2019,41.2,39.6
330,"Revint Intermediate II, LLC (15)",Revenue cycle consulting firm to the healthcare industry,First lien senior secured revolving loan ($4.8 par due 12/2023),5.75% (Libor + 4.75%/M),12/13/2017,4.8,4.8
331,"Revint Intermediate II, LLC (15)",Revenue cycle consulting firm to the healthcare industry,First lien senior secured loan ($21.1 par due 12/2023),5.75% (Libor + 4.75%/M),12/13/2017,21.1,21.1
332,"Revint Intermediate II, LLC (15)",Revenue cycle consulting firm to the healthcare industry,First lien senior secured loan ($4.6 par due 12/2023),5.75% (Libor + 4.75%/M),9/3/2019,4.6,4.6
333,"SecurAmerica, LLC, ERMC LLC, ERMC Of America, LLC, SecurAmerica Corporation, SecurAmerica Aviation Security LLC, American Security Programs, Inc., USI LLC, Argenbright Holdings IV, LLC and Scrub Holdings, Inc","Provider of outsourced security guard services, outsourced facilities management and outsourced aviation services",First lien senior secured loan ($25.8 par due 12/2023),"10.25% (Libor + 4.50% Cash, 4.50% PIK/M)",12/21/2018,25.8,25.8
334,"SecurAmerica, LLC, ERMC LLC, ERMC Of America, LLC, SecurAmerica Corporation, SecurAmerica Aviation Security LLC, American Security Programs, Inc., USI LLC, Argenbright Holdings IV, LLC and Scrub Holdings, Inc","Provider of outsourced security guard services, outsourced facilities management and outsourced aviation services",First lien senior secured loan ($9.8 par due 12/2023),"10.25% (Libor + 4.50% Cash, 4.50% PIK/M)",12/21/2018,9.8,9.8
335,"SecurAmerica, LLC, ERMC LLC, ERMC Of America, LLC, SecurAmerica Corporation, SecurAmerica Aviation Security LLC, American Security Programs, Inc., USI LLC, Argenbright Holdings IV, LLC and Scrub Holdings, Inc","Provider of outsourced security guard services, outsourced facilities management and outsourced aviation services",First lien senior secured loan ($1.7 par due 12/2023),"10.25% (Libor + 4.50% Cash, 4.50% PIK/M)",12/21/2018,1.7,1.7
336,"SecurAmerica, LLC, ERMC LLC, ERMC Of America, LLC, SecurAmerica Corporation, SecurAmerica Aviation Security LLC, American Security Programs, Inc., USI LLC, Argenbright Holdings IV, LLC and Scrub Holdings, Inc","Provider of outsourced security guard services, outsourced facilities management and outsourced aviation services",First lien senior secured loan ($1.1 par due 12/2023),"10.25% (Libor + 4.50% Cash, 4.50% PIK/M)",12/21/2018,1.1,1.1
337,"SecurAmerica, LLC, ERMC LLC, ERMC Of America, LLC, SecurAmerica Corporation, SecurAmerica Aviation Security LLC, American Security Programs, Inc., USI LLC, Argenbright Holdings IV, LLC and Scrub Holdings, Inc","Provider of outsourced security guard services, outsourced facilities management and outsourced aviation services",First lien senior secured loan ($3.0 par due 7/2021),"10.25% (Libor + 4.50% Cash, 4.50% PIK/M)",4/16/2020,3.0,3.0
338,"SSE Buyer, Inc., Supply Source Enterprises, Inc., Impact Products LLC, The Safety Zone, LLC and SSE Parent, LP (15)","Manufacturer and distributor of personal protection equipment, commercial cleaning, maintenance and safety products",First lien senior secured loan ($22.2 par due 6/2026),10.22% (Libor + 9.22%/Q),6/30/2020,22.2,22.0
339,"SSE Buyer, Inc., Supply Source Enterprises, Inc., Impact Products LLC, The Safety Zone, LLC and SSE Parent, LP (15)","Manufacturer and distributor of personal protection equipment, commercial cleaning, maintenance and safety products","Limited partnership class A-1 units (2,173 units)",0,6/30/2020,1.1,1.3
340,"SSE Buyer, Inc., Supply Source Enterprises, Inc., Impact Products LLC, The Safety Zone, LLC and SSE Parent, LP (15)","Manufacturer and distributor of personal protection equipment, commercial cleaning, maintenance and safety products","Limited partnership class A-2 units (2,173 units)",0,6/30/2020,1.1,1.3
341,"Startec Equity, LLC (5)",Communication services,Member interest,0,4/1/2010,0.0,0.0
342,"TDG Group Holding Company and TDG Co-Invest, LP (15)",Operator of multiple franchise concepts primarily related to home maintenance or repairs,First lien senior secured revolving loan,0,5/31/2018,0.0,0.0
343,"TDG Group Holding Company and TDG Co-Invest, LP (15)",Operator of multiple franchise concepts primarily related to home maintenance or repairs,"Preferred units (2,871,000 units)",0,5/31/2018,2.9,3.4
344,"TDG Group Holding Company and TDG Co-Invest, LP (15)",Operator of multiple franchise concepts primarily related to home maintenance or repairs,"Common units (29,000 units)",0,5/31/2018,0.0,0.4
345,Tyden Group Holding Corp.,"Producer and marketer of global cargo security, product identification and traceability products and utility meter products","Preferred stock (46,276 shares)",0,1/3/2017,0.4,0.4
346,Tyden Group Holding Corp.,"Producer and marketer of global cargo security, product identification and traceability products and utility meter products","Common stock (5,521,203 shares)",0,1/3/2017,2.0,1.3
347,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,First lien senior secured loan ($16.7 par due 8/2022),"8.50% (Libor + 5.75% Cash, 1.25% PIK/Q)",8/31/2017,16.7,16.2
348,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,First lien senior secured loan ($15.7 par due 8/2022),"8.50% (Libor + 5.75% Cash, 1.25% PIK/Q)",8/31/2017,15.7,15.2
349,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,Senior subordinated loan ($72.2 par due 9/2024),15.00% PIK,8/31/2017,70.0,69.3
350,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,"Warrant to purchase up to 3,094,492 shares of common stock (expires 8/2027)",0,8/31/2017,0.0,0.0
351,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,"Warrant to purchase up to 2,838,079 shares of preferred stock (expires 8/2027)",0,8/31/2017,3.9,2.6
352,"VLS Recovery Services, LLC (15)",Provider of commercial and industrial waste processing and disposal services,First lien senior secured revolving loan,0,10/17/2017,0.0,0.0
353,"VRC Companies, LLC (15)",Provider of records and information management services,First lien senior secured loan ($13.0 par due 3/2023),7.50% (Libor + 6.50%/Q),3/31/2017,13.0,13.0
354,"VRC Companies, LLC (15)",Provider of records and information management services,First lien senior secured loan ($10.8 par due 3/2023),7.50% (Libor + 6.50%/Q),2/25/2020,10.8,10.8
355,"WCI-HFG Holdings, LLC",Distributor of repair and replacement parts for commercial kitchen equipment,"Preferred units (1,400,000 units)",0,10/20/2015,1.4,1.9
356,"XIFIN, Inc. and ACP Charger Co-Invest LLC (15)",Revenue cycle management provider to labs,First lien senior secured revolving loan ($0.9 par due 2/2026),6.88% (Libor + 5.75%/Q),2/6/2020,0.9,0.9
357,"XIFIN, Inc. and ACP Charger Co-Invest LLC (15)",Revenue cycle management provider to labs,First lien senior secured loan ($2.1 par due 2/2026),6.75% (Libor + 5.75%/Q),2/6/2020,2.1,2.1
358,"XIFIN, Inc. and ACP Charger Co-Invest LLC (15)",Revenue cycle management provider to labs,"Common stock (180,000 shares)",0,2/6/2020,1.8,1.5
359,ACAS Equity Holdings Corporation (5),Investment company,Common stock (589 shares),0,1/3/2017,0.4,0.0
360,Ares IIIR/IVR CLO Ltd.,Investment vehicle,Subordinated notes ($20.0 par due 4/2021),0,1/3/2017,0.0,0.1
361,"Blue Wolf Capital Fund II, L.P. (4)",Investment partnership,Limited partnership interest (8.50% interest),0,1/3/2017,1.6,5.1
362,Carlyle Global Market Strategies CLO 2015-3,Investment vehicle,Subordinated notes ($24.6 par due 7/2028),34.20%,1/3/2017,12.3,5.2
363,CoLTs 2005-1 Ltd. (5),Investment vehicle,Preferred shares (360 shares),0,1/3/2017,0.0,0.0
364,CoLTs 2005-2 Ltd. (5),Investment vehicle,"Preferred shares (34,170,000 shares)",0,1/3/2017,0.0,0.0
365,CREST Exeter Street Solar 2004-1,Investment vehicle,"Preferred shares (3,500,000 shares)",0,1/3/2017,0.0,0.0
366,European Capital UK SME Debt LP (4),Investment partnership,Limited partnership interest (45% interest),0,1/3/2017,27.3,26.8
367,"HCI Equity, LLC (5)",Investment company,Member interest (100.00% interest),0,4/1/2010,0.0,0.1
368,OHA Credit Partners XI,Investment vehicle,Subordinated notes ($17.8 par due 1/2032),16.60%,1/3/2017,12.4,11.8
369,"Partnership Capital Growth Investors III, L.P.",Investment partnership,Limited partnership interest (2.50% interest),0,10/5/2011,2.4,3.4
370,"PCG-Ares Sidecar Investment II, L.P. (4)",Investment partnership,Limited partnership interest (100.00% interest),0,10/31/2014,6.9,10.7
371,"PCG-Ares Sidecar Investment, L.P. (4)",Investment partnership,Limited partnership interest (100.00% interest),0,5/22/2014,4.8,0.5
372,"Piper Jaffray Merchant Banking Fund I, L.P.",Investment partnership,Limited partnership interest (2.00% interest),0,8/16/2012,1.1,1.3
373,"Senior Direct Lending Program, LLC (5)(17)",Co-investment vehicle,Subordinated certificates ($928.5 par due 12/2036),8.23% (Libor + 8.00%/Q)(12),7/27/2016,928.5,928.5
374,"Senior Direct Lending Program, LLC (5)(17)",Co-investment vehicle,Member interest (87.50% interest),0,7/27/2016,0.0,0.0
375,Voya CLO 2014-4 Ltd.,Investment vehicle,Subordinated notes ($26.7 par due 7/2031),22.60%,1/3/2017,12.9,4.3
376,VSC Investors LLC,Investment company,Membership interest (1.95% interest),0,1/24/2008,0.3,0.5
377,"Commercial Credit Group, Inc.",Commercial equipment finance and leasing company,Senior subordinated loan ($8.5 par due 8/2022),11.00% (Libor + 9.75%/M),5/10/2012,8.5,8.5
378,DFC Global Facility Borrower III LLC (15),Non-bank provider of alternative financial services,First lien senior secured revolving loan ($114.4 par due 9/2024),11.75% (Libor + 10.75%/M),8/9/2019,114.4,113.9
379,eCapital Finance Corp. (15),Consolidator of commercial finance businesses,Senior subordinated loan ($36.5 par due 1/2025),10.00% (Libor + 8.50%/M),1/31/2020,36.5,36.5
380,eCapital Finance Corp. (15),Consolidator of commercial finance businesses,Senior subordinated loan ($37.7 par due 1/2025),10.00% (Libor + 8.50%/M),1/31/2020,37.7,37.7
381,"EP Wealth Advisors, LLC (15)",Wealth management and financial planning firm,First lien senior secured loan ($0.1 par due 9/2026),6.25% (Libor + 5.25%/Q),9/4/2020,0.1,0.1
382,"Ivy Hill Asset Management, L.P. (5)",Asset management services,Senior subordinated loan ($150.0 par due 5/2023),7.25% (Libor + 6.50%/Q),2/8/2018,150.0,150.0
383,"Ivy Hill Asset Management, L.P. (5)",Asset management services,Member interest (100.00% interest),0,6/15/2009,469.0,540.5
384,"Javlin Three LLC, Javlin Four LLC, and Javlin Five LLC",Asset-backed financial services company,First lien senior secured loan ($16.0 par due 6/2017),0,6/24/2014,12.9,1.0
385,Joyce Lane Capital LLC and Joyce Lane Financing SPV LLC (fka Ciena Capital LLC) (5)(15),Specialty finance company,First lien senior secured loan ($0.6 par due 12/2022),4.31% (Libor + 4.00%/Q),12/27/2018,0.6,0.6
386,Joyce Lane Capital LLC and Joyce Lane Financing SPV LLC (fka Ciena Capital LLC) (5)(15),Specialty finance company,Equity interests,0,11/29/2010,0.0,0.0
387,LS DE LLC and LM LSQ Investors LLC,Asset based lender,Senior subordinated loan ($37.0 par due 3/2024),10.50%,6/25/2015,37.0,36.3
388,LS DE LLC and LM LSQ Investors LLC,Asset based lender,Senior subordinated loan ($3.0 par due 6/2021),10.50%,6/15/2017,3.0,2.9
389,LS DE LLC and LM LSQ Investors LLC,Asset based lender,"Membership units (3,275,000 units)",0,6/25/2015,3.3,3.8
390,"Rialto Management Group, LLC (15)",Investment and asset management platform focused on real estate,First lien senior secured revolving loan,0,11/30/2018,0.0,0.0
391,"Rialto Management Group, LLC (15)",Investment and asset management platform focused on real estate,First lien senior secured loan ($0.9 par due 12/2024),4.65% (Libor + 4.50%/M),11/30/2018,0.9,0.9
392,"TA/WEG Holdings, LLC (15)",Wealth management and financial planning firm,First lien senior secured loan ($2.5 par due 10/2025),6.75% (Libor + 5.75%/Q),10/2/2019,2.5,2.5
393,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (15)",Provider of asset-servicing capabilities for fund managers,First lien senior secured revolving loan ($4.0 par due 2/2024),5.50% (Libor + 4.50%/Q),2/1/2019,4.0,3.8
394,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (15)",Provider of asset-servicing capabilities for fund managers,First lien senior secured loan ($38.3 par due 2/2026),5.50% (Libor + 4.50%/Q),2/1/2019,38.3,36.7
395,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (15)",Provider of asset-servicing capabilities for fund managers,"Class A units (1,443 units)",0,2/1/2019,1.6,0.8
396,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (15)",Provider of asset-servicing capabilities for fund managers,Class A units (245 units),0,2/1/2019,0.2,0.0
397,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (15)",Provider of asset-servicing capabilities for fund managers,"Class B units (2,167,424 units)",0,2/1/2019,0.0,0.0
398,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (15)",Provider of asset-servicing capabilities for fund managers,"Class B units (245,194 units)",0,2/1/2019,0.0,0.0
399,"Apex Clean Energy Holdings, LLC","Developer, builder and owner of utility-scale wind and solar power facilities",First lien senior secured loan ($75.6 par due 9/2022),7.75% (Libor + 6.75%/Q),9/24/2018,75.6,75.6
400,"Apex Clean Energy Holdings, LLC","Developer, builder and owner of utility-scale wind and solar power facilities",First lien senior secured loan ($19.3 par due 9/2022),7.75% (Libor + 6.75%/Q),6/10/2019,19.3,19.3
401,Beacon RNG LLC,Owner of natural gas facilities,"Class B units (35,000,000 units)",0,3/11/2019,35.0,37.0
402,"CPV Maryland Holding Company II, LLC",Gas turbine power generation facilities operator,Senior subordinated loan ($64.0 par due 12/2020),0,8/8/2014,59.9,56.3
403,DGH Borrower LLC,"Developer, owner and operator of quick start, small-scale natural gas-fired power generation projects",First lien senior secured loan ($50.3 par due 6/2023),8.25% (Libor + 7.25%/Q),6/8/2018,50.3,46.8
404,"Green Energy Partners, Stonewall LLC and Panda Stonewall Intermediate Holdings II LLC",Gas turbine power generation facilities operator,First lien senior secured loan ($14.4 par due 11/2021),6.50% (Libor + 5.50%/Q),11/13/2014,14.4,12.5
405,"Green Energy Partners, Stonewall LLC and Panda Stonewall Intermediate Holdings II LLC",Gas turbine power generation facilities operator,Senior subordinated loan ($23.3 par due 12/2021),"7.00% Cash, 6.25% PIK",11/13/2014,23.3,20.0
406,"Green Energy Partners, Stonewall LLC and Panda Stonewall Intermediate Holdings II LLC",Gas turbine power generation facilities operator,Senior subordinated loan ($108.8 par due 12/2021),"7.00% Cash, 6.25% PIK",11/13/2014,108.8,93.6
407,"Heelstone Renewable Energy, LLC (5)(15)","Provider of cloud based IT solutions, infrastructure and services",First lien senior secured loan ($8.9 par due 8/2023),12.00%,8/4/2020,8.9,8.9
408,"Heelstone Renewable Energy, LLC (5)(15)","Provider of cloud based IT solutions, infrastructure and services","Preferred equity (2,700,000 shares)",0,6/28/2019,29.4,35.2
409,Navisun LLC and Navisun Holdings LLC (5)(15),Owner and operater of commercial and industrial solar projects,First lien senior secured loan ($52.2 par due 11/2023),8.00% PIK,11/15/2017,52.2,52.2
410,Navisun LLC and Navisun Holdings LLC (5)(15),Owner and operater of commercial and industrial solar projects,First lien senior secured loan ($14.5 par due 11/2023),9.00% PIK,3/7/2019,14.5,14.5
411,Navisun LLC and Navisun Holdings LLC (5)(15),Owner and operater of commercial and industrial solar projects,First lien senior secured loan ($38.9 par due 11/2023),8.00% PIK,8/15/2019,38.9,38.9
412,Navisun LLC and Navisun Holdings LLC (5)(15),Owner and operater of commercial and industrial solar projects,"Series A preferred (1,000 units)",10.50% PIK,11/15/2017,12.3,12.3
413,Navisun LLC and Navisun Holdings LLC (5)(15),Owner and operater of commercial and industrial solar projects,Class A units (550 units),0,11/15/2017,0.0,0.5
414,"Panda Temple Power, LLC and T1 Power Holdings LLC (4)",Gas turbine power generation facilities operator,Second lien senior secured loan ($10.5 par due 2/2023),9.00% PIK (Libor + 8.00%/M),3/6/2015,10.5,10.5
415,"Panda Temple Power, LLC and T1 Power Holdings LLC (4)",Gas turbine power generation facilities operator,"Class A Common units (616,122 shares)",0,3/6/2015,15.0,9.2
416,PERC Holdings 1 LLC,"Operator of recycled energy, combined heat and power, and energy efficiency facilities","Class B common units (21,653,543 units)",0,10/20/2014,5.3,14.7
417,"PosiGen Backleverage, LLC and PosiGen, Inc. (15)",Seller and leaser of solar power systems for residential and commercial customers,First lien senior secured loan ($43.8 par due 1/2023),"10.50% (Libor + 7.00% Cash, 1.50% PIK/Q)",9/29/2020,42.7,42.7
418,"PosiGen Backleverage, LLC and PosiGen, Inc. (15)",Seller and leaser of solar power systems for residential and commercial customers,First lien senior secured loan ($0.8 par due 1/2023),"15.00% (Libor + 7.00% Cash, 6.00% PIK/Q)",9/29/2020,0.8,0.8
419,"PosiGen Backleverage, LLC and PosiGen, Inc. (15)",Seller and leaser of solar power systems for residential and commercial customers,"Warrant to purchase up to 78,632 shares of common stock (expires 1/2027)",0,1/29/2020,0.0,0.0
420,Riverview Power LLC,Operator of natural gas and oil fired power generation facilities,First lien senior secured loan ($77.6 par due 12/2022),9.00% (Libor + 8.00%/Q),12/29/2016,76.7,77.6
421,"SE1 Generation, LLC",Solar power developer,Senior subordinated loan ($54.9 par due 12/2022),"5.50% Cash, 4.00% PIK",12/17/2019,54.9,53.8
422,"Sunrun Atlas Depositor 2019-2, LLC and Sunrun Atlas Holdings 2019-2, LLC",Residential solar energy provider,First lien senior secured loan ($0.1 par due 2/2055),3.61%,10/28/2019,0.1,0.1
423,"Sunrun Atlas Depositor 2019-2, LLC and Sunrun Atlas Holdings 2019-2, LLC",Residential solar energy provider,Senior subordinated loan ($135.8 par due 11/2025),"8.75% (Libor + 4.75% Cash, 2.00% PIK/Q)",11/26/2019,135.8,135.8
424,"Sunrun Xanadu Issuer 2019-1, LLC and Sunrun Xanadu Holdings 2019-1, LLC",Residential solar energy provider,First lien senior secured loan ($0.4 par due 6/2054),3.98%,6/7/2019,0.4,0.4
425,"Sunrun Xanadu Issuer 2019-1, LLC and Sunrun Xanadu Holdings 2019-1, LLC",Residential solar energy provider,Senior subordinated loan ($66.2 par due 7/2030),"8.75% (Libor + 4.75% Cash, 2.00% PIK/Q)",6/27/2019,66.2,66.2
426,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc. (5)",Restaurant owner and operator,First lien senior secured loan ($56.6 par due 12/2019),0,11/27/2006,39.9,0.0
427,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc. (5)",Restaurant owner and operator,First lien senior secured loan ($6.3 par due 12/2019),0,12/22/2016,4.8,0.0
428,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc. (5)",Restaurant owner and operator,Promissory note ($31.8 par due 12/2023),0,11/27/2006,13.8,0.0
429,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc. (5)",Restaurant owner and operator,Warrant to purchase up to 0.95 units of Series D common stock (expires 12/2023),0,12/18/2013,0.0,0.0
430,"Aimbridge Acquisition Co., Inc.",Hotel operator,Second lien senior secured loan ($22.5 par due 2/2027),7.66% (Libor + 7.50%/M),2/1/2019,22.1,20.0
