,Industry,Company(1),Business Description,Investment,Interest(6)(12),Acquisition  Date,Amortized  Cost,Fair Value
295,Manufacturing,"SI Holdings, Inc.","Elastomeric parts, mid-sized composite structures, and composite tooling","Common stock (1,500 shares)",,5/30/2014,1500.0,1757
296,Manufacturing,TPTM Merger Corp. (25),Time temperature indicator products,First lien senior secured revolving loan ($750 par due 9/2018),7.25% (Libor + 6.25%/Q),9/12/2013,750.0,742
297,Manufacturing,TPTM Merger Corp. (25),Time temperature indicator products,"First lien senior secured loan ($22,000 par due 9/2018)",9.42% (Libor + 8.42%/Q),9/12/2013,22000.0,21780
298,Manufacturing,TPTM Merger Corp. (25),Time temperature indicator products,"First lien senior secured loan ($10,000 par due 9/2018)",9.42% (Libor + 8.42%/Q),9/12/2013,10000.0,9900
299,Manufacturing,TPTM Merger Corp. (25),Time temperature indicator products,,,,538066.0,528696
300,Financial Services,"AllBridge Financial, LLC (8)",Asset management services,Equity interests,,4/1/2010,0.0,534
301,Financial Services,Callidus Capital Corporation (8),Asset management services,Common stock (100 shares),,4/1/2010,3000.0,1662
302,Financial Services,Ciena Capital LLC (8)(25),Real estate and small business loan servicer,"First lien senior secured revolving loan ($14,000 par due 12/2016)",6.00%,11/29/2010,14000.0,14000
303,Financial Services,Ciena Capital LLC (8)(25),Real estate and small business loan servicer,First lien senior secured loan ($500 par due 12/2016),12.00%,11/29/2010,500.0,500
304,Financial Services,Ciena Capital LLC (8)(25),Real estate and small business loan servicer,"First lien senior secured loan ($5,000 par due 12/2016)",12.00%,11/29/2010,5000.0,5000
305,Financial Services,Ciena Capital LLC (8)(25),Real estate and small business loan servicer,"First lien senior secured loan ($2,500 par due 12/2016)",12.00%,11/29/2010,2500.0,2500
306,Financial Services,Ciena Capital LLC (8)(25),Real estate and small business loan servicer,Equity interests,,11/29/2010,38974.0,17784
307,Financial Services,"Commercial Credit Group, Inc.",Commercial equipment finance and leasing company,"Senior subordinated loan ($28,000 par due 5/2018)",12.75%,5/10/2012,28000.0,28000
308,Financial Services,Gordian Acquisition Corp.,Financial services firm,Common stock (526 shares),,11/30/2012,0.0,0
309,Financial Services,Imperial Capital Group LLC,Investment services,"Class A common units (35,047 units)",,5/10/2007,8521.0,12775
310,Financial Services,Imperial Capital Group LLC,Investment services,"2006 Class B common units (11,482 units)",,5/10/2007,1.0,3
311,Financial Services,Imperial Capital Group LLC,Investment services,"2007 Class B common units (1,432 units)",,5/10/2007,0.0,0
312,Financial Services,"Ivy Hill Asset Management, L.P. (8)(10)",Asset management services,Member interest (100.00% interest),,6/15/2009,170961.0,232937
313,Financial Services,"Javlin Three LLC, Javlin Four LLC, and Javlin Five LLC (10)",Asset-backed financial services company,"First lien senior secured revolving loan ($40,832 par due 6/2017)",10.43% (Libor + 10.00%/Q),6/24/2014,40832.0,40832
314,Financial Services,"LSQ Funding Group, L.C. and LM LSQ Investors LLC (10)(25)",Asset based lender,"Senior subordinated loan ($30,000 par due 6/2021)",10.50%,6/25/2015,30000.0,30000
315,Financial Services,"LSQ Funding Group, L.C. and LM LSQ Investors LLC (10)(25)",Asset based lender,"Membership units (3,275,000 units)",,6/25/2015,3275.0,2999
316,Financial Services,"LSQ Funding Group, L.C. and LM LSQ Investors LLC (10)(25)",Asset based lender,,,,345564.0,389526
317,Education,Campus Management Corp. and Campus Management Acquisition Corp. (7),Education software developer,"Preferred stock (485,159 shares)",,2/8/2008,10520.0,10730
318,Education,"Infilaw Holding, LLC (25)",Operator of for-profit law schools,First lien senior secured revolving loan,,8/25/2011,0.0,0
319,Education,"Infilaw Holding, LLC (25)",Operator of for-profit law schools,"First lien senior secured loan ($3,410 par due 1/2017)","11.50% (Libor + 8.50% Cash, 2.00% PIK/Q)",8/25/2011,3410.0,3410
320,Education,"Infilaw Holding, LLC (25)",Operator of for-profit law schools,"Series A preferred units (124,890 units)","11.50% (Libor + 8.50% Cash, 2.00% PIK/Q)",8/25/2011,124890.0,113650
321,Education,"Infilaw Holding, LLC (25)",Operator of for-profit law schools,Series B preferred units (1.96 units),,10/19/2012,9245.0,4956
322,Education,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",Private school operator,"First lien senior secured loan ($1,714 par due 12/2018)",10.50% PIK (Libor + 9.00%/Q),10/31/2015,1714.0,1714
323,Education,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",Private school operator,"Senior preferred series A-1 shares (163,902 shares)",,10/31/2015,119422.0,90279
324,Education,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",Private school operator,"Series B preferred stock (1,750,000 shares)",,8/5/2010,5000.0,0
325,Education,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",Private school operator,"Series C preferred stock (2,512,586 shares)",,6/7/2010,689.0,0
326,Education,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",Private school operator,Common stock (20 shares),,6/7/2010,0.0,0
327,Education,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",Private school operator,Common stock (20 shares),,6/7/2010,0.0,0
328,Education,"Lakeland Tours, LLC (25)",Educational travel provider,"First lien senior secured loan ($19,083 par due 2/2022)",5.75% (Libor + 4.75%/Q),2/10/2016,18853.0,19083
329,Education,"Lakeland Tours, LLC (25)",Educational travel provider,"First lien senior secured loan ($43,707 par due 2/2022)",10.45% (Libor + 9.45%/Q),2/10/2016,43182.0,43707
330,Education,PIH Corporation (25),Franchisor of education-based early childhood centers,First lien senior secured revolving loan ($621 par due 12/2018),7.00% (Libor + 6.00%/Q),12/13/2013,621.0,621
331,Education,"R3 Education, Inc. and EIC Acquisitions Corp.",Medical school operator,"Preferred stock (1,977 shares)",,7/30/2008,494.0,494
332,Education,"R3 Education, Inc. and EIC Acquisitions Corp.",Medical school operator,Common membership interest (15.76% interest),,9/21/2007,15800.0,29393
333,Education,"R3 Education, Inc. and EIC Acquisitions Corp.",Medical school operator,"Warrant to purchase up to 27,890 shares",,12/8/2009,0.0,0
334,Education,"Regent Education, Inc.",Provider of software solutions designed to optimize the financial aid and enrollment processes,"First lien senior secured loan ($4,013 par due 1/2018)",12.00% (Libor + 10.00%/M),7/1/2014,3855.0,3933
335,Education,"Regent Education, Inc.",Provider of software solutions designed to optimize the financial aid and enrollment processes,"Warrant to purchase up to 987,771 shares of Series CC preferred stock",,7/1/2014,0.0,62
336,Education,"Severin Acquisition, LLC (25)",Provider of student information system software solutions to the K-12 education market,"Second lien senior secured loan ($4,154 par due 7/2022)",9.75% (Libor + 8.75%/Q),10/28/2015,4076.0,4112
337,Education,"Severin Acquisition, LLC (25)",Provider of student information system software solutions to the K-12 education market,"Second lien senior secured loan ($3,273 par due 7/2022)",10.25% (Libor + 9.25%/Q),2/1/2016,3208.0,3273
338,Education,"Severin Acquisition, LLC (25)",Provider of student information system software solutions to the K-12 education market,"Second lien senior secured loan ($15,000 par due 7/2022)",9.75% (Libor + 8.75%/Q),7/31/2015,14729.0,14850
339,Education,"WCI-Quantum Holdings, Inc.","Distributor of instructional products, services and resources","Series A preferred stock (1,272 shares)",,10/24/2014,1000.0,1121
340,Education,"WCI-Quantum Holdings, Inc.","Distributor of instructional products, services and resources",,,,380708.0,345388
341,Restaurant and Food Services,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc.",Restaurant owner and operator,"First lien senior secured loan ($28,581 par due 12/2018)",9.25% (Libor + 8.25%/Q),11/27/2006,28581.0,26295
342,Restaurant and Food Services,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc.",Restaurant owner and operator,"First lien senior secured loan ($10,919 par due 12/2018)",9.25% (Libor + 8.25%/Q),11/27/2006,10922.0,10045
343,Restaurant and Food Services,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc.",Restaurant owner and operator,"Promissory note ($22,797 par due 12/2023)",,11/27/2006,13770.0,8390
344,Restaurant and Food Services,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc.",Restaurant owner and operator,"Warrant to purchase up to 23,750 units of Series D common stock",,12/18/2013,24.0,0
345,Restaurant and Food Services,"Benihana, Inc. (25)",Restaurant owner and operator,First lien senior secured revolving loan ($485 par due 7/2018),8.25%(Base Rate + 4.75%/Q),8/21/2012,485.0,460
346,Restaurant and Food Services,"Benihana, Inc. (25)",Restaurant owner and operator,"First lien senior secured loan ($4,814 par due 1/2019)",7.25% (Libor + 6.00%/Q),8/21/2012,4814.0,4573
347,Restaurant and Food Services,"DineInFresh, Inc.",Meal-delivery provider,"First lien senior secured loan ($7,000 par due 7/2018)",9.75% (Libor + 8.75%/M),12/19/2014,6946.0,7000
348,Restaurant and Food Services,"DineInFresh, Inc.",Meal-delivery provider,"Warrant to purchase up to 143,079 shares of Series A preferred stock",,12/19/2014,0.0,4
349,Restaurant and Food Services,Garden Fresh Restaurant Corp. (25),Restaurant owner and operator,"First lien senior secured revolving loan ($1,100 par due 7/2018)",10.50% (Libor + 9.00%/Q),10/3/2013,1100.0,1100
350,Restaurant and Food Services,Garden Fresh Restaurant Corp. (25),Restaurant owner and operator,"First lien senior secured loan ($40,141 par due 7/2018)",10.50% (Libor + 9.00%/Q),10/3/2013,40141.0,40141
351,Restaurant and Food Services,"Global Franchise Group, LLC and GFG Intermediate Holding, Inc.",Worldwide franchisor of quick service restaurants,"First lien senior secured loan ($62,500 par due 12/2019)",10.51% (Libor + 9.51%/Q),12/18/2014,62500.0,62500
352,Restaurant and Food Services,"Heritage Food Service Group, Inc. and WCI-HFG Holdings, LLC",Distributor of repair and replacement parts for commercial kitchen equipment,"Second lien senior secured loan ($31,645 par due 10/2022)",9.50% (Libor + 8.50%/Q),10/20/2015,31645.0,30696
353,Restaurant and Food Services,"Heritage Food Service Group, Inc. and WCI-HFG Holdings, LLC",Distributor of repair and replacement parts for commercial kitchen equipment,"Preferred units (3,000,000 units)",,10/20/2015,3000.0,2706
354,Restaurant and Food Services,"Orion Foods, LLC (8)",Convenience food service retailer,"First lien senior secured loan ($1,414 par due 9/2015)",,4/1/2010,1414.0,549
355,Restaurant and Food Services,"Orion Foods, LLC (8)",Convenience food service retailer,"Second lien senior secured loan ($19,420 par due 9/2016)",,4/1/2010,0.0,0
356,Restaurant and Food Services,"Orion Foods, LLC (8)",Convenience food service retailer,"Preferred units (10,000 units)",,10/28/2010,0.0,0
357,Restaurant and Food Services,"Orion Foods, LLC (8)",Convenience food service retailer,"Class A common units (25,001 units)",,4/1/2010,0.0,0
358,Restaurant and Food Services,"Orion Foods, LLC (8)",Convenience food service retailer,"Class B common units (1,122,452 units)",,4/1/2010,0.0,0
359,Restaurant and Food Services,"OTG Management, LLC (25)",Airport restaurant operator,"First lien senior secured revolving loan ($2,300 par due 12/2017)",8.75% (Libor + 7.25%/Q),12/11/2012,2300.0,2300
360,Restaurant and Food Services,"OTG Management, LLC (25)",Airport restaurant operator,"First lien senior secured loan ($12,506 par due 12/2017)",8.75% (Libor + 7.25%/Q),12/11/2012,12506.0,12506
361,Restaurant and Food Services,"OTG Management, LLC (25)",Airport restaurant operator,"First lien senior secured loan ($22,101 par due 12/2017)",8.75% (Libor + 7.25%/Q),12/11/2012,22101.0,22101
362,Restaurant and Food Services,"OTG Management, LLC (25)",Airport restaurant operator,"First lien senior secured loan ($24,688 par due 12/2017)",8.75% (Libor + 7.25%/Q),12/11/2012,24688.0,24688
363,Restaurant and Food Services,"OTG Management, LLC (25)",Airport restaurant operator,"Common units (3,000,000 units)",,1/5/2011,3000.0,11517
364,Restaurant and Food Services,"OTG Management, LLC (25)",Airport restaurant operator,Warrant to purchase up to 7.73% of common units,,6/19/2008,100.0,22975
365,Restaurant and Food Services,"Restaurant Holding Company, LLC",Fast food restaurant operator,"First lien senior secured loan ($36,215 par due 2/2019)",8.75% (Libor + 7.75%/Q),3/13/2014,36001.0,35128
366,Restaurant and Food Services,"Restaurant Holding Company, LLC",Fast food restaurant operator,,,,306038.0,325674
367,Oil and Gas,"Lonestar Prospects, Ltd.",Sand proppant producer and distributor to the oil and natural gas industry,"First lien senior secured loan ($24,904 par due 9/2018)","8.50% (Libor + 6.50% Cash, 1.00% PIK/Q)",9/18/2014,24904.0,23659
368,Oil and Gas,"Lonestar Prospects, Ltd.",Sand proppant producer and distributor to the oil and natural gas industry,"First lien senior secured loan ($48,598 par due 9/2018)","8.50% (Libor + 6.50% Cash, 1.00% PIK/Q)",9/18/2014,48598.0,46168
369,Oil and Gas,Petroflow Energy Corporation,Oil and gas exploration and production company,"First lien senior secured loan ($52,539 par due 7/2017)",,7/31/2014,49269.0,18389
370,Oil and Gas,Primexx Energy Corporation,Privately-held oil and gas exploration and production company,"Second lien senior secured loan ($125,000 par due 1/2020)",10.00% (Libor + 9.00%/Q),7/7/2015,124553.0,112500
371,Oil and Gas,"UL Holding Co., LLC and Universal Lubricants, LLC (7)",Manufacturer and distributor of re-refined oil products,"Second lien senior secured loan ($14,686 par due 12/2016)",3.56%,4/30/2012,8717.0,11620
372,Oil and Gas,"UL Holding Co., LLC and Universal Lubricants, LLC (7)",Manufacturer and distributor of re-refined oil products,"Second lien senior secured loan ($62,287 par due 12/2016)",3.56%,4/30/2012,37043.0,49283
373,Oil and Gas,"UL Holding Co., LLC and Universal Lubricants, LLC (7)",Manufacturer and distributor of re-refined oil products,"Second lien senior secured loan ($7,248 par due 12/2016)",3.56%,4/30/2012,4272.0,5734
374,Oil and Gas,"UL Holding Co., LLC and Universal Lubricants, LLC (7)",Manufacturer and distributor of re-refined oil products,"Class A common units (533,351 units)",,6/17/2011,4993.0,0
375,Oil and Gas,"UL Holding Co., LLC and Universal Lubricants, LLC (7)",Manufacturer and distributor of re-refined oil products,"Class B-5 common units (272,834 units)",,6/17/2011,2492.0,0
376,Oil and Gas,"UL Holding Co., LLC and Universal Lubricants, LLC (7)",Manufacturer and distributor of re-refined oil products,"Class C common units (758,546 units)",,4/25/2008,0.0,0
377,Oil and Gas,"UL Holding Co., LLC and Universal Lubricants, LLC (7)",Manufacturer and distributor of re-refined oil products,"Warrant to purchase up to 702,665 shares of Class A units",,5/2/2014,0.0,0
378,Oil and Gas,"UL Holding Co., LLC and Universal Lubricants, LLC (7)",Manufacturer and distributor of re-refined oil products,"Warrant to purchase up to 28,009 shares of Class B-1 units",,5/2/2014,0.0,0
379,Oil and Gas,"UL Holding Co., LLC and Universal Lubricants, LLC (7)",Manufacturer and distributor of re-refined oil products,"Warrant to purchase up to 56,019 shares of Class B-2 units",,5/2/2014,0.0,0
380,Oil and Gas,"UL Holding Co., LLC and Universal Lubricants, LLC (7)",Manufacturer and distributor of re-refined oil products,"Warrant to purchase up to 28,969 shares of Class B-3 units",,5/2/2014,0.0,0
381,Oil and Gas,"UL Holding Co., LLC and Universal Lubricants, LLC (7)",Manufacturer and distributor of re-refined oil products,"Warrant to purchase up to 78,540 shares of Class B-5 units",,5/2/2014,0.0,0
382,Oil and Gas,"UL Holding Co., LLC and Universal Lubricants, LLC (7)",Manufacturer and distributor of re-refined oil products,"Warrant to purchase up to 58,296 shares of Class B-6 units",,5/2/2014,0.0,0
383,Oil and Gas,"UL Holding Co., LLC and Universal Lubricants, LLC (7)",Manufacturer and distributor of re-refined oil products,"Warrant to purchase up to 1,022,856 shares of Class C units",,5/2/2014,0.0,0
384,Oil and Gas,"UL Holding Co., LLC and Universal Lubricants, LLC (7)",Manufacturer and distributor of re-refined oil products,,,,304841.0,267353
385,Containers and Packaging,"Charter NEX US Holdings, Inc.",Producer of high-performance specialty films used in flexible packaging,"Second lien senior secured loan ($16,000 par due 2/2023)",9.25% (Libor + 8.25%/Q),2/5/2015,15795.0,15680
386,Containers and Packaging,"GS Pretium Holdings, Inc.",Manufacturer and supplier of high performance plastic containers,"Common stock (500,000 shares)",,6/2/2014,500.0,405
387,Containers and Packaging,"ICSH, Inc. (25)","Industrial container manufacturer, reconditioner and servicer","First lien senior secured revolving loan ($1,000 par due 12/2018)",8.25%(Base Rate + 4.75%/Q),8/30/2011,1000.0,1000
388,Containers and Packaging,"ICSH, Inc. (25)","Industrial container manufacturer, reconditioner and servicer","Second lien senior secured loan ($66,000 par due 12/2019)",10.00% (Libor + 9.00%/Q),12/31/2015,66000.0,66000
389,Containers and Packaging,LBP Intermediate Holdings LLC (25),Manufacturer of paper and corrugated foodservice packaging,First lien senior secured revolving loan,,7/10/2015,0.0,0
390,Containers and Packaging,LBP Intermediate Holdings LLC (25),Manufacturer of paper and corrugated foodservice packaging,"First lien senior secured loan ($24,555 par due 7/2020)",6.50% (Libor + 5.50%/Q),7/10/2015,24297.0,24555
391,Containers and Packaging,"Microstar Logistics LLC, Microstar Global Asset Management LLC, and MStar Holding Corporation",Keg management solutions provider,"Second lien senior secured loan ($78,500 par due 12/2018)",8.50% (Libor + 7.50%/Q),12/14/2012,78500.0,78500
392,Containers and Packaging,"Microstar Logistics LLC, Microstar Global Asset Management LLC, and MStar Holding Corporation",Keg management solutions provider,"Second lien senior secured loan ($54,000 par due 12/2018)",8.50% (Libor + 7.50%/Q),12/14/2012,54000.0,54000
393,Containers and Packaging,"Microstar Logistics LLC, Microstar Global Asset Management LLC, and MStar Holding Corporation",Keg management solutions provider,"Second lien senior secured loan ($10,000 par due 12/2018)",8.50% (Libor + 7.50%/Q),12/14/2012,10000.0,10000
394,Containers and Packaging,"Microstar Logistics LLC, Microstar Global Asset Management LLC, and MStar Holding Corporation",Keg management solutions provider,"Common stock (50,000 shares)",,12/14/2012,3951.0,7435
395,Containers and Packaging,"Microstar Logistics LLC, Microstar Global Asset Management LLC, and MStar Holding Corporation",Keg management solutions provider,,,,254043.0,257575
396,Food and Beverage,American Seafoods Group LLC and American Seafoods Partners LLC (25),Harvester and processor of seafood,"First lien senior secured revolving loan ($1,029 par due 8/2021)",7.50%(Base Rate + 4.00%/Q),8/19/2015,1029.0,998
397,Food and Beverage,American Seafoods Group LLC and American Seafoods Partners LLC (25),Harvester and processor of seafood,"First lien senior secured loan ($19,651 par due 8/2021)",6.00% (Libor + 5.00%/Q),8/19/2015,19412.0,19062
398,Food and Beverage,American Seafoods Group LLC and American Seafoods Partners LLC (25),Harvester and processor of seafood,"Second lien senior secured loan ($55,000 par due 2/2022)",10.00% (Libor + 9.00%/Q),8/19/2015,55000.0,53350
399,Food and Beverage,American Seafoods Group LLC and American Seafoods Partners LLC (25),Harvester and processor of seafood,"Class A units (77,922 units)",,8/19/2015,78.0,86
400,Food and Beverage,American Seafoods Group LLC and American Seafoods Partners LLC (25),Harvester and processor of seafood,"Warrant to purchase up to 7,422,078 Class A units",,8/19/2015,7422.0,8163
401,Food and Beverage,Eagle Family Foods Group LLC,Manufacturer and producer of milk products,"First lien senior secured loan ($4,775 par due 12/2021)",10.05% (Libor + 9.05%/Q),12/31/2015,4742.0,4775
402,Food and Beverage,Eagle Family Foods Group LLC,Manufacturer and producer of milk products,"First lien senior secured loan ($50,000 par due 12/2021)",10.05% (Libor + 9.05%/Q),12/31/2015,49627.0,50000
403,Food and Beverage,GF Parent LLC,"Producer of low-acid, aseptic food and beverage products","Class A Preferred Units (2,940 units)",,5/13/2015,2940.0,2227
404,Food and Beverage,GF Parent LLC,"Producer of low-acid, aseptic food and beverage products","Class A Common Units (59,999.74 units)",,5/13/2015,60.0,0
405,Food and Beverage,"Kettle Cuisine, LLC",Manufacturer of fresh refrigerated and frozen food products,"Second lien senior secured loan ($28,500 par due 2/2022)",10.75% (Libor + 9.75%/Q),8/21/2015,28500.0,28500
406,Food and Beverage,"KeyImpact Holdings, Inc. and JWC/KI Holdings, LLC (25)",Foodservice sales and marketing agency,"First lien senior secured loan ($46,134 par due 11/2021)",7.13% (Libor + 6.13%/Q),11/16/2015,46134.0,46134
407,Food and Beverage,"KeyImpact Holdings, Inc. and JWC/KI Holdings, LLC (25)",Foodservice sales and marketing agency,"Membership units (5,000 units)",,11/16/2015,5000.0,5727
408,Food and Beverage,"KeyImpact Holdings, Inc. and JWC/KI Holdings, LLC (25)",Foodservice sales and marketing agency,,,,219944.0,219022
409,Automotive Services,"AEP Holdings, Inc. and Arrowhead Holdco Company","Distributor of non-discretionary, mission-critical aftermarket replacement parts","First lien senior secured loan ($45,346 par due 8/2021)",7.25% (Libor + 6.25%/Q),8/31/2015,45346.0,44439
410,Automotive Services,"AEP Holdings, Inc. and Arrowhead Holdco Company","Distributor of non-discretionary, mission-critical aftermarket replacement parts",First lien senior secured loan ($788 par due 8/2021),8.75%(Base Rate + 5.25%/Q),8/31/2015,788.0,772
411,Automotive Services,"AEP Holdings, Inc. and Arrowhead Holdco Company","Distributor of non-discretionary, mission-critical aftermarket replacement parts","First lien senior secured loan ($10,000 par due 8/2021)",8.25% (Libor + 7.25%/Q),3/31/2016,10000.0,10000
412,Automotive Services,"AEP Holdings, Inc. and Arrowhead Holdco Company","Distributor of non-discretionary, mission-critical aftermarket replacement parts","Common stock (2,832 shares)",,8/31/2015,2832.0,2677
413,Automotive Services,CH Hold Corp. (25),Collision repair company,"First lien senior secured revolving loan ($1,185 par due 11/2019)",6.25% (Libor + 5.25%/Q),2/24/2016,1185.0,1185
414,Automotive Services,"ChargePoint, Inc.",Developer and operator of electric vehicle charging stations,"First lien senior secured loan ($10,000 par due 7/2019)",9.75% (Libor + 8.75%/M),12/24/2014,9833.0,10000
415,Automotive Services,"ChargePoint, Inc.",Developer and operator of electric vehicle charging stations,"First lien senior secured loan ($10,000 par due 1/2019)",9.75% (Libor + 8.75%/M),12/24/2014,9590.0,10000
416,Automotive Services,"ChargePoint, Inc.",Developer and operator of electric vehicle charging stations,"Warrant to purchase up to 404,563 shares of Series E preferred stock",,12/24/2014,327.0,327
417,Automotive Services,"Dent Wizard International Corporation and DWH Equity Investors, L.P.",Automotive reconditioning services,"Second lien senior secured loan ($50,000 par due 10/2020)",10.25% (Libor + 9.25%/Q),4/7/2015,50000.0,50000
418,Automotive Services,"Dent Wizard International Corporation and DWH Equity Investors, L.P.",Automotive reconditioning services,"Class A common stock (10,000 shares)",,4/7/2015,333.0,493
419,Automotive Services,"Dent Wizard International Corporation and DWH Equity Investors, L.P.",Automotive reconditioning services,"Class B common stock (20,000 shares)",,4/7/2015,667.0,987
420,Automotive Services,"Eckler Industries, Inc. (25)",Restoration parts and accessories provider for classic automobiles,"First lien senior secured revolving loan ($2,000 par due 7/2017)",8.50%(Base Rate + 5.00%/Q),7/12/2012,2000.0,1880
421,Automotive Services,"Eckler Industries, Inc. (25)",Restoration parts and accessories provider for classic automobiles,"First lien senior secured loan ($7,005 par due 7/2017)",7.25% (Libor + 6.00%/Q),7/12/2012,7005.0,6584
422,Automotive Services,"Eckler Industries, Inc. (25)",Restoration parts and accessories provider for classic automobiles,"First lien senior secured loan ($26,420 par due 7/2017)",7.25% (Libor + 6.00%/Q),7/12/2012,26420.0,24834
423,Automotive Services,"Eckler Industries, Inc. (25)",Restoration parts and accessories provider for classic automobiles,"Series A preferred stock (1,800 shares)",,7/12/2012,1800.0,0
424,Automotive Services,"Eckler Industries, Inc. (25)",Restoration parts and accessories provider for classic automobiles,"Common stock (20,000 shares)",,7/12/2012,200.0,0
425,Automotive Services,"EcoMotors, Inc.",Engine developer,"First lien senior secured loan ($11,480 par due 3/2018)",11.00%,9/1/2015,10924.0,11480
426,Automotive Services,"EcoMotors, Inc.",Engine developer,"Warrant to purchase up to 321,888 shares of Series C preferred stock",,12/28/2012,0.0,286
427,Automotive Services,"EcoMotors, Inc.",Engine developer,"Warrant to purchase up to 70,000 shares of Series C preferred stock",,2/24/2015,0.0,62
428,Automotive Services,"Simpson Performance Products, Inc.",Provider of motorsports safety equipment,"First lien senior secured loan ($24,506 par due 2/2020)",9.80% (Libor + 8.80%/Q),2/20/2015,24506.0,24506
429,Automotive Services,"SK SPV IV, LLC",Collision repair site operators,"Series A common stock (12,500 units)",,8/18/2014,571.0,2663
430,Automotive Services,"SK SPV IV, LLC",Collision repair site operators,"Series B common stock (12,500 units)",,8/18/2014,571.0,2663
431,Automotive Services,"TA THI Buyer, Inc. and TA THI Parent, Inc.",Collision repair company,"Series A preferred stock (50,000 shares)",,7/28/2014,5000.0,9852
432,Automotive Services,"TA THI Buyer, Inc. and TA THI Parent, Inc.",Collision repair company,,,,209898.0,215690
433,Commercial Real Estate Finance,"10th Street, LLC and New 10th Street, LLC (8)",Real estate holding company,"First lien senior secured loan ($25,384 par due 11/2019)","12.00% Cash, 1.00% PIK",3/31/2014,25384.0,25384
434,Commercial Real Estate Finance,"10th Street, LLC and New 10th Street, LLC (8)",Real estate holding company,"Senior subordinated loan ($27,303 par due 11/2019)","12.00% Cash, 1.00% PIK",4/1/2010,27303.0,27303
435,Commercial Real Estate Finance,"10th Street, LLC and New 10th Street, LLC (8)",Real estate holding company,Member interest (10.00% interest),,4/1/2010,594.0,44502
436,Commercial Real Estate Finance,"10th Street, LLC and New 10th Street, LLC (8)",Real estate holding company,"Option (25,000 units)",,4/1/2010,25.0,25
437,Commercial Real Estate Finance,"Crescent Hotels & Resorts, LLC and affiliates (8)",Hotel operator,"Senior subordinated loan ($2,236 par due 9/2011)",15.00%,4/1/2010,0.0,3244
438,Commercial Real Estate Finance,"Crescent Hotels & Resorts, LLC and affiliates (8)",Hotel operator,Common equity interest,,4/1/2010,0.0,0
439,Commercial Real Estate Finance,"Crescent Hotels & Resorts, LLC and affiliates (8)",Hotel operator,,,,53306.0,100458
440,Hotel Services,"Aimbridge Hospitality, LLC (25)",Hotel operator,"First lien senior secured loan ($2,885 par due 10/2018)",8.25% (Libor + 7.00%/Q),1/7/2016,2841.0,2885
441,Hotel Services,"Aimbridge Hospitality, LLC (25)",Hotel operator,"First lien senior secured loan ($3,305 par due 10/2018)",8.25% (Libor + 7.00%/Q),7/15/2015,3274.0,3305
442,Hotel Services,"Aimbridge Hospitality, LLC (25)",Hotel operator,"First lien senior secured loan ($15,000 par due 10/2018)",8.25% (Libor + 7.00%/Q),7/15/2015,14818.0,15000
443,Hotel Services,Castle Management Borrower LLC,Hotel operator,"First lien senior secured loan ($5,925 par due 9/2020)",5.50% (Libor + 4.50%/Q),10/17/2014,5925.0,5925
444,Hotel Services,Castle Management Borrower LLC,Hotel operator,"Second lien senior secured loan ($10,000 par due 3/2021)",11.00% (Libor + 10.00%/Q),10/17/2014,10000.0,10000
445,Hotel Services,Castle Management Borrower LLC,Hotel operator,"Second lien senior secured loan ($55,000 par due 3/2021)",11.00% (Libor + 10.00%/Q),10/17/2014,55000.0,55000
446,Hotel Services,Castle Management Borrower LLC,Hotel operator,,,,91858.0,92115
447,Aerospace and Defense,"Cadence Aerospace, LLC",Aerospace precision components manufacturer,"First lien senior secured loan ($4,074 par due 5/2018)",6.50% (Libor + 5.25%/Q),5/15/2012,4059.0,4074
448,Aerospace and Defense,"Cadence Aerospace, LLC",Aerospace precision components manufacturer,"Second lien senior secured loan ($79,657 par due 5/2019)",10.50% (Libor + 9.25%/Q),5/10/2012,79657.0,77267
449,Aerospace and Defense,"Wyle Laboratories, Inc. and Wyle Holdings, Inc.","Provider of specialized engineering, scientific and technical services",Senior preferred stock (775 shares),8.00% PIK,1/17/2008,133.0,131
450,Aerospace and Defense,"Wyle Laboratories, Inc. and Wyle Holdings, Inc.","Provider of specialized engineering, scientific and technical services","Common stock (1,885,195 shares)",,1/17/2008,2291.0,2598
451,Aerospace and Defense,"Wyle Laboratories, Inc. and Wyle Holdings, Inc.","Provider of specialized engineering, scientific and technical services",,,,86140.0,84070
452,Environmental Services,"RE Community Holdings II, Inc., Pegasus Community Energy, LLC., and MPH Energy Holdings, LP",Operator of municipal recycling facilities,"Preferred stock (1,000 shares)",,3/1/2011,8839.0,0
