,Industry,Company(1),Business Description,Investment,Interest(6)(12),Acquisition  Date,Amortized  Cost,Fair  Value
304,Other Services,"Competitor Group, Inc., Calera XVI, LLC and Champion Parent Corporation (8)(25)",Endurance sports media and event operator,First lien senior secured revolving loan ($1.4 par due 11/2018),5.00% (Libor + 3.75%/Q),9/29/2016,1.4,1.4
305,Other Services,"Competitor Group, Inc., Calera XVI, LLC and Champion Parent Corporation (8)(25)",Endurance sports media and event operator,First lien senior secured revolving loan ($4.7 par due 11/2018),5.00% (Libor + 3.75%/Q),11/30/2012,4.5,4.4
306,Other Services,"Competitor Group, Inc., Calera XVI, LLC and Champion Parent Corporation (8)(25)",Endurance sports media and event operator,First lien senior secured loan ($39.6 par due 11/2018),5.00% (Libor + 3.75%/Q),11/30/2012,38.0,36.9
307,Other Services,"Competitor Group, Inc., Calera XVI, LLC and Champion Parent Corporation (8)(25)",Endurance sports media and event operator,"Preferred shares (18,875 shares)",,3/25/2016,16.0,0.0
308,Other Services,"Competitor Group, Inc., Calera XVI, LLC and Champion Parent Corporation (8)(25)",Endurance sports media and event operator,"Membership units (2,522,512 units)",,11/30/2012,2.5,0.0
309,Other Services,"Competitor Group, Inc., Calera XVI, LLC and Champion Parent Corporation (8)(25)",Endurance sports media and event operator,"Common shares (114,000 shares)",,3/25/2016,0.0,0.0
310,Other Services,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (7)(25)",Provider of outsourced healthcare linen management solutions,First lien senior secured revolving loan,,3/13/2014,0.0,0.0
311,Other Services,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (7)(25)",Provider of outsourced healthcare linen management solutions,First lien senior secured loan ($5.8 par due 12/2021),7.25% (Libor + 6.25%/Q),3/13/2014,5.8,5.8
312,Other Services,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (7)(25)",Provider of outsourced healthcare linen management solutions,First lien senior secured loan ($5.2 par due 12/2021),7.25% (Libor + 6.25%/Q),3/13/2014,5.2,5.2
313,Other Services,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (7)(25)",Provider of outsourced healthcare linen management solutions,"Class A preferred units (2,475,000 units)",,3/13/2014,2.5,3.3
314,Other Services,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (7)(25)",Provider of outsourced healthcare linen management solutions,"Class B common units (275,000 units)",,3/13/2014,0.3,0.4
315,Other Services,CST Buyer Company (d/b/a Intoxalock) (25),Provider of ignition interlock devices,First lien senior secured loan ($14.9 par due 3/2023),7.61% (Libor + 6.25%/Q),3/1/2017,14.5,14.9
316,Other Services,"Dwyer Acquisition Parent, Inc. and TDG Group Holding Company",Operator of multiple franchise concepts primarily related to home maintenance or repairs,Senior subordinated loan ($31.5 par due 2/2020),11.00%,6/12/2015,31.5,31.5
317,Other Services,"Dwyer Acquisition Parent, Inc. and TDG Group Holding Company",Operator of multiple franchise concepts primarily related to home maintenance or repairs,Senior subordinated loan ($52.7 par due 2/2020),11.00%,8/15/2014,52.7,52.7
318,Other Services,"Dwyer Acquisition Parent, Inc. and TDG Group Holding Company",Operator of multiple franchise concepts primarily related to home maintenance or repairs,"Common stock (32,843 shares)",,8/15/2014,3.4,5.4
319,Other Services,"Hard 8 Games, LLC (8)",Designer and manufacturer of high technology casino games,First lien senior secured loan ($79.4 par due 12/2020),,1/3/2017,9.4,12.5
320,Other Services,"Massage Envy, LLC and ME Equity LLC (25)",Franchisor in the massage industry,First lien senior secured loan ($38.8 par due 9/2020),7.90% (Libor + 6.75%/Q),9/27/2012,38.8,38.8
321,Other Services,"Massage Envy, LLC and ME Equity LLC (25)",Franchisor in the massage industry,First lien senior secured loan ($18.9 par due 9/2020),7.90% (Libor + 6.75%/Q),9/27/2012,18.9,18.9
322,Other Services,"Massage Envy, LLC and ME Equity LLC (25)",Franchisor in the massage industry,"Common stock (3,000,000 shares)",,9/27/2012,3.0,3.8
323,Other Services,"McKenzie Sports Products, LLC (25)","Designer, manufacturer and distributor of hunting-related supplies",First lien senior secured loan ($5.5 par due 9/2020),6.75% (Libor + 5.75%/Q),9/18/2014,5.5,5.4
324,Other Services,"McKenzie Sports Products, LLC (25)","Designer, manufacturer and distributor of hunting-related supplies",First lien senior secured loan ($84.5 par due 9/2020),6.75% (Libor + 5.75%/Q),9/18/2014,84.5,83.7
325,Other Services,"OpenSky Project, Inc. and OSP Holdings, Inc.",Social commerce platform operator,First lien senior secured loan ($0.6 par due 9/2017),10.00%,6/4/2014,0.6,0.6
326,Other Services,"OpenSky Project, Inc. and OSP Holdings, Inc.",Social commerce platform operator,"Warrant to purchase up to 159,496 shares of Series D preferred stock (expires 4/2025)",,6/29/2015,0.0,0.0
327,Other Services,"Osmose Utilities Services, Inc. (25)",Provider of structural integrity management services to transmission and distribution infrastructure,Second lien senior secured loan ($34.0 par due 8/2023),8.90% (Libor + 7.75%/Q),1/3/2017,33.3,34.0
328,Other Services,"Osmose Utilities Services, Inc. (25)",Provider of structural integrity management services to transmission and distribution infrastructure,Second lien senior secured loan ($25.0 par due 8/2023),8.90% (Libor + 7.75%/Q),9/3/2015,24.6,25.0
329,Other Services,"SocialFlow, Inc.",Social media optimization platform provider,First lien senior secured loan ($3.9 par due 8/2019),9.50% (Libor + 8.50%/M),1/29/2016,3.8,3.9
330,Other Services,"SocialFlow, Inc.",Social media optimization platform provider,"Warrant to purchase up to 215,331 shares of Series C preferred stock (expires 1/2026)",,1/13/2016,0.0,0.0
331,Other Services,SoundCloud Limited (9),"Platform for receiving, sending, and distributing music",First lien senior secured loan ($27.5 par due 9/2020),11.50% (Libor + 10.50%/M),3/15/2017,26.3,27.1
332,Other Services,SoundCloud Limited (9),"Platform for receiving, sending, and distributing music","Warrant to purchase up to 13,165 shares of Series E preferred stock (expires 3/2027)",,3/15/2017,0.4,0.4
333,Other Services,Spin HoldCo Inc.,Laundry service and equipment provider,Second lien senior secured loan ($140.0 par due 5/2020),8.04% (Libor + 7.00%/Q),5/14/2013,140.0,138.6
334,Other Services,"Surface Dive, Inc.",SCUBA diver training and certification provider,Second lien senior secured loan ($31.6 par due 1/2022),9.00% (Libor + 8.00%/Q),7/28/2015,31.6,31.6
335,Other Services,"Surface Dive, Inc.",SCUBA diver training and certification provider,Second lien senior secured loan ($94.1 par due 1/2022),10.25% (Libor + 9.25%/Q),1/29/2015,93.8,94.1
336,Other Services,Tyden Cayman Holdings Corp. (9),"Producer and marketer of global cargo security, product identification and traceability and utility meter products","Preferred stock (46,276 shares)",,1/3/2017,0.4,0.4
337,Other Services,Tyden Cayman Holdings Corp. (9),"Producer and marketer of global cargo security, product identification and traceability and utility meter products","Common stock (5,521,203 shares)",,1/3/2017,2.0,2.4
338,Other Services,"U.S. Security Associates Holdings, Inc",Security guard service provider,Second lien senior secured loan ($25.0 par due 7/2018),11.00%,11/24/2015,25.0,25.0
339,Other Services,WASH Multifamily Acquisition Inc. and Coinamatic Canada Inc.,Laundry service and equipment provider,Second lien senior secured loan ($3.7 par due 5/2023),8.00% (Libor + 7.00%/Q),5/14/2015,3.7,3.7
340,Other Services,WASH Multifamily Acquisition Inc. and Coinamatic Canada Inc.,Laundry service and equipment provider,Second lien senior secured loan ($21.3 par due 5/2023),8.00% (Libor + 7.00%/Q),5/14/2015,20.9,21.1
341,Other Services,Wrench Group LLC,Provider of essential home services to residential customers,First lien senior secured loan ($4.0 par due 3/2022),6.27% (Libor + 5.25%/Q),1/31/2017,4.0,4.0
342,Other Services,Wrench Group LLC,Provider of essential home services to residential customers,,,,893.9,906.7
343,Consumer Products,"Badger Sportswear Acquisition, Inc.",Provider of team uniforms and athletic wear,Second lien senior secured loan ($50.0 par due 3/2024),10.00% (Libor + 9.00%/Q),9/6/2016,49.9,50.0
344,Consumer Products,Bellotto Holdings Limited (8)(9),Manufacturer and retailer of blinds and curtains,"Preferred stock (7,300,610 shares)",,1/3/2017,41.6,42.6
345,Consumer Products,Bellotto Holdings Limited (8)(9),Manufacturer and retailer of blinds and curtains,"Preferred stock (1,235,064 shares)",,1/3/2017,2.3,2.3
346,Consumer Products,Bellotto Holdings Limited (8)(9),Manufacturer and retailer of blinds and curtains,"Common stock (488,542 shares)",,1/3/2017,27.1,27.9
347,Consumer Products,Bellotto Holdings Limited (8)(9),Manufacturer and retailer of blinds and curtains,"Class A common stock (2,208,468 shares)",,1/3/2017,122.6,126.1
348,Consumer Products,"BRG Sports, Inc.","Designer, manufacturer and licensor of branded sporting goods","Preferred stock (2,009 shares)",,1/3/2017,0.0,0.0
349,Consumer Products,"BRG Sports, Inc.","Designer, manufacturer and licensor of branded sporting goods","Common stock (6,566,655 shares)",,1/3/2017,0.0,0.0
350,Consumer Products,"Feradyne Outdoors, LLC and Bowhunter Holdings, LLC",Provider of branded archery and bowhunting accessories,First lien senior secured loan ($4.4 par due 3/2019),4.00% (Libor + 3.00%/Q),4/24/2014,4.4,4.4
351,Consumer Products,"Feradyne Outdoors, LLC and Bowhunter Holdings, LLC",Provider of branded archery and bowhunting accessories,First lien senior secured loan ($5.2 par due 3/2019),4.00% (Libor + 3.00%/Q),4/24/2014,5.2,5.2
352,Consumer Products,"Feradyne Outdoors, LLC and Bowhunter Holdings, LLC",Provider of branded archery and bowhunting accessories,First lien senior secured loan ($9.5 par due 3/2019),6.55% (Libor + 5.55%/Q),4/24/2014,9.5,9.3
353,Consumer Products,"Feradyne Outdoors, LLC and Bowhunter Holdings, LLC",Provider of branded archery and bowhunting accessories,First lien senior secured loan ($50.1 par due 3/2019),6.55% (Libor + 5.55%/Q),4/24/2014,50.1,49.1
354,Consumer Products,"Feradyne Outdoors, LLC and Bowhunter Holdings, LLC",Provider of branded archery and bowhunting accessories,Common units (373 units),,4/24/2014,3.7,2.8
355,Consumer Products,Indra Holdings Corp.,"Designer, marketer, and distributor of rain and cold weather products",Second lien senior secured loan ($80.0 par due 11/2021),8.54% (Libor + 7.50%/Q),5/1/2014,79.2,59.2
356,Consumer Products,"Plantation Products, LLC, Seed Holdings, Inc. and Flora Parent, Inc.",Provider of branded lawn and garden products,Second lien senior secured loan ($2.0 par due 6/2021),8.99% (Libor + 7.99%/Q),12/23/2014,2.0,2.0
357,Consumer Products,"Plantation Products, LLC, Seed Holdings, Inc. and Flora Parent, Inc.",Provider of branded lawn and garden products,Second lien senior secured loan ($54.0 par due 6/2021),8.99% (Libor + 7.99%/Q),12/23/2014,53.8,54.0
358,Consumer Products,"Plantation Products, LLC, Seed Holdings, Inc. and Flora Parent, Inc.",Provider of branded lawn and garden products,Second lien senior secured loan ($10.0 par due 6/2021),8.99% (Libor + 7.99%/Q),12/23/2014,10.0,10.0
359,Consumer Products,"Plantation Products, LLC, Seed Holdings, Inc. and Flora Parent, Inc.",Provider of branded lawn and garden products,"Common stock (30,000 shares)",,12/23/2014,3.0,5.2
360,Consumer Products,"Rug Doctor, LLC and RD Holdco Inc. (8)",Manufacturer and marketer of carpet cleaning machines,Second lien senior secured loan ($16.9 par due 12/2018),11.25% (Libor + 9.75%/Q),1/3/2017,16.9,16.9
361,Consumer Products,"Rug Doctor, LLC and RD Holdco Inc. (8)",Manufacturer and marketer of carpet cleaning machines,"Common stock (458,596 shares)",,1/3/2017,14.0,13.7
362,Consumer Products,"Rug Doctor, LLC and RD Holdco Inc. (8)",Manufacturer and marketer of carpet cleaning machines,"Warrant to purchase up to 56,372 shares of common stock (expires 12/2023)",,1/3/2017,0.0,0.0
363,Consumer Products,"S Toys Holdings LLC (fka The Step2 Company, LLC) (8)",Toy manufacturer,"Common units (1,116,879 units)",,4/1/2011,0.0,0.5
364,Consumer Products,"S Toys Holdings LLC (fka The Step2 Company, LLC) (8)",Toy manufacturer,"Class B common units (126,278,000 units)",,10/30/2014,0.0,0.0
365,Consumer Products,"S Toys Holdings LLC (fka The Step2 Company, LLC) (8)",Toy manufacturer,"Warrant to purchase up to 3,157,895 units",,4/1/2010,0.0,0.0
366,Consumer Products,SHO Holding I Corporation,Manufacturer and distributor of slip resistant footwear,Second lien senior secured loan ($100.0 par due 4/2023),9.50% (Libor + 8.50%/Q),10/27/2015,97.9,99.0
367,Consumer Products,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (7)","Developer, marketer and distributor of sports protection equipment and accessories",Second lien senior secured loan ($89.4 par due 10/2021),11.76% (Libor + 10.50%/Q),4/22/2015,89.4,86.7
368,Consumer Products,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (7)","Developer, marketer and distributor of sports protection equipment and accessories","Class A preferred units (50,000 units)",,3/14/2014,5.0,3.4
369,Consumer Products,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (7)","Developer, marketer and distributor of sports protection equipment and accessories","Class C preferred units (50,000 units)",,4/22/2015,5.0,3.4
370,Consumer Products,"Varsity Brands Holding Co., Inc., Hercules Achievement, Inc., Hercules Achievement Holdings, Inc. and Hercules VB Holdings, Inc. (25)","Leading manufacturer and distributor of textiles, apparel & luxury goods",Second lien senior secured loan ($25.0 par due 12/2022),9.75% (Libor + 8.75%/Q),10/28/2016,25.0,25.0
371,Consumer Products,"Varsity Brands Holding Co., Inc., Hercules Achievement, Inc., Hercules Achievement Holdings, Inc. and Hercules VB Holdings, Inc. (25)","Leading manufacturer and distributor of textiles, apparel & luxury goods",Second lien senior secured loan ($1.6 par due 12/2022),9.75% (Libor + 8.75%/Q),12/11/2014,1.6,1.6
372,Consumer Products,"Varsity Brands Holding Co., Inc., Hercules Achievement, Inc., Hercules Achievement Holdings, Inc. and Hercules VB Holdings, Inc. (25)","Leading manufacturer and distributor of textiles, apparel & luxury goods",Second lien senior secured loan ($54.0 par due 12/2022),9.75% (Libor + 8.75%/Q),12/11/2014,53.6,54.0
373,Consumer Products,"Varsity Brands Holding Co., Inc., Hercules Achievement, Inc., Hercules Achievement Holdings, Inc. and Hercules VB Holdings, Inc. (25)","Leading manufacturer and distributor of textiles, apparel & luxury goods",Second lien senior secured loan ($91.7 par due 12/2022),9.75% (Libor + 8.75%/Q),12/11/2014,91.0,91.6
374,Consumer Products,"Varsity Brands Holding Co., Inc., Hercules Achievement, Inc., Hercules Achievement Holdings, Inc. and Hercules VB Holdings, Inc. (25)","Leading manufacturer and distributor of textiles, apparel & luxury goods","Common stock (3,353,370 shares)",,12/11/2014,3.4,4.0
375,Consumer Products,"Varsity Brands Holding Co., Inc., Hercules Achievement, Inc., Hercules Achievement Holdings, Inc. and Hercules VB Holdings, Inc. (25)","Leading manufacturer and distributor of textiles, apparel & luxury goods","Common stock (3,353,371 shares)",,12/11/2014,4.1,4.0
376,Consumer Products,Wonder Holdings Acquisition Corp.,Developer and marketer of OTC healthcare products,"Warrant to purchase up to 1,654,678 shares of common stock (expires 6/2021)",,7/27/2011,0.0,2.1
377,Consumer Products,Wonder Holdings Acquisition Corp.,Developer and marketer of OTC healthcare products,,,,871.3,856.0
378,Financial Services,"AllBridge Financial, LLC (8)",Asset management services,Equity interests,,4/1/2010,0.0,0.0
379,Financial Services,Callidus Capital Corporation (8),Asset management services,Common stock (100 shares),,4/1/2010,3.0,1.7
380,Financial Services,Ciena Capital LLC (8)(25),Real estate and small business loan servicer,First lien senior secured revolving loan ($14.0 par due 12/2017),6.00%,11/29/2010,14.0,14.0
381,Financial Services,Ciena Capital LLC (8)(25),Real estate and small business loan servicer,Equity interests,,11/29/2010,35.0,17.0
382,Financial Services,"Commercial Credit Group, Inc.",Commercial equipment finance and leasing company,Senior subordinated loan ($28.0 par due 8/2022),11.00% (Libor + 9.75%/Q),5/10/2012,28.0,28.0
383,Financial Services,"Financial Asset Management Systems, Inc. and FAMS Holdings, Inc. (7)",Debt collection services provider,First lien senior secured loan ($0.2 par due 6/2017),8.00%,1/11/2017,0.2,0.2
384,Financial Services,"Financial Asset Management Systems, Inc. and FAMS Holdings, Inc. (7)",Debt collection services provider,Common stock (180 shares),,1/11/2017,0.0,0.0
385,Financial Services,Imperial Capital Group LLC,Investment services,"Class A common units (29,811 units)",,5/10/2007,7.2,11.4
386,Financial Services,Imperial Capital Group LLC,Investment services,"2006 Class B common units (9,767 units)",,5/10/2007,0.0,0.0
387,Financial Services,Imperial Capital Group LLC,Investment services,"2007 Class B common units (1,218 units)",,5/10/2007,0.0,0.0
388,Financial Services,"Ivy Hill Asset Management, L.P. (8)(10)",Asset management services,Member interest (100.00% interest),,6/15/2009,296.1,353.7
389,Financial Services,"Javlin Three LLC, Javlin Four LLC, and Javlin Five LLC (10)",Asset-backed financial services company,First lien senior secured loan ($27.4 par due 6/2017),10.78% (Libor + 10.00%/Q),6/24/2014,27.4,27.4
390,Financial Services,"LSQ Funding Group, L.C. and LM LSQ Investors LLC (10)",Asset based lender,Senior subordinated loan ($30.0 par due 6/2021),10.50%,6/25/2015,30.0,30.0
391,Financial Services,"LSQ Funding Group, L.C. and LM LSQ Investors LLC (10)",Asset based lender,"Membership units (3,275,000 units)",,6/25/2015,3.3,3.9
392,Financial Services,"The Gordian Group, LLC (25)",Financial services firm,Common stock (526 shares),,11/30/2012,0.0,0.0
393,Financial Services,"The Gordian Group, LLC (25)",Financial services firm,,,,444.2,487.3
394,Power Generation,"Alphabet Energy, Inc.",Technology developer to convert waste-heat into electricity,First lien senior secured loan ($3.4 par due 8/2017),"14.53% (Libor + 11.50% Cash, 2.00% PIK/M)",12/16/2013,3.4,3.5
395,Power Generation,"Alphabet Energy, Inc.",Technology developer to convert waste-heat into electricity,"Series 1B preferred stock (12,976 shares)",,6/21/2016,0.2,0.1
396,Power Generation,"Alphabet Energy, Inc.",Technology developer to convert waste-heat into electricity,"Warrant to purchase up to 125,000 shares of Series 2 preferred stock (expires 12/2023)",,6/30/2016,0.1,0.1
397,Power Generation,"CPV Maryland Holding Company II, LLC",Gas turbine power generation facilities operator,Senior subordinated loan ($44.2 par due 12/2020),10.00%,8/8/2014,44.2,42.4
398,Power Generation,"CPV Maryland Holding Company II, LLC",Gas turbine power generation facilities operator,Warrant to purchase up to 4 units of common stock (expires 8/2018),,8/8/2014,0.0,0.0
399,Power Generation,"DESRI VI Management Holdings, LLC",Wind power generation facility operator,Senior subordinated loan ($25.0 par due 12/2021),9.75%,12/24/2014,25.0,25.0
400,Power Generation,"DESRI VI Management Holdings, LLC",Wind power generation facility operator,Non-Controlling units (10.0 units),,12/24/2014,1.6,2.3
401,Power Generation,"Green Energy Partners, Stonewall LLC and Panda Stonewall Intermediate Holdings II LLC",Gas turbine power generation facilities operator,First lien senior secured loan ($25.0 par due 11/2021),6.65% (Libor + 5.50%/Q),11/13/2014,24.8,24.3
402,Power Generation,"Green Energy Partners, Stonewall LLC and Panda Stonewall Intermediate Holdings II LLC",Gas turbine power generation facilities operator,Senior subordinated loan ($19.8 par due 12/2021),"8.00% Cash, 5.25% PIK",11/13/2014,19.8,19.2
403,Power Generation,"Green Energy Partners, Stonewall LLC and Panda Stonewall Intermediate Holdings II LLC",Gas turbine power generation facilities operator,Senior subordinated loan ($92.4 par due 12/2021),"8.00% Cash, 5.25% PIK",11/13/2014,92.4,89.7
404,Power Generation,"Joule Unlimited Technologies, Inc. and Stichting Joule Global Foundation",Renewable fuel and chemical production developer,First lien senior secured loan ($8.8 par due 10/2018),,3/31/2015,8.4,1.8
405,Power Generation,"Joule Unlimited Technologies, Inc. and Stichting Joule Global Foundation",Renewable fuel and chemical production developer,"Warrant to purchase up to 32,051 shares of Series C-2 preferred stock (expires 7/2023)",,7/25/2013,0.0,0.0
406,Power Generation,"La Paloma Generating Company, LLC","Natural gas fired, combined cycle plant operator",Second lien senior secured loan ($10.0 par due 2/2020),,2/20/2014,8.8,0.0
407,Power Generation,Moxie Liberty LLC,Gas turbine power generation facilities operator,First lien senior secured loan ($34.6 par due 8/2020),7.65% (Libor + 6.50%/Q),8/21/2013,34.4,34.3
408,Power Generation,Moxie Patriot LLC,Gas turbine power generation facilities operator,First lien senior secured loan ($34.2 par due 12/2020),6.90% (Libor + 5.75%/Q),12/19/2013,34.0,33.5
409,Power Generation,"Noonan Acquisition Company, LLC",Gas turbine power generation facilities operator,Senior subordinated loan ($42.5 par due 10/2017),10.25%,7/22/2016,42.5,42.5
410,Power Generation,"Panda Temple Power II, LLC",Gas turbine power generation facilities operator,First lien senior secured loan ($19.8 par due 4/2019),7.25% (Libor + 6.00%/Q),4/3/2013,19.7,17.4
411,Power Generation,"Panda Temple Power, LLC",Gas turbine power generation facilities operator,First lien senior secured loan ($24.8 par due 3/2022),,3/6/2015,23.6,19.8
412,Power Generation,PERC Holdings 1 LLC,"Operator of recycled energy, combined heat and power, and energy efficiency facilities","Class B common units (21,653,543 units)",,10/20/2014,21.7,30.5
413,Power Generation,Riverview Power LLC,Operator of natural gas and oil fired power generation facilities,First lien senior secured loan ($64.4 par due 12/2022),9.40% (Libor + 8.25%/Q),12/29/2016,64.4,64.4
414,Power Generation,Riverview Power LLC,Operator of natural gas and oil fired power generation facilities,,,,469.0,450.8
415,Restaurants and Food Services,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc. (8)",Restaurant owner and operator,First lien senior secured loan ($42.6 par due 12/2018),,12/22/2006,39.9,19.3
416,Restaurants and Food Services,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc. (8)",Restaurant owner and operator,First lien senior secured loan ($3.2 par due 12/2018),19.00% PIK (Libor + 18.00%/Q),12/22/2016,3.2,3.2
417,Restaurants and Food Services,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc. (8)",Restaurant owner and operator,Promissory note ($26.4 par due 12/2023),,11/27/2006,13.8,0.0
418,Restaurants and Food Services,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc. (8)",Restaurant owner and operator,"Warrant to purchase up to 23,750 units of Series D common stock (expires 12/2023)",,12/18/2013,0.0,0.0
419,Restaurants and Food Services,"Benihana, Inc. (25)",Restaurant owner and operator,First lien senior secured revolving loan ($0.8 par due 7/2018),8.25% (Libor + 7.00%/Q),8/21/2012,0.8,0.8
420,Restaurants and Food Services,"Benihana, Inc. (25)",Restaurant owner and operator,First lien senior secured revolving loan ($0.2 par due 7/2018),9.75% (Base Rate + 5.75%/Q),8/21/2012,0.2,0.2
421,Restaurants and Food Services,"Benihana, Inc. (25)",Restaurant owner and operator,First lien senior secured loan ($0.3 par due 1/2019),8.25% (Libor + 7.00%/Q),12/28/2016,0.3,0.3
422,Restaurants and Food Services,"Benihana, Inc. (25)",Restaurant owner and operator,First lien senior secured loan ($4.8 par due 1/2019),8.25% (Libor + 7.00%/Q),8/21/2012,4.8,4.6
423,Restaurants and Food Services,"Cozzini Bros., Inc. and BH-Sharp Holdings LP (25)",Provider of commercial knife sharpening and cutlery services in the restaurant industry,First lien senior secured revolving loan ($1.0 par due 3/2023),6.50% (Libor + 5.50%/Q),3/10/2017,1.0,1.0
424,Restaurants and Food Services,"Cozzini Bros., Inc. and BH-Sharp Holdings LP (25)",Provider of commercial knife sharpening and cutlery services in the restaurant industry,First lien senior secured loan ($22.4 par due 3/2023),6.50% (Libor + 5.50%/Q),3/10/2017,22.4,22.4
425,Restaurants and Food Services,"Cozzini Bros., Inc. and BH-Sharp Holdings LP (25)",Provider of commercial knife sharpening and cutlery services in the restaurant industry,"Common units (2,950,000 units)",,3/10/2017,3.0,3.0
426,Restaurants and Food Services,"DineInFresh, Inc.",Meal-delivery provider,First lien senior secured loan ($4.0 par due 7/2018),9.91% (Libor + 8.75%/M),12/19/2014,4.0,4.0
427,Restaurants and Food Services,"DineInFresh, Inc.",Meal-delivery provider,"Warrant to purchase up to 143,079 shares of Series A preferred stock (expires 12/2024)",,12/19/2014,0.0,0.0
428,Restaurants and Food Services,Garden Fresh Restaurant Corp. and GFRC Holdings LLC (8)(25),Restaurant owner and operator,First lien senior secured revolving loan,,10/3/2013,0.0,0.0
429,Restaurants and Food Services,Garden Fresh Restaurant Corp. and GFRC Holdings LLC (8)(25),Restaurant owner and operator,First lien senior secured loan ($40.1 par due 2/2022),10.50% (Libor + 9.00%/Q),10/3/2013,40.1,40.1
430,Restaurants and Food Services,Garden Fresh Restaurant Corp. and GFRC Holdings LLC (8)(25),Restaurant owner and operator,"Class A units (42,433,125 shares)",,2/1/2017,0.0,1.7
431,Restaurants and Food Services,"Global Franchise Group, LLC and GFG Intermediate Holding, Inc.",Worldwide franchisor of quick service restaurants,First lien senior secured loan ($60.8 par due 12/2019),10.46% (Libor + 9.32%/Q),12/18/2014,60.8,60.8
432,Restaurants and Food Services,"Heritage Food Service Group, Inc. and WCI-HFG Holdings, LLC",Distributor of repair and replacement parts for commercial kitchen equipment,Second lien senior secured loan ($31.6 par due 10/2022),9.65% (Libor + 8.50%/Q),10/20/2015,31.6,31.6
433,Restaurants and Food Services,"Heritage Food Service Group, Inc. and WCI-HFG Holdings, LLC",Distributor of repair and replacement parts for commercial kitchen equipment,"Preferred units (3,000,000 units)",,10/20/2015,3.0,3.4
434,Restaurants and Food Services,"Orion Foods, LLC (8)",Convenience food service retailer,First lien senior secured loan ($1.2 par due 9/2015),,4/1/2010,1.2,0.5
435,Restaurants and Food Services,"Orion Foods, LLC (8)",Convenience food service retailer,Second lien senior secured loan ($19.4 par due 9/2015),,4/1/2010,0.0,0.0
436,Restaurants and Food Services,"Orion Foods, LLC (8)",Convenience food service retailer,"Preferred units (10,000 units)",,10/28/2010,0.0,0.0
437,Restaurants and Food Services,"Orion Foods, LLC (8)",Convenience food service retailer,"Class A common units (25,001 units)",,4/1/2010,0.0,0.0
438,Restaurants and Food Services,"Orion Foods, LLC (8)",Convenience food service retailer,"Class B common units (1,122,452 units)",,4/1/2010,0.0,0.0
439,Restaurants and Food Services,"OTG Management, LLC (25)",Airport restaurant operator,First lien senior secured loan ($2.4 par due 8/2021),9.54% (Libor + 8.50%/Q),8/26/2016,2.4,2.4
440,Restaurants and Food Services,"OTG Management, LLC (25)",Airport restaurant operator,First lien senior secured loan ($97.8 par due 8/2021),9.55% (Libor + 8.50%/Q),8/26/2016,97.8,97.8
441,Restaurants and Food Services,"OTG Management, LLC (25)",Airport restaurant operator,Senior subordinated loan ($22.2 par due 2/2022),17.50% PIK,8/26/2016,22.0,22.2
442,Restaurants and Food Services,"OTG Management, LLC (25)",Airport restaurant operator,"Class A preferred units (3,000,000 units)",,8/26/2016,30.0,31.4
443,Restaurants and Food Services,"OTG Management, LLC (25)",Airport restaurant operator,"Common units (3,000,000 units)",,1/5/2011,3.0,10.6
444,Restaurants and Food Services,"OTG Management, LLC (25)",Airport restaurant operator,Warrant to purchase up to 7.73% of common units (expires 6/2018),,6/19/2008,0.1,23.2
445,Restaurants and Food Services,"OTG Management, LLC (25)",Airport restaurant operator,Warrant to purchase 0.60% of the common units deemed outstanding (expires 12/2018),,8/29/2016,0.0,0.0
446,Restaurants and Food Services,"Restaurant Holding Company, LLC",Fast food restaurant operator,First lien senior secured loan ($34.4 par due 2/2019),8.75% (Libor + 7.75%/Q),3/13/2014,34.3,33.7
447,Restaurants and Food Services,"Restaurant Technologies, Inc. (25)",Provider of bulk cooking oil management services to the restaurant and fast food service industries,First lien senior secured revolving loan ($1.0 par due 11/2021),7.75% (Base Rate + 3.75%/Q),11/23/2016,1.0,1.0
448,Restaurants and Food Services,"Restaurant Technologies, Inc. (25)",Provider of bulk cooking oil management services to the restaurant and fast food service industries,,,,420.7,419.2
449,Manufacturing,"Chariot Acquisition, LLC",Aftermarket golf cart parts and accessories,First lien senior secured loan ($19.6 par due 9/2021),7.27% (Libor + 6.25%/Q),1/3/2017,19.4,19.2
450,Manufacturing,"Chariot Acquisition, LLC",Aftermarket golf cart parts and accessories,First lien senior secured loan ($10.0 par due 9/2021),7.27% (Libor + 6.25%/Q),1/3/2017,9.9,9.8
