,Company(1),Business Description,Investment,Interest(3)(7),Acquisition  Date,Amortized  Cost,Fair  Value
371,"WebPT, Inc. (16)",Electronic medical record software provider,First lien senior secured revolving loan ($0.1 par due 8/2024),7.95% (Libor + 6.75%/Q),8/28/2019,0.1,0.1
373,"WebPT, Inc. (16)",Electronic medical record software provider,First lien senior secured loan ($48.1 par due 8/2024),8.36% (Libor + 6.75%/Q),8/28/2019,48.1,46.6
375,WorldPay Group PLC,Payment processing company,"C2 shares (73,974 shares)",0,10/21/2015,0.0,0.0
376,"Zemax Software Holdings, LLC (16)",Provider of optical illumination design software to design engineers,First lien senior secured revolving loan ($2.0 par due 6/2024),8.00% (Base Rate + 4.75%/Q),6/25/2018,2.0,2.0
377,"Zemax Software Holdings, LLC (16)",Provider of optical illumination design software to design engineers,First lien senior secured loan ($16.8 par due 6/2024),7.20% (Libor + 5.75%/Q),6/25/2018,16.8,16.8
379,"Zywave, Inc. (16)",Provider of software and technology-enabled content and analytical solutions to insurance brokers,First lien senior secured revolving loan ($10.5 par due 11/2022),6.00% (Libor + 5.00%/Q),11/17/2016,10.5,10.4
380,"Zywave, Inc. (16)",Provider of software and technology-enabled content and analytical solutions to insurance brokers,First lien senior secured loan ($4.0 par due 11/2022),6.78% (Libor + 5.00%/Q),12/3/2019,4.0,4.0
381,"Zywave, Inc. (16)",Provider of software and technology-enabled content and analytical solutions to insurance brokers,Second lien senior secured loan ($17.1 par due 11/2023),10.80% (Libor + 9.00%/Q),11/17/2016,17.1,17.0
382,"Zywave, Inc. (16)",Provider of software and technology-enabled content and analytical solutions to insurance brokers,Second lien senior secured loan ($2.3 par due 11/2023),10.80% (Libor + 9.00%/Q),12/3/2019,2.3,2.3
386,Accommodations Plus Technologies LLC and Accommodations Plus Technologies Holdings LLC (16),Provider of outsourced crew accommodations and logistics management solutions to the airline industry,First lien senior secured revolving loan ($4.1 par due 5/2023),6.05% (Libor + 5.00%/Q),5/11/2018,4.1,3.8
387,Accommodations Plus Technologies LLC and Accommodations Plus Technologies Holdings LLC (16),Provider of outsourced crew accommodations and logistics management solutions to the airline industry,"Class A common units (236,358 units)",0,5/11/2018,4.3,5.8
389,Aero Operating LLC (16),Service provider of snow removal and melting service for airports and marine terminals,First lien senior secured loan ($37.3 par due 2/2026),8.09% (Libor + 6.50%/M),2/7/2020,37.3,35.8
390,"AMCP Clean Intermediate, LLC (16)",Provider of janitorial and facilities management services,First lien senior secured revolving loan ($3.2 par due 10/2024),6.60% (Libor + 5.50%/M),10/1/2018,3.2,3.1
391,"AMCP Clean Intermediate, LLC (16)",Provider of janitorial and facilities management services,First lien senior secured loan ($1.2 par due 10/2024),7.32% (Libor + 5.50%/Q),10/18/2019,1.2,1.1
393,"Capstone Logistics Acquisition, Inc. (16)",Outsourced supply chain solutions provider to operators of distribution centers,First lien senior secured revolving loan ($1.1 par due 4/2021),5.34% (Libor + 4.50%/M),2/8/2018,1.1,1.1
394,"Cozzini Bros., Inc. and BH-Sharp Holdings LP (16)",Provider of commercial knife sharpening and cutlery services in the restaurant industry,First lien senior secured revolving loan ($0.2 par due 3/2023),7.85% (Libor + 6.25%/Q),3/10/2017,0.2,0.2
395,"Cozzini Bros., Inc. and BH-Sharp Holdings LP (16)",Provider of commercial knife sharpening and cutlery services in the restaurant industry,First lien senior secured loan ($11.6 par due 3/2023),"7.32% (Libor + 3.125% Cash, 3.125% PIK/Q)",3/10/2017,11.6,11.2
396,"Cozzini Bros., Inc. and BH-Sharp Holdings LP (16)",Provider of commercial knife sharpening and cutlery services in the restaurant industry,"Common units (2,950,000 units)",0,3/10/2017,3.0,1.7
398,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (4)(16)",Provider of outsourced healthcare linen management solutions,First lien senior secured revolving loan ($6.0 par due 12/2021),7.28% (Libor + 6.25%/Q),3/13/2014,6.0,5.9
399,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (4)(16)",Provider of outsourced healthcare linen management solutions,First lien senior secured loan ($20.9 par due 12/2021),7.32% (Libor + 6.25%/Q),3/13/2014,20.9,20.7
400,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (4)(16)",Provider of outsourced healthcare linen management solutions,First lien senior secured loan ($11.7 par due 12/2021),7.32% (Libor + 6.25%/Q),4/6/2017,11.7,11.6
402,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (4)(16)",Provider of outsourced healthcare linen management solutions,First lien senior secured loan ($11.8 par due 12/2021),7.85% (Libor + 6.25%/Q),6/12/2018,11.8,11.7
403,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (4)(16)",Provider of outsourced healthcare linen management solutions,"Class A preferred units (3,393,973 units)",0,3/13/2014,4.0,6.0
404,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (4)(16)",Provider of outsourced healthcare linen management solutions,"Class B common units (377,108 units)",0,3/13/2014,0.4,2.0
406,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (16)",Provider of legal process outsourcing and managed services,First lien senior secured revolving loan ($1.3 par due 9/2021),6.75% (Base Rate + 3.50%/M),9/23/2016,1.3,0.9
407,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (16)",Provider of legal process outsourcing and managed services,First lien senior secured revolving loan ($7.2 par due 9/2021),5.30% (Libor + 4.50%/M),9/23/2016,7.2,5.0
408,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (16)",Provider of legal process outsourcing and managed services,"Class A common stock (7,500 shares)",0,8/19/2014,7.5,4.8
409,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (16)",Provider of legal process outsourcing and managed services,"Class B common stock (7,500 shares)",0,8/19/2014,0.0,0.0
411,"Gordian Group, LLC","Provider of products, services and software to organizations pursuing efficient and effective procurement and information solutions",Common stock (526 shares),0,11/30/2012,0.0,0.0
412,"HAI Acquisition Corporation and Aloha Topco, LLC (16)","Professional employer organization offering human resources, compliance and risk management services",First lien senior secured revolving loan ($14.2 par due 11/2023),6.50% (Libor + 5.50%/M),11/1/2017,14.2,14.1
413,"HAI Acquisition Corporation and Aloha Topco, LLC (16)","Professional employer organization offering human resources, compliance and risk management services",First lien senior secured loan ($62.2 par due 11/2024),6.51% (Libor + 5.50%/M),11/1/2017,62.2,61.6
414,"HAI Acquisition Corporation and Aloha Topco, LLC (16)","Professional employer organization offering human resources, compliance and risk management services","Class A units (16,980 units)",0,11/1/2017,1.7,2.5
416,"IMIA Holdings, Inc. (16)",Marine preservation maintenance company,First lien senior secured revolving loan ($4.9 par due 10/2024),5.50% (Libor + 4.50%/M),10/26/2018,4.9,4.9
417,"IMIA Holdings, Inc. (16)",Marine preservation maintenance company,First lien senior secured loan ($17.8 par due 10/2024),5.95% (Libor + 4.50%/Q),10/26/2018,17.7,17.8
419,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,First lien senior secured loan ($56.0 par due 12/2025),6.11% (Libor + 4.50%/Q),11/30/2018,55.5,52.6
420,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,Second lien senior secured loan ($86.8 par due 11/2026),9.61% (Libor + 8.00%/Q),11/30/2018,85.5,80.7
421,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,"Series A-1 preferred shares (46,900 shares)",12.09% PIK (Libor + 10.50%/S),11/30/2018,54.9,51.7
422,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,"Class A-1 common units (90,500 units)",0,11/30/2018,9.1,7.4
424,"Kaufman, Hall & Associates, LLC (16)",Provider of specialty advisory services and software solutions to the healthcare market,First lien senior secured loan ($14.8 par due 5/2025),6.25% (Libor + 5.25%/M),11/9/2018,14.8,14.8
425,"Kellermeyer Bergensons Services, LLC (16)",Provider of janitorial and facilities management services,First lien senior secured loan ($30.2 par due 11/2026),8.24% (Libor + 6.50%/Q),11/7/2019,29.9,29.0
426,"Kellermeyer Bergensons Services, LLC (16)",Provider of janitorial and facilities management services,First lien senior secured loan ($6.6 par due 11/2026),8.33% (Libor + 6.50%/Q),11/7/2019,6.6,6.4
428,KPS Global LLC and Cool Group LLC,Manufacturer of walk-in cooler and freezer systems,First lien senior secured loan ($4.2 par due 4/2022),7.56% (Libor + 6.56%/M),11/16/2018,4.2,4.2
429,KPS Global LLC and Cool Group LLC,Manufacturer of walk-in cooler and freezer systems,First lien senior secured loan ($1.4 par due 4/2022),3.50% (Libor + 2.50%/M),4/5/2017,1.4,1.4
430,KPS Global LLC and Cool Group LLC,Manufacturer of walk-in cooler and freezer systems,First lien senior secured loan ($15.2 par due 4/2022),7.46% (Libor + 6.46%/M),4/5/2017,15.2,15.2
431,KPS Global LLC and Cool Group LLC,Manufacturer of walk-in cooler and freezer systems,"Class A units (13,292 units)",0,9/21/2018,1.1,2.5
434,Laboratories Bidco LLC (16),Lab testing services for nicotine containing products,First lien senior secured loan ($35.7 par due 6/2024),7.69% (Libor + 5.75%/Q),10/4/2019,35.7,34.6
435,Laboratories Bidco LLC (16),Lab testing services for nicotine containing products,First lien senior secured loan ($23.2 par due 6/2024),7.27% (Libor + 6.00%/Q),10/4/2019,24.6,22.5
437,"Microstar Logistics LLC, Microstar Global Asset Management LLC, and MStar Holding Corporation",Keg management solutions provider,Second lien senior secured loan ($127.5 par due 7/2021),8.57% (Libor + 7.50%/Q),12/14/2012,127.5,125.0
438,"Microstar Logistics LLC, Microstar Global Asset Management LLC, and MStar Holding Corporation",Keg management solutions provider,"Common stock (54,710 shares)",0,12/14/2012,4.9,8.7
440,"MPH Energy Holdings, LP",Operator of municipal recycling facilities,Limited partnership interest (3.13% interest),0,1/8/2014,0.0,0.0
441,"MSHC, Inc. (16)","Heating, ventilation and air conditioning services provider",First lien senior secured revolving loan ($1.2 par due 12/2024),5.18% (Libor + 4.25%/Q),7/31/2017,1.2,1.2
442,"MSHC, Inc. (16)","Heating, ventilation and air conditioning services provider",First lien senior secured loan ($4.4 par due 12/2024),5.25% (Libor + 4.25%/M),7/31/2017,4.4,4.3
443,"MSHC, Inc. (16)","Heating, ventilation and air conditioning services provider",Second lien senior secured loan ($2.8 par due 12/2025),9.25% (Libor + 8.25%/M),11/20/2018,2.8,2.8
444,"MSHC, Inc. (16)","Heating, ventilation and air conditioning services provider",Second lien senior secured loan ($46.0 par due 12/2025),9.25% (Libor + 8.25%/M),7/31/2017,46.0,45.1
445,"MSHC, Inc. (16)","Heating, ventilation and air conditioning services provider",Second lien senior secured loan ($4.8 par due 12/2025),9.25% (Libor + 8.25%/M),7/31/2017,4.8,4.7
446,"MSHC, Inc. (16)","Heating, ventilation and air conditioning services provider",Second lien senior secured loan ($26.4 par due 12/2025),9.25% (Libor + 8.25%/M),6/27/2018,26.4,25.9
448,"MVL Group, Inc. (5)",Marketing research provider,"Common stock (560,716 shares)",0,4/1/2010,0.0,0.0
449,"NAS, LLC, Nationwide Marketing Group, LLC and Nationwide Administrative Services, Inc.","Buying and marketing services organization for appliance, furniture and consumer electronics dealers",Second lien senior secured loan ($31.1 par due 12/2021),11.82% (Libor + 10.75%/Q),6/1/2015,31.1,31.1
450,National Intergovernmental Purchasing Alliance Company (16),Leading group purchasing organization (“GPO”) for public agencies and educational institutions in the U.S,First lien senior secured revolving loan ($9.0 par due 5/2023),4.87% (Libor + 3.50%/Q),5/23/2018,9.0,8.8
451,"NM GRC HOLDCO, LLC",Regulatory compliance services provider to financial institutions,First lien senior secured loan ($35.5 par due 2/2024),7.45% (Libor + 6.00%/Q),2/9/2018,35.3,31.6
452,"NM GRC HOLDCO, LLC",Regulatory compliance services provider to financial institutions,First lien senior secured loan ($9.5 par due 2/2024),7.45% (Libor + 6.00%/Q),2/9/2018,9.5,8.4
454,Petroleum Service Group LLC (16),Provider of operational services for US petrochemical and refining companies,First lien senior secured revolving loan ($12.8 par due 7/2025),6.53% (Libor + 5.25%/Q),7/23/2019,12.8,12.3
455,Petroleum Service Group LLC (16),Provider of operational services for US petrochemical and refining companies,First lien senior secured loan ($37.0 par due 7/2025),7.06% (Libor + 5.25%/Q),7/23/2019,37.0,35.5
456,Petroleum Service Group LLC (16),Provider of operational services for US petrochemical and refining companies,First lien senior secured loan ($0.7 par due 7/2025),6.45% (Libor + 5.25%/Q),7/23/2019,0.7,0.7
458,"Pillar Processing LLC and PHL Investors, Inc. (5)",Mortgage services,Class A common stock (576 shares),0,7/31/2012,3.8,0.0
459,Puerto Rico Waste Investment LLC,Waste management service provider,First lien senior secured loan ($31.1 par due 9/2024),8.50% (Libor + 7.00%/M),9/20/2019,31.1,29.8
460,"QC Supply, LLC (16)",Specialty distributor and solutions provider to the swine and poultry markets,First lien senior secured revolving loan ($10.0 par due 12/2021),7.50% (Libor + 6.50%/M),12/29/2016,10.0,9.4
461,"QC Supply, LLC (16)",Specialty distributor and solutions provider to the swine and poultry markets,First lien senior secured loan ($25.8 par due 12/2022),"7.50% (Libor + 5.50% Cash, 1.00% PIK/Q)",12/29/2016,25.8,24.2
462,"QC Supply, LLC (16)",Specialty distributor and solutions provider to the swine and poultry markets,First lien senior secured loan ($8.6 par due 12/2022),"7.50% (Libor + 5.50% Cash, 1.00% PIK/Q)",12/29/2016,8.6,8.1
465,R2 Acquisition Corp.,Marketing services,"Common stock (250,000 shares)",0,5/29/2007,0.3,0.3
466,"RE Community Holdings GP, LLC and RE Community Holdings, LP",Operator of municipal recycling facilities,Limited partnership interest (2.86% interest),0,3/1/2011,0.0,0.0
467,"RE Community Holdings GP, LLC and RE Community Holdings, LP",Operator of municipal recycling facilities,Limited partnership interest (2.49% interest),0,3/1/2011,0.0,0.0
469,"Research Now Group, LLC and Survey Sampling International, LLC",Provider of outsourced data collection to the market research industry,First lien senior secured loan ($41.4 par due 12/2024),7.26% (Libor + 5.50%/Q),2/14/2019,40.9,39.4
470,"Revint Intermediate II, LLC (16)",Revenue cycle consulting firm to the healthcare industry,First lien senior secured revolving loan ($10.8 par due 12/2023),5.95% (Libor + 4.50%/Q),12/13/2017,10.8,10.5
471,"Revint Intermediate II, LLC (16)",Revenue cycle consulting firm to the healthcare industry,First lien senior secured loan ($21.2 par due 12/2023),5.97% (Libor + 4.50%/Q),12/13/2017,21.2,20.6
472,"Revint Intermediate II, LLC (16)",Revenue cycle consulting firm to the healthcare industry,First lien senior secured loan ($13.6 par due 12/2023),6.70% (Libor + 5.25%/Q),9/3/2019,13.6,13.2
474,"SecurAmerica, LLC, ERMC LLC, ERMC Of America, LLC, SecurAmerica Corporation, SecurAmerica Aviation Security LLC, American Security Programs, Inc., USI LLC, Argenbright Holdings IV, LLC and Scrub Holdings, Inc (16)","Provider of outsourced manned security guard services, outsourced facilities management and outsourced aviation services",First lien senior secured loan ($25.8 par due 12/2023),7.25% (Libor + 6.25%/M),12/21/2018,25.8,25.8
475,"SecurAmerica, LLC, ERMC LLC, ERMC Of America, LLC, SecurAmerica Corporation, SecurAmerica Aviation Security LLC, American Security Programs, Inc., USI LLC, Argenbright Holdings IV, LLC and Scrub Holdings, Inc (16)","Provider of outsourced manned security guard services, outsourced facilities management and outsourced aviation services",First lien senior secured loan ($9.7 par due 12/2023),7.25% (Libor + 6.25%/M),12/21/2018,9.7,9.7
476,"SecurAmerica, LLC, ERMC LLC, ERMC Of America, LLC, SecurAmerica Corporation, SecurAmerica Aviation Security LLC, American Security Programs, Inc., USI LLC, Argenbright Holdings IV, LLC and Scrub Holdings, Inc (16)","Provider of outsourced manned security guard services, outsourced facilities management and outsourced aviation services",First lien senior secured loan ($1.7 par due 12/2023),7.25% (Libor + 6.25%/M),12/21/2018,1.7,1.7
478,"Sonny's Enterprises, LLC (16)","Manufacturer and supplier of car wash equipment, parts and supplies to the conveyorized car wash market",First lien senior secured revolving loan ($3.6 par due 12/2022),5.25% (Base Rate + 2.00%/Q),11/30/2017,3.6,3.6
479,"Startec Equity, LLC (5)",Communication services,Member interest,0,4/1/2010,0.0,0.0
480,"TDG Group Holding Company and TDG Co-Invest, LP (16)",Operator of multiple franchise concepts primarily related to home maintenance or repairs,First lien senior secured revolving loan ($0.3 par due 5/2024),6.33% (Libor + 5.50%/M),5/31/2018,0.3,0.3
481,"TDG Group Holding Company and TDG Co-Invest, LP (16)",Operator of multiple franchise concepts primarily related to home maintenance or repairs,First lien senior secured loan ($9.2 par due 5/2024),6.57% (Libor + 5.50%/Q),5/31/2018,9.2,9.0
482,"TDG Group Holding Company and TDG Co-Invest, LP (16)",Operator of multiple franchise concepts primarily related to home maintenance or repairs,First lien senior secured loan ($8.9 par due 5/2024),6.47% (Libor + 5.50%/Q),8/24/2018,8.9,8.8
483,"TDG Group Holding Company and TDG Co-Invest, LP (16)",Operator of multiple franchise concepts primarily related to home maintenance or repairs,"Preferred units (2,871,000 units)",0,5/31/2018,2.9,3.3
484,"TDG Group Holding Company and TDG Co-Invest, LP (16)",Operator of multiple franchise concepts primarily related to home maintenance or repairs,"Common units (29,000 units)",0,5/31/2018,0.0,0.0
486,Tyden Group Holding Corp.,"Producer and marketer of global cargo security, product identification and traceability products and utility meter products","Preferred stock (46,276 shares)",0,1/3/2017,0.4,0.4
487,Tyden Group Holding Corp.,"Producer and marketer of global cargo security, product identification and traceability products and utility meter products","Common stock (5,521,203 shares)",0,1/3/2017,2.0,2.8
489,"UL Holding Co., LLC (4)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,Senior subordinated loan ($30.7 par due 5/2020),10.00% PIK,4/30/2012,13.3,30.7
490,"UL Holding Co., LLC (4)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,Senior subordinated loan ($3.8 par due 5/2020),0,4/30/2012,1.6,3.8
491,"UL Holding Co., LLC (4)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,Senior subordinated loan ($3.6 par due 5/2020),10.00% PIK,4/30/2012,1.5,3.6
492,"UL Holding Co., LLC (4)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,Senior subordinated loan ($0.4 par due 5/2020),0,4/30/2012,0.2,0.4
493,"UL Holding Co., LLC (4)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,Senior subordinated loan ($7.6 par due 5/2020),10.00% PIK,4/30/2012,3.3,7.6
495,"UL Holding Co., LLC (4)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,Senior subordinated loan ($0.5 par due 5/2020),0,4/30/2012,0.2,0.5
496,"UL Holding Co., LLC (4)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Class A common units (533,351 units)",0,6/17/2011,5.0,1.6
497,"UL Holding Co., LLC (4)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Class B-5 common units (272,834 units)",0,6/17/2011,2.5,0.8
498,"UL Holding Co., LLC (4)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Class C common units (758,546 units)",0,4/25/2008,0.0,0.0
499,"UL Holding Co., LLC (4)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Warrant to purchase up to 719,044 shares of Class A units",0,5/2/2014,0.0,0.0
500,"UL Holding Co., LLC (4)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Warrant to purchase up to 28,663 shares of Class B-1 units",0,5/2/2014,0.0,0.0
501,"UL Holding Co., LLC (4)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Warrant to purchase up to 57,325 shares of Class B-2 units",0,5/2/2014,0.0,0.0
502,"UL Holding Co., LLC (4)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Warrant to purchase up to 29,645 shares of Class B-3 units",0,5/2/2014,0.0,0.0
503,"UL Holding Co., LLC (4)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Warrant to purchase up to 80,371 shares of Class B-5 units",0,5/2/2014,0.0,0.0
504,"UL Holding Co., LLC (4)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Warrant to purchase up to 59,655 shares of Class B-6 units",0,5/2/2014,0.0,0.0
505,"UL Holding Co., LLC (4)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Warrant to purchase up to 1,046,713 shares of Class C units",0,5/2/2014,0.0,0.0
507,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,First lien senior secured loan ($16.7 par due 8/2022),"8.61% (Libor + 5.75% Cash, 1.25% PIK/Q)",8/31/2017,16.7,15.9
508,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,First lien senior secured loan ($15.6 par due 8/2022),"8.61% (Libor + 5.75% Cash, 1.25% PIK/Q)",8/31/2017,15.6,14.9
509,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,Senior subordinated loan ($67.0 par due 9/2024),15.00% PIK,8/31/2017,64.5,63.0
510,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,"Warrant to purchase up to 2,838,079 shares of preferred stock (expires 8/2027)",0,8/31/2017,3.9,1.3
511,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,"Warrant to purchase up to 3,094,492 shares of common stock (expires 8/2027)",0,8/31/2017,0.0,0.0
513,"VLS Recovery Services, LLC (16)",Provider of commercial and industrial waste processing and disposal services,First lien senior secured revolving loan ($10.6 par due 10/2023),7.00% (Libor + 6.00%/M),10/17/2017,10.6,10.6
514,"VRC Companies, LLC (16)",Provider of records and information management services,First lien senior secured revolving loan ($1.5 par due 3/2022),7.95% (Libor + 6.50%/Q),4/17/2017,1.5,1.5
515,"VRC Companies, LLC (16)",Provider of records and information management services,First lien senior secured loan ($21.0 par due 3/2023),7.95% (Libor + 6.50%/Q),3/31/2017,21.0,20.4
516,"VRC Companies, LLC (16)",Provider of records and information management services,First lien senior secured loan ($8.6 par due 3/2023),7.95% (Libor + 6.50%/M),2/25/2020,8.6,8.3
518,"WCI-HFG Holdings, LLC",Distributor of repair and replacement parts for commercial kitchen equipment,"Preferred units (1,400,000 units)",0,10/20/2015,1.4,2.6
519,"XIFIN, Inc. and ACP Charger Co-Invest LLC (16)",Revenue cycle management provider to labs,First lien senior secured revolving loan ($1.5 par due 2/2026),6.75% (Libor + 5.75%/M),2/6/2020,1.5,1.4
520,"XIFIN, Inc. and ACP Charger Co-Invest LLC (16)",Revenue cycle management provider to labs,First lien senior secured loan ($21.8 par due 2/2026),6.82% (Libor + 5.75%/Q),2/6/2020,21.8,21.2
521,"XIFIN, Inc. and ACP Charger Co-Invest LLC (16)",Revenue cycle management provider to labs,"Common stock (180,000 shares)",0,2/6/2020,1.8,1.8
526,"Apex Clean Energy Holdings, LLC","Developer, builder and owner of utility-scale wind and solar power facilities",First lien senior secured loan ($81.4 par due 9/2022),8.20% (Libor + 6.75%/Q),9/24/2018,81.4,81.4
527,"Apex Clean Energy Holdings, LLC","Developer, builder and owner of utility-scale wind and solar power facilities",First lien senior secured loan ($19.6 par due 9/2022),8.15% (Libor + 6.75%/Q),6/10/2019,19.6,19.6
529,Beacon RNG LLC,Owner of natural gas facilities,"Class B units (35,000,000 units)",0,3/11/2019,35.0,38.2
530,"CPV Maryland Holding Company II, LLC",Gas turbine power generation facilities operator,Senior subordinated loan ($59.9 par due 12/2020),13.00% PIK,8/8/2014,59.9,54.5
531,DGH Borrower LLC,"Developer, owner and operator of quick start, small-scale natural gas-fired power generation projects",First lien senior secured loan ($53.2 par due 6/2023),8.20% (Libor + 6.75%/Q),6/8/2018,53.2,50.0
532,"Green Energy Partners, Stonewall LLC and Panda Stonewall Intermediate Holdings II LLC",Gas turbine power generation facilities operator,First lien senior secured loan ($14.5 par due 11/2021),6.95% (Libor + 5.50%/Q),11/13/2014,14.4,12.7
533,"Green Energy Partners, Stonewall LLC and Panda Stonewall Intermediate Holdings II LLC",Gas turbine power generation facilities operator,Senior subordinated loan ($22.6 par due 12/2021),"7.00% Cash, 6.25% PIK",11/13/2014,22.6,20.1
534,"Green Energy Partners, Stonewall LLC and Panda Stonewall Intermediate Holdings II LLC",Gas turbine power generation facilities operator,Senior subordinated loan ($105.5 par due 12/2021),"7.00% Cash, 6.25% PIK",11/13/2014,105.5,93.9
536,"Heelstone Renewable Energy, LLC (5)","Provider of cloud based IT solutions, infrastructure and services","Preferred equity (2,700,000 shares)",0,6/28/2019,18.5,18.5
537,Moxie Patriot LLC,Gas turbine power generation facilities operator,First lien senior secured loan ($32.1 par due 12/2020),7.20% (Libor + 5.75%/Q),12/19/2013,32.1,30.8
538,Navisun LLC and Navisun Holdings LLC (5)(16),Owner and operater of commercial and industrial solar projects,First lien senior secured loan ($50.7 par due 11/2023),8.00% PIK,11/15/2017,50.7,50.7
539,Navisun LLC and Navisun Holdings LLC (5)(16),Owner and operater of commercial and industrial solar projects,First lien senior secured loan ($14.1 par due 11/2023),9.00% PIK,3/7/2019,14.1,14.1
540,Navisun LLC and Navisun Holdings LLC (5)(16),Owner and operater of commercial and industrial solar projects,First lien senior secured loan ($31.2 par due 11/2023),8.00% PIK,8/15/2019,31.2,31.2
541,Navisun LLC and Navisun Holdings LLC (5)(16),Owner and operater of commercial and industrial solar projects,"Series A preferred units (1,000 units)",10.50% PIK,11/15/2017,10.9,10.9
542,Navisun LLC and Navisun Holdings LLC (5)(16),Owner and operater of commercial and industrial solar projects,Class A units (550 units),0,11/15/2017,0.0,0.4
544,Panda Liberty LLC (fka Moxie Liberty LLC),Gas turbine power generation facilities operator,First lien senior secured loan ($49.0 par due 8/2020),7.95% (Libor + 6.50%/Q),4/6/2018,48.4,47.0
545,Panda Liberty LLC (fka Moxie Liberty LLC),Gas turbine power generation facilities operator,First lien senior secured loan ($33.5 par due 8/2020),7.95% (Libor + 6.50%/Q),8/21/2013,33.5,32.2
547,"Panda Temple Power, LLC and T1 Power Holdings LLC (4)",Gas turbine power generation facilities operator,Second lien senior secured loan ($10.0 par due 2/2023),9.00% PIK (Libor + 8.00%/M),3/6/2015,10.0,9.8
548,"Panda Temple Power, LLC and T1 Power Holdings LLC (4)",Gas turbine power generation facilities operator,"Class A Common units (616,122 shares)",0,3/6/2015,15.0,9.1
550,PERC Holdings 1 LLC,"Operator of recycled energy, combined heat and power, and energy efficiency facilities","Class B common units (21,653,543 units)",0,10/20/2014,5.3,12.9
551,"PosiGen Backleverage, LLC and PosiGen, Inc. (16)",Seller and leaser of solar power systems for residential and commercial customers,First lien senior secured loan ($40.3 par due 1/2023),8.75% (Libor + 6.75%/Q),1/29/2020,40.0,39.1
552,"PosiGen Backleverage, LLC and PosiGen, Inc. (16)",Seller and leaser of solar power systems for residential and commercial customers,"Warrant to purchase up to 67,022 shares of common stock (expires 1/2027)",0,1/29/2020,0.0,0.0
554,Riverview Power LLC,Operator of natural gas and oil fired power generation facilities,First lien senior secured loan ($80.3 par due 12/2022),9.45% (Libor + 8.00%/Q),12/29/2016,79.2,78.7
556,"SE1 Generation, LLC",Solar power developer,Senior subordinated loan ($53.4 par due 12/2022),9.50% PIK,12/17/2019,53.4,52.3
557,"Sunrun Atlas Depositor 2019-2, LLC and Sunrun Atlas Holdings 2019-2, LLC",Residential solar energy provider,First lien senior secured loan ($0.1 par due 2/2055),3.61%,10/28/2019,0.1,0.1
558,"Sunrun Atlas Depositor 2019-2, LLC and Sunrun Atlas Holdings 2019-2, LLC",Residential solar energy provider,Senior subordinated loan ($134.4 par due 11/2025),8.75% (Libor + 6.75%/Q),11/26/2019,134.4,127.7
560,"Sunrun Xanadu Issuer 2019-1, LLC and Sunrun Xanadu Holdings 2019-1, LLC",Residential solar energy provider,First lien senior secured loan ($0.4 par due 6/2054),3.98%,6/7/2019,0.4,0.4
