,Company(1),Business Description,Investment,Interest(3)(7),Acquisition  Date,Amortized  Cost,Fair  Value
375,Aero Operating LLC,Provider of snow removal and melting service for airports and marine terminals,First lien senior secured loan ($36.9 par due 2/2026),8.00% (Libor + 6.50%/M),2/7/2020,36.9,35.1
376,"AMCP Clean Intermediate, LLC (15)",Provider of janitorial and facilities management services,First lien senior secured revolving loan,0,10/1/2018,0.0,0.0
377,"AMCP Clean Intermediate, LLC (15)",Provider of janitorial and facilities management services,First lien senior secured loan ($1.4 par due 10/2024),7.25% (Libor + 6.25%/Q),7/31/2020,1.4,1.4
378,"AMCP Clean Intermediate, LLC (15)",Provider of janitorial and facilities management services,First lien senior secured loan ($0.7 par due 10/2024),7.25% (Libor + 6.25%/Q),10/1/2020,0.7,0.7
379,"AMCP Clean Intermediate, LLC (15)",Provider of janitorial and facilities management services,First lien senior secured loan ($8.7 par due 10/2024),7.25% (Libor + 6.25%/Q),12/14/2020,8.7,8.7
381,"Capstone Acquisition Holdings, Inc. and Capstone Parent Holdings, LP (15)",Outsourced supply chain solutions provider to operators of distribution centers,First lien senior secured revolving loan ($1.4 par due 11/2025),5.75% (Libor + 4.75%/M),11/12/2020,1.4,1.4
382,"Capstone Acquisition Holdings, Inc. and Capstone Parent Holdings, LP (15)",Outsourced supply chain solutions provider to operators of distribution centers,Second lien senior secured loan ($68.3 par due 11/2028),9.75% (Libor + 8.75%/Q),11/12/2020,68.3,66.9
383,"Capstone Acquisition Holdings, Inc. and Capstone Parent Holdings, LP (15)",Outsourced supply chain solutions provider to operators of distribution centers,"Class A units (10,581 units)",0,11/12/2020,10.6,10.6
385,"Cozzini Bros., Inc. and BH-Sharp Holdings LP (15)",Provider of commercial knife sharpening and cutlery services in the restaurant industry,First lien senior secured revolving loan,0,3/10/2017,0.0,0.0
387,"Cozzini Bros., Inc. and BH-Sharp Holdings LP (15)",Provider of commercial knife sharpening and cutlery services in the restaurant industry,First lien senior secured loan ($12.0 par due 3/2023),"8.50% (Libor + 3.00% Cash, 4.50% PIK/Q)",3/10/2017,12.0,10.3
388,"Cozzini Bros., Inc. and BH-Sharp Holdings LP (15)",Provider of commercial knife sharpening and cutlery services in the restaurant industry,"Common units (2,950,000 units)",0,3/10/2017,3.0,0.3
390,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (4)(15)",Provider of outsourced healthcare linen management solutions,First lien senior secured revolving loan,0,3/13/2014,0.0,0.0
391,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (4)(15)",Provider of outsourced healthcare linen management solutions,First lien senior secured loan ($9.9 par due 12/2021),7.25% (Libor + 6.25%/M),3/13/2014,9.9,9.9
392,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (4)(15)",Provider of outsourced healthcare linen management solutions,First lien senior secured loan ($0.9 par due 12/2021),7.25% (Libor + 6.25%/M),4/6/2017,0.9,0.9
393,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (4)(15)",Provider of outsourced healthcare linen management solutions,First lien senior secured loan ($5.0 par due 12/2021),7.25% (Libor + 6.25%/M),2/22/2019,5.0,5.0
394,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (4)(15)",Provider of outsourced healthcare linen management solutions,First lien senior secured loan ($11.3 par due 12/2021),7.25% (Libor + 6.25%/M),6/12/2018,11.3,11.3
395,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (4)(15)",Provider of outsourced healthcare linen management solutions,"Class A preferred units (3,393,973 units)",0,3/13/2014,4.0,6.0
396,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (4)(15)",Provider of outsourced healthcare linen management solutions,"Class B common units (377,108 units)",0,3/13/2014,0.4,6.5
398,Divisions Holding Corporation and RC V Tecmo Investor LLC (15),Technology based aggregator for facility maintenance services,First lien senior secured revolving loan ($2.5 par due 8/2026),7.50% (Libor + 6.50%/Q),8/14/2020,2.5,2.5
399,Divisions Holding Corporation and RC V Tecmo Investor LLC (15),Technology based aggregator for facility maintenance services,First lien senior secured loan ($43.6 par due 8/2026),7.50% (Libor + 6.50%/Q),8/14/2020,43.6,43.2
400,Divisions Holding Corporation and RC V Tecmo Investor LLC (15),Technology based aggregator for facility maintenance services,"Common member units (9,624,000 units)",0,8/14/2020,9.6,15.5
402,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (15)",Provider of legal process outsourcing and managed services,First lien senior secured revolving loan ($0.4 par due 9/2022),6.75% (Base Rate + 3.50%/Q),9/23/2016,0.4,0.4
403,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (15)",Provider of legal process outsourcing and managed services,First lien senior secured revolving loan ($4.4 par due 9/2022),4.71% (Libor + 4.50%/Q),9/23/2016,4.4,3.9
404,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (15)",Provider of legal process outsourcing and managed services,"Class A common stock (7,500 shares)",0,8/19/2014,7.5,3.7
405,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (15)",Provider of legal process outsourcing and managed services,"Class B common stock (7,500 shares)",0,8/19/2014,0.0,0.0
407,"Elevation Services Parent Holdings, LLC (15)",Elevator service platform,First lien senior secured revolving loan ($0.4 par due 12/2026),6.50% (Libor + 5.50%/Q),12/18/2020,0.4,0.4
408,"Elevation Services Parent Holdings, LLC (15)",Elevator service platform,First lien senior secured loan ($8.8 par due 12/2026),6.50% (Libor + 5.50%/Q),12/18/2020,8.8,8.7
410,"HAI Acquisition Corporation and Aloha Topco, LLC (15)","Professional employer organization offering human resources, compliance and risk management services",First lien senior secured loan ($61.7 par due 11/2024),6.50% (Libor + 5.50%/M),11/1/2017,61.7,61.7
411,"HAI Acquisition Corporation and Aloha Topco, LLC (15)","Professional employer organization offering human resources, compliance and risk management services","Class A units (16,980 units)",0,11/1/2017,1.7,2.5
413,"IMIA Holdings, Inc. (15)",Marine preservation maintenance company,First lien senior secured revolving loan,0,10/26/2018,0.0,0.0
414,"IMIA Holdings, Inc. (15)",Marine preservation maintenance company,First lien senior secured loan ($28.4 par due 10/2025),7.00% (Libor + 6.00%/Q),10/26/2018,28.3,28.4
416,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,First lien senior secured loan ($57.7 par due 12/2025),4.40% (Libor + 4.25%/M),11/30/2018,57.2,57.7
417,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,First lien senior secured loan ($7.9 par due 12/2025),5.15% (Libor + 5.00%/M),9/28/2020,7.5,7.9
418,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,Second lien senior secured loan ($86.8 par due 11/2026),8.15% (Libor + 8.00%/M),11/30/2018,85.7,86.8
419,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,"Series A-1 preferred shares (46,900 shares)",11.50% PIK (Libor + 10.50%/S),11/30/2018,58.2,58.9
420,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,"Class A-1 common units (90,500 units)",0,11/30/2018,9.1,16.5
423,"Kellermeyer Bergensons Services, LLC (15)",Provider of janitorial and facilities management services,First lien senior secured loan ($1.7 par due 11/2026),7.50% (Libor + 6.50%/Q),11/7/2019,1.7,1.7
424,"Kellermeyer Bergensons Services, LLC (15)",Provider of janitorial and facilities management services,First lien senior secured loan ($30.0 par due 11/2026),7.50% (Libor + 6.50%/Q),11/7/2019,29.7,30.0
425,"Kellermeyer Bergensons Services, LLC (15)",Provider of janitorial and facilities management services,First lien senior secured loan ($6.6 par due 11/2026),7.50% (Libor + 6.50%/Q),11/7/2019,6.6,6.6
427,KPS Global LLC and Cool Group LLC,Manufacturer of walk-in cooler and freezer systems,First lien senior secured loan ($15.2 par due 4/2022),6.50% (Libor + 5.50%/M),4/5/2017,15.2,15.2
428,KPS Global LLC and Cool Group LLC,Manufacturer of walk-in cooler and freezer systems,First lien senior secured loan ($4.1 par due 4/2022),6.50% (Libor + 5.50%/M),11/16/2018,4.1,4.1
429,KPS Global LLC and Cool Group LLC,Manufacturer of walk-in cooler and freezer systems,"Class A units (13,292 units)",0,9/21/2018,1.1,2.0
431,Laboratories Bidco LLC (15),Lab testing services for nicotine containing products,First lien senior secured loan ($20.8 par due 6/2024),7.00% (Libor + 6.00%/Q),10/30/2020,20.8,20.8
432,Laboratories Bidco LLC (15),Lab testing services for nicotine containing products,First lien senior secured loan ($29.5 par due 6/2024),7.00% (Libor + 6.00%/Q),10/4/2019,29.5,29.5
433,Laboratories Bidco LLC (15),Lab testing services for nicotine containing products,First lien senior secured loan ($25.5 par due 6/2024),7.00% (CDOR + 6.00%/Q),10/4/2019,24.4,25.5
435,"Microstar Logistics LLC, Microstar Global Asset Management LLC, and MStar Holding Corporation",Keg management solutions provider,Second lien senior secured loan ($138.9 par due 7/2023),10.00% PIK (Libor + 9.00%/Q),8/13/2020,138.9,119.4
436,"Microstar Logistics LLC, Microstar Global Asset Management LLC, and MStar Holding Corporation",Keg management solutions provider,"Series A preferred stock (1,507 shares)",0,8/13/2020,1.5,2.1
437,"Microstar Logistics LLC, Microstar Global Asset Management LLC, and MStar Holding Corporation",Keg management solutions provider,"Common stock (54,710 shares)",0,12/14/2012,4.9,1.0
439,"NAS, LLC and Nationwide Marketing Group, LLC (15)","Buying and marketing services organization for appliance, furniture and consumer electronics dealers",First lien senior secured loan ($6.4 par due 6/2024),7.50% (Libor + 6.50%/Q),11/3/2020,6.4,6.4
440,"NM GRC Holdco, LLC",Regulatory compliance services provider to financial institutions,First lien senior secured loan ($35.6 par due 2/2024),"8.50% (Libor + 6.00% Cash, 1.50% PIK/M)",2/9/2018,35.4,34.2
441,"NM GRC Holdco, LLC",Regulatory compliance services provider to financial institutions,First lien senior secured loan ($9.5 par due 2/2024),"8.50% (Libor + 6.00% Cash, 1.50% PIK/M)",2/9/2018,9.5,9.1
443,Petroleum Service Group LLC (15),Provider of operational services for US petrochemical and refining companies,First lien senior secured revolving loan,0,7/23/2019,0.0,0.0
444,Petroleum Service Group LLC (15),Provider of operational services for US petrochemical and refining companies,First lien senior secured loan ($34.6 par due 7/2025),6.25% (Libor + 5.25%/Q),7/23/2019,34.6,34.6
445,Petroleum Service Group LLC (15),Provider of operational services for US petrochemical and refining companies,First lien senior secured loan ($0.7 par due 7/2025),6.25% (Libor + 5.25%/Q),7/23/2019,0.7,0.7
447,"QC Supply, LLC (15)",Specialty distributor and solutions provider to the swine and poultry markets,First lien senior secured revolving loan ($8.8 par due 12/2021),8.00% (Libor + 7.00%/M),12/29/2016,8.8,8.1
448,"QC Supply, LLC (15)",Specialty distributor and solutions provider to the swine and poultry markets,First lien senior secured loan ($25.8 par due 12/2022),"8.00% (Libor + 6.50% Cash, 0.50% PIK/M)",12/29/2016,25.8,23.8
449,"QC Supply, LLC (15)",Specialty distributor and solutions provider to the swine and poultry markets,First lien senior secured loan ($8.7 par due 12/2022),"8.00% (Libor + 6.50% Cash, 0.50% PIK/M)",12/29/2016,8.7,8.0
451,R2 Acquisition Corp.,Marketing services,"Common stock (250,000 shares)",0,5/29/2007,0.3,0.3
452,"RE Community Holdings GP, LLC and RE Community Holdings, LP",Operator of municipal recycling facilities,Limited partnership interest (2.86% interest),0,3/1/2011,0.0,0.0
453,"RE Community Holdings GP, LLC and RE Community Holdings, LP",Operator of municipal recycling facilities,Limited partnership interest (2.49% interest),0,3/1/2011,0.0,0.0
455,"Research Now Group, LLC and Survey Sampling International, LLC",Provider of outsourced data collection to the market research industry,First lien senior secured loan ($41.1 par due 12/2024),6.50% (Libor + 5.50%/Q),2/14/2019,41.1,39.9
457,"SecurAmerica, LLC, ERMC LLC, ERMC Of America, LLC, SecurAmerica Corporation, SecurAmerica Aviation Security LLC, American Security Programs, Inc., USI LLC, Argenbright Holdings IV, LLC and Scrub Holdings, Inc (15)","Provider of outsourced security guard services, outsourced facilities management and outsourced aviation services",First lien senior secured loan ($4.7 par due 12/2023),9.25% (Libor + 8.00%/Q),11/24/2020,4.7,4.7
458,"SecurAmerica, LLC, ERMC LLC, ERMC Of America, LLC, SecurAmerica Corporation, SecurAmerica Aviation Security LLC, American Security Programs, Inc., USI LLC, Argenbright Holdings IV, LLC and Scrub Holdings, Inc (15)","Provider of outsourced security guard services, outsourced facilities management and outsourced aviation services",First lien senior secured loan ($25.7 par due 12/2023),9.25% (Libor + 8.00%/M),12/21/2018,25.7,25.7
459,"SecurAmerica, LLC, ERMC LLC, ERMC Of America, LLC, SecurAmerica Corporation, SecurAmerica Aviation Security LLC, American Security Programs, Inc., USI LLC, Argenbright Holdings IV, LLC and Scrub Holdings, Inc (15)","Provider of outsourced security guard services, outsourced facilities management and outsourced aviation services",First lien senior secured loan ($9.7 par due 12/2023),9.25% (Libor + 8.00%/M),12/21/2018,9.7,9.7
460,"SecurAmerica, LLC, ERMC LLC, ERMC Of America, LLC, SecurAmerica Corporation, SecurAmerica Aviation Security LLC, American Security Programs, Inc., USI LLC, Argenbright Holdings IV, LLC and Scrub Holdings, Inc (15)","Provider of outsourced security guard services, outsourced facilities management and outsourced aviation services",First lien senior secured loan ($1.7 par due 12/2023),9.25% (Libor + 8.00%/M),12/21/2018,1.7,1.7
461,"SecurAmerica, LLC, ERMC LLC, ERMC Of America, LLC, SecurAmerica Corporation, SecurAmerica Aviation Security LLC, American Security Programs, Inc., USI LLC, Argenbright Holdings IV, LLC and Scrub Holdings, Inc (15)","Provider of outsourced security guard services, outsourced facilities management and outsourced aviation services",First lien senior secured loan ($1.1 par due 12/2023),9.25% (Libor + 8.00%/M),12/21/2018,1.1,1.1
462,"SecurAmerica, LLC, ERMC LLC, ERMC Of America, LLC, SecurAmerica Corporation, SecurAmerica Aviation Security LLC, American Security Programs, Inc., USI LLC, Argenbright Holdings IV, LLC and Scrub Holdings, Inc (15)","Provider of outsourced security guard services, outsourced facilities management and outsourced aviation services",First lien senior secured loan ($3.0 par due 7/2021),"9.25% (Libor + 3.50% Cash, 4.50% PIK/Q)",4/16/2020,3.0,3.0
463,"SecurAmerica, LLC, ERMC LLC, ERMC Of America, LLC, SecurAmerica Corporation, SecurAmerica Aviation Security LLC, American Security Programs, Inc., USI LLC, Argenbright Holdings IV, LLC and Scrub Holdings, Inc (15)","Provider of outsourced security guard services, outsourced facilities management and outsourced aviation services",First lien senior secured loan ($14.5 par due 12/2023),9.25% (Libor + 8.00%/M),11/24/2020,14.5,14.5
465,"SSE Buyer, Inc., Supply Source Enterprises, Inc., Impact Products LLC, The Safety Zone, LLC and SSE Parent, LP (15)","Manufacturer and distributor of personal protection equipment, commercial cleaning, maintenance and safety products",First lien senior secured loan ($22.0 par due 6/2026),10.22% (Libor + 9.22%/Q),6/30/2020,22.0,22.0
466,"SSE Buyer, Inc., Supply Source Enterprises, Inc., Impact Products LLC, The Safety Zone, LLC and SSE Parent, LP (15)","Manufacturer and distributor of personal protection equipment, commercial cleaning, maintenance and safety products","Limited partnership class A-1 units (2,173 units)",0,6/30/2020,1.1,1.7
467,"SSE Buyer, Inc., Supply Source Enterprises, Inc., Impact Products LLC, The Safety Zone, LLC and SSE Parent, LP (15)","Manufacturer and distributor of personal protection equipment, commercial cleaning, maintenance and safety products","Limited partnership class A-2 units (2,173 units)",0,6/30/2020,1.1,1.7
469,"Startec Equity, LLC (5)",Communication services,Member interest,0,4/1/2020,0.0,0.0
470,"TDG Group Holding Company and TDG Co-Invest, LP (15)",Operator of multiple franchise concepts primarily related to home maintenance or repairs,First lien senior secured revolving loan ($0.1 par due 5/2024),5.40% (Libor + 5.25%/M),5/31/2018,0.1,0.1
471,"TDG Group Holding Company and TDG Co-Invest, LP (15)",Operator of multiple franchise concepts primarily related to home maintenance or repairs,"Preferred units (2,871,000 units)",0,5/31/2018,2.9,3.5
472,"TDG Group Holding Company and TDG Co-Invest, LP (15)",Operator of multiple franchise concepts primarily related to home maintenance or repairs,"Common units (29,000 units)",0,5/31/2018,0.0,2.1
474,Tyden Group Holding Corp.,"Producer and marketer of global cargo security, product identification and traceability products and utility meter products","Preferred stock (46,276 shares)",0,1/3/2017,0.4,0.4
475,Tyden Group Holding Corp.,"Producer and marketer of global cargo security, product identification and traceability products and utility meter products","Common stock (5,521,203 shares)",0,1/3/2017,2.0,1.1
477,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,First lien senior secured loan ($16.8 par due 8/2022),"8.50% (Libor + 5.75% Cash, 1.25% PIK/M)",8/31/2017,16.7,16.6
478,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,First lien senior secured loan ($15.7 par due 8/2022),"8.50% (Libor + 5.75% Cash, 1.25% PIK/Q)",8/31/2017,15.7,15.5
479,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,Senior subordinated loan ($75.6 par due 9/2024),16.00% PIK,8/31/2017,73.4,74.0
480,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,"Warrant to purchase up to 3,094,492 shares of common stock (expires 8/2027)",0,8/31/2017,0.0,0.0
481,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,"Warrant to purchase up to 2,838,079 shares of preferred stock (expires 8/2027)",0,8/31/2017,3.9,2.6
483,"VLS Recovery Services, LLC (15)",Provider of commercial and industrial waste processing and disposal services,First lien senior secured revolving loan,0,10/17/2017,0.0,0.0
484,"VRC Companies, LLC (15)",Provider of records and information management services,First lien senior secured loan ($26.4 par due 3/2023),7.50% (Libor + 6.50%/Q),3/31/2017,26.4,26.4
485,"WCI-HFG Holdings, LLC",Distributor of repair and replacement parts for commercial kitchen equipment,"Preferred units (1,400,000 units)",0,10/20/2015,1.4,1.7
486,"XIFIN, Inc. and ACP Charger Co-Invest LLC (15)",Revenue cycle management provider to labs,First lien senior secured loan ($2.1 par due 2/2026),6.25% (Libor + 5.25%/Q),2/6/2020,2.1,2.1
488,"XIFIN, Inc. and ACP Charger Co-Invest LLC (15)",Revenue cycle management provider to labs,"Common stock (180,000 shares)",0,2/6/2020,1.8,2.6
492,ACAS Equity Holdings Corporation (5),Investment company,Common stock (589 shares),0,1/3/2017,0.4,0.0
493,Ares IIIR/IVR CLO Ltd.,Investment vehicle,Subordinated notes ($20.0 par due 4/2021),0,1/3/2017,0.0,0.0
494,"Blue Wolf Capital Fund II, L.P. (4)",Investment partnership,Limited partnership interest (8.50% interest),0,1/3/2017,0.0,0.2
495,CoLTs 2005-1 Ltd. (5),Investment vehicle,Preferred shares (360 shares),0,1/3/2017,0.0,0.0
496,CoLTs 2005-2 Ltd. (5),Investment vehicle,"Preferred shares (34,170,000 shares)",0,1/3/2017,0.0,0.0
497,CREST Exeter Street Solar 2004-1,Investment vehicle,"Preferred shares (3,500,000 shares)",0,1/3/2017,0.0,0.0
498,European Capital UK SME Debt LP (4),Investment partnership,Limited partnership interest (45% interest),0,1/3/2017,26.6,29.7
499,"HCI Equity, LLC (5)",Investment company,Member interest (100.00% interest),0,4/1/2010,0.0,0.1
500,"Partnership Capital Growth Investors III, L.P.",Investment partnership,Limited partnership interest (2.50% interest),0,10/5/2011,2.8,3.4
501,"PCG-Ares Sidecar Investment II, L.P. (4)",Investment partnership,Limited partnership interest (100.00% interest),0,10/31/2014,6.9,10.2
502,"PCG-Ares Sidecar Investment, L.P. (4)",Investment partnership,Limited partnership interest (100.00% interest),0,5/22/2014,4.8,0.4
503,"Piper Jaffray Merchant Banking Fund I, L.P.",Investment partnership,Limited partnership interest (2.00% interest),0,8/16/2012,1.1,1.3
504,"Senior Direct Lending Program, LLC (5)(17)",Co-investment vehicle,Subordinated certificates ($1122.9 par due 12/2036),8.24% (Libor + 8.00%/Q)(12),7/27/2016,1122.9,1122.9
505,"Senior Direct Lending Program, LLC (5)(17)",Co-investment vehicle,Member interest (87.50% interest),0,7/27/2016,0.0,0.0
507,VSC Investors LLC,Investment company,Membership interest (1.95% interest),0,1/24/2008,0.3,0.5
510,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc. (5)",Restaurant owner and operator,First lien senior secured loan ($56.6 par due 12/2019),0,11/27/2006,39.9,0.0
511,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc. (5)",Restaurant owner and operator,First lien senior secured loan ($6.6 par due 12/2019),0,12/22/2016,4.8,0.0
512,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc. (5)",Restaurant owner and operator,Promissory note ($31.8 par due 12/2023),0,11/27/2006,13.8,0.0
513,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc. (5)",Restaurant owner and operator,Warrant to purchase up to 0.95 units of Series D common stock (expires 12/2023),0,12/18/2013,0.0,0.0
515,"Aimbridge Acquisition Co., Inc.",Hotel operator,Second lien senior secured loan ($22.5 par due 2/2027),7.65% (Libor + 7.50%/M),2/1/2019,22.2,20.0
516,American Residential Services L.L.C. and Aragorn Parent Holdings LP (15),"Heating, ventilation and air conditioning services provider",First lien senior secured revolving loan ($0.5 par due 10/2025),3.65% (Libor + 3.50%/M),10/15/2020,0.5,0.5
517,American Residential Services L.L.C. and Aragorn Parent Holdings LP (15),"Heating, ventilation and air conditioning services provider",Second lien senior secured loan ($56.4 par due 10/2028),9.50% (Libor + 8.50%/Q),10/15/2020,56.4,55.8
518,American Residential Services L.L.C. and Aragorn Parent Holdings LP (15),"Heating, ventilation and air conditioning services provider","Series A preferred units (2,531,500 units)",10.00% PIK,10/15/2020,2.6,2.5
520,"ATI Restoration, LLC (15)",Provider of disaster recovery services,First lien senior secured revolving loan,0,7/31/2020,0.0,0.0
521,"ATI Restoration, LLC (15)",Provider of disaster recovery services,First lien senior secured loan ($33.7 par due 7/2026),6.50% (Libor + 5.50%/Q),7/31/2020,33.7,33.3
523,"ChargePoint, Inc.",Developer and operator of electric vehicle charging stations,"Warrant to purchase up to 809,126 shares of Series E preferred stock (expires 12/2024)",0,12/30/2014,0.3,3.0
525,"Cipriani USA, Inc. (15)","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($12.6 par due 5/2023),11.75% (Libor + 10.75%/M),12/22/2020,12.6,11.1
526,"Cipriani USA, Inc. (15)","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($68.2 par due 5/2023),11.75% (Libor + 10.75%/M),5/30/2018,66.8,60.0
527,"Cipriani USA, Inc. (15)","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($12.2 par due 5/2023),11.75% (Libor + 10.75%/M),11/5/2018,12.2,10.7
528,"Cipriani USA, Inc. (15)","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($15.0 par due 5/2023),11.75% (Libor + 10.75%/M),7/3/2019,14.7,13.2
529,"Cipriani USA, Inc. (15)","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($20.0 par due 5/2023),11.75% (Libor + 10.75%/M),12/27/2019,18.2,17.6
530,"Cipriani USA, Inc. (15)","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($3.0 par due 5/2023),11.75% (Libor + 10.75%/M),8/20/2018,3.0,2.7
531,"Cipriani USA, Inc. (15)","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($3.0 par due 5/2023),11.75% (Libor + 10.75%/M),11/5/2018,3.0,2.7
532,"Cipriani USA, Inc. (15)","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($4.9 par due 5/2023),11.75% (Libor + 10.75%/M),6/30/2020,4.9,4.3
534,Concert Golf Partners Holdco LLC (15),Golf club owner and operator,First lien senior secured loan ($18.2 par due 8/2025),5.50% (Libor + 4.50%/Q),8/20/2019,18.2,18.2
535,Concert Golf Partners Holdco LLC (15),Golf club owner and operator,First lien senior secured loan ($2.2 par due 8/2025),5.50% (Libor + 4.50%/Q),8/20/2019,2.2,2.2
537,Essential Services Holding Corporation and OMERS Mahomes Investment Holdings LLC (15),Provider of plumbing and HVAC services,First lien senior secured revolving loan,0,11/16/2020,0.0,0.0
538,Essential Services Holding Corporation and OMERS Mahomes Investment Holdings LLC (15),Provider of plumbing and HVAC services,First lien senior secured loan ($115.8 par due 11/2026),6.75% (Libor + 5.75%/Q),11/16/2020,115.8,114.6
539,Essential Services Holding Corporation and OMERS Mahomes Investment Holdings LLC (15),Provider of plumbing and HVAC services,First lien senior secured loan ($33.0 par due 11/2026),6.75% (Libor + 5.75%/Q),11/16/2020,33.0,32.7
540,Essential Services Holding Corporation and OMERS Mahomes Investment Holdings LLC (15),Provider of plumbing and HVAC services,"Class A units (5,803.43 units)",0,11/16/2020,19.6,19.6
542,FWR Holding Corporation (15),"Restaurant owner, operator, and franchisor",First lien senior secured revolving loan,0,8/21/2017,0.0,0.0
543,FWR Holding Corporation (15),"Restaurant owner, operator, and franchisor",First lien senior secured loan ($4.0 par due 8/2023),"8.00% (Libor + 5.50% Cash, 1.50% PIK/Q)",8/21/2017,4.0,3.7
544,FWR Holding Corporation (15),"Restaurant owner, operator, and franchisor",First lien senior secured loan ($0.5 par due 8/2023),"8.00% (Libor + 5.50% Cash, 1.50% PIK/Q)",8/21/2017,0.5,0.5
545,FWR Holding Corporation (15),"Restaurant owner, operator, and franchisor",First lien senior secured loan ($0.5 par due 8/2023),"8.00% (Libor + 5.50% Cash, 1.50% PIK/Q)",2/28/2019,0.5,0.5
546,FWR Holding Corporation (15),"Restaurant owner, operator, and franchisor",First lien senior secured loan ($0.8 par due 8/2023),"8.00% (Libor + 5.50% Cash, 1.50% PIK/Q)",2/28/2019,0.8,0.8
547,FWR Holding Corporation (15),"Restaurant owner, operator, and franchisor",First lien senior secured loan ($0.5 par due 8/2023),"8.00% (Libor + 5.50% Cash, 1.50% PIK/Q)",2/28/2019,0.5,0.5
548,FWR Holding Corporation (15),"Restaurant owner, operator, and franchisor",First lien senior secured loan ($0.7 par due 8/2023),"8.00% (Libor + 5.50% Cash, 1.50% PIK/Q)",2/28/2019,0.7,0.6
549,FWR Holding Corporation (15),"Restaurant owner, operator, and franchisor",First lien senior secured loan ($1.8 par due 8/2023),"8.00% (Libor + 5.50% Cash, 1.50% PIK/Q)",12/20/2019,1.8,1.7
551,Garden Fresh Restaurant Corp. and GFRC Holdings LLC (15),Restaurant owner and operator,First lien senior secured revolving loan ($6.9 par due 2/2022),0,2/1/2017,6.3,0.0
552,Garden Fresh Restaurant Corp. and GFRC Holdings LLC (15),Restaurant owner and operator,First lien senior secured loan ($19.6 par due 2/2022),0,2/1/2017,17.9,0.0
554,"Jenny C Acquisition, Inc.",Health club franchisor,Senior subordinated loan ($1.3 par due 4/2025),8.00% PIK,4/5/2019,1.3,1.3
555,"Jim N Nicks Management, LLC (15)",Restaurant owner and operator,First lien senior secured revolving loan ($4.9 par due 7/2023),6.25% (Libor + 5.25%/Q),7/10/2017,4.9,4.4
556,"Jim N Nicks Management, LLC (15)",Restaurant owner and operator,First lien senior secured loan ($13.7 par due 7/2023),6.25% (Libor + 5.25%/Q),7/10/2017,13.7,12.5
557,"Jim N Nicks Management, LLC (15)",Restaurant owner and operator,First lien senior secured loan ($1.1 par due 7/2023),6.25% (Libor + 5.25%/Q),7/10/2017,1.1,1.0
560,ME Equity LLC,Franchisor in the massage industry,"Common stock (3,000,000 shares)",0,9/27/2012,3.0,2.2
