,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
283,ATX Networks Corp.,Communications Equipment,10.00,10.00PIK,,09/01/28,,1836,,,1552,,,1523,,^ (1) (3),,2617,,,,460,,,,445,,,(2) (3) (4),,,,
284,CivicPlus LLC,Software,12.93,S + 11.75,0.75,08/24/27,,6247,,,6060,,,6060,,(2) (3),,2617,,,,(18,,,,(79,,,(2) (3) (4),,,,
285,Conergy Asia & ME Pte. LTD.,Construction & Engineering,,,,06/30/23,,1266,,,1055,,,182,,^ (1) (3) (5),,21889,,,,21536,,,,21889,,,(2) (3),,,,
286,Total Unsecured Debt,,,,,,,,,8667,,,7765,,,,,2600,,,,(40,,,,0,,,(2) (3) (4),,,,
287,Investment *#,Industry,InterestRate,InitialAcquisitionDate(8),Par/Shares(++),,Cost,,FairValue,,Footnotes,,,,,,,4000,,,,(37,,,,0,,,(2) (3) (4),,,,
288,Preferred Stock - 3.01,,,,,,,,,,,,,,,,,17431,,,,17108,,,,17083,,,(2) (3),,,,
289,"Broadway Parent, LLC",Diversified Financial Services,,01/25/21,,4000000,,,4019,,,4000,,(2) (3) (5),,,,5814,,,,5707,,,,5698,,,(2) (3),,,,
290,"CloudBees, Inc.",Software,,11/24/21,,1152957,,,12899,,,12706,,(2) (3) (5),,,,5840,,,,1486,,,,1438,,,(2) (3) (4),,,,
291,Foundation Software,Construction & Engineering,,08/31/20,,22,,,21,,,26,,(2) (3) (5),,,,,Cost,,,FairValue,,,Footnotes,,,,,,,,
292,"Governmentjobs.com, Inc. (dba NeoGov)",Software,,12/02/21,,10597,,,10332,,,10971,,(2) (3) (5),,,,,,2340,,,,554,,,,550,,,,(2) (3) (4),
293,Kawa Solar Holdings Limited,Construction & Engineering,8.00PIK,10/25/16,,77164,,,778,,,0,,^ (1) (3) (7),,,,,,15400,,,,15048,,,,15400,,,,(2) (3),
294,"MedeAnalytics, Inc.",Health Care Technology,,10/09/20,,42600,,,41,,,4,,(2) (3) (5),,,,,,3700,,,,3650,,,,3700,,,,(2) (3),
295,"Wine.com, LLC",Beverages,,11/14/18,,535226,,,8225,,,8376,,(2) (3) (5),,,,,,22185,,,,21441,,,,21797,,,,(2) (3),
296,"Wine.com, LLC",Beverages,,03/03/21,,124040,,,3067,,,3286,,(2) (3) (5),,,,,,3129,,,,3074,,,,3074,,,,(2) (3),
297,"WSO2, Inc.",IT Services,,11/04/21,,561918,,,8876,,,8440,,(2) (3) (5),,,,,,1894,,,,1868,,,,1861,,,,(2) (3),
298,Total Preferred Stock,,,,,,,48258,,,47809,,,,,,,,,2319,,,,(20,,,,(41,,,,(2) (3) (4),
299,Common Stock - 2.45,,,,,,,,,,,,,,,,,,,31622,,,,31072,,,,30990,,,,(2) (3),
300,"Abacus Data Holdings, Inc. (dba Clutch Intermediate Holdings)",Software,,03/10/21,,29326,,,2933,,,2654,,(2) (3) (5),,,,,,62025,,,,60995,,,,61870,,,,(2) (3),
301,"Animal Supply Holdings, LLC",Distributors,,08/14/20,,37500,,,126,,,0,,^ (3) (5),,,,,,3874,,,,2350,,,,2367,,,,(2) (3) (4),
302,"Animal Supply Holdings, LLC",Distributors,,08/14/20,,83333,,,13745,,,0,,^ (3) (5),,,,,,35480,,,,34867,,,,35303,,,,(2) (3),
303,"ATX Parent Holdings, LLC - Class A Units",Communications Equipment,,09/01/21,,332,,,167,,,1773,,^ (1) (3) (5),,,,,,27870,,,,27379,,,,27731,,,,(2) (3),
304,"Bolttech Mannings, Inc.",Commercial Services & Supplies,,12/22/17,,4145602,,,22366,,,6177,,^^ (3) (5),,,,,,6757,,,,(114,,,,(34,,,,(2) (3) (4),
305,"Collaborative Imaging Holdco, LLC (dba Texas Radiology Associates) - Class B",Health Care Providers & Services,,03/30/18,,20183,,,2916,,,4012,,^^^ (2) (3),,,,,,50230,,,,49055,,,,49100,,,,(2) (3),
306,"Collaborative Imaging Holdco, LLC (dba Texas Radiology Associates) - Performance Units",Health Care Providers & Services,,03/30/18,,19048,,,514,,,1364,,^^^ (1) (2) (3) (5),,,,,,7500,,,,(157,,,,(169,,,,(2) (3) (4),
307,Conergy Asia & ME Pte. LTD.,Construction & Engineering,,01/11/21,,3126780,,,5300,,,0,,^ (1) (3) (5),,,,,,,,,,3156027,,,,3155522,,,,,
308,Country Fresh Holding Company Inc.,Food Products,,04/29/19,,1514,,,888,,,0,,(2) (3) (5),,,,,,,,,,,,,,,,,,,
309,"Elah Holdings, Inc.",Capital Markets,,05/09/18,,111650,,,5238,,,5396,,^ (2) (3) (5),,,,,,38967,,,,37792,,,,37798,,,,(2) (3),
310,Exostar LLC - Class B,Aerospace & Defense,,07/06/20,,31407,,,0,,,20,,(2) (3) (5),,,,,,24875,,,,24527,,,,23942,,,,(2) (3),
311,Foundation Software - Class B,Construction & Engineering,,08/31/20,,11826,,,0,,,6,,(2) (3) (5),,,,,,22863,,,,21996,,,,22178,,,,(2) (3),
312,"Iracore International Holdings, Inc.",Energy Equipment & Services,,04/13/17,,28898,,,7003,,,5888,,^ (3) (5),,,,,,6700,,,,6601,,,,6465,,,,(2) (3),
313,Jill Acquisition LLC (dba J. Jill),Specialty Retail,,09/30/20,,18869,,,56,,,345,,(5),,,,,,5202,,,,5119,,,,5098,,,,(2) (3),
314,Kawa Solar Holdings Limited,Construction & Engineering,,08/17/16,,1399556,,,0,,,0,,^ (1) (3) (5),,,,,,3898,,,,3844,,,,3820,,,,(2) (3),
315,"National Spine and Pain Centers, LLC",Health Care Providers & Services,,06/02/17,,1100,,,883,,,329,,(2) (3) (5),,,,,,,,,,99879,,,,99301,,,,,
316,"Prairie Provident Resources, Inc.","Oil, Gas & Consumable Fuels",,,,3579988,,,9237,,,612,,(1) (5),,,,,,,,,,,,,,,,,,,
317,Total Vision LLC,Health Care Providers & Services,,07/15/21,,122571,,,2270,,,2260,,(2) (3) (5),,,,,,9416,,,,9030,,,,6992,,,,^ (3),
318,"Volt Bidco, Inc. (dba Power Factors)",Independent Power and Renewable Electricity Producers,,08/11/21,,3355,,,3407,,,3138,,(2) (3) (5),,,,,,12166,,,,11429,,,,11558,,,,^^ (3) (7),
319,WhiteWater Holding Company LLC,Diversified Consumer Services,,12/21/21,,23400,,,2340,,,2465,,(2) (3) (5),,,,,,12150,,,,9714,,,,1701,,,,(2) (3) (7),
320,"Yasso, Inc.",Food Products,,03/23/17,,1640,,,1368,,,2339,,(2) (3) (5),,,,,,15511,,,,0,,,,0,,,,(2) (3) (5),
321,Total Common Stock,,,,,,,80757,,,38778,,,,,,,,,17000,,,,15938,,,,16447,,,,(2) (3),
322,Warrants - 0.05,,,,,,,,,,,,,,,,,,,13890,,,,13653,,,,13439,,,,(2) (3),
323,"CloudBees, Inc.",Software,,11/24/21,,333980,,,1849,,,742,,(2) (3) (5),,,,,,4939,,,,4805,,,,4778,,,,(2) (3),
324,KDOR Holdings Inc. (dba Senneca Holdings),Building Products,,06/22/20,,59,,,0,,,0,,(2) (3) (5),,,,,,4300,,,,4032,,,,4160,,,,(2) (3),
325,KDOR Holdings Inc. (dba Senneca Holdings),Building Products,,05/29/20,,2812,,,0,,,0,,(2) (3) (5),,,,,,10000,,,,9902,,,,0,,,,(3) (7),
326,KDOR Holdings Inc. (dba Senneca Holdings),Building Products,,05/29/20,,294,,,0,,,0,,(2) (3) (5),,,,,,15305,,,,15305,,,,13315,,,,(3),
327,Total Warrants,,,,,,,1849,,,742,,,,,,,,,7412,,,,0,,,,0,,,,(3) (5),
