,Industry,Company,Investment Type,Spread Above Index,Interest Rate,Maturity Date,Principal Shares,Amortized Cost,Percentage of Net Assets,Fair Value,10
425,Health Care Providers & Services,Encorevet Group LLC+Senior loan,One stop,L +6.75(b),11.48,11/2024,57,56,0.0,55,
426,Health Care Providers & Services,Encorevet Group LLC+One stop,One stop,L +6.75(b),11.48,11/2024,56,55,0.0,54,
427,Health Care Providers & Services,Encorevet Group LLC+One stop,One stop,L +6.75(b),11.48,11/2024,32,32,0.0,31,
428,Health Care Providers & Services,Encorevet Group LLC+Senior loan,One stop,L +6.75(b),11.48,11/2024,10,10,0.0,10,
429,Health Care Providers & Services,Encorevet Group LLC+Senior loan,One stop,L +6.75(b),11.12,11/2024,27,26,0.0,26,
430,Health Care Providers & Services,Encorevet Group LLC+(5),One stop,L +6.75,N/A(6),11/2024,0,(  1  ),0.0,0,
431,Health Care Providers & Services,"ERC Topco Holdings, LLC+One stop",One stop,L +5.5(b),10.23,11/2028,9188,9119,0.4,8821,
432,Health Care Providers & Services,"ERC Topco Holdings, LLC+One stop",One stop,P +4.5(b)(d),11.15,11/2027,93,91,0.0,88,
433,Health Care Providers & Services,"ERC Topco Holdings, LLC+(5)",One stop,L +5.5,N/A(6),11/2028,0,(  3  ),0.0,(  9  ),
434,Health Care Providers & Services,Eyecare Services Partners Holdings LLC+(7)(22),One stop,L +9.25(b),5.41cash/8.25PIK,05/2023,19708,19718,0.4,9854,
435,Health Care Providers & Services,Eyecare Services Partners Holdings LLC+(7)(22),One stop,L +9.25(b),5.41cash/8.25PIK,05/2023,8646,8661,0.2,4323,
436,Health Care Providers & Services,Eyecare Services Partners Holdings LLC+(7)(22),One stop,L +9.25(b),5.41cash/8.25PIK,05/2023,7571,7585,0.2,3786,
437,Health Care Providers & Services,Eyecare Services Partners Holdings LLC+(7)(22),One stop,L +9.25(b),5.41cash/8.25PIK,05/2023,5573,5574,0.1,2786,
438,Health Care Providers & Services,Eyecare Services Partners Holdings LLC+(7)(22),One stop,L +9.25(b),5.41cash/8.25PIK,05/2023,2585,2591,0.1,1293,
439,Health Care Providers & Services,Eyecare Services Partners Holdings LLC+(7)(22),One stop,L +9.25(b),5.41cash/8.25PIK,05/2023,1660,1663,0.0,830,
440,Health Care Providers & Services,Eyecare Services Partners Holdings LLC+(7)(22),One stop,L +9.25(b),5.41cash/8.25PIK,05/2023,1227,1229,0.0,613,
441,Health Care Providers & Services,Eyecare Services Partners Holdings LLC+(7)(22),One stop,L +9.25(b),5.41cash/8.25PIK,05/2023,1081,1083,0.0,540,
442,Health Care Providers & Services,Eyecare Services Partners Holdings LLC+(7)(22),One stop,L +9.25(a)(b),5.41cash/8.25PIK,05/2023,1365,1358,0.0,568,
443,Health Care Providers & Services,Eyecare Services Partners Holdings LLC+(7)(22),One stop,L +9.25(b),5.41cash/8.25PIK,05/2023,698,699,0.0,349,
444,Health Care Providers & Services,Eyecare Services Partners Holdings LLC+(7)(22),One stop,L +9.25(b),5.41cash/8.25PIK,05/2023,432,432,0.0,216,
445,Health Care Providers & Services,Eyecare Services Partners Holdings LLC+(22),One stop,L +9.25(b),5.41cash/8.25PIK,05/2023,843,840,0.0,829,
446,Health Care Providers & Services,Eyecare Services Partners Holdings LLC+(7)(22),One stop,L +9.25(b),5.41cash/8.25PIK,05/2023,843,840,0.0,422,
447,Health Care Providers & Services,Eyecare Services Partners Holdings LLC+(22),One stop,L +9.25(b),5.61cash/8.25PIK,05/2023,1630,1630,0.1,1630,
448,Health Care Providers & Services,"FYI Optical Acquisitions, Inc. & FYI USA, Inc.+(8)(9)(12)",One stop,C +4.5(h),8.74,03/2027,11429,11494,0.5,11429,
449,Health Care Providers & Services,"FYI Optical Acquisitions, Inc. & FYI USA, Inc.+(8)(9)(12)",One stop,C +5.0(h),9.88,03/2027,89,86,0.0,89,
450,Health Care Providers & Services,"FYI Optical Acquisitions, Inc. & FYI USA, Inc.+(8)(9)(12)",One stop,C +5.0(h),9.88,03/2027,511,541,0.0,511,
451,Health Care Providers & Services,"FYI Optical Acquisitions, Inc. & FYI USA, Inc.+(8)(9)(12)",One stop,C +5.0(h),9.88,03/2027,181,183,0.0,181,
452,Health Care Providers & Services,"FYI Optical Acquisitions, Inc. & FYI USA, Inc.+(8)(12)",One stop,L +5.0(b),9.73,03/2027,74,73,0.0,74,
453,Health Care Providers & Services,"FYI Optical Acquisitions, Inc. & FYI USA, Inc.+(8)(12)",One stop,SF +5.0(l),9.70,03/2027,100,99,0.0,100,
454,Health Care Providers & Services,"FYI Optical Acquisitions, Inc. & FYI USA, Inc.+(8)(9)(12)",One stop,C +5.0(h),9.88,03/2027,750,775,0.0,750,
455,Health Care Providers & Services,Heartland Veterinary Partners LLC+Senior loan,One stop,SF +4.75(m),9.56,12/2026,842,835,0.0,825,
456,Health Care Providers & Services,Heartland Veterinary Partners LLC+Senior loan,One stop,SF +4.75(k)(l)(m),9.25,12/2026,114,113,0.0,111,
457,Health Care Providers & Services,Heartland Veterinary Partners LLC+Senior loan,One stop,SF +4.75,N/A(6),12/2026,0,0,0.0,0,
458,Health Care Providers & Services,Klick Inc.+(8)(12),Senior loan,L +4.5(b),9.23,03/2028,9972,9897,0.4,9872,
459,Health Care Providers & Services,Klick Inc.+(5)(8)(12),Senior loan,L +4.5,N/A(6),03/2026,0,(  1  ),0.0,0,
460,Health Care Providers & Services,"Krueger-Gilbert Health Physics, LLC+Senior loan",Senior loan,L +5.25(b),9.98,05/2025,2305,2299,0.1,2259,
461,Health Care Providers & Services,"Krueger-Gilbert Health Physics, LLC+Senior loan",Senior loan,L +5.25(b),9.98,05/2025,1854,1842,0.1,1817,
462,Health Care Providers & Services,"Krueger-Gilbert Health Physics, LLC+Senior loan",Senior loan,L +5.25(b),9.98,05/2025,1088,1108,0.1,1066,
463,Health Care Providers & Services,"Krueger-Gilbert Health Physics, LLC+Senior loan",Senior loan,L +5.25(b),9.98,05/2025,60,60,0.0,58,
464,Health Care Providers & Services,"Krueger-Gilbert Health Physics, LLC+Senior loan",Senior loan,L +5.25(b),9.98,05/2025,764,751,0.0,723,
465,Health Care Providers & Services,"New Look (Delaware) Corporation and NL1 AcquireCo, Inc.+(8)(9)(12)",One stop,C +5.5(h),10.38,05/2028,18060,19945,0.7,17157,
466,Health Care Providers & Services,"New Look (Delaware) Corporation and NL1 AcquireCo, Inc.+(8)(12)",One stop,L +5.5(b),10.23,05/2028,4315,4267,0.2,4099,
467,Health Care Providers & Services,"New Look (Delaware) Corporation and NL1 AcquireCo, Inc.+(8)(12)",One stop,L +5.5(b),10.23,05/2028,2809,2785,0.1,2668,
468,Health Care Providers & Services,"New Look (Delaware) Corporation and NL1 AcquireCo, Inc.+(8)(9)(12)",One stop,C +5.5(h),10.38,05/2028,1101,1185,0.0,1046,
469,Health Care Providers & Services,"New Look (Delaware) Corporation and NL1 AcquireCo, Inc.+(8)(9)(12)",One stop,C +5.5(h),10.38,05/2028,574,585,0.0,462,
470,Health Care Providers & Services,"New Look (Delaware) Corporation and NL1 AcquireCo, Inc.+(8)(9)(12)",One stop,C +5.5(h),10.38,05/2026,125,126,0.0,120,
471,Health Care Providers & Services,"New Look (Delaware) Corporation and NL1 AcquireCo, Inc.+(8)(12)",One stop,L +5.5(b),10.23,05/2026,60,60,0.0,58,
472,Health Care Providers & Services,"New Look (Delaware) Corporation and NL1 AcquireCo, Inc.+(8)(12)",One stop,L +5.5(b),10.23,05/2028,18,18,0.0,13,
473,Health Care Providers & Services,"Oliver Street Dermatology Holdings, LLC+(7)(22)",One stop,SF +11.4(l),16.13,03/2023,23658,16786,0.8,18926,
474,Health Care Providers & Services,"Oliver Street Dermatology Holdings, LLC+(22)",One stop,SF +6.25(l),10.98,03/2023,13860,13912,0.5,12890,
475,Health Care Providers & Services,"Oliver Street Dermatology Holdings, LLC+(22)",One stop,SF +6.25(l),10.98,03/2023,357,358,0.0,332,
476,Health Care Providers & Services,"Pinnacle Treatment Centers, Inc.*#+One stop",One stop,L +6.5(a),10.57,01/2026,18682,18264,0.8,18261,
477,Health Care Providers & Services,"Pinnacle Treatment Centers, Inc.*",One stop,L +6.5(a),10.57,01/2026,7534,7366,0.3,7365,
478,Health Care Providers & Services,"Pinnacle Treatment Centers, Inc.#+One stop",One stop,L +6.5(a),10.57,01/2026,1535,1501,0.1,1500,
479,Health Care Providers & Services,"Pinnacle Treatment Centers, Inc.+One stop",One stop,L +6.5(a),10.57,01/2026,693,678,0.0,677,
480,Health Care Providers & Services,"Pinnacle Treatment Centers, Inc.+One stop",One stop,L +6.5(a),10.57,01/2026,182,178,0.0,178,
481,Health Care Providers & Services,"Pinnacle Treatment Centers, Inc.+(5)",One stop,SF +6.5,N/A(6),01/2026,0,(  5  ),0.0,(  5  ),
482,Health Care Providers & Services,"Pinnacle Treatment Centers, Inc.+One stop",One stop,L +6.5(a),10.57,01/2026,105,102,0.0,102,
483,Health Care Providers & Services,"Pinnacle Treatment Centers, Inc.+One stop",One stop,L +6.5(a),10.57,01/2026,37,36,0.0,36,
484,Health Care Providers & Services,"Pinnacle Treatment Centers, Inc.+One stop",One stop,SF +6.5(k),10.92,01/2026,2198,2149,0.1,2148,
485,Health Care Providers & Services,"Pinnacle Treatment Centers, Inc.+One stop",One stop,L +6.5(a),10.57,01/2026,1155,1129,0.0,1129,
486,Health Care Providers & Services,"PPT Management Holdings, LLC+(7)(22)",One stop,L +8.5(a),10.33cash/2.50PIK,01/2023,27082,25482,0.8,20311,
487,Health Care Providers & Services,"PPT Management Holdings, LLC+(7)(22)",One stop,L +8.5(a),10.33cash/2.50PIK,01/2023,328,310,0.0,246,
488,Health Care Providers & Services,"PPT Management Holdings, LLC+(7)(22)",One stop,L +10.5(a),10.33cash/4.50PIK,01/2023,302,282,0.0,226,
489,Health Care Providers & Services,"PPT Management Holdings, LLC+(7)(22)",One stop,L +8.5(a),10.33cash/2.50PIK,01/2023,194,183,0.0,146,
490,Health Care Providers & Services,"PPT Management Holdings, LLC+(7)(22)",One stop,L +8.5(a),10.33cash/2.50PIK,01/2023,96,88,0.0,72,
491,Health Care Providers & Services,"PPT Management Holdings, LLC+One stop",One stop,L +10.5,N/A(6),01/2023,0,0,0.0,0,
492,Health Care Providers & Services,"Suveto Buyer, LLC+One stop",One stop,L +5.0(a),9.38,09/2027,18298,18089,0.7,16962,
493,Health Care Providers & Services,"Suveto Buyer, LLC+One stop",One stop,L +5.0(a),9.38,09/2027,113,112,0.0,104,
494,Health Care Technology,Health Care Technology,One stop,,,,,,,,
495,Health Care Technology,Alegeus Technologies Holdings Corp.+Senior loan,One stop,L +8.25(b),10.95,09/2024,374,373,0,374,
496,Health Care Technology,"Coding Solutions Acquisition, Inc.+One stop",One stop,SF +5.5(k),9.82,05/2028,5235,5188,0.2,5235,
497,Health Care Technology,"Coding Solutions Acquisition, Inc.+One stop",One stop,SF +5.5(k),9.82,05/2028,14,14,0.0,14,
498,Health Care Technology,"Coding Solutions Acquisition, Inc.+(5)",One stop,SF +5.5,N/A(6),05/2028,0,(  7  ),0.0,0,
499,Health Care Technology,"Color Intermediate, LLC+One stop",One stop,SF +5.5(l),10.18,10/2029,11724,11497,0.4,11255,
500,Health Care Technology,"Connexin Software, Inc.+One stop",One stop,L +8.5(b),13.23,02/2024,9465,9481,0.4,9465,
501,Health Care Technology,"Connexin Software, Inc.+One stop",One stop,SF +8.5,N/A(6),02/2024,0,0,0.0,0,
502,Health Care Technology,"ESO Solution, Inc.+One stop",One stop,SF +7.0(l),11.59,05/2027,7549,7495,0.3,7549,
503,Health Care Technology,"ESO Solution, Inc.+(5)",One stop,SF +7.0,N/A(6),03/2027,0,(  1  ),0.0,0,
504,Health Care Technology,"HSI Halo Acquisition, Inc.+One stop",One stop,SF +5.75(m),9.83,08/2026,6170,6147,0.2,6046,
505,Health Care Technology,"HSI Halo Acquisition, Inc.+One stop",One stop,SF +5.75(m),9.83,08/2026,2941,2913,0.1,2883,
506,Health Care Technology,"HSI Halo Acquisition, Inc.+One stop",One stop,SF +5.75(m),9.83,08/2026,1938,1925,0.1,1899,
507,Health Care Technology,"HSI Halo Acquisition, Inc.+One stop",One stop,SF +5.75(m),9.84,08/2026,1352,1334,0.1,1325,
508,Health Care Technology,"HSI Halo Acquisition, Inc.+One stop",One stop,SF +5.75(m),9.83,08/2026,633,629,0.0,620,
509,Health Care Technology,"HSI Halo Acquisition, Inc.+One stop",One stop,SF +5.75(l)(m),10.26,09/2025,64,63,0.0,63,
510,Health Care Technology,"HSI Halo Acquisition, Inc.+One stop",One stop,SF +5.75(m),9.86,08/2026,132,130,0.0,129,
511,Health Care Technology,"HSI Halo Acquisition, Inc.+(22)",One stop,No Value,10.00,08/2026,18,18,0.0,26,
512,Health Care Technology,"Nextech Holdings, LLC+One stop",One stop,L +5.25(b),9.66,06/2025,3921,3957,0.2,3881,
513,Health Care Technology,"Nextech Holdings, LLC+One stop",One stop,L +5.25(b),9.66,06/2025,1912,1904,0.1,1893,
514,Health Care Technology,"Nextech Holdings, LLC+One stop",One stop,L +5.25(b),9.99,06/2025,100,99,0.0,94,
515,Health Care Technology,Plasma Buyer LLC+One stop,One stop,SF +5.75(k),10.07,05/2029,5390,5292,0.2,5228,
516,Health Care Technology,Plasma Buyer LLC+(5),One stop,SF +5.75,N/A(6),05/2028,0,(  1  ),0.0,(  1  ),
517,Health Care Technology,Plasma Buyer LLC+(5),One stop,SF +5.75,N/A(6),05/2029,0,(  13  ),0.0,(  42  ),
518,Health Care Technology,"Qgenda Intermediate Holdings, LLC+One stop",One stop,L +5.0(b),9.73,06/2025,14929,14929,0.6,14630,
519,Health Care Technology,"Qgenda Intermediate Holdings, LLC#",One stop,L +5.0(b),9.73,06/2025,12163,12096,0.5,11920,
520,Health Care Technology,"Qgenda Intermediate Holdings, LLC+One stop",One stop,L +5.0(b),9.73,06/2025,1451,1446,0.1,1422,
521,Health Care Technology,"Qgenda Intermediate Holdings, LLC#",One stop,L +5.0(b),9.73,06/2025,970,970,0.0,951,
522,Health Care Technology,"Qgenda Intermediate Holdings, LLC+(5)",One stop,L +5.0,N/A(6),06/2025,0,0,0.0,(  4  ),
523,Health Care Technology,"Tebra Technologies, Inc.+(22)",One stop,SF +8.0(k),8.92cash/3.50PIK,06/2025,10479,10337,0.4,10479,
524,Health Care Technology,"Tebra Technologies, Inc.+(22)",One stop,SF +8.0(k),8.92cash/3.50PIK,06/2025,10200,9750,0.4,10200,
525,Health Care Technology,"Tebra Technologies, Inc.+(22)",One stop,SF +8.0(k),8.92cash/3.50PIK,06/2025,6720,6532,0.3,6720,
526,Health Care Technology,"Tebra Technologies, Inc.+(22)",One stop,SF +8.0(k),8.92cash/3.50PIK,06/2025,1728,1706,0.1,1728,
527,Health Care Technology,"Tebra Technologies, Inc.+(22)",One stop,SF +8.0(k),8.92cash/3.50PIK,06/2025,1536,1505,0.1,1536,
528,Health Care Technology,"Tebra Technologies, Inc.+(22)",One stop,SF +8.0(k),8.92cash/3.50PIK,06/2025,1152,1137,0.0,1152,
529,Health Care Technology,"Tebra Technologies, Inc.+(22)",One stop,SF +8.0(k),8.92cash/3.50PIK,06/2025,960,947,0.0,960,
530,Health Care Technology,"Tebra Technologies, Inc.+(22)",One stop,SF +8.0(k),8.92cash/3.50PIK,06/2025,768,758,0.0,768,
531,Health Care Technology,"Tebra Technologies, Inc.+(22)",One stop,SF +8.0(k),8.92cash/3.50PIK,06/2025,153,151,0.0,153,
532,Health Care Technology,"Tebra Technologies, Inc.+(22)",One stop,SF +8.0(k),8.92cash/3.50PIK,06/2025,82,80,0.0,82,
533,Health Care Technology,"Transaction Data Systems, Inc.*#+One stop",One stop,L +4.5(b),9.23,02/2026,66067,65349,2.6,64746,
534,Health Care Technology,"Transaction Data Systems, Inc.+(5)",One stop,L +4.5,N/A(6),02/2026,0,(  4  ),0.0,(  6  ),
535,Health Care Technology,"Veranex, Inc.+Senior loan",One stop,SF +4.75(m),7.52,04/2028,3170,3142,0.1,3011,
536,Health Care Technology,"Veranex, Inc.+(5)",Senior loan,P +3.75,N/A(6),04/2028,0,0,0.0,(  3  ),
537,Health Care Technology,"Veranex, Inc.+Senior loan",Senior loan,SF +4.75(l)(m),9.47,04/2028,25,24,0.0,13,
538,"Hotels, Restaurants & Leisure","Hotels, Restaurants & Leisure",Senior loan,,,,,,,,
539,"Hotels, Restaurants & Leisure","Barteca Restaurants, LLC#",One stop,SF +6.0(m),9.19,08/2028,7659,7588,0.3,7659,
540,"Hotels, Restaurants & Leisure","Barteca Restaurants, LLC+(5)",One stop,SF +6.0,N/A(6),08/2028,0,(  1  ),0.0,0,
541,"Hotels, Restaurants & Leisure","Barteca Restaurants, LLC+(5)",One stop,SF +6.0,N/A(6),08/2028,0,(  19  ),0.0,0,
542,"Hotels, Restaurants & Leisure",BJH Holdings III Corp.*#+One stop,One stop,L +4.5(a),8.46,08/2025,50571,51252,2.0,49055,
543,"Hotels, Restaurants & Leisure",BJH Holdings III Corp.+One stop,One stop,L +4.5(a)(b),8.74,08/2025,390,386,0.0,366,
544,"Hotels, Restaurants & Leisure","Davidson Hotel Company, LLC+One stop",One stop,L +5.25(a),9.63,07/2024,7074,7064,0.3,7074,
545,"Hotels, Restaurants & Leisure","Davidson Hotel Company, LLC+One stop",One stop,L +5.25(a),9.63,07/2024,1089,1088,0.0,1089,
546,"Hotels, Restaurants & Leisure","Davidson Hotel Company, LLC+One stop",One stop,L +5.25,N/A(6),07/2024,0,0,0.0,0,
547,"Hotels, Restaurants & Leisure","EOS Fitness Opco Holdings, LLC*#+One stop",One stop,SF +4.75(m),9.79,01/2026,9368,9376,0.4,9368,
548,"Hotels, Restaurants & Leisure","EOS Fitness Opco Holdings, LLC+One stop",One stop,SF +4.75(m),9.79,01/2026,894,895,0.0,894,
549,"Hotels, Restaurants & Leisure","EOS Fitness Opco Holdings, LLC+One stop",One stop,SF +4.75(m),9.73,01/2026,32,32,0.0,32,
550,"Hotels, Restaurants & Leisure","EOS Fitness Opco Holdings, LLC+(5)",One stop,SF +4.75,N/A(6),01/2026,0,(  11  ),0.0,0,
551,"Hotels, Restaurants & Leisure","ESN Venture Holdings, LLC+One stop",One stop,SF +6.5(l),11.08,10/2028,3652,3603,0.1,3606,
552,"Hotels, Restaurants & Leisure","ESN Venture Holdings, LLC+One stop",One stop,SF +6.5(l),11.06,10/2028,16,14,0.0,15,
553,"Hotels, Restaurants & Leisure","ESN Venture Holdings, LLC+(5)",One stop,SF +6.5,N/A(6),10/2028,0,(  30  ),0.0,(  23  ),
554,"Hotels, Restaurants & Leisure",Freddy's Frozen Custard LLC+One stop,One stop,L +5.0(b),9.73,03/2027,9136,9073,0.4,9136,
555,"Hotels, Restaurants & Leisure",Freddy's Frozen Custard LLC+One stop,One stop,L +5.0,N/A(6),03/2027,0,0,0.0,0,
556,"Hotels, Restaurants & Leisure",Harri US LLC+(22),One stop,L +10.0(b),10.59cash/4.00PIK,08/2026,812,733,0.0,815,
557,"Hotels, Restaurants & Leisure",Harri US LLC+One stop,One stop,SF +10.0,N/A(6),08/2026,0,0,0.0,0,
558,"Hotels, Restaurants & Leisure",Harri US LLC+(5),One stop,SF +10.0,N/A(6),08/2026,0,(  3  ),0.0,3,
559,"Hotels, Restaurants & Leisure",Harri US LLC+(22),One stop,SF +10.0(l),10.64cash/4.00PIK,08/2026,552,550,0.0,554,
560,"Hotels, Restaurants & Leisure","Health Buyer, LLC+Senior loan",One stop,SF +5.25(l)(m),10.29,04/2029,2597,2562,0.1,2493,
561,"Hotels, Restaurants & Leisure","Health Buyer, LLC+Senior loan",One stop,SF +5.25(k),9.66,04/2028,17,17,0.0,16,
562,"Hotels, Restaurants & Leisure","SSRG Holdings, LLC+One stop",One stop,SF +4.75(l),9.48,11/2025,998,988,0.0,988,
563,"Hotels, Restaurants & Leisure","SSRG Holdings, LLC+One stop",One stop,SF +4.75(l),9.48,11/2025,20,20,0.0,19,
564,"Hotels, Restaurants & Leisure","Tropical Smoothie Cafe Holdings, LLC+One stop",One stop,SF +5.25(l),9.49,09/2026,19900,19729,0.8,19701,
565,"Hotels, Restaurants & Leisure","Tropical Smoothie Cafe Holdings, LLC*#",One stop,SF +5.25(k)(l),9.74,09/2026,13695,13562,0.6,13558,
566,"Hotels, Restaurants & Leisure","Tropical Smoothie Cafe Holdings, LLC#",One stop,SF +5.25(k)(l),9.50,09/2026,5501,5450,0.2,5446,
567,"Hotels, Restaurants & Leisure","Tropical Smoothie Cafe Holdings, LLC+(5)",One stop,SF +4.25,N/A(6),09/2026,0,(  1  ),0.0,(  1  ),
568,Household Durables,Household Durables,One stop,,,,,,,,
569,Household Durables,Groundworks LLC+Senior loan,One stop,L +4.75(b),9.48,01/2026,4603,4561,0.2,4603,
570,Household Durables,Groundworks LLC+Senior loan,One stop,L +4.75(b),9.48,01/2026,1800,1783,0.1,1800,
571,Household Durables,Groundworks LLC+Senior loan,One stop,L +4.75(b),9.48,01/2026,1200,1191,0.1,1200,
572,Household Durables,Groundworks LLC+Senior loan,One stop,L +4.75(b),9.48,01/2026,1069,1058,0.0,1069,
573,Household Durables,Groundworks LLC+Senior loan,One stop,L +4.75(b),9.48,01/2026,82,81,0.0,82,
574,Household Durables,Groundworks LLC+Senior loan,One stop,L +4.75(b),9.48,01/2026,56,52,0.0,56,
575,Household Durables,Groundworks LLC+Senior loan,One stop,L +4.75,N/A(6),01/2026,0,0,0.0,0,
576,Household Products,Household Products,One stop,,,,,,,,
577,Household Products,"WU Holdco, Inc.#+One stop",One stop,L +5.5(b),10.23,03/2026,3732,3776,0.1,3582,
578,Household Products,"WU Holdco, Inc.+One stop",One stop,L +5.5(b),10.23,03/2026,1315,1315,0.1,1262,
579,Household Products,"WU Holdco, Inc.+One stop",One stop,L +5.5(b),10.23,03/2026,342,339,0.0,328,
580,Household Products,"WU Holdco, Inc.+One stop",One stop,L +5.5(b),10.20,03/2025,26,25,0.0,24,
581,Industrial Conglomerates,Industrial Conglomerates,One stop,,,,,,,,
582,Industrial Conglomerates,Arch Global CCT Holdings Corp.#+Senior loan,One stop,L +4.75(b),9.16,04/2026,2349,2391,0.1,2324,
583,Industrial Conglomerates,Arch Global CCT Holdings Corp.+Senior loan,One stop,L +4.75(b),9.48,04/2026,135,134,0.0,133,
584,Industrial Conglomerates,Arch Global CCT Holdings Corp.+Senior loan,One stop,L +4.75(b),9.46,04/2026,100,100,0.0,98,
585,Industrial Conglomerates,Arch Global CCT Holdings Corp.+Senior loan,One stop,L +4.75,N/A(6),04/2025,0,0,0.0,0,
586,Industrial Conglomerates,"Dwyer Instruments, Inc.+One stop",One stop,L +6.0(b),10.73,07/2027,3912,3842,0.2,3912,
587,Industrial Conglomerates,"Dwyer Instruments, Inc.+One stop",One stop,L +6.0(b),10.73,07/2027,7,6,0.0,7,
588,Industrial Conglomerates,"Dwyer Instruments, Inc.+(5)",One stop,L +6.0,N/A(6),07/2027,0,(  9  ),0.0,0,
589,Industrial Conglomerates,Essential Services Holdings Corporation+One stop,One stop,L +5.75(a)(b),9.82,11/2026,1496,1485,0.1,1466,
590,Industrial Conglomerates,Essential Services Holdings Corporation+(5),One stop,L +5.75,N/A(6),11/2025,0,(  1  ),0.0,(  1  ),
591,Industrial Conglomerates,Excelitas Technologies Corp.+One stop,One stop,SF +5.75(l),10.12,08/2029,7131,6994,0.3,7060,
592,Industrial Conglomerates,Excelitas Technologies Corp.+(8)(9),One stop,E +5.75(e),7.55,08/2029,1261,1194,0.0,1249,
593,Industrial Conglomerates,Excelitas Technologies Corp.+One stop,One stop,SF +5.75(d)(l),10.70,08/2028,126,124,0.0,124,
594,Industrial Conglomerates,Excelitas Technologies Corp.+(5),One stop,SF +5.75,N/A(6),08/2029,0,(  13  ),0.0,(  14  ),
595,Industrial Conglomerates,Madison Safety & Flow LLC+Senior loan,One stop,SF +4.6(k),8.86,03/2025,439,439,0.0,439,
596,Industrial Conglomerates,Madison Safety & Flow LLC+Senior loan,One stop,SF +4.6(k),8.92,03/2025,1,1,0.0,1,
597,Industrial Conglomerates,Specialty Measurement Bidco Limited+(8)(10),One stop,L +5.5(b),10.23,11/2027,7961,7808,0.3,7881,
598,Industrial Conglomerates,Specialty Measurement Bidco Limited+(8)(9)(10),One stop,E +5.5(e),7.45,11/2027,7159,7840,0.3,7088,
599,Industrial Conglomerates,Specialty Measurement Bidco Limited+(5)(8)(9)(10),One stop,SN +5.5,N/A(6),11/2027,0,(  79  ),0.0,(  35  ),
600,Insurance,Insurance,One stop,,,,,,,,
601,Insurance,"Alera Group, Inc.+One stop",One stop,SF +6.0(k),10.42,10/2028,25306,25098,1.0,24547,
602,Insurance,"Alera Group, Inc.+One stop",One stop,SF +6.0(k),10.42,10/2028,7192,7102,0.3,6976,
603,Insurance,"Alera Group, Inc.+One stop",One stop,SF +6.0(k),10.42,10/2028,612,608,0.0,594,
604,Insurance,"AMBA Buyer, Inc.+One stop",One stop,SF +5.25(m),9.33,07/2027,3180,3156,0.1,3117,
605,Insurance,"AMBA Buyer, Inc.+One stop",One stop,SF +5.25(m),9.33,07/2027,947,944,0.0,928,
606,Insurance,"AMBA Buyer, Inc.+One stop",One stop,SF +5.25(m),9.33,07/2027,788,781,0.0,772,
607,Insurance,"AMBA Buyer, Inc.+One stop",One stop,SF +5.25,N/A(6),07/2027,0,0,0.0,0,
608,Insurance,"AMBA Buyer, Inc.+(5)",One stop,SF +5.25,N/A(6),07/2027,0,0,0.0,(  2  ),
609,Insurance,"Captive Resources Midco, LLC+(22)",One stop,SF +5.75(k),4.78cash/5.29PIK,07/2029,9788,9606,0.4,9592,
610,Insurance,"Captive Resources Midco, LLC+(5)",One stop,SF +5.75,N/A(6),07/2028,0,(  3  ),0.0,(  4  ),
611,Insurance,"Integrity Marketing Acquisition, LLC+Senior loan",One stop,L +6.05(c),11.28,08/2025,3039,3003,0.1,2976,
612,Insurance,"Integrity Marketing Acquisition, LLC+One stop",One stop,L +5.8(b),10.56,08/2025,2415,2408,0.1,2351,
613,Insurance,"Integrity Marketing Acquisition, LLC+Senior loan",One stop,L +6.05(c),11.23,08/2025,1513,1495,0.1,1482,
614,Insurance,"Integrity Marketing Acquisition, LLC+Senior loan",One stop,L +5.8(b)(c),10.27,08/2025,772,767,0.0,751,
615,Insurance,"Integrity Marketing Acquisition, LLC+One stop",One stop,L +5.8(c),10.85,08/2025,467,463,0.0,455,
616,Insurance,"Integrity Marketing Acquisition, LLC+Senior loan",One stop,L +6.05(c),10.08,08/2025,244,242,0.0,239,
617,Insurance,"Integrity Marketing Acquisition, LLC+Senior loan",One stop,L +6.02(c),10.68,08/2025,184,182,0.0,180,
618,Insurance,"Integrity Marketing Acquisition, LLC+(5)",One stop,SF +6.5,N/A(6),08/2025,0,0,0.0,(  2  ),
619,Insurance,"Integrity Marketing Acquisition, LLC+One stop",One stop,SF +6.02(l)(m),10.37,08/2025,1755,1717,0.1,1694,
620,Insurance,"J.S. Held Holdings, LLC#+One stop",One stop,L +5.5(b),10.23,07/2025,6405,6387,0.3,6341,
621,Insurance,"J.S. Held Holdings, LLC+One stop",One stop,L +5.5(b),10.23,07/2025,1474,1456,0.1,1459,
622,Insurance,"J.S. Held Holdings, LLC+One stop",One stop,SF +5.5(l),10.23,07/2025,1426,1404,0.1,1412,
623,Insurance,"J.S. Held Holdings, LLC+One stop",One stop,SF +5.5(l),10.23,07/2025,118,114,0.0,113,
624,Insurance,"J.S. Held Holdings, LLC+One stop",One stop,L +5.5(b)(d),10.53,07/2025,252,249,0.0,248,
625,Insurance,Keystone Agency Partners LLC+Senior loan,One stop,SF +6.25(l),10.98,05/2027,2843,2805,0.1,2786,
