,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
460,Eyecare Services Partners Holdings LLC  *,One stop,L + 6.25,(c),8.58,05/2023,99.0,,99,,,0.0,,,97,,
461,Eyecare Services Partners Holdings LLC,One stop,L + 6.25,(c),8.69,05/2023,72.0,,62,,,0.0,,,71,,
462,Eyecare Services Partners Holdings LLC  *,One stop,L + 6.25,(c),8.58,05/2023,57.0,,57,,,0.0,,,56,,
463,Eyecare Services Partners Holdings LLC  *,One stop,L + 6.25,(c),8.58,05/2023,50.0,,50,,,0.0,,,49,,
464,Eyecare Services Partners Holdings LLC  *,One stop,L + 6.25,(c),8.58,05/2023,32.0,,29,,,0.0,,,32,,
465,"G & H Wire Company, Inc.  ^",One stop,L + 5.75,(a),8.15,09/2023,4982.0,,4932,,,0.5,,,4982,,
466,"G & H Wire Company, Inc.  (5)",One stop,L + 5.75,,N/A  (6),09/2022,0.0,,(1,,,0.0,,,0,,
467,"Immucor, Inc.",Senior loan,L + 5.00,(c),7.33,06/2021,1585.0,,1573,,,0.2,,,1583,,
468,"Joerns Healthcare, LLC  ^*(7)",One stop,L + 6.00,(c),8.52,05/2020,3200.0,,3201,,,0.2,,,1760,,
469,"Joerns Healthcare, LLC  *",One stop,L + 6.00,,8.40,10/2019,297.0,,297,,,0.0,,,297,,
470,"Joerns Healthcare, LLC  ^*",One stop,L + 6.00,(a),8.40,10/2019,297.0,,296,,,0.0,,,297,,
471,"Katena Holdings, Inc.  ^",One stop,L + 5.50,(c),7.83,06/2021,8457.0,,8416,,,0.9,,,8457,,
472,"Katena Holdings, Inc.  ^",One stop,L + 5.50,(c),7.83,06/2021,826.0,,822,,,0.1,,,826,,
473,"Katena Holdings, Inc.",One stop,L + 5.50,(c),7.83,06/2021,564.0,,559,,,0.1,,,564,,
474,"Katena Holdings, Inc.",One stop,P + 4.50,(f),10.00,06/2021,25.0,,25,,,0.0,,,25,,
475,"Krueger-Gilbert Health Physics, LLC  ~",One stop,L + 4.75,(a),7.17,05/2025,2259.0,,2237,,,0.2,,,2236,,
476,"Krueger-Gilbert Health Physics, LLC  (5)",One stop,L + 4.75,,N/A  (6),05/2025,0.0,,0,,,0.0,,,(1,,
477,"Krueger-Gilbert Health Physics, LLC  (5)",One stop,L + 4.75,,N/A  (6),05/2025,0.0,,(3,,,0.0,,,(3,,
478,"Lombart Brothers, Inc.  ^*",One stop,L + 6.25,(c),8.58,04/2023,13554.0,,13356,,,1.4,,,13554,,
479,"Lombart Brothers, Inc.  ^(8)(9)",One stop,L + 6.25,(c),8.58,04/2023,1635.0,,1610,,,0.2,,,1635,,
480,"Lombart Brothers, Inc.",One stop,P + 5.00,(f),10.50,04/2023,62.0,,60,,,0.0,,,62,,
481,"Lombart Brothers, Inc.  (8)(9)",One stop,P + 5.00,(f),10.50,04/2023,9.0,,9,,,0.0,,,9,,
482,"Healthcare, Education, and Childcare - (continued)",,,,,,,,,,,,,,,,
483,"MD Now Holdings, Inc.  ~",One stop,L + 5.00,(c),7.33,08/2024,,7711,,,7581,,,0.8,,,7711.0
484,"MD Now Holdings, Inc.  (5)",One stop,L + 5.00,,N/A  (6),08/2024,0.0,,(1,,,0.0,,,0,,
485,"MD Now Holdings, Inc.  (5)",One stop,L + 5.00,,N/A  (6),08/2024,0.0,,(1,,,0.0,,,0,,
486,"MWD Management, LLC & MWD Services, Inc.  *",One stop,L + 5.25,(c),7.58,06/2023,5821.0,,5772,,,0.6,,,5588,,
487,"MWD Management, LLC & MWD Services, Inc.  ^",One stop,L + 5.25,(c),7.58,06/2023,227.0,,226,,,0.0,,,218,,
488,"MWD Management, LLC & MWD Services, Inc.  (5)",One stop,L + 5.25,,N/A  (6),06/2022,0.0,,(1,,,0.0,,,(3,,
489,"Oliver Street Dermatology Holdings, LLC  ~",One stop,L + 6.25,(c),7.58 cash/1.00 PIK,05/2022,9742.0,,9598,,,0.9,,,8281,,
490,"Oliver Street Dermatology Holdings, LLC  ~",One stop,L + 6.25,(c),7.58 cash/1.00 PIK,05/2022,983.0,,973,,,0.1,,,835,,
491,"Oliver Street Dermatology Holdings, LLC  *",One stop,L + 7.25,(c),8.58 cash/1.00 PIK,05/2022,219.0,,217,,,0.0,,,186,,
492,"Oliver Street Dermatology Holdings, LLC  ^",One stop,L + 6.25,(c),7.58 cash/1.00 PIK,05/2022,157.0,,156,,,0.0,,,134,,
493,"Oliver Street Dermatology Holdings, LLC",One stop,L + 6.25,(c)(f),7.58 cash/1.00 PIK,05/2022,142.0,,141,,,0.0,,,121,,
494,"Oliver Street Dermatology Holdings, LLC  *",One stop,L + 7.25,(c),8.58 cash/1.00 PIK,05/2022,139.0,,138,,,0.0,,,118,,
495,"Oliver Street Dermatology Holdings, LLC  *",One stop,L + 7.25,(c),8.58 cash/1.00 PIK,05/2022,121.0,,120,,,0.0,,,103,,
496,"Oliver Street Dermatology Holdings, LLC  ^",One stop,L + 6.25,(c),7.58 cash/1.00 PIK,05/2022,94.0,,93,,,0.0,,,80,,
497,"Oliver Street Dermatology Holdings, LLC  *",One stop,L + 7.25,(c),8.58 cash/1.00 PIK,05/2022,82.0,,81,,,0.0,,,69,,
498,"Oliver Street Dermatology Holdings, LLC  ~",One stop,L + 7.25,(c),8.58 cash/1.00 PIK,05/2022,50.0,,50,,,0.0,,,43,,
499,"Oliver Street Dermatology Holdings, LLC  ^",One stop,L + 7.25,(c),8.58 cash/1.00 PIK,05/2022,48.0,,47,,,0.0,,,40,,
500,"Oliver Street Dermatology Holdings, LLC  *",One stop,L + 7.25,(c),8.58 cash/1.00 PIK,05/2022,43.0,,43,,,0.0,,,37,,
501,"Oliver Street Dermatology Holdings, LLC  ^",One stop,L + 7.25,(c),8.58 cash/1.00 PIK,05/2022,34.0,,33,,,0.0,,,29,,
502,"Oliver Street Dermatology Holdings, LLC  ^",One stop,L + 7.25,(c),8.58 cash/1.00 PIK,05/2022,31.0,,31,,,0.0,,,26,,
503,"ONsite Mammography, LLC",One stop,L + 6.75,(a),9.15,11/2023,3041.0,,2987,,,0.3,,,3041,,
504,"ONsite Mammography, LLC",One stop,L + 6.75,(a)(d),9.21,11/2023,53.0,,52,,,0.0,,,53,,
505,"ONsite Mammography, LLC",One stop,L + 6.75,(a)(d),9.38,11/2023,8.0,,7,,,0.0,,,8,,
506,"Pinnacle Treatment Centers, Inc.",One stop,L + 5.75,(c),8.33,08/2021,9804.0,,9680,,,1.0,,,9804,,
507,"Pinnacle Treatment Centers, Inc.  ~",One stop,L + 5.75,(c),8.33,08/2021,363.0,,360,,,0.1,,,363,,
508,"Pinnacle Treatment Centers, Inc.",One stop,L + 5.75,(c),8.33,08/2021,95.0,,94,,,0.0,,,95,,
509,"Pinnacle Treatment Centers, Inc.  ^",One stop,L + 5.75,(c),8.33,08/2021,54.0,,54,,,0.0,,,54,,
510,"Pinnacle Treatment Centers, Inc.",One stop,L + 5.75,(c),8.33,08/2021,33.0,,32,,,0.0,,,33,,
511,"Pinnacle Treatment Centers, Inc.",One stop,L + 5.75,(c),8.33,08/2021,33.0,,31,,,0.0,,,33,,
512,"PPT Management Holdings, LLC",One stop,L + 7.50,(a),5.94 cash/4.00 PIK,12/2022,11320.0,,10834,,,1.0,,,9605,,
513,"PPT Management Holdings, LLC",One stop,L + 7.50,(a),5.94 cash/4.00 PIK,12/2022,149.0,,149,,,0.0,,,127,,
514,"PPT Management Holdings, LLC",One stop,L + 7.50,(a),5.94 cash/4.00 PIK,12/2022,88.0,,88,,,0.0,,,75,,
515,"PPT Management Holdings, LLC",One stop,L + 7.50,(a),5.94 cash/4.00 PIK,12/2022,43.0,,35,,,0.0,,,36,,
516,"PPT Management Holdings, LLC  (5)",One stop,L + 7.50,(a),5.94 cash/4.00 PIK,12/2022,8.0,,5,,,0.0,,,(23,,
517,"Pyramid Healthcare, Inc.  *",One stop,L + 6.50,(b)(c),8.83,08/2020,1139.0,,1132,,,0.1,,,1139,,
518,"Pyramid Healthcare, Inc.",One stop,L + 6.50,(c),9.01,08/2020,75.0,,74,,,0.0,,,75,,
519,"Pyramid Healthcare, Inc.",One stop,L + 6.50,,N/A  (6),08/2020,0.0,,0,,,0.0,,,0,,
520,"Riverchase MSO, LLC  *",Senior loan,L + 5.75,(c),8.08,10/2022,4893.0,,4851,,,0.5,,,4893,,
521,"Riverchase MSO, LLC",Senior loan,L + 5.75,(a),8.15,10/2022,10.0,,10,,,0.0,,,10,,
522,RXH Buyer Corporation  ^*~,One stop,L + 5.75,(c),8.08,09/2021,16951.0,,16826,,,1.8,,,16951,,
523,RXH Buyer Corporation  *,One stop,L + 5.75,(c),8.08,09/2021,1918.0,,1905,,,0.2,,,1918,,
524,RXH Buyer Corporation,One stop,L + 5.75,(c)(f),9.14,09/2021,79.0,,77,,,0.0,,,79,,
525,"SLMP, LLC  ^",One stop,L + 6.00,(a),8.40,05/2023,7457.0,,7343,,,0.8,,,7457,,
526,"SLMP, LLC  ^",One stop,L + 6.00,(a),8.40,05/2023,294.0,,291,,,0.0,,,294,,
527,"Healthcare, Education, and Childcare - (continued)",,,,,,,,,,,,,,,,
528,"SLMP, LLC",Subordinated debt,No Value,,7.50 PIK,05/2027,,97,,,97,,,0.0,,,97.0
529,"SLMP, LLC  (5)",One stop,L + 6.00,,N/A  (6),05/2023,0.0,,(1,,,0.0,,,0,,
530,"SLMP, LLC  (5)",One stop,L + 6.00,,N/A  (6),05/2023,0.0,,(1,,,0.0,,,0,,
531,"Spear Education, LLC  ^",One stop,L + 5.75,(c),8.35,08/2019,4561.0,,4559,,,0.5,,,4561,,
532,"Spear Education, LLC  *",One stop,L + 5.75,(c),8.35,08/2019,73.0,,73,,,0.0,,,73,,
533,"Spear Education, LLC",One stop,L + 5.75,,N/A  (6),08/2019,0.0,,0,,,0.0,,,0,,
534,"Summit Behavioral Healthcare, LLC  ^",Senior loan,L + 4.75,(d),7.44,10/2023,8711.0,,8617,,,0.9,,,8711,,
535,"Summit Behavioral Healthcare, LLC",Senior loan,L + 4.75,(c)(d),7.39,10/2023,140.0,,138,,,0.0,,,140,,
536,"Summit Behavioral Healthcare, LLC",Senior loan,L + 4.75,(d),7.43,10/2023,27.0,,25,,,0.0,,,27,,
537,"WHCG Management, LLC  *",Senior loan,L + 5.00,(c),7.33,03/2023,2352.0,,2333,,,0.2,,,2211,,
538,"WHCG Management, LLC",Senior loan,L + 5.00,(c),7.43,03/2023,100.0,,99,,,0.0,,,94,,
539,"WHCG Management, LLC  (5)",Senior loan,L + 5.00,,N/A  (6),03/2023,0.0,,(2,,,0.0,,,0,,
540,"WIRB-Copernicus Group, Inc.  ^*~",Senior loan,L + 4.25,(c),6.58,08/2022,10922.0,,10867,,,1.1,,,10922,,
541,"WIRB-Copernicus Group, Inc.  (5)",Senior loan,L + 4.25,,N/A  (6),08/2022,0.0,,(1,,,0.0,,,0,,
542,"WIRB-Copernicus Group, Inc.  (5)",Senior loan,L + 4.25,,N/A  (6),08/2022,0.0,,(1,,,0.0,,,0,,
543,"Home and Office Furnishings, Housewares, and Durable Consumer",,,,,,,,,,,,,,,,
544,1A Smart Start LLC  ~,Senior loan,L + 4.50,(c),6.83,02/2022,846.0,,845,,,0.1,,,846,,
545,CST Buyer Company  ^,One stop,L + 5.00,(a),7.40,03/2023,2357.0,,2313,,,0.2,,,2357,,
546,CST Buyer Company,One stop,L + 5.00,,N/A  (6),03/2023,0.0,,0,,,0.0,,,0,,
547,"Plano Molding Company, LLC  ^",One stop,L + 7.00,(a),9.40,05/2021,9973.0,,9893,,,1.0,,,9573,,
548,Insurance,,,,,,,,,,,,,,,,
549,"Captive Resources Midco, LLC  ^*~",One stop,L + 6.00,(c),8.20,05/2025,35965.0,,35212,,,3.7,,,35515,,
550,"Captive Resources Midco, LLC  (5)",One stop,L + 6.00,,N/A  (6),05/2025,0.0,,(30,,,0.0,,,(18,,
551,"Captive Resources Midco, LLC  (5)",One stop,L + 6.00,,N/A  (6),05/2025,0.0,,(32,,,0.0,,,(24,,
552,"Integrity Marketing Acquisition, LLC  ~",Senior loan,L + 4.25,(c)(f),6.58,11/2025,1729.0,,1721,,,0.2,,,1729,,
553,"Integrity Marketing Acquisition, LLC",Senior loan,L + 4.25,(c)(f),6.58,11/2025,28.0,,28,,,0.0,,,28,,
554,"Internet Pipeline, Inc.",One stop,L + 4.75,(a),7.16,08/2022,4774.0,,4699,,,0.5,,,4774,,
555,"Internet Pipeline, Inc.  *",One stop,L + 4.75,(a),7.16,08/2022,2061.0,,2044,,,0.2,,,2061,,
556,"Internet Pipeline, Inc.  *",One stop,L + 4.75,(a),7.16,08/2022,780.0,,774,,,0.1,,,780,,
557,"Internet Pipeline, Inc.",One stop,L + 4.75,,N/A  (6),08/2021,0.0,,0,,,0.0,,,0,,
558,"Orchid Underwriters Agency, LLC  ~",Senior loan,L + 4.50,(c),6.70,12/2024,2379.0,,2358,,,0.2,,,2379,,
559,"Orchid Underwriters Agency, LLC",Senior loan,L + 4.50,,N/A  (6),12/2024,0.0,,0,,,0.0,,,0,,
560,"Orchid Underwriters Agency, LLC  (5)",Senior loan,L + 4.50,,N/A  (6),12/2024,0.0,,(1,,,0.0,,,0,,
561,"RSC Acquisition, Inc.  ~",Senior loan,L + 4.25,(b),6.60,11/2022,4574.0,,4555,,,0.5,,,4574,,
562,"RSC Acquisition, Inc.  *",Senior loan,L + 4.25,(b),6.60,11/2022,2286.0,,2265,,,0.2,,,2286,,
563,"RSC Acquisition, Inc.",Senior loan,L + 4.25,,N/A  (6),11/2021,0.0,,0,,,0.0,,,0,,
564,"RSC Acquisition, Inc.",Senior loan,L + 4.25,,N/A  (6),11/2022,0.0,,0,,,0.0,,,0,,
565,"RSC Acquisition, Inc.  (5)",Senior loan,L + 4.25,,N/A  (6),11/2022,0.0,,(4,,,0.0,,,0,,
566,"Leisure, Amusement, Motion Pictures, Entertainment",,,,,,,,,,,,,,,,
567,"EOS Fitness Opco Holdings, LLC  ~",One stop,L + 4.75,(c),7.08,01/2025,,4772,,,4728,,,0.5,,,4772.0
568,"EOS Fitness Opco Holdings, LLC",One stop,L + 4.75,(c),7.06,01/2025,12.0,,11,,,0.0,,,12,,
569,"EOS Fitness Opco Holdings, LLC",One stop,P + 3.75,(f),9.25,01/2025,6.0,,5,,,0.0,,,6,,
570,"PADI Holdco, Inc.  *",One stop,L + 5.75,(c),8.08,04/2023,9536.0,,9357,,,1.0,,,9536,,
571,"PADI Holdco, Inc.  ~(8)(9)",One stop,E + 5.75,(g),5.75,04/2023,9452.0,,9452,,,0.9,,,8995,,
572,"PADI Holdco, Inc.",One stop,L + 5.75,(a)(c),8.13,04/2022,91.0,,90,,,0.0,,,91,,
573,"Self Esteem Brands, LLC  ^*~",Senior loan,L + 4.25,(a),6.65,02/2022,16183.0,,16104,,,1.7,,,16183,,
574,"Self Esteem Brands, LLC  (5)",Senior loan,L + 4.25,,N/A  (6),02/2022,0.0,,(5,,,0.0,,,0,,
575,"Sunshine Sub, LLC  ~",One stop,L + 4.75,(a),7.15,05/2024,7662.0,,7536,,,0.8,,,7662,,
576,"Sunshine Sub, LLC",One stop,L + 4.75,(a),7.15,05/2024,424.0,,417,,,0.1,,,424,,
577,"Sunshine Sub, LLC  (5)",One stop,L + 4.75,,N/A  (6),05/2024,0.0,,(1,,,0.0,,,0,,
578,"Teaching Company, The  *",One stop,L + 4.75,(c),7.29,07/2023,10855.0,,10773,,,1.1,,,10855,,
579,"Teaching Company, The  (5)",One stop,L + 4.75,,N/A  (6),07/2023,0.0,,(1,,,0.0,,,0,,
580,"Titan Fitness, LLC  *",One stop,L + 4.75,(a),7.19,02/2025,15686.0,,15539,,,1.6,,,15686,,
581,"Titan Fitness, LLC  (5)",One stop,L + 4.75,,N/A  (6),02/2025,0.0,,(2,,,0.0,,,0,,
582,"Titan Fitness, LLC  (5)",One stop,L + 4.75,,N/A  (6),02/2025,0.0,,(2,,,0.0,,,0,,
583,WBZ Investment LLC,One stop,L + 5.50,(a),7.90,09/2024,5110.0,,5022,,,0.5,,,5110,,
584,WBZ Investment LLC,One stop,L + 5.50,(a),7.94,09/2024,59.0,,58,,,0.0,,,59,,
585,WBZ Investment LLC,One stop,L + 5.50,(a),7.90,09/2024,32.0,,30,,,0.0,,,32,,
586,WBZ Investment LLC,One stop,L + 5.50,,N/A  (6),09/2024,0.0,,0,,,0.0,,,0,,
587,Oil and Gas,,,,,,,,,,,,,,,,
588,"Drilling Info Holdings, Inc.  *~",Senior loan,L + 4.25,(a),6.65,07/2025,14507.0,,14329,,,1.5,,,14434,,
589,"Drilling Info Holdings, Inc.",Senior loan,L + 4.25,,N/A  (6),07/2025,0.0,,0,,,0.0,,,0,,
590,"Drilling Info Holdings, Inc.  (5)",Senior loan,L + 4.25,,N/A  (6),07/2023,0.0,,(2,,,0.0,,,(1,,
591,Personal and Non Durable Consumer Products (Mfg. Only),,,,,,,,,,,,,,,,
592,"Georgica Pine Clothiers, LLC",One stop,L + 5.50,(c),7.83,11/2022,5577.0,,5524,,,0.6,,,5577,,
593,"Georgica Pine Clothiers, LLC  *",One stop,L + 5.50,(c),7.83,11/2022,3492.0,,3462,,,0.4,,,3492,,
594,"Georgica Pine Clothiers, LLC  ^",One stop,L + 5.50,(c),7.83,11/2022,486.0,,483,,,0.1,,,486,,
595,"Georgica Pine Clothiers, LLC  *",One stop,L + 5.50,(c),7.83,11/2022,341.0,,339,,,0.1,,,341,,
596,"Georgica Pine Clothiers, LLC",One stop,L + 5.50,(c),7.83,11/2022,5.0,,4,,,0.0,,,5,,
597,"IMPLUS Footwear, LLC  ~",One stop,L + 6.25,(c),8.58,04/2024,13143.0,,12846,,,1.4,,,13143,,
598,"IMPLUS Footwear, LLC  ~",One stop,L + 6.25,(c),8.67,04/2024,2246.0,,2194,,,0.2,,,2246,,
599,"IMPLUS Footwear, LLC",One stop,L + 6.25,(c),8.58,04/2024,57.0,,56,,,0.0,,,57,,
600,"Orthotics Holdings, Inc.  *",One stop,L + 6.00,(a),8.40,05/2020,8141.0,,8114,,,0.8,,,7978,,
601,"Orthotics Holdings, Inc.  *(8)(9)",One stop,L + 6.00,(a),8.40,05/2020,1335.0,,1330,,,0.1,,,1308,,
602,"Orthotics Holdings, Inc.  (5)",One stop,L + 6.00,,N/A  (6),05/2020,0.0,,(1,,,0.0,,,0,,
603,"WU Holdco, Inc.  ~",One stop,L + 5.50,(c),7.83,03/2026,949.0,,949,,,0.1,,,949,,
604,"WU Holdco, Inc.",One stop,L + 5.50,,N/A  (6),03/2025,0.0,,0,,,0.0,,,0,,
605,"WU Holdco, Inc.",One stop,L + 5.50,,N/A  (6),03/2026,0.0,,0,,,0.0,,,0,,
606,"Personal, Food and Miscellaneous Services",,,,,,,,,,,,,,,,
607,"Captain D's, LLC  ^",Senior loan,L + 4.50,(a),6.89,12/2023,,3871,,,3828,,,0.4,,,3794.0
608,"Captain D's, LLC",Senior loan,L + 4.50,(a)(f),7.36,12/2023,18.0,,18,,,0.0,,,17,,
609,Clarkson Eyecare LLC  *~,One stop,L + 6.25,(c),8.58,04/2021,4909.0,,4865,,,0.5,,,4860,,
610,Clarkson Eyecare LLC,One stop,L + 6.25,(a)(b)(c),8.62,04/2021,37.0,,36,,,0.0,,,36,,
611,Clarkson Eyecare LLC,One stop,L + 6.25,(c),8.65,04/2021,32.0,,31,,,0.0,,,31,,
612,Clarkson Eyecare LLC  (5),One stop,L + 6.25,,N/A  (6),04/2021,0.0,,(1,,,0.0,,,(1,,
613,"Community Veterinary Partners, LLC  ^",One stop,L + 5.50,(c),7.83,10/2021,280.0,,279,,,0.0,,,280,,
614,"Community Veterinary Partners, LLC  ~",One stop,L + 5.50,(c),7.83,10/2021,111.0,,111,,,0.0,,,111,,
615,"Community Veterinary Partners, LLC  *",One stop,L + 5.50,(c),7.83,10/2021,98.0,,97,,,0.0,,,98,,
616,"Community Veterinary Partners, LLC",One stop,L + 5.50,(c),7.83,10/2021,94.0,,94,,,0.0,,,94,,
617,"Community Veterinary Partners, LLC  ~",One stop,L + 5.50,(c),7.83,10/2021,84.0,,83,,,0.0,,,84,,
618,"Community Veterinary Partners, LLC  ~",One stop,L + 5.50,(c),7.83,10/2021,74.0,,74,,,0.0,,,74,,
619,"Community Veterinary Partners, LLC",One stop,L + 5.50,(c),7.83,10/2021,40.0,,37,,,0.0,,,40,,
620,"Community Veterinary Partners, LLC",One stop,L + 5.50,(c),7.83,10/2021,6.0,,3,,,0.0,,,6,,
621,Imperial Optical Midco Inc.  *,One stop,L + 4.75,(b),7.23,08/2023,2704.0,,2671,,,0.3,,,2670,,
622,Imperial Optical Midco Inc.,One stop,L + 4.75,(b)(c),7.15,08/2023,134.0,,132,,,0.0,,,132,,
623,Imperial Optical Midco Inc.,One stop,L + 4.75,(c),7.16,08/2023,87.0,,86,,,0.0,,,86,,
624,Imperial Optical Midco Inc.,One stop,L + 4.75,(b)(c),7.10,08/2023,50.0,,49,,,0.0,,,49,,
625,Imperial Optical Midco Inc.,One stop,L + 4.75,,N/A  (6),08/2023,0.0,,0,,,0.0,,,0,,
626,Imperial Optical Midco Inc.  (5),One stop,L + 4.75,,N/A  (6),08/2023,0.0,,(5,,,0.0,,,(4,,
627,"PPV Intermediate Holdings II, LLC",One stop,L + 5.00,(c),7.56,05/2020,165.0,,162,,,0.0,,,165,,
628,"PPV Intermediate Holdings II, LLC",One stop,No Value,,7.90 PIK,05/2023,2.0,,2,,,0.0,,,2,,
629,"PPV Intermediate Holdings II, LLC  (5)",One stop,L + 5.00,,N/A  (6),05/2023,0.0,,(1,,,0.0,,,0,,
630,"Ruby Slipper Cafe LLC, The  *",One stop,L + 7.50,(c),10.08,01/2023,1028.0,,1020,,,0.1,,,1028,,
631,"Ruby Slipper Cafe LLC, The",One stop,L + 7.50,(c),10.04,01/2023,30.0,,29,,,0.0,,,30,,
632,"Ruby Slipper Cafe LLC, The",One stop,L + 7.50,(c),10.02,01/2023,5.0,,5,,,0.0,,,5,,
633,"Southern Veterinary Partners, LLC  *",One stop,L + 5.50,(a),7.90,05/2025,3841.0,,3790,,,0.4,,,3841,,
634,"Southern Veterinary Partners, LLC  *",One stop,L + 5.50,(a),7.90,05/2025,230.0,,227,,,0.0,,,230,,
635,"Southern Veterinary Partners, LLC  ~",One stop,L + 5.50,(a),7.90,05/2025,203.0,,202,,,0.0,,,203,,
636,"Southern Veterinary Partners, LLC  *",One stop,L + 5.50,(a),7.90,05/2025,171.0,,169,,,0.0,,,171,,
637,"Southern Veterinary Partners, LLC",One stop,L + 5.50,(a),7.90,05/2025,131.0,,130,,,0.0,,,131,,
638,"Southern Veterinary Partners, LLC",One stop,L + 5.50,(a),7.90,05/2025,131.0,,130,,,0.0,,,131,,
639,"Southern Veterinary Partners, LLC  ~",One stop,L + 5.50,(a),7.90,05/2025,111.0,,111,,,0.0,,,111,,
640,"Personal, Food and Miscellaneous Services - (continued)",,,,,,,,,,,,,,,,
641,"Southern Veterinary Partners, LLC  *",One stop,L + 5.50,(a),7.90,05/2025,,99,,,97,,,0.0,,,99.0
642,"Southern Veterinary Partners, LLC  *",One stop,L + 5.50,(a),7.90,05/2025,76.0,,75,,,0.0,,,76,,
643,"Southern Veterinary Partners, LLC  *",One stop,L + 5.50,(a),7.90,05/2025,66.0,,65,,,0.0,,,66,,
644,"Southern Veterinary Partners, LLC  *",One stop,L + 5.50,(a),7.9,05/2025,50.0,,48,,,0.0,,,50,,
645,"Southern Veterinary Partners, LLC  (5)",One stop,L + 5.50,,N/A  (6),05/2023,0.0,,(1,,,0.0,,,0,,
646,"Southern Veterinary Partners, LLC  (5)",One stop,L + 5.50,,N/A  (6),05/2025,0.0,,(4,,,0.0,,,0,,
647,"Veterinary Specialists of North America, LLC  *~",Senior loan,L + 4.25,(a),6.65,04/2025,3829.0,,3792,,,0.4,,,3829,,
648,"Veterinary Specialists of North America, LLC  (5)",Senior loan,L + 4.25,,N/A  (6),04/2025,0.0,,(3,,,0.0,,,0,,
649,"Veterinary Specialists of North America, LLC  (5)",Senior loan,L + 4.25,,N/A  (6),04/2025,0.0,,(8,,,0.0,,,0,,
650,"Wetzel's Pretzels, LLC  *",One stop,L + 6.75,(a),9.15,09/2021,8849.0,,8762,,,0.9,,,8849,,
651,"Wetzel's Pretzels, LLC",One stop,L + 6.75,(a),9.15,09/2021,28.0,,28,,,0.0,,,28,,
652,Printing and Publishing,,,,,,,,,,,,,,,,
653,"Brandmuscle, Inc.  ^",Senior loan,L + 5.00,(c),7.33,12/2021,613.0,,610,,,0.1,,,616,,
654,"Messenger, LLC",One stop,L + 6.00,(a)(f),8.41,08/2023,3393.0,,3336,,,0.4,,,3393,,
655,"Messenger, LLC",One stop,P + 5.00,(f),10.50,08/2023,20.0,,20,,,0.0,,,20,,
656,Retail Stores,,,,,,,,,,,,,,,,
657,Batteries Plus Holding Corporation,One stop,L + 6.75,(a),9.15,07/2022,11841.0,,11687,,,1.2,,,11841,,
658,Batteries Plus Holding Corporation  (5),One stop,L + 6.75,,N/A  (6),07/2022,0.0,,(1,,,0.0,,,0,,
659,"Boot Barn, Inc.  ~",Senior loan,L + 4.50,(c),6.83,06/2023,3408.0,,3391,,,0.4,,,3408,,
660,"Cycle Gear, Inc.  ^",One stop,L + 5.00,(c),7.59,01/2021,10330.0,,10217,,,1.1,,,10330,,
661,"Cycle Gear, Inc.  ^",One stop,L + 5.00,(c),7.59,01/2021,598.0,,597,,,0.1,,,598,,
662,"DTLR, Inc.  ^*",One stop,L + 6.50,(c),9.08,08/2022,22559.0,,22344,,,2.3,,,22559,,
663,"Elite Sportswear, L.P.",Senior loan,L + 6.25,(c),8.58,12/2021,6315.0,,6252,,,0.6,,,6188,,
664,"Elite Sportswear, L.P.",Senior loan,L + 6.25,(c),8.58,12/2021,2539.0,,2514,,,0.3,,,2488,,
665,"Elite Sportswear, L.P.",Senior loan,L + 6.25,(c),8.58,12/2021,1306.0,,1296,,,0.1,,,1280,,
666,"Elite Sportswear, L.P.",Senior loan,L + 6.25,(c)(d),8.89,12/2021,768.0,,764,,,0.1,,,753,,
667,"Elite Sportswear, L.P.  *",Senior loan,L + 6.25,(c),8.58,12/2021,428.0,,426,,,0.1,,,420,,
668,"Elite Sportswear, L.P.",Senior loan,L + 6.25,(c),8.58,12/2021,198.0,,196,,,0.0,,,194,,
669,"Elite Sportswear, L.P.  *",Senior loan,L + 6.25,(c),8.58,12/2021,189.0,,188,,,0.0,,,185,,
670,"Elite Sportswear, L.P.",Senior loan,L + 6.25,(c)(d),8.89,12/2021,20.0,,20,,,0.0,,,20,,
671,"Feeders Supply Company, LLC",One stop,L + 5.75,(a),8.15,04/2021,4669.0,,4631,,,0.5,,,4669,,
672,"Feeders Supply Company, LLC",Subordinated debt,No Value,,12.50 cash/7.00 PIK,04/2021,70.0,,70,,,0.0,,,70,,
673,"Feeders Supply Company, LLC",One stop,L + 5.75,,N/A  (6),04/2021,0.0,,0,,,0.0,,,0,,
674,Jet Equipment & Tools Ltd.  ~(8)(9)(12),One stop,L + 5.75,(a),7.71,11/2024,8590.0,,8494,,,0.9,,,8584,,
675,Jet Equipment & Tools Ltd.  *(8)(12),One stop,L + 5.75,(a),8.15,11/2024,4988.0,,4941,,,0.5,,,4988,,
676,Jet Equipment & Tools Ltd.  ~(8)(12),One stop,L + 5.75,(a),8.15,11/2024,2046.0,,2027,,,0.2,,,2046,,
677,Jet Equipment & Tools Ltd.  (8)(12),One stop,P + 4.75,(f),10.25,11/2024,15.0,,15,,,0.0,,,15,,
678,Jet Equipment & Tools Ltd.  (5)(8)(9)(12),One stop,L + 5.75,,N/A  (6),11/2024,0.0,,(1,,,0.0,,,0,,
