,Industry,Company,Investment Type,Spread Above Index,Interest Rate,Maturity Date,Principal Shares,Amortized Cost,Percentage of Net Assets,Fair Value,10
370,Diversified/Conglomerate Service - (continued),"Qgenda Intermediate Holdings, LLC",One stop,L + 5.00(a),6.00,06/2025,200.0,198.0,0.0,188.0,
371,Diversified/Conglomerate Service - (continued),"Recordxtechnologies, LLC  +One stop",One stop,L + 5.50(a),6.50,12/2025,747.0,738.0,0.0,702.0,
372,Diversified/Conglomerate Service - (continued),"Recordxtechnologies, LLC",One stop,L + 5.50(a),6.50,12/2025,42.0,41.0,0.0,37.0,
373,Diversified/Conglomerate Service - (continued),"Recordxtechnologies, LLC  (5)",One stop,L + 5.50,N/A  (6),12/2025,0.0,,0.0,0.0,
374,Diversified/Conglomerate Service - (continued),"RegEd Aquireco, LLC  +Senior loan",One stop,L + 4.25(a),5.25,12/2024,11474.0,11470.0,0.5,10556.0,
375,Diversified/Conglomerate Service - (continued),"RegEd Aquireco, LLC",Senior loan,L + 4.25(a)(f),5.43,12/2024,236.0,235.0,0.0,216.0,
376,Diversified/Conglomerate Service - (continued),"RegEd Aquireco, LLC  (5)",Senior loan,L + 4.25,N/A  (6),12/2024,0.0,,0.0,0.0,
377,Diversified/Conglomerate Service - (continued),"Saba Software, Inc.  ^*#+~",Senior loan,L + 4.50(a),5.50,05/2023,48926.0,49814.0,2.5,48926.0,
378,Diversified/Conglomerate Service - (continued),"Saba Software, Inc.  +~",Senior loan,L + 4.50(a),5.50,05/2023,10953.0,11064.0,0.6,10953.0,
379,Diversified/Conglomerate Service - (continued),"Saba Software, Inc.  (5)",Senior loan,L + 4.50,N/A  (6),05/2023,0.0,,0.0,0.0,
380,Diversified/Conglomerate Service - (continued),"SnapLogic, Inc.",One stop,L + 8.75(c),5.75 cash/5.50 PIK,09/2024,5816.0,5740.0,0.3,5580.0,
381,Diversified/Conglomerate Service - (continued),"SnapLogic, Inc.  (5)",One stop,L + 3.25,N/A  (6),09/2024,0.0,0.0,0.0,,
382,Diversified/Conglomerate Service - (continued),"SnapLogic, Inc.  (5)",One stop,L + 3.25,N/A  (6),09/2024,0.0,0.0,0.0,,
383,Diversified/Conglomerate Service - (continued),"Sontatype, Inc.  !",One stop,L + 6.75(a),7.52,12/2025,851.0,842.0,0.0,808.0,
384,Diversified/Conglomerate Service - (continued),"Sontatype, Inc.  (5)",One stop,L + 6.75,N/A  (6),12/2025,0.0,,0.0,,
385,Diversified/Conglomerate Service - (continued),"Caliper Software, Inc.  #!~",One stop,L + 5.50(c)(f),6.57,11/2025,28075.0,28561.0,1.4,26952.0,
386,Diversified/Conglomerate Service - (continued),Diversified/Conglomerate Service - (continued),One stop,,,,,,,,
387,Diversified/Conglomerate Service - (continued),"Caliper Software, Inc.",One stop,L + 5.50(b),6.60,11/2023,350.0,352.0,0.0,336.0,
388,Diversified/Conglomerate Service - (continued),Telesoft Holdings LLC  ~,One stop,L + 5.75(c),7.20,12/2025,909.0,890.0,0.1,891.0,
389,Diversified/Conglomerate Service - (continued),Telesoft Holdings LLC,One stop,L + 5.75(a),6.75,12/2025,61.0,59.0,0.0,59.0,
390,Diversified/Conglomerate Service - (continued),"TI Intermediate Holdings, LLC  +Senior loan",One stop,L + 4.50(c),5.95,12/2024,3534.0,3599.0,0.2,3358.0,
391,Diversified/Conglomerate Service - (continued),"TI Intermediate Holdings, LLC",Senior loan,L + 4.50(a)(f),5.65,12/2024,48.0,48.0,0.0,46.0,
392,Diversified/Conglomerate Service - (continued),"Transact Holdings, Inc.  +~",Senior loan,L + 4.75(a),5.74,04/2026,3094.0,3141.0,0.1,2398.0,
393,Diversified/Conglomerate Service - (continued),"Transaction Data Systems, Inc.  *#+!~",One stop,L + 5.25(c),6.71,06/2021,83904.0,85275.0,4.1,80547.0,
394,Diversified/Conglomerate Service - (continued),"Transaction Data Systems, Inc.",One stop,L + 5.25(a)(c),6.71,06/2021,300.0,302.0,0.0,288.0,
395,Diversified/Conglomerate Service - (continued),"Trintech, Inc.  ^*#",One stop,L + 6.00(c),7.78,12/2023,22514.0,22904.0,1.1,21839.0,
396,Diversified/Conglomerate Service - (continued),"Trintech, Inc.  ^#!",One stop,L + 6.00(c),7.78,12/2023,9336.0,9549.0,0.5,9055.0,
397,Diversified/Conglomerate Service - (continued),"Trintech, Inc.",One stop,P + 5.00(c)(f),8.19,12/2023,300.0,301.0,0.0,292.0,
398,Diversified/Conglomerate Service - (continued),"True Commerce, Inc.  ^*#~",One stop,L + 5.75(c),7.20,11/2023,15350.0,15655.0,0.8,15044.0,
399,Diversified/Conglomerate Service - (continued),"True Commerce, Inc.  +(8)(9)",One stop,L + 5.75(c),7.20,11/2023,2589.0,2693.0,0.1,2535.0,
400,Diversified/Conglomerate Service - (continued),"True Commerce, Inc.",One stop,L + 5.75(c),7.20,11/2023,914.0,951.0,0.1,896.0,
401,Diversified/Conglomerate Service - (continued),"True Commerce, Inc.",One stop,L + 5.75(c),7.12,11/2023,150.0,149.0,0.0,148.0,
402,Diversified/Conglomerate Service - (continued),"Upserve, Inc.  !~",One stop,L + 6.50(e),7.50,07/2023,6141.0,6203.0,0.3,5650.0,
403,Diversified/Conglomerate Service - (continued),"Upserve, Inc.",One stop,L + 6.50(e),7.50,07/2023,1451.0,1504.0,0.1,1335.0,
404,Diversified/Conglomerate Service - (continued),"Upserve, Inc.  (5)",One stop,L + 6.50,N/A  (6),07/2023,0.0,0.0,0.0,,
405,Diversified/Conglomerate Service - (continued),Vector CS Midco Limited & Cloudsense Ltd.  !~(8)(9)(10),One stop,L + 8.05(c),4.50 cash/3.55 PIK,05/2024,7728.0,7861.0,0.4,7004.0,
406,Diversified/Conglomerate Service - (continued),Vector CS Midco Limited & Cloudsense Ltd.  (8)(9)(10),One stop,L + 8.05(c),4.50 cash/3.55 PIK,05/2024,116.0,116.0,0.0,116.0,
407,Diversified/Conglomerate Service - (continued),"Velocity Technology Solutions, Inc.  *#",One stop,L + 6.00(c),7.45,12/2023,18370.0,18694.0,0.9,18186.0,
408,Diversified/Conglomerate Service - (continued),"Velocity Technology Solutions, Inc.",One stop,L + 6.00(d),7.45,12/2023,100.0,99.0,0.0,98.0,
409,Diversified/Conglomerate Service - (continued),"Vendavo, Inc.  *!~",One stop,L + 6.50(c),8.11,10/2022,35547.0,35500.0,1.8,34836.0,
410,Diversified/Conglomerate Service - (continued),"Vendavo, Inc.",One stop,P + 5.25(f),8.50,10/2022,1579.0,1575.0,0.1,1547.0,
411,Diversified/Conglomerate Service - (continued),Verisys Corporation  *#,One stop,L + 6.50(c),7.95,01/2023,8511.0,8664.0,0.4,8000.0,
412,Diversified/Conglomerate Service - (continued),Verisys Corporation,One stop,L + 6.50(c),7.73,01/2023,40.0,39.0,0.0,32.0,
413,Diversified/Conglomerate Service - (continued),"Workforce Software, LLC  !~",One stop,L + 6.50(c),8.11,07/2025,27059.0,27831.0,1.3,25976.0,
414,Diversified/Conglomerate Service - (continued),"Workforce Software, LLC  (5)",One stop,L + 6.50,N/A  (6),07/2025,0.0,,0.0,0.0,
415,Ecological,Ecological,One stop,,,,,,,,
416,Ecological,"Pace Analytical Services, LLC  *#!",One stop,L + 5.25(a),6.25,09/2022,29794.0,30161.0,1.5,28602.0,
417,Ecological,"Pace Analytical Services, LLC  ^#",One stop,L + 5.25(a),6.25,09/2022,2771.0,2811.0,0.1,2659.0,
418,Ecological,"Pace Analytical Services, LLC  #",One stop,L + 5.25(a),6.25,09/2022,1659.0,1715.0,0.1,1593.0,
419,Ecological,"Pace Analytical Services, LLC  *#",One stop,L + 5.25(a),6.25,09/2022,1527.0,1552.0,0.1,1465.0,
420,Ecological,"Pace Analytical Services, LLC  #",One stop,L + 5.25(a),6.25,09/2022,1270.0,1282.0,0.1,1220.0,
421,Ecological,"Pace Analytical Services, LLC  #",One stop,L + 5.25(a),6.25,09/2022,1229.0,1269.0,0.1,1180.0,
422,Ecological,"Pace Analytical Services, LLC",One stop,L + 5.25(a),6.25,09/2022,998.0,980.0,0.0,958.0,
423,Ecological,"Pace Analytical Services, LLC  *#",One stop,L + 5.25(a),6.25,09/2022,680.0,690.0,0.0,654.0,
424,Ecological,"Pace Analytical Services, LLC  #",One stop,L + 5.25(a),6.25,09/2022,562.0,581.0,0.0,540.0,
425,Ecological,"Pace Analytical Services, LLC",One stop,L + 5.25(a),6.25,09/2022,189.0,194.0,0.0,181.0,
426,Ecological,"Pace Analytical Services, LLC",One stop,L + 5.25(c),6.47,09/2022,150.0,149.0,0.0,138.0,
427,Ecological,WRE Holding Corp.  *#,Senior loan,L + 5.00(a)(c),6.76,01/2023,2288.0,2332.0,0.1,2151.0,
428,Ecological,WRE Holding Corp.  ~,Senior loan,L + 5.00(a)(c),6.76,01/2023,945.0,979.0,0.1,887.0,
429,Ecological - (continued),Ecological - (continued),Senior loan,,,,,,,,
430,Ecological - (continued),WRE Holding Corp.,Senior loan,L + 5.00(a)(c),6.76,01/2023,312.0,324.0,0.0,294.0,
431,Ecological - (continued),WRE Holding Corp.,Senior loan,L + 5.00(a)(c),6.46,01/2023,54.0,55.0,0.0,50.0,
432,Electronics,Electronics,Senior loan,,,,,,,,
433,Electronics,"Appriss Holdings, Inc.  #+~",One stop,L + 5.50(a),6.49,06/2026,25095.0,25860.0,1.3,24593.0,
434,Electronics,"Appriss Holdings, Inc.",One stop,L + 5.50(a),6.49,06/2025,202.0,198.0,0.0,194.0,
435,Electronics,Diligent Corporation  *#+!,One stop,L + 5.50(c)(d),6.57,04/2022,35625.0,36717.0,1.8,35625.0,
436,Electronics,Diligent Corporation  *~,One stop,L + 5.50(c)(d),6.57,04/2022,25737.0,25578.0,1.3,25737.0,
437,Electronics,Diligent Corporation  #~,One stop,L + 5.50(c),6.95,04/2022,12474.0,12717.0,0.7,12474.0,
438,Electronics,Diligent Corporation  ^*#,One stop,L + 5.50(c)(d),6.95,04/2022,11250.0,11545.0,0.6,11250.0,
439,Electronics,Diligent Corporation  #,One stop,L + 5.50(c)(d),6.93,04/2022,1263.0,1262.0,0.1,1262.0,
440,Electronics,Diligent Corporation,One stop,L + 5.50(d),7.42,04/2022,486.0,502.0,0.0,486.0,
441,Electronics,Diligent Corporation,One stop,L + 5.50(c)(d),6.92,04/2022,285.0,287.0,0.0,285.0,
442,Electronics,Diligent Corporation  ~,One stop,L + 5.50(c)(d),6.57,04/2022,100.0,100.0,0.0,100.0,
443,Electronics,Diligent Corporation  ~,One stop,L + 5.50(c)(d),6.57,04/2022,80.0,79.0,0.0,80.0,
444,Electronics,Diligent Corporation,One stop,L + 5.50(d),7.42,04/2022,39.0,38.0,0.0,39.0,
445,Electronics,Diligent Corporation  ~,One stop,L + 5.50(c)(d),6.57,04/2022,35.0,35.0,0.0,35.0,
446,Electronics,Diligent Corporation,One stop,L + 5.50,N/A  (6),04/2022,0.0,21.0,0.0,0.0,
447,Electronics,"Episerver, Inc.  !~(8)(9)",One stop,L + 6.25(a),6.25,10/2024,20646.0,20995.0,1.0,19453.0,
448,Electronics,"Episerver, Inc.  #~",One stop,L + 6.00(a),7.00,10/2024,12248.0,12459.0,0.6,11635.0,
449,Electronics,"Episerver, Inc.  (5)",One stop,L + 6.00,N/A  (6),10/2024,0.0,,0.0,,
450,Electronics,ES Acquisition LLC,One stop,L + 5.50(c),7.18,11/2025,667.0,654.0,0.0,633.0,
451,Electronics,ES Acquisition LLC,One stop,L + 5.50(c)(d),6.84,11/2025,87.0,86.0,0.0,82.0,
452,Electronics,ES Acquisition LLC,One stop,L + 5.50(c),7.41,11/2025,36.0,36.0,0.0,34.0,
453,Electronics,ES Acquisition LLC  (5),One stop,L + 5.50,N/A  (6),11/2025,0.0,,0.0,0.0,
454,Electronics,"Gamma Technologies, LLC  ^*#!~&",One stop,L + 5.00(a),6.00,06/2024,47588.0,47949.0,2.3,45207.0,
455,Electronics,"Gamma Technologies, LLC  (5)",One stop,L + 5.00,N/A  (6),06/2024,0.0,,0.0,,
456,Electronics,"Red Dawn SEI Buyer, Inc.  +Senior loan",One stop,L + 4.25(d),5.32,11/2025,756.0,747.0,0.0,695.0,
457,Electronics,"Red Dawn SEI Buyer, Inc.",Senior loan,L + 4.25(a),5.25,11/2025,111.0,110.0,0.0,102.0,
458,Electronics,"Red Dawn SEI Buyer, Inc.  (5)",Senior loan,L + 4.25,N/A  (6),11/2025,0.0,,0.0,,
459,Electronics,"Silver Peak Systems, Inc.  !",One stop,L + 7.00(a),9.00,04/2024,5998.0,6016.0,0.3,5881.0,
460,Electronics,"Silver Peak Systems, Inc.",One stop,L + 7.00,N/A  (6),04/2024,0.0,0.0,0.0,2.0,
461,Electronics,Sovos Compliance  *+One stop,One stop,L + 4.75(a),5.75,04/2024,19614.0,20232.0,1.0,19221.0,
462,Electronics,Sovos Compliance  !,Second lien,L + 12.00,12.00 PIK,04/2025,9390.0,9655.0,0.5,9390.0,
463,Electronics,Sovos Compliance  *#,One stop,L + 4.75(a),5.75,04/2024,1902.0,1963.0,0.1,1864.0,
464,Electronics,Sovos Compliance,Second lien,L + 12.00,12.00 PIK,04/2025,1270.0,1312.0,0.1,1270.0,
465,Electronics,Sovos Compliance  *#,One stop,L + 4.75(a),5.75,04/2024,768.0,793.0,0.0,752.0,
466,Electronics,Sovos Compliance,One stop,L + 4.75(a),5.75,04/2024,198.0,196.0,0.0,194.0,
467,Electronics,Sovos Compliance,One stop,L + 4.75(a),5.75,04/2024,85.0,83.0,0.0,83.0,
468,Electronics,"Unison Software Holdings, Inc.  ^+~",Senior loan,P + 3.50(f),6.75,05/2023,3789.0,3816.0,0.2,3675.0,
469,Electronics,"Watchfire Enterprises, Inc.",Second lien,L + 8.00(c),9.06,10/2021,9435.0,9386.0,0.5,9151.0,
470,Finance,Finance,Second lien,,,,,,,,
471,Finance,Institutional Shareholder Services  *!~,Senior loan,L + 4.50(c)(d),5.57,03/2026,18870.0,19291.0,0.9,18116.0,
472,Finance,Institutional Shareholder Services,Senior loan,L + 4.50(c)(d),5.56,03/2024,200.0,196.0,0.0,184.0,
473,Grocery,Grocery,Senior loan,,,,,,,,
474,Grocery,"Teasdale Quality Foods, Inc.  &",Senior loan,L + 5.75(a),6.75,04/2021,3827.0,3608.0,0.2,3597.0,
475,Grocery,"Teasdale Quality Foods, Inc.  &",Senior loan,L + 5.75(a),6.75,04/2021,3094.0,2916.0,0.2,2909.0,
476,Grocery,"Teasdale Quality Foods, Inc.  &",Senior loan,L + 5.75(a),6.75,04/2021,518.0,488.0,0.0,486.0,
477,Grocery,"Teasdale Quality Foods, Inc.",Senior loan,L + 5.75(a),6.75,04/2021,387.0,367.0,0.0,364.0,
478,Grocery,"Teasdale Quality Foods, Inc.+Senior loan",Senior loan,L + 5.75(a),6.75,04/2021,262.0,260.0,0.0,246.0,
479,Grocery,"Teasdale Quality Foods, Inc.  &",Senior loan,L + 5.75(a),6.75,04/2021,192.0,181.0,0.0,180.0,
480,"Healthcare, Education and Childcare","Healthcare, Education and Childcare",Senior loan,,,,,,,,
481,"Healthcare, Education and Childcare","ACP Ulysses Buyer, Inc.  +!",Senior loan,L + 5.00(c)(d),6.07,02/2026,13276.0,13146.0,0.7,12746.0,
482,"Healthcare, Education and Childcare","Active Day, Inc.  #",One stop,L + 6.50(d),7.57,12/2021,24695.0,24964.0,1.1,21731.0,
483,"Healthcare, Education and Childcare","Active Day, Inc.  ^#",One stop,L + 6.50(d),7.57,12/2021,1905.0,1928.0,0.1,1678.0,
484,"Healthcare, Education and Childcare","Active Day, Inc.  *#",One stop,L + 6.50(d),7.57,12/2021,1228.0,1244.0,0.1,1081.0,
485,"Healthcare, Education and Childcare","Active Day, Inc.",One stop,L + 6.50(d),7.57,12/2021,978.0,1008.0,0.0,861.0,
486,"Healthcare, Education and Childcare","Active Day, Inc.",One stop,L + 6.50(d),7.57,12/2021,863.0,857.0,0.0,759.0,
487,"Healthcare, Education and Childcare","Active Day, Inc.  *#",One stop,L + 6.50(d),7.57,12/2021,848.0,859.0,0.0,746.0,
488,"Healthcare, Education and Childcare","Active Day, Inc.",One stop,L + 6.50(d),7.57,12/2021,102.0,102.0,0.0,90.0,
489,"Healthcare, Education and Childcare","Active Day, Inc.",One stop,L + 6.50(d),N/A  (6),12/2021,0.0,0.0,0.0,0.0,
490,"Healthcare, Education and Childcare","Acuity Eyecare Holdings, LLC",One stop,L + 6.25(c),7.99,03/2024,7147.0,7184.0,0.3,6646.0,
491,"Healthcare, Education and Childcare","Acuity Eyecare Holdings, LLC  #",One stop,L + 6.25(c),7.70,03/2024,5990.0,6073.0,0.3,5571.0,
492,"Healthcare, Education and Childcare","Acuity Eyecare Holdings, LLC  ~",One stop,L + 6.25(c),7.70,03/2024,5615.0,5738.0,0.3,5222.0,
493,"Healthcare, Education and Childcare","Acuity Eyecare Holdings, LLC  ^~",One stop,L + 6.25(c),7.70,03/2024,3277.0,3393.0,0.2,3046.0,
494,"Healthcare, Education and Childcare","Acuity Eyecare Holdings, LLC",One stop,L + 6.25(c),7.70,03/2024,793.0,819.0,0.0,737.0,
495,"Healthcare, Education and Childcare","Acuity Eyecare Holdings, LLC",One stop,L + 6.25(c),7.70,03/2024,197.0,188.0,0.0,183.0,
496,"Healthcare, Education and Childcare","Acuity Eyecare Holdings, LLC",One stop,L + 6.25(c),7.62,03/2023,150.0,149.0,0.0,139.0,
497,"Healthcare, Education and Childcare","ADCS Clinics Intermediate Holdings, LLC  *#!",One stop,L + 5.75(c)(d),6.82,05/2022,42093.0,42632.0,2.0,39987.0,
498,"Healthcare, Education and Childcare","ADCS Clinics Intermediate Holdings, LLC  *#",One stop,L + 5.75(c)(d),6.82,05/2022,212.0,214.0,0.0,200.0,
499,"Healthcare, Education and Childcare","ADCS Clinics Intermediate Holdings, LLC",One stop,L + 5.75(a)(d),6.79,05/2022,200.0,200.0,0.0,190.0,
500,"Healthcare, Education and Childcare","ADCS Clinics Intermediate Holdings, LLC  *",One stop,L + 5.75(c)(d),6.82,05/2022,164.0,166.0,0.0,156.0,
501,"Healthcare, Education and Childcare","ADCS Clinics Intermediate Holdings, LLC  *#",One stop,L + 5.75(c)(d),6.82,05/2022,62.0,63.0,0.0,60.0,
502,"Healthcare, Education and Childcare","Advanced Pain Management Holdings, Inc.  +(7)",Senior loan,L + 5.00(a),6.25,04/2020,11433.0,6860.0,0.3,5817.0,
503,"Healthcare, Education and Childcare","Advanced Pain Management Holdings, Inc.  (7)",Senior loan,L + 8.50(a),9.75,04/2020,4082.0,7.0,0.0,7.0,
504,"Healthcare, Education and Childcare","Advanced Pain Management Holdings, Inc.  (7)",Senior loan,L + 5.00(a),6.25,04/2020,928.0,557.0,0.0,471.0,
505,"Healthcare, Education and Childcare","Advanced Pain Management Holdings, Inc.  +(7)",Senior loan,L + 5.00(a),6.25,04/2020,782.0,469.0,0.0,398.0,
506,"Healthcare, Education and Childcare","Agilitas USA, Inc.  *#",One stop,L + 5.50(c),7.41,04/2022,10153.0,10191.0,0.5,9139.0,
507,"Healthcare, Education and Childcare","Agilitas USA, Inc.",One stop,L + 5.50(c),7.04,04/2022,100.0,100.0,0.0,86.0,
508,"Healthcare, Education and Childcare","Apothecary Products, LLC  +Senior loan",One stop,L + 4.25(c),6.03,07/2023,2904.0,3028.0,0.1,2643.0,
509,"Healthcare, Education and Childcare","Apothecary Products, LLC",Senior loan,L + 4.25(c),5.25,07/2023,782.0,782.0,0.0,711.0,
510,"Healthcare, Education and Childcare","Aris Teleradiology Company, LLC  +(7)",Senior loan,L + 5.50(c)(d),7.41,03/2021,5403.0,3236.0,0.0,0.0,
511,"Healthcare, Education and Childcare","Aris Teleradiology Company, LLC  (7)",Senior loan,L + 5.50(c)(d),7.26,03/2021,1087.0,686.0,0.0,0.0,
512,"Healthcare, Education and Childcare - (continued)","Healthcare, Education and Childcare - (continued)",Senior loan,,,,,,,,
513,"Healthcare, Education and Childcare - (continued)","Aris Teleradiology Company, LLC  (7)",Senior loan,L + 5.50(c)(d),7.41,03/2021,320.0,320.0,0.0,0.0,
514,"Healthcare, Education and Childcare - (continued)","Aspen Medical Products, LLC  +~",One stop,L + 5.25(a),6.88,06/2025,4555.0,4630.0,0.2,4190.0,
515,"Healthcare, Education and Childcare - (continued)","Aspen Medical Products, LLC",One stop,L + 5.25(c),6.50,06/2025,34.0,34.0,0.0,32.0,
516,"Healthcare, Education and Childcare - (continued)","Belmont Instrument, LLC  +Senior loan",One stop,L + 4.75(d),5.82,12/2023,5283.0,5232.0,0.3,5019.0,
517,"Healthcare, Education and Childcare - (continued)","BIO18 Borrower, LLC  !",One stop,L + 5.25(c),7.03,11/2024,11131.0,11171.0,0.6,10908.0,
518,"Healthcare, Education and Childcare - (continued)","BIO18 Borrower, LLC  *",One stop,L + 5.25(c),7.03,11/2024,3981.0,3945.0,0.2,3904.0,
519,"Healthcare, Education and Childcare - (continued)","BIO18 Borrower, LLC",One stop,L + 5.25(c),6.55,11/2024,210.0,210.0,0.0,206.0,
520,"Healthcare, Education and Childcare - (continued)","BIO18 Borrower, LLC  (5)",One stop,L + 5.25(c),N/A  (6),11/2024,0.0,,0.0,,
521,"Healthcare, Education and Childcare - (continued)","BIOVT, LLC  ^*#",One stop,L + 5.75(a),6.75,01/2021,34307.0,34700.0,1.7,33621.0,
522,"Healthcare, Education and Childcare - (continued)","BIOVT, LLC  #~",One stop,L + 5.75(a),6.75,01/2021,2084.0,2135.0,0.1,2042.0,
523,"Healthcare, Education and Childcare - (continued)","BIOVT, LLC  *",One stop,L + 5.75(a),6.75,01/2021,1956.0,2004.0,0.1,1917.0,
524,"Healthcare, Education and Childcare - (continued)","BIOVT, LLC",One stop,L + 5.75(c),6.87,01/2021,120.0,120.0,0.0,116.0,
525,"Healthcare, Education and Childcare - (continued)","BIOVT, LLC  (5)",One stop,L + 5.75,N/A  (6),01/2021,0.0,0.0,0.0,,
526,"Healthcare, Education and Childcare - (continued)","Blades Buyer, Inc.  +~",Senior loan,L + 4.50(c)(f),6.00,08/2025,3839.0,3860.0,0.2,3686.0,
527,"Healthcare, Education and Childcare - (continued)","Blades Buyer, Inc.",Senior loan,L + 4.50(a),5.50,08/2025,90.0,90.0,0.0,86.0,
528,"Healthcare, Education and Childcare - (continued)","Blades Buyer, Inc.  (5)",Senior loan,L + 4.50,N/A  (6),08/2025,0.0,,0.0,,
529,"Healthcare, Education and Childcare - (continued)",CMI Parent Inc.  +~,Senior loan,L + 4.25(c),5.95,08/2025,6667.0,6805.0,0.3,6333.0,
530,"Healthcare, Education and Childcare - (continued)",CMI Parent Inc.,Senior loan,L + 4.25(a)(c),5.25,08/2025,300.0,298.0,0.0,286.0,
531,"Healthcare, Education and Childcare - (continued)","CRH Healthcare Purchaser, Inc.  +~",Senior loan,L + 4.50(c),5.95,12/2024,13111.0,13290.0,0.6,12587.0,
532,"Healthcare, Education and Childcare - (continued)","CRH Healthcare Purchaser, Inc.  (5)",Senior loan,L + 4.50,N/A  (6),12/2024,0.0,,0.0,,
533,"Healthcare, Education and Childcare - (continued)","CRH Healthcare Purchaser, Inc.  (5)",Senior loan,L + 4.50,N/A  (6),12/2024,0.0,,0.0,,
534,"Healthcare, Education and Childcare - (continued)","DCA Investment Holding, LLC  ^*#+One stop",Senior loan,L + 5.25(d),6.32,07/2021,31571.0,31913.0,1.5,28414.0,
535,"Healthcare, Education and Childcare - (continued)","DCA Investment Holding, LLC  ^*#+!~",One stop,L + 5.25(d),6.33,07/2021,27355.0,27774.0,1.3,24618.0,
536,"Healthcare, Education and Childcare - (continued)","DCA Investment Holding, LLC  *#",One stop,L + 5.25(d),6.32,07/2021,8362.0,8540.0,0.4,7525.0,
537,"Healthcare, Education and Childcare - (continued)","DCA Investment Holding, LLC  ~",One stop,L + 5.25(d),6.32,07/2021,4054.0,4175.0,0.2,3649.0,
538,"Healthcare, Education and Childcare - (continued)","DCA Investment Holding, LLC  ~",One stop,L + 5.25(d),6.32,07/2021,3687.0,3798.0,0.2,3318.0,
539,"Healthcare, Education and Childcare - (continued)","DCA Investment Holding, LLC",One stop,L + 5.25(a),6.25,07/2021,2729.0,2725.0,0.1,2449.0,
540,"Healthcare, Education and Childcare - (continued)","DCA Investment Holding, LLC  *~",One stop,L + 5.25(d),6.32,07/2021,2524.0,2600.0,0.1,2272.0,
541,"Healthcare, Education and Childcare - (continued)","DCA Investment Holding, LLC  #",One stop,L + 5.25(d),6.32,07/2021,1256.0,1276.0,0.1,1131.0,
542,"Healthcare, Education and Childcare - (continued)","DCA Investment Holding, LLC  *~",One stop,L + 5.25(d),6.32,07/2021,298.0,302.0,0.0,268.0,
543,"Healthcare, Education and Childcare - (continued)","DCA Investment Holding, LLC  *~",One stop,L + 5.25(d),6.32,07/2021,94.0,94.0,0.0,84.0,
544,"Healthcare, Education and Childcare - (continued)",Deca Dental Management LLC  ^*#,One stop,L + 6.00(c),7.45,12/2021,11231.0,11475.0,0.5,10109.0,
545,"Healthcare, Education and Childcare - (continued)",Deca Dental Management LLC  #~,One stop,L + 6.00(c),7.45,12/2021,1379.0,1408.0,0.1,1241.0,
546,"Healthcare, Education and Childcare - (continued)",Deca Dental Management LLC  +~,One stop,L + 6.00(c),7.45,12/2021,994.0,1016.0,0.0,895.0,
547,"Healthcare, Education and Childcare - (continued)",Deca Dental Management LLC,One stop,L + 6.00(c),7.45,12/2021,737.0,761.0,0.0,664.0,
548,"Healthcare, Education and Childcare - (continued)",Deca Dental Management LLC,One stop,L + 6.00(c),7.45,12/2021,100.0,101.0,0.0,90.0,
549,"Healthcare, Education and Childcare - (continued)",Deca Dental Management LLC,One stop,L + 6.00,N/A  (6),12/2021,0.0,0.0,0.0,0.0,
550,"Healthcare, Education and Childcare - (continued)",Elite Dental Partners LLC  *#,One stop,L + 5.25(d),6.32,06/2023,14162.0,14033.0,0.6,11046.0,
551,"Healthcare, Education and Childcare - (continued)",Elite Dental Partners LLC,One stop,L + 5.25(d),6.32,06/2023,1878.0,1866.0,0.1,1464.0,
552,"Healthcare, Education and Childcare - (continued)",Elite Dental Partners LLC  #,One stop,L + 5.25(d),6.32,06/2023,1760.0,1749.0,0.1,1372.0,
553,"Healthcare, Education and Childcare - (continued)",Elite Dental Partners LLC  +~,One stop,L + 5.25(d),6.32,06/2023,1678.0,1669.0,0.1,1309.0,
554,"Healthcare, Education and Childcare - (continued)",Elite Dental Partners LLC  #~,One stop,L + 5.25(d),6.32,06/2023,1608.0,1599.0,0.1,1254.0,
555,"Healthcare, Education and Childcare - (continued)",Elite Dental Partners LLC,One stop,L + 5.25(c)(d),6.32,06/2023,200.0,199.0,0.0,156.0,
556,"Healthcare, Education and Childcare - (continued)","Healthcare, Education and Childcare - (continued)",One stop,,,,,,,,
557,"Healthcare, Education and Childcare - (continued)",Elite Dental Partners LLC,One stop,L + 5.25(d),6.32,06/2023,19.0,14.0,0.0,15.0,
558,"Healthcare, Education and Childcare - (continued)","ERG Buyer, LLC  *#",One stop,L + 5.50(c),6.95,05/2024,19231.0,19174.0,0.9,17308.0,
559,"Healthcare, Education and Childcare - (continued)","ERG Buyer, LLC",One stop,P + 4.50(f),7.75,05/2024,300.0,294.0,0.0,270.0,
560,"Healthcare, Education and Childcare - (continued)","ERG Buyer, LLC  (5)",One stop,L + 5.50,N/A  (6),05/2024,0.0,,0.0,0.0,
561,"Healthcare, Education and Childcare - (continued)","eSolutions, Inc.  ^*#+!~",One stop,L + 6.50(a),7.50,03/2022,73854.0,74780.0,3.7,72379.0,
562,"Healthcare, Education and Childcare - (continued)","eSolutions, Inc.",One stop,L + 6.50(a),7.50,03/2022,150.0,150.0,0.0,148.0,
563,"Healthcare, Education and Childcare - (continued)",Excelligence Learning Corporation  ^#,One stop,L + 6.00(a)(c),7.07,04/2023,10143.0,9833.0,0.4,7608.0,
