,0,1,2,3,4,5,6,7,8,9
439,"Hotels, Restaurants & Leisure",Planet Fit Indy 10 LLC#,One stop,L + 5.25(c),6.25,07/2025,2319,2369,0.1,2088
440,"Hotels, Restaurants & Leisure",Planet Fit Indy 10 LLC#,One stop,L + 5.25(c),6.25,07/2025,1259,1242,0.1,1133
441,"Hotels, Restaurants & Leisure",Planet Fit Indy 10 LLC,One stop,L + 5.25(c),6.25,07/2025,200,199,0,180
442,"Hotels, Restaurants & Leisure","Self Esteem Brands, LLC*#",Senior loan,L + 4.25(c),5.25,02/2022,45841,46193,1.8,44007
443,"Hotels, Restaurants & Leisure","Self Esteem Brands, LLC",Senior loan,P + 3.25(f),6.50,02/2022,2338,2335,0.1,2245
444,"Hotels, Restaurants & Leisure","SSRG Holdings, LLC",One stop,L + 5.25(a),6.25,11/2025,918,902,0.1,891
445,"Hotels, Restaurants & Leisure","SSRG Holdings, LLC",One stop,L + 5.25(a)(c),6.25,11/2025,75,74,0,73
446,"Hotels, Restaurants & Leisure","Sunshine Sub, LLC#~",One stop,L + 5.25(a),6.25,05/2024,12925,13024,0.5,12149
447,"Hotels, Restaurants & Leisure","Sunshine Sub, LLC#",One stop,L + 5.25(a),6.25,05/2024,5654,5838,0.2,5315
448,"Hotels, Restaurants & Leisure","Sunshine Sub, LLC",One stop,L + 5.25(a),6.25,05/2024,20,19,0,8
449,"Hotels, Restaurants & Leisure","Tropical Smoothie Cafe Holdings, LLC",Senior loan,L + 5.50(a)(c),6.50,09/2026,17374,17202,0.7,17200
450,"Hotels, Restaurants & Leisure","Tropical Smoothie Cafe Holdings, LLC(5)",Senior loan,L + 5.50,N/A(6),09/2026,0,(1),0,(1)
451,"Hotels, Restaurants & Leisure","Velvet Taco Holdings, Inc.~",One stop,L + 7.00(e),8.00,03/2026,1769,1753,0.1,1522
452,"Hotels, Restaurants & Leisure","Velvet Taco Holdings, Inc.",One stop,L + 7.00,N/A(6),03/2026,0,0,0,0
453,"Hotels, Restaurants & Leisure","Velvet Taco Holdings, Inc.(5)",One stop,L + 7.00,N/A(6),03/2026,0,(1),0,0
454,Household Durables,Household Durables,One stop,,,,,,,
455,Household Durables,Groundworks LLC^,Senior loan,L + 7.00(a),8.00,01/2026,4709,4657,0.2,4709
456,Household Durables,Groundworks LLC,Senior loan,L + 7.00(a),8.00,01/2026,84,83,0,84
457,Household Durables,Groundworks LLC,Senior loan,L + 7.00,N/A(6),01/2026,0,0,0,0
458,Household Products,Household Products,Senior loan,,,,,,,
459,Household Products,"WU Holdco, Inc. #^",One stop,L + 5.25(c),6.25,03/2026,3427,3504,0.2,3427
460,Household Products,"WU Holdco, Inc.",One stop,L + 5.25(c),6.25,03/2026,392,392,0,392
461,Household Products,"WU Holdco, Inc. (5)",One stop,L + 5.25,N/A(6),03/2025,0,0,0,(2)
462,Industrial Conglomerates,Industrial Conglomerates,One stop,,,,,,,
463,Industrial Conglomerates,Arch Global CCT Holdings Corp.#^,Senior loan,L + 4.75(c),4.97,04/2026,4162,4197,0.2,4080.0
464,Industrial Conglomerates,Arch Global CCT Holdings Corp.(5),Senior loan,L + 4.75,N/A(6),04/2025,0,0,0,(2)
465,Industrial Conglomerates,Arch Global CCT Holdings Corp.(5),Senior loan,L + 4.75,N/A(6),04/2026,0,0,0,(1)
466,Industrial Conglomerates,Madison Safety & Flow LLC^,Senior loan,L + 4.50(a),4.66,03/2025,495,494,0,490
467,Industrial Conglomerates,Madison Safety & Flow LLC,Senior loan,L + 4.50,N/A(6),03/2025,0,0,0,0
468,Insurance,Insurance,Senior loan,,,,,,,
469,Insurance,"Captive Resources Midco, LLC*#+~^",One stop,L + 6.00(a),7.00,05/2025,55016,55162,2.3,55016
470,Insurance,"Captive Resources Midco, LLC#",One stop,L + 6.00(a),7.00,05/2025,1440,1427,0.1,1440
471,Insurance,"Captive Resources Midco, LLC(5)",One stop,L + 6.00,N/A(6),05/2025,0,(18),0,0
472,Insurance,"High Street Insurance Partners, Inc.+Senior loan",One stop,L + 6.25(c),7.25,12/2025,873,851,0,851
473,Insurance,"High Street Insurance Partners, Inc.(5)",Senior loan,L + 6.25,N/A(6),12/2025,0,(7),0,(7)
474,Insurance,"Integrity Marketing Acquisition, LLC^",Senior loan,L + 5.50(c),6.50,08/2025,2471,2471,0.1,2421
475,Insurance,"Integrity Marketing Acquisition, LLC",Senior loan,L + 5.50(c)(d),6.64,08/2025,789,786,0,774
476,Insurance,"Integrity Marketing Acquisition, LLC",Senior loan,L + 5.50(c),6.50,08/2025,478,475,0,468
477,Insurance,"Integrity Marketing Acquisition, LLC",Senior loan,L + 5.50(c)(d),6.50,08/2025,243,242,0,238
478,Insurance,"Integrity Marketing Acquisition, LLC",Senior loan,L + 5.75,N/A(6),08/2025,0,0,0,0
479,Insurance,"J.S. Held Holdings, LLC#^",One stop,L + 6.00(c),7.00,07/2025,4780,4768,0.2,4780
480,Insurance,"J.S. Held Holdings, LLC",One stop,P + 5.00(f),8.25,07/2025,52,46,0,52
481,Insurance,"J.S. Held Holdings, LLC(5)",One stop,L + 6.00,N/A(6),07/2025,0,(15),0,0
482,Insurance,Majesco,One stop,L + 7.75(c),8.75,09/2027,12334,12089,0.5,12149
483,Insurance,Majesco(5),Senior loan,L + 7.75,N/A(6),09/2026,0,(3),0,(2)
484,Insurance,"Orchid Underwriters Agency, LLC^",Senior loan,L + 4.25(c),5.25,12/2024,4124,4176,0.2,4124
485,Insurance,"Orchid Underwriters Agency, LLC",Senior loan,L + 4.25,N/A(6),12/2024,0,0,0,0
486,Insurance,"Orchid Underwriters Agency, LLC(5)",Senior loan,L + 4.25,N/A(6),12/2024,0,(1),0,0
487,Insurance,"RSC Acquisition, Inc.+~^",One stop,L + 5.50(b)(c),6.50,10/2026,26056,25564,1.1,25275
488,Insurance,"RSC Acquisition, Inc.",One stop,L + 5.50(c),6.50,10/2026,998,958,0,968
489,Insurance,"RSC Acquisition, Inc.(5)",One stop,L + 5.50,N/A(6),10/2026,0,(1),0,(2)
490,Insurance,"RSC Acquisition, Inc.(5)",One stop,L + 5.50,N/A(6),10/2026,0,(2),0,(3)
491,Insurance,"RSC Acquisition, Inc.(5)",One stop,L + 5.50,N/A(6),10/2026,0,(226),0,(170)
492,Internet and Catalog Retail,Internet and Catalog Retail,One stop,,,,,,,
493,Internet and Catalog Retail,"AutoQuotes, LLC!",One stop,L + 6.00(c),7.00,11/2024,9888,10023,0.4,9393
494,Internet and Catalog Retail,"AutoQuotes, LLC",One stop,L + 6.00(c),7.00,11/2024,100,100,0,96
495,IT Services,IT Services,One stop,,,,,,,
496,IT Services,"Acquia, Inc.!~",One stop,L + 7.00(c),8.00,10/2025,7118,7057,0.3,7118.0
497,IT Services,"Acquia, Inc.",One stop,L + 7.00,N/A(6),10/2025,0,0,0,0
498,IT Services,"Appriss Holdings, Inc.#+~^",One stop,L + 5.50(a)(c)(d),5.75,06/2026,24968,25674,1.0,24470
499,IT Services,"Appriss Holdings, Inc.",One stop,L + 5.50(a),5.65,06/2025,202,198,0,194
500,IT Services,"Arctic Wolf Networks, Inc. and Arctic Wolf Networks Canada, Inc.",One stop,L + 7.50(a),8.50 cash/1.00 PIK,08/2025,4622,4444,0.2,4529
501,IT Services,"Arctic Wolfs Networks, Inc. and Arctic Wolf Networks Canada, Inc.",One stop,L + 7.50,N/A(6),08/2025,0,0,0,0
502,IT Services,"Arctic Wolfs Networks, Inc. and Arctic Wolf Networks Canada, Inc.(5)",One stop,L + 7.50,N/A(6),08/2025,0,(3),0,(3)
503,IT Services,"Arctic Wolfs Networks, Inc. and Arctic Wolf Networks Canada, Inc.(5)",One stop,L + 7.50,N/A(6),08/2025,0,(14),0,(14)
504,IT Services,Centrify Corporation*#,One stop,L + 8.25(c),9.25,08/2024,23239,23279,1.0,22774
505,IT Services,Centrify Corporation,One stop,P + 7.25(f),10.50,08/2024,200,202,0,196
506,IT Services,"E2open, LLC*#+!~^",One stop,L + 5.75(c),6.75,11/2024,85904,86773,3.5,84184
507,IT Services,"E2open, LLC(5)",One stop,L + 5.75,N/A(6),11/2024,0,(5),0,(10)
508,IT Services,"Episerver, Inc.!~(8)(9)",One stop,L + 6.00(d),6.00,10/2024,20541,20852,0.9,20471
509,IT Services,"Episerver, Inc.#^",One stop,L + 5.75(c)(d),6.75,10/2024,12186,12374,0.5,11820
510,IT Services,"Episerver, Inc.(5)",One stop,L + 5.75,N/A(6),10/2024,0,(2),0,(12)
511,IT Services,"Gamma Technologies, LLC*#!^",One stop,L + 5.00(c),6.00,06/2024,47091,47412,1.9,46620
512,IT Services,"Gamma Technologies, LLC(5)",One stop,L + 5.00,N/A(6),06/2024,0,(1),0,(2)
513,IT Services,"Infinisource, Inc.~^",One stop,L + 4.50(c),5.50,10/2026,29180,28757,1.2,29180
514,IT Services,"Infinisource, Inc.",One stop,L + 4.50(c),5.50,10/2026,154,151,0,154
515,IT Services,"Infinisource, Inc.",One stop,L + 4.50(c),5.50,10/2026,111,110,0,111
516,IT Services,"Infinisource, Inc.(5)",One stop,L + 4.50,N/A(6),10/2026,0,(1),0,0
517,IT Services,Maverick Bidco Inc.*#!~,One stop,L + 6.25(c),7.25,04/2023,39462,39684,1.7,39462
518,IT Services,Maverick Bidco Inc.*#,One stop,L + 6.25(c),7.25,04/2023,3183,3237,0.1,3183
519,IT Services,Maverick Bidco Inc.,One stop,L + 6.25(c),7.25,04/2023,2821,2751,0.1,2821
520,IT Services,Maverick Bidco Inc.^,One stop,L + 6.25(c),7.25,04/2023,1693,1629,0.1,1693
521,IT Services,Maverick Bidco Inc.,One stop,L + 6.25(c),7.25,04/2023,202,199,0,202
522,IT Services,"PCS Intermediate II Holdings, LLC~",One stop,L + 5.25(c),6.25,01/2026,14493,14364,0.6,14493
523,IT Services,"PCS Intermediate II Holdings, LLC(5)",One stop,L + 5.50,N/A(6),01/2026,0,(1),0,0
524,IT Services,"Recordxtechnologies, LLC+One stop",One stop,L + 5.50(c),6.50,12/2025,743,735,0,714
525,IT Services,"Recordxtechnologies, LLC",One stop,L + 5.50(c),6.50,12/2025,42,41,0,39
526,IT Services,"Recordxtechnologies, LLC(5)",One stop,L + 5.50,N/A(6),12/2025,0,(1),0,(7)
527,IT Services,"Red Dawn SEI Buyer, Inc.^",Senior loan,L + 4.25(c),5.25,11/2025,752,744,0,752
528,IT Services,"Red Dawn SEI Buyer, Inc.(5)",Senior loan,L + 4.25,N/A(6),11/2025,0,(1),0,0
529,IT Services,"Red Dawn SEI Buyer, Inc.(5)",Senior loan,L + 4.25,N/A(6),11/2025,0,(1),0,0
530,IT Services,"Velocity Technology Solutions, Inc.*#",One stop,L + 6.00(c),7.00,12/2023,18276,18556,0.8,18276
531,IT Services,"Velocity Technology Solutions, Inc.",One stop,L + 6.00(c),7.00,12/2023,50,49,0,50
532,Leisure Products,Leisure Products,One stop,,,,,,,
533,Leisure Products,WBZ Investment LLC#,One stop,L + 7.50(c),6.50 cash/2.00 PIK,09/2024,8467,8525,0.3,7620
534,Leisure Products,WBZ Investment LLC,One stop,L + 7.50(c),6.50 cash/2.00 PIK,09/2024,1213,1205,0.1,1091
535,Leisure Products,WBZ Investment LLC,One stop,L + 7.50(c),6.50 cash/2.00 PIK,09/2024,843,871,0,758
536,Leisure Products,WBZ Investment LLC,One stop,L + 7.50(c),6.50 cash/2.00 PIK,09/2024,431,445,0,388
537,Leisure Products,WBZ Investment LLC,One stop,L + 7.50(c),6.50 cash/2.00 PIK,09/2024,80,80,0,70
538,Life Sciences Tools & Services,Life Sciences Tools & Services,One stop,,,,,,,
539,Life Sciences Tools & Services,"Pace Analytical Services, LLC*#!",One stop,L + 5.75(c),6.75,04/2024,29639,29717,1.2,29343.0
540,Life Sciences Tools & Services,"Pace Analytical Services, LLC",One stop,L + 5.75(c),6.75,04/2024,7046,6943,0.3,6975
541,Life Sciences Tools & Services,"Pace Analytical Services, LLC#^",One stop,L + 5.75(c),6.75,04/2024,2756,2768,0.1,2729
542,Life Sciences Tools & Services,"Pace Analytical Services, LLC*#",One stop,L + 5.75(c),6.75,04/2024,1652,1685,0.1,1635
543,Life Sciences Tools & Services,"Pace Analytical Services, LLC*#",One stop,L + 5.75(c),6.75,04/2024,1518,1529,0.1,1504
544,Life Sciences Tools & Services,"Pace Analytical Services, LLC*#",One stop,L + 5.75(c),6.75,04/2024,1264,1264,0.1,1252
545,Life Sciences Tools & Services,"Pace Analytical Services, LLC#^",One stop,L + 5.75(c),6.75,04/2024,1222,1246,0.1,1210
546,Life Sciences Tools & Services,"Pace Analytical Services, LLC",One stop,L + 5.75(c),6.75,04/2024,993,971,0,983
547,Life Sciences Tools & Services,"Pace Analytical Services, LLC*#",One stop,L + 5.75(c),6.75,04/2024,678,680,0,670
548,Life Sciences Tools & Services,"Pace Analytical Services, LLC*#",One stop,L + 5.75(c),6.75,04/2024,559,570,0,554
549,Life Sciences Tools & Services,"Pace Analytical Services, LLC*",One stop,L + 5.75(c),6.75,04/2024,188,191,0,186
550,Life Sciences Tools & Services,"Pace Analytical Services, LLC(5)",One stop,L + 5.75,N/A(6),04/2024,0,(3),0,(4)
551,Life Sciences Tools & Services,"Pace Analytical Services, LLC(5)",One stop,L + 5.75,N/A(6),04/2024,0,(116),0,(80)
552,Machinery,Machinery,One stop,,,,,,,
553,Machinery,"Blackbird Purchaser, Inc. *+~^",Senior loan,L + 4.25(c)(f),4.47,04/2026,15524,15796,0.6,15059
554,Machinery,"Blackbird Purchaser, Inc. (5)",Senior loan,L + 4.25,N/A(6),04/2024,0,(1),0,(6)
555,Machinery,"Blackbird Purchaser, Inc. (5)",Senior loan,L + 4.25,N/A(6),04/2026,0,20,0,(14)
556,Machinery,"Chase Industries, Inc.+~",Senior loan,L + 5.50(d),6.50,05/2025,12059,12180,0.4,9620
557,Machinery,"Chase Industries, Inc.",Senior loan,L + 7.00(d),6.50 cash/1.50 PIK,05/2025,985,1020,0.1,786
558,Machinery,"Chase Industries, Inc.",Senior loan,L + 7.00(d),6.50 cash/1.50 PIK,05/2023,354,358,0,282
559,Multiline Retail,Multiline Retail,Senior loan,,,,,,,
560,Multiline Retail,Mills Fleet Farm Group LLC*#+!~^,One stop,L + 6.25(d),7.25,10/2024,46488,46372,1.9,46488
561,"Oil, Gas & Consumable Fuels","Oil, Gas & Consumable Fuels",One stop,,,,,,,
562,"Oil, Gas & Consumable Fuels","3ES Innovation, Inc.+~(8)(12)",One stop,L + 5.75(c),6.75,05/2025,13761,14004,0.5,13072
563,"Oil, Gas & Consumable Fuels","3ES Innovation, Inc.(5)(8)(12)",One stop,L + 5.75,N/A(6),05/2025,0,(2),0,(10)
564,"Oil, Gas & Consumable Fuels","Drilling Info Holdings, Inc.*#+~",Senior loan,L + 4.25(a),4.40,07/2025,36577,37062,1.5,35030
565,"Oil, Gas & Consumable Fuels","Drilling Info Holdings, Inc.~",Senior loan,L + 4.50(a),4.65,07/2025,17342,16915,0.7,16790
566,"Oil, Gas & Consumable Fuels","Drilling Info Holdings, Inc.",Senior loan,L + 4.25(a),4.40,07/2023,120,118,0,112
567,"Oil, Gas & Consumable Fuels","Drilling Info Holdings, Inc.",Senior loan,L + 4.50(a),4.65,07/2023,52,49,0,49
568,"Oil, Gas & Consumable Fuels","Drilling Info Holdings, Inc.(5)",Senior loan,L + 4.25,N/A(6),07/2025,0,(6),0,(43)
569,"Oil, Gas & Consumable Fuels","Project Power Buyer, LLC#+^",One stop,L + 6.25(c),7.25,05/2026,15782,15929,0.7,15625
570,"Oil, Gas & Consumable Fuels","Project Power Buyer, LLC(5)",One stop,L + 6.25,N/A(6),05/2025,0,(1),0,(2)
571,Paper & Forest Products,Paper & Forest Products,One stop,,,,,,,
572,Paper & Forest Products,"Messenger, LLC+~",One stop,L + 6.50(c)(f),7.50,08/2023,9053,9126,0.4,8601
573,Paper & Forest Products,"Messenger, LLC(5)",One stop,L + 6.50,N/A(6),08/2023,0,0,0,(4)
574,Personal Products,Personal Products,One stop,,,,,,,
575,Personal Products,"IMPLUS Footwear, LLC+~",One stop,L + 7.75(c),8.75,04/2024,30973,31376,1.2,27876.0
576,Personal Products,"IMPLUS Footwear, LLC+~",One stop,L + 7.75(c),8.75,04/2024,5290,5358,0.2,4761
577,Personal Products,"IMPLUS Footwear, LLC*",One stop,L + 7.75(c),8.75,04/2024,763,786,0,686
578,Pharmaceuticals,Pharmaceuticals,One stop,,,,,,,
579,Pharmaceuticals,"ACP Ulysses Buyer, Inc.+!^",Senior loan,L + 5.00(c),6.00,02/2026,13210,13091,0.6,13210
580,Pharmaceuticals,"Apothecary Products, LLC+Senior loan",Senior loan,L + 4.50(c),5.50,07/2023,2904,3009,0.1,2846
581,Pharmaceuticals,"Apothecary Products, LLC(5)",Senior loan,L + 4.50,N/A(6),07/2023,0,0,0,(16)
582,Pharmaceuticals,"BIOVT, LLC*#^",One stop,L + 5.75(a),6.75,01/2021,34128,34262,1.4,34128
583,Pharmaceuticals,"BIOVT, LLC#^",One stop,L + 5.75(a),6.75,01/2021,2073,2091,0.1,2073
584,Pharmaceuticals,"BIOVT, LLC*",One stop,L + 5.75(a),6.75,01/2021,1946,1963,0.1,1946
585,Pharmaceuticals,"BIOVT, LLC",One stop,L + 5.75,N/A(6),01/2021,0,0,0,0
586,Pharmaceuticals,"BIOVT, LLC",One stop,L + 5.75,N/A(6),01/2021,0,0,0,0
587,Professional Services,Professional Services,One stop,,,,,,,
588,Professional Services,"Brandmuscle, Inc.",Senior loan,L + 4.75(c),5.75,12/2021,8115,8111,0.3,7708
589,Professional Services,"Brandmuscle, Inc.#",Senior loan,L + 5.00(c),6.00,12/2021,1126,1140,0,1073
590,Professional Services,"Brandmuscle, Inc.(5)",Senior loan,L + 4.75,N/A(6),12/2021,0,0,0,(4)
591,Professional Services,DISA Holdings Acquisition Subsidiary Corp.+~,Senior loan,L + 4.25(c),5.34,06/2022,9814,9891,0.4,8930
592,Professional Services,DISA Holdings Acquisition Subsidiary Corp.,Senior loan,L + 4.25(a),5.25,06/2022,1448,1448,0.1,1319
593,Professional Services,DISA Holdings Acquisition Subsidiary Corp.,Senior loan,L + 4.25,N/A(6),06/2022,0,3,0,0
594,Professional Services,Net Health Acquisition Corp.*#,One stop,L + 5.50(c),6.50,12/2023,8554,8656,0.3,8554
595,Professional Services,Net Health Acquisition Corp.~^,One stop,L + 5.50(c),6.50,12/2023,6845,6964,0.3,6845
596,Professional Services,Net Health Acquisition Corp.*#,One stop,L + 5.50(c),6.50,12/2023,1195,1210,0,1195
597,Professional Services,Net Health Acquisition Corp.(5),One stop,L + 5.50,N/A(6),12/2023,0,(2),0,0
598,Professional Services,"Nexus Brands Group, Inc.*#",One stop,L + 6.00(c),7.00,11/2023,9378,9471,0.4,8909
599,Professional Services,"Nexus Brands Group, Inc.+~(8)(9)",One stop,L + 6.00(h),7.00,11/2023,7145,7263,0.3,6980
600,Professional Services,"Nexus Brands Group, Inc.#",One stop,L + 6.00(c),7.00,11/2023,1987,2050,0.1,1887
601,Professional Services,"Nexus Brands Group, Inc.#~",One stop,L + 6.00(c),7.00,11/2023,1437,1483,0.1,1365
602,Professional Services,"Nexus Brands Group, Inc.~",One stop,L + 6.00(c),7.00,11/2023,765,759,0,727
603,Professional Services,"Nexus Brands Group, Inc.",One stop,L + 6.00(c),7.00,11/2023,20,21,0,10
604,Professional Services,"Nexus Brands Group, Inc.(5)(8)(9)",One stop,L + 6.00,N/A(6),11/2023,0,0,0,(4)
605,Professional Services,"Nexus Brands Group, Inc.(5)(8)(9)",One stop,L + 6.00,N/A(6),11/2023,0,(1),0,0
606,Professional Services,"Nexus Brands Group, Inc.(5)",One stop,L + 6.00,N/A(6),11/2023,0,(1),0,0
607,Professional Services,"PlanSource Holdings, Inc. !~",One stop,L + 6.25(b),7.25,04/2025,11416,11542,0.5,11416
608,Professional Services,"PlanSource Holdings, Inc. (5)",One stop,L + 6.25,N/A(6),04/2025,0,(1),0,0
609,Professional Services,"Teaching Company, The*#",One stop,L + 4.75(c)(d),5.75,07/2023,17832,18009,0.7,17832
610,Professional Services,"Teaching Company, The",One stop,L + 4.75(d),5.75,07/2023,30,30,0,30
611,Real Estate Management & Development,Real Estate Management & Development,One stop,,,,,,,
612,Real Estate Management & Development,"Property Brands, Inc.#",One stop,L + 5.75(c),6.75,01/2024,19845,20037,0.8,18852.0
613,Real Estate Management & Development,"Property Brands, Inc.~^",One stop,L + 5.75(c),6.75,01/2024,13666,13551,0.5,12984
614,Real Estate Management & Development,"Property Brands, Inc.*#",One stop,L + 5.75(c),6.75,01/2024,6653,6761,0.3,6319
615,Real Estate Management & Development,"Property Brands, Inc.~^",One stop,L + 5.75(c),6.75,01/2024,3243,3348,0.1,3081
616,Real Estate Management & Development,"Property Brands, Inc.",One stop,L + 5.75(c),6.75,01/2024,1424,1469,0.1,1353
617,Real Estate Management & Development,"Property Brands, Inc.#",One stop,L + 5.75(c),6.75,01/2024,1205,1243,0.1,1145
618,Real Estate Management & Development,"Property Brands, Inc.",One stop,L + 5.75(c),6.75,01/2024,1189,1227,0,1129
619,Real Estate Management & Development,"Property Brands, Inc.",One stop,L + 5.75(c),6.75,01/2024,950,944,0,903
620,Real Estate Management & Development,"Property Brands, Inc.",One stop,L + 5.75(c),6.75,01/2024,501,517,0,477
621,Real Estate Management & Development,"Property Brands, Inc.",One stop,L + 5.75(c),6.75,01/2024,200,199,0,190
622,Real Estate Management & Development,"Property Brands, Inc.(5)",One stop,L + 5.75,N/A(6),01/2024,0,(2),0,(175)
623,Real Estate Management & Development,MRI Software LLC~^,One stop,L + 5.50(c),6.50,02/2026,14579,14450,0.6,14215
624,Real Estate Management & Development,MRI Software LLC,One stop,L + 5.50(c),6.50,02/2026,1710,1667,0.1,1667
625,Real Estate Management & Development,MRI Software LLC(5),One stop,L + 5.50,N/A(6),02/2026,0,(2),0,(7)
626,Real Estate Management & Development,MRI Software LLC(5),One stop,L + 5.50,N/A(6),02/2026,0,0,0,(2)
627,Real Estate Management & Development,MRI Software LLC(5),One stop,L + 5.50,N/A(6),02/2026,0,(3),0,(9)
628,Road & Rail,Road & Rail,One stop,,,,,,,
629,Road & Rail,Internet Truckstop Group LLC*#!,One stop,L + 5.50(c),6.50,04/2025,22587,23165,0.9,22587
630,Road & Rail,Internet Truckstop Group LLC(5),One stop,L + 5.50,N/A(6),04/2025,0,(2),0,0
631,Software,Software,One stop,,,,,,,
632,Software,"Accela, Inc.*#",One stop,L + 4.91(a),4.25 cash/1.66 PIK,09/2023,4479,4479,0.2,4411.0
633,Software,"Accela, Inc.(5)",One stop,L + 7.00,N/A(6),09/2023,0,0,0,(2)
634,Software,"Apptio, Inc. !~",One stop,L + 7.25(d),8.25,01/2025,57009,57722,2.4,57009
635,Software,"Apptio, Inc. (5)",One stop,L + 7.25,N/A(6),01/2025,0,(1),0,0
636,Software,"Astute Holdings, Inc. !",One stop,L + 6.50(c),7.50,04/2025,10816,10951,0.5,10816
637,Software,"Astute Holdings, Inc.",One stop,L + 6.50(c),7.50,04/2025,2768,2759,0.1,2768
638,Software,"Astute Holdings, Inc. (5)",One stop,L + 6.50,N/A(6),04/2025,0,(1),0,0
639,Software,Axiom Merger Sub Inc.!~^,One stop,L + 5.25(c),6.47,04/2026,5847,5900,0.3,5847
640,Software,Axiom Merger Sub Inc.+~(8)(9),One stop,E + 5.50(g),5.50,04/2026,2411,2432,0.1,2492
641,Software,Axiom Merger Sub Inc.,One stop,L + 5.25(d),6.25,04/2026,30,29,0,30
642,Software,"Bearcat Buyer, Inc.+~",Senior loan,L + 4.25(c),5.25,07/2026,2928,2950,0.1,2928
643,Software,"Bearcat Buyer, Inc.~",Senior loan,L + 4.25(c),5.25,07/2026,309,307,0,309
644,Software,"Bearcat Buyer, Inc.",Senior loan,L + 4.25(c),5.25,07/2026,165,166,0,165
645,Software,"Bearcat Buyer, Inc.",Senior loan,L + 4.25,N/A(6),07/2024,0,0,0,0
646,Software,"Bullhorn, Inc.*#+~^",One stop,L + 5.75(c),6.75,09/2026,67302,66135,2.8,66294
647,Software,"Bullhorn, Inc.(8)(9)",One stop,L + 6.00(h),6.06,09/2026,12008,11796,0.5,12230
648,Software,"Bullhorn, Inc.(8)(9)",One stop,L + 5.75(c),5.75,09/2026,4822,4736,0.2,4951
649,Software,"Bullhorn, Inc.",One stop,L + 5.75(c)(f),6.75,09/2026,98,96,0,96
650,Software,"Bullhorn, Inc.",One stop,L + 5.75(c),6.75,09/2026,78,77,0,77
651,Software,"Bullhorn, Inc.(5)",One stop,L + 5.75,N/A(6),09/2026,0,(4),0,(4)
652,Software,"Bullhorn, Inc.(5)",One stop,L + 5.75,N/A(6),09/2026,0,(4),0,(3)
653,Software,"Calabrio, Inc. !~",One stop,L + 6.50(c),7.50,06/2025,24880,24894,1.0,24880
654,Software,"Calabrio, Inc.",One stop,L + 6.50(a),7.50,06/2025,72,72,0,72
655,Software,"Clearwater Analytics, LLC*#",One stop,L + 5.50(c),6.50,09/2022,14242,14256,0.6,14242
656,Software,"Clearwater Analytics, LLC*",One stop,L + 5.50(c),6.50,09/2022,6040,6071,0.3,6040
657,Software,"Clearwater Analytics, LLC+One stop",One stop,L + 5.50(c),6.50,09/2022,990,976,0,990
658,Software,"Clearwater Analytics, LLC(5)",One stop,L + 5.50,N/A(6),09/2022,0,(3),0,0
659,Software,"Cloudbees, Inc.",One stop,L + 9.00(a),9.50 cash/0.50 PIK,05/2023,4215,4248,0.2,4215
660,Software,"Cloudbees, Inc.",One stop,L + 9.00(a),9.50 cash/0.50 PIK,05/2023,2774,2692,0.1,2774
661,Software,"Cloudbees, Inc.",One stop,L + 9.00(a),9.50 cash/0.50 PIK,05/2023,1469,1480,0.1,1469
662,Software,"Cloudbees, Inc.",One stop,L + 8.50,N/A(6),05/2023,0,0,0,0
663,Software,"Confluence Technologies, Inc.+~^",One stop,L + 5.75(a),6.75,03/2024,45004,44768,1.9,44554
664,Software,"Confluence Technologies, Inc.",One stop,L + 5.75(a),6.75,03/2024,28,27,0,25
665,Software,"Convercent, Inc.",One stop,L + 9.00(c),8.25 cash/2.75 PIK,12/2024,2795,2725,0.1,2831
666,Software,"Convercent, Inc.",Subordinated debt,No Value,4.00,11/2020,138,138,0,176
667,Software,"Convercent, Inc.",One stop,L + 9.00(c),N/A(6),12/2024,0,0,0,0
668,Software,"Convercent, Inc.",One stop,L + 9.00,N/A(6),12/2024,0,0,0,0
669,Software,Daxko Acquisition Corporation*#^,One stop,L + 6.00(c),7.00,09/2023,25681,25759,1.1,25681
670,Software,Daxko Acquisition Corporation,One stop,L + 6.00,N/A(6),09/2023,0,0,0,0
671,Software,"Digital Guardian, Inc.!",One stop,L + 9.50(c),7.50 cash/3.00 PIK,06/2023,8731,9013,0.4,9040
672,Software - (continued),Software - (continued),One stop,,,,,,,
673,Software - (continued),"Digital Guardian, Inc.",Subordinated debt,No Value,8.00 PIK,06/2023,9,7,0,9.0
674,Software - (continued),"Digital Guardian, Inc.",One stop,L + 5.00,N/A(6),06/2023,0,0,0,2
675,Software - (continued),Diligent Corporation*#+!~^,One stop,L + 6.25(c),7.25,08/2025,88058,88673,3.6,85856
676,Software - (continued),Diligent Corporation(5),One stop,L + 6.25,N/A(6),08/2025,0,1,0,(8)
677,Software - (continued),"GS Acquisitionco, Inc.*#+!~^",One stop,L + 5.75(d),6.75,05/2024,54048,54440,2.3,54048
678,Software - (continued),"GS Acquisitionco, Inc.*#",One stop,L + 5.75(c),6.75,05/2024,12756,13056,0.5,12756
679,Software - (continued),"GS Acquisitionco, Inc.#",One stop,L + 5.75(d),6.75,05/2024,3286,3364,0.1,3286
680,Software - (continued),"GS Acquisitionco, Inc.+~",One stop,L + 5.75(c),6.75,05/2024,3033,3104,0.1,3033
