,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
339,"Pyramid Healthcare, Inc.  #",One stop,,L + 6.50,(a),,8.07,,08/2019,,518,,,511,,,0.1,,,518,,,,,,,,,,,,,,,,,,,,,
340,"Pyramid Healthcare, Inc.",One stop,,L + 6.50,(a),,8.05,,08/2019,,149,,,148,,,-,,,149,,,,,,,,,,,,,,,,,,,,,
341,"Pyramid Healthcare, Inc.",One stop,,L + 6.50,(a),,8.07,,08/2019,,45,,,44,,,-,,,45,,,,,,,,,,,,,,,,,,,,,
342,"Pyramid Healthcare, Inc.",One stop,,P + 5.25,(e),,9.75,,08/2019,,3,,,3,,,-,,,3,,,,,,,,,,,,,,,,,,,,,
343,"Radiology Partners, Inc.  ^#",One stop,,L + 5.75,(c)(d),,7.59,,12/2023,,28295,,,28185,,,2.9,,,28012,,,,,,,,,,,,,,,,,,,,,
344,"Radiology Partners, Inc.",One stop,,L + 5.75,(d),,7.59,,12/2023,,507,,,497,,,0.1,,,499,,,,,,,,,,,,,,,,,,,,,
345,"Radiology Partners, Inc.  (5)",One stop,,L + 5.75,,,N/A  (6),,12/2023,,-,,,(4,,,-,,,(7,,,,,,,,,,,,,,,,,,,,,
346,"Reliant Pro ReHab, LLC  *",Senior loan,,L + 5.00,(c),,6.69,,12/2018,,2454,,,2451,,,0.3,,,2454,,,,,,,,,,,,,,,,,,,,,
347,"Reliant Pro ReHab, LLC",Senior loan,,P + 4.00,(e),,8.25,,12/2018,,366,,,365,,,-,,,366,,,,,,,,,,,,,,,,,,,,,
348,"Riverchase MSO, LLC  #",Senior loan,,L + 5.25,(a),,6.82,,10/2022,,4968,,,4907,,,0.5,,,4968,,,,,,,,,,,,,,,,,,,,,
349,"Riverchase MSO, LLC",Senior loan,,L + 5.25,(a)(c),,6.82,,10/2022,,37,,,37,,,-,,,37,,,,,,,,,,,,,,,,,,,,,
350,RXH Buyer Corporation  *^,One stop,,L + 5.75,(c),,7.44,,09/2021,,17215,,,17002,,,1.8,,,17215,,,,,,,,,,,,,,,,,,,,,
351,RXH Buyer Corporation  *,One stop,,L + 5.75,(c),,7.44,,09/2021,,1948,,,1925,,,0.2,,,1948,,,,,,,,,,,,,,,,,,,,,
352,RXH Buyer Corporation,One stop,,L + 5.75,(c)(e),,8.22,,09/2021,,70,,,68,,,-,,,70,,,,,,,,,,,,,,,,,,,,,
353,"SLMP, LLC  #",One stop,,L + 6.00,(a),,7.57,,05/2023,,7601,,,7441,,,0.8,,,7525,,,,,,,,,,,,,,,,,,,,,
354,"SLMP, LLC",One stop,,L + 6.00,(a),,7.57,,05/2023,,300,,,296,,,-,,,300,,,,,,,,,,,,,,,,,,,,,
355,"SLMP, LLC",One stop,,No Value,,,7.50 PIK,,05/2027,,83,,,83,,,-,,,87,,,,,,,,,,,,,,,,,,,,,
356,"SLMP, LLC  (5)",One stop,,L + 6.00,,,N/A  (6),,05/2023,,-,,,(1,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
357,"SLMP, LLC  (5)",One stop,,L + 6.00,,,N/A  (6),,05/2023,,-,,,(1,,,-,,,(1,,,,,,,,,,,,,,,,,,,,,
358,"Spear Education, LLC  ^",One stop,,L + 6.25,(c),,7.58,,08/2019,,4633,,,4613,,,0.5,,,4633,,,,,,,,,,,,,,,,,,,,,
359,"Spear Education, LLC",One stop,,L + 6.25,(c),,7.58,,08/2019,,75,,,74,,,-,,,75,,,,,,,,,,,,,,,,,,,,,
360,"Spear Education, LLC",One stop,,L + 6.25,,,N/A  (6),,08/2019,,-,,,-,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
361,"Summit Behavioral Healthcare, LLC  ^#",Senior loan,,L + 4.75,(b),,6.37,,10/2023,,8843,,,8716,,,0.9,,,8755,,,,,,,,,,,,,,,,,,,,,
362,"Summit Behavioral Healthcare, LLC",Senior loan,,L + 4.75,(b),,6.37,,10/2023,,30,,,28,,,-,,,29,,,,,,,,,,,,,,,,,,,,,
363,"Summit Behavioral Healthcare, LLC  (5)",Senior loan,,L + 4.75,,,N/A  (6),,10/2023,,-,,,(3,,,-,,,(2,,,,,,,,,,,,,,,,,,,,,
364,"WHCG Management, LLC  *",Senior loan,,L + 4.75,(c),,6.44,,03/2023,,2388,,,2362,,,0.2,,,2388,,,,,,,,,,,,,,,,,,,,,
365,"WHCG Management, LLC  (5)",Senior loan,,L + 4.75,,,N/A  (6),,03/2023,,-,,,(1,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
366,"WHCG Management, LLC  (5)",Senior loan,,L + 4.75,,,N/A  (6),,03/2023,,-,,,(3,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
367,"WIRB-Copernicus Group, Inc.  *^",Senior loan,,L + 5.00,(c),,6.69,,08/2022,,9788,,,9712,,,1.0,,,9788,,,,,,,,,,,,,,,,,,,,,
368,"WIRB-Copernicus Group, Inc.",Senior loan,,L + 5.00,,,N/A  (6),,08/2022,,-,,,-,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
369,,,,,,,,,,,339626,,,335153,,,35.0,,,335267,,,,,,,,,,,,,,,,,,,,,
370,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,
371,"Home and Office Furnishings, Housewares, and Durable Consumer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,1A Smart Start LLC  *,Senior loan,,L + 4.50,(a),,6.19,,02/2022,,,551,,,,550,,,0.1,,,,552,,,,,,,,,,,,,,,,,,
373,CST Buyer Company  ^,One stop,,L + 6.25,(c),,7.75,,03/2023,,2522,,,2462,,,0.3,,,2522,,,,,,,,,,,,,,,,,,,,,
374,CST Buyer Company  (5),One stop,,L + 6.25,,,N/A  (6),,03/2023,,-,,,(1,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
375,"Plano Molding Company, LLC  *^#",One stop,,L + 7.50,(a),,8.99,,05/2021,,13131,,,12992,,,1.1,,,11161,,,,,,,,,,,,,,,,,,,,,
376,,,,,,,,,,,16204,,,16003,,,1.5,,,14235,,,,,,,,,,,,,,,,,,,,,
377,"Hotels, Motels, Inns, and Gaming",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,"Aimbridge Hospitality, LLC  *^",One stop,,L + 5.50,(a),,7.07,,06/2022,,10016,,,9859,,,1.1,,,10016,,,,,,,,,,,,,,,,,,,,,
379,"Aimbridge Hospitality, LLC",One stop,,L + 5.50,(a),,7.07,,06/2022,,16,,,15,,,-,,,16,,,,,,,,,,,,,,,,,,,,,
380,"Aimbridge Hospitality, LLC  (5)",One stop,,L + 5.50,,,N/A  (6),,06/2022,,-,,,(1,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
381,,,,,,,,,,,10032,,,9873,,,1.1,,,10032,,,,,,,,,,,,,,,,,,,,,
382,Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,"Captive Resources Midco, LLC  *^#",One stop,,L + 6.00,(a),,7.57,,12/2021,,35411,,,34892,,,3.7,,,34881,,,,,,,,,,,,,,,,,,,,,
384,"Captive Resources Midco, LLC  (5)",One stop,,L + 6.00,,,N/A  (6),,12/2021,,-,,,(24,,,-,,,(26,,,,,,,,,,,,,,,,,,,,,
385,"Captive Resources Midco, LLC  (5)",One stop,,L + 6.00,,,N/A  (6),,12/2021,,-,,,(28,,,-,,,(28,,,,,,,,,,,,,,,,,,,,,
386,"Internet Pipeline, Inc.",One stop,,L + 7.25,(a),,8.82,,08/2022,,4847,,,4748,,,0.5,,,4926,,,,,,,,,,,,,,,,,,,,,
387,"Internet Pipeline, Inc.  *",One stop,,L + 6.25,(a),,7.74,,08/2022,,2093,,,2074,,,0.2,,,2048,,,,,,,,,,,,,,,,,,,,,
388,"Internet Pipeline, Inc.  *",One stop,,L + 6.25,(a),,7.74,,08/2022,,792,,,785,,,0.1,,,775,,,,,,,,,,,,,,,,,,,,,
389,"Internet Pipeline, Inc.  (5)",One stop,,L + 7.25,,,N/A  (6),,08/2021,,-,,,(1,,,-,,,1,,,,,,,,,,,,,,,,,,,,,
390,"RSC Acquisition, Inc.  #",Senior loan,,L + 5.25,(c),,6.94,,11/2022,,1263,,,1257,,,0.1,,,1257,,,,,,,,,,,,,,,,,,,,,
391,"RSC Acquisition, Inc.  (5)",Senior loan,,L + 5.25,,,N/A  (6),,11/2022,,-,,,(3,,,-,,,(2,,,,,,,,,,,,,,,,,,,,,
392,,,,,,,,,,,44406,,,43700,,,4.6,,,43832,,,,,,,,,,,,,,,,,,,,,
393,"Leisure, Amusement, Motion Pictures, Entertainment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,"NFD Operating, LLC  #",One stop,,L + 7.00,(a),,8.36,,06/2021,,2319,,,2295,,,0.2,,,2319,,,,,,,,,,,,,,,,,,,,,
395,"NFD Operating, LLC",One stop,,L + 7.00,,,N/A  (6),,06/2021,,-,,,-,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
396,"NFD Operating, LLC  (5)",One stop,,L + 7.00,,,N/A  (6),,06/2021,,-,,,(1,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
397,"PADI Holdco, Inc.  *^#",One stop,,L + 6.50,(c),,8.20,,04/2023,,19501,,,19241,,,2.0,,,19501,,,,,,,,,,,,,,,,,,,,,
398,"PADI Holdco, Inc.",One stop,,L + 6.50,(c),,8.20,,04/2022,,49,,,47,,,-,,,49,,,,,,,,,,,,,,,,,,,,,
399,"Self Esteem Brands, LLC  *^#",Senior loan,,L + 4.75,(a),,6.32,,02/2020,,17557,,,17474,,,1.8,,,17557,,,,,,,,,,,,,,,,,,,,,
400,"Self Esteem Brands, LLC  (5)",Senior loan,,L + 4.75,,,N/A  (6),,02/2020,,-,,,(4,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
401,"Teaching Company, The",One stop,,L + 7.00,(a)(c),,8.48,,08/2020,,18788,,,18639,,,2.0,,,18788,,,,,,,,,,,,,,,,,,,,,
402,"Teaching Company, The",One stop,,L + 7.00,(a)(e),,8.55,,08/2020,,80,,,79,,,-,,,80,,,,,,,,,,,,,,,,,,,,,
403,"Titan Fitness, LLC  *",One stop,,L + 6.50,(a),,7.86,,09/2019,,13053,,,12965,,,1.4,,,13053,,,,,,,,,,,,,,,,,,,,,
404,"Titan Fitness, LLC",One stop,,L + 6.50,(a),,7.86,,09/2019,,1969,,,1960,,,0.2,,,1969,,,,,,,,,,,,,,,,,,,,,
405,"Titan Fitness, LLC  *",One stop,,L + 6.50,(a),,7.86,,09/2019,,1729,,,1721,,,0.2,,,1729,,,,,,,,,,,,,,,,,,,,,
406,"Titan Fitness, LLC",One stop,,L + 6.50,(a),,7.86,,09/2019,,932,,,919,,,0.1,,,932,,,,,,,,,,,,,,,,,,,,,
407,"Titan Fitness, LLC  (5)",One stop,,L + 6.50,,,N/A  (6),,09/2019,,-,,,(8,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
408,,,,,,,,,,,75977,,,75327,,,7.9,,,75977,,,,,,,,,,,,,,,,,,,,,
409,Oil and Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,"Drilling Info, Inc.  *^#",One stop,,L + 6.25,(c),,7.94,,06/2020,,9983,,,9901,,,1.0,,,9883,,,,,,,,,,,,,,,,,,,,,
411,"Drilling Info, Inc.",One stop,,L + 6.25,,,N/A  (6),,06/2020,,-,,,-,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,9983,,,9901,,,1.0,,,9883,,,,,,,,,,,,,,,,,,,,,
413,Personal and Non Durable Consumer Products (Mfg. Only),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,"Georgica Pine Clothiers, LLC",One stop,,L + 5.50,(c),,7.19,,11/2021,,5664,,,5591,,,0.6,,,5664,,,,,,,,,,,,,,,,,,,,,
415,"Georgica Pine Clothiers, LLC  ^",One stop,,L + 5.50,(c),,7.19,,11/2021,,494,,,490,,,0.1,,,494,,,,,,,,,,,,,,,,,,,,,
416,"Georgica Pine Clothiers, LLC  *",One stop,,L + 5.50,(c),,7.19,,11/2021,,346,,,344,,,0.1,,,346,,,,,,,,,,,,,,,,,,,,,
417,"Georgica Pine Clothiers, LLC",One stop,,L + 5.50,(c),,7.19,,11/2021,,48,,,47,,,-,,,48,,,,,,,,,,,,,,,,,,,,,
418,"IMPLUS Footwear, LLC",One stop,,L + 6.75,(c),,8.44,,04/2021,,10280,,,10148,,,1.1,,,10280,,,,,,,,,,,,,,,,,,,,,
419,"IMPLUS Footwear, LLC",One stop,,L + 6.75,(c),,8.35,,04/2021,,1810,,,1787,,,0.2,,,1810,,,,,,,,,,,,,,,,,,,,,
420,"Massage Envy, LLC  *^#",One stop,,L + 6.75,(b)(e),,8.37,,09/2020,,35102,,,34810,,,3.7,,,35102,,,,,,,,,,,,,,,,,,,,,
421,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,
422,Personal and Non Durable Consumer Products (Mfg. Only) - (continued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,"Massage Envy, LLC",One stop,,L + 6.75,(c)(e),,8.18,,09/2020,,,99,,,,99,,,-,,,,99,,,,,,,,,,,,,,,,,,
424,"Massage Envy, LLC",One stop,,L + 6.75,(c),,8.44,,09/2020,,105,,,96,,,-,,,105,,,,,,,,,,,,,,,,,,,,,
425,"Massage Envy, LLC",One stop,,L + 6.75,(c)(e),,8.24,,09/2020,,40,,,40,,,-,,,40,,,,,,,,,,,,,,,,,,,,,
426,"Massage Envy, LLC",One stop,,L + 6.75,(c)(e),,8.25,,09/2020,,35,,,35,,,-,,,35,,,,,,,,,,,,,,,,,,,,,
427,"Massage Envy, LLC",One stop,,L + 6.75,(c),,8.11,,09/2020,,19,,,19,,,-,,,19,,,,,,,,,,,,,,,,,,,,,
428,"Massage Envy, LLC",One stop,,L + 6.75,(c)(e),,8.35,,09/2020,,15,,,15,,,-,,,15,,,,,,,,,,,,,,,,,,,,,
429,"Massage Envy, LLC",One stop,,L + 6.75,,,N/A  (6),,09/2020,,-,,,-,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
430,"Orthotics Holdings, Inc.  *#",One stop,,L + 6.00,(a),,7.57,,02/2020,,8269,,,8208,,,0.8,,,8103,,,,,,,,,,,,,,,,,,,,,
431,"Orthotics Holdings, Inc.  *#(8)",One stop,,L + 6.00,(a),,7.57,,02/2020,,1356,,,1346,,,0.1,,,1328,,,,,,,,,,,,,,,,,,,,,
432,"Orthotics Holdings, Inc.  (5)(8)",One stop,,L + 6.00,,,N/A  (6),,02/2020,,-,,,(1,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
433,"Orthotics Holdings, Inc.  (5)",One stop,,L + 6.00,,,N/A  (6),,02/2020,,-,,,(9,,,-,,,(4,,,,,,,,,,,,,,,,,,,,,
434,Team Technologies Acquisition Company  ^,Senior loan,,L + 5.00,(c)(e),,6.37,,12/2018,,4276,,,4273,,,0.4,,,4266,,,,,,,,,,,,,,,,,,,,,
435,Team Technologies Acquisition Company  #,Senior loan,,L + 5.50,(c)(e),,6.87,,12/2018,,788,,,786,,,0.1,,,797,,,,,,,,,,,,,,,,,,,,,
436,Team Technologies Acquisition Company  (5),Senior loan,,L + 5.00,,,N/A  (6),,12/2018,,-,,,(1,,,-,,,(1,,,,,,,,,,,,,,,,,,,,,
437,,,,,,,,,,,68746,,,68123,,,7.2,,,68546,,,,,,,,,,,,,,,,,,,,,
438,"Personal, Food and Miscellaneous Services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,"Captain D's, LLC  *#",Senior loan,,L + 4.50,(a),,5.98,,12/2023,,6521,,,6423,,,0.7,,,6456,,,,,,,,,,,,,,,,,,,,,
440,"Captain D's, LLC",Senior loan,,L + 4.50,(a),,6.03,,12/2023,,44,,,43,,,-,,,44,,,,,,,,,,,,,,,,,,,,,
441,"Community Veterinary Partners, LLC",One stop,,L + 5.50,(c),,7.19,,10/2021,,257,,,252,,,-,,,257,,,,,,,,,,,,,,,,,,,,,
442,"Community Veterinary Partners, LLC",One stop,,L + 5.50,(c),,7.19,,10/2021,,100,,,98,,,-,,,100,,,,,,,,,,,,,,,,,,,,,
443,PetVet Care Centers LLC  *^#,One stop,,L + 6.00,(c),,7.69,,06/2023,,16738,,,16586,,,1.7,,,16738,,,,,,,,,,,,,,,,,,,,,
444,PetVet Care Centers LLC,One stop,,L + 6.00,(c),,7.55,,06/2023,,640,,,631,,,0.1,,,640,,,,,,,,,,,,,,,,,,,,,
445,PetVet Care Centers LLC,One stop,,P + 5.00,(e),,9.50,,06/2023,,250,,,248,,,-,,,250,,,,,,,,,,,,,,,,,,,,,
446,"Southern Veterinary Partners, LLC  #",One stop,,L + 5.50,(a),,7.07,,06/2020,,3890,,,3866,,,0.4,,,3890,,,,,,,,,,,,,,,,,,,,,
447,"Southern Veterinary Partners, LLC",One stop,,L + 5.00,(a),,6.57,,06/2020,,233,,,232,,,-,,,233,,,,,,,,,,,,,,,,,,,,,
448,"Southern Veterinary Partners, LLC",One stop,,L + 5.50,(a),,7.07,,06/2020,,67,,,67,,,-,,,67,,,,,,,,,,,,,,,,,,,,,
449,"Southern Veterinary Partners, LLC",One stop,,L + 5.50,(a),,7.07,,06/2020,,23,,,23,,,-,,,23,,,,,,,,,,,,,,,,,,,,,
450,"Southern Veterinary Partners, LLC  (5)",One stop,,L + 5.50,,,N/A  (6),,06/2020,,-,,,(2,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
451,Vetcor Professional Practices LLC  *^#,One stop,,L + 6.00,(c),,7.69,,04/2021,,28676,,,28304,,,3.0,,,28676,,,,,,,,,,,,,,,,,,,,,
452,Vetcor Professional Practices LLC  *,One stop,,L + 6.00,(c),,7.69,,04/2021,,954,,,947,,,0.1,,,954,,,,,,,,,,,,,,,,,,,,,
453,Vetcor Professional Practices LLC  #,One stop,,L + 6.00,(c),,7.69,,04/2021,,945,,,933,,,0.1,,,945,,,,,,,,,,,,,,,,,,,,,
454,Vetcor Professional Practices LLC,One stop,,L + 6.00,(c),,7.69,,04/2021,,859,,,848,,,0.1,,,859,,,,,,,,,,,,,,,,,,,,,
455,Vetcor Professional Practices LLC  #,One stop,,L + 6.00,(c),,7.69,,04/2021,,743,,,743,,,0.1,,,743,,,,,,,,,,,,,,,,,,,,,
456,Vetcor Professional Practices LLC  ^,One stop,,L + 6.00,(c),,7.69,,04/2021,,723,,,714,,,0.1,,,723,,,,,,,,,,,,,,,,,,,,,
457,Vetcor Professional Practices LLC,One stop,,L + 6.00,(c),,7.69,,04/2021,,484,,,476,,,0.1,,,484,,,,,,,,,,,,,,,,,,,,,
458,Vetcor Professional Practices LLC  #,One stop,,L + 6.00,(c),,7.69,,04/2021,,285,,,283,,,-,,,285,,,,,,,,,,,,,,,,,,,,,
459,Vetcor Professional Practices LLC  #,One stop,,L + 6.00,(c),,7.69,,04/2021,,233,,,231,,,-,,,233,,,,,,,,,,,,,,,,,,,,,
460,Vetcor Professional Practices LLC,One stop,,L + 6.00,(c),,7.69,,04/2021,,133,,,130,,,-,,,133,,,,,,,,,,,,,,,,,,,,,
461,Vetcor Professional Practices LLC  (5),One stop,,L + 6.00,,,N/A  (6),,04/2021,,-,,,(12,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
462,"Veterinary Specialists of North America, LLC  ^",One stop,,L + 5.50,(c),,6.88,,07/2021,,7387,,,7320,,,0.8,,,7387,,,,,,,,,,,,,,,,,,,,,
463,"Veterinary Specialists of North America, LLC",One stop,,L + 5.50,(c),,6.93,,07/2021,,418,,,416,,,-,,,418,,,,,,,,,,,,,,,,,,,,,
464,"Veterinary Specialists of North America, LLC",One stop,,L + 5.50,(c),,6.95,,07/2021,,162,,,161,,,-,,,162,,,,,,,,,,,,,,,,,,,,,
465,"Veterinary Specialists of North America, LLC  #",One stop,,L + 5.50,(c),,6.91,,07/2021,,63,,,63,,,-,,,63,,,,,,,,,,,,,,,,,,,,,
466,"Veterinary Specialists of North America, LLC  (5)",One stop,,L + 5.50,,,N/A  (6),,07/2021,,-,,,(2,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
467,"Veterinary Specialists of North America, LLC  (5)",One stop,,L + 5.50,,,N/A  (6),,07/2021,,-,,,(4,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
468,"Veterinary Specialists of North America, LLC  (5)",One stop,,L + 5.50,,,N/A  (6),,07/2021,,-,,,(10,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
469,"Wetzel's Pretzels, LLC",One stop,,L + 6.75,(a),,8.11,,09/2021,,6316,,,6189,,,0.7,,,6316,,,,,,,,,,,,,,,,,,,,,
470,"Wetzel's Pretzels, LLC  (5)",One stop,,L + 6.75,,,N/A  (6),,09/2021,,-,,,(1,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
471,,,,,,,,,,,77144,,,76196,,,8.0,,,77079,,,,,,,,,,,,,,,,,,,,,
472,Printing and Publishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,"Brandmuscle, Inc.  ^",Senior loan,,L + 5.00,(c),,6.69,,12/2021,,623,,,618,,,0.1,,,627,,,,,,,,,,,,,,,,,,,,,
474,"Marketo, Inc.",One stop,,L + 9.50,(c),,11.19,,08/2021,,9940,,,9724,,,1.0,,,9940,,,,,,,,,,,,,,,,,,,,,
475,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,
476,Printing and Publishing - (continued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,"Marketo, Inc.  (5)",One stop,,L + 9.50,,,N/A  (6),,08/2021,,,-,,,,(1,,,-,,,,-,,,,,,,,,,,,,,,,,,
478,,,,,,,,,,,10563,,,10341,,,1.1,,,10567,,,,,,,,,,,,,,,,,,,,,
479,Retail Stores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Batteries Plus Holding Corporation,One stop,,L + 6.75,(a),,8.32,,07/2022,,12024,,,11790,,,1.3,,,12024,,,,,,,,,,,,,,,,,,,,,
481,Batteries Plus Holding Corporation  (5),One stop,,L + 6.75,,,N/A  (6),,07/2022,,-,,,(2,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
482,"CVS Holdings I, LP  *^#",One stop,,L + 6.25,(a),,7.82,,08/2021,,22002,,,21736,,,2.3,,,22002,,,,,,,,,,,,,,,,,,,,,
483,"CVS Holdings I, LP  *",One stop,,L + 6.25,(a),,7.82,,08/2021,,317,,,312,,,-,,,317,,,,,,,,,,,,,,,,,,,,,
484,"CVS Holdings I, LP",One stop,,L + 6.25,(a),,7.82,,08/2021,,34,,,29,,,-,,,34,,,,,,,,,,,,,,,,,,,,,
485,"CVS Holdings I, LP  (5)",One stop,,L + 6.25,,,N/A  (6),,08/2020,,-,,,(2,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
486,"Cycle Gear, Inc.  ^",One Stop,,L + 6.50,(c),,7.84,,01/2020,,10401,,,10307,,,1.1,,,10401,,,,,,,,,,,,,,,,,,,,,
487,"Cycle Gear, Inc.",One stop,,L + 6.50,(a),,7.86,,01/2020,,607,,,603,,,0.1,,,607,,,,,,,,,,,,,,,,,,,,,
488,"Cycle Gear, Inc.",One stop,,L + 6.50,(a)(c)(e),,7.95,,01/2020,,526,,,515,,,0.1,,,526,,,,,,,,,,,,,,,,,,,,,
489,"DTLR, Inc.  *^#",One stop,,L + 6.50,(c),,7.87,,08/2022,,22903,,,22586,,,2.4,,,22904,,,,,,,,,,,,,,,,,,,,,
490,"Elite Sportswear, L.P.",Senior loan,,L + 5.25,(c),,6.94,,03/2020,,6924,,,6846,,,0.7,,,6939,,,,,,,,,,,,,,,,,,,,,
491,"Elite Sportswear, L.P.",Senior loan,,L + 5.00,(c),,6.69,,03/2020,,2785,,,2753,,,0.3,,,2772,,,,,,,,,,,,,,,,,,,,,
492,"Elite Sportswear, L.P.",Senior loan,,L + 5.25,(c),,6.94,,03/2020,,1433,,,1420,,,0.2,,,1436,,,,,,,,,,,,,,,,,,,,,
493,"Elite Sportswear, L.P.  *",Senior loan,,L + 5.25,(c),,6.61,,03/2020,,470,,,466,,,-,,,471,,,,,,,,,,,,,,,,,,,,,
494,"Elite Sportswear, L.P.",Senior loan,,L + 5.25,(c),,6.94,,03/2020,,217,,,215,,,-,,,218,,,,,,,,,,,,,,,,,,,,,
495,"Elite Sportswear, L.P.  *",Senior loan,,L + 5.25,(c),,6.61,,03/2020,,208,,,206,,,-,,,208,,,,,,,,,,,,,,,,,,,,,
496,"Elite Sportswear, L.P.",One stop,,L + 5.00,,,N/A  (6),,06/2018,,-,,,-,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
497,"Elite Sportswear, L.P.  (5)",Senior loan,,L + 5.00,,,N/A  (6),,03/2020,,-,,,(5,,,-,,,(4,,,,,,,,,,,,,,,,,,,,,
498,"Feeders Supply Company, LLC",One stop,,L + 5.75,(a),,7.32,,04/2021,,4982,,,4907,,,0.5,,,4982,,,,,,,,,,,,,,,,,,,,,
499,"Feeders Supply Company, LLC",Subordinated debt,,No Value,,,12.50 cash/7.00 PIK,,04/2021,,60,,,60,,,-,,,60,,,,,,,,,,,,,,,,,,,,,
500,"Feeders Supply Company, LLC",One stop,,L + 5.75,,,N/A  (6),,04/2021,,-,,,-,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
501,"Marshall Retail Group LLC, The  ^#",One stop,,L + 6.00,(c),,7.34,,08/2020,,12023,,,11957,,,1.3,,,12023,,,,,,,,,,,,,,,,,,,,,
502,"Marshall Retail Group LLC, The  (5)",One stop,,L + 6.00,,,N/A  (6),,08/2019,,-,,,(12,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
503,Mills Fleet Farm Group LLC  *^,One stop,,L + 5.50,(a),,7.07,,02/2022,,1815,,,1728,,,0.2,,,1815,,,,,,,,,,,,,,,,,,,,,
504,"Paper Source, Inc.  ^#",One stop,,L + 6.25,(c),,7.94,,09/2019,,12592,,,12509,,,1.3,,,12592,,,,,,,,,,,,,,,,,,,,,
505,"Paper Source, Inc.  *",One stop,,L + 6.25,(c),,7.94,,09/2019,,1673,,,1660,,,0.2,,,1673,,,,,,,,,,,,,,,,,,,,,
506,"Paper Source, Inc.  (5)",One stop,,L + 6.25,,,N/A  (6),,09/2019,,-,,,(10,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
507,Pet Holdings ULC  *^(8)(9),One stop,,L + 5.50,(c),,6.84,,07/2022,,14591,,,14370,,,1.5,,,14591,,,,,,,,,,,,,,,,,,,,,
508,Pet Holdings ULC  (8)(9),One stop,,L + 5.50,(a)(c),,6.90,,07/2022,,56,,,55,,,-,,,56,,,,,,,,,,,,,,,,,,,,,
509,Pet Holdings ULC  (8)(9),One stop,,P + 4.50,(e),,9.00,,07/2022,,30,,,28,,,-,,,30,,,,,,,,,,,,,,,,,,,,,
