,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
452,"C.B. Fleet Company, Incorporated",,LLC units,,No Value,,No Value,,No Value,,,2,,,,134,,,,-,,,,224,,,
453,"Georgica Pine Clothiers,  LLC",,LLC interest,,No Value,,No Value,,No Value,,,11,,,,106,,,,-,,,,106,,,
454,"Hygenic Corporation, The",,LP interest,,No Value,,No Value,,No Value,,,1,,,,61,,,,-,,,,108,,,
455,"Massage Envy, LLC",,LLC interest,,No Value,,No Value,,No Value,,,749,,,,749,,,,0.1,,,,1093,,,
456,Team  Technologies Acquisition Company,,Common stock,,No Value,,No Value,,No Value,,,-,,,,114,,,,0.1,,,,343,,,
457,,,,,,,,,,,,,,,,1164,,,,0.2,,,,1874,,,
458,"Personal,  Food and Miscellaneous Services",,,,,,,,,,,,,,,,,,,,,,,,,,
459,"Community Veterinary Partners,  LLC",,Common stock,,No Value,,No Value,,No Value,,,1,,,,114,,,,-,,,,114,,,
460,R.G. Barry Corporation,,Preferred stock,,No Value,,No Value,,No Value,,,-,,,,161,,,,-,,,,163,,,
461,Vetcor Professional Practices  LLC,,LLC units,,No Value,,No Value,,No Value,,,85,,,,85,,,,-,,,,145,,,
462,Vetcor  Professional Practices LLC,,LLC units,,No Value,,No Value,,No Value,,,766,,,,766,,,,0.1,,,,809,,,
463,,,,,,,,,,,,,,,,1126,,,,0.1,,,,1231,,,
464,Printing  and Publishing,,,,,,,,,,,,,,,,,,,,,,,,,,
465,"Brandmuscle, Inc.",,LLC interest,,No Value,,No Value,,No Value,,,-,,,,240,,,,-,,,,240,,,
466,"Market Track, LLC",,Preferred stock,,No Value,,No Value,,No Value,,,-,,,,145,,,,-,,,,200,,,
467,"Market  Track, LLC",,Common stock,,No Value,,No Value,,No Value,,,1,,,,145,,,,0.1,,,,334,,,
468,,,,,,,,,,,,,,,,530,,,,0.1,,,,774,,,
469,Retail  Stores,,,,,,,,,,,,,,,,,,,,,,,,,,
470,"Barcelona Restaurants,  LLC",,LP interest,,No Value,,No Value,,No Value,,,1996,,,,-,,,,0.6,,,,4871,,,
471,"Benihana, Inc.",,LLC units,,No Value,,No Value,,No Value,,,43,,,,699,,,,0.1,,,,426,,,
472,"Cycle Gear, Inc.",,LLC units,,No Value,,No Value,,No Value,,,15,,,,150,,,,-,,,,136,,,
473,"DentMall MSO, LLC",,LLC units,,No Value,,No Value,,No Value,,,2,,,,-,,,,-,,,,-,,,
474,"DentMall MSO, LLC",,LLC units,,No Value,,No Value,,No Value,,,2,,,,97,,,,-,,,,85,,,
475,"Elite Sportswear, L.P.",,LLC interest,,No Value,,No Value,,No Value,,,-,,,,73,,,,-,,,,88,,,
476,"Express Oil Change, LLC",,LLC interest,,No Value,,No Value,,No Value,,,81,,,,81,,,,-,,,,184,,,
477,"Marshall Retail Group  LLC, The",,LLC units,,No Value,,No Value,,No Value,,,15,,,,154,,,,-,,,,60,,,
478,"Paper Source, Inc.",,Common stock,,No Value,,No Value,,No Value,,,8,,,,1387,,,,0.2,,,,1429,,,
479,RCP PetPeople LP,,LP interest,,No Value,,No Value,,No Value,,,889,,,,889,,,,0.2,,,,1373,,,
480,RCPSI Corporation,,LLC interest,,No Value,,No Value,,No Value,,,455,,,,455,,,,0.1,,,,481,,,
481,"Rubio's Restaurants, Inc.",,Preferred stock A,,No Value,,No Value,,No Value,,,2,,,,945,,,,0.3,,,,2740,,,
482,"Sneaker Villa, Inc.",,LLC interest,,No Value,,No Value,,No Value,,,4,,,,411,,,,0.1,,,,586,,,
483,SSH  Corporation,,Common stock,,No Value,,No Value,,No Value,,,-,,,,40,,,,-,,,,146,,,
484,,,,,,,,,,,,,,,,5381,,,,1.6,,,,12605,,,
485,Textiles  and Leather,,,,,,,,,,,,,,,,,,,,,,,,,,
486,"Southern  Tide, LLC",,LLC interest,,No Value,,No Value,,No Value,,,2,,,,191,,,,0.1,,,,225,,,
487,,,,,Spread,,,,,,,,,,,,Percentage,,,,,,,,,,
488,,,Investment,,Above,,Interest,,Maturity,,Shares /,,,,,,of,,,Fair,,,,,,,
489,,,Type,,Index  (1),,Rate  (2),,Date,,Contracts,,,Cost,,,Net Assets,,,Value,,,,,,,
490,Utilities,,,,,,,,,,,,,,,,,,,,,,,,,,
491,"PowerPlan  Holdings, Inc.",,Common stock,,No Value,,No Value,,No Value,,,-,,,,303,,,,-,,,,326,,,
492,"PowerPlan  Holdings, Inc.",,Common stock,,No Value,,No Value,,No Value,,,151,,,,3,,,,-,,,,46,,,
493,,,,,,,,,,,,,,,,306,,,,-,,,,372,,,
494,Total  equity investments United States,,,,,,,,,,,,,,,75825,,,,11.1,,,,90715,,,
495,Total  United States,,,,,,,,,,,,,,,1513694,,,,187.0,,,,1526826,,,
496,Total  Investments,,,,,,,,,,,,,,,1515330,,,,187.0,,,,1528462,,,
497,"Cash,  Restricted Cash and Cash Equivalents",,,,,,,,,,,,,,,,,,,,,,,,,,
498,Cash  and Restricted Cash,,,,,,,15616,,,,1.9,,,,15616,,,,,,,,,,,
499,BlackRock  Liquidity Funds T-Fund Institutional Shares (CUSIP 09248U718),,,,,,,3176,,,,0.4,,,,3176,,,,,,,,,,,
500,BNY  Mellon US Dollar Liquidity Fund Institutional Shares (CUSIP G1206E235),,,,,,,46239,,,,5.7,,,,46239,,,,,,,,,,,
501,US  Bank Money Market Account (CUSIP 8AMMF0176),,,,,,,4771,,,,0.6,,,,4771,,,,,,,,,,,
502,US  Bank Money Market Account (CUSIP 9AMMF05B2),,,,,,,31268,,,,3.8,,,,31268,,,,,,,,,,,
503,"Total  Cash, Restricted Cash and Cash Equivalents",,,,,,,101070,,,,12.4,,,,101070,,,,,,,,,,,
504,"Total  Investments and Cash, Restricted Cash and Cash Equivalents",,,,,,,1616400,,,,199.6,,,,1629532,,,,,,,,,,,
