,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
261,,"EGD Security Systems, LLC#",One stop,,L + 5.75,(c),,7.66,,06/2023,,644,,,667,,,-,,,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,,"EGD Security Systems, LLC",One stop,,L + 5.75,(c),,7.62,,06/2023,,575,,,571,,,-,,,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,,"EGD Security Systems, LLC",One stop,,L + 5.75,(c),,7.62,,06/2023,,347,,,346,,,-,,,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,,"EGD Security Systems, LLC",One stop,,L + 5.75,(c),,7.49,,06/2023,,140,,,138,,,-,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,,EWC Growth Partners LLC,One stop,,L + 5.50,(b),,6.50,,03/2026,,918,,,900,,,-,,,808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,,EWC Growth Partners LLC,One stop,,L + 5.50,(c),,6.50,,03/2026,,30,,,29,,,-,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,,EWC Growth Partners LLC,One stop,,L + 5.50,(c),,5.50,,03/2026,,18,,,18,,,-,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,,"GS Acquisitionco, Inc.*#+!~",One stop,,L + 5.75,(d),,6.83,,05/2024,,54322,,,54767,,,2.7,,,53777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,,,InvestmentType,,SpreadAboveIndex(1),,,InterestRate(2),,MaturityDate,,Principal ($) /Shares(3),,Amortized Cost,,Percentageof NetAssets,,FairValue (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,,Diversified/Conglomerate Service - (continued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,,"GS Acquisitionco, Inc.*#",One stop,,L + 5.75,(d),,6.83,,05/2024,,,12820,,,,13162,,,0.7,,,,12692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,,"GS Acquisitionco, Inc.#",One stop,,L + 5.75,(d),,6.83,,05/2024,,3303,,,3392,,,0.2,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,,"GS Acquisitionco, Inc.+~",One stop,,L + 5.75,(d),,6.83,,05/2024,,3048,,,3130,,,0.2,,,3017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,,"GS Acquisitionco, Inc.#",One stop,,L + 5.75,(d),,6.83,,05/2024,,1908,,,1960,,,0.1,,,1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,,"GS Acquisitionco, Inc.",One stop,,L + 5.75,(d),,6.83,,05/2024,,152,,,148,,,-,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,,"GS Acquisitionco, Inc.",One stop,,L + 5.75,(d),,6.83,,05/2024,,60,,,60,,,-,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,,"HealthcareSource HR, Inc.*#",One stop,,L + 5.25,(c),,6.70,,05/2023,,33917,,,34037,,,1.7,,,32899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,,"HealthcareSource HR, Inc.",One stop,,L + 5.25,(c),,6.37,,05/2023,,190,,,189,,,-,,,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,,"HSI Halo Acquisition, Inc.+~",One stop,,L + 5.75,(a),,6.75,,08/2026,,4112,,,4163,,,0.2,,,3907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,,"HSI Halo Acquisition, Inc.",One stop,,L + 5.75,(a),,6.75,,08/2026,,304,,,298,,,-,,,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,,"HSI Halo Acquisition, Inc.",One stop,,P + 4.75,(f),,8.00,,09/2025,,50,,,50,,,-,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,,Hydraulic Authority III Limited~(8)(9)(10),One stop,,L + 6.00,(i)(j),,7.00,,11/2025,,12340,,,12567,,,0.6,,,11439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,,Hydraulic Authority III Limited(8)(9)(10),One stop,,No Value,,,11.00 PIK,,11/2025,,199,,,203,,,-,,,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,,Hydraulic Authority III Limited(8)(9)(10),One stop,,L + 6.00,(a)(c)(d),,7.00,,11/2025,,84,,,84,,,-,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,,"ICIMS, Inc.!~",One stop,,L + 6.50,(a),,7.50,,09/2024,,14355,,,14571,,,0.7,,,13924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,,"ICIMS, Inc.!~",One stop,,L + 6.50,(a),,7.50,,09/2024,,4501,,,4586,,,0.2,,,4365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,,"ICIMS, Inc.(5)",One stop,,L + 6.50,,,N/A(6),,09/2024,,-,,,(1),,,-,,,(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,,"Imprivata, Inc.*#+~",Senior loan,,L + 4.00,(c),,5.45,,10/2023,,9311,,,9523,,,0.5,,,9311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,,"Imprivata, Inc.(5)",Senior loan,,L + 4.00,,,N/A(6),,10/2023,,-,,,(1),,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,,"Infinisource, Inc.+~",One stop,,L + 4.75,(c),,6.20,,10/2026,,29328,,,28866,,,1.4,,,26982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,,"Infinisource, Inc.",One stop,,L + 4.75,(c),,6.54,,10/2026,,111,,,110,,,-,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,,"Infinisource, Inc.(5)",One stop,,L + 4.75,,,N/A(6),,10/2026,,-,,,(2),,,-,,,(14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,,"Infinisource, Inc.(5)",One stop,,L + 4.75,(c),,N/A(6),,10/2026,,-,,,(3),,,-,,,(25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,,"Infogix, Inc.*#",One stop,,L + 6.75,(c),,8.20,,04/2024,,7215,,,7364,,,0.4,,,6927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,,"Infogix, Inc.*+",One stop,,L + 6.75,(c),,8.20,,04/2024,,1113,,,1132,,,0.1,,,1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,,"Infogix, Inc.",One stop,,L + 6.75,(c),,7.75,,04/2024,,90,,,91,,,-,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,,"Integral Ad Science, Inc.!~",One stop,,L + 7.25,(a),,7.00 cash/1.25 PIK,,07/2024,,15782,,,15992,,,0.8,,,15149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,,"Integral Ad Science, Inc.(5)",One stop,,L + 6.00,,,N/A(6),,07/2023,,-,,,(3),,,-,,,(6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,,"Integration Appliance, Inc.^*!~",One stop,,L + 7.25,(c),,9.43,,08/2023,,68335,,,69253,,,3.4,,,66969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,,"Integration Appliance, Inc.",One stop,,L + 7.25,(a)(c),,8.54,,08/2023,,973,,,969,,,0.1,,,954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,,Internet Truckstop Group LLC*#!,One stop,,L + 5.50,(c),,6.96,,04/2025,,22701,,,23343,,,1.1,,,21794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,,Internet Truckstop Group LLC(5),One stop,,L + 5.50,,,N/A(6),,04/2025,,-,,,(3),,,-,,,(10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,,"Invoice Cloud, Inc.!",One stop,,L + 6.50,(c),,4.96 cash/3.25 PIK,,02/2024,,6415,,,6459,,,0.3,,,6028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,,"Invoice Cloud, Inc.",One stop,,L + 6.50,(c),,7.96,,02/2024,,1603,,,1602,,,0.1,,,1460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,,"Invoice Cloud, Inc.(5)",One stop,,L + 6.00,,,N/A(6),,02/2024,,-,,,-,,,-,,,(4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,,"JAMF Holdings, Inc.!~",One stop,,L + 7.00,(c),,8.70,,11/2022,,13559,,,13767,,,0.7,,,13422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,,"JAMF Holdings, Inc.(5)",One stop,,L + 7.00,,,N/A(6),,11/2022,,-,,,-,,,-,,,(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,,"Kareo, Inc.",One stop,,L + 9.00,(a),,10.00,,06/2022,,10273,,,10419,,,0.5,,,10356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,,"Kareo, Inc.!",One stop,,L + 9.00,(a),,10.00,,06/2022,,941,,,960,,,0.1,,,949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,,"Kareo, Inc.",One stop,,L + 9.00,(a),,10.00,,06/2022,,753,,,769,,,-,,,759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,,"Kareo, Inc.",One stop,,P + 8.00,(f),,11.25,,06/2022,,80,,,80,,,-,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,,Kaseya Traverse Inc!~,One stop,,L + 7.00,(a)(c),,5.91 cash/3.00 PIK,,05/2025,,35546,,,36614,,,1.8,,,34472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,,Kaseya Traverse Inc,One stop,,L + 7.00,(c),,5.91 cash/3.00 PIK,,05/2025,,501,,,519,,,-,,,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,,,InvestmentType,,SpreadAboveIndex(1),,,InterestRate(2),,MaturityDate,,Principal ($) /Shares(3),,Amortized Cost,,Percentageof NetAssets,,FairValue (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,,Diversified/Conglomerate Service - (continued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,,Kaseya Traverse Inc,One stop,,L + 6.50,(a)(b)(c),,7.50,,05/2025,,,181,,,,180,,,-,,,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,,Kaseya Traverse Inc(5),One stop,,L + 4.00,,,N/A(6),,05/2025,,-,,,(1),,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,,"Learn-it Systems, LLC!",Senior loan,,L + 4.50,(c),,5.39,,03/2025,,2553,,,2612,,,0.1,,,2349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,,"Learn-it Systems, LLC",Senior loan,,L + 4.50,(c),,6.17,,03/2025,,207,,,206,,,-,,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,,"Learn-it Systems, LLC",Senior loan,,L + 4.50,(a)(c)(f),,5.95,,03/2025,,32,,,33,,,-,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,,Litera Bidco LLC+~,One stop,,L + 5.75,(c),,7.21,,05/2026,,3695,,,3721,,,0.2,,,3585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,,Litera Bidco LLC,One stop,,L + 5.75,(c),,7.21,,05/2026,,705,,,731,,,-,,,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,,Litera Bidco LLC,One stop,,L + 5.75,(c),,7.21,,05/2026,,705,,,732,,,-,,,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,,Litera Bidco LLC,One stop,,L + 5.75,(c),,6.95,,05/2025,,60,,,60,,,-,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,,Maverick Bidco Inc.*#!~,One stop,,L + 6.25,(d),,7.32,,04/2023,,39667,,,39929,,,2.0,,,38080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,,Maverick Bidco Inc.*#,One stop,,L + 6.25,(d),,7.32,,04/2023,,3199,,,3263,,,0.2,,,3071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,,Maverick Bidco Inc.,One stop,,L + 6.25,(c),,7.60,,04/2023,,202,,,199,,,-,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,,"MetricStream, Inc.!",One stop,,L + 7.00,(c),,9.00,,05/2024,,9131,,,9220,,,0.5,,,8921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,,"MetricStream, Inc.(5)",One stop,,L + 7.00,,,N/A(6),,05/2024,,-,,,-,,,-,,,(4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,,"MetricStream, Inc.(5)",One stop,,L + 7.00,,,N/A(6),,04/2024,,-,,,11,,,-,,,(46),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,,"Mindbody, Inc.!~",One stop,,L + 7.00,(c),,8.00,,02/2025,,48351,,,49227,,,2.2,,,43516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,,"Mindbody, Inc.",One stop,,L + 7.00,(c),,8.07,,02/2025,,238,,,237,,,-,,,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,,"Ministry Brands, LLC+",Senior loan,,L + 4.00,(b),,5.62,,12/2022,,1453,,,1474,,,0.1,,,1308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,,"Ministry Brands, LLC+",Senior loan,,L + 4.00,(b),,5.62,,12/2022,,831,,,843,,,-,,,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,,"Ministry Brands, LLC",Senior loan,,L + 4.00,(b),,5.62,,12/2022,,379,,,392,,,-,,,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,,"MSHC, Inc.+",Senior loan,,L + 4.25,(a)(f),,5.25,,12/2024,,345,,,341,,,-,,,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,,"MSHC, Inc.(5)",Senior loan,,L + 4.25,,,N/A(6),,12/2024,,-,,,-,,,-,,,(3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,,"Namely, Inc.!~",One stop,,L + 7.50,(c),,8.25 cash/1.25 PIK,,06/2024,,3557,,,3596,,,0.2,,,3378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,,"Namely, Inc.",One stop,,L + 7.50,(c),,8.25 cash/1.25 PIK,,06/2024,,2020,,,2005,,,0.1,,,1851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,,"Namely, Inc.(5)",One stop,,L + 6.25,,,N/A(6),,06/2024,,-,,,-,,,-,,,(6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,,Net Health Acquisition Corp.*#,One stop,,L + 5.50,(d),,6.57,,12/2023,,8598,,,8716,,,0.4,,,8340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,,Net Health Acquisition Corp.+~,One stop,,L + 5.50,(d),,6.57,,12/2023,,6880,,,7017,,,0.3,,,6674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,,Net Health Acquisition Corp.*#,One stop,,L + 5.50,(d),,6.57,,12/2023,,1202,,,1218,,,0.1,,,1165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,,Net Health Acquisition Corp.(5),One stop,,L + 5.50,,,N/A(6),,12/2023,,-,,,(2),,,-,,,(6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,,"Netsmart Technologies, Inc.",Senior loan,,L + 4.75,(a),,5.70,,04/2021,,42,,,40,,,-,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,,"Nextech Holdings, LLC+~",One stop,,L + 5.50,(a),,6.49,,06/2025,,4032,,,4105,,,0.2,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,,"Nextech Holdings, LLC",One stop,,L + 5.50,(c),,6.11,,06/2025,,500,,,496,,,-,,,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,,"Nextech Holdings, LLC(5)",One stop,,L + 5.50,,,N/A(6),,06/2025,,-,,,(22),,,-,,,(188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,,"Nexus Brands Group, Inc.*#",One stop,,L + 6.00,(c),,7.61,,11/2023,,9426,,,9534,,,0.4,,,8295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,,"Nexus Brands Group, Inc.+~(8)(9)",One stop,,L + 6.00,(j),,7.00,,11/2023,,7181,,,7318,,,0.3,,,6247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,,"Nexus Brands Group, Inc.#",One stop,,L + 6.00,(c),,7.61,,11/2023,,1996,,,2071,,,0.1,,,1756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,,"Nexus Brands Group, Inc.#~",One stop,,L + 6.00,(c),,7.61,,11/2023,,1444,,,1499,,,0.1,,,1271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,,"Nexus Brands Group, Inc.~",One stop,,L + 6.00,(c),,7.61,,11/2023,,769,,,762,,,-,,,677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,,"Nexus Brands Group, Inc.",One stop,,L + 6.00,(c)(d),,7.61,,11/2023,,200,,,202,,,-,,,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,,"Nexus Brands Group, Inc.(8)(9)",One stop,,L + 6.00,(c),,7.00,,11/2023,,70,,,69,,,-,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,,"Nexus Brands Group, Inc.(5)(8)(9)",One stop,,L + 6.00,,,N/A(6),,11/2023,,-,,,(1),,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,,"Nexus Brands Group, Inc.(5)",One stop,,L + 6.00,,,N/A(6),,11/2023,,-,,,(1),,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,,,InvestmentType,,SpreadAboveIndex(1),,,InterestRate(2),,MaturityDate,,Principal ($) /Shares(3),,Amortized Cost,,Percentageof NetAssets,,FairValue (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,,Diversified/Conglomerate Service - (continued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,"Nexus Brands Group, Inc.",One stop,,L + 6.00,,,N/A(6),,11/2023,,,-,,,,-,,,-,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,,"Onapsis, Inc., Virtual Forge GMBH and Onapsis GMBH!",One stop,,P + 6.75,(f),,8.25 cash/1.75 PIK,,10/2024,,2120,,,2100,,,0.1,,,2163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,,"Onapsis, Inc., Virtual Forge GMBH and Onapsis GMBH",One stop,,L + 6.00,,,N/A(6),,10/2024,,-,,,-,,,-,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,"Onapsis, Inc., Virtual Forge GMBH and Onapsis GMBH",One stop,,L + 7.75,,,N/A(6),,10/2024,,-,,,-,,,-,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,,"Property Brands, Inc.#",One stop,,L + 6.00,(a),,7.00,,01/2024,,19947,,,20167,,,0.9,,,18351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,,"Property Brands, Inc.+~",One stop,,L + 6.00,(a),,7.00,,01/2024,,13736,,,13602,,,0.7,,,12636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,,"Property Brands, Inc.*#",One stop,,L + 6.00,(a),,7.00,,01/2024,,6686,,,6811,,,0.3,,,6151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,,"Property Brands, Inc.^~",One stop,,L + 6.00,(a),,7.00,,01/2024,,3260,,,3381,,,0.2,,,2998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,,"Property Brands, Inc.",One stop,,L + 6.00,(a),,7.00,,01/2024,,1432,,,1483,,,0.1,,,1317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,,"Property Brands, Inc.#",One stop,,L + 6.00,(a),,7.00,,01/2024,,1212,,,1255,,,0.1,,,1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,,"Property Brands, Inc.",One stop,,L + 6.00,(a),,7.00,,01/2024,,1194,,,1238,,,0.1,,,1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,,"Property Brands, Inc.",One stop,,L + 6.00,(a),,7.00,,01/2024,,955,,,948,,,-,,,878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,,"Property Brands, Inc.",One stop,,L + 6.00,(a),,7.00,,01/2024,,505,,,522,,,-,,,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,,"Property Brands, Inc.(5)",One stop,,L + 6.00,,,N/A(6),,01/2024,,-,,,(1),,,-,,,(16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,,"Property Brands, Inc.(5)",One stop,,L + 6.00,,,N/A(6),,01/2024,,-,,,(3),,,-,,,(281),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,,"PCS Intermediate II Holdings, LLC~",One stop,,L + 5.50,(e),,6.50,,01/2026,,14566,,,14424,,,0.7,,,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,,"PCS Intermediate II Holdings, LLC",One stop,,L + 5.50,(a),,6.50,,01/2026,,40,,,39,,,-,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,,"Personify, Inc.*+",One stop,,L + 5.75,(c),,7.20,,09/2024,,15535,,,15823,,,0.7,,,14137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,,"Personify, Inc.",One stop,,L + 5.75,(c),,7.00,,09/2024,,80,,,80,,,-,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,,"PlanSource Holdings, Inc. !~",One stop,,L + 6.25,(d),,7.95,,04/2025,,11416,,,11556,,,0.6,,,10959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,"PlanSource Holdings, Inc. (5)",One stop,,L + 6.25,,,N/A(6),,04/2025,,-,,,(1),,,-,,,(6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,,"Project Power Buyer, LLC+~",One stop,,L + 5.75,(c),,7.21,,05/2026,,11554,,,11784,,,0.6,,,10977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,,"Project Power Buyer, LLC(5)",One stop,,L + 5.75,,,N/A(6),,05/2025,,-,,,(1),,,-,,,(8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,,"PT Intermediate Holdings III, LLC+~",One stop,,L + 5.50,(c),,6.95,,10/2025,,29926,,,29472,,,1.4,,,27532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,,"Qgenda Intermediate Holdings, LLC+",One stop,,L + 5.00,(a),,6.00,,06/2025,,15354,,,15374,,,0.7,,,14433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,,"Qgenda Intermediate Holdings, LLC~",One stop,,L + 5.00,(a),,6.00,,06/2025,,998,,,988,,,0.1,,,938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,,"Qgenda Intermediate Holdings, LLC",One stop,,L + 5.00,(a),,6.00,,06/2025,,200,,,198,,,-,,,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,,"Recordxtechnologies, LLC+",One stop,,L + 5.50,(a),,6.50,,12/2025,,747,,,738,,,-,,,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,,"Recordxtechnologies, LLC",One stop,,L + 5.50,(a),,6.50,,12/2025,,42,,,41,,,-,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
