,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
410,"Chase Industries, Inc. (dba Senneca Holdings)",Building Products,05/11/26,15511,—,—,(7) (8) (12),,,,,,
411,"Animal Supply Intermediate, LLC",Distributors,7.00  % PIK,11/14/25,10470,9031,—,(8) (10) (13),,,,,
412,Genesis Acquisition Co. (dba ProCare Software),Financial Services,14.47  %,S +  9.00  %,07/31/26,17000,16290,16915,(7) (8),,,,
413,Genesis Acquisition Co. (dba ProCare Software),Financial Services,14.47  %,S +  9.00  %,07/31/26,13890,13715,13821,(7) (8),,,,
414,Genesis Acquisition Co. (dba ProCare Software),Financial Services,14.47  %,S +  9.00  %,07/31/26,4939,4846,4914,(7) (8),,,,
415,Genesis Acquisition Co. (dba ProCare Software),Financial Services,14.47  %,S +  9.00  %,07/31/26,4300,4121,4279,(7) (8),,,,
416,Total 2nd Lien/Senior Secured Debt,84626,66562,,,,,,,,,,
417,Unsecured Debt -  1.60  %,,,,,,,,,,,,
418,"Wine.com, Inc.",Beverages,17.38  %,S +  15.00  % PIK,04/03/27,$,9792,$,14741,$,15006.0,(7) (8),
419,"Wine.com, Inc.",Beverages,S +  15.00  % PIK,04/03/27,7494,3019,3279,(7) (8) (13),,,,,
420,"Wine.com, Inc.",Beverages,S +  15.00  % PIK,04/03/27,12993,—,—,(7) (8) (13),,,,,
421,"Bayside Opco, LLC (dba Pro-PT)",Health Care Providers & Services,S +  10.00  % PIK,05/31/26,1021,82,255,(8) (13),,,,,
422,CivicPlus LLC,Software,17.00  %,S +  11.75  %,06/09/34,7312,7135,7129,(7) (8),,,,
423,Total Unsecured Debt,24977,25669,,,,,,,,,,
424,Total United States,$,3298005,$,3179697,,,,,,,,
425,Total Debt Investments,$,3470561,$,3346088,,,,,,,,
426,Investment  (1)(5),Industry  (2),Interest  Rate  (3),Initial  Acquisition  Date  (15),Shares  (4),Cost,Fair  Value,Footnotes,,,,,
427,Equity Securities -  4.27  %,,,,,,,,,,,,
428,Canada -  0.01  %,,,,,,,,,,,,
429,Common Stock -  0.01  %,,,,,,,,,,,,
430,"Prairie Provident Resources, Inc.","Oil, Gas & Consumable Fuels",3579988,$,9237,$,190,(6) (12),,,,,
431,Total Common Stock,9237,190,,,,,,,,,,
432,Total Canada,$,9237,$,190,,,,,,,,
433,Germany -  0.00  %,,,,,,,,,,,,
434,Common Stock -  0.00  %,,,,,,,,,,,,
435,Kawa Solar Holdings Limited,Construction & Engineering,08/17/16,1399556,$,—,$,—,(6) (8) (10) (12),,,,
436,Total Common Stock,—,—,,,,,,,,,,
437,Preferred Stock -  0.00  %,,,,,,,,,,,,
438,Kawa Solar Holdings Limited,Construction & Engineering,8.00  % PIK,10/25/16,86937,$,778,$,—,(6) (8) (10) (13),,,
439,Total Preferred Stock,778,—,,,,,,,,,,
440,Total Germany,$,778,$,—,,,,,,,,
441,Singapore -  0.00  %,,,,,,,,,,,,
442,Common Stock -  0.00  %,,,,,,,,,,,,
443,Conergy Asia & ME Pte. LTD.,Construction & Engineering,01/11/21,3126780,$,5300,$,—,(6) (8) (10) (12),,,,
444,Total Common Stock,5300,—,,,,,,,,,,
445,Total Singapore,$,5300,$,—,,,,,,,,
446,United States -  4.26  %,,,,,,,,,,,,
447,Common Stock -  1.91  %,,,,,,,,,,,,
448,"Elah Holdings, Inc.",Capital Markets,05/09/18,111650,$,5238,$,5396,(7) (8) (10) (12),,,,
449,"ATX Parent Holdings, LLC - Class A Units",Communications Equipment,09/01/21,332,167,1309,(6) (8) (10) (12),,,,,,
450,Foundation Software - Class B,Construction & Engineering,08/31/20,11826,—,18,(7) (8) (12),,,,,,
451,"Animal Supply Holdings, LLC",Distributors,08/14/20,37500,126,—,(8) (10) (12),,,,,,
452,"Animal Supply Holdings, LLC",Distributors,08/14/20,83333,13745,—,(8) (10) (12),,,,,,
453,"Southeast Mechanical, LLC (dba. SEM Holdings, LLC)",Diversified Consumer Services,07/06/22,1100,1100,1921,(7) (8) (10) (12),,,,,,
454,Whitewater Holding Company LLC,Diversified Consumer Services,12/21/21,23400,2340,2212,(7) (8) (12),,,,,,
455,"Iracore International Holdings, Inc.",Energy Equipment & Services,04/13/17,28898,7003,6764,(8) (10) (12),,,,,,
456,Country Fresh Holding Company Inc.,Food Products,04/29/19,1514,888,—,(7) (8) (12),,,,,,
457,"Collaborative Imaging Holdco, LLC (dba Texas Radiology Associates) - Class B",Health Care Providers & Services,03/30/18,20183,2916,3356,(7) (8) (10),,,,,,
458,"Collaborative Imaging Holdco, LLC (dba Texas Radiology Associates) - Performance Units",Health Care Providers & Services,03/30/18,19048,514,766,(6) (7) (8) (10),,,,,,
459,"PPT Management Holdings, LLC (dba Pro-PT)",Health Care Providers & Services,05/31/23,1293,—,—,(8) (12),,,,,,
460,Total Vision LLC,Health Care Providers & Services,07/15/21,122571,2270,2223,(7) (8) (12),,,,,,
461,"MedeAnalytics, Inc.",Health Care Technology,04/21/23,9,—,—,(7) (8) (10) (12),,,,,,
462,"Volt Bidco, Inc. (dba Power Factors)",Independent Power and Renewable Electricity Producers,08/11/21,3355,3406,4043,(7) (8) (12),,,,,,
463,"Abacus Data Holdings, Inc. (dba Clutch Intermediate Holdings)",Software,03/10/21,29326,2933,2503,(7) (8) (12),,,,,,
464,Total Common Stock,42646,30511,,,,,,,,,,
465,Preferred Stock -  2.33  %,,,,,,,,,,,,
466,"Wine.com, LLC",Beverages,11/14/18,535226,$,8225,$,—,(7) (8) (12),,,,
467,"Wine.com, LLC",Beverages,03/03/21,124040,3067,—,(7) (8) (12),,,,,,
468,Foundation Software,Construction & Engineering,08/31/20,22,21,30,(7) (8) (12),,,,,,
469,"MedeAnalytics, Inc.",Health Care Technology,10/09/20,—,—,—,(7) (8) (10) (12) (16),,,,,,
470,"WSO2, Inc.",IT Services,11/04/21,561918,8876,8850,(7) (8) (12),,,,,,
471,"CloudBees, Inc.",Software,11/24/21,1152957,12899,15600,(7) (8) (12),,,,,,
472,"Governmentjobs.com, Inc. (dba NeoGov)",Software,12/02/21,10597,10332,12816,(7) (8) (12),,,,,,
473,Total Preferred Stock,43420,37296,,,,,,,,,,
474,Investment  (1)(5),Industry  (2),Interest  Rate  (3),Initial  Acquisition  Date  (15),Shares  (4),Cost,Fair  Value,Footnotes,,,,,
475,Warrants -  0.02  %,,,,,,,,,,,,
476,KDOR Holdings Inc. (dba Senneca Holdings),Building Products,06/22/20,59,$,—,$,—,(7) (8) (12),,,,
477,KDOR Holdings Inc. (dba Senneca Holdings),Building Products,05/29/20,2812,—,—,(7) (8) (12),,,,,,
478,KDOR Holdings Inc. (dba Senneca Holdings),Building Products,05/29/20,294,—,—,(7) (8) (12),,,,,,
479,"CloudBees, Inc.",Software,11/24/21,333980,1849,244,(7) (8) (12),,,,,,
480,Total Warrants,1849,244,,,,,,,,,,
481,Total United States,$,87915,$,68051,,,,,,,,
482,Total Equity Securities,$,103230,$,68241,,,,,,,,
483,Total Investments -  213.15  %,$,3573791,$,3414329,,,,,,,,
