,Company(1),Business Description,Investment,Interest(3)(7),Acquisition  Date,Amortized  Cost,,Fair  Value,,Percentage  of Net  Assets,,,
459,,,"Warrant to purchase up to 10,358,572 shares of common stock (expires 8/2027)",,8/31/2017,3.9,,,0,,(2),,
461,"VLS Recovery Services, LLC (17)",Provider of commercial and industrial waste processing and disposal services,First lien senior secured revolving loan,,10/17/2017,0,,,0,,(15),,
462,,,First lien senior secured loan ($25.2 par due 10/2024),6.50% (Libor + 5.50%/Q),8/31/2021,25.2,,,25.2,,(2)(13),,
464,,,First lien senior secured loan ($8.8 par due 10/2024),6.50% (Libor + 5.50%/Q),7/1/2019,8.8,,,8.8,,(2)(13),,
466,"Wash Encore Holdings, LLC (17)",Provider of outsourced healthcare linen management solutions,First lien senior secured loan ($99.4 par due 7/2027),6.75% (Libor + 5.75%/Q),7/30/2021,99.4,,,98.4,,(2)(13),,
467,"WCI-HFG Holdings, LLC",Distributor of repair and replacement parts for commercial kitchen equipment,"Preferred units (1,400,000 units)",,10/20/2015,1.4,,,2.0,,(2),,
468,"XIFIN, Inc. and ACP Charger Co-Invest LLC (17)",Revenue cycle management provider to labs,First lien senior secured loan ($40.4 par due 2/2026),6.75% (Libor + 5.75%/Q),7/20/2021,40.4,,,40.0,,(2)(13),,
469,,,"Common stock (180,000 shares)",,2/6/2020,1.8,,,3.3,,(2),,
471,,,,,,1792.0,,,1778.3,,,20.83,%
473,"Alera Group, Inc. (17)",Insurance service provider,First lien senior secured loan ($201.4 par due 10/2028),6.25% (Libor + 5.50%/M),9/30/2021,201.4,,,199.4,,(2)(13),,
474,Amynta Agency Borrower Inc. and Amynta Warranty Borrower Inc.,Insurance service provider,First lien senior secured loan ($1.0 par due 2/2025),4.58% (Libor + 4.50%/M),12/21/2018,1.0,,,1.0,,(2),,
475,"AQ Sunshine, Inc. (17)",Specialized insurance broker,First lien senior secured revolving loan ($0.3 par due 4/2024),7.00% (Libor + 6.00%/Q),4/15/2019,0.3,,,0.3,,(2)(13)(16),,
476,,,First lien senior secured loan ($8.6 par due 4/2025),7.00% (Libor + 6.00%/Q),4/15/2019,8.6,,,8.6,,(13),,
477,,,First lien senior secured loan ($25.7 par due 4/2025),7.00% (Libor + 6.00%/Q),10/29/2020,25.7,,,25.7,,(2)(13),,
478,,,First lien senior secured loan ($7.9 par due 4/2025),7.00% (Libor + 6.00%/Q),6/28/2021,7.9,,,7.9,,(2)(13),,
480,Ardonagh Midco 2 plc and Ardonagh Midco 3 plc (17),Insurance broker and underwriting servicer,First lien senior secured loan ($69.2 par due 7/2026),"8.21% (GBP GBP Libor + 5.50% Cash, 2.26% PIK/Q)",6/26/2020,64.7,,,69.2,,(2)(6)(13),,
481,,,First lien senior secured loan ($2.4 par due 7/2026),"8.46% (GBP GBP Libor + 5.50% Cash, 2.21% PIK/S)",6/26/2020,2.5,,,2.4,,(2)(6)(13),,
482,,,First lien senior secured loan ($12.1 par due 7/2026),"8.46% (GBP Libor + 5.45% Cash, 2.26% PIK)",6/26/2020,12.3,,,12.1,,(2)(6)(13),,
483,,,First lien senior secured loan ($7.6 par due 7/2026),"8.46% (Euribor + 5.50% Cash, 2.21% PIK/Q)",6/26/2020,7.5,,,7.6,,(2)(6)(13),,
484,,,Senior subordinated loan ($1.3 par due 1/2027),11.50% PIK,6/26/2020,1.2,,,1.4,,(2)(6)(20),,
486,Benecon Midco II LLC and Locutus Holdco LLC (17),Employee benefits provider for small and mid-size employers,"Common units (9,803,682 units)",,12/4/2020,10.0,,,14.1,,,,
487,"Benefytt Technologies, Inc. (17)",Health insurance sales platform provider,First lien senior secured loan ($23.4 par due 8/2027),6.75% (Libor + 6.00%/Q),8/12/2021,23.4,,,23.2,,(2)(13),,
488,"Foundation Risk Partners, Corp. (17)",Full service independent insurance agency,First lien senior secured loan ($25.6 par due 11/2023),5.75% (Libor + 4.75%/Q),8/30/2019,25.6,,,25.6,,(13),,
489,,,First lien senior secured loan ($18.3 par due 11/2023),5.75% (Libor + 4.75%/Q),12/30/2020,18.3,,,18.3,,(2)(13),,
490,,,Second lien senior secured loan ($40.8 par due 11/2024),9.50% (Libor + 8.50%/Q),8/9/2018,40.8,,,40.8,,(2)(13),,
491,,,Second lien senior secured loan ($27.4 par due 11/2024),9.50% (Libor + 8.50%/Q),5/1/2019,27.4,,,27.4,,(2)(13),,
492,,,Second lien senior secured loan ($14.8 par due 11/2024),9.50% (Libor + 8.50%/Q),8/30/2019,14.8,,,14.8,,(2)(13),,
493,,,Second lien senior secured loan ($27.5 par due 11/2024),9.50% (Libor + 8.50%/Q),11/10/2017,27.5,,,27.5,,(2)(13),,
496,Galway Borrower LLC (17),Insurance service provider,First lien senior secured loan ($90.0 par due 9/2028),6.00% (Libor + 5.25%/Q),9/30/2021,90.0,,,88.2,,(13),,
497,"High Street Buyer, Inc. and High Street Holdco LLC (17)",Insurance brokerage platform,First lien senior secured loan ($108.4 par due 4/2028),6.75% (Libor + 6.00%/Q),4/16/2021,108.4,,,107.2,,(2)(13),,
498,,,"Series A preferred units (64,759,781 units)",10.00% PIK,4/16/2021,66.9,,,66.9,,(2),,
499,,,"Series A common units (4,649,000 units)",10.00% PIK,4/16/2021,4.6,,,7.4,,(2),,
500,,,"Series C common units (3,332,456 units)",10.00% PIK,4/16/2021,0,,,5.3,,(2),,
502,"K2 Insurance Services, LLC and K2 Holdco LP (17)",Specialty insurance and managing general agency,First lien senior secured revolving loan,,7/1/2019,0,,,0,,(15),,
503,,,First lien senior secured loan ($51.1 par due 7/2026),6.00% (Libor + 5.00%/Q),7/1/2019,51.1,,,51.1,,(13),,
504,,,First lien senior secured loan ($16.4 par due 7/2026),6.00% (Libor + 5.00%/Q),8/16/2021,16.4,,,16.4,,(2)(13),,
505,,,"Common units (799,000 units)",,7/1/2019,0.8,,,1.2,,(2),,
507,"NSM Insurance Group, LLC (17)",Insurance program administrator,First lien senior secured revolving loan ($3.9 par due 11/2025),7.00% (Base Rate + 3.75%/Q),6/2/2021,3.9,,,3.9,,(2)(13)(16),,
508,,,First lien senior secured loan ($12.8 par due 5/2026),6.00% (Libor + 4.75%/Q),5/11/2018,12.8,,,12.8,,(13),,
510,"OneDigital Holdings, Achilles Holdco (17)",Benefits broker and outsourced workflow automation platform provider for brokers,First lien senior secured revolving loan ($0.5 par due 11/2025),6.00% (Base Rate + 2.75%/Q),11/16/2020,0.4,,,0.5,,(2)(16),,
511,People Corporation (17),"Provider of group benefits, group retirement and human resources services",First lien senior secured revolving loan ($1.2 par due 2/2027),7.25% (Libor + 6.25%/Q),2/18/2021,1.2,,,1.2,,(2)(6)(13),,
512,,,First lien senior secured loan ($55.7 par due 2/2028),7.25% (CDOR + 6.25%/Q),2/18/2021,55.8,,,55.7,,(2)(6)(13),,
514,"RSC Acquisition, Inc. and RSC Insurance Brokerage, Inc. (17)",Insurance broker,First lien senior secured revolving loan,,11/1/2019,0,,,0,,(15),,
515,,,First lien senior secured loan ($33.2 par due 10/2026),6.50% (Libor + 5.50%/Q),11/1/2019,33.2,,,33.2,,(13),,
517,SCM Insurance Services Inc. (17),"Provider of claims management, claims investigation & support and risk management solutions for the Canadian property and casualty insurance industry",First lien senior secured loan ($20.5 par due 8/2024),6.00% (CDOR + 5.00%/M),8/29/2017,20.7,,,20.5,,(2)(6)(13),,
518,,,Second lien senior secured loan ($59.9 par due 3/2025),10.00% (CDOR + 9.00%/M),8/29/2017,60.5,,,59.9,,(2)(6)(13),,
520,"SG Acquisition, Inc.",Provider of insurance solutions for car sales,First lien senior secured loan ($37.3 par due 1/2027),5.50% (Libor + 5.00%/M),1/27/2020,37.3,,,37.3,,(13),,
521,"Spring Insurance Solutions, LLC (17)",Technology-based direct to consumer sales and marketing platform for insurance products,First lien senior secured loan ($19.0 par due 11/2025),7.50% (Libor + 6.50%/Q),11/23/2020,19.0,,,18.6,,(13),,
522,,,First lien senior secured loan ($0.7 par due 11/2025),7.50% (Libor + 6.50%/Q),11/23/2020,0.7,,,0.7,,(2)(13),,
524,"THG Acquisition, LLC (17)",Multi-line insurance broker,First lien senior secured revolving loan,,12/2/2019,0,,,0,,(15),,
525,,,First lien senior secured loan ($9.9 par due 12/2026),6.75% (Libor + 5.75%/Q),12/2/2019,9.9,,,9.9,,(2)(13),,
526,,,First lien senior secured loan ($8.5 par due 12/2026),7.25% (Libor + 6.25%/Q),12/15/2020,8.5,,,8.5,,(2)(13),,
527,,,First lien senior secured loan ($17.5 par due 12/2026),7.25% (Libor + 6.25%/Q),12/15/2020,17.5,,,17.5,,(13),,
530,,,,,,1140.5,,,1151.2,,,13.49,%
532,"BCC Blueprint Holdings I, LLC and BCC Blueprint Investments, LLC",Provider of comprehensive suite of investment management and wealth planning solutions,First lien senior secured loan ($0.2 par due 9/2027),7.00% (Libor + 6.25%/Q),9/15/2021,0.2,,,0.2,,(2)(13),,
533,,,Senior subordinated loan ($4.4 par due 9/2026),"8.55% Cash, 0.75% PIK",9/15/2021,4.4,,,4.4,,(2),,
534,,,"Common units (4,069,926.54)",,9/15/2021,4.1,,,4.1,,(2),,
536,DFC Global Facility Borrower III LLC (17),Non-bank provider of alternative financial services,First lien senior secured revolving loan ($146.1 par due 6/2026),8.00% (CDOR + 7.50%/Q),6/10/2021,149.9,,,145.5,,(2)(6)(11)(13),,
537,eCapital Finance Corp.,Consolidator of commercial finance businesses,Senior subordinated loan ($56.0 par due 1/2025),9.00% (Libor + 7.50%/M),1/31/2020,56.0,,,56.0,,(2)(13),,
538,,,Senior subordinated loan ($5.4 par due 1/2025),9.00% (Libor + 7.50%/M),11/24/2020,5.4,,,5.4,,(2)(13),,
540,"EP Wealth Advisors, LLC (17)",Wealth management and financial planning firm,First lien senior secured revolving loan ($0.4 par due 9/2026),6.25% (Libor + 5.25%/Q),9/4/2020,0.4,,,0.4,,(2)(13),,
541,"Ivy Hill Asset Management, L.P. (5)",Asset management services,Senior subordinated loan ($16.0 par due 5/2023),7.25% (Libor + 6.50%/M),2/8/2018,16.0,,,16.0,,(6)(13),,
542,,,Member interest (100.00% interest),,6/15/2009,469.0,,,603.6,,(6),,
544,"Javlin Three LLC, Javlin Four LLC, and Javlin Five LLC",Asset-backed financial services company,First lien senior secured loan ($15.7 par due 6/2017),,6/24/2014,12.7,,,0.4,,(2)(6)(12),,
545,Joyce Lane Capital LLC and Joyce Lane Financing SPV LLC (fka Ciena Capital LLC) (5)(17),Specialty finance company,First lien senior secured loan ($0.6 par due 12/2022),4.13% (Libor + 4.00%/Q),12/27/2018,0.6,,,0.6,,(2)(6),,
546,,,Equity interests,,11/29/2010,0,,,0,,(2)(6),,
548,"Lido Advisors, LLC (17)",Wealth management and financial planning firm,First lien senior secured loan ($3.0 par due 6/2027),5.50% (Libor + 4.50%/Q),6/15/2021,3.0,,,3.0,,(2)(13),,
549,LS DE LLC and LM LSQ Investors LLC,Asset based lender,Senior subordinated loan ($37.0 par due 3/2024),10.50%,6/25/2015,37.0,,,37.0,,(2)(6),,
550,,,Senior subordinated loan ($3.0 par due 1/2026),10.50%,6/15/2017,3.0,,,3.0,,(2)(6),,
551,,,"Membership units (3,275,000 units)",,6/25/2015,3.3,,,3.6,,(6),,
553,Monica Holdco (US) Inc. (17),Investment technology and advisory firm,First lien senior secured revolving loan,,1/8/2021,0,,,0,,(15),,
554,,,First lien senior secured loan ($2.6 par due 1/2028),7.25% (Libor + 6.25%/Q),1/8/2021,2.6,,,2.6,,(2)(13),,
556,"Priority Holdings, LLC and Priority Technology Holdings, Inc.",Provider of merchant acquiring and payment processing solutions,First lien senior secured loan ($38.9 par due 4/2027),6.75% (Libor + 5.75%/Q),4/27/2021,38.9,,,38.5,,(2)(6)(13),,
557,,,"Senior preferred stock (65,761 shares)",13.00% PIK (Libor + 12.00%/Q),4/27/2021,63.1,,,63.3,,(2)(6)(13),,
558,,,"Warrant to purchase up to 527,226 shares of common stock (expires 4/2031)",,4/27/2021,4.0,,,3.8,,(2)(6),,
560,"Rialto Management Group, LLC (17)",Investment and asset management platform focused on real estate,First lien senior secured revolving loan,,11/30/2018,0,,,0,,(6)(15),,
561,,,First lien senior secured loan ($0.7 par due 12/2024),5.33% (Libor + 5.25%/M),11/30/2018,0.7,,,0.7,,(6),,
562,,,First lien senior secured loan ($7.7 par due 12/2024),5.33% (Libor + 5.25%/M),4/30/2021,7.7,,,7.7,,(2)(6),,
565,"TA/WEG Holdings, LLC (17)",Wealth management and financial planning firm,First lien senior secured revolving loan ($1.5 par due 10/2027),6.75% (Libor + 5.75%/Q),10/2/2019,1.5,,,1.5,,(2)(13)(16),,
566,,,First lien senior secured loan ($5.5 par due 10/2027),6.75% (Libor + 5.75%/Q),10/2/2019,5.5,,,5.5,,(2)(13),,
567,,,First lien senior secured loan ($2.5 par due 10/2027),6.75% (Libor + 5.75%/Q),11/6/2020,2.5,,,2.5,,(2)(13),,
568,,,First lien senior secured loan ($1.9 par due 10/2027),6.75% (Libor + 5.75%/Q),6/3/2021,1.9,,,1.9,,(2)(13),,
570,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (17)",Provider of asset-servicing capabilities for fund managers,First lien senior secured revolving loan ($4.0 par due 2/2024),4.63% (Libor + 4.50%/Q),2/1/2019,4.0,,,4.0,,(2),,
571,,,First lien senior secured loan ($37.9 par due 2/2026),5.50% (Libor + 4.50%/Q),2/1/2019,37.9,,,37.9,,(13),,
572,,,"Class A units (1,443 units)",,9/16/2019,1.6,,,1.4,,,,
573,,,Class A units (245 units),,2/1/2019,0.2,,,0,,,,
574,,,"Class B units (2,167,424 units)",,2/1/2019,0,,,0,,,,
575,,,"Class B units (245,194 units)",,2/1/2019,0,,,0,,,,
577,,,,,,937.1,,,1054.5,,,12.35,%
579,ACAS Equity Holdings Corporation (5),Investment company,Common stock (589 shares),,1/3/2017,0.4,,,0.4,,(6),,
580,Ares IIIR/IVR CLO Ltd.,Investment vehicle,Subordinated notes ($20.0 par due 4/2025),,1/3/2017,0,,,0,,(6),,
581,CoLTs 2005-1 Ltd. (5),Investment vehicle,Preferred shares (360 shares),,1/3/2017,0,,,0,,(6),,
582,CoLTs 2005-2 Ltd. (5),Investment vehicle,"Preferred shares (34,170,000 shares)",,1/3/2017,0,,,0,,(6),,
583,CREST Exeter Street Solar 2004-1,Investment vehicle,"Preferred shares (3,500,000 shares)",,1/3/2017,0,,,0,,(6),,
584,European Capital UK SME Debt LP (4)(18),Investment partnership,Limited partnership interest (45% interest),,1/3/2017,18.8,,,25.4,,(6),,
585,"HCI Equity, LLC (5)",Investment company,Member interest (100.00% interest),,4/1/2010,0,,,0.1,,(6)(20),,
586,"Partnership Capital Growth Investors III, L.P.",Investment partnership,Limited partnership interest (2.50% interest),,10/5/2011,2.8,,,3.6,,(6)(20),,
587,"PCG-Ares Sidecar Investment II, L.P. (4)(18)",Investment partnership,Limited partnership interest (100.00% interest),,10/31/2014,7.0,,,11.1,,(2)(6),,
588,"PCG-Ares Sidecar Investment, L.P. (4)(18)",Investment partnership,Limited partnership interest (100.00% interest),,5/22/2014,4.3,,,1.3,,(6),,
589,"Piper Jaffray Merchant Banking Fund I, L.P.",Investment partnership,Limited partnership interest (2.00% interest),,8/16/2012,0.7,,,1.0,,(6)(20),,
590,"Senior Direct Lending Program, LLC (5)(19)",Co-investment vehicle,Subordinated certificates ($931.7 par due 12/2036),8.13% (Libor + 8.00%/Q)(14),7/27/2016,931.7,,,931.7,,(6),,
591,,,Member interest (87.50% interest),,7/27/2016,0,,,0,,(6),,
593,VSC Investors LLC,Investment company,Membership interest (1.95% interest),,1/24/2008,0.3,,,0.6,,(2)(6)(20),,
594,,,,,,966.0,,,975.4,,,11.43,%
596,"Arrowhead Holdco Company and Arrowhead GS Holdings, Inc. (17)","Distributor of non-discretionary, mission-critical aftermarket replacement parts",First lien senior secured revolving loan ($0.9 par due 8/2027),5.25% (Libor + 4.50%/Q),8/31/2021,0.9,,,0.8,,(2)(13)(16),,
597,,,First lien senior secured loan ($52.0 par due 8/2028),5.25% (Libor + 4.50%/Q),8/31/2021,52.0,,,51.5,,(2)(13),,
598,,,Second lien senior secured loan ($25.2 par due 8/2029),8.50% (Libor + 7.75%/Q),8/31/2021,25.2,,,24.9,,(2)(13),,
599,,,"Common stock (4,900 shares)",,8/31/2021,4.9,,,5.8,,(2),,
602,"Cadence Aerospace, LLC (17)",Aerospace precision components manufacturer,First lien senior secured revolving loan ($5.2 par due 11/2022),"9.50% (Libor + 3.25% Cash, 5.25% PIK/Q)",11/14/2017,5.2,,,5.0,,(2)(13)(16),,
603,,,First lien senior secured revolving loan ($0.7 par due 11/2023),"9.50% (Libor + 3.25% Cash, 5.25% PIK/Q)",7/22/2020,0.7,,,0.7,,(2)(13),,
604,,,First lien senior secured loan ($31.5 par due 11/2023),"9.50% (Libor + 3.25% Cash, 5.25% PIK/S)",11/14/2017,31.4,,,29.9,,(13),,
605,,,First lien senior secured loan ($9.8 par due 11/2023),"9.50% (Libor + 3.25% Cash, 5.25% PIK/Q)",7/5/2018,9.8,,,9.3,,(2)(13),,
606,,,First lien senior secured loan ($12.0 par due 11/2023),"9.50% (Libor + 3.25% Cash, 5.25% PIK/Q)",10/31/2019,12.0,,,11.4,,(2)(13),,
607,,,First lien senior secured loan ($7.9 par due 11/2023),"9.50% (Libor + 3.25% Cash, 5.25% PIK/Q)",2/12/2020,7.9,,,7.5,,(2)(13),,
608,,,First lien senior secured loan ($3.7 par due 11/2023),"9.50% (Libor + 3.25% Cash, 5.25% PIK/Q)",7/31/2020,3.3,,,3.5,,(13),,
610,Creation Holdings Inc. (17),Manufacturer of electrical systems,First lien senior secured revolving loan ($11.0 par due 8/2024),6.75% (Libor + 5.75%/M),8/15/2019,11.0,,,11.0,,(2)(6)(13)(16),,
611,,,First lien senior secured loan ($24.1 par due 8/2025),6.75% (Libor + 5.75%/M),8/15/2019,24.0,,,24.1,,(6)(13),,
613,"AI Aqua Merger Sub, Inc.",End to end provider of water solutions to a wide range of customer bases,First lien senior secured loan ($0.1 par due 7/2028),4.50% (Libor + 4.00%/Q),6/17/2021,0.1,,,0.1,,(13)(20),,
614,,,First lien senior secured loan ($0.9 par due 7/2028),4.50% (Libor + 4.00%/Q),6/17/2021,0.9,,,0.9,,(2)(13)(20),,
616,"DFS Holding Company, Inc.","Distributor of maintenance, repair, and operations parts, supplies, and equipment to the foodservice industry",First lien senior secured loan ($167.2 par due 8/2023),"8.50% (Libor + 6.00% Cash, 1.50% PIK/M)",7/26/2017,167.0,,,158.8,,(13),,
617,,,First lien senior secured loan ($4.3 par due 8/2023),"8.50% (Libor + 6.00% Cash, 1.50% PIK/M)",3/1/2017,4.3,,,4.1,,(2)(13),,
618,,,First lien senior secured loan ($4.9 par due 8/2023),"8.50% (Libor + 6.00% Cash, 1.50% PIK/M)",5/22/2020,5.0,,,4.7,,(13),,
620,"Dynamic NC Aerospace Holdings, LLC and Dynamic NC Investment Holdings, LP (17)",Provider of aerospace technology and equipment,First lien senior secured loan ($25.7 par due 12/2026),7.50% (Libor + 6.50%/Q),12/30/2020,25.7,,,25.4,,(13),,
621,,,"Common units (9,773,000 units)",,12/30/2020,9.8,,,8.0,,,,
623,"EPS NASS Parent, Inc. (17)",Provider of maintenance and engineering services for electrical infrastructure,First lien senior secured revolving loan ($0.2 par due 4/2026),6.75% (Libor + 5.75%/Q),4/19/2021,0.2,,,0.2,,(2)(13),,
624,,,First lien senior secured loan ($52.2 par due 4/2028),6.75% (Libor + 5.75%/Q),4/19/2021,52.2,,,51.6,,(2)(13),,
626,"ESCP PPG Holdings, LLC (4)",Distributor of new equipment and aftermarket parts to the heavy-duty truck industry,"Class A units (3,500,000 units)",,12/14/2016,3.5,,,3.6,,(2),,
627,"Flow Control Solutions, Inc. (17)",Distributor and manufacturer of flow control systems components,First lien senior secured loan ($10.7 par due 11/2024),6.50% (Libor + 5.50%/Q),11/21/2018,10.7,,,10.7,,(13),,
629,,,First lien senior secured loan ($9.4 par due 11/2024),6.50% (Libor + 5.50%/Q),11/21/2018,9.4,,,9.4,,(2)(13),,
631,"Harvey Tool Company, LLC (17)",Manufacturer of cutting tools used in the metalworking industry,First lien senior secured revolving loan,-%,10/12/2017,0,,,0,,(16),,
632,,,First lien senior secured loan ($19.8 par due 10/2024),5.75% (Libor + 4.75%/Q),10/12/2017,19.8,,,19.8,,(13),,
633,,,Second lien senior secured loan ($43.7 par due 10/2025),9.50% (Libor + 8.50%/Q),10/12/2017,43.7,,,43.7,,(2)(13),,
635,"Imaging Business Machines, L.L.C. and Scanner Holdings Corporation (5)",Provider of high-speed intelligent document scanning hardware and software,Senior subordinated loan ($16.6 par due 6/2022),14.00%,1/3/2017,16.6,,,16.6,,(2),,
636,,,"Series A preferred stock (73,804,135 shares)",,1/3/2017,1.2,,,31.3,,,,
637,,,"Class A common stock (48,082 shares)",,1/3/2017,0,,,0.1,,,,
638,,,"Class B common stock (431,055 shares)",,1/3/2017,0.1,,,1.2,,,,
640,"Kene Acquisition, Inc. and Kene Holdings, L.P. (17)","National utility services firm providing engineering and consulting services to natural gas, electric power and other energy and industrial end markets",First lien senior secured revolving loan,-%,8/8/2019,0,,,0,,(15),,
641,,,First lien senior secured loan ($41.2 par due 8/2026),5.25% (Libor + 4.25%/M),8/8/2019,41.2,,,41.2,,(13),,
642,,,"Class A units (4,549,000 units)",,8/8/2019,4.5,,,4.7,,(2),,
644,"LTG Acquisition, Inc.","Designer and manufacturer of display, lighting and passenger communication systems for mass transportation markets","Class A membership units (5,000 units)",,1/3/2017,5.1,,,0,,,,
645,"Maverick Acquisition, Inc. (17)",Manufacturer of precision machined components for defense and high-tech industrial platforms,First lien senior secured loan ($47.3 par due 6/2027),7.00% (Libor + 6.00%/Q),6/1/2021,47.3,,,46.8,,(2)(13),,
646,MB Aerospace Holdings II Corp.,Aerospace engine components manufacturer,First lien senior secured loan ($11.1 par due 1/2025),4.50% (Libor + 3.50%/Q),6/24/2021,10.4,,,10.3,,(2)(13),,
647,,,Second lien senior secured loan ($68.4 par due 1/2026),10.00% (Libor + 9.00%/Q),1/22/2018,68.4,,,61.6,,(2)(13),,
648,,,Second lien senior secured loan ($23.6 par due 1/2026),10.00% (Libor + 9.00%/Q),5/28/2019,23.6,,,21.3,,(2)(13),,
650,"NCWS Intermediate, Inc. and NCWS Holdings LP (17)","Manufacturer and supplier of car wash equipment, parts and supplies to the conveyorized car wash market",First lien senior secured loan ($11.1 par due 12/2026),7.50% (Libor + 6.50%/Q),12/29/2020,11.1,,,11.1,,(2)(13),,
651,,,"Class A-2 common units (10,000,000 units)",,12/29/2020,10.0,,,18.0,,(2),,
653,"Osmose Utilities Services, Inc. and Pine Intermediate Holding LLC",Provider of structural integrity management services to transmission and distribution infrastructure,Second lien senior secured loan ($55.3 par due 6/2029),7.25% (Libor + 6.75%/M),6/23/2021,55.3,,,54.7,,(2)(13),,
654,"Precinmac (US) Holdings Inc., Trimaster Manufacturing Inc. and Blade Group Holdings, LP. (17)",Manufacturer of high-tolerance precision machined components and assemblies for the aerospace and defense industry,First lien senior secured loan ($67.5 par due 8/2027),7.00% (Libor + 6.00%/M),8/31/2021,67.5,,,66.8,,(2)(6)(13),,
655,,,"Class A units (88,420 units)",,8/31/2021,13.4,,,13.4,,(2),,
657,"Sunk Rock Foundry Partners LP, Hatteras Electrical Manufacturing Holding Company and Sigma Electric Manufacturing Corporation, Diecast Beacon (17)","Manufacturer of metal castings, precision machined components and sub-assemblies in the electrical products, power transmission and distribution and general industrial markets",First lien senior secured revolving loan,-%,10/31/2017,0,,,0,,(15),,
658,,,,,,916.3,,,925.5,,,10.84,%
660,"Badger Sportswear Acquisition, Inc.",Provider of team uniforms and athletic wear,Second lien senior secured loan ($56.8 par due 3/2024),10.25% (Libor + 9.00%/Q),9/6/2016,56.8,,,54.5,,(2)(13),,
662,"Bowhunter Holdings, LLC",Provider of branded archery and bowhunting accessories,Common units (421 units),,4/24/2014,4.2,,,0.6,,,,
663,Centric Brands LLC and Centric Brands GP LLC (17),"Designer, marketer and distributor of licensed and owned apparel",First lien senior secured revolving loan ($5.6 par due 10/2024),6.50% (Libor + 5.50%/Q),5/20/2020,5.6,,,5.6,,(2)(13),,
664,,,First lien senior secured loan ($66.3 par due 10/2025),11.00% PIK (Libor + 10.00%/Q),10/29/2018,66.1,,,64.3,,(2)(13),,
665,,,"Membership interests (279,392 units)",,10/29/2018,2.9,,,7.8,,(2),,
667,"DRS Holdings III, Inc. and DRS Holdings I, Inc. (17)",Footwear and orthopedic foot-care brand,First lien senior secured loan ($29.9 par due 11/2025),7.25% (Libor + 6.25%/Q),11/1/2019,29.9,,,29.9,,(13),,
668,,,First lien senior secured loan ($77.6 par due 11/2025),7.25% (Libor + 6.25%/Q),6/1/2021,77.6,,,77.6,,(13),,
669,,,"Common stock (8,549 shares)",,11/1/2019,8.5,,,10.2,,(2),,
671,"Implus Footcare, LLC",Provider of footwear and other accessories,First lien senior secured loan ($117.8 par due 4/2024),8.75% (Libor + 7.75%/Q),6/1/2017,117.8,,,108.3,,(2)(13),,
672,,,First lien senior secured loan ($1.3 par due 4/2024),8.75% (Libor + 7.75%/Q),6/30/2016,1.3,,,1.2,,(2)(13),,
673,,,First lien senior secured loan ($5.0 par due 4/2024),8.75% (Libor + 7.75%/Q),7/17/2018,5.0,,,4.6,,(2)(13),,
675,"Lew's Intermediate Holdings, LLC (17)",Outdoor brand holding company,First lien senior secured revolving loan ($0.6 par due 2/2026),4.13% (Libor + 4.00%/Q),2/11/2021,0.6,,,0.6,,(2),,
676,,,First lien senior secured loan ($1.0 par due 2/2028),5.75% (Libor + 5.00%/Q),2/11/2021,1.0,,,1.0,,(2)(13),,
678,"Pelican Products, Inc.",Flashlights manufacturer,Second lien senior secured loan ($27.3 par due 5/2026),8.75% (Libor + 7.75%/Q),5/4/2018,27.2,,,27.3,,(2)(13),,
679,"Rawlings Sporting Goods Company, Inc. and Easton Diamond Sports, LLC",Sports equipment manufacturing company,First lien senior secured loan ($93.4 par due 12/2026),7.50% (Libor + 6.50%/Q),12/31/2020,93.4,,,93.4,,(2)(13),,
680,"Reef Lifestyle, LLC (17)",Apparel retailer,First lien senior secured revolving loan ($4.3 par due 10/2024),"8.5% (Libor + 5.75% Cash, 2.00% PIK/M)",10/26/2018,4.3,,,4.3,,(2)(13)(16),,
681,,,First lien senior secured revolving loan ($0.6 par due 10/2024),"8.50% (Libor + 5.50% Cash, 2.00% PIK/Q)",7/31/2020,0.6,,,0.6,,(2)(13),,
682,,,First lien senior secured loan ($25.2 par due 10/2024),"8.75% (Libor + 5.75% Cash, 2.00% PIK/Q)",10/26/2018,25.2,,,25.2,,(13),,
683,,,First lien senior secured loan ($1.0 par due 10/2024),8.75% (Libor + 7.75%/Q),7/31/2020,1.0,,,1.0,,(13),,
685,"S Toys Holdings LLC (fka The Step2 Company, LLC) (5)",Toy manufacturer,"Class B common units (126,278,000 units)",,10/30/2014,0,,,0.3,,,,
686,,,"Common units (1,116,879 units)",,4/1/2011,0,,,0,,,,
687,,,"Warrant to purchase up to 3,157,895 units",,4/1/2010,0,,,0,,,,
689,SHO Holding I Corporation,Manufacturer and distributor of slip resistant footwear,Second lien senior secured loan ($113.5 par due 10/2024),10.29% PIK (Libor + 9.29%/B),10/27/2015,112.7,,,96.5,,(2)(13),,
690,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(17)","Developer, marketer and distributor of sports protection equipment and accessories",First lien senior secured revolving loan ($1.2 par due 5/2024),6.00% (Libor + 5.00%/M),5/21/2019,1.2,,,1.2,,(2)(13)(16),,
691,,,First lien senior secured loan ($19.2 par due 5/2024),6.00% (Libor + 5.00%/Q),5/21/2019,19.2,,,19.2,,(2)(13),,
