,Company(1),Business Description,Investment,Interest(5)(9),Acquisition  Date,Amortized  Cost,,Fair  Value,,Percentage  of Net  Assets,,,
451,,,"Common stock (6,566,655 shares)",,1/3/2017,0,,,0,,,,
453,"CB Trestles OpCo, LLC (18)",Apparel retailer,First lien senior secured revolving loan ($4.0 par due 10/2024),8.45% (Libor + 5.75%/Q),10/26/2018,4.0,,,4.0,,(2)(14),,
454,,,First lien senior secured loan ($26.5 par due 10/2024),8.51% (Libor + 5.75%/S),10/26/2018,26.5,,,26.2,,(3)(14),,
456,Centric Brands Inc. (fka Differential Brands Group Inc.) (8),"Designer, marketer and distributor of licensed and owned apparel",First lien senior secured loan ($58.7 par due 10/2023),8.75% (Libor + 6.00%/Q),10/29/2018,58.7,,,58.1,,(3)(14),,
457,,,"Common stock (3,077,875 shares)",,10/29/2018,24.6,,,24.6,,(2),,
459,Consumer Health Parent LLC,Developer and marketer of over-the-counter cold remedy products,"Preferred units (1,072 units)",,12/15/2017,1.1,,,0.3,,(2),,
460,,,"Series A common units (1,072 units)",,12/15/2017,0,,,0,,(2),,
462,"Feradyne Outdoors, LLC and Bowhunter Holdings, LLC",Provider of branded archery and bowhunting accessories,Common units (421 units),,4/24/2014,4.2,,,0.2,,(2),,
463,"Implus Footcare, LLC",Provider of footwear and other accessories,First lien senior secured loan ($14.1 par due 4/2021),9.35% (Libor + 6.75%/Q),6/1/2017,14.1,,,14.1,,(2)(14),,
464,,,First lien senior secured loan ($5.0 par due 4/2021),9.35% (Libor + 6.75%/Q),7/17/2018,5.0,,,5.0,,(2)(14),,
465,,,First lien senior secured loan ($64.8 par due 4/2021),9.35% (Libor + 6.75%/Q),6/1/2017,64.8,,,64.8,,(2)(14),,
466,,,First lien senior secured loan ($30.7 par due 4/2021),9.35% (Libor + 6.75%/Q),6/1/2017,30.7,,,30.7,,(4)(14),,
467,,,First lien senior secured loan ($0.2 par due 4/2021),9.38% (Libor + 6.75%/Q),6/30/2016,0.2,,,0.2,,(2)(14),,
469,Indra Holdings Corp.,"Designer, marketer, and distributor of rain and cold weather products",First lien senior secured loan ($10.0 par due 5/2021),6.83% (Libor + 4.25%/Q),1/22/2018,7.4,,,6.1,,(2)(14),,
470,,,Second lien senior secured loan ($80.0 par due 11/2021),,5/1/2014,66.7,,,15.0,,(2)(13),,
473,"Plantation Products, LLC, Seed Holdings, Inc. and Flora Parent, Inc.",Provider of branded lawn and garden products,Second lien senior secured loan ($56.0 par due 6/2021),10.08% (Libor + 7.34%/Q),12/23/2014,55.9,,,56.0,,(3)(14),,
474,,,Second lien senior secured loan ($10.0 par due 6/2021),10.08% (Libor + 7.34%/Q),12/23/2014,10.0,,,10.0,,(4)(14),,
475,,,"Common stock (30,000 shares)",,12/23/2014,3.0,,,6.3,,(2),,
477,"Rug Doctor, LLC and RD Holdco Inc. (7)",Manufacturer and marketer of carpet cleaning machines,Second lien senior secured loan ($16.9 par due 10/2019),12.43% (Libor + 9.75%/S),1/3/2017,16.9,,,16.9,,(2)(14),,
478,,,"Common stock (458,596 shares)",,1/3/2017,14.0,,,4.4,,,,
479,,,"Warrant to purchase up to 56,372 shares of common stock (expires 12/2023)",,1/3/2017,0,,,0,,,,
481,"S Toys Holdings LLC (fka The Step2 Company, LLC) (7)",Toy manufacturer,"Common units (1,116,879 units)",,4/1/2011,0,,,0.3,,,,
482,,,"Class B common units (126,278,000 units)",,10/30/2014,0,,,0,,(2),,
483,,,"Warrant to purchase up to 3,157,895 units",,4/1/2010,0,,,0,,,,
485,SHO Holding I Corporation,Manufacturer and distributor of slip resistant footwear,Second lien senior secured loan ($100.0 par due 4/2023),11.24% (Libor + 8.50%/Q),10/27/2015,98.6,,,92.0,,(2)(14),,
486,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (6)","Developer, marketer and distributor of sports protection equipment and accessories",Second lien senior secured loan ($89.4 par due 10/2021),13.78% (Libor + 11.00%/Q),4/22/2015,89.4,,,77.8,,(2)(14),,
487,,,"Class A preferred units (50,000 units)",,3/14/2014,5.0,,,0.4,,(2),,
488,,,"Class C preferred units (50,000 units)",,4/22/2015,5.0,,,0.4,,(2),,
490,"Singer Sewing Company, SVP-Singer Holdings, LLC and SVP-Singer Holdings LP (7)(18)",Manufacturer of consumer sewing machines,First lien senior secured revolving loan ($2.0 par due 3/2023),11.49% (Libor + 9.00%/Q),7/26/2017,2.0,,,2.0,,(2)(14)(17),,
491,,,First lien senior secured revolving loan ($1.0 par due 3/2023),11.58% (Libor + 9.00%/Q),7/26/2017,1.0,,,1.0,,(2)(14)(17),,
492,,,First lien senior secured revolving loan ($1.5 par due 3/2023),11.57% (Libor + 9.00%/M),7/26/2017,1.5,,,1.5,,(2)(14)(17),,
493,,,First lien senior secured revolving loan ($71.9 par due 3/2023),11.80% (Libor + 9.00%/Q),7/26/2017,71.9,,,71.9,,(2)(14)(17),,
494,,,First lien senior secured revolving loan ($3.5 par due 3/2023),11.80% (Libor + 9.00%/Q),7/26/2017,3.5,,,3.5,,(2)(14)(17),,
495,,,First lien senior secured revolving loan ($2.0 par due 3/2023),11.79% (Libor + 9.00%/Q),7/26/2017,2.0,,,2.0,,(2)(14)(17),,
496,,,First lien senior secured revolving loan ($1.0 par due 3/2023),11.78% (Libor + 9.00%/Q),7/26/2017,1.0,,,1.0,,(2)(14)(17),,
497,,,First lien senior secured revolving loan ($1.5 par due 3/2023),13.50% (Base Rate + 8.00%/M),7/26/2017,1.5,,,1.5,,(2)(14)(17),,
498,,,First lien senior secured loan ($184.0 par due 3/2023),5.00% (Libor + 2.40%/Q),7/26/2017,174.6,,,151.0,,(2)(14),,
499,,,"Class A common units (6,500,000 units)",,7/26/2017,0,,,0,,(2),,
502,"Touchstone Acquisition, Inc. and Touchstone Holding, L.P. (18)","Manufacturer of consumable products in the dental, medical, cosmetic and CPG/industrial end-markets",First lien senior secured loan ($41.2 par due 11/2025),7.25% (Libor + 4.75%/M),11/15/2018,41.2,,,40.7,,(2)(14),,
503,,,"Class A preferred units (2,149 units)",8.00% PIK,11/15/2018,2.2,,,2.2,,(2),,
505,"Varsity Brands Holding Co., Inc. and BCPE Hercules Holdings, LP","Leading manufacturer and distributor of textiles, apparel & luxury goods",Second lien senior secured loan ($21.1 par due 12/2025),10.75% (Libor + 8.25%/M),7/30/2018,21.1,,,21.1,,(2)(14),,
506,,,Second lien senior secured loan ($47.7 par due 12/2025),10.75% (Libor + 8.25%/M),12/15/2017,47.7,,,47.7,,(2)(14),,
507,,,Second lien senior secured loan ($75.0 par due 12/2025),10.75% (Libor + 8.25%/M),12/15/2017,75.0,,,75.0,,(3)(14),,
508,,,"Class A units (1,400 units)",,7/30/2018,1.4,,,1.5,,(2),,
510,"Woodstream Group, Inc. and Woodstream Corporation (18)",Pet products manufacturer,First lien senior secured loan ($2.7 par due 5/2022),8.89% (Libor + 6.25%/Q),6/21/2017,2.7,,,2.7,,(4)(14),,
511,,,First lien senior secured loan ($4.4 par due 5/2022),8.86% (Libor + 6.25%/Q),6/21/2017,4.4,,,4.4,,(4)(14),,
512,,,First lien senior secured loan ($4.6 par due 5/2022),9.10% (Libor + 6.25%/S),6/21/2017,4.6,,,4.6,,(4)(14),,
514,,,,,,1121.8,,,1004.4,,,13.69,%
516,ACAS Equity Holdings Corporation (7)(8),Investment company,Common stock (589 shares),,1/3/2017,0.4,,,0.4,,,,
517,Ares IIIR/IVR CLO Ltd. (8)(8),Investment vehicle,Subordinated notes ($20.0 par due 4/2021),,1/3/2017,0,,,0.1,,,,
518,"Blue Wolf Capital Fund II, L.P. (6)(8)",Investment partnership,Limited partnership interest (8.50% interest),,1/3/2017,1.6,,,2.5,,(21),,
519,Carlyle Global Market Strategies CLO 2015-3 (8),Investment vehicle,Subordinated notes ($24.6 par due 7/2028),16.00%,1/3/2017,14.2,,,14.0,,,,
520,CoLTs 2005-1 Ltd. (7)(8),Investment vehicle,Preferred shares (360 shares),,1/3/2017,0,,,0,,,,
521,CoLTs 2005-2 Ltd. (7)(8),Investment vehicle,"Preferred shares (34,170,000 shares)",,1/3/2017,0,,,0,,,,
522,CREST Exeter Street Solar 2004-1 (8),Investment vehicle,"Preferred shares (3,500,000 shares)",,1/3/2017,0,,,0,,,,
523,Eaton Vance CDO X plc (8),Investment vehicle,Subordinated notes ($9.2 par due 2/2027),,1/3/2017,0,,,0,,,,
524,European Capital UK SME Debt LP (6)(8)(19),Investment partnership,Limited partnership interest (45% interest),,1/3/2017,40.2,,,39.6,,,,
525,"HCI Equity, LLC (7)(8)",Investment company,Member interest (100.00% interest),,4/1/2010,0,,,0.1,,(21),,
526,Herbert Park B.V. (8),Investment vehicle,Subordinated notes ($6.0 par due 10/2026),,1/3/2017,0.9,,,0,,,,
527,OHA Credit Partners XI (8),Investment vehicle,Subordinated notes ($17.8 par due 1/2032),13.9%,1/3/2017,13.5,,,13.8,,,,
528,"Partnership Capital Growth Fund I, L.P. (6)(8)",Investment partnership,Limited partnership interest (25.00% interest),,6/16/2006,0,,,0,,(2)(21),,
529,"Partnership Capital Growth Investors III, L.P. (8)(19)",Investment partnership,Limited partnership interest (2.50% interest),,10/5/2011,2.5,,,4.2,,(2)(21),,
530,"PCG-Ares Sidecar Investment II, L.P. (6)(8)(19)",Investment partnership,Limited partnership interest (100.00% interest),,10/31/2014,6.7,,,16.8,,(2),,
531,"PCG-Ares Sidecar Investment, L.P. (6)(8)(19)",Investment partnership,Limited partnership interest (100.00% interest),,5/22/2014,4.5,,,4.4,,(2),,
532,"Piper Jaffray Merchant Banking Fund I, L.P. (8)(19)",Investment partnership,Limited partnership interest (2.00% interest),,8/16/2012,1.4,,,1.5,,(21),,
534,"Senior Direct Lending Program, LLC (7)(8)(20)",Co-investment vehicle,Subordinated certificates ($791.9 par due 12/2036),10.6% (Libor + 8.00%/Q)(15),7/27/2016,791.9,,,791.9,,,,
535,,,Member interest (87.50% interest),,7/27/2016,0,,,0,,,,
537,"Vitesse CLO, Ltd. (8)",Investment vehicle,"Preferred shares (20,000,000 shares)",,1/3/2017,0,,,0,,,,
538,Voya CLO 2014-4 Ltd. (8),Investment vehicle,Subordinated notes ($26.7 par due 7/2031),12.5%,1/3/2017,14.2,,,14.6,,,,
539,VSC Investors LLC (8),Investment company,Membership interest (1.95% interest),,1/24/2008,0.3,,,0.9,,(2)(21),,
540,,,,,,892.3,,,904.8,,,12.33,%
542,Amynta Agency Borrower Inc. and Amynta Warranty Borrower Inc.,Insurance service provider,First lien senior secured loan ($10.8 par due 2/2025),7.00% (Libor + 4.50%/M),12/21/2018,10.8,,,10.5,,(2)(14),,
543,,,First lien senior secured loan ($16.3 par due 2/2025),7.00% (Libor + 4.50%/M),12/21/2018,16.3,,,15.8,,(2)(14),,
545,"Commercial Credit Group, Inc.",Commercial equipment finance and leasing company,Senior subordinated loan ($28.0 par due 8/2022),12.24% (Libor + 9.75%/M),5/10/2012,28.0,,,28.0,,(2)(14),,
546,DFC Global Facility Borrower II LLC (8)(18),Non-bank provider of alternative financial services,First lien senior secured revolving loan ($94.6 par due 9/2022),13.24% (Libor + 10.75%/M),9/27/2017,94.6,,,94.6,,(2)(14),,
547,"Financial Asset Management Systems, Inc. and FAMS Holdings, Inc. (6)",Debt collection services provider,Common stock (180 shares),,1/11/2017,0,,,0,,(2),,
548,"Gordian Group, LLC","Provider of products, services and software to organizations pursuing efficient and effective procurement and information solutions",Common stock (526 shares),,11/30/2012,0,,,0,,(2),,
549,"Ivy Hill Asset Management, L.P. (7)(8)",Asset management services,Member interest (100.00% interest),,6/15/2009,444.0,,,534.0,,,,
550,"Javlin Three LLC, Javlin Four LLC, and Javlin Five LLC (8)",Asset-backed financial services company,First lien senior secured loan ($16.0 par due 6/2017),,6/24/2014,14.2,,,8.5,,(2)(13),,
551,Joyce Lane Capital LLC and Joyce Lane Financing SPV LLC (fka Ciena Capital LLC) (7)(8)(18),Specialty finance company,First lien senior secured loan ($0.8 par due 12/2022),6.60% (Libor + 4.00%/Q),12/27/2018,0.8,,,0.8,,(2),,
552,,,Equity interests,,11/29/2010,12.7,,,2.9,,(2),,
554,LS DE LLC and LM LSQ Investors LLC (8),Asset based lender,Senior subordinated loan ($3.0 par due 6/2021),10.50%,6/15/2017,3.0,,,3.0,,(2),,
555,,,Senior subordinated loan ($37.0 par due 3/2024),10.50%,6/25/2015,37.0,,,37.0,,(2),,
556,,,"Membership units (3,275,000 units)",,6/25/2015,3.3,,,5.0,,,,
558,"NM GRC HOLDCO, LLC (18)",Regulatory compliance services provider to financial institutions,First lien senior secured loan ($19.2 par due 2/2024),8.60% (Libor + 6.00%/Q),2/9/2018,19.2,,,19.2,,(2)(14),,
559,,,First lien senior secured loan ($41.0 par due 2/2024),8.60% (Libor + 6.00%/Q),2/9/2018,40.7,,,41.0,,(2)(14),,
561,"Rialto Management Group, LLC (8)(18)",Investment and asset management platform focused on real estate,First lien senior secured loan ($1.0 par due 12/2024),7.00% (Libor + 4.50%/M),11/30/2018,1.0,,,1.0,,(2)(14),,
562,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (18)",Provider of asset-servicing capabilities for fund managers,First lien senior secured loan ($15.7 par due 2/2026),6.74% (Libor + 4.25%/M),2/1/2019,15.7,,,15.6,,(2)(14),,
564,,,First lien senior secured loan ($15.7 par due 2/2026),6.74% (Libor + 4.25%/M),2/1/2019,15.7,,,15.5,,(2)(14),,
565,,,Class A units (245 units),,2/1/2019,0.2,,,0.2,,(2),,
566,,,"Class B units (245,194 units)",,2/1/2019,0,,,0,,(2),,
567,,,"Class A units (1,102 units)",,2/1/2019,1.1,,,1.1,,(2),,
568,,,"Class B units (1,825,805 units)",,2/1/2019,0,,,0,,(2),,
570,"Vela Trading Technologies, LLC (18)",Provider of market data software and content to global financial services clients,First lien senior secured revolving loan ($0.5 par due 6/2022),7.69% (Libor + 5.00%/Q),2/8/2018,0.5,,,0.5,,(2)(14),,
571,,,First lien senior secured loan ($4.9 par due 6/2022),7.78% (Libor + 5.00%/Q),4/17/2018,4.9,,,4.8,,(2)(14),,
573,,,,,,763.7,,,839.0,,,11.43,%
575,"1A Smart Start, LLC (18)",Provider of ignition interlock devices,First lien senior secured revolving loan ($0.9 par due 8/2020),7.00% (Libor + 4.50%/M),2/8/2018,0.9,,,0.9,,(2)(17),,
576,"AMCP Clean Intermediate, LLC (18)",Provider of janitorial and facilities management services,First lien senior secured revolving loan,0,10/1/2018,0,,,0,,(16),,
577,,,First lien senior secured loan ($13.8 par due 10/2024),8.29% (Libor + 5.50%/Q),1/4/2019,13.8,,,13.7,,(2)(14),,
579,American Residential Services L.L.C.,"Heating, ventilation and air conditioning services provider",Second lien senior secured loan ($70.8 par due 12/2022),10.50% (Libor + 8.00%/M),6/30/2014,70.5,,,69.3,,(2)(14),,
580,"Capstone Logistics Acquisition, Inc. (18)",Outsourced supply chain solutions provider to operators of distribution centers,First lien senior secured revolving loan,0,2/8/2018,0,,,0,,(16),,
581,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (6)(18)",Provider of outsourced healthcare linen management solutions,First lien senior secured revolving loan,0,3/13/2014,0,,,0,,(16),,
582,,,First lien senior secured loan ($11.8 par due 12/2021),8.75% (Libor + 6.25%/M),4/6/2017,11.8,,,11.8,,(2)(14),,
583,,,First lien senior secured loan ($11.9 par due 12/2021),8.75% (Libor + 6.25%/M),6/12/2018,11.9,,,11.9,,(2)(14),,
584,,,First lien senior secured loan ($10.1 par due 12/2021),8.75% (Libor + 6.25%/M),3/13/2014,10.1,,,10.1,,(3)(14),,
585,,,First lien senior secured loan ($11.0 par due 12/2021),8.75% (Libor + 6.25%/M),3/13/2014,11.0,,,11.0,,(2)(14),,
586,,,"Class A preferred units (3,393,973 units)",,3/13/2014,4.0,,,3.4,,(2),,
587,,,"Class B common units (377,108 units)",,3/13/2014,0.4,,,1.3,,(2),,
589,"IMIA Holdings, Inc. (18)",Marine preservation maintenance company,First lien senior secured revolving loan,0,10/26/2018,0,,,0,,(16),,
590,,,First lien senior secured loan ($2.8 par due 10/2024),7.10% (Libor + 4.50%/Q),10/26/2018,2.8,,,2.8,,(2)(14),,
591,,,First lien senior secured loan ($18.0 par due 10/2024),7.10% (Libor + 4.50%/Q),10/26/2018,17.9,,,18.0,,(3)(14),,
594,"Magento, Inc. (18)",eCommerce platform provider for the retail industry,First lien senior secured revolving loan,0,2/8/2018,0,,,0,,(16),,
595,"Massage Envy, LLC and ME Equity LLC (18)",Franchisor in the massage industry,First lien senior secured loan ($0.5 par due 12/2024),9.24% (Libor + 6.75%/M),1/24/2018,0.5,,,0.5,,(2)(14),,
596,,,First lien senior secured loan ($1.0 par due 12/2024),9.24% (Libor + 6.75%/M),1/24/2018,1.0,,,1.0,,(2)(14),,
597,,,First lien senior secured loan ($0.3 par due 12/2024),9.24% (Libor + 6.75%/M),1/24/2018,0.3,,,0.3,,(2)(14),,
598,,,First lien senior secured loan ($1.7 par due 12/2024),9.25% (Libor + 6.75%/M),1/24/2018,1.7,,,1.7,,(2)(14),,
599,,,First lien senior secured loan ($0.4 par due 12/2024),9.31% (Libor + 6.75%/Q),1/24/2018,0.4,,,0.4,,(2)(14),,
600,,,First lien senior secured loan ($1.5 par due 12/2024),9.31% (Libor + 6.75%/Q),1/24/2018,1.5,,,1.5,,(2)(14),,
601,,,First lien senior secured loan ($2.4 par due 7/2020),9.55% (Libor + 6.75%/Q),7/20/2018,2.4,,,2.4,,(2)(14),,
602,,,First lien senior secured loan ($0.4 par due 7/2020),9.25% (Libor + 6.75%/M),7/20/2018,0.4,,,0.4,,(2)(14),,
603,,,First lien senior secured loan ($0.9 par due 7/2020),9.23% (Libor + 6.75%/M),7/20/2018,0.9,,,0.9,,(2)(14),,
604,,,First lien senior secured loan ($0.2 par due 7/2020),9.31% (Libor + 6.75%/Q),7/20/2018,0.2,,,0.2,,(2)(14),,
605,,,First lien senior secured loan ($0.6 par due 9/2020),9.24% (Libor + 6.75%/M),7/27/2017,0.6,,,0.6,,(2)(14),,
606,,,First lien senior secured loan ($0.5 par due 9/2020),9.24% (Libor + 6.75%/M),7/27/2017,0.5,,,0.5,,(2)(14),,
607,,,First lien senior secured loan ($0.3 par due 9/2020),9.31% (Libor + 6.75%/Q),7/27/2017,0.3,,,0.3,,(2)(14),,
608,,,First lien senior secured loan ($0.3 par due 9/2020),9.24% (Libor + 6.75%/M),4/12/2017,0.3,,,0.3,,(2)(14),,
609,,,First lien senior secured loan ($0.1 par due 9/2020),9.31% (Libor + 6.75%/Q),4/12/2017,0.1,,,0.1,,(2)(14),,
610,,,First lien senior secured loan ($1.0 par due 9/2020),9.23% (Libor + 6.75%/M),4/12/2017,1.0,,,1.0,,(2)(14),,
611,,,First lien senior secured loan ($38.0 par due 9/2020),9.31% (Base Rate + 5.50%/Q),9/27/2012,38.0,,,38.0,,(3)(14),,
612,,,First lien senior secured loan ($18.5 par due 9/2020),9.31% (Base Rate + 5.50%/Q),9/27/2012,18.5,,,18.5,,(4)(14),,
613,,,"Common stock (3,000,000 shares)",,9/27/2012,3.0,,,6.3,,(2),,
615,"Mckenzie Sports Products, LLC (18)","Designer, manufacturer and distributor of hunting-related supplies",First lien senior secured revolving loan ($0.9 par due 9/2020),6.25% (Libor + 3.75%/M),9/18/2014,0.9,,,0.9,,(2)(14),,
616,,,First lien senior secured revolving loan ($0.5 par due 9/2020),10.25% (Base Rate + 4.75%/Q),9/18/2014,0.5,,,0.5,,(2)(14),,
617,,,First lien senior secured loan ($1.5 par due 9/2020),8.25% (Libor + 5.75%/M),9/18/2014,1.5,,,1.5,,(3)(10)(14),,
618,,,First lien senior secured loan ($4.0 par due 9/2020),8.25% (Libor + 5.75%/M),9/18/2014,4.0,,,4.0,,(3)(10)(14),,
619,,,First lien senior secured loan ($84.5 par due 9/2020),8.25% (Libor + 5.75%/M),9/18/2014,84.5,,,84.5,,(3)(10)(14),,
621,"MSHC, Inc. (18)","Heating, ventilation and air conditioning services provider",First lien senior secured revolving loan ($1.1 par due 7/2022),6.74% (Libor + 4.25%/M),7/31/2017,1.1,,,1.1,,(2)(14),,
622,,,First lien senior secured revolving loan ($0.6 par due 7/2022),8.75% (Base Rate + 3.25%/Q),7/31/2017,0.6,,,0.6,,(2)(14),,
623,,,First lien senior secured loan ($0.3 par due 7/2023),7.03% (Libor + 4.25%/Q),7/31/2017,0.3,,,0.3,,(2)(14),,
624,,,First lien senior secured loan ($0.2 par due 7/2023),6.85% (Libor + 4.25%/Q),6/27/2018,0.2,,,0.2,,(2)(14),,
626,,,First lien senior secured loan ($0.9 par due 7/2023),6.85% (Libor + 4.25%/Q),11/20/2018,0.9,,,0.9,,(2)(14),,
627,,,Second lien senior secured loan ($2.8 par due 12/2025),10.85% (Libor + 8.25%/Q),11/20/2018,2.8,,,2.8,,(2)(14),,
628,,,Second lien senior secured loan ($5.9 par due 12/2025),11.03% (Libor + 8.25%/Q),6/27/2018,5.9,,,5.9,,(2)(14),,
629,,,Second lien senior secured loan ($7.9 par due 12/2025),10.99% (Libor + 8.25%/Q),6/27/2018,7.9,,,7.9,,(2)(14),,
630,,,Second lien senior secured loan ($9.8 par due 12/2025),10.88% (Libor + 8.25%/Q),6/27/2018,9.8,,,9.8,,(2)(14),,
631,,,Second lien senior secured loan ($2.7 par due 12/2025),10.85% (Libor + 8.25%/Q),6/27/2018,2.7,,,2.7,,(2)(14),,
632,,,Second lien senior secured loan ($4.8 par due 12/2025),10.85% (Libor + 8.25%/Q),7/31/2017,4.8,,,4.8,,(2)(14),,
633,,,Second lien senior secured loan ($46.0 par due 12/2025),10.85% (Libor + 8.25%/Q),7/31/2017,46.0,,,46.0,,(2)(14),,
635,"Research Now Group, LLC and Survey Sampling International, LLC",Provider of outsourced data collection to the market research industry,First lien senior secured loan ($57.4 par due 12/2024),8.00% (Libor + 5.50%/M),2/14/2019,56.5,,,56.8,,(2)(14),,
636,"SecurAmerica, LLC, ERMC LLC, ERMC Of America, LLC, SecurAmerica Corporation, ERMC Aviation LLC, American Security Programs, Inc., USI LLC and Argenbright Holdings IV, LLC (18)","Provider of outsourced manned security guard services, outsourced facilities management and outsourced aviation services",First lien senior secured loan ($2.2 par due 12/2023),9.25% (Libor + 6.75%/M),12/21/2018,2.2,,,2.2,,(2)(14),,
637,,,First lien senior secured loan ($26.0 par due 12/2023),9.24% (Libor + 6.75%/M),12/21/2018,26.0,,,25.8,,(2)(14),,
639,"Siteworx Holdings, LLC & Siteworx LLC (18)","Provider of design, web content management, eCommerce solutions and system integration",First lien senior secured revolving loan ($0.7 par due 1/2020),6.75% (Base Rate + 1.25%/M),2/16/2018,0.7,,,0.7,,(14),,
640,,,First lien senior secured revolving loan ($0.7 par due 1/2020),6.75% (Base Rate + 1.25%/M),2/16/2018,0.7,,,0.7,,(12)(14),,
641,,,First lien senior secured loan ($0.9 par due 1/2020),5.50%,2/16/2018,0.9,,,0.9,,,,
642,,,First lien senior secured loan ($0.9 par due 1/2020),5.50%,2/16/2018,0.9,,,0.9,,(12),,
644,"SocialFlow, Inc.",Social media optimization platform provider,"Warrant to purchase up to 215,331 shares of Series C preferred stock (expires 1/2026)",,1/13/2016,0,,,0,,(2),,
645,SoundCloud Limited (8),"Platform for receiving, sending, and distributing music","Common stock (73,422 shares)",,8/15/2017,0.4,,,0.7,,(2),,
646,Spin HoldCo Inc.,Laundry service and equipment provider,Second lien senior secured loan ($154.2 par due 5/2023),10.14% (Libor + 7.50%/Q),5/14/2013,154.2,,,152.6,,(2)(14),,
647,"TDG Group Holding Company and TDG Co-Invest, LP (18)",Operator of multiple franchise concepts primarily related to home maintenance or repairs,First lien senior secured revolving loan ($0.0 par due 5/2024),8.00% (Libor + 5.50%/Q),5/31/2018,0,,,0,,(2)(14)(17),,
648,,,First lien senior secured loan ($6.1 par due 5/2024),8.10% (Libor + 5.50%/Q),8/24/2018,6.1,,,6.1,,(2)(14),,
649,,,First lien senior secured loan ($9.3 par due 5/2024),8.10% (Libor + 5.50%/Q),5/31/2018,9.3,,,9.3,,(3)(14),,
650,,,"Preferred units (2,871,000 units)",,5/31/2018,2.9,,,3.1,,(2),,
652,,,"Common units (29,000 units)",,5/31/2018,0,,,0.2,,(2),,
654,Tyden Group Holding Corp. (8),"Producer and marketer of global cargo security, product identification and traceability products and utility meter products","Preferred stock (46,276 shares)",,1/3/2017,0.4,,,0.4,,,,
655,,,"Common stock (5,521,203 shares)",,1/3/2017,2.0,,,5.3,,,,
657,"VLS Recovery Services, LLC (18)",Provider of commercial and industrial waste processing and disposal services,First lien senior secured revolving loan ($0.5 par due 10/2023),8.48% (Libor + 6.00%/M),10/17/2017,0.5,,,0.5,,(2)(14)(17),,
658,,,First lien senior secured revolving loan ($1.1 par due 10/2023),8.48% (Libor + 6.00%/M),10/17/2017,1.1,,,1.1,,(2)(14)(17),,
659,,,First lien senior secured revolving loan ($0.5 par due 10/2023),8.49% (Libor + 6.00%/M),10/17/2017,0.5,,,0.5,,(2)(14)(17),,
660,,,First lien senior secured revolving loan ($1.1 par due 10/2023),8.49% (Libor + 6.00%/M),10/17/2017,1.1,,,1.1,,(2)(14)(17),,
661,,,First lien senior secured revolving loan ($0.5 par due 10/2023),8.49% (Libor + 6.00%/M),10/17/2017,0.5,,,0.5,,(2)(14)(17),,
663,WASH Multifamily Acquisition Inc. and Coinamatic Canada Inc.,Laundry service and equipment provider,Second lien senior secured loan ($3.7 par due 5/2023),9.50% (Libor + 7.00%/M),5/14/2015,3.7,,,3.6,,(2)(14),,
664,,,Second lien senior secured loan ($21.3 par due 5/2023),9.50% (Libor + 7.00%/M),5/14/2015,21.1,,,20.6,,(2)(14),,
666,,,,,,692.8,,,697.1,,,9.5,%
668,"Chariot Acquisition, LLC (18)",Aftermarket golf cart parts and accessories,First lien senior secured loan ($18.1 par due 9/2021),9.10% (Libor + 6.50%/Q),1/3/2017,18.0,,,18.0,,(3)(14),,
669,,,First lien senior secured loan ($9.2 par due 9/2021),9.10% (Libor + 6.50%/Q),1/3/2017,9.2,,,9.1,,(4)(14),,
671,"ECI Purchaser Company, LLC",Equipment to safely control pressurized gases,First lien senior secured loan ($21.8 par due 12/2019),9.13% (Libor + 6.25%/S),7/26/2017,21.8,,,21.5,,(2)(14),,
672,,,First lien senior secured loan ($88.7 par due 12/2019),9.15% (Libor + 6.25%/S),7/26/2017,88.7,,,87.8,,(2)(14),,
673,,,First lien senior secured loan ($74.8 par due 12/2019),9.15% (Libor + 6.25%/S),7/26/2017,74.8,,,74.0,,(3)(14),,
674,,,First lien senior secured loan ($0.3 par due 12/2019),9.13% (Libor + 6.25%/S),7/26/2017,0.3,,,0.3,,(2)(14),,
675,,,First lien senior secured loan ($0.2 par due 12/2019),9.13% (Libor + 6.25%/S),7/26/2017,0.2,,,0.2,,(3)(14),,
677,"Harvey Tool Company, LLC (18)",Cutting tool provider to the metalworking industry,First lien senior secured revolving loan ($0.4 par due 10/2023),7.00% (Libor + 4.50%/M),10/12/2017,0.4,,,0.4,,(2)(14)(17),,
678,,,First lien senior secured loan ($4.9 par due 10/2024),7.62% (Libor + 4.75%/S),10/12/2017,4.9,,,4.9,,(2)(14),,
679,,,First lien senior secured loan ($30.6 par due 10/2024),7.35% (Libor + 4.75%/Q),10/12/2017,30.6,,,30.6,,(4)(14),,
680,,,Second lien senior secured loan ($43.7 par due 10/2025),11.30% (Libor + 8.50%/Q),10/12/2017,43.7,,,43.7,,(2)(14),,
683,"Ioxus, Inc. (6)",Energy storage devices,First lien senior secured loan ($1.4 par due 12/2019),,4/29/2014,1.3,,,1.4,,(2),,
684,,,First lien senior secured loan ($5.7 par due 12/2019),"9.00% Cash, 3.00% PIK",4/29/2014,5.7,,,5.7,,(2),,
