,Company(1),Business Description,Investment,Interest(3)(7),Acquisition  Date,Amortized  Cost,,Fair  Value,,Percentage  of Net  Assets,,,
450,National Intergovernmental Purchasing Alliance Company (16),Leading group purchasing organization (“GPO”) for public agencies and educational institutions in the U.S,First lien senior secured revolving loan ($9.0 par due 5/2023),4.87% (Libor + 3.50%/Q),5/23/2018,9.0,,,8.8,,(2),,
451,"NM GRC HOLDCO, LLC",Regulatory compliance services provider to financial institutions,First lien senior secured loan ($35.5 par due 2/2024),7.45% (Libor + 6.00%/Q),2/9/2018,35.3,,,31.6,,(2)(12),,
452,,,First lien senior secured loan ($9.5 par due 2/2024),7.45% (Libor + 6.00%/Q),2/9/2018,9.5,,,8.4,,(2)(12),,
454,Petroleum Service Group LLC (16),Provider of operational services for US petrochemical and refining companies,First lien senior secured revolving loan ($12.8 par due 7/2025),6.53% (Libor + 5.25%/Q),7/23/2019,12.8,,,12.3,,(2)(12)(15),,
455,,,First lien senior secured loan ($37.0 par due 7/2025),7.06% (Libor + 5.25%/Q),7/23/2019,37.0,,,35.5,,(2)(12),,
456,,,First lien senior secured loan ($0.7 par due 7/2025),6.45% (Libor + 5.25%/Q),7/23/2019,0.7,,,0.7,,(2)(12),,
458,"Pillar Processing LLC and PHL Investors, Inc. (5)",Mortgage services,Class A common stock (576 shares),,7/31/2012,3.8,,,0,,(2),,
459,Puerto Rico Waste Investment LLC,Waste management service provider,First lien senior secured loan ($31.1 par due 9/2024),8.50% (Libor + 7.00%/M),9/20/2019,31.1,,,29.8,,(2)(12),,
460,"QC Supply, LLC (16)",Specialty distributor and solutions provider to the swine and poultry markets,First lien senior secured revolving loan ($10.0 par due 12/2021),7.50% (Libor + 6.50%/M),12/29/2016,10.0,,,9.4,,(2)(12),,
461,,,First lien senior secured loan ($25.8 par due 12/2022),"7.50% (Libor + 5.50% Cash, 1.00% PIK/Q)",12/29/2016,25.8,,,24.2,,(2)(12),,
462,,,First lien senior secured loan ($8.6 par due 12/2022),"7.50% (Libor + 5.50% Cash, 1.00% PIK/Q)",12/29/2016,8.6,,,8.1,,(2)(12),,
465,R2 Acquisition Corp.,Marketing services,"Common stock (250,000 shares)",,5/29/2007,0.3,,,0.3,,(2),,
466,"RE Community Holdings GP, LLC and RE Community Holdings, LP",Operator of municipal recycling facilities,Limited partnership interest (2.86% interest),,3/1/2011,0,,,0,,(2),,
467,,,Limited partnership interest (2.49% interest),,3/1/2011,0,,,0,,(2),,
469,"Research Now Group, LLC and Survey Sampling International, LLC",Provider of outsourced data collection to the market research industry,First lien senior secured loan ($41.4 par due 12/2024),7.26% (Libor + 5.50%/Q),2/14/2019,40.9,,,39.4,,(2)(12),,
470,"Revint Intermediate II, LLC (16)",Revenue cycle consulting firm to the healthcare industry,First lien senior secured revolving loan ($10.8 par due 12/2023),5.95% (Libor + 4.50%/Q),12/13/2017,10.8,,,10.5,,(2)(12),,
471,,,First lien senior secured loan ($21.2 par due 12/2023),5.97% (Libor + 4.50%/Q),12/13/2017,21.2,,,20.6,,(2)(12),,
472,,,First lien senior secured loan ($13.6 par due 12/2023),6.70% (Libor + 5.25%/Q),9/3/2019,13.6,,,13.2,,(2),,
474,"SecurAmerica, LLC, ERMC LLC, ERMC Of America, LLC, SecurAmerica Corporation, SecurAmerica Aviation Security LLC, American Security Programs, Inc., USI LLC, Argenbright Holdings IV, LLC and Scrub Holdings, Inc (16)","Provider of outsourced manned security guard services, outsourced facilities management and outsourced aviation services",First lien senior secured loan ($25.8 par due 12/2023),7.25% (Libor + 6.25%/M),12/21/2018,25.8,,,25.8,,(2)(12),,
475,,,First lien senior secured loan ($9.7 par due 12/2023),7.25% (Libor + 6.25%/M),12/21/2018,9.7,,,9.7,,(2)(12),,
476,,,First lien senior secured loan ($1.7 par due 12/2023),7.25% (Libor + 6.25%/M),12/21/2018,1.7,,,1.7,,(2)(12),,
478,"Sonny's Enterprises, LLC (16)","Manufacturer and supplier of car wash equipment, parts and supplies to the conveyorized car wash market",First lien senior secured revolving loan ($3.6 par due 12/2022),5.25% (Base Rate + 2.00%/Q),11/30/2017,3.6,,,3.6,,(2)(12),,
479,"Startec Equity, LLC (5)",Communication services,Member interest,,4/1/2010,0,,,0,,,,
480,"TDG Group Holding Company and TDG Co-Invest, LP (16)",Operator of multiple franchise concepts primarily related to home maintenance or repairs,First lien senior secured revolving loan ($0.3 par due 5/2024),6.33% (Libor + 5.50%/M),5/31/2018,0.3,,,0.3,,(2)(15),,
481,,,First lien senior secured loan ($9.2 par due 5/2024),6.57% (Libor + 5.50%/Q),5/31/2018,9.2,,,9.0,,(2),,
482,,,First lien senior secured loan ($8.9 par due 5/2024),6.47% (Libor + 5.50%/Q),8/24/2018,8.9,,,8.8,,(2),,
483,,,"Preferred units (2,871,000 units)",,5/31/2018,2.9,,,3.3,,(2),,
484,,,"Common units (29,000 units)",,5/31/2018,0,,,0,,(2),,
486,Tyden Group Holding Corp.,"Producer and marketer of global cargo security, product identification and traceability products and utility meter products","Preferred stock (46,276 shares)",,1/3/2017,0.4,,,0.4,,(6),,
487,,,"Common stock (5,521,203 shares)",,1/3/2017,2.0,,,2.8,,(6),,
489,"UL Holding Co., LLC (4)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,Senior subordinated loan ($30.7 par due 5/2020),10.00% PIK,4/30/2012,13.3,,,30.7,,(2),,
490,,,Senior subordinated loan ($3.8 par due 5/2020),,4/30/2012,1.6,,,3.8,,(2),,
491,,,Senior subordinated loan ($3.6 par due 5/2020),10.00% PIK,4/30/2012,1.5,,,3.6,,(2),,
492,,,Senior subordinated loan ($0.4 par due 5/2020),,4/30/2012,0.2,,,0.4,,(2),,
493,,,Senior subordinated loan ($7.6 par due 5/2020),10.00% PIK,4/30/2012,3.3,,,7.6,,(2),,
495,,,Senior subordinated loan ($0.5 par due 5/2020),,4/30/2012,0.2,,,0.5,,(2),,
496,,,"Class A common units (533,351 units)",,6/17/2011,5.0,,,1.6,,(2),,
497,,,"Class B-5 common units (272,834 units)",,6/17/2011,2.5,,,0.8,,(2),,
498,,,"Class C common units (758,546 units)",,4/25/2008,0,,,0,,(2),,
499,,,"Warrant to purchase up to 719,044 shares of Class A units",,5/2/2014,0,,,0,,(2),,
500,,,"Warrant to purchase up to 28,663 shares of Class B-1 units",,5/2/2014,0,,,0,,(2),,
501,,,"Warrant to purchase up to 57,325 shares of Class B-2 units",,5/2/2014,0,,,0,,(2),,
502,,,"Warrant to purchase up to 29,645 shares of Class B-3 units",,5/2/2014,0,,,0,,(2),,
503,,,"Warrant to purchase up to 80,371 shares of Class B-5 units",,5/2/2014,0,,,0,,(2),,
504,,,"Warrant to purchase up to 59,655 shares of Class B-6 units",,5/2/2014,0,,,0,,(2),,
505,,,"Warrant to purchase up to 1,046,713 shares of Class C units",,5/2/2014,0,,,0,,(2),,
507,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,First lien senior secured loan ($16.7 par due 8/2022),"8.61% (Libor + 5.75% Cash, 1.25% PIK/Q)",8/31/2017,16.7,,,15.9,,(2)(12),,
508,,,First lien senior secured loan ($15.6 par due 8/2022),"8.61% (Libor + 5.75% Cash, 1.25% PIK/Q)",8/31/2017,15.6,,,14.9,,(2)(12),,
509,,,Senior subordinated loan ($67.0 par due 9/2024),15.00% PIK,8/31/2017,64.5,,,63.0,,(2),,
510,,,"Warrant to purchase up to 2,838,079 shares of preferred stock (expires 8/2027)",,8/31/2017,3.9,,,1.3,,(2),,
511,,,"Warrant to purchase up to 3,094,492 shares of common stock (expires 8/2027)",,8/31/2017,0,,,0,,(2),,
513,"VLS Recovery Services, LLC (16)",Provider of commercial and industrial waste processing and disposal services,First lien senior secured revolving loan ($10.6 par due 10/2023),7.00% (Libor + 6.00%/M),10/17/2017,10.6,,,10.6,,(2)(12)(15),,
514,"VRC Companies, LLC (16)",Provider of records and information management services,First lien senior secured revolving loan ($1.5 par due 3/2022),7.95% (Libor + 6.50%/Q),4/17/2017,1.5,,,1.5,,(2)(12),,
515,,,First lien senior secured loan ($21.0 par due 3/2023),7.95% (Libor + 6.50%/Q),3/31/2017,21.0,,,20.4,,(2)(12),,
516,,,First lien senior secured loan ($8.6 par due 3/2023),7.95% (Libor + 6.50%/M),2/25/2020,8.6,,,8.3,,(2)(12),,
518,"WCI-HFG Holdings, LLC",Distributor of repair and replacement parts for commercial kitchen equipment,"Preferred units (1,400,000 units)",,10/20/2015,1.4,,,2.6,,(2),,
519,"XIFIN, Inc. and ACP Charger Co-Invest LLC (16)",Revenue cycle management provider to labs,First lien senior secured revolving loan ($1.5 par due 2/2026),6.75% (Libor + 5.75%/M),2/6/2020,1.5,,,1.4,,(2)(12),,
520,,,First lien senior secured loan ($21.8 par due 2/2026),6.82% (Libor + 5.75%/Q),2/6/2020,21.8,,,21.2,,(2)(12),,
521,,,"Common stock (180,000 shares)",,2/6/2020,1.8,,,1.8,,(2),,
524,,,,,,1356.5,,,1335.2,,,20.28%,
526,"Apex Clean Energy Holdings, LLC","Developer, builder and owner of utility-scale wind and solar power facilities",First lien senior secured loan ($81.4 par due 9/2022),8.20% (Libor + 6.75%/Q),9/24/2018,81.4,,,81.4,,(2)(12),,
527,,,First lien senior secured loan ($19.6 par due 9/2022),8.15% (Libor + 6.75%/Q),6/10/2019,19.6,,,19.6,,(2)(12),,
529,Beacon RNG LLC,Owner of natural gas facilities,"Class B units (35,000,000 units)",,3/11/2019,35.0,,,38.2,,,,
530,"CPV Maryland Holding Company II, LLC",Gas turbine power generation facilities operator,Senior subordinated loan ($59.9 par due 12/2020),13.00% PIK,8/8/2014,59.9,,,54.5,,(2),,
531,DGH Borrower LLC,"Developer, owner and operator of quick start, small-scale natural gas-fired power generation projects",First lien senior secured loan ($53.2 par due 6/2023),8.20% (Libor + 6.75%/Q),6/8/2018,53.2,,,50.0,,(2)(12),,
532,"Green Energy Partners, Stonewall LLC and Panda Stonewall Intermediate Holdings II LLC",Gas turbine power generation facilities operator,First lien senior secured loan ($14.5 par due 11/2021),6.95% (Libor + 5.50%/Q),11/13/2014,14.4,,,12.7,,(2)(12),,
533,,,Senior subordinated loan ($22.6 par due 12/2021),"7.00% Cash, 6.25% PIK",11/13/2014,22.6,,,20.1,,(2),,
534,,,Senior subordinated loan ($105.5 par due 12/2021),"7.00% Cash, 6.25% PIK",11/13/2014,105.5,,,93.9,,(2),,
536,"Heelstone Renewable Energy, LLC (5)","Provider of cloud based IT solutions, infrastructure and services","Preferred equity (2,700,000 shares)",,6/28/2019,18.5,,,18.5,,,,
537,Moxie Patriot LLC,Gas turbine power generation facilities operator,First lien senior secured loan ($32.1 par due 12/2020),7.20% (Libor + 5.75%/Q),12/19/2013,32.1,,,30.8,,(2)(12),,
538,Navisun LLC and Navisun Holdings LLC (5)(16),Owner and operater of commercial and industrial solar projects,First lien senior secured loan ($50.7 par due 11/2023),8.00% PIK,11/15/2017,50.7,,,50.7,,(2),,
539,,,First lien senior secured loan ($14.1 par due 11/2023),9.00% PIK,3/7/2019,14.1,,,14.1,,(2),,
540,,,First lien senior secured loan ($31.2 par due 11/2023),8.00% PIK,8/15/2019,31.2,,,31.2,,(2),,
541,,,"Series A preferred units (1,000 units)",10.50% PIK,11/15/2017,10.9,,,10.9,,(2),,
542,,,Class A units (550 units),,11/15/2017,0,,,0.4,,,,
544,Panda Liberty LLC (fka Moxie Liberty LLC),Gas turbine power generation facilities operator,First lien senior secured loan ($49.0 par due 8/2020),7.95% (Libor + 6.50%/Q),4/6/2018,48.4,,,47.0,,(2)(12),,
545,,,First lien senior secured loan ($33.5 par due 8/2020),7.95% (Libor + 6.50%/Q),8/21/2013,33.5,,,32.2,,(2)(12),,
547,"Panda Temple Power, LLC and T1 Power Holdings LLC (4)",Gas turbine power generation facilities operator,Second lien senior secured loan ($10.0 par due 2/2023),9.00% PIK (Libor + 8.00%/M),3/6/2015,10.0,,,9.8,,(2)(12),,
548,,,"Class A Common units (616,122 shares)",,3/6/2015,15.0,,,9.1,,(2),,
550,PERC Holdings 1 LLC,"Operator of recycled energy, combined heat and power, and energy efficiency facilities","Class B common units (21,653,543 units)",,10/20/2014,5.3,,,12.9,,(2),,
551,"PosiGen Backleverage, LLC and PosiGen, Inc. (16)",Seller and leaser of solar power systems for residential and commercial customers,First lien senior secured loan ($40.3 par due 1/2023),8.75% (Libor + 6.75%/Q),1/29/2020,40.0,,,39.1,,(2)(12),,
552,,,"Warrant to purchase up to 67,022 shares of common stock (expires 1/2027)",,1/29/2020,0,,,0,,(2),,
554,Riverview Power LLC,Operator of natural gas and oil fired power generation facilities,First lien senior secured loan ($80.3 par due 12/2022),9.45% (Libor + 8.00%/Q),12/29/2016,79.2,,,78.7,,(2)(12),,
556,"SE1 Generation, LLC",Solar power developer,Senior subordinated loan ($53.4 par due 12/2022),9.50% PIK,12/17/2019,53.4,,,52.3,,(2),,
557,"Sunrun Atlas Depositor 2019-2, LLC and Sunrun Atlas Holdings 2019-2, LLC",Residential solar energy provider,First lien senior secured loan ($0.1 par due 2/2055),3.61%,10/28/2019,0.1,,,0.1,,(2),,
558,,,Senior subordinated loan ($134.4 par due 11/2025),8.75% (Libor + 6.75%/Q),11/26/2019,134.4,,,127.7,,(2)(12),,
560,"Sunrun Xanadu Issuer 2019-1, LLC and Sunrun Xanadu Holdings 2019-1, LLC",Residential solar energy provider,First lien senior secured loan ($0.4 par due 6/2054),3.98%,6/7/2019,0.4,,,0.4,,(2),,
561,,,Senior subordinated loan ($65.4 par due 7/2030),8.75% (Libor + 6.75%/Q),6/27/2019,65.4,,,62.2,,(2)(12),,
563,,,,,,1034.2,,,998.5,,,15.17%,
565,"1A Smart Start, LLC (16)",Provider of ignition interlock devices,First lien senior secured revolving loan ($3.5 par due 8/2020),5.33% (Libor + 4.50%/M),2/8/2018,3.5,,,3.3,,(2)(15),,
566,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc. (5)",Restaurant owner and operator,First lien senior secured loan ($56.6 par due 12/2019),,11/27/2006,39.9,,,0,,(2)(11),,
567,,,First lien senior secured loan ($5.4 par due 12/2019),,12/22/2016,4.8,,,0,,(2)(11),,
568,,,Promissory note ($31.8 par due 12/2023),,11/27/2006,13.8,,,0,,(2),,
569,,,Warrant to purchase up to 0.95 units of Series D common stock (expires 12/2023),,12/18/2013,0,,,0,,(2),,
571,"Aimbridge Acquisition Co., Inc.",Hotel operator,Second lien senior secured loan ($22.5 par due 2/2027),9.08% (Libor + 7.50%/Q),2/1/2019,22.1,,,20.3,,(2),,
572,American Residential Services L.L.C.,"Heating, ventilation and air conditioning services provider",Second lien senior secured loan ($70.8 par due 12/2022),9.45% (Libor + 8.00%/Q),6/30/2014,70.6,,,70.8,,(2)(12),,
573,"Belfor Holdings, Inc. (16)",Disaster recovery services provider,First lien senior secured revolving loan ($3.6 par due 4/2024),6.08% (Base Rate + 2.75%/M),4/4/2019,3.5,,,3.4,,(2)(15),,
574,,,First lien senior secured revolving loan ($18.8 par due 4/2024),4.68% (Libor + 3.75%/M),4/4/2019,18.6,,,17.8,,(2)(15),,
576,"ChargePoint, Inc.",Developer and operator of electric vehicle charging stations,"Warrant to purchase up to 809,126 shares of Series E preferred stock (expires 12/2024)",,12/30/2014,0.3,,,3.0,,(2),,
577,"Cipriani USA, Inc.","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($3.0 par due 5/2023),"10.2% (Libor + 6.75% Cash, 2.00% PIK/Q)",11/5/2018,3.0,,,2.9,,(2)(12),,
578,,,First lien senior secured loan ($12.2 par due 5/2023),"10.2% (Libor + 6.75% Cash, 2.00% PIK/Q)",11/5/2018,12.2,,,11.5,,(2)(12),,
579,,,First lien senior secured loan ($15.0 par due 5/2023),"10.2% (Libor + 6.75% Cash, 2.00% PIK/Q)",7/3/2019,14.6,,,14.3,,(2)(12),,
580,,,First lien senior secured loan ($20.0 par due 5/2023),"10.2% (Libor + 6.75% Cash, 2.00% PIK/Q)",12/27/2019,17.6,,,19.0,,(2)(12),,
581,,,First lien senior secured loan ($68.2 par due 5/2023),"10.2% (Libor + 6.75% Cash, 2.00% PIK/Q)",5/30/2018,66.3,,,64.8,,(2)(12),,
583,,,First lien senior secured loan ($3.0 par due 5/2023),"10.2% (Libor + 6.75% Cash, 2.00% PIK/Q)",8/20/2018,3.0,,,2.9,,(2)(12),,
585,Concert Golf Partners Holdco LLC (16),Golf club owner and operator,First lien senior secured revolving loan ($0.2 par due 8/2025),5.95% (Libor + 4.50%/Q),8/20/2019,0.2,,,0.1,,(2)(12),,
586,,,First lien senior secured loan ($28.3 par due 8/2025),5.95% (Libor + 4.50%/Q),8/20/2019,28.3,,,27.5,,(2)(12),,
587,,,First lien senior secured loan ($1.2 par due 8/2025),6.26% (Libor + 4.50%/Q),8/20/2019,1.2,,,1.2,,(2)(12),,
589,CST Buyer Company (d/b/a Intoxalock) (16),Provider of ignition interlock devices,First lien senior secured revolving loan ($3.7 par due 10/2025),8.00% (Base Rate + 4.75%/Q),3/1/2017,3.7,,,3.6,,(2)(12),,
590,,,First lien senior secured loan ($32.3 par due 10/2025),6.82% (Libor + 5.75%/Q),3/1/2017,32.3,,,32.0,,(2)(12),,
592,FWR Holding Corporation (16),"Restaurant owner, operator, and franchisor",First lien senior secured revolving loan ($1.4 par due 8/2023),6.77% (Libor + 5.50%/Q),8/21/2017,1.4,,,1.3,,(2)(12)(15),,
593,,,First lien senior secured loan ($4.0 par due 8/2023),6.77% (Libor + 5.50%/Q),8/21/2017,4.0,,,3.8,,(2)(12),,
594,,,First lien senior secured loan ($0.5 par due 8/2023),6.77% (Libor + 5.50%/Q),8/21/2017,0.5,,,0.5,,(2)(12),,
595,,,First lien senior secured loan ($0.5 par due 8/2023),6.77% (Libor + 5.50%/Q),2/28/2019,0.5,,,0.5,,(2)(12),,
596,,,First lien senior secured loan ($0.8 par due 8/2023),6.77% (Libor + 5.50%/Q),2/28/2019,0.8,,,0.8,,(2)(12),,
597,,,First lien senior secured loan ($0.5 par due 8/2023),6.77% (Libor + 5.50%/Q),2/28/2019,0.5,,,0.5,,(2)(12),,
598,,,First lien senior secured loan ($0.7 par due 8/2023),6.77% (Libor + 5.50%/Q),2/28/2019,0.7,,,0.6,,(2)(12),,
599,,,First lien senior secured loan ($1.8 par due 8/2023),6.50% (Libor + 5.50%/M),12/20/2019,1.8,,,1.7,,(2)(12),,
601,Garden Fresh Restaurant Corp. and GFRC Holdings LLC (16),Restaurant owner and operator,First lien senior secured revolving loan ($2.8 par due 2/2022),,2/1/2017,2.7,,,1.5,,(2)(11)(15),,
602,,,First lien senior secured loan ($17.3 par due 2/2022),,2/1/2017,17.3,,,9.5,,(2)(11),,
604,"Jenny C Acquisition, Inc.",Health club franchisor,Senior subordinated loan ($1.2 par due 4/2025),8.00% PIK,4/5/2019,1.2,,,1.2,,(2),,
605,"Jim N Nicks Management, LLC (16)",Restaurant owner and operator,First lien senior secured revolving loan ($4.8 par due 7/2023),6.51% (Libor + 5.25%/Q),7/10/2017,4.8,,,4.4,,(2)(12),,
606,,,First lien senior secured loan ($13.8 par due 7/2023),8.70% (Libor + 7.25%/Q),7/10/2017,13.8,,,12.6,,(2)(12),,
607,,,First lien senior secured loan ($1.2 par due 7/2023),6.70% (Libor + 5.25%/Q),7/10/2017,1.2,,,1.0,,(2)(12),,
609,ME Equity LLC,Franchisor in the massage industry,"Common stock (3,000,000 shares)",,9/27/2012,3.0,,,5.4,,(2),,
610,Movati Athletic (Group) Inc. (16),Premier health club operator,First lien senior secured loan ($2.7 par due 10/2022),6.82% (CIBOR + 4.75%/Q),10/5/2017,3.0,,,2.5,,(2)(6)(12),,
611,,,First lien senior secured loan ($1.6 par due 10/2022),6.63% (CIBOR + 4.75%/Q),10/5/2017,1.7,,,1.5,,(2)(6)(12),,
613,"OTG Management, LLC (16)",Airport restaurant operator,First lien senior secured revolving loan ($10.0 par due 8/2021),8.85% (Libor + 7.00%/Q),8/26/2016,10.0,,,9.0,,(2)(12),,
615,,,First lien senior secured loan ($23.6 par due 8/2021),8.41% (Libor + 7.00%/Q),8/26/2016,23.6,,,21.3,,(2)(12),,
616,,,First lien senior secured loan ($97.8 par due 8/2021),8.84% (Libor + 7.00%/Q),8/26/2016,97.8,,,88.0,,(2)(12),,
617,,,First lien senior secured loan ($9.6 par due 8/2021),8.40% (Libor + 7.00%/Q),10/10/2018,9.6,,,8.6,,(2)(12),,
618,,,Senior subordinated loan ($33.9 par due 2/2022),13.00% PIK,8/26/2016,33.8,,,28.5,,(2),,
619,,,"Class A preferred units (3,000,000 units)",14.50% PIK,8/26/2016,38.3,,,38.8,,(2),,
620,,,"Common units (3,000,000 units)",,1/5/2011,3.0,,,0,,(2),,
621,,,Warrant to purchase up to 7.73% of common units,,6/19/2008,0.1,,,0.1,,(2),,
623,"Portillo's Holdings, LLC",Fast casual restaurant brand,Second lien senior secured loan ($34.0 par due 12/2024),10.95% (Libor + 9.50%/Q),11/27/2019,33.0,,,32.3,,(2)(12),,
624,"Pyramid Management Advisors, LLC and Pyramid Investors, LLC (16)",Hotel operator,First lien senior secured revolving loan ($9.4 par due 7/2023),6.50% (Libor + 5.50%/M),4/12/2018,9.4,,,9.1,,(2)(12)(15),,
625,,,First lien senior secured loan ($16.8 par due 7/2023),6.95% (Libor + 5.50%/Q),4/12/2018,16.8,,,16.1,,(2)(12),,
626,,,First lien senior secured loan ($1.4 par due 7/2023),6.95% (Libor + 5.50%/Q),4/12/2018,1.4,,,1.4,,(2)(12),,
627,,,First lien senior secured loan ($6.4 par due 7/2023),6.95% (Libor + 5.50%/Q),12/27/2019,6.4,,,6.1,,(2)(12),,
628,,,"Preferred membership units (996,833 units)",,7/15/2016,1.0,,,1.1,,(2),,
630,"Spectra Finance, LLC (16)",Venue management and food and beverage provider,First lien senior secured revolving loan ($23.5 par due 4/2023),5.00% (Libor + 4.00%/M),4/2/2018,23.5,,,21.8,,(2)(12)(15),,
631,,,First lien senior secured loan ($3.4 par due 4/2024),5.70% (Libor + 4.25%/Q),4/2/2018,3.4,,,3.2,,(2)(12),,
633,Spin HoldCo Inc.,Laundry service and equipment provider,First lien senior secured loan ($0.9 par due 11/2022),5.09% (Libor + 3.25%/B),3/26/2002,0.8,,,0.9,,(2)(12),,
634,,,Second lien senior secured loan ($154.2 par due 5/2023),9.11% (Libor + 7.50%/Q),5/14/2013,154.2,,,149.5,,(2)(12),,
636,"Sunshine Sub, LLC (16)",Premier health club operator,First lien senior secured revolving loan ($5.8 par due 5/2024),5.75% (Libor + 4.75%/M),5/25/2018,5.8,,,5.4,,(2)(12),,
637,"Taymax Group, L.P., Taymax Group G.P., LLC, PF Salem Canada ULC and TCP Fit Parent, L.P. (16)",Planet Fitness franchisee,First lien senior secured revolving loan ($1.2 par due 7/2024),8.50% (Base Rate + 5.25%/Q),7/31/2018,1.2,,,1.1,,(2)(12),,
638,,,First lien senior secured revolving loan ($0.4 par due 7/2024),7.32% (Libor + 6.25%/Q),7/31/2018,0.4,,,0.4,,(2)(12),,
639,,,First lien senior secured loan ($0.3 par due 7/2025),7.32% (Libor + 6.25%/Q),3/5/2020,0.3,,,0.3,,(2)(12),,
640,,,First lien senior secured loan ($0.5 par due 7/2025),3.57% (Libor + 2.50%/Q),3/5/2020,0.5,,,0.5,,(2)(12),,
641,,,"Class A units (37,020 units)",,7/31/2018,3.8,,,4.6,,,,
643,"The Alaska Club Partners, LLC, Athletic Club Partners LLC and The Alaska Club, Inc. (16)",Premier health club operator,First lien senior secured loan ($15.4 par due 12/2024),8.75% (Base Rate + 5.50%/Q),12/16/2019,15.4,,,14.5,,(2)(12),,
644,WASH Multifamily Acquisition Inc. and Coinamatic Canada Inc.,Laundry service and equipment provider,First lien senior secured loan ($1.2 par due 5/2022),4.25% (Libor + 3.25%/M),3/24/2020,0.9,,,1.1,,(2)(12),,
645,,,First lien senior secured loan ($0.1 par due 5/2022),4.25% (Libor + 3.25%/M),3/24/2020,0.1,,,0.1,,(2)(12),,
647,,,First lien senior secured loan ($106.7 par due 5/2022),6.41% (Libor + 4.75%/M),8/1/2019,106.7,,,103.5,,(2)(12),,
648,,,Second lien senior secured loan ($21.3 par due 5/2023),8.00% (Libor + 7.00%/M),5/14/2015,21.1,,,20.0,,(2)(12),,
649,,,Second lien senior secured loan ($3.7 par due 5/2023),8.00% (Libor + 7.00%/M),5/14/2015,3.7,,,3.5,,(2)(12),,
651,,,,,,1044.4,,,938.5,,,14.25%,
653,ACAS Equity Holdings Corporation (5),Investment company,Common stock (589 shares),,1/3/2017,0.4,,,0,,(6),,
654,Ares IIIR/IVR CLO Ltd.,Investment vehicle,Subordinated notes ($20.0 par due 4/2021),,1/3/2017,0,,,0.1,,(6),,
655,"Blue Wolf Capital Fund II, L.P. (4)",Investment partnership,Limited partnership interest (8.50% interest),,1/3/2017,1.6,,,2.7,,(6)(19),,
656,Carlyle Global Market Strategies CLO 2015-3,Investment vehicle,Subordinated notes ($24.6 par due 7/2028),19.30%,1/3/2017,12.5,,,5.2,,(6),,
657,CoLTs 2005-1 Ltd. (5),Investment vehicle,Preferred shares (360 shares),,1/3/2017,0,,,0,,(6),,
658,CoLTs 2005-2 Ltd. (5),Investment vehicle,"Preferred shares (34,170,000 shares)",,1/3/2017,0,,,0,,(6),,
659,CREST Exeter Street Solar 2004-1,Investment vehicle,"Preferred shares (3,500,000 shares)",,1/3/2017,0,,,0,,(6),,
660,European Capital UK SME Debt LP (4)(17),Investment partnership,Limited partnership interest (45% interest),,1/3/2017,40.3,,,35.8,,(6),,
661,"HCI Equity, LLC (5)",Investment company,Member interest (100.00% interest),,4/1/2010,0,,,0.1,,(6)(19),,
662,OHA Credit Partners XI,Investment vehicle,Subordinated notes ($17.8 par due 1/2032),26.40%,1/3/2017,12.5,,,10.6,,(6),,
663,"Partnership Capital Growth Investors III, L.P. (17)",Investment partnership,Limited partnership interest (2.50% interest),,10/5/2011,2.4,,,5.4,,(2)(6)(19),,
664,"PCG-Ares Sidecar Investment II, L.P. (4)(17)",Investment partnership,Limited partnership interest (100.00% interest),,10/31/2014,6.8,,,11.7,,(2)(6),,
665,"PCG-Ares Sidecar Investment, L.P. (4)(17)",Investment partnership,Limited partnership interest (100.00% interest),,5/22/2014,4.8,,,0.4,,(2)(6),,
666,"Piper Jaffray Merchant Banking Fund I, L.P. (17)",Investment partnership,Limited partnership interest (2.00% interest),,8/16/2012,1.1,,,1.3,,(6)(19),,
667,"Senior Direct Lending Program, LLC (5)(18)",Co-investment vehicle,Subordinated certificates ($923.1 par due 12/2036),9.45% (Libor + 8.00%/Q)(13),7/27/2016,923.1,,,830.8,,(6),,
668,,,Member interest (87.50% interest),,7/27/2016,0,,,0,,(6),,
670,Voya CLO 2014-4 Ltd.,Investment vehicle,Subordinated notes ($26.7 par due 7/2031),21.30%,1/3/2017,13.0,,,5.7,,(6),,
671,VSC Investors LLC,Investment company,Membership interest (1.95% interest),,1/24/2008,0.3,,,0.9,,(2)(6)(19),,
672,,,,,,1018.8,,,910.7,,,13.83%,
674,"AI Aqua Merger Sub, Inc.",End to end provider of water solutions to a wide range of customer bases,First lien senior secured loan ($9.8 par due 12/2023),6.25% (Libor + 5.25%/Q),3/30/2020,9.8,,,8.8,,(2)(12),,
675,"Badger Sportswear Acquisition, Inc.",Provider of team uniforms and athletic wear,Second lien senior secured loan ($56.8 par due 3/2024),10.82% (Libor + 9.75%/Q),9/6/2016,56.7,,,52.3,,(2)(12),,
676,"Bowhunter Holdings, LLC",Provider of branded archery and bowhunting accessories,Common units (421 units),,4/24/2014,4.2,,,0,,(2),,
