,Company(1),Business Description,Investment,Interest(3)(7),Acquisition  Date,Amortized  Cost,,Fair  Value,,Percentage  of Net  Assets,,,
460,,,First lien senior secured loan ($1.7 par due 12/2023),9.25% (Libor + 8.00%/M),12/21/2018,1.7,,,1.7,,(2)(11),,
461,,,First lien senior secured loan ($1.1 par due 12/2023),9.25% (Libor + 8.00%/M),12/21/2018,1.1,,,1.1,,(2)(11),,
462,,,First lien senior secured loan ($3.0 par due 7/2021),"9.25% (Libor + 3.50% Cash, 4.50% PIK/Q)",4/16/2020,3.0,,,3.0,,(2)(11),,
463,,,First lien senior secured loan ($14.5 par due 12/2023),9.25% (Libor + 8.00%/M),11/24/2020,14.5,,,14.5,,(2)(11),,
465,"SSE Buyer, Inc., Supply Source Enterprises, Inc., Impact Products LLC, The Safety Zone, LLC and SSE Parent, LP (15)","Manufacturer and distributor of personal protection equipment, commercial cleaning, maintenance and safety products",First lien senior secured loan ($22.0 par due 6/2026),10.22% (Libor + 9.22%/Q),6/30/2020,22.0,,,22.0,,(2)(11),,
466,,,"Limited partnership class A-1 units (2,173 units)",,6/30/2020,1.1,,,1.7,,(2),,
467,,,"Limited partnership class A-2 units (2,173 units)",,6/30/2020,1.1,,,1.7,,(2),,
469,"Startec Equity, LLC (5)",Communication services,Member interest,,4/1/2020,0,,,0,,,,
470,"TDG Group Holding Company and TDG Co-Invest, LP (15)",Operator of multiple franchise concepts primarily related to home maintenance or repairs,First lien senior secured revolving loan ($0.1 par due 5/2024),5.40% (Libor + 5.25%/M),5/31/2018,0.1,,,0.1,,(2)(14),,
471,,,"Preferred units (2,871,000 units)",,5/31/2018,2.9,,,3.5,,(2),,
472,,,"Common units (29,000 units)",,5/31/2018,0,,,2.1,,(2),,
474,Tyden Group Holding Corp.,"Producer and marketer of global cargo security, product identification and traceability products and utility meter products","Preferred stock (46,276 shares)",,1/3/2017,0.4,,,0.4,,(6),,
475,,,"Common stock (5,521,203 shares)",,1/3/2017,2.0,,,1.1,,(6),,
477,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,First lien senior secured loan ($16.8 par due 8/2022),"8.50% (Libor + 5.75% Cash, 1.25% PIK/M)",8/31/2017,16.7,,,16.6,,(2)(11),,
478,,,First lien senior secured loan ($15.7 par due 8/2022),"8.50% (Libor + 5.75% Cash, 1.25% PIK/Q)",8/31/2017,15.7,,,15.5,,(2)(11),,
479,,,Senior subordinated loan ($75.6 par due 9/2024),16.00% PIK,8/31/2017,73.4,,,74.0,,(2),,
480,,,"Warrant to purchase up to 3,094,492 shares of common stock (expires 8/2027)",,8/31/2017,0,,,0,,(2),,
481,,,"Warrant to purchase up to 2,838,079 shares of preferred stock (expires 8/2027)",,8/31/2017,3.9,,,2.6,,(2),,
483,"VLS Recovery Services, LLC (15)",Provider of commercial and industrial waste processing and disposal services,First lien senior secured revolving loan,,10/17/2017,0,,,0,,(13),,
484,"VRC Companies, LLC (15)",Provider of records and information management services,First lien senior secured loan ($26.4 par due 3/2023),7.50% (Libor + 6.50%/Q),3/31/2017,26.4,,,26.4,,(2)(11),,
485,"WCI-HFG Holdings, LLC",Distributor of repair and replacement parts for commercial kitchen equipment,"Preferred units (1,400,000 units)",,10/20/2015,1.4,,,1.7,,(2),,
486,"XIFIN, Inc. and ACP Charger Co-Invest LLC (15)",Revenue cycle management provider to labs,First lien senior secured loan ($2.1 par due 2/2026),6.25% (Libor + 5.25%/Q),2/6/2020,2.1,,,2.1,,(2)(11),,
488,,,"Common stock (180,000 shares)",,2/6/2020,1.8,,,2.6,,(2),,
490,,,,,,1250.6,,,1239.7,,,17.27%,
492,ACAS Equity Holdings Corporation (5),Investment company,Common stock (589 shares),,1/3/2017,0.4,,,0,,(6),,
493,Ares IIIR/IVR CLO Ltd.,Investment vehicle,Subordinated notes ($20.0 par due 4/2021),,1/3/2017,0,,,0,,(6),,
494,"Blue Wolf Capital Fund II, L.P. (4)",Investment partnership,Limited partnership interest (8.50% interest),,1/3/2017,0,,,0.2,,(6)(18),,
495,CoLTs 2005-1 Ltd. (5),Investment vehicle,Preferred shares (360 shares),,1/3/2017,0,,,0,,(6),,
496,CoLTs 2005-2 Ltd. (5),Investment vehicle,"Preferred shares (34,170,000 shares)",,1/3/2017,0,,,0,,(6),,
497,CREST Exeter Street Solar 2004-1,Investment vehicle,"Preferred shares (3,500,000 shares)",,1/3/2017,0,,,0,,(6),,
498,European Capital UK SME Debt LP (4),Investment partnership,Limited partnership interest (45% interest),,1/3/2017,26.6,,,29.7,,(6)(16),,
499,"HCI Equity, LLC (5)",Investment company,Member interest (100.00% interest),,4/1/2010,0,,,0.1,,(6)(18),,
500,"Partnership Capital Growth Investors III, L.P.",Investment partnership,Limited partnership interest (2.50% interest),,10/5/2011,2.8,,,3.4,,(6)(18),,
501,"PCG-Ares Sidecar Investment II, L.P. (4)",Investment partnership,Limited partnership interest (100.00% interest),,10/31/2014,6.9,,,10.2,,(2)(6)(16),,
502,"PCG-Ares Sidecar Investment, L.P. (4)",Investment partnership,Limited partnership interest (100.00% interest),,5/22/2014,4.8,,,0.4,,(6)(16),,
503,"Piper Jaffray Merchant Banking Fund I, L.P.",Investment partnership,Limited partnership interest (2.00% interest),,8/16/2012,1.1,,,1.3,,(6)(18),,
504,"Senior Direct Lending Program, LLC (5)(17)",Co-investment vehicle,Subordinated certificates ($1122.9 par due 12/2036),8.24% (Libor + 8.00%/Q)(12),7/27/2016,1122.9,,,1122.9,,(6),,
505,,,Member interest (87.50% interest),,7/27/2016,0,,,0,,(6),,
507,VSC Investors LLC,Investment company,Membership interest (1.95% interest),,1/24/2008,0.3,,,0.5,,(2)(6)(18),,
508,,,,,,1165.8,,,1168.7,,,16.29%,
510,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc. (5)",Restaurant owner and operator,First lien senior secured loan ($56.6 par due 12/2019),,11/27/2006,39.9,,,0,,(2)(10),,
511,,,First lien senior secured loan ($6.6 par due 12/2019),,12/22/2016,4.8,,,0,,(2)(10),,
512,,,Promissory note ($31.8 par due 12/2023),,11/27/2006,13.8,,,0,,(2),,
513,,,Warrant to purchase up to 0.95 units of Series D common stock (expires 12/2023),,12/18/2013,0,,,0,,(2),,
515,"Aimbridge Acquisition Co., Inc.",Hotel operator,Second lien senior secured loan ($22.5 par due 2/2027),7.65% (Libor + 7.50%/M),2/1/2019,22.2,,,20.0,,(2),,
516,American Residential Services L.L.C. and Aragorn Parent Holdings LP (15),"Heating, ventilation and air conditioning services provider",First lien senior secured revolving loan ($0.5 par due 10/2025),3.65% (Libor + 3.50%/M),10/15/2020,0.5,,,0.5,,(2)(14),,
517,,,Second lien senior secured loan ($56.4 par due 10/2028),9.50% (Libor + 8.50%/Q),10/15/2020,56.4,,,55.8,,(2)(11),,
518,,,"Series A preferred units (2,531,500 units)",10.00% PIK,10/15/2020,2.6,,,2.5,,(2),,
520,"ATI Restoration, LLC (15)",Provider of disaster recovery services,First lien senior secured revolving loan,,7/31/2020,0,,,0,,(13),,
521,,,First lien senior secured loan ($33.7 par due 7/2026),6.50% (Libor + 5.50%/Q),7/31/2020,33.7,,,33.3,,(11),,
523,"ChargePoint, Inc.",Developer and operator of electric vehicle charging stations,"Warrant to purchase up to 809,126 shares of Series E preferred stock (expires 12/2024)",,12/30/2014,0.3,,,3.0,,(2),,
525,"Cipriani USA, Inc. (15)","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($12.6 par due 5/2023),11.75% (Libor + 10.75%/M),12/22/2020,12.6,,,11.1,,(2)(11),,
526,,,First lien senior secured loan ($68.2 par due 5/2023),11.75% (Libor + 10.75%/M),5/30/2018,66.8,,,60.0,,(2)(11),,
527,,,First lien senior secured loan ($12.2 par due 5/2023),11.75% (Libor + 10.75%/M),11/5/2018,12.2,,,10.7,,(2)(11),,
528,,,First lien senior secured loan ($15.0 par due 5/2023),11.75% (Libor + 10.75%/M),7/3/2019,14.7,,,13.2,,(2)(11),,
529,,,First lien senior secured loan ($20.0 par due 5/2023),11.75% (Libor + 10.75%/M),12/27/2019,18.2,,,17.6,,(2)(11),,
530,,,First lien senior secured loan ($3.0 par due 5/2023),11.75% (Libor + 10.75%/M),8/20/2018,3.0,,,2.7,,(2)(11),,
531,,,First lien senior secured loan ($3.0 par due 5/2023),11.75% (Libor + 10.75%/M),11/5/2018,3.0,,,2.7,,(2)(11),,
532,,,First lien senior secured loan ($4.9 par due 5/2023),11.75% (Libor + 10.75%/M),6/30/2020,4.9,,,4.3,,(2)(11),,
534,Concert Golf Partners Holdco LLC (15),Golf club owner and operator,First lien senior secured loan ($18.2 par due 8/2025),5.50% (Libor + 4.50%/Q),8/20/2019,18.2,,,18.2,,(2)(11),,
535,,,First lien senior secured loan ($2.2 par due 8/2025),5.50% (Libor + 4.50%/Q),8/20/2019,2.2,,,2.2,,(2)(11),,
537,Essential Services Holding Corporation and OMERS Mahomes Investment Holdings LLC (15),Provider of plumbing and HVAC services,First lien senior secured revolving loan,,11/16/2020,0,,,0,,(13),,
538,,,First lien senior secured loan ($115.8 par due 11/2026),6.75% (Libor + 5.75%/Q),11/16/2020,115.8,,,114.6,,(2)(11),,
539,,,First lien senior secured loan ($33.0 par due 11/2026),6.75% (Libor + 5.75%/Q),11/16/2020,33.0,,,32.7,,(2)(11),,
540,,,"Class A units (5,803.43 units)",,11/16/2020,19.6,,,19.6,,(2),,
542,FWR Holding Corporation (15),"Restaurant owner, operator, and franchisor",First lien senior secured revolving loan,,8/21/2017,0,,,0,,(13),,
543,,,First lien senior secured loan ($4.0 par due 8/2023),"8.00% (Libor + 5.50% Cash, 1.50% PIK/Q)",8/21/2017,4.0,,,3.7,,(2)(11),,
544,,,First lien senior secured loan ($0.5 par due 8/2023),"8.00% (Libor + 5.50% Cash, 1.50% PIK/Q)",8/21/2017,0.5,,,0.5,,(2)(11),,
545,,,First lien senior secured loan ($0.5 par due 8/2023),"8.00% (Libor + 5.50% Cash, 1.50% PIK/Q)",2/28/2019,0.5,,,0.5,,(2)(11),,
546,,,First lien senior secured loan ($0.8 par due 8/2023),"8.00% (Libor + 5.50% Cash, 1.50% PIK/Q)",2/28/2019,0.8,,,0.8,,(2)(11),,
547,,,First lien senior secured loan ($0.5 par due 8/2023),"8.00% (Libor + 5.50% Cash, 1.50% PIK/Q)",2/28/2019,0.5,,,0.5,,(2)(11),,
548,,,First lien senior secured loan ($0.7 par due 8/2023),"8.00% (Libor + 5.50% Cash, 1.50% PIK/Q)",2/28/2019,0.7,,,0.6,,(2)(11),,
549,,,First lien senior secured loan ($1.8 par due 8/2023),"8.00% (Libor + 5.50% Cash, 1.50% PIK/Q)",12/20/2019,1.8,,,1.7,,(2)(11),,
551,Garden Fresh Restaurant Corp. and GFRC Holdings LLC (15),Restaurant owner and operator,First lien senior secured revolving loan ($6.9 par due 2/2022),,2/1/2017,6.3,,,0,,(2)(10),,
552,,,First lien senior secured loan ($19.6 par due 2/2022),,2/1/2017,17.9,,,0,,(2)(10),,
554,"Jenny C Acquisition, Inc.",Health club franchisor,Senior subordinated loan ($1.3 par due 4/2025),8.00% PIK,4/5/2019,1.3,,,1.3,,(2),,
555,"Jim N Nicks Management, LLC (15)",Restaurant owner and operator,First lien senior secured revolving loan ($4.9 par due 7/2023),6.25% (Libor + 5.25%/Q),7/10/2017,4.9,,,4.4,,(2)(11),,
556,,,First lien senior secured loan ($13.7 par due 7/2023),6.25% (Libor + 5.25%/Q),7/10/2017,13.7,,,12.5,,(2)(11),,
557,,,First lien senior secured loan ($1.1 par due 7/2023),6.25% (Libor + 5.25%/Q),7/10/2017,1.1,,,1.0,,(2)(11),,
560,ME Equity LLC,Franchisor in the massage industry,"Common stock (3,000,000 shares)",,9/27/2012,3.0,,,2.2,,(2),,
561,Movati Athletic (Group) Inc. (15),Premier health club operator,First lien senior secured loan ($2.9 par due 10/2022),"7.50% (CDOR + 5.50% Cash, 0.50% PIK/Q)",10/5/2017,3.0,,,2.7,,(2)(6)(11),,
562,,,First lien senior secured loan ($2.1 par due 10/2022),"7.50% (CDOR + 5.50% Cash, 0.50% PIK/Q)",10/5/2017,2.0,,,1.9,,(2)(6)(11),,
564,"OTG Management, LLC (15)",Airport restaurant operator,First lien senior secured revolving loan ($10.1 par due 8/2021),"10.00% (Libor + 7.00% Cash, 2.00% PIK/Q)",8/26/2016,10.1,,,8.7,,(2)(11),,
565,,,First lien senior secured loan ($5.4 par due 8/2021),"10.00% (Libor + 7.00% Cash, 2.00% PIK/Q)",10/7/2020,5.4,,,4.6,,(2)(11),,
566,,,First lien senior secured loan ($23.8 par due 8/2021),"10.00% (Libor + 7.00% Cash, 2.00% PIK/Q)",8/26/2016,23.8,,,20.5,,(2)(11),,
567,,,First lien senior secured loan ($98.5 par due 8/2021),"10.00% (Libor + 7.00% Cash, 2.00% PIK/Q)",8/26/2016,98.5,,,84.7,,(2)(11),,
568,,,First lien senior secured loan ($9.7 par due 8/2021),"10.00% (Libor + 7.00% Cash, 2.00% PIK/Q)",10/10/2018,9.7,,,8.3,,(2)(11),,
569,,,First lien senior secured loan ($16.1 par due 8/2021),"10.00% (Libor + 7.00% Cash, 2.00% PIK/Q)",10/7/2020,16.1,,,13.8,,(2)(11),,
570,,,Senior subordinated loan ($38.6 par due 2/2022),,8/26/2016,36.1,,,29.0,,(2)(10),,
571,,,"Class A preferred units (3,000,000 units)",,8/26/2016,38.3,,,0,,,,
572,,,"Common units (3,000,000 units)",,1/5/2011,3.0,,,0,,,,
573,,,Warrant to purchase up to 7.73% of common units,,6/19/2008,0.1,,,0,,,,
575,"Portillo's Holdings, LLC",Fast casual restaurant brand,Second lien senior secured loan ($34.0 par due 12/2024),10.75% (Libor + 9.50%/Q),11/27/2019,33.2,,,34.0,,(2)(11),,
576,"Pyramid Management Advisors, LLC and Pyramid Investors, LLC (15)",Hotel operator,First lien senior secured revolving loan ($9.5 par due 7/2023),"8.00% (Libor + 5.75% Cash, 1.25% PIK/Q)",4/12/2018,9.5,,,8.5,,(2)(11)(14),,
577,,,First lien senior secured loan ($16.8 par due 7/2023),"8.00% (Libor + 5.75% Cash, 1.25% PIK/Q)",4/12/2018,16.8,,,15.1,,(2)(11),,
578,,,First lien senior secured loan ($1.4 par due 7/2023),"8.00% (Libor + 5.75% Cash, 1.25% PIK/Q)",4/12/2018,1.4,,,1.3,,(2)(11),,
579,,,First lien senior secured loan ($6.3 par due 7/2023),"8.00% (Libor + 5.75% Cash, 1.25% PIK/Q)",12/27/2019,6.3,,,5.7,,(2)(11),,
580,,,"Preferred membership units (996,833 units)",,7/15/2016,1.0,,,0.3,,,,
582,"Redwood Services, LLC and Redwood Services Holdco, LLC (15)",Provider of residential HVAC and plumbing services,First lien senior secured loan ($5.4 par due 12/2025),8.00% (Libor + 7.00%/Q),12/31/2020,5.4,,,5.3,,(2)(11),,
583,,,"Series D units (5,291,723 units)",8.00% PIK,12/31/2020,5.3,,,5.3,,,,
585,"Safe Home Security, Inc., Security Systems Inc., Safe Home Monitoring, Inc., National Protective Services, Inc., Bright Integrations LLC and Medguard Alert, Inc. (15)",Provider of safety systems for business and residential customers,First lien senior secured loan ($45.3 par due 8/2024),8.25% (Libor + 7.25%/M),8/4/2020,45.3,,,44.8,,(2)(11),,
586,SERV 2020-1,Provider of restoration and cleaning services to commercial and residential customers,First lien senior secured loan ($0.0 par due 1/2051),3.34%,12/9/2020,0,,,0,,(2),,
587,"Spectra Finance, LLC (15)",Venue management and food and beverage provider,First lien senior secured revolving loan ($15.2 par due 4/2023),"6.75% (Libor + 5.00% Cash, 0.75% PIK/M)",4/2/2018,15.2,,,14.0,,(2)(11)(14),,
588,,,First lien senior secured loan ($3.2 par due 4/2024),"6.75% (Libor + 5.00% Cash, 0.75% PIK/Q)",4/2/2018,3.2,,,2.9,,(2)(11),,
591,Spin HoldCo Inc. and Airvending Limited,Laundry service and equipment provider,First lien senior secured loan ($15.6 par due 11/2022),7.00% (Libor + 6.00%/Q),5/15/2020,15.6,,,15.6,,(6)(11),,
592,,,First lien senior secured loan ($11.0 par due 11/2022),7.00% (Libor + 6.00%/Q),5/15/2020,11.0,,,11.0,,(2)(11),,
593,,,Second lien senior secured loan ($154.2 par due 5/2023),8.50% (Libor + 7.50%/Q),5/14/2013,154.2,,,152.6,,(2)(11),,
595,"Taymax Group, L.P., Taymax Group G.P., LLC, PF Salem Canada ULC and TCP Fit Parent, L.P. (15)",Planet Fitness franchisee,First lien senior secured revolving loan ($1.3 par due 7/2024),5.75% (Libor + 4.75%/Q),7/31/2018,1.3,,,1.2,,(2)(11),,
596,,,First lien senior secured loan ($0.3 par due 7/2025),5.75% (Libor + 4.75%/Q),3/5/2020,0.3,,,0.3,,(2)(11),,
597,,,First lien senior secured loan ($0.6 par due 7/2025),5.75% (Libor + 4.75%/Q),3/5/2020,0.6,,,0.6,,(2)(11),,
598,,,"Class A units (37,020 units)",,7/31/2018,3.8,,,0.8,,,,
600,"The Alaska Club Partners, LLC, Athletic Club Partners LLC and The Alaska Club, Inc. (15)",Premier health club operator,First lien senior secured loan ($15.4 par due 12/2024),"10.25% (Libor + 5.00% Cash, 2.00% PIK/Q)",12/16/2019,15.4,,,13.8,,(2)(11),,
601,WASH Multifamily Acquisition Inc. and Coinamatic Canada Inc.,Laundry service and equipment provider,First lien senior secured loan ($110.5 par due 5/2022),5.75% (Libor + 4.75%/M),8/1/2019,110.5,,,110.5,,(2)(11),,
602,,,Second lien senior secured loan ($22.0 par due 5/2023),8.00% (Libor + 7.00%/M),5/14/2015,21.7,,,21.5,,(2)(11),,
603,,,Second lien senior secured loan ($3.8 par due 5/2023),8.00% (Libor + 7.00%/M),5/14/2015,3.8,,,3.8,,(2)(11),,
605,,,,,,1282.3,,,1097.5,,,15.29%,
607,"Badger Sportswear Acquisition, Inc.",Provider of team uniforms and athletic wear,Second lien senior secured loan ($56.8 par due 3/2024),11.00% (Libor + 9.75%/Q),9/6/2016,56.8,,,50.0,,(2)(11),,
608,"Bowhunter Holdings, LLC",Provider of branded archery and bowhunting accessories,Common units (421 units),,4/24/2014,4.2,,,0,,,,
609,Centric Brands LLC (15),"Designer, marketer and distributor of licensed and owned apparel",First lien senior secured revolving loan ($3.0 par due 10/2024),6.50% (Libor + 5.50%/Q),5/20/2020,3.0,,,3.0,,(2)(11),,
610,,,First lien senior secured loan ($60.2 par due 10/2025),11.00% (Libor + 10.00% PIK/Q),10/29/2018,60.2,,,54.1,,(2)(11),,
611,,,"Membership interests (273,609 units)",,10/29/2018,2.9,,,3.1,,(2),,
613,"DRS Holdings III, Inc. and DRS Holdings I, Inc. (15)",Footwear and orthopedic foot-care brand,First lien senior secured loan ($30.1 par due 11/2025),6.75% (Libor + 5.75%/Q),11/1/2019,30.1,,,29.5,,(2)(11),,
614,,,"Common stock (8,549 shares)",,11/1/2019,8.5,,,4.9,,(2),,
616,GSM Acquisition Corp. (15),Manufacturer of outdoor products,First lien senior secured loan ($1.8 par due 11/2026),6.00% (Libor + 5.00%/Q),11/16/2020,1.8,,,1.8,,(2)(11),,
617,,,First lien senior secured loan ($26.0 par due 11/2026),6.00% (Libor + 5.00%/Q),11/16/2020,26.0,,,25.6,,(2)(11),,
619,"Implus Footcare, LLC",Provider of footwear and other accessories,First lien senior secured loan ($104.4 par due 4/2024),"8.75% (Libor + 2.50% Cash, 5.25% PIK/Q)",6/1/2017,104.4,,,89.8,,(2)(11),,
620,,,First lien senior secured loan ($14.3 par due 4/2024),"8.75% (Libor + 2.50% Cash, 5.25% PIK/Q)",6/1/2017,14.3,,,12.3,,(2)(11),,
621,,,First lien senior secured loan ($1.3 par due 4/2024),"8.75% (Libor + 2.50% Cash, 5.25% PIK/Q)",6/30/2016,1.3,,,1.1,,(2)(11),,
622,,,First lien senior secured loan ($5.1 par due 4/2024),"8.75% (Libor + 2.50% Cash, 5.25% PIK/Q)",7/17/2018,5.1,,,4.4,,(2)(11),,
624,"Pelican Products, Inc.",Flashlights manufacturer,Second lien senior secured loan ($27.3 par due 5/2026),8.75% (Libor + 7.75%/Q),5/14/2018,27.2,,,27.1,,(2)(11),,
625,"Rawlings Sporting Goods Company, Inc. and Easton Diamond Sports, LLC",Sports equipment manufacturing company,First lien senior secured loan ($93.6 par due 12/2026),8.50% (Libor + 7.50%/M),12/31/2020,93.6,,,92.7,,(2)(11),,
627,"Reef Lifestyle, LLC (15)",Apparel retailer,First lien senior secured revolving loan ($8.3 par due 10/2024),"11.00% (Libor + 5.75% Cash, 4.25% PIK/M)",10/26/2018,8.3,,,6.8,,(2)(11)(14),,
628,,,First lien senior secured loan ($25.8 par due 10/2024),"11.00% (Libor + 5.75% Cash, 4.25% PIK/Q)",10/26/2018,25.8,,,21.1,,(2)(11),,
629,,,First lien senior secured loan ($0.4 par due 10/2024),"11.00% (Libor + 5.75% Cash, 4.25% PIK/Q)",7/31/2020,0.4,,,0.3,,(2)(11),,
630,,,First lien senior secured loan ($0.3 par due 10/2024),"11.00% (Libor + 5.75% Cash, 4.25% PIK/M)",7/31/2020,0.3,,,0.3,,(2)(11),,
632,"S Toys Holdings LLC (fka The Step2 Company, LLC) (5)",Toy manufacturer,"Class B common units (126,278,000 units)",,10/30/2014,0,,,0.3,,,,
633,,,"Common units (1,116,879 units)",,4/1/2011,0,,,0,,,,
634,,,"Warrant to purchase up to 3,157,895 units",,4/1/2010,0,,,0,,,,
636,SHO Holding I Corporation,Manufacturer and distributor of slip resistant footwear,Second lien senior secured loan ($105.1 par due 10/2024),10.29% PIK (Libor + 9.29%/Q),10/27/2015,104.1,,,83.0,,(2)(11),,
637,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(15)","Developer, marketer and distributor of sports protection equipment and accessories",First lien senior secured revolving loan ($1.6 par due 5/2024),7.00% (Base Rate + 3.75%/M),5/21/2019,1.6,,,1.5,,(2)(11)(14),,
638,,,First lien senior secured loan ($19.4 par due 5/2024),5.75% (Libor + 4.75%/Q),5/21/2019,19.3,,,18.0,,(2)(11),,
639,,,"Class A preferred units (50,000 units)",,3/14/2014,5.0,,,0,,(2),,
640,,,"Class C preferred units (50,000 units)",,4/22/2015,5.0,,,0,,(2),,
641,,,"Preferred units (14,591 units)",,5/14/2019,1.6,,,0,,(2),,
643,"Singer Sewing Company, SVP-Singer Holdings, LLC and SVP-Singer Holdings LP (5)(15)",Manufacturer of consumer sewing machines,First lien senior secured revolving loan,,7/26/2017,0,,,0,,(13),,
644,,,First lien senior secured loan ($234.2 par due 2/2026),10.00% (Libor + 9.00%/Q),11/12/2020,222.5,,,234.2,,(2)(11),,
645,,,"Class A common units (6,264,706 units)",,7/26/2017,0,,,74.1,,(2),,
647,"Totes Isotoner Corporation and Totes Ultimate Holdco, Inc. (4)","Designer, marketer, and distributor of rain and cold weather products",First lien senior secured loan ($2.2 par due 12/2024),7.00% (Libor + 6.00%/Q),12/23/2019,2.2,,,1.9,,(2)(11),,
648,,,First lien senior secured loan ($1.6 par due 6/2024),5.00% (Libor + 4.00%/Q),12/23/2019,1.6,,,1.6,,(2)(11),,
649,,,"Common stock (861,000 shares)",,12/23/2019,6.0,,,2.0,,(2),,
651,"Varsity Brands Holding Co., Inc. and BCPE Hercules Holdings, LP","Leading manufacturer and distributor of textiles, apparel & luxury goods",Second lien senior secured loan ($21.1 par due 12/2025),9.25% (Libor + 8.25%/M),7/30/2018,21.1,,,19.0,,(2)(11),,
652,,,Second lien senior secured loan ($122.7 par due 12/2025),9.25% (Libor + 8.25%/M),12/15/2017,122.7,,,110.5,,(2)(11),,
653,,,"Class A units (1,400 units)",,7/30/2018,1.4,,,0.5,,(2),,
655,,,,,,988.3,,,974.5,,,13.58%,
657,"Commercial Credit Group, Inc.",Commercial equipment finance and leasing company,Senior subordinated loan ($8.5 par due 8/2022),11.00% (Libor + 9.75%/M),5/10/2012,8.5,,,8.5,,(2)(11),,
658,DFC Global Facility Borrower III LLC (15),Non-bank provider of alternative financial services,First lien senior secured revolving loan ($114.4 par due 9/2024),11.75% (Libor + 10.75%/M),8/9/2019,114.4,,,114.4,,(2)(6)(11),,
659,eCapital Finance Corp.,Consolidator of commercial finance businesses,Senior subordinated loan ($36.5 par due 1/2025),10.00% (Libor + 8.50%/M),1/31/2020,36.5,,,36.5,,(2)(11),,
660,,,Senior subordinated loan ($43.0 par due 1/2025),10.00% (Libor + 8.50%/M),1/31/2020,43.0,,,43.0,,(2)(11),,
661,,,Senior subordinated loan ($7.7 par due 1/2025),10.00% (Libor + 8.50%/Q),11/24/2020,7.7,,,7.7,,(2)(11),,
664,"EP Wealth Advisors, LLC (15)",Wealth management and financial planning firm,First lien senior secured loan ($0.1 par due 9/2026),6.25% (Libor + 5.25%/Q),9/4/2020,0.1,,,0.1,,(2)(11),,
665,"Ivy Hill Asset Management, L.P. (5)",Asset management services,Senior subordinated loan ($72.0 par due 5/2023),7.25% (Libor + 6.50%/Q),2/8/2018,72.0,,,72.0,,(6)(11),,
666,,,Member interest (100.00% interest),,6/15/2009,469.0,,,556.5,,(6),,
668,"Javlin Three LLC, Javlin Four LLC, and Javlin Five LLC",Asset-backed financial services company,First lien senior secured loan ($16.0 par due 6/2017),,6/24/2014,12.9,,,0.8,,(2)(6)(10),,
669,Joyce Lane Capital LLC and Joyce Lane Financing SPV LLC (fka Ciena Capital LLC) (5)(15),Specialty finance company,First lien senior secured loan ($0.6 par due 12/2022),4.25% (Libor + 4.00%/Q),12/27/2018,0.6,,,0.6,,(2)(6),,
670,,,Equity interests,,11/29/2010,0,,,0,,(2)(6),,
672,LS DE LLC and LM LSQ Investors LLC,Asset based lender,Senior subordinated loan ($37.0 par due 6/2021),10.50%,6/25/2015,37.0,,,36.6,,(2)(6),,
673,,,Senior subordinated loan ($3.0 par due 6/2021),10.50%,6/15/2017,3.0,,,3.0,,(2)(6),,
674,,,"Membership units (3,275,000 units)",,6/25/2015,3.3,,,3.7,,(6),,
676,"Rialto Management Group, LLC (15)",Investment and asset management platform focused on real estate,First lien senior secured revolving loan,,11/30/2018,0,,,0,,(6)(13),,
677,,,First lien senior secured loan ($0.8 par due 12/2024),4.65% (Libor + 4.50%/M),11/30/2018,0.8,,,0.8,,(2)(6),,
679,"TA/WEG Holdings, LLC (15)",Wealth management and financial planning firm,First lien senior secured revolving loan,,10/2/2019,0,,,0,,(13),,
680,,,First lien senior secured loan ($0.5 par due 10/2025),6.75% (Libor + 5.75%/Q),11/6/2020,0.5,,,0.5,,(2)(11),,
681,,,First lien senior secured loan ($4.7 par due 10/2025),6.75% (Libor + 5.75%/Q),10/2/2019,4.7,,,4.7,,(2)(11),,
683,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (15)",Provider of asset-servicing capabilities for fund managers,First lien senior secured revolving loan ($4.0 par due 2/2024),4.75% (Libor + 4.50%/Q),2/1/2019,4.0,,,3.8,,(2),,
684,,,First lien senior secured loan ($38.2 par due 2/2026),5.50% (Libor + 4.50%/Q),2/1/2019,38.2,,,36.3,,(2)(11),,
685,,,"Class A units (1,443 units)",,2/1/2019,1.6,,,1.7,,,,
686,,,Class A units (245 units),,2/1/2019,0.2,,,0,,,,
687,,,"Class B units (2,167,424 units)",,2/1/2019,0,,,0,,,,
688,,,"Class B units (245,194 units)",,2/1/2019,0,,,0,,,,
690,,,,,,858.0,,,931.2,,,12.98%,
692,"Automotive Keys Group, LLC and Automotive Keys Investor, LLC",Provider of replacement wireless keys for automotive market,First lien senior secured loan ($12.2 par due 11/2025),6.00% (Libor + 5.00%/Q),12/22/2020,12.2,,,11.9,,(2)(11),,
