,Company(1),Business Description,Investment,Interest(3)(7),Acquisition  Date,Amortized  Cost,,Fair  Value,,Percentage  of Net  Assets,,,,
441,,,First lien senior secured loan ($4.6 par due 12/2023),5.75% (Libor + 4.75%/Q),9/3/2019,4.6,,,4.6,,(2),,,
443,"SecurAmerica, LLC, ERMC LLC, ERMC Of America, LLC, SecurAmerica Corporation, SecurAmerica Aviation Security LLC, American Security Programs, Inc., USI LLC, Argenbright Holdings IV, LLC and Scrub Holdings, Inc","Provider of outsourced security guard services, outsourced facilities management and outsourced aviation services",First lien senior secured loan ($25.7 par due 12/2023),"10.25% (Libor + 4.50% Cash, 4.50% PIK/Q)",12/21/2018,25.7,,,25.7,,(2)(11),,,
444,,,First lien senior secured loan ($9.7 par due 12/2023),"10.25% (Libor + 4.50% Cash, 4.50% PIK/Q)",12/21/2018,9.7,,,9.7,,(2)(11),,,
445,,,First lien senior secured loan ($1.7 par due 12/2023),"10.25% (Libor + 4.50% Cash, 4.50% PIK/Q)",12/21/2018,1.7,,,1.7,,(2)(11),,,
446,,,First lien senior secured loan ($1.1 par due 12/2023),"10.25% (Libor + 4.50% Cash, 4.50% PIK/Q)",12/21/2018,1.1,,,1.1,,(2)(11),,,
447,,,First lien senior secured loan ($3.0 par due 7/2021),"10.25% (Libor + 4.50% Cash, 4.50% PIK/Q)",4/16/2020,3.0,,,3.0,,(2)(11),,,
449,"SSE Buyer, Inc., Supply Source Enterprises, Inc., Impact Products LLC, The Safety Zone, LLC and SSE Parent, LP (15)","Manufacturer and distributor of personal protection equipment, commercial cleaning, maintenance and safety products",Second lien senior secured loan ($22.2 par due 6/2026),10.22% (Libor + 9.22%/Q),6/30/2020,22.2,,,21.5,,(2)(11),,,
450,,,"Limited partnership class A-1 units (1,086,500 units)",,6/30/2020,1.1,,,1.1,,(2),,,
451,,,"Limited partnership class A-2 units (1,086,500 units)",,6/30/2020,1.1,,,1.1,,(2),,,
453,"Startec Equity, LLC (5)",Communication services,Member interest,,4/1/2010,0,,,0,,,,,
454,"TDG Group Holding Company and TDG Co-Invest, LP (15)",Operator of multiple franchise concepts primarily related to home maintenance or repairs,"Preferred units (2,871,000 units)",,5/31/2018,2.9,,,3.4,,(2),,,
455,,,"Common units (29,000 units)",,5/31/2018,0,,,0.6,,(2),,,
458,Tyden Group Holding Corp.,"Producer and marketer of global cargo security, product identification and traceability products and utility meter products","Preferred stock (46,276 shares)",,1/3/2017,0.4,,,0.4,,(6),,,
459,,,"Common stock (5,521,203 shares)",,1/3/2017,2.0,,,2.0,,(6),,,
461,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,First lien senior secured loan ($16.7 par due 8/2022),"8.50% (Libor + 5.75% Cash, 1.25% PIK/Q)",8/31/2017,16.7,,,16.2,,(2)(11),,,
462,,,First lien senior secured loan ($15.6 par due 8/2022),"8.50% (Libor + 5.75% Cash, 1.25% PIK/Q)",8/31/2017,15.6,,,15.2,,(2)(11),,,
463,,,Senior subordinated loan ($69.6 par due 9/2024),15.00% PIK,8/31/2017,67.1,,,66.8,,(2),,,
464,,,"Warrant to purchase up to 2,838,079 shares of preferred stock (expires 8/2027)",,8/31/2017,3.9,,,4.0,,(2),,,
465,,,"Warrant to purchase up to 3,094,492 shares of common stock (expires 8/2027)",,8/31/2017,0,,,0,,(2),,,
467,"VLS Recovery Services, LLC (15)",Provider of commercial and industrial waste processing and disposal services,First lien senior secured revolving loan,,10/17/2017,0,,,0,,(13),,,
468,"VRC Companies, LLC (15)",Provider of records and information management services,First lien senior secured loan ($13.0 par due 3/2023),7.50% (Libor + 6.50%/Q),3/31/2017,13.0,,,12.6,,(2)(11),,,
469,,,First lien senior secured loan ($7.1 par due 3/2023),7.50% (Libor + 6.50%/Q),2/25/2020,7.1,,,6.9,,(2)(11),,,
471,"WCI-HFG Holdings, LLC",Distributor of repair and replacement parts for commercial kitchen equipment,"Preferred units (1,400,000 units)",,10/20/2015,1.4,,,2.3,,(2),,,
472,"XIFIN, Inc. and ACP Charger Co-Invest LLC (15)",Revenue cycle management provider to labs,First lien senior secured revolving loan ($1.5 par due 2/2026),6.88% (Libor + 5.75%/Q),2/6/2020,1.5,,,1.4,,(2)(11),,,
473,,,First lien senior secured loan ($2.2 par due 2/2026),6.82% (Libor + 5.75%/Q),2/6/2020,2.2,,,2.1,,(2)(11),,,
474,,,"Common stock (180,000 shares)",,2/6/2020,1.8,,,1.8,,(2),,,
476,,,,,,1225.3,,,1178.5,,,17.61%,,
478,"Commercial Credit Group, Inc.",Commercial equipment finance and leasing company,Senior subordinated loan ($17.0 par due 8/2022),11.00% (Libor + 9.75%/M),5/10/2012,17.0,,,17.0,,(2)(11),,,
479,DFC Global Facility Borrower III LLC (15),Non-bank provider of alternative financial services,First lien senior secured revolving loan ($114.4 par due 9/2024),11.75% (Libor + 10.75%/M),8/9/2019,114.4,,,113.3,,(2)(6)(11),,,
480,eCapital Finance Corp. (15),Consolidator of commercial finance businesses,Senior subordinated loan ($36.5 par due 1/2025),10.00% (Libor + 8.50%/Q),1/31/2020,36.5,,,36.2,,(2)(11),,,
481,,,Senior subordinated loan ($37.7 par due 1/2025),10.00% (Libor + 8.50%/Q),1/31/2020,37.7,,,37.4,,(2)(11),,,
483,"FAMS Holdings, Inc. (4)",Debt collection services provider,Common stock (180 shares),,1/11/2017,0,,,0,,(2),,,
484,"Green Street Parent, LLC and Green Street Intermediate Holdings, LLC (15)",Provider of REIT research data and analytics,First lien senior secured revolving loan ($0.1 par due 8/2025),5.18% (Libor + 5.00%/Q),8/27/2019,0.1,,,0.1,,(2),,,
485,"Ivy Hill Asset Management, L.P. (5)",Asset management services,Senior subordinated loan ($150.0 par due 5/2023),7.25% (Libor + 6.50%/Q),2/8/2018,150.0,,,150.0,,(2)(6)(11),,,
486,,,Member interest (100.00% interest),,6/15/2009,469.0,,,517.7,,(2)(6),,,
489,"Javlin Three LLC, Javlin Four LLC, and Javlin Five LLC",Asset-backed financial services company,First lien senior secured loan ($16.0 par due 6/2017),,6/24/2014,13.2,,,1.3,,(2)(6)(10),,,
490,Joyce Lane Capital LLC and Joyce Lane Financing SPV LLC (fka Ciena Capital LLC) (5)(15),Specialty finance company,First lien senior secured loan ($0.6 par due 12/2022),4.31% (Libor + 4.00%/Q),12/27/2018,0.6,,,0.6,,(2)(6),,,
491,,,Equity interests,,11/29/2010,0,,,0,,(2)(6),,,
493,LS DE LLC and LM LSQ Investors LLC,Asset based lender,Senior subordinated loan ($37.0 par due 3/2024),11.00%,6/25/2015,37.0,,,35.9,,(2)(6),,,
494,,,Senior subordinated loan ($3.0 par due 6/2021),10.50%,6/15/2017,3.0,,,2.9,,(2)(6),,,
495,,,"Membership units (3,275,000 units)",,6/25/2015,3.3,,,3.9,,(6),,,
497,"Rialto Management Group, LLC (15)",Investment and asset management platform focused on real estate,First lien senior secured revolving loan,,11/30/2018,0,,,0,,(6)(13),,,
498,,,First lien senior secured loan ($0.9 par due 12/2024),4.68% (Libor + 4.50%/Q),11/30/2018,0.9,,,0.9,,(2)(6),,,
500,"TA/WEG Holdings, LLC (15)",Wealth management and financial planning firm,First lien senior secured revolving loan ($0.3 par due 10/2025),7.00% (Libor + 6.00%/Q),10/2/2019,0.3,,,0.3,,(2)(11)(14),,,
501,,,First lien senior secured loan ($2.2 par due 10/2025),7.00% (Libor + 6.00%/Q),10/2/2019,2.2,,,2.2,,(2)(11),,,
503,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (15)",Provider of asset-servicing capabilities for fund managers,First lien senior secured revolving loan ($4.0 par due 2/2024),6.75% (Base Rate + 3.50%/Q),2/1/2019,4.0,,,3.8,,(2),,,
504,,,First lien senior secured loan ($38.4 par due 2/2026),5.50% (Libor + 4.50%/Q),2/1/2019,38.4,,,36.8,,(2)(11),,,
505,,,"Class A units (1,443 units)",8.00% PIK,2/1/2019,1.6,,,1.6,,(2),,,
506,,,Class A units (245 units),,2/1/2019,0.2,,,0,,,,,
507,,,"Class B units (2,167,424 units)",,2/1/2019,0,,,0,,(2),,,
508,,,"Class B units (245,194 units)",,2/1/2019,0,,,0,,,,,
510,,,,,,929.4,,,961.9,,,14.38%,,
512,ACAS Equity Holdings Corporation (5),Investment company,Common stock (589 shares),,1/3/2017,0.4,,,0,,(6),,,
513,Ares IIIR/IVR CLO Ltd.,Investment vehicle,Subordinated notes ($20.0 par due 4/2021),,1/3/2017,0,,,0.1,,(6),,,
514,"Blue Wolf Capital Fund II, L.P. (4)",Investment partnership,Limited partnership interest (8.50% interest),,1/3/2017,1.6,,,4.0,,(6)(18),,,
515,Carlyle Global Market Strategies CLO 2015-3,Investment vehicle,Subordinated notes ($24.6 par due 7/2028),28.70%,1/3/2017,12.5,,,5.5,,(6),,,
516,CoLTs 2005-1 Ltd. (5),Investment vehicle,Preferred shares (360 shares),,1/3/2017,0,,,0,,(2)(6),,,
517,CoLTs 2005-2 Ltd. (5),Investment vehicle,"Preferred shares (34,170,000 shares)",,1/3/2017,0,,,0,,(6),,,
518,CREST Exeter Street Solar 2004-1,Investment vehicle,"Preferred shares (3,500,000 shares)",,1/3/2017,0,,,0,,(6),,,
519,European Capital UK SME Debt LP (4)(16),Investment partnership,Limited partnership interest (45% interest),,1/3/2017,28.1,,,26.0,,(6),,,
520,"HCI Equity, LLC (5)",Investment company,Member interest (100.00% interest),,4/1/2010,0,,,0.1,,(6)(18),,,
521,OHA Credit Partners XI,Investment vehicle,Subordinated notes ($17.8 par due 1/2032),15.00%,1/3/2017,12.4,,,11.9,,(6),,,
523,"Partnership Capital Growth Investors III, L.P.",Investment partnership,Limited partnership interest (2.50% interest),,10/5/2011,2.4,,,4.2,,(2)(6)(18),,,
524,"PCG-Ares Sidecar Investment II, L.P. (4)(16)",Investment partnership,Limited partnership interest (100.00% interest),,10/31/2014,6.8,,,12.3,,(2)(6),,,
525,"PCG-Ares Sidecar Investment, L.P. (4)(16)",Investment partnership,Limited partnership interest (100.00% interest),,5/22/2014,4.8,,,0.6,,(2)(6),,,
526,"Piper Jaffray Merchant Banking Fund I, L.P.",Investment partnership,Limited partnership interest (2.00% interest),,8/16/2012,1.1,,,1.4,,(2)(6)(18),,,
527,"Senior Direct Lending Program, LLC (5)(17)",Co-investment vehicle,Subordinated certificates ($932.6 par due 12/2036),8.30% (Libor + 8.00%/Q)(12),7/27/2016,932.6,,,886.0,,(6),,,
528,,,Member interest (87.50% interest),,7/27/2016,0,,,0,,(6),,,
530,Voya CLO 2014-4 Ltd.,Investment vehicle,Subordinated notes ($26.7 par due 7/2031),17.60%,1/3/2017,12.9,,,5.8,,(6),,,
531,VSC Investors LLC,Investment company,Membership interest (1.95% interest),,1/24/2008,0.3,,,0.5,,(2)(6)(18),,,
532,,,,,,1015.9,,,958.4,,,14.32%,,
534,"Apex Clean Energy Holdings, LLC","Developer, builder and owner of utility-scale wind and solar power facilities",First lien senior secured loan ($81.0 par due 9/2022),7.75% (Libor + 6.75%/Q),9/24/2018,81.0,,,81.0,,(2)(11),,,
535,,,First lien senior secured loan ($19.3 par due 9/2022),7.86% (Libor + 6.75%/Q),6/10/2019,19.3,,,19.3,,(2)(11),,,
537,Beacon RNG LLC,Owner of natural gas facilities,"Class B units (35,000,000 units)",,3/11/2019,35.0,,,38.2,,,,,
538,"CPV Maryland Holding Company II, LLC",Gas turbine power generation facilities operator,Senior subordinated loan ($61.8 par due 12/2020),,8/8/2014,59.9,,,54.4,,(2)(10),,,
539,DGH Borrower LLC,"Developer, owner and operator of quick start, small-scale natural gas-fired power generation projects",First lien senior secured loan ($53.2 par due 6/2023),7.75% (Libor + 6.75%/Q),6/8/2018,53.2,,,48.9,,(2)(11),,,
540,"Green Energy Partners, Stonewall LLC and Panda Stonewall Intermediate Holdings II LLC",Gas turbine power generation facilities operator,First lien senior secured loan ($14.4 par due 11/2021),6.50% (Libor + 5.50%/Q),11/13/2014,14.4,,,12.3,,(2)(11),,,
541,,,Senior subordinated loan ($22.9 par due 12/2021),"7.00% Cash, 6.25% PIK",11/13/2014,22.9,,,19.7,,(2),,,
542,,,Senior subordinated loan ($107.1 par due 12/2021),"7.00% Cash, 6.25% PIK",11/13/2014,107.1,,,92.1,,(2),,,
544,"Heelstone Renewable Energy, LLC (5)","Provider of cloud based IT solutions, infrastructure and services","Preferred equity (2,700,000 shares)",,6/28/2019,18.5,,,23.6,,,,,
545,Navisun LLC and Navisun Holdings LLC (5)(15),Owner and operater of commercial and industrial solar projects,First lien senior secured loan ($51.8 par due 11/2023),8.00% PIK,11/15/2017,51.8,,,51.8,,(2),,,
546,,,First lien senior secured loan ($14.4 par due 11/2023),9.00% PIK,3/7/2019,14.4,,,14.4,,(2),,,
547,,,First lien senior secured loan ($36.3 par due 11/2023),8.00% PIK,8/15/2019,36.3,,,36.3,,(2),,,
548,,,"Series A preferred (1,000 units)",10.50% PIK,11/15/2017,11.7,,,11.7,,(2),,,
549,,,Class A units (550 units),,11/15/2017,0,,,0.5,,,,,
551,"Panda Temple Power, LLC and T1 Power Holdings LLC (4)",Gas turbine power generation facilities operator,Second lien senior secured loan ($10.3 par due 2/2023),9.00% PIK (Libor + 8.00%/M),3/6/2015,10.3,,,10.3,,(2)(11),,,
552,,,"Class A Common units (616,122 shares)",,3/6/2015,15.0,,,9.1,,(2),,,
554,PERC Holdings 1 LLC,"Operator of recycled energy, combined heat and power, and energy efficiency facilities","Class B common units (21,653,543 units)",,10/20/2014,5.3,,,12.2,,(2),,,
556,"PosiGen Backleverage, LLC and PosiGen, Inc. (15)",Seller and leaser of solar power systems for residential and commercial customers,First lien senior secured loan ($42.8 par due 1/2023),8.75% (Libor + 6.75%/Q),1/29/2020,42.5,,,41.7,,(2)(11),,,
557,,,"Warrant to purchase up to 67,022 shares of common stock (expires 1/2027)",,1/29/2020,0,,,0,,(2),,,
559,Riverview Power LLC,Operator of natural gas and oil fired power generation facilities,First lien senior secured loan ($79.1 par due 12/2022),9.00% (Libor + 8.00%/Q),12/29/2016,78.1,,,77.5,,(2)(11),,,
560,"SE1 Generation, LLC",Solar power developer,Senior subordinated loan ($54.1 par due 12/2022),"5.50% Cash, 4.00% PIK",12/17/2019,54.1,,,53.0,,(2),,,
561,"Sunrun Atlas Depositor 2019-2, LLC and Sunrun Atlas Holdings 2019-2, LLC",Residential solar energy provider,First lien senior secured loan ($0.1 par due 2/2055),3.61%,10/28/2019,0.1,,,0.1,,(2),,,
562,,,Senior subordinated loan ($135.1 par due 11/2025),"8.75% (Libor + 4.75% Cash, 2.00% PIK/Q)",11/26/2019,135.1,,,135.1,,(2)(11),,,
564,"Sunrun Xanadu Issuer 2019-1, LLC and Sunrun Xanadu Holdings 2019-1, LLC",Residential solar energy provider,First lien senior secured loan ($0.4 par due 6/2054),3.98%,6/7/2019,0.4,,,0.4,,(2),,,
565,,,Senior subordinated loan ($65.8 par due 7/2030),"8.75% (Libor + 4.75% Cash, 2.00% PIK/Q)",6/27/2019,65.8,,,65.8,,(2)(11),,,
567,,,,,,932.2,,,909.4,,,13.59%,,
569,"1A Smart Start, LLC (15)",Provider of ignition interlock devices,First lien senior secured revolving loan ($3.5 par due 8/2020),5.62% (Libor + 4.50%/Q),2/8/2018,3.5,,,3.4,,(2)(14),,,
570,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc. (5)",Restaurant owner and operator,First lien senior secured loan ($56.6 par due 12/2019),,11/27/2006,39.9,,,0,,(2)(10),,,
571,,,First lien senior secured loan ($5.4 par due 12/2019),,12/22/2016,4.8,,,0,,(2)(10),,,
572,,,Promissory note ($31.8 par due 12/2023),,11/27/2006,13.8,,,0,,(2),,,
573,,,Warrant to purchase up to 0.95 units of Series D common stock (expires 12/2023),,12/18/2013,0,,,0,,(2),,,
575,"Aimbridge Acquisition Co., Inc.",Hotel operator,Second lien senior secured loan ($22.5 par due 2/2027),8.93% (Libor + 7.50%/Q),2/1/2019,22.1,,,20.0,,(2),,,
576,American Residential Services L.L.C.,"Heating, ventilation and air conditioning services provider",Second lien senior secured loan ($70.8 par due 12/2022),9.00% (Libor + 8.00%/Q),6/30/2014,70.6,,,70.8,,(2)(11),,,
577,"Belfor Holdings, Inc. (15)",Disaster recovery services provider,First lien senior secured revolving loan,,4/4/2019,0,,,0,,(13),,,
578,"ChargePoint, Inc.",Developer and operator of electric vehicle charging stations,"Warrant to purchase up to 809,126 shares of Series E preferred stock (expires 12/2024)",,12/30/2014,0.3,,,3.0,,(2),,,
579,"Cipriani USA, Inc.","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($3.0 par due 5/2023),11.75% (Libor + 10.75%/Q),11/5/2018,3.0,,,2.7,,(2)(11),,,
580,,,First lien senior secured loan ($12.2 par due 5/2023),11.75% (Libor + 10.75%/Q),11/5/2018,12.2,,,10.9,,(2)(11),,,
581,,,First lien senior secured loan ($15.0 par due 5/2023),11.75% (Libor + 10.75%/Q),7/3/2019,14.6,,,13.5,,(2)(11),,,
582,,,First lien senior secured loan ($20.0 par due 5/2023),11.75% (Libor + 10.75%/Q),12/27/2019,17.8,,,18.0,,(2)(11),,,
584,,,First lien senior secured loan ($3.0 par due 5/2023),11.75% (Libor + 10.75%/Q),8/20/2018,3.0,,,2.7,,(2)(11),,,
585,,,First lien senior secured loan ($4.9 par due 5/2023),11.75% (Libor + 10.75%/Q),6/30/2020,4.9,,,4.4,,(2)(11),,,
586,,,First lien senior secured loan ($68.2 par due 5/2023),11.75% (Libor + 10.75%/Q),5/30/2018,66.5,,,61.4,,(2)(11),,,
588,Concert Golf Partners Holdco LLC (15),Golf club owner and operator,First lien senior secured revolving loan ($0.2 par due 8/2025),5.50% (Libor + 4.50%/Q),8/20/2019,0.2,,,0.1,,(2)(11),,,
589,,,First lien senior secured loan ($18.3 par due 8/2025),5.50% (Libor + 4.50%/Q),8/20/2019,18.3,,,17.7,,(2)(11),,,
590,,,First lien senior secured loan ($1.2 par due 8/2025),5.50% (Libor + 4.50%/Q),8/20/2019,1.2,,,1.1,,(2)(11),,,
592,CST Buyer Company (d/b/a Intoxalock) (15),Provider of ignition interlock devices,First lien senior secured revolving loan ($3.7 par due 10/2025),6.32% (Libor + 5.25%/Q),3/1/2017,3.7,,,3.7,,(2)(11),,,
593,FWR Holding Corporation (15),"Restaurant owner, operator, and franchisor",First lien senior secured revolving loan ($0.5 par due 8/2023),7.75% (Base Rate + 4.50%/Q),8/21/2017,0.5,,,0.5,,(2)(11)(14),,,
594,,,First lien senior secured revolving loan ($0.6 par due 8/2023),6.50% (Libor + 5.50%/Q),8/21/2017,0.6,,,0.5,,(2)(11)(14),,,
595,,,First lien senior secured loan ($4.0 par due 8/2023),6.50% (Libor + 5.50%/Q),8/21/2017,4.0,,,3.6,,(2)(11),,,
596,,,First lien senior secured loan ($0.5 par due 8/2023),6.50% (Libor + 5.50%/Q),8/21/2017,0.5,,,0.5,,(2)(11),,,
597,,,First lien senior secured loan ($0.5 par due 8/2023),6.50% (Libor + 5.50%/Q),2/28/2019,0.5,,,0.5,,(2)(11),,,
598,,,First lien senior secured loan ($0.8 par due 8/2023),6.50% (Libor + 5.50%/Q),2/28/2019,0.8,,,0.8,,(2)(11),,,
599,,,First lien senior secured loan ($0.5 par due 8/2023),6.50% (Libor + 5.50%/Q),2/28/2019,0.5,,,0.5,,(2)(11),,,
600,,,First lien senior secured loan ($0.7 par due 8/2023),6.50% (Libor + 5.50%/Q),2/28/2019,0.7,,,0.6,,(2)(11),,,
601,,,First lien senior secured loan ($1.8 par due 8/2023),6.50% (Libor + 5.50%/Q),12/20/2019,1.8,,,1.6,,(2)(11),,,
603,Garden Fresh Restaurant Corp. and GFRC Holdings LLC (15),Restaurant owner and operator,First lien senior secured revolving loan ($2.9 par due 2/2022),,2/1/2017,2.7,,,0,,(2)(10)(14),,,
604,,,First lien senior secured loan ($18.4 par due 2/2022),,2/1/2017,17.9,,,0,,(2)(10),,,
606,"Jenny C Acquisition, Inc.",Health club franchisor,Senior subordinated loan ($1.2 par due 4/2025),8.00% PIK,4/5/2019,1.2,,,1.2,,(2),,,
607,"Jim N Nicks Management, LLC (15)",Restaurant owner and operator,First lien senior secured revolving loan ($4.9 par due 7/2023),"8.25% (Libor + 5.25% Cash, 2.00% PIK/Q)",7/10/2017,4.9,,,4.3,,(2)(11),,,
608,,,First lien senior secured loan ($13.8 par due 7/2023),"8.25% (Libor + 5.25% Cash, 2.00% PIK/Q)",7/10/2017,13.8,,,12.1,,(2)(11),,,
609,,,First lien senior secured loan ($1.2 par due 7/2023),"8.25% (Libor + 5.25% Cash, 2.00% PIK/Q)",7/10/2017,1.2,,,1.0,,(2)(11),,,
611,ME Equity LLC,Franchisor in the massage industry,"Common stock (3,000,000 shares)",,9/27/2012,3.0,,,5.6,,(2),,,
613,Movati Athletic (Group) Inc. (15),Premier health club operator,First lien senior secured loan ($2.8 par due 10/2022),"8.00% (CDOR + 6.00% Cash, 0.50% PIK/Q)",10/5/2017,3.0,,,2.6,,(2)(6)(11),,,
614,,,First lien senior secured loan ($2.0 par due 10/2022),"8.00% (CDOR + 6.00% Cash, 0.50% PIK/Q)",10/5/2017,2.0,,,1.9,,(2)(6)(11),,,
616,"OTG Management, LLC (15)",Airport restaurant operator,First lien senior secured revolving loan ($10.0 par due 8/2021),10.19% (Libor + 9.00%/Q),8/26/2016,10.0,,,8.7,,(2)(11),,,
617,,,First lien senior secured loan ($23.6 par due 8/2021),10.00% (Libor + 9.00%/Q),8/26/2016,23.6,,,20.5,,(2)(11),,,
618,,,First lien senior secured loan ($97.6 par due 8/2021),10.43% (Libor + 9.00%/Q),8/26/2016,97.6,,,84.9,,(2)(11),,,
619,,,First lien senior secured loan ($9.5 par due 8/2021),10.03% (Libor + 9.00%/Q),10/10/2018,9.5,,,8.3,,(2)(11),,,
620,,,Senior subordinated loan ($36.2 par due 2/2022),13.00% PIK,8/26/2016,36.1,,,29.3,,(2),,,
621,,,"Class A preferred units (3,000,000 units)",,8/26/2016,38.3,,,23.5,,(2),,,
622,,,"Common units (3,000,000 units)",,1/5/2011,3.0,,,0,,(2),,,
623,,,Warrant to purchase up to 7.73% of common units,,6/19/2008,0.1,,,0,,(2),,,
625,"Portillo's Holdings, LLC",Fast casual restaurant brand,First lien senior secured loan ($4.7 par due 9/2024),6.50% (Libor + 5.50%/Q),6/30/2020,4.3,,,4.3,,(2)(11),,,
626,,,Second lien senior secured loan ($34.0 par due 12/2024),10.75% (Libor + 9.50%/Q),11/27/2019,33.0,,,32.3,,(2)(11),,,
628,"Pyramid Management Advisors, LLC and Pyramid Investors, LLC (15)",Hotel operator,First lien senior secured revolving loan ($9.4 par due 7/2023),6.50% (Libor + 5.50%/Q),4/12/2018,9.4,,,8.7,,(2)(11)(14),,,
629,,,First lien senior secured loan ($16.8 par due 7/2023),6.50% (Libor + 5.50%/Q),4/12/2018,16.8,,,15.4,,(2)(11),,,
630,,,First lien senior secured loan ($1.4 par due 7/2023),6.50% (Libor + 5.50%/Q),4/12/2018,1.4,,,1.3,,(2)(11),,,
631,,,First lien senior secured loan ($6.3 par due 7/2023),6.50% (Libor + 5.50%/Q),12/27/2019,6.3,,,5.8,,(2)(11),,,
632,,,"Preferred membership units (996,833 units)",,7/15/2016,1.0,,,0.5,,(2),,,
634,"Spectra Finance, LLC (15)",Venue management and food and beverage provider,First lien senior secured revolving loan ($23.5 par due 4/2023),5.00% (Libor + 4.00%/Q),4/2/2018,23.5,,,21.1,,(2)(11)(14),,,
635,,,First lien senior secured loan ($3.4 par due 4/2024),5.70% (Libor + 4.25%/Q),4/2/2018,3.4,,,3.1,,(2)(11),,,
637,Spin HoldCo Inc. and Airvending Limited,Laundry service and equipment provider,First lien senior secured loan ($1.4 par due 11/2022),4.25% (Libor + 3.25%/Q),3/26/2020,1.2,,,1.4,,(2)(11),,,
638,,,First lien senior secured loan ($16.0 par due 11/2022),7.00% (Libor + 6.00%/Q),5/15/2020,16.0,,,16.0,,(2)(11),,,
639,,,First lien senior secured loan ($11.2 par due 11/2022),7.00% (Libor + 6.00%/Q),5/15/2020,11.2,,,11.2,,(2)(11),,,
640,,,Second lien senior secured loan ($154.2 par due 5/2023),8.50% (Libor + 7.50%/Q),5/14/2013,154.2,,,151.1,,(2)(11),,,
643,"Sunshine Sub, LLC (15)",Premier health club operator,First lien senior secured revolving loan ($0.6 par due 5/2024),5.75% (Libor + 4.75%/Q),5/25/2018,0.6,,,0.5,,(2)(11),,,
644,"Taymax Group, L.P., Taymax Group G.P., LLC, PF Salem Canada ULC and TCP Fit Parent, L.P. (15)",Planet Fitness franchisee,First lien senior secured revolving loan ($1.6 par due 7/2024),"7.25% (Libor + 2.50% Cash, 3.75% PIK/Q)",7/31/2018,1.6,,,1.5,,(2)(11),,,
645,,,First lien senior secured loan ($0.3 par due 7/2025),"7.32% (Libor + 2.50% Cash, 3.75% PIK/Q)",3/5/2020,0.3,,,0.3,,(2)(11),,,
646,,,First lien senior secured loan ($0.6 par due 7/2025),"7.35% (Libor + 2.50% Cash, 3.75% PIK/Q)",3/5/2020,0.6,,,0.6,,(2)(11),,,
647,,,"Class A units (37,020 units)",,7/31/2018,3.8,,,4.5,,,,,
649,"The Alaska Club Partners, LLC, Athletic Club Partners LLC and The Alaska Club, Inc. (15)",Premier health club operator,First lien senior secured loan ($15.4 par due 12/2024),8.75% (Base Rate + 5.50%/Q),12/16/2019,15.4,,,14.5,,(2)(11),,,
650,WASH Multifamily Acquisition Inc. and Coinamatic Canada Inc.,Laundry service and equipment provider,First lien senior secured loan ($1.6 par due 5/2022),4.25% (Libor + 3.25%/Q),3/24/2020,1.4,,,1.5,,(2)(11),,,
651,,,First lien senior secured loan ($0.2 par due 5/2022),4.25% (Libor + 3.25%/Q),3/24/2020,0.2,,,0.2,,(2)(11),,,
652,,,First lien senior secured loan ($111.0 par due 5/2022),4.97% (Libor + 4.75%/Q),8/1/2019,111.0,,,108.8,,(2),,,
653,,,Second lien senior secured loan ($22.0 par due 5/2023),8.00% (Libor + 7.00%/M),5/14/2015,21.7,,,21.1,,(2)(11),,,
654,,,Second lien senior secured loan ($3.8 par due 5/2023),8.00% (Libor + 7.00%/M),5/14/2015,3.8,,,3.7,,(2)(11),,,
656,,,,,,1020.3,,,875.8,,,13.09%,,
658,"Badger Sportswear Acquisition, Inc.",Provider of team uniforms and athletic wear,Second lien senior secured loan ($56.8 par due 3/2024),11.00% (Libor + 9.75%/Q),9/6/2016,56.7,,,45.4,,(2)(11),,,
659,"Bowhunter Holdings, LLC",Provider of branded archery and bowhunting accessories,Common units (421 units),,4/24/2014,4.2,,,0,,(2),,,
660,"CB Trestles OpCo, LLC (15)",Apparel retailer,First lien senior secured revolving loan ($31.9 par due 10/2024),6.75% (Libor + 5.75%/Q),10/26/2018,31.9,,,25.5,,(2)(11)(14),,,
661,,,First lien senior secured loan ($26.0 par due 10/2024),6.75% (Libor + 5.75%/Q),10/26/2018,26.0,,,20.8,,(2)(11),,,
663,Centric Brands Inc. (fka Differential Brands Group Inc.) (15),"Designer, marketer and distributor of licensed and owned apparel",First lien senior secured revolving loan ($1.9 par due 5/2021),8.75% (Base Rate + 5.50%/Q),5/20/2020,1.9,,,1.9,,(2)(6)(11),,,
664,,,First lien senior secured revolving loan ($2.0 par due 5/2021),7.50% (Libor + 6.50%/Q),5/20/2020,2.0,,,2.0,,(2)(6)(11),,,
665,,,First lien senior secured loan ($57.7 par due 10/2023),9.50% PIK (Libor + 8.00%/Q),10/29/2018,57.7,,,48.4,,(2)(6)(11),,,
666,,,"Common stock (3,077,875 shares)",,10/29/2018,24.6,,,0,,(6),,,
