,Company(1),Business Description,Investment,Interest(5)(9),Acquisition  Date,Amortized  Cost,,Fair  Value,,Percentage  of Net  Assets,,,
461,"Partnership Capital Growth Fund I, L.P. (6)(8)",Investment partnership,Limited partnership interest (25.00% interest),,6/16/2006,0,,,0,,(2)(22),,
462,"Partnership Capital Growth Investors III, L.P. (8)(20)",Investment partnership,Limited partnership interest (2.50% interest),,10/5/2011,2.4,,,5.2,,(2)(22),,
463,"PCG-Ares Sidecar Investment II, L.P. (6)(8)(20)",Investment partnership,Limited partnership interest (100.00% interest),,10/31/2014,6.7,,,18.8,,(2),,
464,"PCG-Ares Sidecar Investment, L.P. (6)(8)(20)",Investment partnership,Limited partnership interest (100.00% interest),,5/22/2014,4.6,,,4.4,,(2),,
465,"Piper Jaffray Merchant Banking Fund I, L.P. (8)(20)",Investment partnership,Limited partnership interest (2.00% interest),,8/16/2012,1.4,,,1.5,,(22),,
466,"Senior Direct Lending Program, LLC (7)(8)(21)",Co-investment vehicle,Subordinated certificates ($917.4 par due 12/2036),10.32% (Libor + 8.00%/Q)(16),7/27/2016,917.4,,,917.4,,,,
467,,,Member interest (87.50% interest),,7/27/2016,0,,,0,,,,
469,"Vitesse CLO, Ltd. (8)",Investment vehicle,"Preferred shares (20,000,000 shares)",,1/3/2017,0,,,0,,,,
470,Voya CLO 2014-4 Ltd. (8),Investment vehicle,Subordinated notes ($26.7 par due 7/2031),15.60%,1/3/2017,13.8,,,12.2,,,,
471,VSC Investors LLC (8),Investment company,Membership interest (1.95% interest),,1/24/2008,0.3,,,0.9,,(2)(22),,
472,,,,,,1016.4,,,1028.9,,,13.97,%
474,"Badger Sportswear Acquisition, Inc.",Provider of team uniforms and athletic wear,Second lien senior secured loan ($56.8 par due 3/2024),11.40% (Libor + 9.00%/M),9/6/2016,56.7,,,55.1,,(2)(15),,
475,"BRG Sports, Inc.","Designer, manufacturer and licensor of branded sporting goods","Preferred stock (2,009 shares)",,1/3/2017,0,,,0.4,,,,
476,,,"Common stock (6,566,655 shares)",,1/3/2017,0,,,0,,,,
478,"CB Trestles OpCo, LLC (19)",Apparel retailer,First lien senior secured revolving loan ($15.3 par due 10/2024),8.16% (Libor + 5.75%/M),10/26/2018,15.3,,,15.2,,(2)(15),,
479,,,First lien senior secured loan ($26.4 par due 10/2024),8.15% (Libor + 5.75%/M),10/26/2018,26.4,,,26.2,,(3)(15),,
481,Centric Brands Inc. (fka Differential Brands Group Inc.) (8)(19),"Designer, marketer and distributor of licensed and owned apparel",First lien senior secured loan ($58.5 par due 10/2023),8.58% (Libor + 6.00%/Q),10/29/2018,58.5,,,57.9,,(3),,
482,,,"Common stock (3,077,875 shares)",,10/29/2018,24.6,,,18.9,,(2),,
484,Consumer Health Parent LLC,Developer and marketer of over-the-counter cold remedy products,"Preferred units (1,072 units)",,12/15/2017,1.1,,,0.6,,(2),,
485,,,"Series A common units (1,072 units)",,12/15/2017,0,,,0,,(2),,
487,"Feradyne Outdoors, LLC and Bowhunter Holdings, LLC",Provider of branded archery and bowhunting accessories,Common units (421 units),,4/24/2014,4.2,,,0,,(2),,
489,"Implus Footcare, LLC",Provider of footwear and other accessories,First lien senior secured loan ($14.1 par due 4/2024),8.58% (Libor + 6.25%/Q),6/1/2017,14.1,,,14.1,,(2)(15),,
490,,,First lien senior secured loan ($5.0 par due 4/2024),8.58% (Libor + 6.25%/Q),7/17/2018,5.0,,,5.0,,(2)(15),,
491,,,First lien senior secured loan ($72.5 par due 4/2024),8.58% (Libor + 6.25%/Q),6/1/2017,72.5,,,72.5,,(2)(15),,
492,,,First lien senior secured loan ($30.6 par due 4/2024),8.58% (Libor + 6.25%/Q),6/1/2017,30.6,,,30.6,,(4)(15),,
493,,,First lien senior secured loan ($1.3 par due 4/2024),8.67% (Libor + 6.25%/Q),6/30/2016,1.3,,,1.3,,(2)(15),,
495,Indra Holdings Corp.,"Designer, marketer, and distributor of rain and cold weather products",First lien senior secured loan ($10.0 par due 5/2021),,1/22/2018,7.3,,,4.2,,(2)(14),,
496,,,Second lien senior secured loan ($80.0 par due 11/2021),,5/1/2014,65.4,,,3.9,,(2)(14),,
498,"Plantation Products, LLC, Seed Holdings, Inc. and Flora Parent, Inc.",Provider of branded lawn and garden products,Second lien senior secured loan ($56.0 par due 6/2021),9.92% (Libor + 7.34%/Q),12/23/2014,55.9,,,56.0,,(3)(15),,
499,,,Second lien senior secured loan ($10.0 par due 6/2021),9.92% (Libor + 7.34%/Q),12/23/2014,10.0,,,10.0,,(4)(15),,
500,,,"Common stock (30,000 shares)",,12/23/2014,3.0,,,5.8,,(2),,
502,"Rug Doctor, LLC and RD Holdco Inc. (7)",Manufacturer and marketer of carpet cleaning machines,Second lien senior secured loan ($16.9 par due 5/2023),12.43% (Libor + 9.75%/S),1/3/2017,16.9,,,16.9,,(2)(15),,
503,,,"Common stock (458,596 shares)",,1/3/2017,14.0,,,5.5,,,,
504,,,"Warrant to purchase up to 56,372 shares of common stock (expires 12/2023)",,1/3/2017,0,,,0,,,,
506,"S Toys Holdings LLC (fka The Step2 Company, LLC) (7)",Toy manufacturer,"Common units (1,116,879 units)",,4/1/2011,0,,,0.3,,,,
507,,,"Class B common units (126,278,000 units)",,10/30/2014,0,,,0,,(2),,
508,,,"Warrant to purchase up to 3,157,895 units",,4/1/2010,0,,,0,,,,
510,SHO Holding I Corporation,Manufacturer and distributor of slip resistant footwear,Second lien senior secured loan ($100.0 par due 4/2023),11.08% (Libor + 8.50%/Q),10/27/2015,98.7,,,92.0,,(2)(15),,
511,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (6)(19)","Developer, marketer and distributor of sports protection equipment and accessories",First lien senior secured revolving loan ($0.2 par due 5/2024),10.50% (Base Rate + 5.00%/Q),5/21/2019,0.2,,,0.2,,(2)(15),,
512,,,First lien senior secured revolving loan ($0.4 par due 5/2024),7.41% (Libor + 5.00%/M),5/21/2019,0.4,,,0.4,,(2)(15),,
513,,,First lien senior secured revolving loan ($1.0 par due 5/2024),9.00% (Base Rate + 3.50%/Q),5/21/2019,1.0,,,1.0,,(2)(15),,
514,,,First lien senior secured loan ($19.7 par due 5/2024),7.60% (Libor + 5.00%/S),5/21/2019,19.7,,,19.7,,(2)(15),,
515,,,"Class A preferred units (50,000 units)",,3/14/2014,5.0,,,0.5,,(2),,
516,,,"Class C preferred units (50,000 units)",,4/22/2015,5.0,,,0.5,,(2),,
517,,,"Preferred units (14,591 units)",13.00%,5/14/2019,1.5,,,1.5,,(2),,
519,"Singer Sewing Company, SVP-Singer Holdings, LLC and SVP-Singer Holdings LP (7)(19)",Manufacturer of consumer sewing machines,First lien senior secured revolving loan ($80.4 par due 3/2023),11.59% (Libor + 9.00%/Q),7/26/2017,80.4,,,80.4,,(2)(15)(18),,
521,,,First lien senior secured loan ($187.1 par due 3/2023),5.00% (Libor + 2.40%/Q),7/26/2017,174.6,,,149.2,,(2)(15),,
522,,,"Class A common units (6,500,000 units)",,7/26/2017,0,,,0,,(2),,
524,"Touchstone Acquisition, Inc. and Touchstone Holding, L.P. (19)","Manufacturer of consumable products in the dental, medical, cosmetic and CPG/industrial end-markets",First lien senior secured loan ($25.6 par due 11/2025),7.15% (Libor + 4.75%/M),11/15/2018,25.6,,,25.3,,(2),,
525,,,"Class A preferred units (2,149 units)",8.00% PIK,11/15/2018,2.2,,,2.0,,(2),,
527,"Varsity Brands Holding Co., Inc. and BCPE Hercules Holdings, LP","Leading manufacturer and distributor of textiles, apparel & luxury goods",Second lien senior secured loan ($21.1 par due 12/2025),10.65% (Libor + 8.25%/M),7/30/2018,21.1,,,21.1,,(2)(15),,
528,,,Second lien senior secured loan ($47.7 par due 12/2025),10.65% (Libor + 8.25%/M),12/15/2017,47.7,,,47.7,,(2)(15),,
529,,,Second lien senior secured loan ($75.0 par due 12/2025),10.65% (Libor + 8.25%/M),12/15/2017,75.0,,,75.0,,(3)(15),,
530,,,"Class A units (1,400 units)",,7/30/2018,1.4,,,1.3,,(2),,
532,"Woodstream Group, Inc. and Woodstream Corporation (19)",Pet products manufacturer,First lien senior secured loan ($2.7 par due 5/2022),8.52% (Libor + 6.00%/Q),6/21/2017,2.7,,,2.7,,(4)(15),,
533,,,First lien senior secured loan ($4.4 par due 5/2022),8.39% (Libor + 6.00%/Q),6/21/2017,4.4,,,4.4,,(4)(15),,
534,,,First lien senior secured loan ($4.6 par due 5/2022),8.85% (Libor + 6.00%/S),6/21/2017,4.6,,,4.6,,(4)(15),,
536,,,,,,1054.0,,,929.9,,,12.62,%
538,Amynta Agency Borrower Inc. and Amynta Warranty Borrower Inc.,Insurance service provider,First lien senior secured loan ($5.4 par due 2/2025),6.90% (Libor + 4.50%/M),12/21/2018,5.4,,,5.3,,(2),,
539,,,First lien senior secured loan ($8.1 par due 2/2025),6.90% (Libor + 4.50%/M),12/21/2018,8.1,,,7.9,,(2),,
541,"Commercial Credit Group, Inc.",Commercial equipment finance and leasing company,Senior subordinated loan ($23.8 par due 8/2022),12.19% (Libor + 9.75%/M),5/10/2012,23.8,,,23.8,,(2)(15),,
542,DFC Global Facility Borrower II LLC (8)(19),Non-bank provider of alternative financial services,First lien senior secured revolving loan ($94.6 par due 9/2022),13.18% (Libor + 10.75%/M),9/27/2017,94.6,,,94.6,,(2)(15),,
543,"Financial Asset Management Systems, Inc. and FAMS Holdings, Inc. (6)",Debt collection services provider,Common stock (180 shares),,1/11/2017,0,,,0,,(2),,
544,"Gordian Group, LLC","Provider of products, services and software to organizations pursuing efficient and effective procurement and information solutions",Common stock (526 shares),,11/30/2012,0,,,0,,(2),,
545,"Ivy Hill Asset Management, L.P. (7)(8)",Asset management services,Member interest (100.00% interest),,6/15/2009,444.0,,,523.9,,,,
546,"Javlin Three LLC, Javlin Four LLC, and Javlin Five LLC (8)",Asset-backed financial services company,First lien senior secured loan ($16.0 par due 6/2017),,6/24/2014,13.9,,,5.0,,(2)(14),,
547,Joyce Lane Capital LLC and Joyce Lane Financing SPV LLC (fka Ciena Capital LLC) (7)(8)(19),Specialty finance company,First lien senior secured loan ($0.8 par due 12/2022),6.33% (Libor + 4.00%/Q),12/27/2018,0.8,,,0.8,,(2),,
548,,,Equity interests,,11/29/2010,12.7,,,3.0,,(2),,
551,LS DE LLC and LM LSQ Investors LLC (8),Asset based lender,Senior subordinated loan ($3.0 par due 6/2021),10.50%,6/15/2017,3.0,,,3.0,,(2),,
552,,,Senior subordinated loan ($37.0 par due 3/2024),10.50%,6/25/2015,37.0,,,37.0,,(2),,
553,,,"Membership units (3,275,000 units)",,6/25/2015,3.3,,,4.8,,,,
555,"NM GRC HOLDCO, LLC (19)",Regulatory compliance services provider to financial institutions,First lien senior secured loan ($9.6 par due 2/2024),8.33% (Libor + 6.00%/Q),2/9/2018,9.6,,,9.6,,(2)(15),,
556,,,First lien senior secured loan ($35.8 par due 2/2024),8.33% (Libor + 6.00%/Q),2/9/2018,35.5,,,35.8,,(2)(15),,
558,"Rialto Management Group, LLC (8)(19)",Investment and asset management platform focused on real estate,First lien senior secured revolving loan,0,11/30/2018,0,,,0,,(17),,
559,,,First lien senior secured loan ($1.0 par due 12/2024),6.90% (Libor + 4.50%/M),11/30/2018,1.0,,,1.0,,(2),,
561,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (19)",Provider of asset-servicing capabilities for fund managers,First lien senior secured loan ($15.7 par due 2/2026),6.65% (Libor + 4.25%/M),2/1/2019,15.7,,,15.6,,(2)(15),,
562,,,First lien senior secured loan ($15.6 par due 2/2026),6.65% (Libor + 4.25%/M),2/1/2019,15.6,,,15.5,,(2)(15),,
563,,,Class A units (245 units),,2/1/2019,0.2,,,1.2,,(2),,
564,,,"Class A units (1,102 units)",,2/1/2019,1.1,,,0,,(2),,
565,,,"Class B units (245,194 units)",,2/1/2019,0,,,0,,(2),,
566,,,"Class B units (1,825,805 units)",,2/1/2019,0,,,0,,(2),,
568,"Vela Trading Technologies, LLC (19)",Provider of market data software and content to global financial services clients,First lien senior secured loan ($4.9 par due 6/2022),7.59% (Libor + 5.00%/Q),4/17/2018,4.9,,,4.8,,(2)(15),,
569,,,,,,730.2,,,792.6,,,10.76,%
571,"Alphabet Energy, Inc.",Technology developer to convert waste-heat into electricity,First lien senior secured loan ($3.4 par due 8/2020),,12/16/2013,2.8,,,0,,(2)(14),,
572,,,First lien senior secured loan ($0.1 par due 8/2020),,12/16/2013,0.1,,,0,,(2)(14),,
573,,,"Series 1B preferred stock (12,976 shares)",,6/21/2016,0.2,,,0,,(2),,
574,,,"Warrant to purchase up to 125,000 shares of Series 2 preferred stock (expires 12/2023)",,6/30/2016,0.1,,,0,,(2),,
576,"Apex Clean Energy Holdings, LLC (19)","Developer, builder and owner of utility-scale wind and solar power facilities",First lien senior secured revolving loan,0,12/12/2018,0,,,0,,(17),,
577,,,First lien senior secured loan ($90.0 par due 9/2022),9.08% (Libor + 6.75%/Q),9/24/2018,90.0,,,89.1,,(2)(15),,
578,,,First lien senior secured loan ($9.8 par due 9/2022),9.20% (Libor + 6.75%/Q),6/10/2019,9.8,,,9.7,,(2)(15),,
580,Beacon RNG LLC,Owner of natural gas facilities,"Class B units (35,000,000 units)",,3/11/2019,35.0,,,35.0,,(2),,
581,"CPV Maryland Holding Company II, LLC",Gas turbine power generation facilities operator,Senior subordinated loan ($54.5 par due 12/2020),12.00% PIK,8/8/2014,54.5,,,50.5,,(2),,
582,DGH Borrower LLC (19),"Developer, owner and operator of quick start, small-scale natural gas-fired power generation projects",First lien senior secured loan ($55.7 par due 6/2023),8.83% (Libor + 6.50%/Q),6/8/2018,55.7,,,55.3,,(2)(15),,
584,"Green Energy Partners, Stonewall LLC and Panda Stonewall Intermediate Holdings II LLC",Gas turbine power generation facilities operator,First lien senior secured loan ($14.6 par due 11/2021),7.83% (Libor + 5.50%/Q),11/13/2014,14.5,,,14.6,,(2)(15),,
585,,,Senior subordinated loan ($21.5 par due 12/2021),13.25%,11/13/2014,21.5,,,21.0,,(2),,
586,,,Senior subordinated loan ($100.5 par due 12/2021),13.25%,11/13/2014,100.5,,,98.3,,(2),,
588,"Heelstone Energy Holdings, LLC and Heelstone Renewable Energy, LLC (7)",Solar power generation facility developer and operator,"Preferred stock (111,181 shares)",,6/28/2019,50.6,,,50.6,,(2),,
589,,,"Preferred stock (2,700,000 shares)",,6/28/2019,2.5,,,2.5,,(2),,
590,,,"Common stock (19,119 shares)",,6/28/2019,0,,,0,,(2),,
592,"Joule Unlimited Technologies, Inc. and Stichting Joule Global Foundation",Renewable fuel and chemical production developer,First lien senior secured loan ($0.1 par due 10/2018),,3/31/2015,0.1,,,0,,(2)(14),,
593,,,First lien senior secured loan ($7.7 par due 10/2018),,3/31/2015,5.8,,,0,,(2)(14),,
594,,,"Warrant to purchase up to 32,051 shares of Series C-2 preferred stock (expires 7/2023)",,7/25/2013,0,,,0,,(2)(8),,
596,Moxie Patriot LLC,Gas turbine power generation facilities operator,First lien senior secured loan ($32.4 par due 12/2020),8.08% (Libor + 5.75%/Q),12/19/2013,32.3,,,31.5,,(2)(15),,
597,Navisun LLC and Navisun Holdings LLC (7)(19),Owner and operater of commercial and industrial solar projects,First lien senior secured loan ($45.7 par due 11/2023),8.00% PIK,11/15/2017,45.7,,,45.7,,(2),,
598,,,Series A preferred units,10.50% PIK,11/15/2017,5.2,,,5.2,,(2),,
599,,,Class A units (550 units),,11/15/2017,0,,,0.3,,,,
601,Panda Liberty LLC (fka Moxie Liberty LLC),Gas turbine power generation facilities operator,First lien senior secured loan ($49.4 par due 8/2020),8.83% (Libor + 6.50%/Q),4/6/2018,47.6,,,44.4,,(2)(15),,
602,,,First lien senior secured loan ($33.8 par due 8/2020),8.83% (Libor + 6.50%/Q),8/21/2013,33.7,,,30.4,,(2)(15),,
604,"Panda Temple Power, LLC and T1 Power Holdings LLC (6)",Gas turbine power generation facilities operator,Second lien senior secured loan ($9.5 par due 2/2023),10.40% PIK (Libor + 8.00%/M),3/6/2015,9.5,,,9.5,,(2)(15),,
605,,,"Class A Common units (616,122 shares)",,3/6/2015,15.0,,,12.4,,(2),,
607,PERC Holdings 1 LLC,"Operator of recycled energy, combined heat and power, and energy efficiency facilities","Class B common units (21,653,543 units)",,10/20/2014,8.8,,,23.2,,(2),,
608,Riverview Power LLC,Operator of natural gas and oil fired power generation facilities,First lien senior secured loan ($81.2 par due 12/2022),10.33% (Libor + 8.00%/Q),12/29/2016,79.7,,,81.2,,(2)(15),,
609,"Sunrun Xanadu Issuer 2019-1, LLC and Sunrun Xanadu Holdings 2019-1, LLC",Residential solar energy provider,First lien senior secured loan ($0.5 par due 6/2054),3.98%,6/7/2019,0.5,,,0.5,,(2),,
610,,,Second lien senior secured loan ($64.0 par due 7/2030),8.75% (Libor + 6.75%/Q),6/27/2019,64.0,,,62.7,,(2)(15),,
612,,,,,,785.7,,,773.6,,,10.5,%
615,"1A Smart Start, LLC (19)",Provider of ignition interlock devices,First lien senior secured revolving loan ($1.4 par due 8/2020),6.90% (Libor + 4.50%/M),2/8/2018,1.4,,,1.4,,(2)(18),,
616,"AMCP Clean Intermediate, LLC (19)",Provider of janitorial and facilities management services,First lien senior secured revolving loan,0,10/1/2018,0,,,0,,(2)(17),,
617,,,First lien senior secured loan ($1.3 par due 10/2024),7.83% (Libor + 5.50%/Q),1/4/2019,1.3,,,1.3,,(2)(15),,
619,American Residential Services L.L.C.,"Heating, ventilation and air conditioning services provider",Second lien senior secured loan ($70.8 par due 12/2022),10.40% (Libor + 8.00%/M),6/30/2014,70.6,,,69.3,,(2)(15),,
620,"Belfor Holdings, Inc. (19)",Disaster recovery services provider,First lien senior secured revolving loan ($2.0 par due 4/2024),8.25% (Base Rate + 2.75%/Q),4/4/2019,2.0,,,2.0,,(2)(17),,
621,"Capstone Logistics Acquisition, Inc. (19)",Outsourced supply chain solutions provider to operators of distribution centers,First lien senior secured revolving loan,0,2/8/2018,0,,,0,,(2)(17),,
622,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (6)(19)",Provider of outsourced healthcare linen management solutions,First lien senior secured revolving loan,0,3/13/2014,0,,,0,,(2)(17),,
623,,,First lien senior secured loan ($11.8 par due 12/2021),8.65% (Libor + 6.25%/M),4/6/2017,11.8,,,11.8,,(2)(15),,
624,,,First lien senior secured loan ($11.9 par due 12/2021),8.65% (Libor + 6.25%/M),6/12/2018,11.9,,,11.9,,(2)(15),,
625,,,First lien senior secured loan ($10.1 par due 12/2021),8.65% (Libor + 6.25%/M),3/13/2014,10.1,,,10.1,,(3)(15),,
626,,,First lien senior secured loan ($10.9 par due 12/2021),8.65% (Libor + 6.25%/M),3/13/2014,10.9,,,10.9,,(2)(15),,
627,,,"Class A preferred units (3,393,973 units)",,3/13/2014,4.0,,,5.8,,(2),,
628,,,"Class B common units (377,108 units)",,3/13/2014,0.4,,,0.1,,(2),,
630,"IMIA Holdings, Inc. (19)",Marine preservation maintenance company,First lien senior secured revolving loan,0,10/26/2018,0,,,0,,(17),,
631,,,First lien senior secured loan ($17.9 par due 10/2024),6.83% (Libor + 4.50%/Q),10/26/2018,17.9,,,17.9,,(3)(15),,
633,"Kellermeyer Bergensons Services, LLC",Provider of janitorial and facilities management services,First lien senior secured loan ($11.8 par due 10/2021),7.27% (Libor + 4.75%/B),6/21/2019,11.8,,,11.8,,(2)(15),,
634,,,First lien senior secured loan ($2.0 par due 10/2021),7.27% (Libor + 4.75%/B),6/21/2019,2.0,,,2.0,,(2)(15),,
635,,,First lien senior secured loan ($1.0 par due 10/2021),7.12% (Libor + 4.75%/B),6/21/2019,1.0,,,1.0,,(2)(15),,
637,"Magento, Inc. (19)",eCommerce platform provider for the retail industry,First lien senior secured revolving loan,0,2/8/2018,0,,,0,,(17),,
638,"Massage Envy, LLC and ME Equity LLC",Franchisor in the massage industry,"Common stock (3,000,000 shares)",,9/27/2012,3.0,,,5.8,,(2),,
639,"McKenzie Creative Brands, LLC (19)","Designer, manufacturer and distributor of hunting-related supplies",First lien senior secured revolving loan ($0.2 par due 9/2023),6.15% (Libor + 3.75%/M),9/18/2014,0.2,,,0.2,,(2)(15),,
640,,,First lien senior secured revolving loan ($0.5 par due 9/2023),6.15% (Libor + 3.75%/M),9/18/2014,0.5,,,0.5,,(2)(15),,
641,,,First lien senior secured revolving loan ($0.9 par due 9/2023),6.15% (Libor + 3.75%/M),9/18/2014,0.9,,,0.9,,(2)(15),,
642,,,First lien senior secured loan ($4.0 par due 9/2023),8.15% (Libor + 5.75%/M),9/18/2014,4.0,,,4.0,,(3)(10)(15),,
643,,,First lien senior secured loan ($1.5 par due 9/2023),8.15% (Libor + 5.75%/M),9/18/2014,1.5,,,1.5,,(3)(10)(15),,
645,,,First lien senior secured loan ($84.5 par due 9/2023),8.15% (Libor + 5.75%/M),9/18/2014,84.5,,,84.5,,(3)(10)(15),,
647,"MSHC, Inc. (19)","Heating, ventilation and air conditioning services provider",First lien senior secured revolving loan ($1.0 par due 12/2024),6.65% (Libor + 4.25%/M),7/31/2017,1.0,,,1.0,,(2),,
648,,,First lien senior secured revolving loan ($0.2 par due 12/2024),6.64% (Libor + 4.25%/M),7/31/2017,0.2,,,0.2,,(2),,
649,,,First lien senior secured revolving loan ($0.3 par due 12/2024),8.75% (Base Rate + 3.25%/Q),7/31/2017,0.3,,,0.3,,(2),,
650,,,First lien senior secured loan ($0.5 par due 7/2023),6.72% (Libor + 4.25%/Q),11/20/2018,0.5,,,0.5,,(2)(15),,
651,,,First lien senior secured loan ($1.0 par due 7/2023),6.56% (Libor + 4.25%/Q),11/20/2018,1.0,,,1.0,,(2)(15),,
652,,,First lien senior secured loan ($0.9 par due 7/2023),6.58% (Libor + 4.25%/Q),11/20/2018,0.9,,,0.9,,(2)(15),,
653,,,Second lien senior secured loan ($2.8 par due 12/2025),10.85% (Libor + 8.25%/Q),11/20/2018,2.8,,,2.8,,(2)(15),,
654,,,Second lien senior secured loan ($7.9 par due 12/2025),10.83% (Libor + 8.25%/Q),6/27/2018,7.9,,,7.9,,(2)(15),,
655,,,Second lien senior secured loan ($9.8 par due 12/2025),10.77% (Libor + 8.25%/Q),6/27/2018,9.8,,,9.8,,(2)(15),,
656,,,Second lien senior secured loan ($8.6 par due 12/2025),10.58% (Libor + 8.25%/Q),6/27/2018,8.6,,,8.6,,(2)(15),,
657,,,Second lien senior secured loan ($4.8 par due 12/2025),10.58% (Libor + 8.25%/Q),7/31/2017,4.8,,,4.8,,(2)(15),,
658,,,Second lien senior secured loan ($46.0 par due 12/2025),10.58% (Libor + 8.25%/Q),7/31/2017,46.0,,,46.0,,(2)(15),,
660,"Research Now Group, LLC and Survey Sampling International, LLC",Provider of outsourced data collection to the market research industry,First lien senior secured loan ($41.7 par due 12/2024),8.08% (Libor + 5.50%/Q),2/14/2019,41.2,,,41.5,,(2)(15),,
661,"SecurAmerica, LLC, ERMC LLC, ERMC Of America, LLC, SecurAmerica Corporation, ERMC Aviation LLC, American Security Programs, Inc., USI LLC and Argenbright Holdings IV, LLC (19)","Provider of outsourced manned security guard services, outsourced facilities management and outsourced aviation services",First lien senior secured loan ($2.2 par due 12/2023),9.15% (Libor + 6.75%/M),12/21/2018,2.2,,,2.2,,(2)(15),,
662,,,First lien senior secured loan ($1.8 par due 12/2023),9.13% (Libor + 6.75%/M),12/21/2018,1.8,,,1.8,,(2)(15),,
663,,,First lien senior secured loan ($26.0 par due 12/2023),9.15% (Libor + 6.75%/M),12/21/2018,26.0,,,26.0,,(2)(15),,
665,"Siteworx Holdings, LLC & Siteworx LLC (19)","Provider of design, web content management, eCommerce solutions and system integration",First lien senior secured revolving loan ($0.7 par due 11/2019),6.75% (Base Rate + 1.25%/M),2/16/2018,0.7,,,0.7,,,,
666,,,First lien senior secured revolving loan ($0.7 par due 11/2019),6.75% (Base Rate + 1.25%/M),2/16/2018,0.7,,,0.7,,(12),,
667,,,First lien senior secured loan ($0.9 par due 11/2019),5.50%,2/16/2018,0.9,,,0.9,,,,
668,,,First lien senior secured loan ($0.9 par due 11/2019),5.50%,2/16/2018,0.9,,,0.9,,(12),,
670,"SocialFlow, Inc.",Social media optimization platform provider,"Warrant to purchase up to 215,331 shares of Series C preferred stock (expires 1/2026)",,1/13/2016,0,,,0,,(2),,
672,"SOS Security Holdings LLC and SOS Co-Investment Vehicle, L.P. (19)",Provider of manned security guard services,First lien senior secured revolving loan,0,4/30/2019,0,,,0,,(17),,
673,,,First lien senior secured loan ($2.1 par due 4/2025),8.85% (Libor + 6.50%/Q),4/30/2019,2.1,,,2.0,,(2)(15),,
674,,,First lien senior secured loan ($0.5 par due 4/2025),8.97% (Libor + 6.50%/Q),4/30/2019,0.5,,,0.5,,(2)(15),,
675,,,First lien senior secured loan ($35.7 par due 4/2025),9.08% (Libor + 6.50%/Q),4/30/2019,35.7,,,35.3,,(2)(15),,
676,,,"Limited partner interests (4,698,000 interests)",,4/30/2019,4.7,,,4.7,,,,
678,SoundCloud Limited (8),"Platform for receiving, sending, and distributing music","Common stock (73,422 shares)",,8/15/2017,0.4,,,0.7,,(2),,
679,Spin HoldCo Inc.,Laundry service and equipment provider,Second lien senior secured loan ($154.2 par due 5/2023),10.02% (Libor + 7.50%/Q),5/14/2013,154.2,,,152.6,,(2)(15),,
680,"TDG Group Holding Company and TDG Co-Invest, LP (19)",Operator of multiple franchise concepts primarily related to home maintenance or repairs,First lien senior secured revolving loan,,5/31/2018,0,,,0,,(2)(17),,
681,,,First lien senior secured loan ($6.1 par due 5/2024),7.83% (Libor + 5.50%/Q),8/24/2018,6.1,,,6.1,,(2),,
682,,,First lien senior secured loan ($9.3 par due 5/2024),7.83% (Libor + 5.50%/Q),5/31/2018,9.3,,,9.3,,(2),,
683,,,"Preferred units (2,871,000 units)",,5/31/2018,2.9,,,3.1,,(2),,
684,,,"Common units (29,000 units)",,5/31/2018,0,,,0.3,,(2),,
686,"TWH Infrastructure Industries, Inc. (19)",Provider of engineered products used in the trenchless rehabilitation of wastewater infrastructure,First lien senior secured loan ($6.6 par due 4/2025),8.09% (Libor + 5.50%/Q),4/9/2019,6.6,,,6.6,,(2),,
687,Tyden Group Holding Corp. (8),"Producer and marketer of global cargo security, product identification and traceability products and utility meter products","Preferred stock (46,276 shares)",,1/3/2017,0.4,,,0.4,,,,
688,,,"Common stock (5,521,203 shares)",,1/3/2017,2.0,,,5.0,,,,
690,"VLS Recovery Services, LLC (18)",Provider of commercial and industrial waste processing and disposal services,First lien senior secured revolving loan ($0.5 par due 10/2023),8.40% (Libor + 6.00%/M),10/17/2017,0.5,,,0.5,,(2)(15)(18),,
691,,,First lien senior secured revolving loan ($1.6 par due 10/2023),8.42% (Libor + 6.00%/M),10/17/2017,1.6,,,1.6,,(2)(15)(18),,
692,,,First lien senior secured revolving loan ($0.5 par due 10/2023),8.41% (Libor + 6.00%/M),10/17/2017,0.5,,,0.5,,(2)(15)(18),,
693,,,First lien senior secured loan ($0.7 par due 10/2023),8.44% (Libor + 6.00%/M),10/26/2018,0.7,,,0.7,,(2)(15),,
695,WASH Multifamily Acquisition Inc. and Coinamatic Canada Inc.,Laundry service and equipment provider,Second lien senior secured loan ($3.7 par due 5/2023),9.40% (Libor + 7.00%/M),5/14/2015,3.7,,,3.6,,(2)(14),,
696,,,Second lien senior secured loan ($21.3 par due 5/2023),9.40% (Libor + 7.00%/M),5/14/2015,21.1,,,20.6,,(2)(14),,
698,,,,,,662.9,,,667.3,,,9.06,%
700,"Chariot Acquisition, LLC (19)",Aftermarket golf cart parts and accessories,First lien senior secured loan ($17.7 par due 9/2021),8.83% (Libor + 6.50%/Q),1/3/2017,17.6,,,17.6,,(3)(15),,
