,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
414,Vector CS Midco Limited & Cloudsense Ltd.  #!~(8)(9)(10),One stop,,No Value,,,4.50 cash/3.55 PIK,,05/2024,,7655,,,7798,,,0.4,,,7971,,,,,
415,Vector CS Midco Limited & Cloudsense Ltd.  (5)(8)(9)(10),One stop,,L + 4.50,,,N/A  (6),,05/2024,,-,,,(1,,,-,,,-,,,,,
416,"Velocity Technology Solutions, Inc.  *",One stop,,L + 6.00,(c),,7.91,,12/2023,,18417,,,18763,,,0.8,,,18417,,,,,
417,"Velocity Technology Solutions, Inc.  (5)",One stop,,L + 6.00,,,N/A  (6),,12/2023,,-,,,(1,,,-,,,-,,,,,
418,"Vendavo, Inc.  *#!~",One stop,,L + 8.50,(c),,10.41,,10/2022,,35638,,,35585,,,1.6,,,35638,,,,,
419,"Vendavo, Inc.  (5)",One stop,,L + 8.50,,,N/A  (6),,10/2022,,-,,,(3,,,-,,,-,,,,,
420,Verisys Corporation  *,One stop,,L + 6.50,(c),,8.44,,01/2023,,8533,,,8700,,,0.4,,,8533,,,,,
421,Verisys Corporation  (5),One stop,,L + 6.50,,,N/A  (6),,01/2023,,-,,,(1,,,-,,,-,,,,,
422,"Workforce Software, LLC  #!~",One stop,,L + 6.50,(c),,8.41,,07/2025,,27059,,,27867,,,1.2,,,27059,,,,,
423,"Workforce Software, LLC  (5)",One stop,,L + 6.50,,,N/A  (6),,07/2025,,-,,,(3,,,-,,,-,,,,,
424,,,,,,,,,,,1549484,,,1567485,,,68.9,,,1549719,,,,,
425,Ecological,,,,,,,,,,,,,,,,,,,,,,,,
426,"Pace Analytical Services, LLC  *",One stop,,L + 5.50,(a),,7.30,,09/2022,,29871,,,30274,,,1.3,,,29871,,,,,
427,"Pace Analytical Services, LLC  ^",One stop,,L + 5.50,(a),,7.30,,09/2022,,2777,,,2822,,,0.1,,,2777,,,,,
428,"Pace Analytical Services, LLC",One stop,,L + 5.50,(a),,7.30,,09/2022,,1664,,,1726,,,0.1,,,1664,,,,,
429,"Pace Analytical Services, LLC  *",One stop,,L + 5.50,(a),,7.30,,09/2022,,1530,,,1558,,,0.1,,,1530,,,,,
430,"Pace Analytical Services, LLC",One stop,,L + 5.50,(a)(c),,7.32,,09/2022,,1274,,,1287,,,0.1,,,1274,,,,,
431,"Pace Analytical Services, LLC  ^",One stop,,L + 5.50,(a),,7.30,,09/2022,,1232,,,1277,,,0.1,,,1232,,,,,
432,"Pace Analytical Services, LLC",One stop,,L + 5.50,(a),,7.30,,09/2022,,1000,,,981,,,0.1,,,1000,,,,,
433,"Pace Analytical Services, LLC  *",One stop,,L + 5.50,(a),,7.30,,09/2022,,682,,,693,,,-,,,682,,,,,
434,"Pace Analytical Services, LLC",One stop,,L + 5.50,(a),,7.30,,09/2022,,563,,,584,,,-,,,563,,,,,
435,"Pace Analytical Services, LLC",One stop,,L + 5.50,(a),,7.30,,09/2022,,189,,,195,,,-,,,189,,,,,
436,"Pace Analytical Services, LLC  (5)",One stop,,L + 5.50,,,N/A  (6),,09/2022,,-,,,(1,,,-,,,-,,,,,
437,WRE Holding Corp.  *,Senior loan,,L + 5.00,(a)(c),,6.91,,01/2023,,2294,,,2342,,,0.1,,,2294,,,,,
438,WRE Holding Corp.  #!~,Senior loan,,L + 5.00,(a)(c),,6.93,,01/2023,,947,,,985,,,-,,,947,,,,,
439,WRE Holding Corp.,Senior loan,,L + 5.00,(a)(b)(c),,6.91,,01/2023,,313,,,326,,,-,,,313,,,,,
440,WRE Holding Corp.,Senior loan,,L + 5.00,(a)(b)(c),,6.75,,01/2023,,32,,,33,,,-,,,32,,,,,
441,,,,,,,,,,,44368,,,45082,,,2.0,,,44368,,,,,
442,Electronics,,,,,,,,,,,,,,,,,,,,,,,,
443,"Appriss Holdings, Inc.  #+!~",One stop,,L + 5.50,(c),,7.44,,06/2026,,25158,,,25956,,,1.1,,,25158,,,,,
444,"Appriss Holdings, Inc.  (5)",One stop,,L + 5.50,,,N/A  (6),,06/2025,,-,,,(4,,,-,,,-,,,,,
445,Diligent Corporation  *+,One stop,,L + 5.50,(d),,7.56,,04/2022,,35716,,,36943,,,1.6,,,35716,,,,,
446,Diligent Corporation  *#!~,One stop,,L + 5.50,(d),,7.56,,04/2022,,25802,,,25625,,,1.2,,,25802,,,,,
447,Diligent Corporation  #!~,One stop,,L + 5.50,(d),,7.56,,04/2022,,12506,,,12779,,,0.6,,,12506,,,,,
448,Diligent Corporation  ^*,One stop,,L + 5.50,(d),,7.56,,04/2022,,11279,,,11610,,,0.5,,,11279,,,,,
449,Diligent Corporation,One stop,,L + 5.50,(b)(c),,7.58,,04/2022,,1266,,,1264,,,0.1,,,1266,,,,,
450,Diligent Corporation,One stop,,L + 5.50,(c)(d)(f),,7.42,,04/2022,,487,,,505,,,-,,,487,,,,,
451,Diligent Corporation,One stop,,L + 5.50,(c)(d),,7.48,,04/2022,,285,,,288,,,-,,,285,,,,,
452,Diligent Corporation  #!~,One stop,,L + 5.50,(d),,7.56,,04/2022,,101,,,100,,,-,,,101,,,,,
453,Diligent Corporation  #!~,One stop,,L + 5.50,(d),,7.56,,04/2022,,80,,,79,,,-,,,80,,,,,
454,Diligent Corporation,One stop,,L + 5.50,(c)(d)(f),,7.42,,04/2022,,39,,,38,,,-,,,39,,,,,
455,Diligent Corporation  #!~,One stop,,L + 5.50,(d),,7.56,,04/2022,,35,,,35,,,-,,,35,,,,,
456,Diligent Corporation,One stop,,L + 5.50,,,N/A  (6),,04/2022,,-,,,24,,,-,,,-,,,,,
457,"Episerver, Inc.  #!~(8)(9)",One stop,,L + 6.00,(a),,6.00,,10/2024,,20698,,,21066,,,0.9,,,20667,,,,,
458,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,
459,Electronics - (continued),,,,,,,,,,,,,,,,,,,,,,,,
460,"Episerver, Inc.  #!~",One stop,,L + 5.75,(a),,7.55,,10/2024,,,12278,,,,12502,,,0.6,,,,12278,,
461,"Episerver, Inc.  (5)",One stop,,L + 5.75,,,N/A  (6),,10/2024,,-,,,(2,,,-,,,-,,,,,
462,ES Acquisition LLC,One stop,,L + 5.50,(c),,7.41,,11/2025,,667,,,654,,,-,,,660,,,,,
463,ES Acquisition LLC,One stop,,L + 5.50,(c),,7.41,,11/2025,,23,,,22,,,-,,,22,,,,,
464,ES Acquisition LLC  (5),One stop,,L + 5.50,,,N/A  (6),,11/2025,,-,,,(2,,,-,,,(2,,,,,
465,"Gamma Technologies, LLC  ^*#!~",One stop,,L + 5.00,(a),,6.80,,06/2024,,33327,,,33708,,,1.5,,,33327,,,,,
466,"Gamma Technologies, LLC  (5)",One stop,,L + 5.00,,,N/A  (6),,06/2024,,-,,,(1,,,-,,,-,,,,,
467,"Red Dawn SEI Buyer, Inc.  +",Senior loan,,L + 4.25,(a),,6.05,,11/2025,,756,,,746,,,-,,,748,,,,,
468,"Red Dawn SEI Buyer, Inc.  (5)",Senior loan,,L + 4.25,,,N/A  (6),,11/2025,,-,,,(1,,,-,,,(1,,,,,
469,"Red Dawn SEI Buyer, Inc.  (5)",Senior loan,,L + 4.25,,,N/A  (6),,11/2025,,-,,,(1,,,-,,,(1,,,,,
470,"Silver Peak Systems, Inc.",One stop,,L + 7.00,(a),,8.74,,04/2024,,5998,,,6017,,,0.3,,,6060,,,,,
471,"Silver Peak Systems, Inc.",One stop,,L + 7.00,,,N/A  (6),,04/2024,,-,,,-,,,-,,,2,,,,,
472,"Sloan Company, Inc., The  +(7)",One stop,,L + 8.50,(c),,10.44,,04/2020,,9839,,,8587,,,0.3,,,5715,,,,,
473,"Sloan Company, Inc., The  (7)",One stop,,L + 8.50,(c),,10.44,,04/2020,,660,,,577,,,-,,,383,,,,,
474,"Sloan Company, Inc., The  (7)",One stop,,L + 8.50,(c),,10.44,,04/2020,,336,,,335,,,-,,,352,,,,,
475,"Sloan Company, Inc., The  (7)",One stop,,L + 8.50,(c),,10.44,,04/2020,,104,,,84,,,-,,,60,,,,,
476,Sovos Compliance  *+,One stop,,L + 4.75,(a),,6.55,,04/2024,,19614,,,20270,,,0.9,,,19614,,,,,
477,Sovos Compliance,Second lien,,L + 12.00,,,12.00 PIK,,04/2025,,9114,,,9391,,,0.4,,,9114,,,,,
478,Sovos Compliance,One stop,,L + 4.75,(a),,6.55,,04/2024,,1903,,,1968,,,0.1,,,1903,,,,,
479,Sovos Compliance,Second lien,,L + 12.00,,,12.00 PIK,,04/2025,,1232,,,1277,,,0.1,,,1232,,,,,
480,Sovos Compliance,One stop,,L + 4.75,(a),,6.55,,04/2024,,768,,,795,,,-,,,768,,,,,
481,Sovos Compliance  (5),One stop,,L + 4.75,,,N/A  (6),,04/2024,,-,,,(2,,,-,,,-,,,,,
482,"Unison Software Holdings, Inc.  ^#+!~",Senior loan,,L + 4.50,(c),,6.44,,05/2023,,3798,,,3828,,,0.2,,,3769,,,,,
483,"Watchfire Enterprises, Inc.",Second lien,,L + 8.00,(c),,9.95,,10/2021,,9435,,,9378,,,0.4,,,9435,,,,,
484,,,,,,,,,,,243304,,,246438,,,10.8,,,238859,,,,,
485,Finance,,,,,,,,,,,,,,,,,,,,,,,,
486,Institutional Shareholder Services  #!~,Senior loan,,L + 4.50,(c),,6.44,,03/2026,,18918,,,19356,,,0.8,,,18918,,,,,
487,Institutional Shareholder Services,Senior loan,,L + 4.50,(c),,6.44,,03/2024,,132,,,129,,,-,,,132,,,,,
488,,,,,,,,,,,19050,,,19485,,,0.8,,,19050,,,,,
489,Grocery,,,,,,,,,,,,,,,,,,,,,,,,
490,"Teasdale Quality Foods, Inc.  +",Senior loan,,L + 5.75,(a),,7.69,,10/2020,,349,,,345,,,-,,,321,,,,,
491,"Teasdale Quality Foods, Inc.",Senior loan,,L + 5.75,(a),,7.69,,10/2020,,100,,,96,,,-,,,92,,,,,
492,,,,,,,,,,,449,,,441,,,-,,,413,,,,,
493,"Healthcare, Education and Childcare",,,,,,,,,,,,,,,,,,,,,,,,
494,"Active Day, Inc.",One stop,,L + 6.50,(c),,8.44,,12/2021,,24357,,,24665,,,1.1,,,24357,,,,,
495,"Active Day, Inc.  ^",One stop,,L + 6.50,(c),,8.44,,12/2021,,1880,,,1907,,,0.1,,,1880,,,,,
496,"Active Day, Inc.  *",One stop,,L + 6.50,(c),,8.44,,12/2021,,1211,,,1229,,,0.1,,,1211,,,,,
497,"Active Day, Inc.",One stop,,L + 6.50,(c),,8.44,,12/2021,,965,,,999,,,-,,,965,,,,,
498,"Active Day, Inc.",One stop,,L + 6.50,(c),,8.44,,12/2021,,851,,,844,,,-,,,851,,,,,
499,"Active Day, Inc.  *",One stop,,L + 6.50,(c),,8.44,,12/2021,,837,,,849,,,-,,,837,,,,,
500,"Active Day, Inc.",One stop,,L + 6.50,(c)(f),,8.91,,12/2021,,94,,,94,,,-,,,94,,,,,
501,"Active Day, Inc.",One stop,,L + 6.50,,,N/A  (6),,12/2021,,-,,,-,,,-,,,-,,,,,
502,"Acuity Eyecare Holdings, LLC",One stop,,L + 6.25,(c),,8.17,,03/2024,,6367,,,6408,,,0.3,,,6294,,,,,
503,"Acuity Eyecare Holdings, LLC",One stop,,L + 6.25,(c),,8.19,,03/2024,,5990,,,6080,,,0.3,,,5930,,,,,
504,"Acuity Eyecare Holdings, LLC  #!~",One stop,,L + 6.25,(c),,8.19,,03/2024,,5630,,,5759,,,0.3,,,5573,,,,,
505,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,
506,"Healthcare, Education and Childcare - (continued)",,,,,,,,,,,,,,,,,,,,,,,,
507,"Acuity Eyecare Holdings, LLC  ^#!~",One stop,,L + 6.25,(c),,8.19,,03/2024,,,3285,,,,3409,,,0.1,,,,3251,,
508,"Acuity Eyecare Holdings, LLC",One stop,,L + 6.25,(c),,8.19,,03/2024,,794,,,823,,,-,,,786,,,,,
509,"Acuity Eyecare Holdings, LLC  (5)",One stop,,L + 6.25,,,N/A  (6),,03/2023,,-,,,(1,,,-,,,(2,,,,,
510,"Acuity Eyecare Holdings, LLC  (5)",One stop,,L + 6.25,,,N/A  (6),,03/2024,,-,,,(10,,,-,,,(10,,,,,
511,"ADCS Clinics Intermediate Holdings, LLC  +",One stop,,L + 5.75,(a),,7.55,,05/2022,,42202,,,42803,,,1.9,,,42202,,,,,
512,"ADCS Clinics Intermediate Holdings, LLC  *",One stop,,L + 5.75,(a),,7.55,,05/2022,,212,,,215,,,-,,,212,,,,,
513,"ADCS Clinics Intermediate Holdings, LLC  *",One stop,,L + 5.75,(a),,7.55,,05/2022,,164,,,166,,,-,,,164,,,,,
514,"ADCS Clinics Intermediate Holdings, LLC",One stop,,L + 5.75,(a),,7.55,,05/2022,,70,,,70,,,-,,,70,,,,,
515,"ADCS Clinics Intermediate Holdings, LLC  *",One stop,,L + 5.75,(a),,7.55,,05/2022,,62,,,63,,,-,,,62,,,,,
516,"Advanced Pain Management Holdings, Inc.  +(7)",Senior loan,,L + 5.00,(c),,6.94,,04/2020,,5261,,,3157,,,0.1,,,3157,,,,,
517,"Advanced Pain Management Holdings, Inc.  (7)",Senior loan,,L + 8.50,(c),,10.44,,04/2020,,1823,,,3,,,-,,,3,,,,,
518,"Advanced Pain Management Holdings, Inc.  +(7)",Senior loan,,L + 5.00,(c),,6.94,,04/2020,,360,,,216,,,-,,,216,,,,,
519,"Advanced Pain Management Holdings, Inc.  (7)",Senior loan,,L + 5.00,(c),,6.94,,04/2020,,263,,,92,,,-,,,92,,,,,
520,"Agilitas USA, Inc.  *",One stop,,L + 5.50,(c),,7.60,,04/2022,,10179,,,10222,,,0.5,,,10179,,,,,
521,"Agilitas USA, Inc.",One stop,,L + 5.50,(c),,7.60,,04/2022,,20,,,20,,,-,,,20,,,,,
522,"Apothecary Products, LLC  +",Senior loan,,L + 4.25,(c),,6.45,,07/2023,,2956,,,3089,,,0.1,,,2956,,,,,
523,"Apothecary Products, LLC",Senior loan,,L + 4.50,,,N/A  (6),,07/2023,,-,,,-,,,-,,,-,,,,,
524,"Aris Teleradiology Company, LLC  +(7)",Senior loan,,L + 5.50,(c)(d),,7.41,,03/2021,,5403,,,3240,,,0.1,,,1172,,,,,
525,"Aris Teleradiology Company, LLC  (7)",Senior loan,,L + 5.50,(c)(d),,7.41,,03/2021,,1087,,,687,,,-,,,226,,,,,
526,"Aris Teleradiology Company, LLC  (7)",Senior loan,,L + 5.50,(d),,7.41,,03/2021,,224,,,224,,,-,,,224,,,,,
527,"Aspen Medical Products, LLC  #+!~",One stop,,L + 5.25,(a),,6.99,,06/2025,,4292,,,4374,,,0.2,,,4292,,,,,
528,"Aspen Medical Products, LLC",One stop,,L + 5.25,,,N/A  (6),,06/2025,,-,,,-,,,-,,,-,,,,,
529,"BIO18 Borrower, LLC",One stop,,L + 5.25,(a),,7.05,,11/2024,,11160,,,11201,,,0.5,,,11160,,,,,
530,"BIO18 Borrower, LLC",One stop,,L + 5.25,(a),,7.05,,11/2024,,3993,,,3989,,,0.2,,,3993,,,,,
531,"BIO18 Borrower, LLC",One stop,,L + 5.25,(a),,7.05,,11/2024,,80,,,80,,,-,,,80,,,,,
532,"BIOVT, LLC  ^*",One stop,,L + 5.75,(a),,7.55,,01/2021,,34397,,,34918,,,1.5,,,34397,,,,,
533,"BIOVT, LLC  #!~",One stop,,L + 5.75,(a),,7.55,,01/2021,,2088,,,2157,,,0.1,,,2088,,,,,
534,"BIOVT, LLC",One stop,,L + 5.75,(a),,7.55,,01/2021,,1961,,,2025,,,0.1,,,1961,,,,,
535,"BIOVT, LLC",One stop,,L + 5.75,,,N/A  (6),,01/2021,,-,,,-,,,-,,,-,,,,,
536,"BIOVT, LLC",One stop,,L + 5.75,,,N/A  (6),,01/2021,,-,,,-,,,-,,,-,,,,,
537,"Blades Buyer, Inc.  #+!~",Senior loan,,L + 4.50,(a)(c),,6.26,,08/2025,,3848,,,3870,,,0.2,,,3810,,,,,
538,"Blades Buyer, Inc.",Senior loan,,L + 4.50,,,N/A  (6),,08/2025,,-,,,-,,,-,,,-,,,,,
539,"Blades Buyer, Inc.  (5)",Senior loan,,L + 4.50,,,N/A  (6),,08/2025,,-,,,(7,,,-,,,(10,,,,,
540,CMI Parent Inc.  #+!~,Senior loan,,L + 4.25,(a),,6.05,,08/2025,,6683,,,6829,,,0.3,,,6683,,,,,
541,CMI Parent Inc.  (5),Senior loan,,L + 4.25,,,N/A  (6),,08/2025,,-,,,(2,,,-,,,-,,,,,
542,"CRH Healthcare Purchaser, Inc.  #+!~",Senior loan,,L + 4.50,(a),,6.30,,12/2024,,13975,,,14159,,,0.6,,,13975,,,,,
543,"CRH Healthcare Purchaser, Inc.  (5)",Senior loan,,L + 4.50,,,N/A  (6),,12/2024,,-,,,(1,,,-,,,-,,,,,
544,"CRH Healthcare Purchaser, Inc.  (5)",Senior loan,,L + 4.50,,,N/A  (6),,12/2024,,-,,,(2,,,-,,,-,,,,,
545,"DCA Investment Holding, LLC  ^*+",One stop,,L + 5.25,(c),,7.19,,07/2021,,31655,,,32064,,,1.4,,,31655,,,,,
546,"DCA Investment Holding, LLC  ^*#+!~",One stop,,L + 5.25,(c),,7.19,,07/2021,,27424,,,27931,,,1.2,,,27424,,,,,
547,"DCA Investment Holding, LLC  *",One stop,,L + 5.25,(c),,7.19,,07/2021,,8384,,,8597,,,0.4,,,8384,,,,,
548,"DCA Investment Holding, LLC  #!~",One stop,,L + 5.25,(c),,7.19,,07/2021,,4064,,,4210,,,0.2,,,4064,,,,,
549,"DCA Investment Holding, LLC  #!~",One stop,,L + 5.25,(c),,7.19,,07/2021,,3697,,,3829,,,0.2,,,3697,,,,,
550,"DCA Investment Holding, LLC  *#!~",One stop,,L + 5.25,(c),,7.19,,07/2021,,2531,,,2622,,,0.1,,,2531,,,,,
551,"DCA Investment Holding, LLC",One stop,,L + 5.25,(c),,7.19,,07/2021,,1259,,,1283,,,0.1,,,1259,,,,,
552,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,
553,"Healthcare, Education and Childcare - (continued)",,,,,,,,,,,,,,,,,,,,,,,,
554,"DCA Investment Holding, LLC",One stop,,P + 4.25,(f),,9.00,,07/2021,,,810,,,,805,,,-,,,,810,,
555,"DCA Investment Holding, LLC  *#!~",One stop,,L + 5.25,(c),,7.19,,07/2021,,300,,,304,,,-,,,300,,,,,
556,"DCA Investment Holding, LLC  *#!~",One stop,,L + 5.25,(c),,7.19,,07/2021,,94,,,94,,,-,,,94,,,,,
557,Deca Dental Management LLC  ^*,One stop,,L + 6.00,(c),,7.94,,12/2021,,11357,,,11630,,,0.5,,,11357,,,,,
558,Deca Dental Management LLC  #!~,One stop,,L + 6.00,(c),,7.94,,12/2021,,1382,,,1416,,,0.1,,,1382,,,,,
559,Deca Dental Management LLC  #+!~,One stop,,L + 6.00,(c),,7.94,,12/2021,,997,,,1021,,,0.1,,,997,,,,,
560,Deca Dental Management LLC,One stop,,L + 6.00,(c),,7.94,,12/2021,,739,,,766,,,-,,,739,,,,,
561,Deca Dental Management LLC,One stop,,L + 6.00,(c),,7.98,,12/2021,,40,,,41,,,-,,,40,,,,,
562,Deca Dental Management LLC,One stop,,L + 6.00,,,N/A  (6),,12/2021,,-,,,-,,,-,,,-,,,,,
563,Dental Holdings Corporation,One stop,,L + 6.00,(b),,7.84,,02/2020,,10198,,,10242,,,0.4,,,8669,,,,,
564,Dental Holdings Corporation  *,One stop,,L + 6.00,(b),,7.84,,02/2020,,1629,,,1636,,,0.1,,,1384,,,,,
565,Dental Holdings Corporation,One stop,,L + 6.00,(a)(b),,7.82,,02/2020,,1274,,,1277,,,0.1,,,1035,,,,,
566,Elite Dental Partners LLC  *,One stop,,L + 5.25,(a),,7.05,,06/2023,,14108,,,13969,,,0.6,,,12979,,,,,
567,Elite Dental Partners LLC,One stop,,L + 5.25,(a),,7.05,,06/2023,,1870,,,1859,,,0.1,,,1721,,,,,
568,Elite Dental Partners LLC,One stop,,L + 5.25,(a),,7.05,,06/2023,,1753,,,1742,,,0.1,,,1613,,,,,
569,Elite Dental Partners LLC  #+!~,One stop,,L + 5.25,(a),,7.05,,06/2023,,1672,,,1661,,,0.1,,,1537,,,,,
570,Elite Dental Partners LLC#!~,One stop,,L + 5.25,(a),,7.05,,06/2023,,1603,,,1593,,,0.1,,,1474,,,,,
571,Elite Dental Partners LLC,One stop,,L + 5.25,(a),,7.05,,06/2023,,200,,,198,,,-,,,184,,,,,
572,Elite Dental Partners LLC  (5),One stop,,L + 5.25,,,N/A  (6),,06/2023,,-,,,(5,,,-,,,-,,,,,
573,"ERG Buyer, LLC  *",One stop,,L + 5.50,(c),,7.44,,05/2024,,19279,,,19219,,,0.8,,,18316,,,,,
574,"ERG Buyer, LLC",One stop,,P + 4.50,(f),,9.25,,05/2024,,140,,,134,,,-,,,126,,,,,
575,"ERG Buyer, LLC  (5)",One stop,,L + 5.50,,,N/A  (6),,05/2024,,-,,,(8,,,-,,,-,,,,,
576,"eSolutions, Inc.  ^*#+!~",One stop,,L + 6.50,(a),,8.30,,03/2022,,74048,,,75091,,,3.3,,,74048,,,,,
577,"eSolutions, Inc.",One stop,,L + 6.50,,,N/A  (6),,03/2022,,-,,,-,,,-,,,-,,,,,
578,Excelligence Learning Corporation  ^,One stop,,L + 6.00,(a),,7.99,,04/2023,,10142,,,9807,,,0.4,,,9128,,,,,
579,Eyecare Services Partners Holdings LLC  +,One stop,,L + 6.25,(c),,8.16,,05/2023,,18083,,,18197,,,0.8,,,17721,,,,,
580,Eyecare Services Partners Holdings LLC  *,One stop,,L + 6.25,(c),,8.16,,05/2023,,7931,,,8094,,,0.4,,,7772,,,,,
581,Eyecare Services Partners Holdings LLC  *,One stop,,L + 6.25,(c),,8.19,,05/2023,,6945,,,7096,,,0.3,,,6807,,,,,
582,Eyecare Services Partners Holdings LLC  *+,One stop,,L + 6.25,(c),,8.19,,05/2023,,2372,,,2422,,,0.1,,,2325,,,,,
583,Eyecare Services Partners Holdings LLC,One stop,,L + 6.25,(c),,8.16,,05/2023,,2022,,,2056,,,0.1,,,1982,,,,,
584,Eyecare Services Partners Holdings LLC  *,One stop,,L + 6.25,(c),,8.19,,05/2023,,1522,,,1554,,,0.1,,,1492,,,,,
585,Eyecare Services Partners Holdings LLC  *,One stop,,L + 6.25,(c),,8.19,,05/2023,,1125,,,1150,,,0.1,,,1103,,,,,
586,Eyecare Services Partners Holdings LLC  *,One stop,,L + 6.25,(c),,8.19,,05/2023,,991,,,1013,,,-,,,971,,,,,
587,Eyecare Services Partners Holdings LLC  *+,One stop,,L + 6.25,(c),,8.16,,05/2023,,640,,,651,,,-,,,628,,,,,
588,Eyecare Services Partners Holdings LLC,One stop,,L + 6.25,(a)(c),,8.18,,05/2023,,300,,,298,,,-,,,292,,,,,
589,"G & H Wire Company, Inc.  ^",One stop,,L + 5.75,(a),,7.55,,09/2023,,5965,,,5965,,,0.3,,,5965,,,,,
590,"G & H Wire Company, Inc.",One stop,,L + 5.75,,,N/A  (6),,09/2022,,-,,,-,,,-,,,-,,,,,
591,"Immucor, Inc.+",Senior loan,,L + 5.00,(c),,6.94,,06/2021,,3585,,,3652,,,0.2,,,3579,,,,,
592,"Joerns Healthcare, LLC  ^*",One stop,,L + 6.00,(c),,7.91,,08/2024,,535,,,507,,,-,,,523,,,,,
593,"Joerns Healthcare, LLC  ^*",One stop,,L + 6.00,(c),,7.91,,08/2024,,514,,,506,,,-,,,503,,,,,
594,"Katena Holdings, Inc.  ^",One stop,,L + 5.50,(c),,7.44,,06/2021,,12830,,,12968,,,0.6,,,12830,,,,,
595,"Katena Holdings, Inc.  ^",One stop,,L + 5.50,(c),,7.44,,06/2021,,1253,,,1267,,,0.1,,,1253,,,,,
596,"Katena Holdings, Inc.  +",One stop,,L + 5.50,(c),,7.44,,06/2021,,937,,,928,,,-,,,937,,,,,
597,"Katena Holdings, Inc.",One stop,,L + 5.50,(c),,7.44,,06/2021,,858,,,866,,,-,,,858,,,,,
598,"Katena Holdings, Inc.",One stop,,P + 4.50,(f),,9.25,,06/2021,,80,,,81,,,-,,,80,,,,,
599,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,
600,"Healthcare, Education and Childcare - (continued)",,,,,,,,,,,,,,,,,,,,,,,,
601,"Krueger-Gilbert Health Physics, LLC  #!~",Senior loan,,L + 4.75,(c),,6.69,,05/2025,,,2377,,,,2363,,,0.1,,,,2377,,
602,"Krueger-Gilbert Health Physics, LLC",Senior loan,,L + 4.75,(c),,6.69,,05/2025,,1122,,,1167,,,0.1,,,1122,,,,,
603,"Krueger-Gilbert Health Physics, LLC",Senior loan,,L + 4.75,(b),,6.59,,05/2025,,421,,,419,,,-,,,421,,,,,
604,"Krueger-Gilbert Health Physics, LLC",Senior loan,,L + 4.75,,,N/A  (6),,05/2025,,-,,,-,,,-,,,-,,,,,
605,"Lombart Brothers, Inc.  ^*#+!~",One stop,,L + 6.25,(c),,8.19,,04/2023,,29181,,,29588,,,1.3,,,29181,,,,,
606,"Lombart Brothers, Inc.  ^(8)(9)",One stop,,L + 6.25,(c),,8.19,,04/2023,,3142,,,3185,,,0.1,,,3142,,,,,
607,"Lombart Brothers, Inc.",One stop,,P + 5.00,(f),,9.75,,04/2023,,116,,,115,,,-,,,116,,,,,
608,"Lombart Brothers, Inc.  (8)(9)",One stop,,L + 6.25,(c)(f),,8.84,,04/2023,,14,,,14,,,-,,,14,,,,,
609,"MD Now Holdings, Inc.  +",One stop,,L + 5.00,(c),,6.94,,08/2024,,14654,,,14838,,,0.7,,,14654,,,,,
610,"MD Now Holdings, Inc.  (5)",One stop,,L + 5.00,,,N/A  (6),,08/2024,,-,,,(1,,,-,,,-,,,,,
611,"MD Now Holdings, Inc.  (5)",One stop,,L + 5.00,,,N/A  (6),,08/2024,,-,,,(1,,,-,,,-,,,,,
612,"MWD Management, LLC & MWD Services, Inc.  *",One stop,,L + 5.25,(c),,7.19,,06/2023,,7070,,,7057,,,0.3,,,7000,,,,,
613,"MWD Management, LLC & MWD Services, Inc.  ^",One stop,,L + 5.25,(c),,7.19,,06/2023,,4551,,,4651,,,0.2,,,4505,,,,,
614,"MWD Management, LLC & MWD Services, Inc.  (5)",One stop,,L + 5.25,,,N/A  (6),,06/2022,,-,,,(1,,,-,,,(2,,,,,
615,"MWD Management, LLC & MWD Services, Inc.  (5)",One stop,,L + 5.25,,,N/A  (6),,06/2023,,-,,,-,,,-,,,(2,,,,,
616,"Oliver Street Dermatology Holdings, LLC  (7)",One stop,,L + 6.25,(c),,8.19,,05/2022,,19296,,,17761,,,0.6,,,13801,,,,,
617,"Oliver Street Dermatology Holdings, LLC  *(7)",One stop,,L + 6.25,(c),,8.19,,05/2022,,2239,,,1933,,,0.1,,,1601,,,,,
618,"Oliver Street Dermatology Holdings, LLC  (7)",One stop,,L + 6.25,(c),,8.19,,05/2022,,2122,,,1944,,,0.1,,,1517,,,,,
619,"Oliver Street Dermatology Holdings, LLC  ^+(7)",One stop,,L + 6.25,(c),,8.19,,05/2022,,1606,,,1386,,,0.1,,,1149,,,,,
