,new_Industry,Industry / Company,Investment Type,Interest Rate (20),Maturity Date,Par/Shares (12),Cost (29),Fair Value (1)(30),,
528,,"Telesoft Holdings, LLC",First Lien Secured Debt,"6.75 (3M L+575, 1.00 Floor)",12/16/25,22614,22171,22135,,
529,,"Telesoft Holdings, LLC",First Lien Secured Debt - Unfunded Revolver,0.50 Unfunded,12/16/25,2273,(44),(48),(8)(21)  (23),
530,,"Telesoft Holdings, LLC",22127,22087,,,,,,
531,ChargePoint,ChargePoint,,,,,,,,
532,,"ChargePoint, Inc.",First Lien Secured Debt,"7.80 (1M L+655, 1.25 Floor)",06/01/23,10500,10443,10497,(9),
533,ChyronHego Corporation,ChyronHego Corporation,,,,,,,,
534,,ChyronHego Corporation,First Lien Secured Debt,7.15 (P+390),03/09/20,34753,31751,31625,(27),
535,,ChyronHego Corporation,First Lien Secured Debt,7.93 (P+468),03/09/20,3725,3725,3650,(27),
536,,ChyronHego Corporation,First Lien Secured Debt,7.93 (P+468),03/09/20,34579,34438,28701,(27),
537,,ChyronHego Corporation,First Lien Secured Debt,7.93 (P+468),09/30/20,2000,2000,1960,,
538,,ChyronHego Corporation,First Lien Secured Debt - Revolver,7.15 (P+390),03/09/20,5050,5050,4848,(23)(27),
539,Digital Reasoning,Digital Reasoning,,,,,,,,
540,,"Digital Reasoning Systems, Inc.",First Lien Secured Debt,"8.25 (1M L+625, 2.00 Floor)",08/01/24,3750,3729,3744,(9),
541,,"Digital Reasoning Systems, Inc.",First Lien Secured Debt - Unfunded Delayed Draw,0.00 Unfunded,08/01/24,1250,(10),(2),(8)(9)  (21)(23),
542,,"Digital Reasoning Systems, Inc.",Warrants,N/A,N/A,"48,596 Shares",0,47,(9)(13)  (28),
543,,"Digital Reasoning Systems, Inc.",3719,3789,,,,,,
544,FiscalNote,FiscalNote,,,,,,,,
545,,"FiscalNote, Inc.",First Lien Secured Debt,"9.00 (1M L+800, 1.00 Floor)",08/21/23,28555,28111,27949,(9),
546,,"FiscalNote, Inc.",Preferred Equity - Series F Preferred Stock,N/A,N/A,"259,565 Shares",1500,750,(9)(13),
547,,"FiscalNote, Inc.",29611,28699,,,,,,
548,GoHealth,GoHealth,,,,,,,,
549,,"Norvax, LLC",First Lien Secured Debt,"7.50 (3M L+650, 1.00 Floor)",09/15/25,31500,30847,31289,(9),
550,,"Norvax, LLC",First Lien Secured Debt - Unfunded Revolver,0.50 Unfunded,09/13/24,3182,(63),(19),(8)(9)  (21)(23),
551,,"Norvax, LLC",30784,31270,,,,,,
552,"International Cruise & Excursion Gallery, Inc.","International Cruise & Excursion Gallery, Inc.",,,,,,,,
553,,"International Cruise & Excursion Gallery, Inc.",First Lien Secured Debt,"6.25 (6M L+525, 1.00 Floor)",06/06/25,14662,14464,13286,,
554,LabVantage Solutions,LabVantage Solutions,,,,,,,,
555,,LabVantage Solutions Inc.,First Lien Secured Debt,"8.50 (1M L+750, 1.00 Floor)",12/29/20,7938,7925,7938,,
556,,LabVantage Solutions Limited,First Lien Secured Debt,"8.50 (1M E+750, 1.00 Floor)",12/29/20,€,8735,9387,10243,(17)
557,,LabVantage Solutions Limited,First Lien Secured Debt - Unfunded Revolver,0.50 Unfunded,12/29/20,€,3435,1,0,(17)(21)  (23)
558,,LabVantage Solutions Limited,17313,18181,,,,,,
559,Magnitude Software,Magnitude Software,,,,,,,,
560,,New Amsterdam Software BidCo LLC,First Lien Secured Debt,"6.00 (3M L+500, 1.00 Floor)",05/01/26,6830,6721,6591,(9),
561,,New Amsterdam Software BidCo LLC,First Lien Secured Debt,"6.00 (3M E+500, 1.00 Floor)",05/01/26,€,734,810,831,(9)
562,,New Amsterdam Software BidCo LLC,First Lien Secured Debt - Unfunded Delayed Draw,1.00 Unfunded,05/01/26,2250,(18),(79),(8)(9)  (21)(23),
563,,New Amsterdam Software BidCo LLC,7513,7343,,,,,,
564,MYCOM,MYCOM,,,,,,,,
565,,Magnate Holding Corp.,First Lien Secured Debt,"6.75 (6M L+625 PIK, 0.50 Floor)",12/16/24,17423,17251,12252,(9)(17),
566,,Magnate Holding Corp.,First Lien Secured Debt - Revolver,"6.75 (6M L+625 PIK, 0.50 Floor)",12/14/23,2114,2114,1486,(9)(17)  (23),
567,,Magnate Holding Corp.,First Lien Secured Debt - Revolver,"6.83 (6M L+625 PIK, 0.50 Floor)",12/14/23,682,682,480,(9)(17)  (23),
568,,Magnate Holding Corp.,First Lien Secured Debt - Unfunded Revolver,1.75 Unfunded,12/14/23,416,(30),(124),(8)(9)  (17)(21)  (23),
569,,Magnate Holding Corp.,First Lien Secured Debt - Letter of Credit,6.25,04/22/21,145,0,(43),(8)(9)  (17)(23),
570,,Magnate Holding Corp.,20017,14051,,,,,,
571,"Omnitracs, LLC","Omnitracs, LLC",,,,,,,,
572,,"Omnitracs, LLC",First Lien Secured Debt - Unfunded Revolver,0.375 Unfunded,03/23/23,3750,(167),(336),(8)(21)  (23),
573,Schlesinger Group,Schlesinger Group,,,,,,,,
574,,"Schlesinger Global, LLC",First Lien Secured Debt,"7.00 (3M L+600, 1.00 Floor)",07/12/25,9936,9716,9668,(9),
575,,"Schlesinger Global, LLC",9716,9668,,,,,,
576,Simeio,Simeio,,,,,,,,
577,,"Simeio Group Holdings, Inc.",First Lien Secured Debt,"6.25 (1M L+525, 1.00 Floor)",01/30/26,8611,8496,8343,(9),
578,,"Simeio Group Holdings, Inc.",First Lien Secured Debt - Unfunded Revolver,0.50 Unfunded,01/30/26,1731,(23),(55),(8)(9)  (21)(23),
579,,"Simeio Group Holdings, Inc.",First Lien Secured Debt - Unfunded Delayed Draw,0.75 Unfunded,01/30/26,4615,(31),(150),(8)(9)  (21)(23),
580,,"Simeio Group Holdings, Inc.",8442,8138,,,,,,
581,Sirsi Corporation,Sirsi Corporation,,,,,,,,
582,,Sirsi Corporation,First Lien Secured Debt,"5.75 (1M L+475, 1.00 Floor)",03/15/24,6620,6552,6488,(9),
583,,Sirsi Corporation,First Lien Secured Debt - Unfunded Revolver,0.50 Unfunded,03/15/24,429,(4),(9),(8)(9)  (21)(23),
584,,Sirsi Corporation,6548,6479,,,,,,
585,Springbrook,Springbrook,,,,,,,,
586,,"Springbrook Holding Company, LLC",First Lien Secured Debt,"6.75 (3M L+575, 1.00 Floor)",12/23/26,9804,9655,9627,,
587,,"Springbrook Holding Company, LLC",First Lien Secured Debt - Unfunded Revolver,0.50 Unfunded,12/23/26,1463,(23),(26),(8)(21)  (23),
588,,"Springbrook Holding Company, LLC",First Lien Secured Debt - Unfunded Delayed Draw,0.50 Unfunded,12/23/26,3659,(32),(66),(8)(21)  (23),
589,,"Springbrook Holding Company, LLC",9600,9535,,,,,,
590,Telestream Holdings Corporation,Telestream Holdings Corporation,,,,,,,,
591,,Telestream Holdings Corporation,First Lien Secured Debt,"7.61 (3M L +645, 1.00 Floor)",03/24/22,37885,37739,37033,(18),
593,"Hotel, Gaming, Leisure, Restaurants","Hotel, Gaming, Leisure, Restaurants",,,,,,,,
594,Garden Fresh,Garden Fresh,,,,,,,,
595,,GFRC Holdings LLC,First Lien Secured Debt,"11.50 (1M L+1000 PIK, 1.50 Floor)",02/01/22,2647,2500,0,(13)(14),
597,Insurance,Insurance,,,,,,,,
598,PGM Holdings Corporation,PGM Holdings Corporation,,,,,,,,
599,,"Turbo Buyer, Inc.",First Lien Secured Debt,"6.70 (6M L+550, 1.00 Floor)",12/02/25,13982,13678,13716,(9),
600,,"Turbo Buyer, Inc.",First Lien Secured Debt - Unfunded Revolver,0.50 Unfunded,12/02/25,923,(20),(18),(8)(9)(21)  (23),
601,,"Turbo Buyer, Inc.",13658,13698,,,,,,
602,PIB Group,PIB Group,,,,,,,,
603,,Ivy Finco Limited,First Lien Secured Debt,5.89 (6M GBPL+550),07/21/25,£,1050,1277,1322,(9)(17)
604,,Ivy Finco Limited,First Lien Secured Debt,6.23 (6M GBPL+550),06/09/25,£,8836,10991,11120,(9)(17)
605,,Ivy Finco Limited,First Lien Secured Debt,5.55 (6M GBPL+550),07/21/25,£,2657,3352,3344,(9)(17)
606,,Ivy Finco Limited,First Lien Secured Debt,5.57 (2M GBPL+550),07/21/25,£,940,1104,1183,(9)(17)
607,,Ivy Finco Limited,First Lien Secured Debt,5.72 (6M GBPL+550),07/21/25,£,618,770,778,(9)(17)
608,,Ivy Finco Limited,First Lien Secured Debt,6.25 (6M GBPL+550),07/21/25,£,3399,4271,4277,(9)(17)
609,,Ivy Finco Limited,21765,22024,,,,,,
610,Relation Insurance,Relation Insurance,,,,,,,,
611,,"AQ Sunshine, Inc.",First Lien Secured Debt,"6.50 (6M L+550, 1.00 Floor)",04/15/25,17568,17357,17247,(9),
612,,"AQ Sunshine, Inc.",First Lien Secured Debt - Revolver,"6.50 (6M L+550, 1.00 Floor)",04/15/24,1059,1059,1042,(9)(23),
613,,"AQ Sunshine, Inc.",First Lien Secured Debt - Unfunded Revolver,0.50 Unfunded,04/15/24,79,(17),(1),(8)(9)  (21)(23),
614,,"AQ Sunshine, Inc.",First Lien Secured Debt - Letter of Credit,5.50,04/30/21,38,0,(1),(8)(9)  (23),
615,,"AQ Sunshine, Inc.",First Lien Secured Debt - Unfunded Delayed Draw,1.00 Unfunded,04/15/25,1047,(71),(19),(8)(9)  (21)(23),
616,,"AQ Sunshine, Inc.",18328,18268,,,,,,
618,"Manufacturing, Capital Equipment","Manufacturing, Capital Equipment",,,,,,,,
619,"AVAD, LLC","AVAD, LLC",,,,,,,,
620,,AVAD Canada Ltd.,First Lien Secured Debt - Revolver,"5.00 (1M L+400, 1.00 Floor)",10/02/23,563,563,553,(9)(23),
621,,AVAD Canada Ltd.,First Lien Secured Debt - Unfunded Revolver,0.50 Unfunded,10/02/23,771,(12),(13),(8)(9)  (21)(23),
622,,"AVAD, LLC",First Lien Secured Debt,"8.75 (1M L+775, 1.00 Floor)",10/02/23,7984,7885,7854,(9),
623,,"AVAD, LLC",First Lien Secured Debt - Revolver,"5.00 (1M L+400, 1.00 Floor)",10/02/23,7024,7024,6907,(9)(23),
624,,"AVAD, LLC",First Lien Secured Debt - Unfunded Revolver,0.50 Unfunded,10/02/23,11643,(188),(194),(8)(9)  (21)(23),
625,,"AVAD, LLC",15272,15107,,,,,,
626,Kauffman,Kauffman,,,,,,,,
627,,"Kauffman Holdco, LLC",Common Equity - Common Stock,N/A,N/A,"250,000 Shares",250,175,(9)(13),
628,,"Kauffman Intermediate, LLC",First Lien Secured Debt,"7.50 (3M L+650, 1.00 Floor)",05/08/25,16752,16494,16251,(9),
629,,"Kauffman Intermediate, LLC",First Lien Secured Debt - Revolver,"7.50 (1M L+650, 1.00 Floor)",05/08/25,155,155,151,(9)(23),
630,,"Kauffman Intermediate, LLC",First Lien Secured Debt - Unfunded Revolver,0.50 Unfunded,05/08/25,2253,(39),(68),(8)(9)  (21)(23),
631,,"Kauffman Intermediate, LLC",First Lien Secured Debt - Letter of Credit,6.50,07/25/21,155,0,(5),(8)(9)  (23),
632,,"Kauffman Intermediate, LLC",16860,16504,,,,,,
633,MedPlast Holdings Inc.,MedPlast Holdings Inc.,,,,,,,,
634,,MedPlast Holdings Inc.,Second Lien Secured Debt,7.90 (1M L+775),07/02/26,8000,7942,7590,,
636,Media – Diversified & Production,Media – Diversified & Production,,,,,,,,
637,New Wave Entertainment,New Wave Entertainment,,,,,,,,
638,,"NW Entertainment, Inc.",First Lien Secured Debt,"8.00 (1M L+700, 1.00 Floor)",08/16/24,23400,23036,22175,(9),
639,,"NW Entertainment, Inc.",First Lien Secured Debt - Revolver,"8.00 (1M L+700, 1.00 Floor)",08/16/24,3000,2954,2832,(9)(23),
640,,"NW Entertainment, Inc.",First Lien Secured Debt - Unfunded Delayed Draw,1.00 Unfunded,08/16/24,3000,(46),(157),(8)(9)  (21)(23),
641,,"NW Entertainment, Inc.",25944,24850,,,,,,
642,Nitro World Entertainment,Nitro World Entertainment,,,,,,,,
643,,NWE OPCO LP,First Lien Secured Debt,"8.50 (1M L+650, 2.00 Floor)",12/19/22,4938,4919,4726,(9),
644,Sonar Entertainment,Sonar Entertainment,,,,,,,,
645,,"Sonar Entertainment, Inc.",First Lien Secured Debt,"8.85 (1M L+760, 1.25 Floor)",11/15/21,7453,7405,7323,(9),
646,,"Sonar Entertainment, Inc.",First Lien Secured Debt - Revolver,"8.85 (1M L+760, 1.25 Floor)",11/15/21,3361,3361,3302,(9)(23),
647,,"Sonar Entertainment, Inc.",First Lien Secured Debt - Unfunded Revolver,0.50 Unfunded,11/15/21,19470,(149),(341),(8)(9)  (21)(23),
648,,"Sonar Entertainment, Inc.",10617,10284,,,,,,
650,Metals & Mining,Metals & Mining,,,,,,,,
651,"Magnetation, LLC","Magnetation, LLC",,,,,,,,
652,,"Magnetation, LLC",First Lien Secured Debt,9.91 (6M L+800 Cash (PIK Toggle)),12/31/19,1213,581,0,(13)(14)  (26),
654,Retail,Retail,,,,,,,,
655,IPS,IPS,,,,,,,,
656,,"SI Holdings, Inc.",First Lien Secured Debt,"6.75 (3M L+575, 1.00 Floor)",07/25/25,31482,30964,30802,(9),
657,,"SI Holdings, Inc.",First Lien Secured Debt - Revolver,"6.75 (3M L+575, 1.00 Floor)",07/25/24,853,853,838,(9)(23),
658,,"SI Holdings, Inc.",First Lien Secured Debt - Unfunded Revolver,0.50 Unfunded,07/25/24,2560,(52),(46),(8)(9)  (21)(23),
659,,"SI Holdings, Inc.",31765,31594,,,,,,
660,Rapid Displays,Rapid Displays,,,,,,,,
661,,Rapid Displays Acquisition Corporation,First Lien Secured Debt,"6.00 (3M L+500, 1.00 Floor)",07/01/25,11261,11087,10828,(9),
662,,Rapid Displays Acquisition Corporation,First Lien Secured Debt - Unfunded Revolver,0.50 Unfunded,07/01/25,1154,(18),(48),(8)(9)  (21)(23),
663,,Rapid Displays Acquisition Corporation,First Lien Secured Debt - Unfunded Delayed Draw,1.00 Unfunded,07/01/25,1154,(14),(44),(8)(9)  (21)(23),
664,,Rapid Displays Acquisition Corporation,11055,10736,,,,,,
666,Telecommunications,Telecommunications,,,,,,,,
667,IPC Corporation,IPC Corporation,,,,,,,,
668,,IPC Corporation,First Lien Secured Debt,5.26 (3M L+500),08/06/21,10000,9974,9096,(9),
669,,IPC Information Systems UK Holdings Limited,First Lien Secured Debt,"7.50 (3M L+650, 1.00 Floor)",08/06/21,1405,1375,1333,(9)(17),
670,,IPC Information Systems UK Holdings Limited,11349,10429,,,,,,
671,"Securus Technologies Holdings, Inc.","Securus Technologies Holdings, Inc.",,,,,,,,
672,,"Securus Technologies Holdings, Inc.",Second Lien Secured Debt,"9.25 (6M L+825, 1.00 Floor)",11/01/25,12878,12796,10946,,
674,"Transportation – Cargo, Distribution","Transportation – Cargo, Distribution",,,,,,,,
675,"Dynamic Product Tankers (Prime), LLC","Dynamic Product Tankers (Prime), LLC",,,,,,,,
676,,"Dynamic Product Tankers, LLC (5)",Unsecured Debt,5.31 (6M L+500),07/31/24,22000,22000,22000,(17),
677,,"Dynamic Product Tankers, LLC (5)",Common Equity - Class A Units,N/A,N/A,N/A,49806,27077,(13)(17)  (24)(28),
678,,"Dynamic Product Tankers, LLC (5)",71806,49077,,,,,,
679,Heniff and Superior,Heniff and Superior,,,,,,,,
680,,"Heniff Holdco, LLC",First Lien Secured Debt,"6.75 (1M L+575, 1.00 Floor)",12/03/26,30919,30359,29683,(9),
681,,"Heniff Holdco, LLC",First Lien Secured Debt - Revolver,"6.75 (3M L+575, 1.00 Floor)",12/03/24,1308,1308,1271,(9)(23),
682,,"Heniff Holdco, LLC",First Lien Secured Debt - Unfunded Revolver,0.50 Unfunded,12/03/24,2262,(65),(65),(8)(9)  (21)(23),
683,,"Heniff Holdco, LLC",First Lien Secured Debt - Letters of Credit,5.75,02/05/21 - 02/06/21,355,0,(11),(8)(9)  (23),
684,,"Heniff Holdco, LLC",31602,30878,,,,,,
685,MSEA Tankers LLC,MSEA Tankers LLC,,,,,,,,
686,,MSEA Tankers LLC (5),Common Equity - Class A Units,N/A,N/A,N/A,59621,57662,(17)(25)  (28),
688,Wholesale,Wholesale,,,,,,,,
689,Banner Solutions,Banner Solutions,,,,,,,,
690,,"Banner Buyer, LLC",First Lien Secured Debt,"6.75 (1M L+575, 1.00 Floor)",10/31/25,73,72,71,(9),
691,,"Banner Buyer, LLC",First Lien Secured Debt,"6.75 (12M L+575, 1.00 Floor)",10/31/25,12414,12229,12156,(9),
692,,"Banner Buyer, LLC",First Lien Secured Debt - Revolver,"6.75 (1M L+575, 1.00 Floor)",10/31/25,387,387,379,(9)(23),
693,,"Banner Buyer, LLC",First Lien Secured Debt - Unfunded Revolver,0.50 Unfunded,10/31/25,1548,(29),(33),(8)(9)  (21)(23),
694,,"Banner Buyer, LLC",First Lien Secured Debt - Unfunded Delayed Draw,0.75 Unfunded,10/31/25,5484,(41),(114),(8)(9)  (21)(23),
695,,"Banner Parent Holdings, Inc",Common Equity - Common Stock,N/A,N/A,"5,000 Shares",500,457,(9)(13)  (28),
