,Company,Business Description,Investment,Interest,Acquisition Date,Amortized Cost,Fair Value
320,"Plantation Products, LLC, Seed Holdings, Inc. and Flora Parent, Inc.",Provider of branded lawn and garden products,Second lien senior secured loan ($54.0 par due 6/2021),9.22% (Libor + 7.99%/Q),12/23/2014,53.7,54.0
321,"Plantation Products, LLC, Seed Holdings, Inc. and Flora Parent, Inc.",Provider of branded lawn and garden products,Second lien senior secured loan ($10.0 par due 6/2021),9.22% (Libor + 7.99%/Q),12/23/2014,10.0,10.0
322,"Plantation Products, LLC, Seed Holdings, Inc. and Flora Parent, Inc.",Provider of branded lawn and garden products,"Common stock (30,000 shares)",0,12/23/2014,3.0,5.3
323,"Rug Doctor, LLC and RD Holdco Inc. (8)",Manufacturer and marketer of carpet cleaning machines,Second lien senior secured loan ($16.9 par due 12/2018),11.25% (Libor + 9.75%/Q),1/3/2017,16.9,16.9
324,"Rug Doctor, LLC and RD Holdco Inc. (8)",Manufacturer and marketer of carpet cleaning machines,"Common stock (458,596 shares)",0,1/3/2017,14.0,8.7
325,"Rug Doctor, LLC and RD Holdco Inc. (8)",Manufacturer and marketer of carpet cleaning machines,"Warrant to purchase up to 56,372 shares of common stock (expires 12/2023)",0,1/3/2017,0.0,0.0
326,"S Toys Holdings LLC (fka The Step2 Company, LLC) (8)",Toy manufacturer,"Common units (1,116,879 units)",0,4/1/2011,0.0,0.5
327,"S Toys Holdings LLC (fka The Step2 Company, LLC) (8)",Toy manufacturer,"Class B common units (126,278,000 units)",0,10/30/2014,0.0,0.0
328,"S Toys Holdings LLC (fka The Step2 Company, LLC) (8)",Toy manufacturer,"Warrant to purchase up to 3,157,895 units",0,4/1/2010,0.0,0.0
329,SHO Holding I Corporation,Manufacturer and distributor of slip resistant footwear,Second lien senior secured loan ($100.0 par due 4/2023),9.73% (Libor + 8.50%/Q),10/27/2015,98.0,97.0
330,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (7)","Developer, marketer and distributor of sports protection equipment and accessories",Second lien senior secured loan ($89.4 par due 10/2021),11.60% (Libor + 10.50%/Q),4/22/2015,89.3,86.7
331,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (7)","Developer, marketer and distributor of sports protection equipment and accessories","Class A preferred units (50,000 units)",0,3/14/2014,5.0,3.2
332,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (7)","Developer, marketer and distributor of sports protection equipment and accessories","Class C preferred units (50,000 units)",0,4/22/2015,5.0,3.2
333,"Varsity Brands Holding Co., Inc., Hercules Achievement, Inc., Hercules Achievement Holdings, Inc. and Hercules VB Holdings, Inc.","Leading manufacturer and distributor of textiles, apparel & luxury goods",Second lien senior secured loan ($25.0 par due 12/2022),9.83% (Libor + 8.75%/Q),10/28/2016,25.0,25.0
334,"Varsity Brands Holding Co., Inc., Hercules Achievement, Inc., Hercules Achievement Holdings, Inc. and Hercules VB Holdings, Inc.","Leading manufacturer and distributor of textiles, apparel & luxury goods",Second lien senior secured loan ($1.6 par due 12/2022),9.98% (Libor + 8.75%/Q),12/11/2014,1.6,1.6
335,"Varsity Brands Holding Co., Inc., Hercules Achievement, Inc., Hercules Achievement Holdings, Inc. and Hercules VB Holdings, Inc.","Leading manufacturer and distributor of textiles, apparel & luxury goods",Second lien senior secured loan ($54.0 par due 12/2022),9.98% (Libor + 8.75%/Q),12/11/2014,53.6,54.0
336,"Varsity Brands Holding Co., Inc., Hercules Achievement, Inc., Hercules Achievement Holdings, Inc. and Hercules VB Holdings, Inc.","Leading manufacturer and distributor of textiles, apparel & luxury goods",Second lien senior secured loan ($91.7 par due 12/2022),9.98% (Libor + 8.75%/Q),12/11/2014,91.1,91.7
337,"Varsity Brands Holding Co., Inc., Hercules Achievement, Inc., Hercules Achievement Holdings, Inc. and Hercules VB Holdings, Inc.","Leading manufacturer and distributor of textiles, apparel & luxury goods","Common stock (3,353,370 shares)",0,12/11/2014,3.4,4.7
338,"Varsity Brands Holding Co., Inc., Hercules Achievement, Inc., Hercules Achievement Holdings, Inc. and Hercules VB Holdings, Inc.","Leading manufacturer and distributor of textiles, apparel & luxury goods","Common stock (3,353,371 shares)",0,12/11/2014,4.1,4.7
339,Wonder Holdings Acquisition Corp.,Developer and marketer of OTC healthcare products,"Warrant to purchase up to 1,654,678 shares of common stock (expires 6/2021)",0,7/27/2011,0.0,0.4
340,"Woodstream Group, Inc. and Woodstream Corporation (22)",Pet products manufacturer,First lien senior secured loan ($8.2 par due 5/2022),7.53% (Libor + 6.25%/Q),6/21/2017,8.2,8.2
341,American Residential Services L.L.C.,"Heating, ventilation and air conditioning services provider",Second lien senior secured loan ($67.0 par due 12/2022),9.23% (Libor + 8.00%/Q),6/30/2014,66.7,67.0
342,"Associated Asphalt Partners, LLC","Provider of asphalt terminalling, storage and distribution",First lien senior secured loan ($4.3 par due 4/2024),6.48% (Libor + 5.25%/Q),3/30/2017,4.3,4.3
343,"Champion Parent Corporation and Calera XVI, LLC (8)(22)",Endurance sports media and event operator,First lien senior secured revolving loan ($0.1 par due 11/2018),0,11/30/2012,0.1,0.1
344,"Champion Parent Corporation and Calera XVI, LLC (8)(22)",Endurance sports media and event operator,First lien senior secured loan ($0.9 par due 11/2018),0,11/30/2012,0.9,0.9
345,"Champion Parent Corporation and Calera XVI, LLC (8)(22)",Endurance sports media and event operator,"Preferred shares (18,875 shares)",0,3/25/2016,0.0,0.0
346,"Champion Parent Corporation and Calera XVI, LLC (8)(22)",Endurance sports media and event operator,"Membership units (2,522,512 units)",0,11/30/2012,0.0,0.0
347,"Champion Parent Corporation and Calera XVI, LLC (8)(22)",Endurance sports media and event operator,"Common shares (114,000 shares)",0,3/25/2016,0.0,0.0
348,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (7)(22)",Provider of outsourced healthcare linen management solutions,First lien senior secured revolving loan,0,3/13/2014,0.0,0.0
349,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (7)(22)",Provider of outsourced healthcare linen management solutions,First lien senior secured loan ($5.8 par due 12/2021),7.48% (Libor + 6.25%/Q),3/13/2014,5.8,5.8
350,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (7)(22)",Provider of outsourced healthcare linen management solutions,First lien senior secured loan ($5.2 par due 12/2021),7.48% (Libor + 6.25%/Q),3/13/2014,5.2,5.2
351,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (7)(22)",Provider of outsourced healthcare linen management solutions,First lien senior secured loan ($2.0 par due 12/2021),7.46% (Libor + 6.25%/Q),4/6/2017,2.0,2.0
352,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (7)(22)",Provider of outsourced healthcare linen management solutions,"Class A preferred units (2,475,000 units)",0,3/13/2014,2.5,3.4
353,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (7)(22)",Provider of outsourced healthcare linen management solutions,"Class B common units (275,000 units)",0,3/13/2014,0.3,0.4
354,CST Buyer Company (d/b/a Intoxalock) (22),Provider of ignition interlock devices,First lien senior secured loan ($14.8 par due 3/2023),7.61% (Libor + 6.25%/Q),3/1/2017,14.5,14.7
355,"Dwyer Acquisition Parent, Inc. and TDG Group Holding Company",Operator of multiple franchise concepts primarily related to home maintenance or repairs,Senior subordinated loan ($23.5 par due 2/2020),11.00%,5/1/2017,23.5,23.5
356,"Dwyer Acquisition Parent, Inc. and TDG Group Holding Company",Operator of multiple franchise concepts primarily related to home maintenance or repairs,Senior subordinated loan ($31.5 par due 2/2020),11.00%,6/12/2015,31.5,31.5
357,"Dwyer Acquisition Parent, Inc. and TDG Group Holding Company",Operator of multiple franchise concepts primarily related to home maintenance or repairs,Senior subordinated loan ($52.7 par due 2/2020),11.00%,8/15/2014,52.7,52.7
358,"Dwyer Acquisition Parent, Inc. and TDG Group Holding Company",Operator of multiple franchise concepts primarily related to home maintenance or repairs,"Common stock (32,843 shares)",0,8/15/2014,2.2,4.7
359,"Massage Envy, LLC and ME Equity LLC (22)",Franchisor in the massage industry,First lien senior secured revolving loan ($1.5 par due 9/2020),7.97% (Libor + 6.75%/Q),6/28/2017,1.5,1.5
360,"Massage Envy, LLC and ME Equity LLC (22)",Franchisor in the massage industry,First lien senior secured loan ($1.0 par due 9/2020),7.97% (Libor + 6.75%/Q),4/12/2017,1.0,1.0
361,"Massage Envy, LLC and ME Equity LLC (22)",Franchisor in the massage industry,First lien senior secured loan ($0.1 par due 9/2020),8.00% (Libor + 6.75%/Q),4/12/2017,0.1,0.1
362,"Massage Envy, LLC and ME Equity LLC (22)",Franchisor in the massage industry,First lien senior secured loan ($38.7 par due 9/2020),8.05% (Libor + 6.75%/Q),9/27/2012,38.7,38.7
363,"Massage Envy, LLC and ME Equity LLC (22)",Franchisor in the massage industry,First lien senior secured loan ($18.8 par due 9/2020),8.05% (Libor + 6.75%/Q),9/27/2012,18.8,18.8
364,"Massage Envy, LLC and ME Equity LLC (22)",Franchisor in the massage industry,"Common stock (3,000,000 shares)",0,9/27/2012,3.0,3.8
365,"McKenzie Sports Products, LLC (22)","Designer, manufacturer and distributor of hunting-related supplies",First lien senior secured loan ($0.8 par due 9/2020),4.98% (Libor + 3.75%/Q),9/18/2014,0.8,0.8
366,"McKenzie Sports Products, LLC (22)","Designer, manufacturer and distributor of hunting-related supplies",First lien senior secured loan ($4.7 par due 9/2020),5.05% (Libor + 3.75%/Q),9/18/2014,4.7,4.7
367,"McKenzie Sports Products, LLC (22)","Designer, manufacturer and distributor of hunting-related supplies",First lien senior secured loan ($84.5 par due 9/2020),9.26% (Libor + 8.26%/Q),9/18/2014,84.5,83.7
368,"OpenSky Project, Inc. and OSP Holdings, Inc.",Social commerce platform operator,"Warrant to purchase up to 159,496 shares of Series D preferred stock (expires 4/2025)",0,6/29/2015,0.0,0.0
369,"Osmose Utilities Services, Inc. (22)",Provider of structural integrity management services to transmission and distribution infrastructure,Second lien senior secured loan ($34.0 par due 8/2023),9.05% (Libor + 7.75%/Q),1/3/2017,33.3,34.0
370,"Osmose Utilities Services, Inc. (22)",Provider of structural integrity management services to transmission and distribution infrastructure,Second lien senior secured loan ($25.0 par due 8/2023),9.05% (Libor + 7.75%/Q),9/3/2015,24.7,25.0
371,"SocialFlow, Inc.",Social media optimization platform provider,First lien senior secured loan ($3.5 par due 8/2019),9.55% (Libor + 8.50%/M),1/29/2016,3.4,3.5
372,"SocialFlow, Inc.",Social media optimization platform provider,"Warrant to purchase up to 215,331 shares of Series C preferred stock (expires 1/2026)",0,1/13/2016,0.0,0.0
373,SoundCloud Limited (9)(22),"Platform for receiving, sending, and distributing music",First lien senior secured loan ($27.5 par due 9/2020),11.72% (Libor + 10.50%/M),3/15/2017,26.4,27.5
374,SoundCloud Limited (9)(22),"Platform for receiving, sending, and distributing music",First lien senior secured loan ($2.5 par due 9/2020),11.72% (Libor + 10.50%/M),5/19/2017,2.4,2.5
375,SoundCloud Limited (9)(22),"Platform for receiving, sending, and distributing music","Warrant to purchase up to 13,165 shares of Series E preferred stock (expires 3/2027)",0,3/15/2017,0.4,0.1
376,Spin HoldCo Inc.,Laundry service and equipment provider,Second lien senior secured loan ($175.0 par due 5/2023),8.75% (Libor + 7.75%/Q),6/23/2017,175.0,175.0
377,Tyden Cayman Holdings Corp. (9),"Producer and marketer of global cargo security, product identification and traceability products and utility meter products","Preferred stock (46,276 shares)",0,1/3/2017,0.4,0.4
378,Tyden Cayman Holdings Corp. (9),"Producer and marketer of global cargo security, product identification and traceability products and utility meter products","Common stock (5,521,203 shares)",0,1/3/2017,2.0,2.0
379,"U.S. Security Associates Holdings, Inc",Security guard service provider,Second lien senior secured loan ($25.0 par due 7/2018),11.00%,11/24/2015,25.0,25.0
380,WASH Multifamily Acquisition Inc. and Coinamatic Canada Inc.,Laundry service and equipment provider,Second lien senior secured loan ($3.7 par due 5/2023),8.23% (Libor + 7.00%/Q),5/14/2015,3.7,3.7
381,WASH Multifamily Acquisition Inc. and Coinamatic Canada Inc.,Laundry service and equipment provider,Second lien senior secured loan ($21.3 par due 5/2023),8.23% (Libor + 7.00%/Q),5/14/2015,21.0,21.1
382,Wrench Group LLC,Provider of essential home services to residential customers,First lien senior secured loan ($4.0 par due 3/2022),6.55% (Libor + 5.25%/Q),1/31/2017,4.0,4.0
383,"AllBridge Financial, LLC (8)",Asset management services,Equity interests,0,4/1/2010,0.0,0.0
384,Callidus Capital Corporation (8),Asset management services,Common stock (100 shares),0,4/1/2010,3.0,1.7
385,Ciena Capital LLC (8)(22),Real estate and small business loan servicer,First lien senior secured revolving loan ($14.0 par due 12/2017),6.00%,11/29/2010,14.0,14.0
386,Ciena Capital LLC (8)(22),Real estate and small business loan servicer,Equity interests,0,11/29/2010,35.0,26.5
387,"Commercial Credit Group, Inc.",Commercial equipment finance and leasing company,Senior subordinated loan ($28.0 par due 8/2022),11.00% (Libor + 9.75%/Q),5/10/2012,28.0,28.0
388,"Financial Asset Management Systems, Inc. and FAMS Holdings, Inc. (7)",Debt collection services provider,Common stock (180 shares),0,1/11/2017,0.0,0.0
389,"Gordian Group, LLC","Provider of products, services and software to organizations pursuing efficient and effective procurement and information solutions",Common stock (526 shares),0,11/30/2012,0.0,0.0
390,Imperial Capital Group LLC,Investment services,"Class A common units (29,811 units)",0,5/10/2007,7.2,11.5
391,Imperial Capital Group LLC,Investment services,"2006 Class B common units (9,767 units)",0,5/10/2007,0.0,0.0
392,Imperial Capital Group LLC,Investment services,"2007 Class B common units (1,218 units)",0,5/10/2007,0.0,0.0
393,"Ivy Hill Asset Management, L.P. (8)(10)",Asset management services,Member interest (100.00% interest),0,6/15/2009,244.0,304.7
394,"Javlin Three LLC, Javlin Four LLC, and Javlin Five LLC (10)",Asset-backed financial services company,First lien senior secured loan ($21.5 par due 6/2017),11.05% (Libor + 10.00%/Q),6/24/2014,21.5,18.3
395,"LSQ Funding Group, L.C. and LM LSQ Investors LLC (10)",Asset based lender,Senior subordinated loan ($3.0 par due 6/2021),10.50%,6/15/2017,3.0,3.0
396,"LSQ Funding Group, L.C. and LM LSQ Investors LLC (10)",Asset based lender,Senior subordinated loan ($27.0 par due 6/2021),10.50%,6/25/2015,27.0,27.0
397,"LSQ Funding Group, L.C. and LM LSQ Investors LLC (10)",Asset based lender,"Membership units (3,275,000 units)",0,6/25/2015,3.3,3.8
398,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc. (8)",Restaurant owner and operator,First lien senior secured loan ($3.4 par due 12/2018),19.25% PIK (Libor + 18.00%/Q),12/22/2016,3.4,3.4
399,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc. (8)",Restaurant owner and operator,First lien senior secured loan ($44.5 par due 12/2018),0,11/27/2006,39.9,11.3
400,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc. (8)",Restaurant owner and operator,Promissory note ($27.4 par due 12/2023),0,11/27/2006,13.8,0.0
401,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc. (8)",Restaurant owner and operator,Warrant to purchase up to 0.95 units of Series D common stock (expires 12/2023),0,12/18/2013,0.0,0.0
402,"Benihana, Inc. (22)",Restaurant owner and operator,First lien senior secured revolving loan ($0.7 par due 7/2018),10.00% (Base Rate + 5.75%/Q),8/21/2012,0.7,0.7
403,"Benihana, Inc. (22)",Restaurant owner and operator,First lien senior secured revolving loan ($0.8 par due 7/2018),8.30% (Libor + 7.00%/Q),8/21/2012,0.8,0.8
404,"Benihana, Inc. (22)",Restaurant owner and operator,First lien senior secured loan ($0.3 par due 1/2019),8.25% (Libor + 7.00%/Q),12/28/2016,0.3,0.3
405,"Benihana, Inc. (22)",Restaurant owner and operator,First lien senior secured loan ($4.8 par due 1/2019),8.25% (Libor + 7.00%/Q),8/21/2012,4.8,4.6
406,"Cozzini Bros., Inc. and BH-Sharp Holdings LP (22)",Provider of commercial knife sharpening and cutlery services in the restaurant industry,First lien senior secured revolving loan ($1.0 par due 3/2023),6.62% (Libor + 5.50%/Q),3/10/2017,1.0,1.0
407,"Cozzini Bros., Inc. and BH-Sharp Holdings LP (22)",Provider of commercial knife sharpening and cutlery services in the restaurant industry,First lien senior secured loan ($17.8 par due 3/2023),6.62% (Libor + 5.50%/Q),3/10/2017,17.8,17.6
408,"Cozzini Bros., Inc. and BH-Sharp Holdings LP (22)",Provider of commercial knife sharpening and cutlery services in the restaurant industry,First lien senior secured loan ($4.6 par due 3/2023),6.62% (Libor + 5.50%/Q),3/10/2017,4.6,4.6
409,"Cozzini Bros., Inc. and BH-Sharp Holdings LP (22)",Provider of commercial knife sharpening and cutlery services in the restaurant industry,"Common units (2,950,000 units)",0,3/10/2017,3.0,2.8
410,"DineInFresh, Inc.",Meal-delivery provider,First lien senior secured loan ($3.3 par due 7/2018),10.02% (Libor + 8.75%/M),12/19/2014,3.2,3.3
411,"DineInFresh, Inc.",Meal-delivery provider,"Warrant to purchase up to 143,079 shares of Series A preferred stock (expires 12/2024)",0,12/19/2014,0.0,0.0
412,Garden Fresh Restaurant Corp. and GFRC Holdings LLC (8)(22),Restaurant owner and operator,First lien senior secured revolving loan ($1.4 par due 2/2022),10.50% (Libor + 9.00%/Q),4/26/2017,1.4,1.4
413,Garden Fresh Restaurant Corp. and GFRC Holdings LLC (8)(22),Restaurant owner and operator,First lien senior secured loan ($40.1 par due 2/2022),10.50% (Libor + 9.00%/Q),10/3/2013,40.1,40.1
414,Garden Fresh Restaurant Corp. and GFRC Holdings LLC (8)(22),Restaurant owner and operator,"Class A units (42,433,125 shares)",0,2/1/2017,0.0,1.2
415,"Global Franchise Group, LLC and GFG Intermediate Holding, Inc.",Worldwide franchisor of quick service restaurants,First lien senior secured loan ($58.7 par due 12/2019),10.45% (Libor + 9.15%/Q),12/18/2014,58.7,58.7
416,"Heritage Food Service Group, Inc. and WCI-HFG Holdings, LLC",Distributor of repair and replacement parts for commercial kitchen equipment,Second lien senior secured loan ($31.6 par due 10/2022),9.80% (Libor + 8.50%/Q),10/20/2015,31.6,31.6
417,"Heritage Food Service Group, Inc. and WCI-HFG Holdings, LLC",Distributor of repair and replacement parts for commercial kitchen equipment,"Preferred units (3,000,000 units)",0,10/20/2015,3.0,3.5
418,"Orion Foods, LLC (8)",Convenience food service retailer,First lien senior secured loan ($1.2 par due 9/2015),0,4/1/2010,1.2,0.5
419,"Orion Foods, LLC (8)",Convenience food service retailer,Second lien senior secured loan ($19.4 par due 9/2015),0,4/1/2010,0.0,0.0
420,"Orion Foods, LLC (8)",Convenience food service retailer,"Preferred units (10,000 units)",0,10/28/2010,0.0,0.0
421,"Orion Foods, LLC (8)",Convenience food service retailer,"Class A common units (25,001 units)",0,4/1/2010,0.0,0.0
422,"Orion Foods, LLC (8)",Convenience food service retailer,"Class B common units (1,122,452 units)",0,4/1/2010,0.0,0.0
423,"OTG Management, LLC (22)",Airport restaurant operator,First lien senior secured loan ($4.9 par due 8/2021),9.70% (Libor + 8.50%/Q),8/26/2016,4.9,4.9
424,"OTG Management, LLC (22)",Airport restaurant operator,First lien senior secured loan ($1.6 par due 8/2021),9.74% (Libor + 8.50%/Q),8/26/2016,1.6,1.6
425,"OTG Management, LLC (22)",Airport restaurant operator,First lien senior secured loan ($97.8 par due 8/2021),9.70% (Libor + 8.50%/Q),8/26/2016,97.8,97.8
426,"OTG Management, LLC (22)",Airport restaurant operator,Senior subordinated loan ($23.2 par due 2/2022),17.50%,8/26/2016,23.0,23.2
427,"OTG Management, LLC (22)",Airport restaurant operator,"Class A preferred units (3,000,000 units)",0,8/26/2016,30.0,32.4
428,"OTG Management, LLC (22)",Airport restaurant operator,"Common units (3,000,000 units)",0,1/5/2011,3.0,9.6
429,"OTG Management, LLC (22)",Airport restaurant operator,Warrant to purchase up to 7.73% of common units (expires 6/2018),0,6/19/2008,0.1,21.1
430,"OTG Management, LLC (22)",Airport restaurant operator,Warrant to purchase 0.60% of the common units deemed outstanding (expires 12/2018),0,8/29/2016,0.0,0.0
431,"Restaurant Holding Company, LLC",Fast food restaurant operator,First lien senior secured loan ($33.8 par due 2/2019),8.98% (Libor + 7.75%/Q),3/13/2014,33.7,33.1
432,"Restaurant Technologies, Inc. (22)",Provider of bulk cooking oil management services to the restaurant and fast food service industries,First lien senior secured revolving loan ($0.2 par due 11/2021),8.25% (Base Rate + 4.00%/Q),11/23/2016,0.2,0.2
433,"Restaurant Technologies, Inc. (22)",Provider of bulk cooking oil management services to the restaurant and fast food service industries,First lien senior secured revolving loan ($1.3 par due 11/2021),8.25% (Base Rate + 4.00%/Q),11/23/2016,1.3,1.3
434,"Alphabet Energy, Inc.",Technology developer to convert waste-heat into electricity,First lien senior secured loan ($3.4 par due 8/2017),0,12/16/2013,3.3,2.4
435,"Alphabet Energy, Inc.",Technology developer to convert waste-heat into electricity,"Series 1B preferred stock (12,976 shares)",0,6/21/2016,0.2,0.0
436,"Alphabet Energy, Inc.",Technology developer to convert waste-heat into electricity,"Warrant to purchase up to 125,000 shares of Series 2 preferred stock (expires 12/2023)",0,6/30/2016,0.1,0.0
437,"CPV Maryland Holding Company II, LLC",Gas turbine power generation facilities operator,Senior subordinated loan ($45.0 par due 12/2020),"5.00% Cash, 5.00% PIK",8/8/2014,45.0,41.6
438,"CPV Maryland Holding Company II, LLC",Gas turbine power generation facilities operator,Warrant to purchase up to 4 units of common stock (expires 8/2018),0,8/8/2014,0.0,0.0
439,"DESRI VI Management Holdings, LLC",Wind power generation facility operator,Senior subordinated loan ($13.9 par due 12/2021),10.00%,12/24/2014,13.9,13.9
440,"Green Energy Partners, Stonewall LLC and Panda Stonewall Intermediate Holdings II LLC",Gas turbine power generation facilities operator,First lien senior secured loan ($25.0 par due 11/2021),6.80% (Libor + 5.50%/Q),11/13/2014,24.8,23.4
441,"Green Energy Partners, Stonewall LLC and Panda Stonewall Intermediate Holdings II LLC",Gas turbine power generation facilities operator,Senior subordinated loan ($20.1 par due 12/2021),"8.00% Cash, 5.25% PIK",11/13/2014,20.1,18.8
442,"Green Energy Partners, Stonewall LLC and Panda Stonewall Intermediate Holdings II LLC",Gas turbine power generation facilities operator,Senior subordinated loan ($93.8 par due 12/2021),"8.00% Cash, 5.25% PIK",11/13/2014,93.8,87.9
443,"Joule Unlimited Technologies, Inc. and Stichting Joule Global Foundation",Renewable fuel and chemical production developer,First lien senior secured loan ($8.5 par due 10/2018),0,3/31/2015,8.1,1.4
444,"Joule Unlimited Technologies, Inc. and Stichting Joule Global Foundation",Renewable fuel and chemical production developer,"Warrant to purchase up to 32,051 shares of Series C-2 preferred stock (expires 7/2023)",0,7/25/2013,0.0,0.0
445,"La Paloma Generating Company, LLC","Natural gas fired, combined cycle plant operator",Second lien senior secured loan ($10.0 par due 2/2020),0,2/20/2014,8.8,0.0
446,Moxie Patriot LLC,Gas turbine power generation facilities operator,First lien senior secured loan ($34.1 par due 12/2020),7.05% (Libor + 5.75%/Q),12/19/2013,33.9,31.9
447,"Noonan Acquisition Company, LLC",Gas turbine power generation facilities operator,Senior subordinated loan ($19.1 par due 10/2017),10.25% PIK,7/22/2016,19.1,19.1
448,Panda Liberty LLC (fka Moxie Liberty LLC),Gas turbine power generation facilities operator,First lien senior secured loan ($5.0 par due 8/2020),7.80% (Libor + 6.50%/Q),5/8/2017,4.6,4.7
449,Panda Liberty LLC (fka Moxie Liberty LLC),Gas turbine power generation facilities operator,First lien senior secured loan ($34.5 par due 8/2020),7.80% (Libor + 6.50%/Q),8/21/2013,34.3,32.3
450,"Panda Temple Power II, LLC",Gas turbine power generation facilities operator,First lien senior secured loan ($19.7 par due 4/2019),7.30% (Libor + 6.00%/Q),4/3/2013,19.6,17.7
451,"Panda Temple Power, LLC",Gas turbine power generation facilities operator,First lien senior secured revolving loan ($2.3 par due 4/2018),12.25% (Base Rate + 8.00%/Q),4/28/2017,2.3,2.3
452,"Panda Temple Power, LLC",Gas turbine power generation facilities operator,First lien senior secured loan ($24.8 par due 3/2022),0,3/6/2015,23.6,17.9
453,PERC Holdings 1 LLC,"Operator of recycled energy, combined heat and power, and energy efficiency facilities","Class B common units (21,653,543 units)",0,10/20/2014,21.7,30.8
454,Riverview Power LLC,Operator of natural gas and oil fired power generation facilities,First lien senior secured loan ($63.6 par due 12/2022),9.55% (Libor + 8.25%/Q),12/29/2016,63.6,63.6
455,"Chariot Acquisition, LLC (22)",Aftermarket golf cart parts and accessories,First lien senior secured loan ($18.8 par due 9/2021),7.50% (Libor + 6.25%/Q),1/3/2017,18.6,18.2
456,"Chariot Acquisition, LLC (22)",Aftermarket golf cart parts and accessories,First lien senior secured loan ($9.6 par due 9/2021),7.50% (Libor + 6.25%/Q),1/3/2017,9.5,9.3
457,"Component Hardware Group, Inc. (22)",Commercial equipment,First lien senior secured revolving loan ($1.9 par due 7/2019),5.50% (Libor + 4.50%/Q),7/1/2013,1.9,1.9
458,"Component Hardware Group, Inc. (22)",Commercial equipment,First lien senior secured loan ($7.9 par due 7/2019),5.80% (Libor + 4.50%/Q),7/1/2013,7.9,7.9
459,Dorner Holding Corp. (22),Manufacturer of precision unit conveyors,First lien senior secured revolving loan ($1.0 par due 3/2022),9.00% (Base Rate + 4.75%/Q),3/15/2017,1.0,1.0
460,Dorner Holding Corp. (22),Manufacturer of precision unit conveyors,First lien senior secured revolving loan ($0.5 par due 3/2022),7.05% (Libor + 5.75%/Q),3/15/2017,0.5,0.5
461,Dorner Holding Corp. (22),Manufacturer of precision unit conveyors,First lien senior secured loan ($7.4 par due 3/2023),7.05% (Libor + 5.75%/Q),3/15/2017,7.4,7.4
462,"ETG Holdings, Inc. (8)",Industrial woven products,"Common stock (3,000 shares)",0,1/3/2017,0.0,0.0
463,"Foamex Innovations, Inc.",Advanced polymer foam products,"Series A common stock (2,708 shares)",0,1/3/2017,0.0,0.0
464,"Foamex Innovations, Inc.",Advanced polymer foam products,Series B common stock (455 shares),0,1/3/2017,0.0,0.0
465,"Harvey Tool Company, LLC and Harvey Tool Holding, LLC (22)",Cutting tool provider to the metalworking industry,First lien senior secured revolving loan,0,8/13/2015,0.0,0.0
466,"Harvey Tool Company, LLC and Harvey Tool Holding, LLC (22)",Cutting tool provider to the metalworking industry,Senior subordinated loan ($28.3 par due 9/2020),11.00%,8/13/2015,28.3,28.3
467,"Harvey Tool Company, LLC and Harvey Tool Holding, LLC (22)",Cutting tool provider to the metalworking industry,Class A membership units (851 units),0,3/28/2014,0.9,2.0
468,"Ioxus, Inc (7)",Energy storage devices,First lien senior secured loan ($0.7 par due 12/2019),0,4/29/2014,0.7,0.7
469,"Ioxus, Inc (7)",Energy storage devices,First lien senior secured loan ($10.2 par due 12/2019),12.00% PIK,4/29/2014,10.0,10.4
470,"Ioxus, Inc (7)",Energy storage devices,"Series CC preferred stock (67,330,609 shares)",0,1/27/2017,0.7,0.0
471,"Ioxus, Inc (7)",Energy storage devices,"Warrant to purchase up to 1,210,235 shares of Series BB preferred stock (expires 8/2026)",0,1/28/2016,0.0,0.0
472,"Ioxus, Inc (7)",Energy storage devices,"Warrant to purchase up to 336,653,045 shares of Series CC preferred stock (expires 1/2027)",0,1/27/2017,0.0,0.0
473,"Ioxus, Inc (7)",Energy storage devices,"Warrant to purchase up to 3,038,730 shares of common stock (expires 1/2026)",0,1/28/2016,0.0,0.0
474,KPS Global LLC,Walk-in cooler and freezer systems,First lien senior secured loan ($3.0 par due 4/2022),3.65% (Libor + 2.50%/Q),4/5/2017,3.0,3.0
475,KPS Global LLC,Walk-in cooler and freezer systems,First lien senior secured loan ($16.6 par due 4/2022),8.54% (Libor + 7.39%/Q),4/5/2017,16.6,16.6
