,Company,Business Description,Investment,Interest,Acquisition Date,Amortized Cost,Fair Value
289,"MB2 Dental Solutions, LLC (19)",Dental services provider,First lien senior secured revolving loan ($1.0 par due 9/2023),9.00% (Base Rate + 3.75%/Q),9/29/2017,1.0,1.0
290,"MB2 Dental Solutions, LLC (19)",Dental services provider,First lien senior secured loan ($1.7 par due 9/2023),7.00% (Libor + 4.75%/Q),9/29/2017,1.7,1.7
291,"MCH Holdings, Inc. and MC Acquisition Holdings I, LLC",Healthcare professional provider,First lien senior secured loan ($14.5 par due 1/2020),7.55% (Libor + 5.50%/M),7/26/2017,14.5,14.5
292,"MCH Holdings, Inc. and MC Acquisition Holdings I, LLC",Healthcare professional provider,First lien senior secured loan ($12.7 par due 1/2020),7.54% (Libor + 5.50%/M),7/26/2017,12.7,12.7
293,"MCH Holdings, Inc. and MC Acquisition Holdings I, LLC",Healthcare professional provider,First lien senior secured loan ($39.6 par due 1/2020),7.55% (Libor + 5.50%/M),7/26/2017,39.6,39.6
294,"MCH Holdings, Inc. and MC Acquisition Holdings I, LLC",Healthcare professional provider,First lien senior secured loan ($34.6 par due 1/2020),7.54% (Libor + 5.50%/M),7/26/2017,34.6,34.6
295,"MCH Holdings, Inc. and MC Acquisition Holdings I, LLC",Healthcare professional provider,First lien senior secured loan ($15.2 par due 1/2020),7.55% (Libor + 5.50%/M),7/26/2017,15.2,15.2
296,"MCH Holdings, Inc. and MC Acquisition Holdings I, LLC",Healthcare professional provider,First lien senior secured loan ($13.3 par due 1/2020),7.54% (Libor + 5.50%/M),7/26/2017,13.3,13.3
297,"MCH Holdings, Inc. and MC Acquisition Holdings I, LLC",Healthcare professional provider,"Class A units (1,438,643 shares)",0,1/17/2014,1.5,1.2
298,MW Dental Holding Corp. (19),Dental services provider,First lien senior secured revolving loan ($7.5 par due 4/2021),8.85% (Libor + 6.75%/Q),4/12/2011,7.5,7.5
299,MW Dental Holding Corp. (19),Dental services provider,First lien senior secured revolving loan ($2.6 par due 4/2021),10.75% (Base Rate + 5.75%/Q),4/12/2011,2.6,2.6
300,MW Dental Holding Corp. (19),Dental services provider,First lien senior secured loan ($21.7 par due 4/2021),8.85% (Libor + 6.75%/Q),3/19/2018,21.7,21.7
301,MW Dental Holding Corp. (19),Dental services provider,First lien senior secured loan ($103.7 par due 4/2021),8.85% (Libor + 6.75%/Q),4/12/2011,103.7,103.7
302,MW Dental Holding Corp. (19),Dental services provider,First lien senior secured loan ($19.0 par due 4/2021),8.85% (Libor + 6.75%/Q),4/12/2011,19.0,19.0
303,"My Health Direct, Inc.",Healthcare scheduling exchange software solution provider,"Warrant to purchase up to 4,548 shares of Series D preferred stock (expires 9/2024)",0,9/18/2014,0.0,0.0
304,"NMC Skincare Intermediate Holdings II, LLC (19)","Developer, manufacturer and marketer of skincare products",First lien senior secured revolving loan ($1.6 par due 10/2024),6.79% (Libor + 4.75%/M),10/31/2018,1.6,1.6
305,"NMC Skincare Intermediate Holdings II, LLC (19)","Developer, manufacturer and marketer of skincare products",First lien senior secured loan ($1.7 par due 10/2024),6.79% (Libor + 4.75%/M),10/31/2018,1.7,1.7
306,"NMC Skincare Intermediate Holdings II, LLC (19)","Developer, manufacturer and marketer of skincare products",First lien senior secured loan ($24.7 par due 10/2024),6.79% (Libor + 4.75%/M),10/31/2018,24.7,24.7
307,NMN Holdings III Corp. and NMN Holdings LP (19),Provider of complex rehab technology solutions for patients with mobility loss,"Partnership units (30,000 units)",0,11/13/2018,3.0,2.5
308,"NMSC Holdings, Inc. and ASP NAPA Holdings, LLC",Anesthesia management services provider,Second lien senior secured loan ($72.8 par due 10/2023),12.26% (Libor + 10.00%/Q),4/19/2016,72.8,72.8
309,"NMSC Holdings, Inc. and ASP NAPA Holdings, LLC",Anesthesia management services provider,"Class A units (25,790 units)",0,4/19/2016,2.6,1.3
310,"Nodality, Inc.",Biotechnology company,First lien senior secured loan ($2.3 par due 8/2020),0,11/12/2015,1.5,0.0
311,"Nodality, Inc.",Biotechnology company,First lien senior secured loan ($0.8 par due 8/2020),0,11/12/2015,0.6,0.0
312,"Nodality, Inc.",Biotechnology company,First lien senior secured loan ($3.9 par due 8/2019),0,4/25/2014,2.6,0.0
313,"Nodality, Inc.",Biotechnology company,First lien senior secured loan ($11.0 par due 8/2019),0,4/25/2014,7.1,0.0
314,"Nodality, Inc.",Biotechnology company,"Warrant to purchase up to 3,736,255 shares of common stock (expires 3/2026)",0,5/1/2016,0.0,0.0
315,NSM Sub Holdings Corp. (19),"Provider of customized mobility, rehab and adaptive seating systems",First lien senior secured revolving loan ($1.8 par due 10/2022),9.75% (Base Rate + 4.75%/Q),9/28/2017,1.8,1.8
316,NSM Sub Holdings Corp. (19),"Provider of customized mobility, rehab and adaptive seating systems",First lien senior secured loan ($10.0 par due 10/2022),7.85% (Libor + 5.75%/Q),5/3/2019,10.0,10.0
317,"nThrive, Inc. (fka Precyse Acquisition Corp.)",Provider of healthcare information management technology and services,Second lien senior secured loan ($10.0 par due 4/2023),11.79% (Libor + 9.75%/M),4/20/2016,9.8,9.4
318,"NueHealth Performance, LLC (19)","Developer, builder and manager of specialty surgical hospitals and ambulatory surgery centers",First lien senior secured loan ($1.5 par due 9/2023),8.54% (Libor + 6.50%/M),9/27/2018,1.5,1.5
319,"NueHealth Performance, LLC (19)","Developer, builder and manager of specialty surgical hospitals and ambulatory surgery centers",First lien senior secured loan ($9.9 par due 9/2023),8.54% (Libor + 6.50%/M),9/27/2018,9.9,9.9
320,"Olympia Acquisition, Inc. and Olympia TopCo, L.P. (19)",Behavioral health and special education platform provider,First lien senior secured loan ($43.1 par due 9/2026),7.54% (Libor + 5.50%/M),9/24/2019,43.1,42.7
321,"Olympia Acquisition, Inc. and Olympia TopCo, L.P. (19)",Behavioral health and special education platform provider,"Class A Common units (9,549,000 units)",0,9/24/2019,9.5,9.5
322,"OmniSYS Acquisition Corporation, OmniSYS, LLC, and OSYS Holdings, LLC",Provider of technology-enabled solutions to pharmacies,Limited liability company membership interest (1.57%),0,11/21/2013,1.0,0.5
323,Pathway Vet Alliance LLC and Pathway Vet Alliance Holding LLC (19),Operator of freestanding veterinary hospitals,First lien senior secured revolving loan,0,12/21/2018,0.0,0.0
324,Pathway Vet Alliance LLC and Pathway Vet Alliance Holding LLC (19),Operator of freestanding veterinary hospitals,First lien senior secured loan ($14.7 par due 12/2024),6.54% (Libor + 4.50%/M),12/21/2018,14.7,14.6
325,Pathway Vet Alliance LLC and Pathway Vet Alliance Holding LLC (19),Operator of freestanding veterinary hospitals,First lien senior secured loan ($0.2 par due 12/2024),6.54% (Libor + 4.50%/M),12/21/2018,0.2,0.2
326,Pathway Vet Alliance LLC and Pathway Vet Alliance Holding LLC (19),Operator of freestanding veterinary hospitals,First lien senior secured loan ($1.2 par due 12/2024),6.54% (Libor + 4.50%/M),12/21/2018,1.2,1.2
327,Pathway Vet Alliance LLC and Pathway Vet Alliance Holding LLC (19),Operator of freestanding veterinary hospitals,First lien senior secured loan ($0.1 par due 12/2024),6.54% (Libor + 4.50%/M),12/21/2018,0.1,0.1
328,Pathway Vet Alliance LLC and Pathway Vet Alliance Holding LLC (19),Operator of freestanding veterinary hospitals,First lien senior secured loan ($0.2 par due 12/2024),6.54% (Libor + 4.50%/M),12/21/2018,0.2,0.2
329,Pathway Vet Alliance LLC and Pathway Vet Alliance Holding LLC (19),Operator of freestanding veterinary hospitals,First lien senior secured loan ($1.3 par due 12/2024),6.54% (Libor + 4.50%/M),12/21/2018,1.3,1.3
330,Pathway Vet Alliance LLC and Pathway Vet Alliance Holding LLC (19),Operator of freestanding veterinary hospitals,First lien senior secured loan ($57.2 par due 12/2024),6.54% (Libor + 4.50%/M),12/21/2018,56.8,56.8
331,Pathway Vet Alliance LLC and Pathway Vet Alliance Holding LLC (19),Operator of freestanding veterinary hospitals,Second lien senior secured loan ($0.6 par due 12/2025),10.54% (Libor + 8.50%/M),12/21/2018,0.6,0.6
332,Pathway Vet Alliance LLC and Pathway Vet Alliance Holding LLC (19),Operator of freestanding veterinary hospitals,Second lien senior secured loan ($38.3 par due 12/2025),10.54% (Libor + 8.50%/M),12/21/2018,38.3,38.1
333,Pathway Vet Alliance LLC and Pathway Vet Alliance Holding LLC (19),Operator of freestanding veterinary hospitals,Second lien senior secured loan ($0.6 par due 12/2025),10.54% (Libor + 8.50%/M),12/21/2018,0.6,0.6
334,Pathway Vet Alliance LLC and Pathway Vet Alliance Holding LLC (19),Operator of freestanding veterinary hospitals,Second lien senior secured loan ($2.7 par due 12/2025),10.54% (Libor + 8.50%/M),12/21/2018,2.7,2.7
335,Pathway Vet Alliance LLC and Pathway Vet Alliance Holding LLC (19),Operator of freestanding veterinary hospitals,Second lien senior secured loan ($0.3 par due 12/2025),10.54% (Libor + 8.50%/M),12/21/2018,0.3,0.3
336,Pathway Vet Alliance LLC and Pathway Vet Alliance Holding LLC (19),Operator of freestanding veterinary hospitals,Second lien senior secured loan ($2.8 par due 12/2025),10.54% (Libor + 8.50%/M),12/21/2018,2.8,2.8
337,Pathway Vet Alliance LLC and Pathway Vet Alliance Holding LLC (19),Operator of freestanding veterinary hospitals,Second lien senior secured loan ($163.9 par due 12/2025),10.54% (Libor + 8.50%/M),12/21/2018,163.9,163.1
338,Pathway Vet Alliance LLC and Pathway Vet Alliance Holding LLC (19),Operator of freestanding veterinary hospitals,"Preferred subscription units (1,507,384 units)",0,12/21/2018,4.9,6.0
339,"Patterson Medical Supply, Inc.",Distributor of rehabilitation supplies and equipment,Second lien senior secured loan ($78.0 par due 8/2023),10.76% (Libor + 8.50%/Q),9/2/2015,76.9,64.7
340,PhyMED Management LLC,Provider of anesthesia services,Second lien senior secured loan ($47.2 par due 5/2021),10.79% (Libor + 8.75%/M),12/18/2015,47.0,46.8
341,Premise Health Holding Corp. and OMERS Bluejay Investment Holdings LP (19),Provider of employer-sponsored onsite health and wellness clinics and pharmacies,First lien senior secured loan ($10.9 par due 7/2025),5.60% (Libor + 3.50%/Q),7/10/2018,10.8,10.8
342,Premise Health Holding Corp. and OMERS Bluejay Investment Holdings LP (19),Provider of employer-sponsored onsite health and wellness clinics and pharmacies,Second lien senior secured loan ($67.1 par due 7/2026),9.60% (Libor + 7.50%/Q),7/10/2018,66.5,66.4
343,Premise Health Holding Corp. and OMERS Bluejay Investment Holdings LP (19),Provider of employer-sponsored onsite health and wellness clinics and pharmacies,"Class A units (9,775 units)",0,7/10/2018,9.8,11.1
344,"ProVation Medical, Inc.",Provider of documentation and coding software for GI physicians,First lien senior secured loan ($12.9 par due 3/2024),9.34% (Libor + 7.00%/Q),3/9/2018,12.8,12.9
345,"QF Holdings, Inc. (19)",SaaS based electronic health record software provider,First lien senior secured loan ($66.1 par due 9/2024),9.15% (Libor + 7.00%/Q),9/19/2019,66.1,65.4
346,"RecoveryDirect Acquisition, L.L.C. (19)",Outpatient physical therapy provider,First lien senior secured loan ($6.9 par due 1/2024),6.04% (Libor + 4.00%/M),1/3/2018,6.9,6.9
347,"RecoveryDirect Acquisition, L.L.C. (19)",Outpatient physical therapy provider,First lien senior secured loan ($30.5 par due 1/2024),6.04% (Libor + 4.00%/M),1/3/2018,30.5,30.5
348,"Respicardia, Inc.",Developer of implantable therapies to improve cardiovascular health,"Warrant to purchase up to 99,094 shares of Series C preferred stock (expires 6/2022)",0,6/28/2012,0.0,0.0
349,Retriever Medical/Dental Payments LLC (19),Provider of payment processing services and software to healthcare providers,First lien senior secured loan ($2.0 par due 2/2023),6.60% (Libor + 4.50%/Q),3/14/2019,2.0,2.0
350,"RMP Group, Inc (19)",Revenue cycle management provider to the emergency healthcare industry,First lien senior secured revolving loan ($0.6 par due 3/2022),6.54% (Libor + 4.50%/M),2/8/2018,0.6,0.6
351,"RTI Surgical, Inc. (8)","Manufacturer of biologic, metal and synthetic implants/devices",Second lien senior secured loan ($93.4 par due 12/2023),10.79% (Libor + 8.75%/M),3/8/2019,93.4,93.4
352,"SCSG EA Acquisition Company, Inc. (19)",Provider of outsourced clinical services to hospitals and health systems,First lien senior secured revolving loan,0,9/1/2017,0.0,0.0
353,"SiroMed Physician Services, Inc. and SiroMed Equity Holdings, LLC (19)",Outsourced anesthesia provider,First lien senior secured loan ($17.1 par due 3/2024),6.85% (Libor + 4.75%/Q),3/26/2018,17.1,14.8
354,"SiroMed Physician Services, Inc. and SiroMed Equity Holdings, LLC (19)",Outsourced anesthesia provider,"Common units (684,854 units)",0,3/26/2018,4.8,0.3
355,"SM Wellness Holdings, Inc. and SM Holdco, Inc. (19)",Breast cancer screening provider,First lien senior secured revolving loan ($2.0 par due 8/2024),7.54% (Libor + 5.50%/M),8/1/2018,2.0,2.0
356,"SM Wellness Holdings, Inc. and SM Holdco, Inc. (19)",Breast cancer screening provider,First lien senior secured loan ($7.1 par due 8/2024),7.54% (Libor + 5.50%/M),8/1/2018,7.1,7.1
357,"SM Wellness Holdings, Inc. and SM Holdco, Inc. (19)",Breast cancer screening provider,"Series A preferred stock (44,975 shares)",12.57% PIK (Libor + 10.25%/Q),8/1/2018,52.2,52.2
358,"SM Wellness Holdings, Inc. and SM Holdco, Inc. (19)",Breast cancer screening provider,"Series A units (7,475 units)",0,8/1/2018,7.5,0.1
359,"SM Wellness Holdings, Inc. and SM Holdco, Inc. (19)",Breast cancer screening provider,"Series B units (747,500 units)",0,8/1/2018,0.0,7.7
360,"Synergy HomeCare Franchising, LLC and NP/Synergy Holdings, LLC (19)",Franchisor of private-pay home care for the elderly,First lien senior secured loan ($15.9 par due 4/2024),7.85% (Libor + 5.75%/Q),4/2/2018,15.9,15.9
361,"Synergy HomeCare Franchising, LLC and NP/Synergy Holdings, LLC (19)",Franchisor of private-pay home care for the elderly,Common units (550 units),0,4/2/2018,0.6,0.7
362,"Teligent, Inc. (19)","Pharmaceutical company that develops, manufactures and markets injectable pharmaceutical products",Second lien senior secured loan ($20.0 par due 6/2024),"10.85% (Libor + 7.75% Cash, 1.00% PIK/Q)",12/13/2018,20.0,18.0
363,"Teligent, Inc. (19)","Pharmaceutical company that develops, manufactures and markets injectable pharmaceutical products",Second lien senior secured loan ($49.5 par due 6/2024),"10.88% (Libor + 7.75% Cash, 1.00% PIK/Q)",12/13/2018,49.5,44.6
364,TerSera Therapeutics LLC,Acquirer and developer of specialty therapeutic pharmaceutical products,First lien senior secured loan ($2.1 par due 3/2023),7.58% (Libor + 5.25%/Q),9/27/2018,2.1,2.1
365,TerSera Therapeutics LLC,Acquirer and developer of specialty therapeutic pharmaceutical products,First lien senior secured loan ($5.2 par due 3/2023),7.58% (Libor + 5.25%/Q),5/3/2017,5.1,5.2
366,TerSera Therapeutics LLC,Acquirer and developer of specialty therapeutic pharmaceutical products,First lien senior secured loan ($1.8 par due 3/2023),7.35% (Libor + 5.25%/Q),4/1/2019,1.8,1.8
367,"U.S. Anesthesia Partners, Inc.",Anesthesiology service provider,Second lien senior secured loan ($71.8 par due 6/2025),9.29% (Libor + 7.25%/M),6/16/2017,71.0,71.8
368,"United Digestive MSO Parent, LLC (19)",Gastroenterology physician group,First lien senior secured loan ($12.5 par due 12/2024),6.76% (Libor + 4.50%/Q),12/14/2018,12.5,12.5
369,"Urgent Cares of America Holdings I, LLC and FastMed Holdings I, LLC",Operator of urgent care clinics,"Preferred units (7,696,613 units)",0,6/11/2015,7.7,0.0
370,"Urgent Cares of America Holdings I, LLC and FastMed Holdings I, LLC",Operator of urgent care clinics,"Series A common units (2,000,000 units)",0,6/11/2015,2.0,0.0
371,"Urgent Cares of America Holdings I, LLC and FastMed Holdings I, LLC",Operator of urgent care clinics,"Series C common units (5,288,427 units)",0,6/11/2015,0.0,0.0
372,"Urology Management Associates, LLC and JWC/UMA Holdings, L.P.",Urology private practice,First lien senior secured loan ($9.8 par due 8/2024),7.04% (Libor + 5.00%/M),8/31/2018,9.6,9.8
373,"Urology Management Associates, LLC and JWC/UMA Holdings, L.P.",Urology private practice,Limited partnership interests (3.64% interest),0,8/31/2018,4.8,5.6
374,Verscend Holding Corp. (19),Healthcare analytics solutions provider,First lien senior secured loan ($46.8 par due 8/2025),6.54% (Libor + 4.50%/M),8/27/2018,46.5,47.0
375,Vertice Pharma UK Parent Limited (8),Manufacturer and distributor of generic pharmaceutical products,"Preferred shares (40,662 shares)",8.00% PIK,12/21/2015,0.3,0.5
376,"WebPT, Inc. (19)",Electronic medical record software provider,First lien senior secured loan ($76.5 par due 8/2024),8.89% (Libor + 6.75%/Q),8/28/2019,76.5,75.8
377,"West Dermatology, LLC (19)",Dermatology practice platform,First lien senior secured revolving loan ($0.6 par due 4/2022),7.88% (Libor + 5.75%/Q),2/8/2018,0.6,0.6
378,"West Dermatology, LLC (19)",Dermatology practice platform,First lien senior secured revolving loan ($0.4 par due 4/2022),7.86% (Libor + 5.75%/Q),2/8/2018,0.4,0.4
379,"West Dermatology, LLC (19)",Dermatology practice platform,First lien senior secured loan ($1.3 par due 4/2023),7.88% (Libor + 5.75%/Q),9/5/2018,1.3,1.3
380,"West Dermatology, LLC (19)",Dermatology practice platform,First lien senior secured loan ($0.2 par due 4/2023),7.88% (Libor + 5.75%/Q),9/5/2018,0.2,0.2
381,"West Dermatology, LLC (19)",Dermatology practice platform,First lien senior secured loan ($11.0 par due 4/2023),7.86% (Libor + 5.75%/Q),9/5/2018,11.0,11.0
382,"West Dermatology, LLC (19)",Dermatology practice platform,First lien senior secured loan ($1.8 par due 4/2023),7.87% (Libor + 5.75%/Q),6/28/2019,1.8,1.8
383,"West Dermatology, LLC (19)",Dermatology practice platform,First lien senior secured loan ($2.8 par due 4/2023),7.86% (Libor + 5.75%/Q),6/28/2019,2.8,2.8
384,"West Dermatology, LLC (19)",Dermatology practice platform,First lien senior secured loan ($7.5 par due 4/2023),7.86% (Libor + 5.75%/Q),4/2/2018,7.5,7.5
385,"WIRB - Copernicus Group, Inc. (19)","Provider of regulatory, ethical, and safety review services for clinical research involving human subjects",First lien senior secured revolving loan,0,2/8/2018,0.0,0.0
386,WSHP FC Acquisition LLC (19),Provider of biospecimen products for pharma research,First lien senior secured revolving loan ($0.8 par due 3/2024),8.35% (Libor + 6.25%/Q),3/30/2018,0.8,0.8
387,WSHP FC Acquisition LLC (19),Provider of biospecimen products for pharma research,First lien senior secured revolving loan ($1.4 par due 3/2024),8.31% (Libor + 6.25%/Q),3/30/2018,1.4,1.4
388,WSHP FC Acquisition LLC (19),Provider of biospecimen products for pharma research,First lien senior secured loan ($5.9 par due 3/2024),8.35% (Libor + 6.25%/Q),3/30/2018,5.9,5.9
389,WSHP FC Acquisition LLC (19),Provider of biospecimen products for pharma research,First lien senior secured loan ($5.9 par due 3/2024),8.35% (Libor + 6.25%/Q),2/11/2019,5.9,5.9
390,WSHP FC Acquisition LLC (19),Provider of biospecimen products for pharma research,First lien senior secured loan ($4.6 par due 3/2024),8.35% (Libor + 6.25%/Q),2/11/2019,4.6,4.6
391,WSHP FC Acquisition LLC (19),Provider of biospecimen products for pharma research,First lien senior secured loan ($8.7 par due 3/2024),8.35% (Libor + 6.25%/Q),8/30/2019,8.7,8.7
392,WSHP FC Acquisition LLC (19),Provider of biospecimen products for pharma research,First lien senior secured loan ($28.2 par due 3/2024),8.35% (Libor + 6.25%/Q),3/30/2018,28.2,28.2
393,ACAS Equity Holdings Corporation (7)(8),Investment company,Common stock (589 shares),0,1/3/2017,0.4,0.0
394,Ares IIIR/IVR CLO Ltd. (8),Investment vehicle,Subordinated notes ($20.0 par due 4/2021),0,1/3/2017,0.0,0.1
395,"Blue Wolf Capital Fund II, L.P. (6)(8)",Investment partnership,Limited partnership interest (8.50% interest),0,1/3/2017,1.6,2.6
396,Carlyle Global Market Strategies CLO 2015-3 (8),Investment vehicle,Subordinated notes ($24.6 par due 7/2028),13.7%,1/3/2017,13.1,10.6
397,CoLTs 2005-1 Ltd. (7)(8),Investment vehicle,Preferred shares (360 shares),0,1/3/2017,0.0,0.0
398,CoLTs 2005-2 Ltd. (7)(8),Investment vehicle,"Preferred shares (34,170,000 shares)",0,1/3/2017,0.0,0.0
399,CREST Exeter Street Solar 2004-1 (8),Investment vehicle,"Preferred shares (3,500,000 shares)",0,1/3/2017,0.0,0.0
400,Eaton Vance CDO X plc (8),Investment vehicle,Subordinated notes ($9.2 par due 2/2027),0,1/3/2017,0.0,0.1
401,European Capital UK SME Debt LP (6)(8)(20),Investment partnership,Limited partnership interest (45% interest),0,1/3/2017,39.4,37.6
402,"HCI Equity, LLC (7)(8)",Investment company,Member interest (100.00% interest),0,4/1/2010,0.0,0.1
403,Herbert Park B.V. (8),Investment vehicle,Subordinated notes ($5.8 par due 10/2026),0,1/3/2017,0.9,0.0
404,OHA Credit Partners XI (8),Investment vehicle,Subordinated notes ($17.8 par due 1/2032),13.00%,1/3/2017,12.9,13.8
405,"Partnership Capital Growth Investors III, L.P. (8)(20)",Investment partnership,Limited partnership interest (2.50% interest),0,10/5/2011,2.4,5.2
406,"PCG-Ares Sidecar Investment II, L.P. (6)(8)(20)",Investment partnership,Limited partnership interest (100.00% interest),0,10/31/2014,6.8,17.2
407,"PCG-Ares Sidecar Investment, L.P. (6)(8)(20)",Investment partnership,Limited partnership interest (100.00% interest),0,5/22/2014,4.6,4.6
408,"Piper Jaffray Merchant Banking Fund I, L.P. (8)(20)",Investment partnership,Limited partnership interest (2.00% interest),0,8/16/2012,1.1,1.3
409,"Senior Direct Lending Program, LLC (7)(8)(21)",Co-investment vehicle,Subordinated certificates ($817.4 par due 12/2036),10.09% (Libor + 8.00%/Q)(16),7/27/2016,817.4,817.4
410,"Senior Direct Lending Program, LLC (7)(8)(21)",Co-investment vehicle,Member interest (87.50% interest),0,7/27/2016,0.0,0.0
411,"Vitesse CLO, Ltd. (8)",Investment vehicle,"Preferred shares (20,000,000 shares)",0,1/3/2017,0.0,0.0
412,Voya CLO 2014-4 Ltd. (8),Investment vehicle,Subordinated notes ($26.7 par due 7/2031),15.10%,1/3/2017,13.6,11.7
413,VSC Investors LLC (8),Investment company,Membership interest (1.95% interest),0,1/24/2008,0.3,0.9
414,"Badger Sportswear Acquisition, Inc.",Provider of team uniforms and athletic wear,Second lien senior secured loan ($56.8 par due 3/2024),11.04% (Libor + 9.00%/M),9/6/2016,56.7,52.8
415,"BRG Sports, Inc.","Designer, manufacturer and licensor of branded sporting goods","Preferred stock (2,009 shares)",0,1/3/2017,0.0,0.3
416,"BRG Sports, Inc.","Designer, manufacturer and licensor of branded sporting goods","Common stock (6,566,655 shares)",0,1/3/2017,0.0,0.0
417,"CB Trestles OpCo, LLC (19)",Apparel retailer,First lien senior secured revolving loan ($2.4 par due 10/2024),7.79% (Libor + 5.75%/M),10/26/2018,2.4,2.3
418,"CB Trestles OpCo, LLC (19)",Apparel retailer,First lien senior secured loan ($26.3 par due 10/2024),7.79% (Libor + 5.75%/M),10/26/2018,26.3,25.6
419,Centric Brands Inc. (fka Differential Brands Group Inc.) (8)(19),"Designer, marketer and distributor of licensed and owned apparel",First lien senior secured loan ($58.2 par due 10/2023),8.26% (Libor + 6.00%/Q),10/29/2018,58.2,57.0
420,Centric Brands Inc. (fka Differential Brands Group Inc.) (8)(19),"Designer, marketer and distributor of licensed and owned apparel","Common stock (3,077,875 shares)",0,10/29/2018,24.6,15.8
421,Consumer Health Parent LLC,Developer and marketer of over-the-counter cold remedy products,"Preferred units (1,072 units)",0,12/15/2017,1.1,0.5
422,Consumer Health Parent LLC,Developer and marketer of over-the-counter cold remedy products,"Series A units (1,072 units)",0,12/15/2017,0.0,0.0
423,"Feradyne Outdoors, LLC and Bowhunter Holdings, LLC",Provider of branded archery and bowhunting accessories,Common units (421 units),0,4/24/2014,4.2,0.0
424,"Implus Footcare, LLC",Provider of footwear and other accessories,First lien senior secured loan ($14.1 par due 4/2024),8.35% (Libor + 6.25%/Q),6/1/2017,14.1,14.0
425,"Implus Footcare, LLC",Provider of footwear and other accessories,First lien senior secured loan ($5.0 par due 4/2024),8.35% (Libor + 6.25%/Q),7/17/2018,5.0,4.9
426,"Implus Footcare, LLC",Provider of footwear and other accessories,First lien senior secured loan ($72.4 par due 4/2024),8.35% (Libor + 6.25%/Q),6/1/2017,72.3,71.6
427,"Implus Footcare, LLC",Provider of footwear and other accessories,First lien senior secured loan ($30.5 par due 4/2024),8.35% (Libor + 6.25%/Q),6/1/2017,30.5,30.2
428,"Implus Footcare, LLC",Provider of footwear and other accessories,First lien senior secured loan ($1.3 par due 4/2024),8.41% (Libor + 6.25%/Q),6/30/2016,1.3,1.3
429,Indra Holdings Corp.,"Designer, marketer, and distributor of rain and cold weather products",First lien senior secured loan ($10.0 par due 5/2021),0,1/22/2018,7.1,3.2
430,Indra Holdings Corp.,"Designer, marketer, and distributor of rain and cold weather products",Second lien senior secured loan ($80.0 par due 11/2021),0,5/1/2014,63.3,0.0
431,"Plantation Products, LLC, Seed Holdings, Inc. and Flora Parent, Inc.",Provider of branded lawn and garden products,Second lien senior secured loan ($56.0 par due 6/2021),9.51% (Libor + 7.25%/Q),12/23/2014,55.9,56.0
432,"Plantation Products, LLC, Seed Holdings, Inc. and Flora Parent, Inc.",Provider of branded lawn and garden products,Second lien senior secured loan ($10.0 par due 6/2021),9.51% (Libor + 7.25%/Q),12/23/2014,10.0,10.0
433,"Plantation Products, LLC, Seed Holdings, Inc. and Flora Parent, Inc.",Provider of branded lawn and garden products,"Common stock (30,000 shares)",0,12/23/2014,3.0,6.4
434,"Rug Doctor, LLC and RD Holdco Inc. (7)",Manufacturer and marketer of carpet cleaning machines,Second lien senior secured loan ($16.9 par due 5/2023),11.77% (Libor + 9.75%/M),1/3/2017,16.9,16.9
435,"Rug Doctor, LLC and RD Holdco Inc. (7)",Manufacturer and marketer of carpet cleaning machines,"Common stock (458,596 shares)",0,1/3/2017,14.0,7.0
436,"Rug Doctor, LLC and RD Holdco Inc. (7)",Manufacturer and marketer of carpet cleaning machines,"Warrant to purchase up to 56,372 shares of common stock (expires 12/2023)",0,1/3/2017,0.0,0.0
437,"S Toys Holdings LLC (fka The Step2 Company, LLC) (7)",Toy manufacturer,"Common units (1,116,879 units)",0,4/1/2011,0.0,0.0
438,"S Toys Holdings LLC (fka The Step2 Company, LLC) (7)",Toy manufacturer,"Class B common units (126,278,000 units)",0,10/30/2014,0.0,0.3
439,"S Toys Holdings LLC (fka The Step2 Company, LLC) (7)",Toy manufacturer,"Warrant to purchase up to 3,157,895 units",0,4/1/2010,0.0,0.0
440,SHO Holding I Corporation,Manufacturer and distributor of slip resistant footwear,Second lien senior secured loan ($100.0 par due 4/2023),10.76% (Libor + 8.50%/Q),10/27/2015,98.8,90.0
441,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (6)(19)","Developer, marketer and distributor of sports protection equipment and accessories",First lien senior secured revolving loan ($0.4 par due 5/2024),6.79% (Libor + 4.75%/M),5/21/2019,0.4,0.4
442,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (6)(19)","Developer, marketer and distributor of sports protection equipment and accessories",First lien senior secured revolving loan ($1.3 par due 5/2024),8.50% (Base Rate + 3.50%/M),5/21/2019,1.3,1.3
443,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (6)(19)","Developer, marketer and distributor of sports protection equipment and accessories",First lien senior secured loan ($19.6 par due 5/2024),6.85% (Libor + 4.75%/Q),5/21/2019,19.6,19.6
444,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (6)(19)","Developer, marketer and distributor of sports protection equipment and accessories","Class A preferred units (50,000 units)",0,3/14/2014,5.0,0.6
445,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (6)(19)","Developer, marketer and distributor of sports protection equipment and accessories","Class C preferred units (50,000 units)",0,4/22/2015,5.0,0.6
