,Company,Business Description,Investment,Interest,Acquisition Date,Amortized Cost,Fair Value
352,"Argotec, LLC",Thermoplastic polyurethane films,"First lien senior secured loan ($5,714 par due 5/2019)",5.75% (Libor + 4.75%/M),5/31/2013,5714,5714
353,"Emerald Performance Materials, LLC",Polymers and performance materials manufacturer,"First lien senior secured loan ($17,685 par due 5/2018)",6.75% (Libor + 5.50%/Q),12/13/2013,18180,17773
354,"K2 Pure Solutions Nocal, L.P.",Chemical Producer,"First lien senior secured revolving loan ($2,256 par due 8/2019)",8.13% (Libor + 7.13%/M),8/19/2013,2256,2211
355,"K2 Pure Solutions Nocal, L.P.",Chemical Producer,"First lien senior secured loan ($21,500 par due 8/2019)",7.00% (Libor + 6.00%/M),8/19/2013,21500,21070
356,"K2 Pure Solutions Nocal, L.P.",Chemical Producer,"First lien senior secured loan ($40,000 par due 8/2019)",7.00% (Libor + 6.00%/M),8/19/2013,40000,39200
357,"K2 Pure Solutions Nocal, L.P.",Chemical Producer,"First lien senior secured loan ($20,000 par due 8/2019)",7.00% (Libor + 6.00%/M),8/19/2013,20000,19600
358,"Cadence Aerospace, LLC (fka PRV Aerospace, LLC)",Aerospace precision components manufacturer,"First lien senior secured loan ($4,447 par due 5/2018)",6.50% (Libor + 5.25%/Q),5/15/2012,4415,4447
359,"Cadence Aerospace, LLC (fka PRV Aerospace, LLC)",Aerospace precision components manufacturer,"Second lien senior secured loan ($79,657 par due 5/2019)",10.50% (Libor + 9.25%/Q),5/10/2012,79657,77267
360,"ILC Industries, LLC",Designer and manufacturer of protective cases and technically advanced lighting systems,"First lien senior secured loan ($18,582 par due 7/2018)",8.00% (Libor + 6.50%/Q),7/13/2012,18298,18582
361,"Wyle Laboratories, Inc. and Wyle Holdings, Inc.","Provider of specialized engineering, scientific and technical services",Senior preferred stock (775 shares),8.00% PIK,1/17/2008,113,112
362,"Wyle Laboratories, Inc. and Wyle Holdings, Inc.","Provider of specialized engineering, scientific and technical services","Common stock (1,885,195 shares)",0,1/17/2008,2291,1961
363,"10th Street, LLC and New 10th Street, LLC (7)",Real estate holding company,"First lien senior secured loan ($24,895 par due 11/2019)","7.00% Cash, 1.00% PIK",3/31/2014,24895,24895
364,"10th Street, LLC and New 10th Street, LLC (7)",Real estate holding company,"Senior subordinated loan ($26,520 par due 11/2019)","7.00% Cash, 1.00% PIK",4/1/2010,26520,26520
365,"10th Street, LLC and New 10th Street, LLC (7)",Real estate holding company,Member interest (10.00% interest),0,4/1/2010,594,7100
366,"10th Street, LLC and New 10th Street, LLC (7)",Real estate holding company,"Option (25,000 units)",0,4/1/2010,25,25
367,"American Commercial Coatings, Inc.",Real estate property,"Commercial mortgage loan ($2,178 par due 12/2025)",8.75% (Libor + 7.25%/Q),4/1/2010,636,1350
368,"Cleveland East Equity, LLC",Hotel operator,Real estate equity interests,0,4/1/2010,1026,3936
369,"Commons R-3, LLC",Real estate developer,Real estate equity interests,0,4/1/2010,0,0
370,"Crescent Hotels & Resorts, LLC and affiliates (7)",Hotel operator,"Senior subordinated loan ($2,236 par due 9/2011)",0,4/1/2010,0,0
371,"Crescent Hotels & Resorts, LLC and affiliates (7)",Hotel operator,"Senior subordinated loan ($2,092 par due 6/2017)",0,4/1/2010,0,0
372,"Crescent Hotels & Resorts, LLC and affiliates (7)",Hotel operator,Common equity interest,0,4/1/2010,0,0
373,"NPH, Inc.",Hotel property,Real estate equity interests,0,4/1/2010,5291,5577
374,"Batanga, Inc.",Independent digital media company,"First lien senior secured revolving loan ($3,750 par due 4/2014)",8.50%,10/31/2012,3750,3750
375,"Batanga, Inc.",Independent digital media company,"First lien senior secured loan ($4,513 par due 11/2016)",9.60%,10/31/2012,4513,4607
376,"Batanga, Inc.",Independent digital media company,"First lien senior secured loan ($4,500 par due 9/2017)",9.60%,10/31/2012,4500,4500
377,"Earthcolor Group, LLC",Printing management services,Limited liability company interests (9.30%),0,5/18/2012,0,0
378,"Encompass Digital Media, Inc.",Provider of outsourced network origination and transmission services for media companies,"First lien senior secured loan ($19,602 par due 8/2017)",6.75% (Libor + 5.50%/Q),12/13/2013,20142,19798
379,"The Teaching Company, LLC and The Teaching Company Holdings, Inc.",Education publications provider,"First lien senior secured loan ($20,778 par due 3/2017)",9.00% (Libor + 7.50%/Q),3/16/2011,20778,20363
380,"The Teaching Company, LLC and The Teaching Company Holdings, Inc.",Education publications provider,"First lien senior secured loan ($9,650 par due 3/2017)",9.00% (Libor + 7.50%/Q),3/16/2011,9650,9457
381,"The Teaching Company, LLC and The Teaching Company Holdings, Inc.",Education publications provider,"Preferred stock (10,663 shares)",0,9/29/2006,1066,2918
382,"The Teaching Company, LLC and The Teaching Company Holdings, Inc.",Education publications provider,"Common stock (15,393 shares)",0,9/29/2006,3,7
383,"Geotrace Technologies, Inc.",Reservoir processing and development,"Warrants to purchase up to 69,978 shares of common stock",0,4/1/2010,88,0
384,"Geotrace Technologies, Inc.",Reservoir processing and development,"Warrants to purchase up to 210,453 shares of preferred stock",0,4/1/2010,2805,638
385,"UL Holding Co., LLC and Universal Lubricants, LLC (6)",Petroleum product manufacturer,"Second lien senior secured loan ($48,337 par due 12/2014)",0,4/30/2012,44861,34957
386,"UL Holding Co., LLC and Universal Lubricants, LLC (6)",Petroleum product manufacturer,"Second lien senior secured loan ($5,092 par due 12/2014)",0,4/30/2012,4755,3683
387,"UL Holding Co., LLC and Universal Lubricants, LLC (6)",Petroleum product manufacturer,"Second lien senior secured loan ($5,056 par due 12/2014)",0,4/30/2012,4668,3657
388,"UL Holding Co., LLC and Universal Lubricants, LLC (6)",Petroleum product manufacturer,"Class A common units (151,236 units)",0,6/17/2011,1512,0
389,"UL Holding Co., LLC and Universal Lubricants, LLC (6)",Petroleum product manufacturer,"Class B-5 common units (599,200 units)",0,6/17/2011,5472,0
390,"UL Holding Co., LLC and Universal Lubricants, LLC (6)",Petroleum product manufacturer,"Class B-4 common units (50,000 units)",0,4/25/2008,500,0
391,"UL Holding Co., LLC and Universal Lubricants, LLC (6)",Petroleum product manufacturer,"Class C common units (758,546 units)",0,4/25/2008,0,0
392,PODS Funding Corp. II,Storage and warehousing,"First lien senior secured loan ($4,103 par due 12/2018)",8.25% (Base Rate + 5.00%/Q),3/12/2014,4103,4103
393,PODS Funding Corp. II,Storage and warehousing,First lien senior secured,7.00% (Libor + 6.00%/Q),12/19/2013,35763,35763
394,"United Road Towing, Inc.",Towing company,Warrants to purchase up to 607 shares,0,4/1/2010,0,0
395,"Athletic Club Holdings, Inc.",Premier health club operator,"First lien senior secured loan ($34,000 par due 3/2019)",7.25% (Libor + 6.00%/M),10/11/2007,34000,34000
396,"CFW Co-Invest, L.P. and NCP Curves, L.P.",Health club franchisor,"Limited partnership interest (4,152,165 shares)",0,7/31/2012,4152,2964
397,"CFW Co-Invest, L.P. and NCP Curves, L.P.",Health club franchisor,"Limited partnership interest (2,218,235 shares)",0,7/31/2012,2218,1583
398,"American Broadband Communications, LLC, American Broadband Holding Company, and Cameron Holdings of NC, Inc.",Broadband communication services,Warrants to purchase up to 378 shares,0,11/7/2007,0,6402
399,"American Broadband Communications, LLC, American Broadband Holding Company, and Cameron Holdings of NC, Inc.",Broadband communication services,Warrants to purchase up to 200 shares,0,9/1/2010,0,3388
400,EUNetworks Group Limited (8),Broadband bandwidth infrastructure provider,"First lien senior secured loan ($14,925 par due 5/2019)",7.50% (Libor + 6.50%/Q),12/13/2013,21110,21177
401,"Quantance, Inc.",Designer of semiconductor products to the mobile wireless market,"First lien senior secured loan ($3,500 par due 9/2016)",10.25%,8/23/2013,3410,3500
402,"Quantance, Inc.",Designer of semiconductor products to the mobile wireless market,"Warrant to purchase up to 130,432 shares of Series D Preferred Stock",0,8/23/2013,74,74
403,"Startec Equity, LLC (7)",Communication services,Member interest,0,4/1/2010,0,191
404,Wilcon Holdings LLC,Communications infrastructure provider (data center/fiber market),"Class A common stock (2,000,000 shares)",0,12/13/2013,1829,1561
405,"Genomatica, Inc.",Developer of a biotechnology platform for the production of chemical products,"First lien senior secured loan ($1,470 par due 10/2016)",9.26%,3/28/2013,1415,1470
406,"Genomatica, Inc.",Developer of a biotechnology platform for the production of chemical products,"Warrant to purchase 322,422 shares of Series D preferred stock",0,3/28/2013,0,6
407,"RE Community Holdings II, Inc.and Pegasus Community Energy, LLC.",Operator of municipal recycling facilities,"Preferred stock (1,000 shares)",0,3/1/2011,8839,0
408,"Waste Pro USA, Inc",Waste management services,"Preferred Class A common equity (611,615 shares)",0,11/9/2006,12263,28818
409,"Apple & Eve, LLC and US Juice Partners, LLC (6)",Juice manufacturer,"Senior units (50,000 units)",0,10/5/2007,5000,5817
410,"Charter Baking Company, Inc.",Baked goods manufacturer,"Senior subordinated loan ($2,992 par due 6/2015)",17.50% PIK,2/6/2008,2992,2992
411,"Charter Baking Company, Inc.",Baked goods manufacturer,"Preferred stock (6,258 shares)",0,9/1/2006,2567,2448
412,Distant Lands Trading Co.,Coffee manufacturer,"Class A common stock (1,294 shares)",0,4/1/2010,980,0
413,Distant Lands Trading Co.,Coffee manufacturer,"Class A-1 common stock (2,157 shares)",0,4/1/2010,0,0
414,"BECO Holding Company, Inc.",Wholesale distributor of first response fire protection equipment and related parts,"Common stock (25,000 shares)",0,7/30/2010,2500,3254
