,Company,Business Description,Investment,Interest,Acquisition Date,Amortized Cost,Fair Value
280,Aero Operating LLC,Provider of snow removal and melting service for airports and marine terminals,First lien senior secured loan ($36.6 par due 2/2026),8.00% (Libor + 6.50%/M),2/7/2020,36.6,36.6
281,Aero Operating LLC,Provider of snow removal and melting service for airports and marine terminals,First lien senior secured loan ($1.2 par due 2/2026),8.00% (Libor + 6.50%/Q),12/31/2021,1.2,1.2
282,"Argenbright Holdings V, LLC","Provider of outsourced security guard services, outsourced facilities management and outsourced aviation services",First lien senior secured loan ($21.1 par due 11/2026),7.00% (Libor + 6.00%/M),11/30/2021,21.1,20.9
283,"Capstone Acquisition Holdings, Inc. and Capstone Parent Holdings, LP (16)",Outsourced supply chain solutions provider to operators of distribution centers,First lien senior secured revolving loan ($2.3 par due 11/2025),7.00% (Base Rate + 3.75%/Q),11/12/2020,2.3,2.3
284,"Capstone Acquisition Holdings, Inc. and Capstone Parent Holdings, LP (16)",Outsourced supply chain solutions provider to operators of distribution centers,First lien senior secured loan ($0.3 par due 11/2027),5.75% (Libor + 4.75%/M),11/12/2020,0.3,0.3
285,"Capstone Acquisition Holdings, Inc. and Capstone Parent Holdings, LP (16)",Outsourced supply chain solutions provider to operators of distribution centers,Second lien senior secured loan ($68.3 par due 11/2028),9.75% (Libor + 8.75%/M),11/12/2020,68.3,68.3
286,"Capstone Acquisition Holdings, Inc. and Capstone Parent Holdings, LP (16)",Outsourced supply chain solutions provider to operators of distribution centers,"Class A units (10,581 units)",0,11/12/2020,10.6,14.4
287,"Cozzini Bros., Inc. and BH-Sharp Holdings LP (16)",Provider of commercial knife sharpening and cutlery services in the restaurant industry,First lien senior secured loan ($12.4 par due 3/2023),8.5% (Libor + 3.00% Cash + 4.50% PIK/Q),3/10/2017,12.4,11.4
288,"Cozzini Bros., Inc. and BH-Sharp Holdings LP (16)",Provider of commercial knife sharpening and cutlery services in the restaurant industry,"Common units (2,950,000 units)",0,3/10/2017,3.0,1.4
289,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (16)",Provider of legal process outsourcing and managed services,First lien senior secured revolving loan ($0.3 par due 6/2023),6.75% (Base Rate + 3.50%/Q),9/23/2016,0.3,0.3
290,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (16)",Provider of legal process outsourcing and managed services,First lien senior secured revolving loan ($4.8 par due 6/2023),4.65% (Libor + 4.50%/Q),9/23/2016,4.8,4.8
291,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (16)",Provider of legal process outsourcing and managed services,"Class A common stock (7,500 shares)",0,8/19/2014,7.5,4.2
292,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (16)",Provider of legal process outsourcing and managed services,"Class B common stock (7,500 shares)",0,8/19/2014,0.0,0.0
293,"Elevation Services Parent Holdings, LLC",Elevator service platform,First lien senior secured loan ($8.7 par due 12/2026),7.00% (Libor + 6.00%/Q),12/18/2020,8.7,8.7
294,"Elevation Services Parent Holdings, LLC",Elevator service platform,First lien senior secured loan ($0.3 par due 12/2026),6.50% (Libor + 5.50%/Q),12/18/2020,0.3,0.3
295,"Elevation Services Parent Holdings, LLC",Elevator service platform,First lien senior secured loan ($5.2 par due 12/2026),7.00% (Libor + 6.00%/Q),12/18/2020,5.2,5.2
296,"HAI Acquisition Corporation and Aloha Topco, LLC (16)","Professional employer organization offering human resources, compliance and risk management services",First lien senior secured loan ($61.0 par due 11/2025),6.00% (Libor + 5.25%/M),11/1/2017,61.0,61.0
297,"HAI Acquisition Corporation and Aloha Topco, LLC (16)","Professional employer organization offering human resources, compliance and risk management services",First lien senior secured loan ($0.1 par due 11/2025),6.00% (Libor + 5.25%/Q),9/28/2021,0.1,0.1
298,"HAI Acquisition Corporation and Aloha Topco, LLC (16)","Professional employer organization offering human resources, compliance and risk management services","Class A units (16,980 units)",0,11/1/2017,1.7,2.3
299,"HH-Stella, Inc. and Bedrock Parent Holdings, LP (16)",Provider of municipal solid waste transfer management services,First lien senior secured revolving loan ($0.5 par due 4/2027),6.50% (Libor + 5.50%/M),4/22/2021,0.5,0.5
300,"HH-Stella, Inc. and Bedrock Parent Holdings, LP (16)",Provider of municipal solid waste transfer management services,First lien senior secured loan ($2.6 par due 4/2028),6.50% (Libor + 5.50%/M),4/22/2021,2.6,2.6
301,"HH-Stella, Inc. and Bedrock Parent Holdings, LP (16)",Provider of municipal solid waste transfer management services,"Class A units (25,490 units)",0,4/22/2021,2.5,2.9
302,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,First lien senior secured loan ($42.3 par due 12/2025),4.35% (Libor + 4.25%/M),11/30/2018,41.9,42.3
303,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,Second lien senior secured loan ($86.8 par due 11/2026),8.10% (Libor + 8.00%/M),11/30/2018,85.9,86.8
304,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,"Series A-1 preferred shares (46,900 shares)",11.50% PIK (Libor + 10.50%/M),11/30/2018,65.3,66.0
305,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,"Class A-1 common units (90,500 units)",0,11/30/2018,9.1,26.1
306,"Kellermeyer Bergensons Services, LLC (16)",Provider of janitorial and facilities management services,First lien senior secured loan ($60.8 par due 11/2026),6.75% (Libor + 5.75%/A),11/7/2019,60.5,60.8
307,"Kellermeyer Bergensons Services, LLC (16)",Provider of janitorial and facilities management services,First lien senior secured loan ($21.1 par due 11/2026),6.75% (Libor + 5.75%/Q),7/2/2021,21.1,21.1
308,KPS Global LLC and Cool Group LLC,Manufacturer of walk-in cooler and freezer systems,First lien senior secured loan ($12.6 par due 4/2024),7.00% (Libor + 6.00%/M),4/5/2017,12.6,12.3
309,KPS Global LLC and Cool Group LLC,Manufacturer of walk-in cooler and freezer systems,First lien senior secured loan ($3.4 par due 4/2024),7.00% (Libor + 6.00%/M),11/16/2018,3.4,3.3
310,KPS Global LLC and Cool Group LLC,Manufacturer of walk-in cooler and freezer systems,"Class A units (13,292 units)",0,9/21/2018,1.1,0.9
311,Laboratories Bidco LLC and Laboratories Topco LLC (16),Lab testing services for nicotine containing products,First lien senior secured loan ($21.6 par due 7/2027),6.75% (Libor + 5.75%/Q),10/4/2019,21.6,21.6
312,Laboratories Bidco LLC and Laboratories Topco LLC (16),Lab testing services for nicotine containing products,First lien senior secured loan ($25.5 par due 7/2027),6.75% (Libor + 5.75%/Q),10/4/2019,24.3,25.5
313,Laboratories Bidco LLC and Laboratories Topco LLC (16),Lab testing services for nicotine containing products,First lien senior secured loan ($0.1 par due 7/2027),6.75% (Libor + 5.75%/Q),10/30/2020,0.1,0.1
314,Laboratories Bidco LLC and Laboratories Topco LLC (16),Lab testing services for nicotine containing products,First lien senior secured loan ($10.7 par due 7/2027),6.75% (Libor + 5.75%/Q),7/23/2021,10.7,10.7
315,Laboratories Bidco LLC and Laboratories Topco LLC (16),Lab testing services for nicotine containing products,"Class A units (3,099,335 units)",0,7/23/2021,4.6,4.1
316,"Lakers Buyer, Inc. and Lakers Parent LLC (16)",Provider of fire safety and life safety services,First lien senior secured revolving loan ($3.6 par due 3/2027),6.75% (Libor + 5.75%/Q),3/22/2021,3.6,3.6
317,"Lakers Buyer, Inc. and Lakers Parent LLC (16)",Provider of fire safety and life safety services,First lien senior secured loan ($51.2 par due 3/2027),6.75% PIK (Libor + 5.75%/Q),3/22/2021,51.2,51.2
318,"Lakers Buyer, Inc. and Lakers Parent LLC (16)",Provider of fire safety and life safety services,Second lien senior secured loan ($40.1 par due 9/2027),11.75% PIK (Libor + 10.75%/Q),3/22/2021,40.1,40.1
319,"Lakers Buyer, Inc. and Lakers Parent LLC (16)",Provider of fire safety and life safety services,"Common units (46,990 units)",0,3/22/2021,4.7,6.2
320,"Marmic Purchaser, LLC and Marmic Topco, L.P.",Provider of recurring fire protection services,First lien senior secured loan ($34.4 par due 3/2027),7.00% (Libor + 6.00%/Q),3/5/2021,34.4,34.4
321,"Marmic Purchaser, LLC and Marmic Topco, L.P.",Provider of recurring fire protection services,"Limited partnership units (1,929,237 units)",8.00% PIK,3/5/2021,2.1,2.4
322,"Microstar Logistics LLC, Microstar Global Asset Management LLC, MStar Holding Corporation and Kegstar USA Inc.",Keg management solutions provider,Second lien senior secured loan ($153.5 par due 7/2023),10.00% PIK (Libor + 9.00%/Q),8/13/2020,153.5,150.4
323,"Microstar Logistics LLC, Microstar Global Asset Management LLC, MStar Holding Corporation and Kegstar USA Inc.",Keg management solutions provider,"Series A preferred stock (1,507 shares)",0,8/13/2020,1.5,2.0
324,"Microstar Logistics LLC, Microstar Global Asset Management LLC, MStar Holding Corporation and Kegstar USA Inc.",Keg management solutions provider,"Common stock (54,710 shares)",0,12/14/2012,4.9,4.5
325,"NAS, LLC and Nationwide Marketing Group, LLC (16)","Buying and marketing services organization for appliance, furniture and consumer electronics dealers",First lien senior secured revolving loan ($0.6 par due 6/2024),8.75% (Base Rate + 5.50%/Q),11/3/2020,0.6,0.6
326,"NAS, LLC and Nationwide Marketing Group, LLC (16)","Buying and marketing services organization for appliance, furniture and consumer electronics dealers",First lien senior secured loan ($2.4 par due 6/2024),7.50% (Libor + 6.50%/Q),12/17/2021,2.4,2.4
327,"NAS, LLC and Nationwide Marketing Group, LLC (16)","Buying and marketing services organization for appliance, furniture and consumer electronics dealers",First lien senior secured loan ($6.4 par due 6/2024),7.00% (Libor + 6.00%/B),11/3/2020,6.4,6.4
328,"Nest Topco Borrower Inc., KKR Nest Co-Invest L.P., and NBLY 2021-1 (16)",Operator of multiple franchise concepts primarily related to home maintenance or repairs,Senior subordinated loan ($119.1 par due 8/2029),9.00% (Libor + 8.50%/Q),9/1/2021,119.1,117.9
329,"Nest Topco Borrower Inc., KKR Nest Co-Invest L.P., and NBLY 2021-1 (16)",Operator of multiple franchise concepts primarily related to home maintenance or repairs,"Limited partner interest (9,725,000 interests)",0,9/28/2021,9.7,9.7
330,"NM GRC Holdco, LLC",Regulatory compliance services provider to financial institutions,First lien senior secured loan ($45.4 par due 2/2024),8.5% (Libor + 6.00% Cash + 1.50% PIK/M),2/9/2018,45.2,45.4
331,"North American Fire Holdings, LLC and North American Fire Ultimate Holdings, LLC (16)",Provider of fire safety and life safety services,First lien senior secured loan ($20.1 par due 5/2027),7.00% (Libor + 6.00%/Q),5/19/2021,20.1,20.1
332,"North American Fire Holdings, LLC and North American Fire Ultimate Holdings, LLC (16)",Provider of fire safety and life safety services,"Common units (884,916 units)",0,5/19/2021,0.9,1.2
333,"North Haven Stack Buyer, LLC (16)",Provider of environmental testing services,First lien senior secured loan ($11.1 par due 7/2027),6.50% (Libor + 5.50%/Q),7/15/2021,10.8,11.0
334,Petroleum Service Group LLC (16),Provider of operational services for US petrochemical and refining companies,First lien senior secured revolving loan ($2.2 par due 7/2025),7.00% (Libor + 6.00%/Q),7/23/2019,2.2,2.2
335,Petroleum Service Group LLC (16),Provider of operational services for US petrochemical and refining companies,First lien senior secured loan ($8.1 par due 7/2025),7.00% (Libor + 6.00%/Q),12/3/2021,8.1,8.1
336,Petroleum Service Group LLC (16),Provider of operational services for US petrochemical and refining companies,First lien senior secured loan ($0.2 par due 7/2025),1.00% (Libor + 0.00%/Q),12/3/2021,0.2,0.2
337,Petroleum Service Group LLC (16),Provider of operational services for US petrochemical and refining companies,First lien senior secured loan ($34.2 par due 7/2025),7.00% (Libor + 6.00%/Q),7/23/2019,34.2,34.2
338,Petroleum Service Group LLC (16),Provider of operational services for US petrochemical and refining companies,First lien senior secured loan ($0.7 par due 7/2025),7.00% (Libor + 6.00%/Q),7/23/2019,0.7,0.7
339,"Pritchard Industries, LLC and LJ Pritchard TopCo Holdings, LLC",Provider of janitorial and facilities management services,First lien senior secured loan ($93.8 par due 10/2027),6.25% (Libor + 5.50%/Q),10/13/2021,93.8,92.8
340,"Pritchard Industries, LLC and LJ Pritchard TopCo Holdings, LLC",Provider of janitorial and facilities management services,"Class A units (7,900,000 units)",0,10/13/2021,7.9,7.9
341,"PS Operating Company LLC and PS OP Holdings LLC (fka QC Supply, LLC) (5)(16)",Specialty distributor and solutions provider to the swine and poultry markets,First lien senior secured revolving loan ($2.8 par due 12/2024),7.00% (Libor + 6.00%/Q),12/21/2021,2.8,2.8
342,"PS Operating Company LLC and PS OP Holdings LLC (fka QC Supply, LLC) (5)(16)",Specialty distributor and solutions provider to the swine and poultry markets,First lien senior secured loan ($14.9 par due 12/2024),7.00% (Libor + 6.00%/Q),12/21/2021,14.9,14.9
343,"PS Operating Company LLC and PS OP Holdings LLC (fka QC Supply, LLC) (5)(16)",Specialty distributor and solutions provider to the swine and poultry markets,"Common unit (279,200 units)",0,12/21/2021,7.4,7.4
344,R2 Acquisition Corp.,Marketing services,"Common stock (250,000 shares)",0,5/29/2007,0.2,0.5
345,RC V Tecmo Investor LLC,Technology based aggregator for facility maintenance services,"Common member units (9,624,000 units)",0,8/14/2020,8.3,19.3
346,"RE Community Holdings GP, LLC and RE Community Holdings, LP",Operator of municipal recycling facilities,Limited partnership interest (2.86% interest),0,3/1/2011,0.0,0.0
347,"RE Community Holdings GP, LLC and RE Community Holdings, LP",Operator of municipal recycling facilities,Limited partnership interest (2.49% interest),0,3/1/2011,0.0,0.0
348,"Registrar Intermediate, LLC and PSP Registrar Co-Investment Fund, L.P. (16)",Provider of FDA registration and consulting services,First lien senior secured loan ($37.9 par due 8/2027),6.50% (Libor + 5.50%/Q),8/26/2021,37.9,37.5
349,"Registrar Intermediate, LLC and PSP Registrar Co-Investment Fund, L.P. (16)",Provider of FDA registration and consulting services,Limited partner interests (1.13% interest),0,8/26/2021,2.7,2.6
350,Rodeo AcquisitionCo LLC (16),Provider of food inspection and recovery services,First lien senior secured revolving loan ($0.4 par due 7/2027),7.00% (Libor + 6.00%/Q),7/26/2021,0.4,0.3
351,Rodeo AcquisitionCo LLC (16),Provider of food inspection and recovery services,First lien senior secured loan ($17.1 par due 7/2027),7.00% (Libor + 6.00%/Q),7/26/2021,17.1,16.9
352,"Schill Landscaping and Lawn Care Services LLC and Landscape Parallel Partners, L.P. (16)","Provider of landscape design and planning, and snow removal services",First lien senior secured loan ($5.8 par due 12/2027),6.75% (Libor + 5.75%/Q),12/16/2021,5.8,5.8
353,"Schill Landscaping and Lawn Care Services LLC and Landscape Parallel Partners, L.P. (16)","Provider of landscape design and planning, and snow removal services","Class A units (3,840.5 units)",0,12/16/2021,9.5,9.5
354,"SSE Buyer, Inc., Supply Source Enterprises, Inc., Impact Products LLC, The Safety Zone, LLC and SSE Parent, LP","Manufacturer and distributor of personal protection equipment, commercial cleaning, maintenance and safety products",First lien senior secured loan ($21.4 par due 6/2026),10.22% (Libor + 9.22%/Q),6/30/2020,21.4,19.9
355,"SSE Buyer, Inc., Supply Source Enterprises, Inc., Impact Products LLC, The Safety Zone, LLC and SSE Parent, LP","Manufacturer and distributor of personal protection equipment, commercial cleaning, maintenance and safety products","Limited partnership class A-1 units (2,173 units)",0,6/30/2020,1.1,0.6
356,"SSE Buyer, Inc., Supply Source Enterprises, Inc., Impact Products LLC, The Safety Zone, LLC and SSE Parent, LP","Manufacturer and distributor of personal protection equipment, commercial cleaning, maintenance and safety products","Limited partnership class A-2 units (2,173 units)",0,6/30/2020,1.1,0.6
357,"Startec Equity, LLC (5)",Communication services,Member interest,0,4/1/2010,0.0,0.0
358,Stealth Holding LLC and UCIT Online Security Inc. (16),Live video monitoring solutions provider,First lien senior secured loan ($50.5 par due 3/2026),7.75% (Libor + 6.75%/Q),3/1/2021,50.5,50.5
359,Stealth Holding LLC and UCIT Online Security Inc. (16),Live video monitoring solutions provider,First lien senior secured loan ($0.8 par due 3/2026),9.00% (Base Rate + 5.75%/Q),3/1/2021,0.8,0.8
360,"Thermostat Purchaser III, Inc. (16)",Provider of commercial HVAC equipment maintenance and repair services,Second lien senior secured loan ($23.0 par due 8/2029),8.00% (Libor + 7.25%/M),8/31/2021,23.0,22.8
361,Tyden Group Holding Corp.,"Producer and marketer of global cargo security, product identification and traceability products and utility meter products","Preferred stock (46,276 shares)",0,1/3/2017,0.4,0.4
362,Tyden Group Holding Corp.,"Producer and marketer of global cargo security, product identification and traceability products and utility meter products","Common stock (5,521,203 shares)",0,1/3/2017,2.0,3.9
363,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,First lien senior secured loan ($32.5 par due 8/2022),9.75% (Libor + 7.00% Cash + 1.25% PIK/Q),8/31/2017,32.5,30.9
364,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,Senior subordinated loan ($88.6 par due 9/2024),12.50% PIK,8/31/2017,86.1,79.7
365,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,"Warrant to purchase up to 10,358,572 shares of common stock (expires 8/2027)",0,8/31/2017,3.9,0.0
366,"VLS Recovery Services, LLC (16)",Provider of commercial and industrial waste processing and disposal services,First lien senior secured revolving loan ($1.3 par due 10/2024),6.50% (Libor + 5.50%/M),10/17/2017,1.3,1.3
367,"VLS Recovery Services, LLC (16)",Provider of commercial and industrial waste processing and disposal services,First lien senior secured loan ($8.8 par due 10/2024),6.50% (Libor + 5.50%/Q),7/1/2019,8.8,8.8
368,"VLS Recovery Services, LLC (16)",Provider of commercial and industrial waste processing and disposal services,First lien senior secured loan ($5.2 par due 10/2024),6.50% (Libor + 5.50%/Q),8/31/2021,5.2,5.2
369,"Wash Encore Holdings, LLC",Provider of outsourced healthcare linen management solutions,First lien senior secured loan ($135.6 par due 7/2027),6.75% (Libor + 5.75%/Q),7/30/2021,135.6,134.2
370,"XIFIN, Inc. and ACP Charger Co-Invest LLC (16)",Revenue cycle management provider to labs,First lien senior secured revolving loan ($1.1 par due 2/2026),6.75% (Libor + 5.75%/M),2/6/2020,1.1,1.1
371,"XIFIN, Inc. and ACP Charger Co-Invest LLC (16)",Revenue cycle management provider to labs,First lien senior secured loan ($16.3 par due 2/2026),6.75% (Libor + 5.75%/Q),7/20/2021,16.3,16.1
372,"XIFIN, Inc. and ACP Charger Co-Invest LLC (16)",Revenue cycle management provider to labs,First lien senior secured loan ($39.3 par due 2/2026),6.75% (Libor + 5.75%/M),12/8/2021,39.3,39.0
373,"XIFIN, Inc. and ACP Charger Co-Invest LLC (16)",Revenue cycle management provider to labs,"Class A units (180,000 units)",0,2/6/2020,1.8,4.2
374,"XIFIN, Inc. and ACP Charger Co-Invest LLC (16)",Revenue cycle management provider to labs,"Class B units (46,363.16 units)",0,12/8/2021,0.9,1.1
375,"BCC Blueprint Holdings I, LLC and BCC Blueprint Investments, LLC",Provider of comprehensive suite of investment management and wealth planning solutions,First lien senior secured loan ($0.2 par due 9/2027),7.00% (Libor + 6.25%/Q),9/15/2021,0.2,0.2
376,"BCC Blueprint Holdings I, LLC and BCC Blueprint Investments, LLC",Provider of comprehensive suite of investment management and wealth planning solutions,Senior subordinated loan ($4.5 par due 9/2026),9.30% PIK,9/15/2021,4.5,4.5
377,"BCC Blueprint Holdings I, LLC and BCC Blueprint Investments, LLC",Provider of comprehensive suite of investment management and wealth planning solutions,"Common units (4,220,159 units)",0,9/15/2021,4.2,4.1
378,"Beacon Pointe Harmony, LLC (16)",Provider of comprehensive wealth management services,First lien senior secured loan ($14.5 par due 12/2028),6.00% (Libor + 5.25%/Q),12/29/2021,14.5,14.4
379,"CrossCountry Mortgage, LLC (16)",Mortgage company originating loans in the retail and consumer direct channels,First lien senior secured loan ($93.8 par due 11/2027),7.50% (Libor + 7.00%/Q),11/10/2021,93.8,92.8
380,DFC Global Facility Borrower III LLC (16),Non-bank provider of alternative financial services,First lien senior secured revolving loan ($146.4 par due 6/2026),8.50% (CDOR + 8.00%/B),6/10/2021,149.9,146.4
381,eCapital Finance Corp.,Consolidator of commercial finance businesses,Senior subordinated loan ($56.0 par due 1/2025),9.00% (Libor + 7.50%/M),1/31/2020,56.0,56.0
382,eCapital Finance Corp.,Consolidator of commercial finance businesses,Senior subordinated loan ($5.4 par due 1/2025),9.00% (Libor + 7.50%/M),11/24/2020,5.4,5.4
383,"EP Wealth Advisors, LLC (16)",Wealth management and financial planning firm,First lien senior secured revolving loan ($0.2 par due 9/2026),5.50% (Libor + 4.50%/Q),9/4/2020,0.2,0.2
384,"EP Wealth Advisors, LLC (16)",Wealth management and financial planning firm,First lien senior secured loan ($0.2 par due 9/2026),5.50% (Libor + 4.50%/Q),9/4/2020,0.2,0.2
385,"EP Wealth Advisors, LLC (16)",Wealth management and financial planning firm,First lien senior secured loan ($0.3 par due 9/2026),6.25% (Libor + 5.25%/Q),11/19/2021,0.3,0.3
386,"Green Street Parent, LLC and Green Street Intermediate Holdings, LLC (16)",Provider of REIT research data and analytics,First lien senior secured loan ($23.7 par due 8/2026),6.50% (Libor + 5.75%/Q),12/14/2021,23.7,23.7
387,"Ivy Hill Asset Management, L.P. (5)",Asset management services,Senior subordinated loan ($16.0 par due 5/2023),7.25% (Libor + 6.50%/M),2/8/2018,16.0,16.0
388,"Ivy Hill Asset Management, L.P. (5)",Asset management services,Member interest (100.00% interest),0,6/15/2009,765.0,919.8
389,"Javlin Three LLC, Javlin Four LLC, and Javlin Five LLC",Asset-backed financial services company,First lien senior secured loan ($15.7 par due 6/2017),0,6/24/2014,12.6,0.4
390,Joyce Lane Capital LLC and Joyce Lane Financing SPV LLC (fka Ciena Capital LLC) (5)(16),Specialty finance company,First lien senior secured loan ($0.3 par due 12/2022),4.13% (Libor + 4.00%/Q),12/27/2018,0.3,0.3
391,Joyce Lane Capital LLC and Joyce Lane Financing SPV LLC (fka Ciena Capital LLC) (5)(16),Specialty finance company,Equity interests,0,11/29/2010,0.0,0.0
392,LS DE LLC and LM LSQ Investors LLC,Asset based lender,Senior subordinated loan ($37.0 par due 3/2024),10.50%,6/25/2015,37.0,37.0
393,LS DE LLC and LM LSQ Investors LLC,Asset based lender,Senior subordinated loan ($3.0 par due 6/2021),10.50%,6/15/2017,3.0,3.0
394,LS DE LLC and LM LSQ Investors LLC,Asset based lender,"Membership units (3,275,000 units)",0,6/25/2015,3.3,3.5
395,Monica Holdco (US) Inc. (16),Investment technology and advisory firm,First lien senior secured revolving loan,-%,1/8/2021,0.0,0.0
396,Monica Holdco (US) Inc. (16),Investment technology and advisory firm,First lien senior secured loan ($2.6 par due 1/2028),7.25% (Libor + 6.25%/Q),1/8/2021,2.6,2.6
397,"Priority Holdings, LLC and Priority Technology Holdings, Inc.",Provider of merchant acquiring and payment processing solutions,First lien senior secured loan ($35.8 par due 4/2027),6.75% (Libor + 5.75%/M),4/27/2021,35.8,35.8
398,"Priority Holdings, LLC and Priority Technology Holdings, Inc.",Provider of merchant acquiring and payment processing solutions,"Senior preferred stock (65,761 shares)",13.00% PIK (Libor + 12.00%/Q),4/27/2021,64.4,68.3
399,"Priority Holdings, LLC and Priority Technology Holdings, Inc.",Provider of merchant acquiring and payment processing solutions,"Warrant to purchase up to 527,226 shares of common stock (expires 4/2031)",0,4/27/2021,4.0,3.4
400,"Rialto Management Group, LLC (16)",Investment and asset management platform focused on real estate,First lien senior secured revolving loan,-%,11/30/2018,0.0,0.0
401,"Rialto Management Group, LLC (16)",Investment and asset management platform focused on real estate,First lien senior secured loan ($9.5 par due 12/2025),6.50% (Libor + 5.75%/Q),12/22/2021,9.5,9.5
402,"Rialto Management Group, LLC (16)",Investment and asset management platform focused on real estate,First lien senior secured loan ($0.7 par due 12/2025),4.34% (Libor + 4.25%/M),11/30/2018,0.7,0.7
403,"Rialto Management Group, LLC (16)",Investment and asset management platform focused on real estate,First lien senior secured loan ($7.7 par due 12/2025),4.35% (Libor + 4.25%/M),4/30/2021,7.7,7.7
404,"TA/WEG Holdings, LLC (16)",Wealth management and financial planning firm,First lien senior secured revolving loan ($0.8 par due 10/2027),6.75% (Libor + 5.75%/Q),10/2/2019,0.8,0.8
405,"TA/WEG Holdings, LLC (16)",Wealth management and financial planning firm,First lien senior secured loan ($0.1 par due 10/2027),6.75% (Libor + 5.75%/Q),10/2/2019,0.1,0.1
406,"TA/WEG Holdings, LLC (16)",Wealth management and financial planning firm,First lien senior secured loan ($0.1 par due 10/2027),6.75% (Libor + 5.75%/Q),11/6/2020,0.1,0.1
407,"TA/WEG Holdings, LLC (16)",Wealth management and financial planning firm,First lien senior secured loan ($0.1 par due 10/2027),6.75% (Libor + 5.75%/B),6/3/2021,0.1,0.1
408,"TA/WEG Holdings, LLC (16)",Wealth management and financial planning firm,First lien senior secured loan ($8.3 par due 10/2027),6.75% (Libor + 5.75%/Q),8/13/2021,8.3,8.3
409,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (16)",Provider of asset-servicing capabilities for fund managers,First lien senior secured loan ($37.8 par due 2/2026),5.75% (Libor + 4.75%/Q),2/1/2019,37.8,37.8
410,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (16)",Provider of asset-servicing capabilities for fund managers,"Class A units (1,443 units)",0,9/16/2019,1.6,1.9
411,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (16)",Provider of asset-servicing capabilities for fund managers,Class A units (245 units),0,2/1/2019,0.2,0.0
412,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (16)",Provider of asset-servicing capabilities for fund managers,"Class B units (2,167,424 units)",0,2/1/2019,0.0,0.0
413,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (16)",Provider of asset-servicing capabilities for fund managers,"Class B units (245,194 units)",0,2/1/2019,0.0,0.0
414,"Alera Group, Inc. (16)",Insurance service provider,First lien senior secured loan ($96.6 par due 10/2028),6.25% (Libor + 5.50%/M),9/30/2021,96.6,95.6
415,Amynta Agency Borrower Inc. and Amynta Warranty Borrower Inc.,Insurance service provider,First lien senior secured loan ($1.0 par due 2/2025),4.60% (Libor + 4.50%/M),12/21/2018,1.0,1.0
416,"AQ Sunshine, Inc. (16)",Specialized insurance broker,First lien senior secured revolving loan ($0.3 par due 4/2024),7.00% (Libor + 6.00%/Q),4/15/2019,0.3,0.3
417,"AQ Sunshine, Inc. (16)",Specialized insurance broker,First lien senior secured loan ($8.6 par due 4/2025),7.00% (Libor + 6.00%/Q),4/15/2019,8.6,8.6
418,"AQ Sunshine, Inc. (16)",Specialized insurance broker,First lien senior secured loan ($13.3 par due 4/2025),7.00% (Libor + 6.00%/Q),10/29/2020,13.3,13.3
419,"AQ Sunshine, Inc. (16)",Specialized insurance broker,First lien senior secured loan ($20.2 par due 4/2025),7.00% (Libor + 6.00%/Q),6/28/2021,20.2,20.2
420,Ardonagh Midco 2 plc and Ardonagh Midco 3 plc,Insurance broker and underwriting servicer,First lien senior secured loan ($69.5 par due 7/2026),8.21% (GBP Libor + 7.46%/Q),6/26/2020,64.8,69.5
421,Ardonagh Midco 2 plc and Ardonagh Midco 3 plc,Insurance broker and underwriting servicer,First lien senior secured loan ($14.5 par due 7/2026),7.50% (GBP Libor + 6.75%/Q),6/26/2020,14.8,14.5
422,Ardonagh Midco 2 plc and Ardonagh Midco 3 plc,Insurance broker and underwriting servicer,First lien senior secured loan ($7.5 par due 7/2026),7.75% (Euribor + 6.75%/Q),6/26/2020,7.5,7.5
423,Ardonagh Midco 2 plc and Ardonagh Midco 3 plc,Insurance broker and underwriting servicer,First lien senior secured loan ($111.2 par due 7/2026),6.75% (Libor + 6.00%/Q),8/19/2021,111.2,111.2
