,Company,Business Description,Investment,Interest,Acquisition Date,Amortized Cost,Fair Value
342,Fulton Holdings Corp.,Airport restaurant operator,"First lien senior secured loan ($43,000 par due 5/2018)",8.50%,5/10/2013,43000,43000
343,Fulton Holdings Corp.,Airport restaurant operator,"First lien senior secured loan ($40,000 par due 5/2018)",8.50%,5/28/2010,40000,40000
344,Fulton Holdings Corp.,Airport restaurant operator,"Common stock (19,672 shares)",0,5/28/2010,1461,3374
345,"Paper Source, Inc. and Pine Holdings, Inc. (28)",Retailer of fine and artisanal paper products,"First lien senior secured loan ($9,875 par due 9/2018)",7.25% (Libor + 6.25%/Q),9/23/2013,9875,9875
346,"Paper Source, Inc. and Pine Holdings, Inc. (28)",Retailer of fine and artisanal paper products,"Class A common stock (36,364 shares)",0,9/23/2013,6000,8283
347,"Things Remembered, Inc. and TRM Holdings Corporation (28)",Personalized gifts retailer,"First lien senior secured revolving loan ($1,666 par due 5/2017)",8.00% (Libor + 6.50%/M),5/23/2012,1666,1666
348,"Things Remembered, Inc. and TRM Holdings Corporation (28)",Personalized gifts retailer,"First lien senior secured loan ($13,688 par due 5/2018)",8.00% (Libor + 6.50%/Q),5/24/2012,13688,12182
349,"10th Street, LLC and New 10th Street, LLC (7)",Real estate holding company,"First lien senior secured loan ($25,128 par due 11/2019)","7.00% Cash, 1.00% PIK",3/31/2014,25128,25128
350,"10th Street, LLC and New 10th Street, LLC (7)",Real estate holding company,"Senior subordinated loan ($27,031 par due 11/2019)","7.00% Cash, 1.00% PIK",4/1/2010,27031,27031
351,"10th Street, LLC and New 10th Street, LLC (7)",Real estate holding company,Member interest (10.00% interest),0,4/1/2010,594,49512
352,"10th Street, LLC and New 10th Street, LLC (7)",Real estate holding company,"Option (25,000 units)",0,4/1/2010,25,25
353,"Cleveland East Equity, LLC",Hotel operator,Real estate equity interests,0,4/1/2010,0,2973
354,"Commons R-3, LLC",Real estate developer,Real estate equity interests,0,4/1/2010,0,0
355,"Crescent Hotels & Resorts, LLC and affiliates (7)",Hotel operator,"Senior subordinated loan ($2,236 par due 9/2011)",15.00%,4/1/2010,0,0
356,"Crescent Hotels & Resorts, LLC and affiliates (7)",Hotel operator,Common equity interest,0,4/1/2010,0,0
357,"NPH, Inc.",Hotel property,Real estate equity interests,0,4/1/2010,1691,1950
358,"ChargePoint, Inc. (28)",Developer and operator of electric vehicle charging stations,"First lien senior secured loan ($10,000 par due 1/2019)",9.75% (Libor + 8.75%/M),12/24/2014,9496,9800
359,"ChargePoint, Inc. (28)",Developer and operator of electric vehicle charging stations,"Warrant to purchase up to 404,563 shares of Series E preferred stock",0,12/24/2014,327,327
360,"Driven Brands, Inc. and Driven Holdings, LLC",Automotive aftermarket car care franchisor,First lien senior secured loan ($209 par due 3/2017),6.00% (Libor + 5.00%/S),1/3/2014,209,209
361,"Driven Brands, Inc. and Driven Holdings, LLC",Automotive aftermarket car care franchisor,First lien senior secured loan ($776 par due 3/2017),7.25% (Base Rate + 4.00%/Q),1/3/2014,776,776
362,"Driven Brands, Inc. and Driven Holdings, LLC",Automotive aftermarket car care franchisor,"Preferred stock (247,500 units)",0,12/16/2011,2475,3149
363,"Driven Brands, Inc. and Driven Holdings, LLC",Automotive aftermarket car care franchisor,"Common stock (25,000 units)",0,12/16/2011,25,2713
364,"Eckler Industries, Inc. (28)",Restoration parts and accessories provider for classic automobiles,"First lien senior secured revolving loan ($6,200 par due 7/2017)",10.25% (Base Rate + 7.00%/Q),7/12/2012,6200,5890
365,"Eckler Industries, Inc. (28)",Restoration parts and accessories provider for classic automobiles,"First lien senior secured loan ($7,927 par due 7/2017)",10.25% (Base Rate + 7.00%/M),7/12/2012,7928,7530
366,"Eckler Industries, Inc. (28)",Restoration parts and accessories provider for classic automobiles,"First lien senior secured loan ($29,800 par due 7/2017)",10.25% (Base Rate + 7.00%/M),7/12/2012,29800,28310
367,"Eckler Industries, Inc. (28)",Restoration parts and accessories provider for classic automobiles,"Series A preferred stock (1,800 shares)",0,7/12/2012,1800,0
368,"Eckler Industries, Inc. (28)",Restoration parts and accessories provider for classic automobiles,"Common stock (20,000 shares)",0,7/12/2012,200,0
369,"EcoMotors, Inc.",Engine developer,"First lien senior secured loan ($3,636 par due 10/2016)",10.83%,12/28/2012,3582,3600
370,"EcoMotors, Inc.",Engine developer,"First lien senior secured loan ($4,394 par due 6/2017)",10.83%,12/28/2012,4310,4350
371,"EcoMotors, Inc.",Engine developer,"First lien senior secured loan ($3,000 par due 7/2016)",10.13%,12/28/2012,2966,2970
372,"EcoMotors, Inc.",Engine developer,"Warrant to purchase up to 321,888 shares of Series C preferred stock",0,12/28/2012,0,128
373,"EcoMotors, Inc.",Engine developer,"Warrant to purchase up to 70,000 shares of Series C preferred stock",0,2/24/2015,0,28
374,"Simpson Performance Products, Inc.",Provider of motorsports safety equipment,"First lien senior secured loan ($19,500 par due 2/2020)",9.83% (Libor + 8.83%/Q),2/20/2015,19500,19500
375,"SK SPV IV, LLC",Collision repair site operators,"Series A common stock (12,500 units)",0,8/18/2014,625,1987
376,"SK SPV IV, LLC",Collision repair site operators,"Series B common stock (12,500 units)",0,8/18/2014,625,1987
377,"TA THI Buyer, Inc. and TA THI Parent, Inc.",Collision repair company,"Series A preferred stock (50,000 shares)",0,7/28/2014,5000,5824
378,"Genomatica, Inc.",Developer of a biotechnology platform for the production of chemical products,"Warrant to purchase 322,422 shares of Series D preferred stock",0,3/28/2013,0,6
379,"K2 Pure Solutions Nocal, L.P. (28)",Chemical producer,"First lien senior secured revolving loan ($2,256 par due 8/2019)",9.13% (Libor + 8.13%/M),8/19/2013,2256,2256
380,"K2 Pure Solutions Nocal, L.P. (28)",Chemical producer,"First lien senior secured loan ($21,097 par due 8/2019)",8.00% (Libor + 7.00%/M),8/19/2013,21097,21097
381,"K2 Pure Solutions Nocal, L.P. (28)",Chemical producer,"First lien senior secured loan ($39,250 par due 8/2019)",8.00% (Libor + 7.00%/M),8/19/2013,39250,39250
382,"K2 Pure Solutions Nocal, L.P. (28)",Chemical producer,"First lien senior secured loan ($19,625 par due 8/2019)",8.00% (Libor + 7.00%/M),8/19/2013,19625,19625
383,"Kinestral Technologies, Inc.","Designer of adaptive, dynamic glass for the commercial and residential markets","First lien senior secured loan ($6,283 par due 8/2017)",10.00%,4/22/2014,6187,6283
384,"Kinestral Technologies, Inc.","Designer of adaptive, dynamic glass for the commercial and residential markets","Warrant to purchase up to 325,000 shares of Series A preferred stock",0,4/22/2014,73,100
385,"Liquid Light, Inc.",Developer and licensor of process technology for the conversion of carbon dioxide into major chemicals,"First lien senior secured loan ($3,000 par due 11/2017)",10.00%,8/13/2014,2937,3000
386,"Liquid Light, Inc.",Developer and licensor of process technology for the conversion of carbon dioxide into major chemicals,"Warrant to purchase up to 86,009 shares of Series B preferred stock",0,8/13/2014,77,74
387,"RE Community Holdings II, Inc., Pegasus Community Energy, LLC., and MPH Energy Holdings, LP",Operator of municipal recycling facilities,"Preferred stock (1,000 shares)",0,3/1/2011,8839,0
388,"RE Community Holdings II, Inc., Pegasus Community Energy, LLC., and MPH Energy Holdings, LP",Operator of municipal recycling facilities,Limited partnership interest (3.13% interest),0,1/8/2014,0,0
389,"Waste Pro USA, Inc",Waste management services,"Second lien senior secured loan ($77,306 par due 10/2020)",8.50% (Libor + 7.50%/Q),10/15/2014,77306,77306
390,Castle Management Borrower LLC,Hotel operator,"First lien senior secured loan ($5,985 par due 9/2020)",7.50% (Libor + 6.50%/Q),10/17/2014,5985,5985
391,Castle Management Borrower LLC,Hotel operator,"Second lien senior secured loan ($55,000 par due 3/2021)",11.00% (Libor + 10.00%/Q),10/17/2014,55000,55000
392,Castle Management Borrower LLC,Hotel operator,"Second lien senior secured loan ($10,000 par due 3/2021)",11.00% (Libor + 10.00%/Q),10/17/2014,10000,10000
393,"Athletic Club Holdings, Inc. (28)",Premier health club operator,"First lien senior secured loan ($41,000 par due 10/2020)",9.50% (Libor + 8.50%/M),10/11/2007,41000,41000
394,"CFW Co-Invest, L.P., NCP Curves, L.P. and Curves International Holdings, Inc.",Health club franchisor,"Limited partnership interest (4,152,165 shares)",0,7/31/2012,4152,3798
395,"CFW Co-Invest, L.P., NCP Curves, L.P. and Curves International Holdings, Inc.",Health club franchisor,"Limited partnership interest (2,218,235 shares)",0,7/31/2012,2218,2029
396,"CFW Co-Invest, L.P., NCP Curves, L.P. and Curves International Holdings, Inc.",Health club franchisor,"Common stock (1,680 shares)",0,11/12/2014,0,0
397,"Batanga, Inc. (28)",Independent digital media company,"First lien senior secured revolving loan ($3,000 par due 12/2015)",10.00%,10/31/2012,3000,3000
398,"Batanga, Inc. (28)",Independent digital media company,"First lien senior secured loan ($6,590 par due 6/2017)",10.60%,10/31/2012,6590,6650
399,"Earthcolor Group, LLC",Printing management services,Limited liability company interests (9.30%),0,5/18/2012,0,0
400,"The Teaching Company, LLC and The Teaching Company Holdings, Inc.",Education publications provider,"First lien senior secured loan ($20,345 par due 3/2017)",9.00% (Libor + 7.50%/Q),3/6/2011,20346,20142
401,"The Teaching Company, LLC and The Teaching Company Holdings, Inc.",Education publications provider,"First lien senior secured loan ($9,449 par due 3/2017)",9.00% (Libor + 7.50%/Q),3/6/2011,9449,9355
402,"The Teaching Company, LLC and The Teaching Company Holdings, Inc.",Education publications provider,"Preferred stock (10,663 shares)",0,9/29/2006,1066,3076
403,"The Teaching Company, LLC and The Teaching Company Holdings, Inc.",Education publications provider,"Common stock (15,393 shares)",0,9/29/2006,3,7
404,"Flow Solutions Holdings, Inc. (28)","Distributor of high value fluid handling, filtration and flow control products","Second lien senior secured loan ($5,000 par due 10/2018)",10.00% (Libor + 9.00%/M),12/16/2014,5000,5000
405,"Flow Solutions Holdings, Inc. (28)","Distributor of high value fluid handling, filtration and flow control products","Second lien senior secured loan ($29,500 par due 10/2018)",10.00% (Libor + 9.00%/M),12/16/2014,29500,29500
406,Adaptive Mobile Security Limited (8)(28),Developer of security software for mobile communications networks,"First lien senior secured loan ($3,765 par due 7/2018)",10.00% (Libor + 9.00%/M),1/16/2015,3693,3479
407,"American Broadband Communications, LLC, American Broadband Holding Company, and Cameron Holdings of NC, Inc.",Broadband communication services,Warrants to purchase up to 208 shares,0,11/7/2007,0,8787
408,"American Broadband Communications, LLC, American Broadband Holding Company, and Cameron Holdings of NC, Inc.",Broadband communication services,Warrants to purchase up to 200 shares,0,9/1/2010,0,4649
409,"Quantance, Inc.",Designer of semiconductor products to the mobile wireless market,"First lien senior secured loan ($2,427 par due 9/2016)",10.25%,8/23/2013,2389,2427
410,"Quantance, Inc.",Designer of semiconductor products to the mobile wireless market,"Warrant to purchase up to 130,432 shares of Series D preferred stock",0,8/23/2013,74,102
411,"Startec Equity, LLC (7)",Communication services,Member interest,0,4/1/2010,0,0
412,Wilcon Holdings LLC,Communications infrastructure provider,"Class A common stock (2,000,000 shares)",0,12/13/2013,1829,2184
413,Powervation Inc. and Powervation Limited (8),Semiconductor company focused on power control and management,"First lien senior secured loan ($3,000 par due 11/2017)",9.04%,11/13/2014,2895,3000
414,Powervation Inc. and Powervation Limited (8),Semiconductor company focused on power control and management,"Warrant to purchase up to 11,531 shares of Series D preferred stock",0,11/13/2014,0,6
