,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
442,"Vendavo, Inc.",,Preferred stock A,,N/A,,,N/A,,,N/A,,,827,,,,827,,,,0.1,,,,1056,
443,"Vitalyst, LLC",,Common stock,,N/A,,,N/A,,,N/A,,,1,,,,7,,,,-,,,,-,
444,"Vitalyst, LLC",,Preferred stock A,,N/A,,,N/A,,,N/A,,,-,,,,61,,,,-,,,,37,
445,,,,,,,,,,,,,,,,,,3108,,,,0.4,,,,3817,
446,Electronics,,,,,,,,,,,,,,,,,,,,,,,,,,
447,"ECI Acquisition Holdings, Inc.",,Common stock,,N/A,,,N/A,,,N/A,,,9,,,,873,,,,0.1,,,,1038,
448,"Gamma Technologies, LLC",,LLC units,,N/A,,,N/A,,,N/A,,,1,,,,134,,,,-,,,,134,
449,"SEI, Inc.",,LLC units,,N/A,,,N/A,,,N/A,,,340,,,,340,,,,-,,,,370,
450,"Sloan Company, Inc., The",,LLC units,,N/A,,,N/A,,,N/A,,,1,,,,14,,,,-,,,,-,
451,"Sloan Company, Inc., The",,LLC units,,N/A,,,N/A,,,N/A,,,-,,,,122,,,,-,,,,-,
452,Sparta Holding Corporation,,Common stock,,N/A,,,N/A,,,N/A,,,1,,,,567,,,,0.1,,,,658,
453,Sparta Holding Corporation,,Common stock,,N/A,,,N/A,,,N/A,,,235,,,,6,,,,-,,,,93,
454,Syncsort Incorporated,,Preferred stock,,N/A,,,N/A,,,N/A,,,90,,,,226,,,,0.1,,,,226,
455,,,,,,,,,,,,,,,,,,2282,,,,0.3,,,,2519,
456,Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,
457,"MyWebGrocer, Inc.",,LLC units,,N/A,,,N/A,,,N/A,,,1418,,,,1446,,,,0.2,,,,2000,
458,"Healthcare, Education and  Childcare",,,,,,,,,,,,,,,,,,,,,,,,,,
459,"Active Day, Inc.",,LLC interest,,N/A,,,N/A,,,N/A,,,1,,,,614,,,,0.1,,,,614,
460,"Advanced Pain Management Holdings, Inc.",,Common stock,,N/A,,,N/A,,,N/A,,,67,,,,67,,,,-,,,,-,
461,"Advanced Pain Management Holdings, Inc.",,Preferred stock,,N/A,,,N/A,,,N/A,,,8,,,,829,,,,0.1,,,,597,
462,"Advanced Pain Management Holdings, Inc.",,Preferred stock,,N/A,,,N/A,,,N/A,,,1,,,,64,,,,-,,,,196,
463,"Avatar International, LLC",,LP interest,,N/A,,,N/A,,,N/A,,,1,,,,741,,,,-,,,,-,
464,"BIORECLAMATIONIVT, LLC",,LLC interest,,N/A,,,N/A,,,N/A,,,-,,,,365,,,,-,,,,365,
465,"California Cryobank, LLC",,LLC units,,N/A,,,N/A,,,N/A,,,-,,,,28,,,,-,,,,32,
466,"California Cryobank, LLC",,LLC units,,N/A,,,N/A,,,N/A,,,-,,,,-,,,,-,,,,2,
467,Certara L.P.,,LP interest,,N/A,,,N/A,,,N/A,,,-,,,,635,,,,0.1,,,,1070,
468,"DCA Investment Holding, LLC",,LLC units,,N/A,,,N/A,,,N/A,,,8637,,,,864,,,,0.1,,,,864,
469,"DCA Investment Holding, LLC",,LLC units,,N/A,,,N/A,,,N/A,,,87,,,,9,,,,-,,,,9,
470,Deca Dental Management LLC,,LLC units,,N/A,,,N/A,,,N/A,,,357,,,,357,,,,-,,,,348,
471,,,,,Spread,,,,,,,,,,,,,Percentage,,,,,,,,,
472,,,Investment,,Above,,Interest,,,Maturity,,"Principal / Par ($),",,,Amortized,,,of,,,Fair,,,,,,
473,,,Type,,Index  (1),,Rate  (2),,,Date,,Shares/Units  (3),,,Cost,,,Net Assets,,,Value,,,,,,
474,Dental Holdings Corporation,,LLC units,,N/A,,,N/A,,,N/A,,,775,,,,775,,,,0.1,,,,965,
475,"Encore GC Acquisition, LLC",,LLC units,,N/A,,,N/A,,,N/A,,,18,,,,182,,,,-,,,,196,
476,"Encore GC Acquisition, LLC",,LLC units,,N/A,,,N/A,,,N/A,,,18,,,,-,,,,-,,,,38,
477,"G & H Wire Company, Inc",,LP interest,,N/A,,,N/A,,,N/A,,,102,,,,102,,,,-,,,,127,
478,"Global Healthcare Exchange, LLC",,Common stock,,N/A,,,N/A,,,N/A,,,-,,,,5,,,,-,,,,110,
479,"Global Healthcare Exchange, LLC",,Common stock,,N/A,,,N/A,,,N/A,,,-,,,,481,,,,0.1,,,,572,
480,"IntegraMed America, Inc.",,LLC interest,,N/A,,,N/A,,,N/A,,,-,,,,417,,,,0.1,,,,565,
481,"IntegraMed America, Inc.",,LLC interest,,N/A,,,N/A,,,N/A,,,-,,,,458,,,,-,,,,19,
482,"Katena Holdings, Inc.",,LLC units,,N/A,,,N/A,,,N/A,,,-,,,,387,,,,0.1,,,,416,
483,"Northwestern Management Services, LLC",,LLC units,,N/A,,,N/A,,,N/A,,,3,,,,3,,,,-,,,,270,
484,"Northwestern Management Services, LLC",,LLC units,,N/A,,,N/A,,,N/A,,,-,,,,249,,,,0.1,,,,321,
485,"Pentec Acquisition Sub, Inc.",,Preferred stock,,N/A,,,N/A,,,N/A,,,1,,,,116,,,,-,,,,242,
486,"Radiology Partners, Inc.",,LLC units,,N/A,,,N/A,,,N/A,,,43,,,,85,,,,-,,,,136,
487,"Reliant Pro ReHab, LLC",,Preferred stock A,,N/A,,,N/A,,,N/A,,,2,,,,183,,,,0.1,,,,907,
488,RXH Buyer Corporation,,LP interest,,N/A,,,N/A,,,N/A,,,7,,,,683,,,,0.1,,,,745,
489,Southern Anesthesia and Surgical,,LLC units,,N/A,,,N/A,,,N/A,,,487,,,,487,,,,0.1,,,,585,
490,"Spear Education, LLC",,LLC units,,N/A,,,N/A,,,N/A,,,-,,,,86,,,,-,,,,98,
491,"Spear Education, LLC",,LLC units,,N/A,,,N/A,,,N/A,,,1,,,,1,,,,-,,,,23,
492,SSH Corporation,,Common stock,,N/A,,,N/A,,,N/A,,,-,,,,40,,,,-,,,,65,
493,"Surgical Information Systems, LLC",,Common stock,,N/A,,,N/A,,,N/A,,,4,,,,414,,,,0.1,,,,531,
494,"U.S. Renal Care, Inc.",,LP interest,,N/A,,,N/A,,,N/A,,,1,,,,2665,,,,0.5,,,,3571,
495,"Young Innovations, Inc.",,LLC units,,N/A,,,N/A,,,N/A,,,-,,,,236,,,,0.1,,,,632,
496,,,,,,,,,,,,,,,,,,12628,,,,1.9,,,,15231,
497,"Home and Office Furnishings,",,,,,,,,,,,,,,,,,,,,,,,,,,
498,"Housewares, and Durable Consumer",,,,,,,,,,,,,,,,,,,,,,,,,,
499,"Top Knobs USA, Inc.",,Common stock,,N/A,,,N/A,,,N/A,,,3,,,,27,,,,-,,,,288,
500,Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,
501,"Captive Resources Midco, LLC",,LLC units,,N/A,,,N/A,,,N/A,,,1,,,,-,,,,-,,,,164,
502,"Internet Pipeline, Inc.",,Common stock,,N/A,,,N/A,,,N/A,,,43,,,,1,,,,-,,,,12,
503,"Internet Pipeline, Inc.",,Preferred stock,,N/A,,,N/A,,,N/A,,,-,,,,98,,,,-,,,,105,
504,,,,,,,,,,,,,,,,,,99,,,,-,,,,281,
505,"Leisure, Amusement, Motion  Pictures",,,,,,,,,,,,,,,,,,,,,,,,,,
506,and Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,
507,"LMP TR Holdings, LLC",,LLC units,,N/A,,,N/A,,,N/A,,,712,,,,712,,,,-,,,,163,
508,"Titan Fitness, LLC",,LLC units,,N/A,,,N/A,,,N/A,,,6,,,,583,,,,0.1,,,,763,
509,,,,,,,,,,,,,,,,,,1295,,,,0.1,,,,926,
510,Personal and Non-Durable  Consumer,,,,,,,,,,,,,,,,,,,,,,,,,,
511,Products,,,,,,,,,,,,,,,,,,,,,,,,,,
512,"C.B. Fleet Company, Incorporated",,LLC units,,N/A,,,N/A,,,N/A,,,2,,,,134,,,,-,,,,230,
513,"Georgica Pine Clothiers, LLC",,LLC interest,,N/A,,,N/A,,,N/A,,,11,,,,106,,,,-,,,,106,
514,"Hygenic Corporation, The",,LP interest,,N/A,,,N/A,,,N/A,,,1,,,,61,,,,-,,,,128,
515,"Massage Envy, LLC",,LLC interest,,N/A,,,N/A,,,N/A,,,749,,,,749,,,,0.1,,,,987,
516,Team Technologies Acquisition  Company,,Common stock,,N/A,,,N/A,,,N/A,,,-,,,,114,,,,0.1,,,,288,
517,,,,,,,,,,,,,,,,,,1164,,,,0.2,,,,1739,
518,"Personal, Food and Miscellaneous  Services",,,,,,,,,,,,,,,,,,,,,,,,,,
519,"Community Veterinary Partners, LLC",,Common stock,,N/A,,,N/A,,,N/A,,,1,,,,114,,,,-,,,,114,
520,R.G. Barry Corporation,,Preferred stock,,N/A,,,N/A,,,N/A,,,-,,,,161,,,,0.1,,,,188,
521,Vetcor Professional Practices LLC,,LLC units,,N/A,,,N/A,,,N/A,,,85,,,,85,,,,-,,,,105,
522,Vetcor Professional Practices  LLC,,LLC units,,N/A,,,N/A,,,N/A,,,766,,,,766,,,,0.1,,,,824,
523,,,,,,,,,,,,,,,,,,1126,,,,0.2,,,,1231,
524,Printing and Publishing,,,,,,,,,,,,,,,,,,,,,,,,,,
525,"Brandmuscle, Inc.",,LLC interest,,N/A,,,N/A,,,N/A,,,-,,,,240,,,,-,,,,240,
526,"Market Track, LLC",,Preferred stock,,N/A,,,N/A,,,N/A,,,-,,,,145,,,,-,,,,205,
527,"Market Track, LLC",,Common stock,,N/A,,,N/A,,,N/A,,,1,,,,145,,,,0.1,,,,276,
528,,,,,,,,,,,,,,,,,,530,,,,0.1,,,,721,
529,Retail Stores,,,,,,,,,,,,,,,,,,,,,,,,,,
530,"Barcelona Restaurants, LLC",,LP interest,,N/A,,,N/A,,,N/A,,,1996,,,,-,,,,0.6,,,,5208,
531,"Benihana, Inc.",,LLC units,,N/A,,,N/A,,,N/A,,,43,,,,699,,,,0.1,,,,498,
532,"Cycle Gear, Inc.",,LLC interest,,N/A,,,N/A,,,N/A,,,19,,,,248,,,,-,,,,248,
533,"DentMall MSO, LLC",,LLC units,,N/A,,,N/A,,,N/A,,,2,,,,-,,,,-,,,,-,
534,"DentMall MSO, LLC",,LLC units,,N/A,,,N/A,,,N/A,,,2,,,,97,,,,-,,,,20,
535,"Elite Sportswear, L.P.",,LLC interest,,N/A,,,N/A,,,N/A,,,-,,,,73,,,,-,,,,91,
536,"Express Oil Change, LLC",,LLC interest,,N/A,,,N/A,,,N/A,,,81,,,,81,,,,-,,,,187,
537,"Marshall Retail Group LLC, The",,LLC units,,N/A,,,N/A,,,N/A,,,15,,,,154,,,,-,,,,47,
538,"Paper Source, Inc.",,Common stock,,N/A,,,N/A,,,N/A,,,8,,,,1387,,,,0.2,,,,1567,
539,RCP PetPeople LP,,LP interest,,N/A,,,N/A,,,N/A,,,889,,,,889,,,,0.2,,,,1476,
540,RCPSI Corporation,,LLC interest,,N/A,,,N/A,,,N/A,,,455,,,,455,,,,0.1,,,,465,
541,"Rubio's Restaurants, Inc.",,Preferred stock A,,N/A,,,N/A,,,N/A,,,2,,,,945,,,,0.3,,,,2673,
542,"Sneaker Villa, Inc.",,LLC interest,,N/A,,,N/A,,,N/A,,,4,,,,411,,,,0.1,,,,713,
543,,,,,,,,,,,,,,,,,,5439,,,,1.6,,,,13193,
544,Textiles and Leather,,,,,,,,,,,,,,,,,,,,,,,,,,
545,"Southern Tide, LLC",,LLC interest,,N/A,,,N/A,,,N/A,,,2,,,,191,,,,-,,,,226,
546,Utilities,,,,,,,,,,,,,,,,,,,,,,,,,,
547,"PowerPlan Holdings, Inc.",,Common stock,,N/A,,,N/A,,,N/A,,,-,,,,303,,,,0.1,,,,333,
548,"PowerPlan Holdings, Inc.",,Common stock,,N/A,,,N/A,,,N/A,,,151,,,,3,,,,-,,,,73,
549,,,,,,,,,,,,,,,,,,306,,,,0.1,,,,406,
550,Total  non-controlled/non-affiliate company equity investments,,,,,,,,,,,,,,,,,43232,,,,7.7,,,,63601,
551,Total  non-controlled/non-affiliate company investments,,,,,,,,,,,,,1441644,,,,1466750,,,,181.9,,,,1485073,
552,,,,,Spread,,,,,,,,,,,,,Percentage,,,,,,,,,
553,,,Investment,,Above,,Interest,,,Maturity,,"Principal / Par ($),",,,Amortized,,,of,,,Fair,,,,,,
554,,,Type,,Index  (1),,Rate  (2),,,Date,,Shares/Units  (3),,,Cost,,,Net Assets,,,Value,,,,,,
555,Non-controlled  affiliated company investments  (12),,,,,,,,,,,,,,,,,,,,,,,,,,
556,Debt investments,,,,,,,,,,,,,,,,,,,,,,,,,,
557,"Leisure,  Amusement, Motion Pictures and Entertainment",,,,,,,,,,,,,,,,,,,,,,,,,,
558,"Competitor  Group, Inc.",,One stop,,L + 9.25,,,5.00  cash/5.50 PIK,,,11/2018,,,1065,,,,1025,,,,0.1,,,,1011,
559,"Competitor  Group, Inc.  *#",,One  stop,,L  + 9.25,,,5.00  cash/5.50 PIK,,,11/2018,,,8988,,,,8500,,,,1.1,,,,8540,
560,,,,,,,,,,,,,,10053,,,,9525,,,,1.2,,,,9551,
561,Total  non-controlled affiliate company debt investments,,,,,,,,,,,,,10053,,,,9525,,,,1.2,,,,9551,
562,Equity investments,,,,,,,,,,,,,,,,,,,,,,,,,,
563,"Leisure,  Amusement, Motion Pictures and Entertainment",,,,,,,,,,,,,,,,,,,,,,,,,,
564,"Competitor Group, Inc.",,LLC interest,,N/A,,,N/A,,,N/A,,,1,,,,714,,,,-,,,,-,
565,"Competitor Group, Inc.  *#",,Preferred stock,,N/A,,,N/A,,,N/A,,,4,,,,4226,,,,-,,,,59,
566,"Competitor Group, Inc.  *#",,Common stock,,N/A,,,N/A,,,N/A,,,27,,,,-,,,,-,,,,-,
567,,,,,,,,,,,,,,,,,,4940,,,,-,,,,59,
568,Total  non-controlled affiliate company equity investments,,,,,,,,,,,,,,,,,4940,,,,-,,,,59,
569,Total  non-controlled affiliate company investments,,,,,,,,,,,,,10053,,,,14465,,,,1.2,,,,9610,
570,Controlled  affiliate company investments  (13),,,,,,,,,,,,,,,,,,,,,,,,,,
571,Debt investments,,,,,,,,,,,,,,,,,,,,,,,,,,
572,Investment  Funds and Vehicles,,,,,,,,,,,,,,,,,,,,,,,,,,
573,Senior Loan Fund LLC  (7),,Subordinated debt,,L + 8.00,,,8.43,,,05/2020,,,86182,,,,86182,,,,10.4,,,,85321,
574,Total  controlled affiliate company debt investments,,,,,,,,,,,,,86182,,,,86182,,,,10.4,,,,85321,
575,Equity investments,,,,,,,,,,,,,,,,,,,,,,,,,,
576,Investment  Funds and Vehicles,,,,,,,,,,,,,,,,,,,,,,,,,,
577,Senior Loan Fund LLC  (7),,LLC interest,,N/A,,,N/A,,,N/A,,,34043,,,,34043,,,,3.9,,,,31698,
578,Total  controlled affiliate company equity investments,,,,,,,,,,,,,,,,,34043,,,,3.9,,,,31698,
579,Total  controlled affiliate company investments,,,,,,,,,,,,,86182,,,,120225,,,,14.3,,,,117019,
580,Total  investments,,,,,,,,,,,,,1537879,,,,1601440,,,,197.4,,,,1611702,
581,"Cash, Restricted Cash and  Cash Equivalents",,,,,,,,,,,,,,,,,,,,,,,,,,
582,Cash  and Restricted Cash,,,,,,,,,,,,,,,,,17986,,,,2.2,,,,17986,
583,BlackRock  Liquidity Funds T-Fund Institutional Shares (CUSIP 09248U718),,,,,,,,,,,,,,,,,2607,,,,0.3,,,,2607,
584,BNY  Mellon US Dollar Liquidity Fund Institutional Shares (CUSIP G1206E235),,,,,,,,,,,,,,,,,5556,,,,0.7,,,,5556,
585,US  Bank Money Market Account (CUSIP 8AMMF0176),,,,,,,,,,,,,,,,,11451,,,,1.4,,,,11451,
586,US  Bank Money Market Account (CUSIP 9AMMF05B2),,,,,,,,,,,,,,,,,4598,,,,0.6,,,,4598,
587,"Total  Cash, Restricted Cash and Cash Equivalents",,,,,,,,,,,,,,,,,42198,,,,5.2,,,,42198,
588,"Total  Investments and Cash, Restricted Cash and Cash Equivalents",,,,,,,,,,,,,,,,,1643638,,,,202.6,,,,1653900,
