,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
423,"Vendavo, Inc.",,Preferred stock A,,,N/A,,,,N/A,,,,N/A,,,,827,,,,827,,,,0.1,,,,827,
424,,,,,,,,,,,,,,,,,,,,,,2489,,,,0.4,,,,2754,
425,Electronics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,"ECI Acquisition Holdings, Inc.",,Common stock,,,N/A,,,,N/A,,,,N/A,,,,9,,,,873,,,,0.1,,,,1044,
427,Sparta Holding Corporation,,Common stock,,,N/A,,,,N/A,,,,N/A,,,,1,,,,567,,,,0.1,,,,587,
428,Sparta Holding Corporation,,Common stock,,,N/A,,,,N/A,,,,N/A,,,,235,,,,6,,,,-,,,,-,
429,,,,,,,,,,,,,,,,,,,,,,1446,,,,0.2,,,,1631,
430,Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,"MyWebGrocer, Inc.",,LLC units,,,N/A,,,,N/A,,,,N/A,,,,1418,,,,1446,,,,0.2,,,,1414,
432,"Healthcare, Education and  Childcare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,"Advanced Pain Management Holdings, Inc.",,Common stock,,,N/A,,,,N/A,,,,N/A,,,,67,,,,67,,,,0.1,,,,362,
434,"Advanced Pain Management Holdings, Inc.",,Preferred stock,,,N/A,,,,N/A,,,,N/A,,,,8,,,,829,,,,0.1,,,,975,
435,,,,,Spread,,,,,,,,,,,,,,,Percentage,,,,,,,,,,,
436,,,Investment,,Above,,,Interest,,,Maturity,,,Shares /,,,,,,of,,,Fair,,,,,,,,
437,,,Type,,Index  (1),,,Rate  (2),,,Date,,,Contracts,,,Cost,,,Net Assets,,,Value,,,,,,,,
438,"Avatar International, LLC",,LP interest,,,N/A,,,,N/A,,,,N/A,,,,1,,,,741,,,,-,,,,-,
439,"California Cryobank, LLC",,LLC units,,,N/A,,,,N/A,,,,N/A,,,,-,,,,28,,,,-,,,,31,
440,"California Cryobank, LLC",,LLC units,,,N/A,,,,N/A,,,,N/A,,,,-,,,,-,,,,-,,,,-,
441,Certara L.P.,,LP interest,,,N/A,,,,N/A,,,,N/A,,,,-,,,,635,,,,0.1,,,,683,
442,Dental Holdings Corporation,,LLC units,,,N/A,,,,N/A,,,,N/A,,,,734,,,,734,,,,0.1,,,,734,
443,"Dialysis Newco, Inc.",,LLC units,,,N/A,,,,N/A,,,,N/A,,,,871,,,,-,,,,0.4,,,,2640,
444,"Encore Rehabilitation Services, LLC",,LLC units,,,N/A,,,,N/A,,,,N/A,,,,14,,,,141,,,,-,,,,141,
445,"Encore Rehabilitation Services, LLC",,LLC units,,,N/A,,,,N/A,,,,N/A,,,,14,,,,-,,,,-,,,,-,
446,"G & H Wire Company, Inc.",,LP interest,,,N/A,,,,N/A,,,,N/A,,,,-,,,,102,,,,-,,,,131,
447,"Global Healthcare Exchange, LLC",,Common stock,,,N/A,,,,N/A,,,,N/A,,,,-,,,,5,,,,-,,,,26,
448,"Global Healthcare Exchange, LLC",,Preferred stock,,,N/A,,,,N/A,,,,N/A,,,,-,,,,481,,,,0.1,,,,522,
449,"IntegraMed America, Inc.",,Common stock,,,N/A,,,,N/A,,,,N/A,,,,1,,,,875,,,,0.1,,,,542,
450,"Northwestern Management Services, LLC",,LLC units,,,N/A,,,,N/A,,,,N/A,,,,3,,,,3,,,,-,,,,66,
451,"Northwestern Management Services, LLC",,LLC units,,,N/A,,,,N/A,,,,N/A,,,,-,,,,249,,,,-,,,,297,
452,"Pentec Acquisition Sub, Inc.",,Preferred stock,,,N/A,,,,N/A,,,,N/A,,,,1,,,,116,,,,-,,,,195,
453,"Radiology Partners, Inc.",,LLC units,,,N/A,,,,N/A,,,,N/A,,,,43,,,,85,,,,-,,,,80,
454,"Reliant Pro ReHab, LLC",,Preferred stock A,,,N/A,,,,N/A,,,,N/A,,,,2,,,,183,,,,0.2,,,,958,
455,Southern Anesthesia and Surgical,,LLC units,,,N/A,,,,N/A,,,,N/A,,,,487,,,,487,,,,0.1,,,,660,
456,"Spear Education, LLC",,LLC units,,,N/A,,,,N/A,,,,N/A,,,,-,,,,86,,,,-,,,,90,
457,"Spear Education, LLC",,LLC units,,,N/A,,,,N/A,,,,N/A,,,,1,,,,1,,,,-,,,,12,
458,"Surgical Information Systems, LLC",,Common stock,,,N/A,,,,N/A,,,,N/A,,,,4,,,,414,,,,0.1,,,,492,
459,"Young Innovations, Inc.",,LLC units,,,N/A,,,,N/A,,,,N/A,,,,-,,,,236,,,,-,,,,356,
460,,,,,,,,,,,,,,,,,,,,,,6498,,,,1.4,,,,9993,
461,"Home  and Office Furnishings, Housewares, and Durable Consumer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,"Top Knobs USA, Inc.",,Common stock,,,N/A,,,,N/A,,,,N/A,,,,3,,,,27,,,,-,,,,195,
463,Zenith Products Corporation,,Common stock,,,N/A,,,,N/A,,,,N/A,,,,1,,,,-,,,,-,,,,-,
464,,,,,,,,,,,,,,,,,,,,,,27,,,,-,,,,195,
465,Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,"Captive Resources Midco,  LLC",,LLC units,,,N/A,,,,N/A,,,,N/A,,,,1,,,,86,,,,-,,,,228,
467,Investment Funds and Vehicles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,Senior Loan Fund LLC  (7)(8),,LLC interest,,,N/A,,,,N/A,,,,N/A,,,,15312,,,,15312,,,,2.1,,,,15458,
469,"Leisure,  Amusement, Motion Pictures and Entertainment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,"Competitor Group, Inc.",,LLC interest,,,N/A,,,,N/A,,,,N/A,,,,708,,,,713,,,,-,,,,40,
471,"LMP TR Holdings, LLC",,LLC units,,,N/A,,,,N/A,,,,N/A,,,,712,,,,712,,,,-,,,,78,
472,"Starplex Operating, L.L.C.",,Common stock,,,N/A,,,,N/A,,,,N/A,,,,1,,,,183,,,,0.1,,,,427,
473,"Titan Fitness, LLC",,LLC units,,,N/A,,,,N/A,,,,N/A,,,,6,,,,583,,,,0.1,,,,858,
474,,,,,,,,,,,,,,,,,,,,,,2191,,,,0.2,,,,1403,
475,Personal and Non-Durable  Consumer Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,"C.B. Fleet Company, Incorporated",,LLC units,,,N/A,,,,N/A,,,,N/A,,,,2,,,,174,,,,-,,,,193,
477,"Hygenic Corporation, The",,LP interest,,,N/A,,,,N/A,,,,N/A,,,,1,,,,61,,,,-,,,,96,
478,"Massage Envy, LLC",,LLC interest,,,N/A,,,,N/A,,,,N/A,,,,749,,,,749,,,,0.1,,,,984,
479,Team Technologies Acquisition  Company,,Common stock,,,N/A,,,,N/A,,,,N/A,,,,-,,,,148,,,,0.1,,,,382,
480,,,,,,,,,,,,,,,,,,,,,,1132,,,,0.2,,,,1655,
481,"Personal, Food and Miscellaneous  Services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,R.G. Barry Corporation,,Preferred stock,,,N/A,,,,N/A,,,,N/A,,,,-,,,,161,,,,-,,,,146,
483,Printing and Publishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,"Market Track, LLC",,Preferred stock,,,N/A,,,,N/A,,,,N/A,,,,-,,,,145,,,,-,,,,187,
485,"Market Track, LLC",,Common stock,,,N/A,,,,N/A,,,,N/A,,,,1,,,,145,,,,-,,,,277,
486,,,,,,,,,,,,,,,,,,,,,,290,,,,-,,,,464,
487,Retail Stores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,"Barcelona Restaurants, LLC  (8)(10)",,LP interest,,,N/A,,,,N/A,,,,N/A,,,,1996,,,,1996,,,,0.5,,,,3751,
489,"Benihana, Inc.",,LLC units,,,N/A,,,,N/A,,,,N/A,,,,43,,,,699,,,,0.1,,,,760,
490,"Capital Vision Services, LLC",,LLC interest,,,N/A,,,,N/A,,,,N/A,,,,402,,,,17,,,,0.1,,,,698,
491,"Cycle Gear, Inc.",,LLC units,,,N/A,,,,N/A,,,,N/A,,,,15,,,,150,,,,-,,,,150,
492,"DentMall MSO, LLC",,LLC units,,,N/A,,,,N/A,,,,N/A,,,,2,,,,-,,,,-,,,,27,
493,"DentMall MSO, LLC",,LLC units,,,N/A,,,,N/A,,,,N/A,,,,2,,,,97,,,,-,,,,103,
494,"Elite Sportswear, L.P.",,LLC interest,,,N/A,,,,N/A,,,,N/A,,,,-,,,,73,,,,-,,,,73,
495,"Express Oil Change, LLC",,LLC interest,,,N/A,,,,N/A,,,,N/A,,,,81,,,,81,,,,-,,,,104,
496,"Marshall Retail Group LLC, The",,LLC units,,,N/A,,,,N/A,,,,N/A,,,,15,,,,154,,,,-,,,,115,
497,,,,,Spread,,,,,,,,,,,,,,,Percentage,,,,,,,,,,,
498,,,Investment,,Above,,,Interest,,,Maturity,,,Shares /,,,,,,of,,,Fair,,,,,,,,
499,,,Type,,Index  (1),,,Rate  (2),,,Date,,,Contracts,,,Cost,,,Net Assets,,,Value,,,,,,,,
500,"Paper Source, Inc.",,Common stock,,,N/A,,,,N/A,,,,N/A,,,,8,,,,1387,,,,0.2,,,,1442,
501,"PetPeople Enterprise, LLC",,LP interest,,,N/A,,,,N/A,,,,N/A,,,,889,,,,889,,,,0.2,,,,1124,
502,"Rubio's Restaurants, Inc.",,Preferred stock A,,,N/A,,,,N/A,,,,N/A,,,,199,,,,945,,,,0.3,,,,1764,
503,"Sneaker Villa, Inc.",,LLC interest,,,N/A,,,,N/A,,,,N/A,,,,4,,,,411,,,,0.1,,,,551,
504,Vision Source L.P.,,Common stock,,,N/A,,,,N/A,,,,N/A,,,,9,,,,386,,,,0.1,,,,775,
505,,,,,,,,,,,,,,,,,,,,,,7285,,,,1.6,,,,11437,
506,Telecommunications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,"ITC Global, Inc.",,LLC units,,,N/A,,,,N/A,,,,N/A,,,,17,,,,311,,,,0.1,,,,428,
508,Textiles and Leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,"Southern Tide, LLC",,LLC interest,,,N/A,,,,N/A,,,,N/A,,,,2,,,,191,,,,-,,,,192,
510,Utilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,"PowerPlan Holdings, Inc.",,Common stock,,,N/A,,,,N/A,,,,N/A,,,,-,,,,303,,,,-,,,,303,
512,"PowerPlan Holdings, Inc.",,Common stock,,,N/A,,,,N/A,,,,N/A,,,,151,,,,3,,,,-,,,,3,
513,,,,,,,,,,,,,,,,,,,,,,306,,,,-,,,,306,
514,Total  equity investments United States,,,,,,,,,,,,,,,,,,,,,52838,,,,8.6,,,,63371,
515,Total  United States,,,,,,,,,,,,,,,,,,,,,1414559,,,,193.0,,,,1423063,
516,Total  Investments,,,,,,,,,,,,,,,,,,,,,1414559,,,,193.0,,,,1423063,
517,"Cash, Restricted Cash and  Cash Equivalents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,Cash and Restricted Cash,,,,,,,,,,,,,,,,,,,,,12377,,,,1.7,,,,12377,
519,BlackRock Liquidity Funds  T-Fund Institutional Shares (CUSIP 09248U718),,,,,,,,,,,,,,,,,,,,,8579,,,,1.1,,,,8579,
520,JPM Offshore Money Market  Account (ISIN LU0103813712),,,,,,,,,,,,,,,,,,,,,16179,,,,2.2,,,,16179,
521,US  Bank Money Market Account (CUSIP 9AMMF05B2),,,,,,,,,,,,,,,,,,,,,20403,,,,2.8,,,,20403,
522,"Total  Cash, Restricted Cash and Cash Equivalents",,,,,,,,,,,,,,,,,,,,,57538,,,,7.8,,,,57538,
523,"Total  Investments and Cash, Restricted Cash and Cash Equivalents",,,,,,,,,,,,,,,,,,,,,1472097,,,,200.8,,,,1480601,
