,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
423,"Flexan, LLC",,Preferred stock,,,No Value,,,,No Value,,,,No Value,,,,-,,,,73,,,,-,,,,74,
424,"Flexan, LLC",,Common stock,,,No Value,,,,No Value,,,,No Value,,,,1,,,,-,,,,-,,,,1,
425,,,,,,,,,,,,,,,,,,,,,,73,,,,-,,,,75,
426,"Containers, Packaging  and Glass",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,"Packaging Coordinators,  Inc.  (8)",,Common stock,,,No Value,,,,No Value,,,,No Value,,,,25,,,,2065,,,,0.3,,,,2533,
428,"Packaging Coordinators,  Inc.",,Common stock,,,No Value,,,,No Value,,,,No Value,,,,48,,,,1563,,,,0.3,,,,2205,
429,,,,,,,,,,,,,,,,,,,,,,3628,,,,0.6,,,,4738,
430,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,
431,Diversified Conglomerate  Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,"Chase Industries, Inc.",,LLC units,,,No Value,,,,No Value,,,,No Value,,,,1,,,,1186,,,,0.2,,,,1453,
433,ICCN Acquisition Corp.,,Preferred stock,,,No Value,,,,No Value,,,,No Value,,,,-,,,,370,,,,-,,,,387,
434,ICCN Acquisition Corp.,,Common stock,,,No Value,,,,No Value,,,,No Value,,,,-,,,,-,,,,-,,,,-,
435,"Sunless Merger Sub, Inc.",,LP interest,,,No Value,,,,No Value,,,,No Value,,,,-,,,,160,,,,-,,,,-,
436,"TIDI Products, LLC",,LLC units,,,No Value,,,,No Value,,,,No Value,,,,353,,,,207,,,,0.1,,,,529,
437,,,,,,,,,,,,,,,,,,,,,,1923,,,,0.3,,,,2369,
438,Diversified Conglomerate  Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,"Actiance, Inc.",,Warrant,,,No Value,,,,No Value,,,,No Value,,,,344,,,,82,,,,-,,,,82,
440,Agility Recovery Solutions Inc.,,Preferred stock,,,No Value,,,,No Value,,,,No Value,,,,67,,,,430,,,,0.1,,,,439,
441,"Daxko, LLC",,LLC units,,,No Value,,,,No Value,,,,No Value,,,,219,,,,219,,,,-,,,,255,
442,DISA Holdings Acquisition Subsidiary Corp.,,Common stock,,,No Value,,,,No Value,,,,No Value,,,,-,,,,154,,,,-,,,,129,
443,"HealthcareSource HR, Inc.",,LLC interest,,,No Value,,,,No Value,,,,No Value,,,,-,,,,348,,,,-,,,,348,
444,"Host Analytics, Inc.",,Warrant,,,No Value,,,,No Value,,,,No Value,,,,180,,,,-,,,,-,,,,59,
445,"Marathon Data Operating Co., LLC",,LLC units,,,No Value,,,,No Value,,,,No Value,,,,1,,,,264,,,,-,,,,6,
446,"Marathon Data Operating Co., LLC",,LLC units,,,No Value,,,,No Value,,,,No Value,,,,1,,,,264,,,,0.1,,,,654,
447,"PC Helps Support, LLC",,Common stock,,,No Value,,,,No Value,,,,No Value,,,,1,,,,7,,,,-,,,,3,
448,"PC Helps Support, LLC",,Preferred stock A,,,No Value,,,,No Value,,,,No Value,,,,-,,,,61,,,,-,,,,71,
449,"Secure-24, LLC",,LLC units,,,No Value,,,,No Value,,,,No Value,,,,263,,,,263,,,,0.1,,,,376,
450,"Vendavo, Inc.",,Preferred stock A,,,No Value,,,,No Value,,,,No Value,,,,827,,,,827,,,,0.1,,,,1010,
451,,,,,,,,,,,,,,,,,,,,,,2919,,,,0.4,,,,3432,
452,Electronics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,"ECI Acquisition Holdings, Inc.",,Common stock,,,No Value,,,,No Value,,,,No Value,,,,9,,,,873,,,,0.2,,,,1016,
454,"Gamma Technologies, LLC",,LLC units,,,No Value,,,,No Value,,,,No Value,,,,1,,,,134,,,,-,,,,134,
455,,,,,Spread,,,,,,,,,,,,,,,Percentage,,,,,,,,,,,
456,,,Investment,,Above,,,Interest,,,Maturity,,,Shares /,,,,,,of,,,Fair,,,,,,,,
457,,,Type,,Index  (1),,,Rate  (2),,,Date,,,Contracts,,,Cost,,,Net Assets,,,Value,,,,,,,,
458,"Sloan Company, Inc., The",,LLC units,,,No Value,,,,No Value,,,,No Value,,,,1,,,,14,,,,-,,,,14,
459,"Sloan Company, Inc., The",,LLC units,,,No Value,,,,No Value,,,,No Value,,,,-,,,,122,,,,-,,,,122,
460,Sparta Holding Corporation,,Common stock,,,No Value,,,,No Value,,,,No Value,,,,1,,,,567,,,,0.1,,,,615,
461,Sparta Holding Corporation,,Common stock,,,No Value,,,,No Value,,,,No Value,,,,235,,,,6,,,,-,,,,128,
462,,,,,,,,,,,,,,,,,,,,,,1716,,,,0.3,,,,2029,
463,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,
464,Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,"MyWebGrocer, Inc.",,LLC units,,,No Value,,,,No Value,,,,No Value,,,,1418,,,,1446,,,,0.2,,,,1384,
466,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,
467,"Healthcare, Education  and Childcare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,"Advanced Pain Management Holdings, Inc.,",,Common stock,,,No Value,,,,No Value,,,,No Value,,,,67,,,,67,,,,-,,,,67,
469,"Advanced Pain Management Holdings, Inc.,",,Preferred stock,,,No Value,,,,No Value,,,,No Value,,,,8,,,,829,,,,0.1,,,,994,
470,"Advanced Pain Management Holdings, Inc.,",,Preferred stock,,,No Value,,,,No Value,,,,No Value,,,,1,,,,64,,,,-,,,,192,
471,"Avatar International, LLC",,LP interest,,,No Value,,,,No Value,,,,No Value,,,,1,,,,741,,,,-,,,,-,
472,"California Cryobank, LLC",,LLC units,,,No Value,,,,No Value,,,,No Value,,,,-,,,,28,,,,-,,,,32,
473,"California Cryobank, LLC",,LLC units,,,No Value,,,,No Value,,,,No Value,,,,-,,,,-,,,,-,,,,-,
474,Certara L.P.,,LP interest,,,No Value,,,,No Value,,,,No Value,,,,-,,,,635,,,,0.1,,,,873,
475,Dental Holdings Corporation,,LLC units,,,No Value,,,,No Value,,,,No Value,,,,734,,,,734,,,,0.1,,,,734,
476,"Dialysis Newco, Inc. (DSI Renal)",,LLC units,,,No Value,,,,No Value,,,,No Value,,,,871,,,,-,,,,0.4,,,,3151,
477,"Encore GC Acquisition, LLC",,LLC units,,,No Value,,,,No Value,,,,No Value,,,,14,,,,141,,,,-,,,,141,
478,"Encore GC Acquisition, LLC",,LLC units,,,No Value,,,,No Value,,,,No Value,,,,14,,,,-,,,,-,,,,-,
479,"G & H Wire Company, Inc",,LP interest,,,No Value,,,,No Value,,,,No Value,,,,-,,,,102,,,,-,,,,128,
480,"Global Healthcare Exchange, LLC",,Common stock,,,No Value,,,,No Value,,,,No Value,,,,-,,,,5,,,,-,,,,51,
481,"Global Healthcare Exchange, LLC",,Preferred stock,,,No Value,,,,No Value,,,,No Value,,,,-,,,,481,,,,0.1,,,,535,
482,"IntegraMed America, Inc.",,Common stock,,,No Value,,,,No Value,,,,No Value,,,,1,,,,875,,,,-,,,,298,
483,"Katena Holdings, Inc.",,LLC units,,,No Value,,,,No Value,,,,No Value,,,,-,,,,387,,,,0.1,,,,387,
484,"Northwestern Management Services, LLC",,LLC units,,,No Value,,,,No Value,,,,No Value,,,,3,,,,3,,,,-,,,,122,
485,"Northwestern Management Services, LLC",,LLC units,,,No Value,,,,No Value,,,,No Value,,,,-,,,,249,,,,0.1,,,,303,
486,"Pentec Acquisition Sub, Inc.",,Preferred stock,,,No Value,,,,No Value,,,,No Value,,,,1,,,,116,,,,-,,,,228,
487,"Radiology Partners, Inc.",,LLC units,,,No Value,,,,No Value,,,,No Value,,,,43,,,,85,,,,-,,,,79,
488,"Reliant Pro ReHab, LLC",,Preferred stock A,,,No Value,,,,No Value,,,,No Value,,,,2,,,,183,,,,0.1,,,,968,
489,Southern Anesthesia and Surgical,,LLC units,,,No Value,,,,No Value,,,,No Value,,,,487,,,,487,,,,0.1,,,,673,
490,"Spear Education, LLC",,LLC units,,,No Value,,,,No Value,,,,No Value,,,,1,,,,1,,,,-,,,,24,
491,"Spear Education, LLC",,LLC units,,,No Value,,,,No Value,,,,No Value,,,,-,,,,86,,,,-,,,,92,
492,"Surgical Information Systems, LLC",,Common stock,,,No Value,,,,No Value,,,,No Value,,,,4,,,,414,,,,0.1,,,,543,
493,"Young Innovations, Inc.",,LLC units,,,No Value,,,,No Value,,,,No Value,,,,-,,,,236,,,,0.1,,,,367,
494,,,,,,,,,,,,,,,,,,,,,,6949,,,,1.4,,,,10982,
495,"Home and Office  Furnishings, Housewares, and Durable Consumer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,"Top Knobs USA, Inc.",,Common stock,,,No Value,,,,No Value,,,,No Value,,,,3,,,,27,,,,-,,,,221,
497,Zenith Products Corporation,,Common stock,,,No Value,,,,No Value,,,,No Value,,,,1,,,,-,,,,-,,,,-,
498,,,,,,,,,,,,,,,,,,,,,,27,,,,-,,,,221,
499,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,
500,Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,"Captive Resources Midco,  LLC",,LLC units,,,No Value,,,,No Value,,,,No Value,,,,1,,,,-,,,,-,,,,142,
502,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,
503,Investment Funds  and Vehicles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,Senior  Loan Fund LLC  (7)(8),,LLC interest,,,No Value,,,,No Value,,,,No Value,,,,21875,,,,21875,,,,2.7,,,,22001,
505,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,
506,"Leisure, Amusement,  Motion Pictures and Entertainment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,"Competitor Group, Inc.",,LLC interest,,,No Value,,,,No Value,,,,No Value,,,,1,,,,714,,,,-,,,,43,
508,"LMP TR Holdings, LLC",,LLC units,,,No Value,,,,No Value,,,,No Value,,,,712,,,,712,,,,-,,,,27,
509,"Starplex Operating, L.L.C.",,Common stock,,,No Value,,,,No Value,,,,No Value,,,,1,,,,183,,,,0.1,,,,400,
510,"Titan Fitness, LLC",,LLC units,,,No Value,,,,No Value,,,,No Value,,,,6,,,,583,,,,0.1,,,,807,
511,,,,,,,,,,,,,,,,,,,,,,2192,,,,0.2,,,,1277,
512,Personal and Non-Durable  Consumer Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,"C.B. Fleet Company, Incorporated",,LLC units,,,No Value,,,,No Value,,,,No Value,,,,2,,,,174,,,,-,,,,248,
514,"Hygenic Corporation, The",,LP interest,,,No Value,,,,No Value,,,,No Value,,,,1,,,,61,,,,-,,,,82,
515,"Massage Envy, LLC",,LLC interest,,,No Value,,,,No Value,,,,No Value,,,,749,,,,749,,,,0.1,,,,991,
516,Team Technologies Acquisition  Company,,Common stock,,,No Value,,,,No Value,,,,No Value,,,,-,,,,114,,,,0.1,,,,330,
517,,,,,,,,,,,,,,,,,,,,,,1098,,,,0.2,,,,1651,
518,,,,,Spread,,,,,,,,,,,,,,,Percentage,,,,,,,,,,,
519,,,Investment,,Above,,,Interest,,,Maturity,,,Shares /,,,,,,of,,,Fair,,,,,,,,
520,,,Type,,Index  (1),,,Rate  (2),,,Date,,,Contracts,,,Cost,,,Net Assets,,,Value,,,,,,,,
521,"Personal, Food and  Miscellaneous Services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,R.G. Barry Corporation,,Preferred stock,,,No Value,,,,No Value,,,,No Value,,,,-,,,,161,,,,-,,,,141,
523,Vetcor Professional Practices LLC,,LLC units,,,No Value,,,,No Value,,,,No Value,,,,85,,,,85,,,,-,,,,85,
524,Vetcor Professional Practices  LLC,,LLC units,,,No Value,,,,No Value,,,,No Value,,,,766,,,,766,,,,0.1,,,,766,
525,,,,,,,,,,,,,,,,,,,,,,1012,,,,0.1,,,,992,
526,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,
527,Printing and Publishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,"Market Track, LLC",,Preferred stock,,,No Value,,,,No Value,,,,No Value,,,,-,,,,145,,,,-,,,,191,
529,"Market Track, LLC",,Common stock,,,No Value,,,,No Value,,,,No Value,,,,1,,,,145,,,,-,,,,208,
530,,,,,,,,,,,,,,,,,,,,,,290,,,,-,,,,399,
531,Retail Stores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,"Barcelona Restaurants,  LLC  (8)(10)",,LP interest,,,No Value,,,,No Value,,,,No Value,,,,1996,,,,1996,,,,0.5,,,,3807,
533,"Benihana, Inc.",,LLC units,,,No Value,,,,No Value,,,,No Value,,,,43,,,,699,,,,0.1,,,,535,
534,"Capital Vision Services, LLC",,LLC interest,,,No Value,,,,No Value,,,,No Value,,,,402,,,,17,,,,0.2,,,,1537,
535,"Cycle Gear, Inc.",,LLC units,,,No Value,,,,No Value,,,,No Value,,,,15,,,,150,,,,-,,,,150,
536,"DentMall MSO, LLC",,LLC units,,,No Value,,,,No Value,,,,No Value,,,,2,,,,-,,,,-,,,,-,
537,"DentMall MSO, LLC",,LLC units,,,No Value,,,,No Value,,,,No Value,,,,2,,,,97,,,,-,,,,105,
538,"Elite Sportswear, L.P.",,LLC interest,,,No Value,,,,No Value,,,,No Value,,,,-,,,,73,,,,-,,,,73,
539,"Express Oil Change, LLC",,LLC interest,,,No Value,,,,No Value,,,,No Value,,,,81,,,,81,,,,-,,,,135,
540,"Marshall Retail Group LLC, The",,LLC units,,,No Value,,,,No Value,,,,No Value,,,,15,,,,154,,,,-,,,,83,
541,"Paper Source, Inc.",,Common stock,,,No Value,,,,No Value,,,,No Value,,,,8,,,,1387,,,,0.2,,,,1418,
542,"PetPeople Enterprise, LLC",,LP interest,,,No Value,,,,No Value,,,,No Value,,,,889,,,,889,,,,0.1,,,,1259,
543,RCPSI Corporation,,LLC interest,,,No Value,,,,No Value,,,,No Value,,,,455,,,,455,,,,0.1,,,,455,
544,"Rubio's Restaurants, Inc.",,Preferred stock A,,,No Value,,,,No Value,,,,No Value,,,,2,,,,945,,,,0.3,,,,2361,
545,"Sneaker Villa, Inc.",,LLC interest,,,No Value,,,,No Value,,,,No Value,,,,4,,,,411,,,,0.1,,,,613,
546,Vision Source L.P.,,Common stock,,,No Value,,,,No Value,,,,No Value,,,,9,,,,386,,,,0.1,,,,872,
547,,,,,,,,,,,,,,,,,,,,,,7740,,,,1.7,,,,13403,
548,Telecommunications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,"ITC Global, Inc.",,LLC units,,,No Value,,,,No Value,,,,No Value,,,,17,,,,311,,,,0.1,,,,445,
550,Textiles and Leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,"Southern Tide, LLC",,LLC interest,,,No Value,,,,No Value,,,,No Value,,,,2,,,,191,,,,-,,,,213,
552,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,
553,Utilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,"PowerPlan Holdings, Inc.",,Common stock,,,No Value,,,,No Value,,,,No Value,,,,-,,,,303,,,,-,,,,303,
555,"PowerPlan Holdings, Inc.",,Common stock,,,No Value,,,,No Value,,,,No Value,,,,151,,,,3,,,,-,,,,3,
556,,,,,,,,,,,,,,,,,,,,,,306,,,,-,,,,306,
557,Total  equity investments United States,,,,,,,,,,,,,,,,,,,,,62095,,,,9.6,,,,77154,
558,Total  United States,,,,,,,,,,,,,,,,,,,,,1557354,,,,194.6,,,,1570687,
559,Total  Investments,,,,,,,,,,,,,,,,,,,,,1557354,,,,194.6,,,,1570687,
560,,,,,Spread,,,,,,,,,,,,,,,Percentage,,,,,,,,,,,
561,,,Investment,,Above,,,Interest,,,Maturity,,,Shares /,,,,,,of,,,Fair,,,,,,,,
562,,,Type,,Index  (1),,,Rate  (2),,,Date,,,Contracts,,,Cost,,,Net Assets,,,Value,,,,,,,,
563,"Cash, Restricted  Cash and Cash Equivalents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,Cash and Restricted  Cash,,,,,,,,,,,,,,,,,,,,,30106,,,,1.4,,,,11526,
565,BlackRock Liquidity  Funds T-Fund Institutional Shares (CUSIP 09248U718),,,,,,,,,,,,,,,,,,,,,6255,,,,1.0,,,,8579,
566,JPM Offshore Money  Market Account (ISIN LU0103813712),,,,,,,,,,,,,,,,,,,,,2544,,,,2.0,,,,16179,
567,US  Bank Money Market Account (CUSIP 9AMMF05B2),,,,,,,,,,,,,,,,,,,,,17782,,,,2.6,,,,20403,
568,"Total  Cash, Restricted Cash and Cash Equivalents",,,,,,,,,,,,,,,,,,,,,56687,,,,7.0,,,,56687,
569,"Total  Investments and Cash, Restricted Cash and Cash Equivalents",,,,,,,,,,,,,,,,,,,,,1614041,,,,201.6,,,,1627374,
570,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
