,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
251,"Reliant Pro ReHab, LLC*ˆ",,,Senior loan,,,,L + 5.00,,,,6.00,,,,06/2017,,,,7615,,,,7547,,,,1.0,,,,7615,
252,Renaissance Pharma (U.S.) Holdings Inc.,,,Senior loan,,,,P + 3.00,,,,6.25,,,,05/2018,,,,63,,,,59,,,,0,,,,63,
253,Renaissance Pharma (U.S.) Holdings Inc.*ˆ,,,Senior loan,,,,L + 4.00,,,,5.00,,,,05/2018,,,,4090,,,,4039,,,,0.6,,,,4090,
254,Southern Anesthesia and Surgical  (3),,,One stop,,,,L + 5.50,,,,No Value,(4),,,11/2017,,,,0,,,,(10,,,,0,,,,0,
255,Southern Anesthesia and Surgical,,,One stop,,,,L + 5.50,,,,6.50,,,,11/2017,,,,6012,,,,5905,,,,0.8,,,,6012,
256,Southern Anesthesia and Surgical  (3),,,One stop,,,,L + 5.50,,,,No Value,(4),,,11/2017,,,,0,,,,(40,,,,0,,,,0,
257,"Spear Education, LLC  (3)",,,One stop,,,,L + 5.50,,,,No Value,(4),,,08/2019,,,,0,,,,(6,,,,0,,,,(6,
258,"Spear Education, LLC*ˆ",,,One stop,,,,L + 5.50,,,,6.50,,,,08/2019,,,,6005,,,,5961,,,,0.8,,,,5960,
259,"Spear Education, LLC",,,One stop,,,,L + 5.50,,,,No Value,(4),,,08/2019,,,,0,,,,0,,,,0,,,,0,
260,"Surgical Information Systems, LLCˆ",,,Senior loan,,,,L + 3.50,,,,4.51,,,,09/2018,,,,2060,,,,2055,,,,0.3,,,,2060,
261,"U.S. Anesthesia Partners,  Inc.",,,One stop,,,,L + 5.00,,,,6.00,,,,12/2019,,,,6000,,,,5970,,,,0.8,,,,5970,
262,"WIL Research Company,  Inc.*",,,Senior loan,,,,L + 4.50,,,,5.75,,,,02/2018,,,,776,,,,769,,,,0.1,,,,753,
263,"Young Innovations, Inc.  (3)",,,Senior loan,,,,L + 4.25,,,,No Value,(4),,,01/2018,,,,0,,,,(3,,,,0,,,,0,
=======
235,"Northwestern Management Services, LLC",,,Senior loan,,,,P + 4.00,,,,7.25,,,,10/2017,,,,114,,,,104,,,,-,,,,114,
236,"Northwestern Management Services, LLC*",,,Senior loan,,,,L + 5.25,,,,6.50,,,,10/2017,,,,3964,,,,3913,,,,0.5,,,,3964,
237,"Northwestern Management Services, LLC",,,Senior loan,,,,L + 5.25,,,,6.50,,,,10/2017,,,,47,,,,44,,,,-,,,,47,
238,Onsite Holding Corp.  (3),,,One stop,,,,L + 5.25,,,,N/A,(4),,,06/2020,,,,-,,,,(42,,,,-,,,,-,
239,Onsite Holding Corp.*ˆ,,,One stop,,,,L + 5.25,,,,6.25,,,,06/2020,,,,26921,,,,26696,,,,3.7,,,,26921,
240,"Paradigm Management Services, LLCˆ",,,Senior loan,,,,L + 4.50,,,,5.50,,,,01/2019,,,,2740,,,,2719,,,,0.4,,,,2740,
241,"Pentec Acquisition Sub, Inc.  (3)",,,Senior loan,,,,L + 5.25,,,,N/A,(4),,,05/2017,,,,-,,,,(2,,,,-,,,,-,
242,"Pentec Acquisition Sub,  Inc.*",,,Senior loan,,,,L + 5.25,,,,6.50,,,,05/2018,,,,1776,,,,1754,,,,0.2,,,,1776,
243,"Pyramid Healthcare,  Inc.  (3)",,,One stop,,,,L + 5.75,,,,N/A,(4),,,08/2019,,,,-,,,,(5,,,,-,,,,(4,
244,,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal/  Par  Amount,,Cost,,Percentage  of Net  Assets,,Fair  Value,,,,,,,,,,,,,,,,
245,"Healthcare, Education and Childcare (Continued)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,"Pyramid Healthcare,  Inc.ˆ",,,One stop,,,,L + 5.75,,,,6.75,,,,08/2019,,,,7607,,,,7542,,,,1.0,,,,7550,
247,"Radiology Partners, Inc.  (3)",,,One stop,,,,L + 5.00,,,,N/A,(4),,,09/2020,,,,-,,,,(8,,,,-,,,,(8,
248,"Radiology Partners,  Inc.*ˆ",,,One stop,,,,L + 5.00,,,,6.00,,,,09/2020,,,,17209,,,,16937,,,,2.3,,,,17037,
249,"Radiology Partners, Inc.  (3)",,,One stop,,,,L + 5.00,,,,N/A,(4),,,09/2020,,,,-,,,,(46,,,,-,,,,(46,
250,"Reliant Pro ReHab, LLC",,,Senior loan,,,,P + 4.00,,,,7.25,,,,06/2017,,,,10,,,,3,,,,-,,,,10,
251,"Reliant Pro ReHab, LLC*ˆ",,,Senior loan,,,,L + 5.00,,,,6.00,,,,06/2017,,,,7615,,,,7547,,,,1.0,,,,7615,
252,Renaissance Pharma (U.S.) Holdings Inc.,,,Senior loan,,,,P + 3.00,,,,6.25,,,,05/2018,,,,63,,,,59,,,,-,,,,63,
253,Renaissance Pharma (U.S.) Holdings Inc.*ˆ,,,Senior loan,,,,L + 4.00,,,,5.00,,,,05/2018,,,,4090,,,,4039,,,,0.6,,,,4090,
254,Southern Anesthesia and Surgical  (3),,,One stop,,,,L + 5.50,,,,N/A,(4),,,11/2017,,,,-,,,,(10,,,,-,,,,-,
255,Southern Anesthesia and Surgical,,,One stop,,,,L + 5.50,,,,6.50,,,,11/2017,,,,6012,,,,5905,,,,0.8,,,,6012,
256,Southern Anesthesia and Surgical  (3),,,One stop,,,,L + 5.50,,,,N/A,(4),,,11/2017,,,,-,,,,(40,,,,-,,,,-,
257,"Spear Education, LLC  (3)",,,One stop,,,,L + 5.50,,,,N/A,(4),,,08/2019,,,,-,,,,(6,,,,-,,,,(6,
258,"Spear Education, LLC*ˆ",,,One stop,,,,L + 5.50,,,,6.50,,,,08/2019,,,,6005,,,,5961,,,,0.8,,,,5960,
259,"Spear Education, LLC",,,One stop,,,,L + 5.50,,,,N/A,(4),,,08/2019,,,,-,,,,-,,,,-,,,,-,
260,"Surgical Information Systems, LLCˆ",,,Senior loan,,,,L + 3.50,,,,4.51,,,,09/2018,,,,2060,,,,2055,,,,0.3,,,,2060,
261,"U.S. Anesthesia Partners,  Inc.",,,One stop,,,,L + 5.00,,,,6.00,,,,12/2019,,,,6000,,,,5970,,,,0.8,,,,5970,
262,"WIL Research Company,  Inc.*",,,Senior loan,,,,L + 4.50,,,,5.75,,,,02/2018,,,,776,,,,769,,,,0.1,,,,753,
263,"Young Innovations, Inc.  (3)",,,Senior loan,,,,L + 4.25,,,,N/A,(4),,,01/2018,,,,-,,,,(3,,,,-,,,,-,
>>>>>>> GSBD
264,"Young Innovations, Inc.*ˆ",,,Senior loan,,,,L + 4.25,,,,5.25,,,,01/2019,,,,5443,,,,5412,,,,0.7,,,,5443,
265,,,,,,,,,,,,,,,,,,,,222098,,,,219288,,,,29.6,,,,218147,
266,"Home and Office Furnishings, Housewares, and Durable Consumer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,"Plano Molding Company, LLCˆ",,,Senior loan,,,,L + 4.25,,,,5.25,,,,10/2018,,,,1984,,,,1972,,,,0.3,,,,1984,
<<<<<<< HEAD
268,"WII Components, Inc.",,,Senior loan,,,,L + 4.50,,,,No Value,(4),,,07/2018,,,,0,,,,0,,,,0,,,,0,
269,"WII Components, Inc.*",,,Senior loan,,,,L + 4.50,,,,5.50,,,,07/2018,,,,1183,,,,1177,,,,0.2,,,,1177,
270,Zenith Products Corporation,,,One stop,,,,P + 1.75,,,,5.00,,,,09/2013,,,,29,,,,29,,,,0,,,,25,
271,Zenith Products  Corporation*,,,One stop,,,,P + 3.50,,,,6.75,,,,09/2013,,,,3684,,,,3684,,,,0.3,,,,1842,
272,,,,,,,,,,,,,,,,,,,,6880,,,,6862,,,,0.8,,,,5028,
273,Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,"Captive Resources Midco, LLC  (3)",,,One stop,,,,L + 5.00,,,,No Value,(4),,,01/2019,,,,0,,,,(16,,,,0,,,,0,
=======
268,"WII Components, Inc.",,,Senior loan,,,,L + 4.50,,,,N/A,(4),,,07/2018,,,,-,,,,-,,,,-,,,,-,
269,"WII Components, Inc.*",,,Senior loan,,,,L + 4.50,,,,5.50,,,,07/2018,,,,1183,,,,1177,,,,0.2,,,,1177,
270,Zenith Products Corporation,,,One stop,,,,P + 1.75,,,,5.00,,,,09/2013,,,,29,,,,29,,,,-,,,,25,
271,Zenith Products  Corporation*,,,One stop,,,,P + 3.50,,,,6.75,,,,09/2013,,,,3684,,,,3684,,,,0.3,,,,1842,
272,,,,,,,,,,,,,,,,,,,,6880,,,,6862,,,,0.8,,,,5028,
273,Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,"Captive Resources Midco, LLC  (3)",,,One stop,,,,L + 5.00,,,,N/A,(4),,,01/2019,,,,-,,,,(16,,,,-,,,,-,
>>>>>>> GSBD
275,"Captive Resources Midco, LLC*ˆ",,,One stop,,,,L + 5.00,,,,6.50,,,,01/2019,,,,19653,,,,19477,,,,2.7,,,,19653,
276,,,,,,,,,,,,,,,,,,,,19653,,,,19461,,,,2.7,,,,19653,
277,Investment Funds and Vehicles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Senior Loan Fund LLC  (7)  (8),,,Subordinated debt,,,,L + 8.00,,,,8.16,,,,05/2020,,,,25589,,,,25589,,,,3.5,,,,25589,
279,,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal/  Par  Amount,,Cost,,Percentage  of Net  Assets,,Fair  Value,,,,,,,,,,,,,,,,
280,"Leisure, Amusement, Motion Pictures and Entertainment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,"Competitor Group, Inc.",,,One stop,,,,P + 6.75,,,,9.76,,,,11/2018,,,,884,,,,873,,,,0.1,,,,769,
282,"Competitor Group, Inc.*",,,One stop,,,,L + 8.75,,,,9.00 cash/  1.00 PIK,,,,11/2018,,,,12807,,,,12654,,,,1.6,,,,11526,
<<<<<<< HEAD
283,"Octane Fitness, LLC  (3)",,,One stop,,,,L + 5.25,,,,No Value,(4),,,10/2018,,,,0,,,,(3,,,,0,,,,0,
284,"Octane Fitness, LLC*",,,One stop,,,,L + 5.25,,,,6.50,,,,10/2018,,,,8034,,,,8001,,,,1.1,,,,8034,
285,"Pride Manufacturing Company, LLC*",,,Senior loan,,,,L + 6.00,,,,7.75,,,,11/2015,,,,493,,,,490,,,,0.1,,,,493,
286,"Self Esteem Brands, LLC  (3)",,,Senior loan,,,,L + 4.00,,,,No Value,(4),,,02/2020,,,,0,,,,(5,,,,0,,,,0,
287,"Self Esteem Brands, LLCˆ",,,Senior loan,,,,L + 4.00,,,,5.00,,,,02/2020,,,,7462,,,,7420,,,,1.0,,,,7462,
288,"Starplex Operating, L.L.C.",,,One stop,,,,P + 6.25,,,,9.50,,,,12/2017,,,,311,,,,298,,,,0,,,,311,
289,"Starplex Operating,  L.L.C.*ˆ",,,One stop,,,,L + 7.50,,,,9.00,,,,12/2017,,,,10079,,,,9912,,,,1.4,,,,10079,
290,"Titan Fitness, LLC  (3)",,,One stop,,,,L + 6.50,,,,No Value,(4),,,09/2019,,,,0,,,,(22,,,,0,,,,0,
291,"Titan Fitness, LLC*",,,One stop,,,,L + 6.50,,,,7.75,,,,09/2019,,,,13603,,,,13340,,,,1.9,,,,13603,
292,"Titan Fitness, LLC  (3)",,,One stop,,,,L + 6.50,,,,No Value,(4),,,09/2019,,,,0,,,,(22,,,,0,,,,0,
293,,,,,,,,,,,,,,,,,,,,53673,,,,52936,,,,7.2,,,,52277,
294,"Mining, Steel, Iron and  Non-Precious Metals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,"Benetech, Inc.",,,One stop,,,,P + 7.75,,,,11.00,,,,10/2017,,,,162,,,,154,,,,0,,,,162,
296,"Benetech, Inc.*",,,One stop,,,,L + 9.00,,,,10.25,,,,10/2017,,,,5020,,,,4982,,,,0.7,,,,5020,
297,,,,,,,,,,,,,,,,,,,,5182,,,,5136,,,,0.7,,,,5182,
298,Oil and Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,"Drilling Info, Inc.  (3)  (5)",,,One stop,,,,L + 5.00,,,,No Value,(4),,,06/2018,,,,0,,,,(1,,,,0,,,,0,
300,"Drilling Info, Inc.  (5)  ˆ",,,One stop,,,,L + 5.00,,,,6.00,,,,06/2018,,,,1325,,,,1315,,,,0.2,,,,1325,
301,"Drilling Info, Inc.  (3)  (5)",,,One stop,,,,L + 5.00,,,,No Value,(4),,,06/2018,,,,0,,,,(4,,,,0,,,,0,
302,,,,,,,,,,,,,,,,,,,,1325,,,,1310,,,,0.2,,,,1325,
303,Personal and Non-Durable Consumer Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,"Hygenic Corporation, The",,,Senior loan,,,,P + 3.75,,,,6.79,,,,10/2017,,,,142,,,,140,,,,0,,,,142,
305,"Hygenic Corporation,  The*ˆ",,,Senior loan,,,,L + 4.75,,,,6.00,,,,10/2018,,,,4538,,,,4494,,,,0.6,,,,4538,
306,"Massage Envy, LLC  (3)",,,One stop,,,,L + 7.25,,,,No Value,(4),,,09/2018,,,,0,,,,(12,,,,0,,,,0,
=======
283,"Octane Fitness, LLC  (3)",,,One stop,,,,L + 5.25,,,,N/A,(4),,,10/2018,,,,-,,,,(3,,,,-,,,,-,
284,"Octane Fitness, LLC*",,,One stop,,,,L + 5.25,,,,6.50,,,,10/2018,,,,8034,,,,8001,,,,1.1,,,,8034,
285,"Pride Manufacturing Company, LLC*",,,Senior loan,,,,L + 6.00,,,,7.75,,,,11/2015,,,,493,,,,490,,,,0.1,,,,493,
286,"Self Esteem Brands, LLC  (3)",,,Senior loan,,,,L + 4.00,,,,N/A,(4),,,02/2020,,,,-,,,,(5,,,,-,,,,-,
287,"Self Esteem Brands, LLCˆ",,,Senior loan,,,,L + 4.00,,,,5.00,,,,02/2020,,,,7462,,,,7420,,,,1.0,,,,7462,
288,"Starplex Operating, L.L.C.",,,One stop,,,,P + 6.25,,,,9.50,,,,12/2017,,,,311,,,,298,,,,-,,,,311,
289,"Starplex Operating,  L.L.C.*ˆ",,,One stop,,,,L + 7.50,,,,9.00,,,,12/2017,,,,10079,,,,9912,,,,1.4,,,,10079,
290,"Titan Fitness, LLC  (3)",,,One stop,,,,L + 6.50,,,,N/A,(4),,,09/2019,,,,-,,,,(22,,,,-,,,,-,
291,"Titan Fitness, LLC*",,,One stop,,,,L + 6.50,,,,7.75,,,,09/2019,,,,13603,,,,13340,,,,1.9,,,,13603,
292,"Titan Fitness, LLC  (3)",,,One stop,,,,L + 6.50,,,,N/A,(4),,,09/2019,,,,-,,,,(22,,,,-,,,,-,
293,,,,,,,,,,,,,,,,,,,,53673,,,,52936,,,,7.2,,,,52277,
294,"Mining, Steel, Iron and  Non-Precious Metals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,"Benetech, Inc.",,,One stop,,,,P + 7.75,,,,11.00,,,,10/2017,,,,162,,,,154,,,,-,,,,162,
296,"Benetech, Inc.*",,,One stop,,,,L + 9.00,,,,10.25,,,,10/2017,,,,5020,,,,4982,,,,0.7,,,,5020,
297,,,,,,,,,,,,,,,,,,,,5182,,,,5136,,,,0.7,,,,5182,
298,Oil and Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,"Drilling Info, Inc.  (3)  (5)",,,One stop,,,,L + 5.00,,,,N/A,(4),,,06/2018,,,,-,,,,(1,,,,-,,,,-,
300,"Drilling Info, Inc.  (5)  ˆ",,,One stop,,,,L + 5.00,,,,6.00,,,,06/2018,,,,1325,,,,1315,,,,0.2,,,,1325,
301,"Drilling Info, Inc.  (3)  (5)",,,One stop,,,,L + 5.00,,,,N/A,(4),,,06/2018,,,,-,,,,(4,,,,-,,,,-,
302,,,,,,,,,,,,,,,,,,,,1325,,,,1310,,,,0.2,,,,1325,
303,Personal and Non-Durable Consumer Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,"Hygenic Corporation, The",,,Senior loan,,,,P + 3.75,,,,6.79,,,,10/2017,,,,142,,,,140,,,,-,,,,142,
305,"Hygenic Corporation,  The*ˆ",,,Senior loan,,,,L + 4.75,,,,6.00,,,,10/2018,,,,4538,,,,4494,,,,0.6,,,,4538,
306,"Massage Envy, LLC  (3)",,,One stop,,,,L + 7.25,,,,N/A,(4),,,09/2018,,,,-,,,,(12,,,,-,,,,-,
>>>>>>> GSBD
307,"Massage Envy, LLC*",,,One stop,,,,L + 7.25,,,,8.50,,,,09/2018,,,,15999,,,,15735,,,,2.2,,,,15999,
308,Rug Doctor LLC,,,Senior loan,,,,L + 5.25,,,,6.25,,,,12/2016,,,,465,,,,455,,,,0.1,,,,465,
309,Rug Doctor LLC*,,,Senior loan,,,,L + 5.25,,,,6.25,,,,12/2016,,,,5365,,,,5326,,,,0.7,,,,5365,
310,Team Technologies Acquisition Companyˆ,,,Senior loan,,,,L + 5.00,,,,6.25,,,,12/2017,,,,4831,,,,4790,,,,0.7,,,,4831,
<<<<<<< HEAD
311,Team Technologies Acquisition Company,,,Senior loan,,,,P + 3.75,,,,7.00,,,,12/2017,,,,182,,,,179,,,,0,,,,182,
312,,,,,,,,,,,,,,,,,,,,31522,,,,31107,,,,4.3,,,,31522,
313,,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal/  Par  Amount,,Cost,,Percentage  of Net  Assets,,Fair  Value,,,,,,,,,,,,,,,,
314,"Personal, Food and Miscellaneous Services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Affordable Care Inc.  (3),,,Senior loan,,,,L + 4.75,,,,No Value,(4),,,12/2017,,,,0,,,,(2,,,,0,,,,0,
=======
311,Team Technologies Acquisition Company,,,Senior loan,,,,P + 3.75,,,,7.00,,,,12/2017,,,,182,,,,179,,,,-,,,,182,
312,,,,,,,,,,,,,,,,,,,,31522,,,,31107,,,,4.3,,,,31522,
313,,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal/  Par  Amount,,Cost,,Percentage  of Net  Assets,,Fair  Value,,,,,,,,,,,,,,,,
314,"Personal, Food and Miscellaneous Services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Affordable Care Inc.  (3),,,Senior loan,,,,L + 4.75,,,,N/A,(4),,,12/2017,,,,-,,,,(2,,,,-,,,,-,
>>>>>>> GSBD
316,Affordable Care Inc.ˆ,,,Senior loan,,,,L + 4.75,,,,6.00,,,,12/2018,,,,3347,,,,3324,,,,0.5,,,,3347,
317,El Pollo Loco Incˆ,,,Senior loan,,,,L + 4.25,,,,5.25,,,,10/2018,,,,5149,,,,5100,,,,0.7,,,,5168,
318,Focus Brands Inc.ˆ,,,Second lien,,,,L + 9.00,,,,10.25,,,,08/2018,,,,11194,,,,11091,,,,1.5,,,,11306,
319,"Ignite Restaurant Group, Inc (Joe’s Crab Shack)ˆ",,,One stop,,,,L + 7.00,,,,8.00,,,,02/2019,,,,6170,,,,6080,,,,0.8,,,,6077,
320,R.G. Barry Corporation*,,,Senior loan,,,,L + 5.00,,,,6.00,,,,09/2019,,,,6830,,,,6741,,,,0.9,,,,6761,
<<<<<<< HEAD
321,Vetcor Merger Sub LLC,,,One stop,,,,L + 6.50,,,,7.75,,,,12/2017,,,,199,,,,194,,,,0,,,,199,
322,Vetcor Merger Sub LLC*ˆ,,,One stop,,,,L + 6.50,,,,7.75,,,,12/2017,,,,5847,,,,5805,,,,0.8,,,,5847,
323,Vetcor Merger Sub LLC  (3),,,One stop,,,,L + 6.50,,,,No Value,(4),,,12/2017,,,,0,,,,(7,,,,0,,,,0,
=======
321,Vetcor Merger Sub LLC,,,One stop,,,,L + 6.50,,,,7.75,,,,12/2017,,,,199,,,,194,,,,-,,,,199,
322,Vetcor Merger Sub LLC*ˆ,,,One stop,,,,L + 6.50,,,,7.75,,,,12/2017,,,,5847,,,,5805,,,,0.8,,,,5847,
323,Vetcor Merger Sub LLC  (3),,,One stop,,,,L + 6.50,,,,N/A,(4),,,12/2017,,,,-,,,,(7,,,,-,,,,-,
>>>>>>> GSBD
324,Vetcor Merger Sub LLCˆ,,,One stop,,,,L + 6.50,,,,7.75,,,,12/2017,,,,371,,,,371,,,,0.1,,,,371,
325,Vetcor Merger Sub LLCˆ,,,One stop,,,,L + 6.50,,,,7.75,,,,12/2017,,,,573,,,,573,,,,0.1,,,,573,
326,Vetcor Merger Sub LLCˆ,,,One stop,,,,L + 6.50,,,,7.75,,,,12/2017,,,,384,,,,384,,,,0.1,,,,384,
327,,,,,,,,,,,,,,,,,,,,40064,,,,39654,,,,5.5,,,,40033,
328,Printing and Publishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<<<<<<< HEAD
329,"Market Track, LLC  (3)",,,One stop,,,,L + 6.00,,,,No Value,(4),,,10/2019,,,,0,,,,(18,,,,0,,,,0,
=======
329,"Market Track, LLC  (3)",,,One stop,,,,L + 6.00,,,,N/A,(4),,,10/2019,,,,-,,,,(18,,,,-,,,,-,
>>>>>>> GSBD
330,"Market Track, LLC*ˆ",,,One stop,,,,L + 6.00,,,,7.25,,,,10/2019,,,,29270,,,,29024,,,,4.0,,,,29270,
331,"Market Track, LLC",,,One stop,,,,L + 6.00,,,,7.25,,,,10/2019,,,,1217,,,,1199,,,,0.2,,,,1217,
332,,,,,,,,,,,,,,,,,,,,30487,,,,30205,,,,4.2,,,,30487,
333,Retail Stores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<<<<<<< HEAD
334,"Benihana, Inc.  (3)",,,One stop,,,,L + 5.50,,,,No Value,(4),,,07/2018,,,,0,,,,(61,,,,0,,,,0,
=======
334,"Benihana, Inc.  (3)",,,One stop,,,,L + 5.50,,,,N/A,(4),,,07/2018,,,,-,,,,(61,,,,-,,,,-,
>>>>>>> GSBD
335,"Benihana, Inc.*ˆ",,,One stop,,,,P + 4.25,,,,7.50,,,,01/2019,,,,15554,,,,15145,,,,2.1,,,,15554,
336,"Boot Barn, Inc.*ˆ",,,One stop,,,,L + 5.75,,,,7.00,,,,05/2019,,,,24430,,,,24143,,,,3.3,,,,24430,
337,"Boot Barn, Inc.*",,,One stop,,,,L + 5.75,,,,7.00,,,,05/2019,,,,7726,,,,7657,,,,1.1,,,,7726,
338,"Capital Vision Services,  LLC",,,One stop,,,,P + 6.25,,,,9.50,,,,12/2017,,,,475,,,,466,,,,0.1,,,,475,
339,"Capital Vision Services, LLC*ˆ",,,One stop,,,,L + 7.25,,,,8.50,,,,12/2017,,,,15354,,,,15219,,,,2.1,,,,15354,
340,"Capital Vision Services,  LLCˆ",,,One stop,,,,L + 7.25,,,,8.50,,,,12/2017,,,,1231,,,,1219,,,,0.2,,,,1231,
341,"Capital Vision Services,  LLC",,,One stop,,,,L + 7.25,,,,8.50,,,,12/2017,,,,1459,,,,1453,,,,0.2,,,,1459,
<<<<<<< HEAD
342,"DentMall MSO, LLC",,,One stop,,,,L + 5.00,,,,6.00,,,,07/2019,,,,179,,,,153,,,,0,,,,179,
343,"DentMall MSO, LLC",,,One stop,,,,L + 5.00,,,,6.00,,,,07/2019,,,,10354,,,,10257,,,,1.4,,,,10354,
344,"DTLR, Inc.*ˆ",,,One stop,,,,L + 8.00,,,,11.00,,,,12/2015,,,,15892,,,,15824,,,,2.2,,,,15892,
345,"Express Oil Change, LLC",,,Senior loan,,,,L + 4.75,,,,6.33,,,,12/2017,,,,221,,,,219,,,,0,,,,221,
346,"Express Oil Change, LLC*",,,Senior loan,,,,P + 3.50,,,,6.75,,,,12/2017,,,,1945,,,,1932,,,,0.3,,,,1945,
347,"Express Oil Change, LLC",,,Senior loan,,,,P + 3.50,,,,6.75,,,,12/2017,,,,110,,,,109,,,,0,,,,110,
348,"Floor & Decor Outlets of America, Inc.*ˆ",,,One stop,,,,L + 6.50,,,,7.75,,,,05/2019,,,,11244,,,,11137,,,,1.5,,,,11244,
349,"Marshall Retail Group, LLC, The  (3)",,,One stop,,,,L + 6.00,,,,No Value,(4),,,08/2019,,,,0,,,,(27,,,,0,,,,(22,
350,"Marshall Retail Group, LLC, The  (3)",,,One stop,,,,L + 6.00,,,,No Value,(4),,,08/2020,,,,0,,,,(11,,,,0,,,,(9,
=======
342,"DentMall MSO, LLC",,,One stop,,,,L + 5.00,,,,6.00,,,,07/2019,,,,179,,,,153,,,,-,,,,179,
343,"DentMall MSO, LLC",,,One stop,,,,L + 5.00,,,,6.00,,,,07/2019,,,,10354,,,,10257,,,,1.4,,,,10354,
344,"DTLR, Inc.*ˆ",,,One stop,,,,L + 8.00,,,,11.00,,,,12/2015,,,,15892,,,,15824,,,,2.2,,,,15892,
345,"Express Oil Change, LLC",,,Senior loan,,,,L + 4.75,,,,6.33,,,,12/2017,,,,221,,,,219,,,,-,,,,221,
346,"Express Oil Change, LLC*",,,Senior loan,,,,P + 3.50,,,,6.75,,,,12/2017,,,,1945,,,,1932,,,,0.3,,,,1945,
347,"Express Oil Change, LLC",,,Senior loan,,,,P + 3.50,,,,6.75,,,,12/2017,,,,110,,,,109,,,,-,,,,110,
348,"Floor & Decor Outlets of America, Inc.*ˆ",,,One stop,,,,L + 6.50,,,,7.75,,,,05/2019,,,,11244,,,,11137,,,,1.5,,,,11244,
349,"Marshall Retail Group, LLC, The  (3)",,,One stop,,,,L + 6.00,,,,N/A,(4),,,08/2019,,,,-,,,,(27,,,,-,,,,(22,
350,"Marshall Retail Group, LLC, The  (3)",,,One stop,,,,L + 6.00,,,,N/A,(4),,,08/2020,,,,-,,,,(11,,,,-,,,,(9,
>>>>>>> GSBD
351,"Marshall Retail Group, LLC, Theˆ",,,One stop,,,,L + 6.00,,,,7.00,,,,08/2020,,,,12424,,,,12271,,,,1.7,,,,12299,
352,"Paper Source, Inc.",,,One stop,,,,P + 5.00,,,,7.92,,,,09/2018,,,,508,,,,498,,,,0.1,,,,508,
353,"Paper Source, Inc.*ˆ",,,One stop,,,,L + 6.25,,,,7.25,,,,09/2018,,,,12576,,,,12476,,,,1.7,,,,12576,
354,"Restaurant Holding Company, LLC",,,Senior loan,,,,L + 7.75,,,,8.75,,,,02/2019,,,,4976,,,,4932,,,,0.6,,,,4429,
355,,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal/  Par  Amount,,Cost,,Percentage  of Net  Assets,,Fair  Value,,,,,,,,,,,,,,,,
356,Retail Stores (continued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,"Rubio’s Restaurants, Inc*ˆ",,,Senior loan,,,,L + 4.75,,,,6.00,,,,11/2018,,,,9376,,,,9369,,,,1.3,,,,9376,
358,"Sneaker Villa, Inc.",,,One stop,,,,P + 7.00,,,,11.50,,,,12/2017,,,,1002,,,,984,,,,0.1,,,,1002,
359,"Sneaker Villa, Inc.",,,One stop,,,,L + 8.50,,,,10.00,,,,12/2017,,,,4433,,,,4340,,,,0.6,,,,4433,
360,"Sneaker Villa, Inc.ˆ",,,One stop,,,,L + 8.50,,,,10.00,,,,12/2017,,,,627,,,,617,,,,0.1,,,,627,
361,"Sneaker Villa, Inc.ˆ",,,One stop,,,,L + 8.50,,,,10.00,,,,12/2017,,,,1237,,,,1221,,,,0.2,,,,1237,
<<<<<<< HEAD
362,"Sneaker Villa, Inc.  (3)",,,One stop,,,,L + 8.50,,,,No Value,(4),,,12/2017,,,,0,,,,(16,,,,0,,,,0,
363,"Sneaker Villa, Inc.ˆ",,,One stop,,,,L + 8.50,,,,10.00,,,,12/2017,,,,4260,,,,4219,,,,0.6,,,,4217,
