,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
455,PODS Funding Corp. II,,Warrant,,N/A,,N/A,,N/A,,,271,,,,-,,,,0.1,,,,687,,,
456,Printing and Publishing,,,,N/A,,N/A,,N/A,,,,,,,,,,,,,,,,,,
457,"Market Track, LLC",,Preferred stock,,N/A,,N/A,,N/A,,,-,,,,145,,,,-,,,,174,,,
458,"Market Track, LLC",,Common stock,,N/A,,N/A,,N/A,,,1,,,,145,,,,-,,,,239,,,
459,,,,,,,,,,,,,,,,290,,,,-,,,,413,,,
460,Retail Stores,,,,,,,,,,,,,,,,,,,,,,,,,,
461,"Barcelona Restaurants, LLC  (8)(10)",,LP interest,,N/A,,N/A,,N/A,,,1996,,,,1996,,,,0.4,,,,2877,,,
462,"Benihana, Inc.",,LLC units,,N/A,,N/A,,N/A,,,43,,,,699,,,,0.1,,,,747,,,
463,"Capital Vision Services, LLC",,LLC interest,,N/A,,N/A,,N/A,,,402,,,,17,,,,0.1,,,,520,,,
464,"Express Oil Change, LLC",,LLC interest,,N/A,,N/A,,N/A,,,81,,,,81,,,,-,,,,66,,,
465,"Paper Source, Inc.",,LLC interest,,N/A,,N/A,,N/A,,,8,,,,1387,,,,0.2,,,,1417,,,
466,"PetPeople Enterprises, LLC",,LP interest,,N/A,,N/A,,N/A,,,889,,,,889,,,,0.1,,,,889,,,
467,"Rubio's Restaurants, Inc.",,Preferred stock,,N/A,,N/A,,N/A,,,199,,,,945,,,,0.2,,,,1388,,,
468,"Sneaker Villa, Inc.",,LLC interest,,N/A,,N/A,,N/A,,,4,,,,411,,,,0.1,,,,511,,,
469,Vision Source L.P.,,Common stock,,N/A,,N/A,,N/A,,,9,,,,936,,,,0.2,,,,1124,,,
470,Vision Source L.P.,,Common stock,,N/A,,N/A,,N/A,,,-,,,,-,,,,-,,,,-,,,
471,,,,,,,,,,,,,,,,7361,,,,1.4,,,,9539,,,
472,Telecommunications,,,,,,,,,,,,,,,,,,,,,,,,,,
473,"ITC Global, Inc.",,Preferred stock,,N/A,,N/A,,N/A,,,17,,,,311,,,,0.1,,,,311,,,
474,Textiles and Leather,,,,,,,,,,,,,,,,,,,,,,,,,,
475,"Southern Tide, LLC",,LLC interest,,N/A,,N/A,,N/A,,,2,,,,191,,,,-,,,,191,,,
476,Total  equity investments United States,,,,,,,,,,,,,,,35790,,,,6.7,,,,48529,,,
477,,,,,Spread,,,,,,,,,,,Percentage,,,,,,,,,,,
478,,,Investment,,Above,,Interest,,Maturity,,Shares /,,,,,of,,,Fair,,,,,,,,
479,,,Type,,Index  (1),,Rate  (2),,Date,,Contracts,,Cost,,,Net  Assets,,,Value,,,,,,,,
480,Total United States,,,,,,,,,,,,,1309706,,,,182.3,,,,1324890,,,,,
481,Total Investments,,,,,,,,,,,,,1309706,,,,182.3,,,,1324890,,,,,
482,"Cash, Restricted Cash and Cash  Equivalents",,,,,,,,,,,,,,,,,,,,,,,,,,
483,Cash and Restricted Cash,,,,,,,,,,,,,93117,,,,12.8,,,,93117,,,,,
484,US Bank Money Market Account (cusip  9AMMF05B2),,,,,,,,,,,,,28093,,,,3.9,,,,28093,,,,,
485,"Total Cash, Restricted Cash and  Cash Equivalents",,,,,,,,,,,,,121210,,,,16.7,,,,121210,,,,,
486,"Total Investments  and Cash, Restricted Cash and Cash Equivalents",,,,,,,,,,,,,1430916,,,,199.0,,,,1446100,,,,,
