,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
423,Investment Funds and Vehicles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Senior  Loan Fund LLC  (7)(8),,LLC interest,,N/A,,,N/A,,,,N/A,,,,4051,,,,5170,,,,0.8,,,,5521,,,
425,"Leisure, Amusement, Motion  Pictures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,and Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,"Competitor Group, Inc.",,LLC interest,,N/A,,,N/A,,,,N/A,,,,708,,,,712,,,,-,,,,43,,,
428,"LMP TR Holdings, LLC",,LLC units,,N/A,,,N/A,,,,N/A,,,,712,,,,712,,,,0.1,,,,712,,,
429,"Starplex Operating, L.L.C.",,Common stock,,N/A,,,N/A,,,,N/A,,,,1,,,,183,,,,-,,,,183,,,
430,"Titan Fitness, LLC",,LLC units,,N/A,,,N/A,,,,N/A,,,,6,,,,583,,,,0.1,,,,625,,,
431,,,,,,,,,,,,,,,,,,,,2190,,,,0.2,,,,1563,,,
432,,,,,,,,,,,,,,,,,,,Percentage,,,,,,,,,,,,
433,,,Investment,,Spread Above,,Interest,,,Maturity,,,Shares /,,,,,,of Total,,,Fair,,,,,,,,,
434,,,Type,,Index  (1),,Rate  (2),,,Date,,,Contracts,,,Cost,,,Net Assets,,,Value,,,,,,,,,
435,Personal and Non-Durable  Consumer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,"Hygenic Corporation, The",,LP interest,,N/A,,,N/A,,,,N/A,,,,1,,,,61,,,,-,,,,74,,,
438,"Massage Envy, LLC",,LLC interest,,N/A,,,N/A,,,,N/A,,,,749,,,,749,,,,0.1,,,,818,,,
439,Team Technologies Acquisition  Company,,Common stock,,N/A,,,N/A,,,,N/A,,,,-,,,,148,,,,0.1,,,,204,,,
440,,,,,,,,,,,,,,,,,,,,958,,,,0.2,,,,1096,,,
441,Personal Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PODS Funding Corp. II,,Warrant,,N/A,,,N/A,,,,N/A,,,,271,,,,-,,,,0.1,,,,687,,,
443,Printing and Publishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,"Market Track, LLC",,Common stock,,N/A,,,N/A,,,,N/A,,,,1,,,,145,,,,0.1,,,,191,,,
445,"Market Track, LLC",,Preferred stock,,N/A,,,N/A,,,,N/A,,,,-,,,,145,,,,-,,,,172,,,
446,,,,,,,,,,,,,,,,,,,,290,,,,0.1,,,,363,,,
447,Retail Stores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,"Barcelona Restaurants,  LLC  (8)(10)",,LP interest,,N/A,,,N/A,,,,N/A,,,,1996,,,,1996,,,,0.4,,,,2879,,,
449,"Benihana, Inc.",,LLC interest,,N/A,,,N/A,,,,N/A,,,,43,,,,699,,,,0.1,,,,747,,,
450,"Capital Vision Services, LLC",,LLC interest,,N/A,,,N/A,,,,N/A,,,,402,,,,402,,,,0.1,,,,654,,,
451,"Express Oil Change, LLC",,LLC interest,,N/A,,,N/A,,,,N/A,,,,81,,,,81,,,,-,,,,66,,,
452,"Paper Source, Inc.",,LLC interest,,N/A,,,N/A,,,,N/A,,,,8,,,,1387,,,,0.2,,,,1417,,,
453,"Rubio's Restaurants, Inc.",,Preferred stock,,N/A,,,N/A,,,,N/A,,,,199,,,,945,,,,0.1,,,,1388,,,
454,"Sneaker Villa, Inc.",,LLC interest,,N/A,,,N/A,,,,N/A,,,,4,,,,411,,,,0.1,,,,437,,,
455,Vision Source L.P.,,Common stock,,N/A,,,N/A,,,,N/A,,,,-,,,,936,,,,0.1,,,,1032,,,
456,,,,,,,,,,,,,,,,,,,,6857,,,,1.1,,,,8620,,,
457,Telecommunications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,"ITC Global, Inc.",,Preferred stock,,N/A,,,N/A,,,,N/A,,,,17,,,,311,,,,0.1,,,,311,,,
459,Total  equity investments United States,,,,,,,,,,,,,,,,,,,36060,,,,6.3,,,,45592,,,
460,Total  United States,,,,,,,,,,,,,,,,,,,1239603,,,,173.6,,,,1253597,,,
461,Total  Investments,,,,,,,,,,,,,,,,,,,1239603,,,,173.6,,,,1253597,,,
462,"Cash, Restricted Cash and  Cash Equivalents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Cash and Restricted Cash,,,,,,,,,,,,,,,,,,,21655,,,,3.0,,,,21655,,,
464,US Bank Money Market Account  (cusip 9AMMF05B2),,,,,,,,,,,,,,,,,,,32416,,,,4.5,,,,32416,,,
465,"Total  Cash, Restricted Cash and Cash Equivalents",,,,,,,,,,,,,,,,,,,54071,,,,7.5,,,,54071,,,
466,"Total Investments and Cash, Restricted Cash and Cash Equivalents",,,,,,,,,,,,,,,,,1293674,,,,181.1,,,,1307668,,,,,
