,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
422,,,Investment,,Above,,Interest,,Maturity,,Shares /,,,,,,of,,,Fair,,,,,,,,,,,
423,,,Type,,Index  (1),,Rate  (2),,Date,,Contracts,,,Cost,,,Net Assets,,,Value,,,,,,,,,,,
424,"Healthcare, Education and  Childcare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,"Advanced Pain Management Holdings,  Inc.",,Common stock,,N/A,,N/A,,N/A,,,67,,,,67,,,,0.1,,,,603,,,,,,,
426,"Advanced Pain Management Holdings, Inc.",,Preferred stock,,N/A,,N/A,,N/A,,,8,,,,829,,,,0.1,,,,956,,,,,,,
427,"Avatar International, LLC",,LP interest,,N/A,,N/A,,N/A,,,1,,,,741,,,,-,,,,-,,,,,,,
428,"California Cryobank, LLC",,Common stock A,,N/A,,N/A,,N/A,,,-,,,,28,,,,-,,,,30,,,,,,,
429,"California Cryobank, LLC",,Common stock B,,N/A,,N/A,,N/A,,,-,,,,-,,,,-,,,,-,,,,,,,
430,Certara L.P.,,LP interest,,N/A,,N/A,,N/A,,,-,,,,635,,,,0.1,,,,717,,,,,,,
431,"Dialysis Newco, Inc.",,LLC units,,N/A,,N/A,,N/A,,,871,,,,-,,,,0.2,,,,1687,,,,,,,
432,"Encore Rehabilitation Services, LLC",,LLC interest,,N/A,,N/A,,N/A,,,270,,,,270,,,,0.2,,,,922,,,,,,,
433,"G & H Wire Company, Inc.",,LP interest,,N/A,,N/A,,N/A,,,-,,,,102,,,,-,,,,123,,,,,,,
434,"Global Healthcare Exchange, LLC",,Common stock,,N/A,,N/A,,N/A,,,-,,,,5,,,,-,,,,19,,,,,,,
435,"Global Healthcare Exchange, LLC",,Preferred stock,,N/A,,N/A,,N/A,,,-,,,,481,,,,0.1,,,,511,,,,,,,
436,"IntegraMed America, Inc.",,Common stock,,N/A,,N/A,,N/A,,,1,,,,804,,,,0.1,,,,731,,,,,,,
437,"Northwestern Management Services, LLC",,Common stock,,N/A,,N/A,,N/A,,,3,,,,3,,,,-,,,,51,,,,,,,
438,"Northwestern Management Services, LLC",,LLC units,,N/A,,N/A,,N/A,,,-,,,,249,,,,-,,,,291,,,,,,,
439,"Pentec Acquisition Sub, Inc.",,Preferred stock,,N/A,,N/A,,N/A,,,1,,,,116,,,,-,,,,140,,,,,,,
440,"Radiology Partners, Inc.",,LLC units,,N/A,,N/A,,N/A,,,43,,,,85,,,,-,,,,85,,,,,,,
441,"Reliant Pro ReHab, LLC",,Preferred stock,,N/A,,N/A,,N/A,,,2,,,,183,,,,0.2,,,,971,,,,,,,
442,Southern Anesthesia and Surgical,,Common stock,,N/A,,N/A,,N/A,,,487,,,,487,,,,0.1,,,,689,,,,,,,
443,"Spear Education, LLC",,Preferred stock,,N/A,,N/A,,N/A,,,-,,,,86,,,,-,,,,86,,,,,,,
444,"Spear Education, LLC",,Common stock,,N/A,,N/A,,N/A,,,1,,,,1,,,,-,,,,1,,,,,,,
445,"Surgical Information Systems, LLC",,Common stock,,N/A,,N/A,,N/A,,,4,,,,414,,,,0.1,,,,503,,,,,,,
446,"Young Innovations, Inc.",,Preferred stock,,N/A,,N/A,,N/A,,,-,,,,236,,,,-,,,,261,,,,,,,
447,,,,,N/A,,N/A,,N/A,,,,,,,5822,,,,1.3,,,,9377,,,,,,,
448,"Home and Office Furnishings, Housewares, and Durable Consumer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,"Top Knobs USA, Inc.",,Common stock,,N/A,,N/A,,N/A,,,3,,,,27,,,,-,,,,198,,,,,,,
450,Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,"Captive Resources Midco,  LLC",,LLC units,,N/A,,N/A,,N/A,,,1,,,,86,,,,-,,,,203,,,,,,,
452,Investment Funds and Vehicles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Senior Loan Fund LLC  (7)(8),,LLC interest,,N/A,,N/A,,N/A,,,10937,,,,10937,,,,1.5,,,,10834,,,,,,,
454,"Leisure, Amusement, Motion  Pictures and Entertainment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,"Competitor Group, Inc.",,LLC interest,,N/A,,N/A,,N/A,,,708,,,,713,,,,-,,,,14,,,,,,,
456,"LMP TR Holdings, LLC",,LLC units,,N/A,,N/A,,N/A,,,712,,,,712,,,,0.1,,,,672,,,,,,,
457,"Starplex Operating, L.L.C.",,Common stock,,N/A,,N/A,,N/A,,,1,,,,183,,,,-,,,,263,,,,,,,
458,"Titan Fitness, LLC",,Common stock,,N/A,,N/A,,N/A,,,6,,,,583,,,,0.1,,,,655,,,,,,,
459,,,,,,,,,,,,,,,,2191,,,,0.2,,,,1604,,,,,,,
460,Personal and Non-Durable  Consumer Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,"C.B. Fleet Company, Incorporated",,LLC units,,N/A,,N/A,,N/A,,,2,,,,174,,,,-,,,,174,,,,,,,
462,"Hygenic Corporation, The",,LP interest,,N/A,,N/A,,N/A,,,1,,,,61,,,,-,,,,127,,,,,,,
463,"Massage Envy, LLC",,LLC interest,,N/A,,N/A,,N/A,,,749,,,,749,,,,0.1,,,,773,,,,,,,
464,Team Technologies Acquisition  Company,,Common stock,,N/A,,N/A,,N/A,,,-,,,,148,,,,0.1,,,,255,,,,,,,
465,,,,,,,,,,,,,,,,1132,,,,0.2,,,,1329,,,,,,,
466,Personal Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PODS Funding Corp. II,,Warrant,,N/A,,N/A,,N/A,,,271,,,,-,,,,0.3,,,,2308,,,,,,,
468,"Personal, Food and Miscellaneous  Services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,R.G. Barry Corporation,,Preferred stock,,N/A,,N/A,,N/A,,,-,,,,161,,,,-,,,,161,,,,,,,
470,Printing and Publishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,"Market Track, LLC",,Preferred stock,,N/A,,N/A,,N/A,,,-,,,,145,,,,-,,,,183,,,,,,,
472,"Market Track, LLC",,Common stock,,N/A,,N/A,,N/A,,,1,,,,145,,,,0.1,,,,239,,,,,,,
473,,,,,,,,,,,,,,,,290,,,,0.1,,,,422,,,,,,,
474,,,,,Spread,,,,,,,,,,,,Percentage,,,,,,,,,,,,,,
475,,,Investment,,Above,,Interest,,Maturity,,Shares /,,,,,,of,,,Fair,,,,,,,,,,,
476,,,Type,,Index  (1),,Rate  (2),,Date,,Contracts,,,Cost,,,Net Assets,,,Value,,,,,,,,,,,
477,Retail Stores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,"Barcelona  Restaurants, LLC  (8)(10)",,LP interest,,N/A,,N/A,,N/A,,,1996,,,,1996,,,,0.5,,,,3407,,,,,,,
479,"Benihana, Inc.",,LLC units,,N/A,,N/A,,N/A,,,43,,,,699,,,,0.1,,,,718,,,,,,,
480,"Capital Vision Services, LLC",,LLC interest,,N/A,,N/A,,N/A,,,402,,,,17,,,,0.1,,,,559,,,,,,,
481,"DentMall MSO, LLC",,Common stock,,N/A,,N/A,,N/A,,,2,,,,-,,,,-,,,,-,,,,,,,
482,"DentMall MSO, LLC",,Preferred stock,,N/A,,N/A,,N/A,,,2,,,,97,,,,-,,,,101,,,,,,,
483,"Express Oil Change, LLC",,LLC interest,,N/A,,N/A,,N/A,,,81,,,,81,,,,-,,,,82,,,,,,,
484,"Marshall Retail Group LLC, The",,Common stock,,N/A,,N/A,,N/A,,,15,,,,154,,,,-,,,,154,,,,,,,
485,"Paper Source, Inc.",,LLC interest,,N/A,,N/A,,N/A,,,8,,,,1387,,,,0.2,,,,1309,,,,,,,
486,"PetPeople Enterprise, LLC",,LP interest,,N/A,,N/A,,N/A,,,889,,,,889,,,,0.1,,,,1065,,,,,,,
487,"Rubio's Restaurants, Inc.",,Preferred stock,,N/A,,N/A,,N/A,,,199,,,,945,,,,0.2,,,,1615,,,,,,,
488,"Sneaker Villa, Inc.",,LLC interest,,N/A,,N/A,,N/A,,,4,,,,411,,,,0.1,,,,479,,,,,,,
489,Vision Source L.P.,,Common stock,,N/A,,N/A,,N/A,,,9,,,,386,,,,0.1,,,,727,,,,,,,
490,,,,,,,,,,,,,,,,7062,,,,1.4,,,,10216,,,,,,,
491,Telecommunications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,"ITC Global, Inc.",,Preferred stock,,N/A,,N/A,,N/A,,,17,,,,311,,,,-,,,,318,,,,,,,
493,Textiles and Leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,"Southern Tide, LLC",,LLC interest,,N/A,,N/A,,N/A,,,2,,,,191,,,,-,,,,183,,,,,,,
495,Total  equity investments United States,,,,,,,,,,,,,,,46096,,,,7.8,,,,57031,,,,,,,
496,Total  United States,,,,,,,,,,,,,,,1391805,,,,190.9,,,,1400726,,,,,,,
497,Total  Investments,,,,,,,,,,,,,,,1391805,,,,190.9,,,,1400726,,,,,,,
498,"Cash, Restricted Cash and  Cash Equivalents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Cash and Restricted Cash,,,,,,,,,,,,,,,10350,,,,1.4,,,,10350,,,,,,,
500,BlackRock Liquidity Funds  T-Fund Institutional Shares (CUSIP 09248U718),,,,,,,,,,,,,,,15035,,,,2.1,,,,15035,,,,,,,
501,JPM Offshore Money Market  Account (ISIN LU0103813712),,,,,,,,,,,,,,,4087,,,,0.6,,,,4087,,,,,,,
502,US  Bank Money Market Account (CUSIP 9AMMF05B2),,,,,,,,,,,,,,,11954,,,,1.6,,,,11954,,,,,,,
503,"Total  Cash, Restricted Cash and Cash Equivalents",,,,,,,,,,,,,,,41426,,,,5.7,,,,41426,,,,,,,
504,"Total  Investments and Cash, Restricted Cash and Cash Equivalents",,,,,,,,,,,,,,,1433231,,,,196.6,,,,1442152,,,,,,,
505,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
