,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
341,"LS Clinical Services Holdings, Inc.",,First Lien Secured Debt,,"L+675, 1.00% Floor",,12/16/27,,13059,,,12756,,,,12746,,,(9)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,,,First Lien Secured Debt - Revolver,,"L+675, 1.00% Floor",,12/16/26,,1875,,,(42),,,,(45),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,,,,,,,,,,,12714,,,,12701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Industry / Company,,Investment Type,,Interest Rate,,Maturity Date,,Par/Shares (12),,Cost (35),,,Fair Value  (1)(36),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Cerus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,Cerus Corporation,,First Lien Secured Debt,,"L+545, 1.80% Floor",,03/01/24,,16500,,,16472,,,,16665,,,(9)(17)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,,,First Lien Secured Debt - Revolver,,"L+375, 1.80% Floor",,03/01/24,,1500,,,1022,,,,1024,,,(9)(17)(21)  (23)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,,,,,,,,,,,17494,,,,17689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Compass Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,"Roscoe Medical, Inc",,First Lien Secured Debt,,"SOFR+625, 1.00% Floor",,09/30/24,,7582,,,7309,,,,7278,,,(9)(31),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,,,First Lien Secured Debt - Revolver,,"SOFR+636, 1.00% Floor",,09/30/24,,1393,,,1341,,,,1337,,,(9)(23)(31),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,,,,,,,,,,,8650,,,,8615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Emmes Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,"Emmes Blocker, Inc.",,Common Equity - Common Stock,,N/A,,N/A,,306 Shares,,306,,,,1449,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,"The Emmes Company, LLC",,First Lien Secured Debt,,"L+500, 1.00% Floor",,03/03/25,,15844,,,15723,,,,15765,,,(9)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,,,First Lien Secured Debt - Revolver,,"L+500, 1.00% Floor",,03/03/25,,2449,,,1208,,,,1212,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,,,,,,,,,,,17237,,,,18426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,EmpiRx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,EmpiRx Health LLC,,First Lien Secured Debt,,"L+550, 1.00% Floor",,08/05/27,,9045,,,8889,,,,8955,,,(9)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,,First Lien Secured Debt - Revolver,,"L+550, 1.00% Floor",,08/05/27,,909,,,439,,,,445,,,(9)(20)(21)  (23)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,,,,,,,,,,,9328,,,,9400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Forge Biologics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,"Forge Biologics, Inc.",,First Lien Secured Debt,,"L+675, 0.50% Floor",,12/03/26,,26667,,,13217,,,,13293,,,(9)(23)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Gateway Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,"Gateway US Holdings, Inc.",,First Lien Secured Debt,,"SOFR+565, 0.75% Floor",,09/22/24,,7552,,,7481,,,,7477,,,(9)(32),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,,,First Lien Secured Debt,,"SOFR+575, 0.75% Floor",,09/22/24,,2124,,,390,,,,388,,,(9)(21)(23)  (32),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,,,First Lien Secured Debt - Revolver,,"SOFR+565, 0.75% Floor",,09/22/24,,304,,,12,,,,12,,,(9)(21)(23)  (32),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,,,,,,,,,,,7883,,,,7877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Gossamer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,"GB001, Inc.",,First Lien Secured Debt,,"L+700, 2.00% Floor",,01/01/25,,30000,,,5897,,,,6008,,,(9)(17)(23)  (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Health & Safety Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,"HSI HALO Acquisition, Inc.",,First Lien Secured Debt,,"L+575, 1.00% Floor",,08/31/26,,16343,,,13477,,,,13305,,,(9)(21)(23)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,,,First Lien Secured Debt - Revolver,,"L+575, 1.00% Floor",,09/02/25,,813,,,131,,,,121,,,(9)(21)(23)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,,,Common Equity - Common Stock,,N/A,,N/A,,500 Shares,,500,,,,656,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,,,,,,,,,,,14108,,,,14082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,IMA Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,"IMA Group Management Company, LLC",,First Lien Secured Debt,,"L+600, 1.00% Floor",,05/30/24,,12663,,,8907,,,,8898,,,(21)(23)(28)  (29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,,,First Lien Secured Debt - Revolver,,"L+600, 1.00% Floor",,05/30/24,,289,,,259,,,,257,,,(21)(23)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,,,,,,,,,,,9166,,,,9155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Kepro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Keystone Acquisition Corp.,,First Lien Secured Debt,,"L+575, 0.75% Floor",,01/26/29,,13992,,,11791,,,,11965,,,(9)(21)(23)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,,,First Lien Secured Debt - Revolver,,"L+575, 0.75% Floor",,01/26/28,,978,,,(18),,,,(5),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,,,,,,,,,,,11773,,,,11960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Industry / Company,,Investment Type,,Interest Rate,,Maturity Date,,Par/Shares (12),,Cost (35),,,Fair Value  (1)(36),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Kindeva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Kindeva Drug Delivery L.P.,,First Lien Secured Debt,,"L+600, 1.00% Floor",,05/01/26,,9386,,,9237,,,,9210,,,(9)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,,,First Lien Secured Debt - Revolver,,"L+600, 1.00% Floor",,05/01/25,,167,,,94,,,,93,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,,,,,,,,,,,9331,,,,9303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,KureSmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,"Clearway Corporation (f/k/a NP/Clearway Holdings, Inc.)",,Common Equity - Common Stock,,N/A,,N/A,,133 Shares,,133,,,,205,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,"Kure Pain Holdings, Inc.",,First Lien Secured Debt,,"L+500, 1.00% Floor",,08/27/24,,21603,,,21457,,,,21348,,,(9)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,,,First Lien Secured Debt - Revolver,,"L+500, 1.00% Floor",,08/27/24,,2654,,,(22),,,,(32),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,21568,,,,21521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,LucidHealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,"Premier Imaging, LLC",,First Lien Secured Debt,,"L+575, 1.00% Floor",,01/02/25,,12460,,,7997,,,,7968,,,(9)(21)(23)  (26)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Mannkind Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Mannkind Corporation,,First Lien Secured Debt,,"L+625, 1.00% Floor",,08/01/25,,43866,,,13777,,,,13897,,,(9)(23)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,,,Common Equity - Common Stock,,N/A,,N/A,,"334,226 Shares",,76,,,,1273,,,(9)(10)(13)  (17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,,,,,,,,,,,13853,,,,15170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,"Maxor National Pharmacy Services, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,"Maxor National Pharmacy Services, LLC",,First Lien Secured Debt,,"L+550, 1.00% Floor",,12/06/27,,23305,,,23084,,,,23014,,,(9)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,,,First Lien Secured Debt - Revolver,,"L+550, 1.00% Floor",,12/06/26,,1558,,,(3),,,,(21),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,,,,,,,,,,,23081,,,,22993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Medical Guardian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,"Medical Guardian, LLC",,First Lien Secured Debt,,"L+650, 1.00% Floor",,10/26/26,,36033,,,30827,,,,30659,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,,,First Lien Secured Debt - Revolver,,"L+650, 1.00% Floor",,10/26/26,,3810,,,331,,,,316,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,,,,,,,,,,,31158,,,,30975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Midwest Vision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,"Midwest Vision Partners Management, LLC",,First Lien Secured Debt,,"L+650, 1.00% Floor",,01/12/27,,24206,,,21395,,,,21548,,,(9)(21)(23)  (26)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,,,First Lien Secured Debt - Revolver,,"L+650, 1.00% Floor",,01/12/27,,612,,,602,,,,606,,,(9)(23)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,,,,,,,,,,,21997,,,,22154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Orchard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Orchard Therapeutics PLC,,First Lien Secured Debt,,"L+595, 1.00% Floor",,05/28/26,,33333,,,10913,,,,10667,,,(9)(17)(23)  (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Ovation Fertility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,"FPG Services, LLC",,First Lien Secured Debt,,"L+550, 1.00% Floor",,06/13/25,,18994,,,14096,,,,14250,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,,,First Lien Secured Debt - Revolver,,"L+550, 1.00% Floor",,06/13/24,,2105,,,(17),,,,(4),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,,,,,,,,,,,14079,,,,14246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Paragon 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,"Paragon 28, Inc.",,First Lien Secured Debt,,"L+600, 1.00% Floor",,05/01/26,,10000,,,7475,,,,7450,,,(9)(23)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,,,First Lien Secured Debt - Revolver,,"L+300, 1.00% Floor",,05/01/26,,2000,,,(8),,,,(10),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,,,,,,,,,,,7467,,,,7440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Industry / Company,,Investment Type,,Interest Rate,,Maturity Date,,Par/Shares (12),,Cost (35),,,Fair Value  (1)(36),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,"Partner Therapeutics, Inc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,"Partner Therapeutics, Inc",,First Lien Secured Debt,,"L+665, 1.00% Floor",,01/01/23,,10000,,,9987,,,,9975,,,(9)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,,,First Lien Secured Debt,,"L+665, 1.00% Floor",,08/01/22,,3333,,,3333,,,,3333,,,(9)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,,,First Lien Secured Debt - Revolver,,"L+375, 1.00% Floor",,04/01/26,,1000,,,724,,,,726,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,,,Preferred Equity - Preferred Equity,,N/A,,N/A,,"55,556 Shares",,333,,,,343,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,,,Warrants,,N/A,,N/A,,"33,333 Shares",,135,,,,98,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,,,,,,,,,,,14512,,,,14475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,"PHS Buyer, Inc.",,First Lien Secured Debt,,"L+600, 1.00% Floor",,01/31/27,,25051,,,24669,,,,24551,,,(9)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,,,First Lien Secured Debt - Revolver,,"L+600, 1.00% Floor",,01/31/27,,2000,,,953,,,,960,,,(9)(21)(23)  (26)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,,,,,,,,,,,25622,,,,25511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Radius Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,"Radius Health, Inc.",,First Lien Secured Debt,,"L+575, 2.00% Floor",,06/01/24,,33833,,,28760,,,,28729,,,(9)(17)(23)  (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,,,First Lien Secured Debt - Revolver,,"L+350, 2.00% Floor",,06/01/24,,1000,,,(1),,,,(6),,,(8)(9)(17)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,,,,,,,,,,,28759,,,,28723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,RHA Health Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,"Pace Health Companies, LLC",,First Lien Secured Debt,,"L+450, 1.00% Floor",,08/02/24,,3768,,,3733,,,,3738,,,(9)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,,,First Lien Secured Debt - Revolver,,"L+450, 1.00% Floor",,08/02/24,,500,,,26,,,,(4),,,(8)(9)(20)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,,,,,,,,,,,3759,,,,3734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Rigel Pharmaceuticals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,"Rigel Pharmaceuticals, Inc.",,First Lien Secured Debt,,"L+565, 1.50% Floor",,09/01/24,,9000,,,9011,,,,8955,,,(9)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,"TELA Bio, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,"TELA Bio, Inc.",,First Lien Secured Debt,,"SOFR+625, 1.00% Floor",,05/01/27,,16666,,,13269,,,,13250,,,(9)(23)(31),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,TissueTech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,"TissueTech, Inc.",,First Lien Secured Debt,,"L+575, 1.00% Floor",,04/01/27,,17500,,,12193,,,,12163,,,(9)(23)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,,,First Lien Secured Debt - Revolver,,"L+400, 1.00% Floor",,04/01/27,,1000,,,(5),,,,(5),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,,,,,,,,,,,12188,,,,12158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Treace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,"Treace Medical Concepts, Inc.",,First Lien Secured Debt,,"SOFR+600, 1.00% Floor",,04/01/27,,34999,,,14516,,,,14408,,,(9)(17)(23)  (31),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,,,First Lien Secured Debt - Revolver,,"SOFR+400, 1.00% Floor",,04/01/27,,3000,,,386,,,,385,,,(9)(17)(21)  (23)(31),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,,,,,,,,,,,14902,,,,14793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,Unchained Labs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,"Unchained Labs, LLC",,First Lien Secured Debt,,"L+550, 1.00% Floor",,08/09/27,,6749,,,4094,,,,4117,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,,,First Lien Secured Debt - Revolver,,"L+550, 1.00% Floor",,08/09/27,,726,,,(12),,,,(7),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,,,,,,,,,,,4082,,,,4110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,"WellDyneRx, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,"WelldyneRX, LLC",,First Lien Secured Debt,,"SOFR+675, 0.75% Floor",,03/09/27,,18032,,,17671,,,,17581,,,(9)(32),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,,,First Lien Secured Debt - Revolver,,"SOFR+675, 0.75% Floor",,03/09/26,,1923,,,(36),,,,(48),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,,,,,,,,,,,17635,,,,17533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,,,,,Total Healthcare & Pharmaceuticals,,,469058,,,,,471039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Industry / Company,,Investment Type,,Interest Rate,,Maturity Date,,Par/Shares (12),,Cost (35),,,Fair Value  (1)(36),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,High Tech Industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,Acronis AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,ACRONIS AG,,First Lien Secured Debt,,"L+535, 1.00% Floor",,04/01/27,,,21000,,,,20936,,,,,20895,,,(9)(17)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,American Megatrends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,AMI US Holdings Inc.,,First Lien Secured Debt,,"L+525, 1.00% Floor",,04/01/25,,21375,,,21175,,,,21375,,,(9)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,,,First Lien Secured Debt - Revolver,,"L+525, 0.00% Floor",,04/01/24,,2907,,,1142,,,,1160,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,,,,,,,,,,,22317,,,,22535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,"Calero Holdings, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,"Telesoft Holdings, LLC",,First Lien Secured Debt,,"L+575, 1.00% Floor",,12/16/25,,22216,,,21917,,,,22020,,,(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,,,First Lien Secured Debt - Revolver,,"L+575, 1.00% Floor",,12/16/25,,2273,,,91,,,,101,,,(21)(23)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,,,,,,,,,,,22008,,,,22121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,ChyronHego Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,ChyronHego Corporation (5),,First Lien Secured Debt,,"L+350 Cash plus 1.50% PIK, 1.00% Floor",,12/31/24,,85600,,,84878,,,,84744,,,(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,,,First Lien Secured Debt,,"L+800 PIK, 1.00% Floor",,12/31/24,,4629,,,2542,,,,2583,,,(23)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,,,First Lien Secured Debt - Revolver,,"L+500, 1.00% Floor",,12/31/24,,10000,,,8876,,,,8856,,,(21)(23)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,,,Preferred Equity - Preferred Equity,,N/A,,N/A,,"7,800 Shares",,6000,,,,16955,,,(13)(24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,,,,,,,,,,,102296,,,,113138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Dairy.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,Momentx Corporation,,First Lien Secured Debt,,"SOFR+575, 1.00% Floor",,06/24/27,,15278,,,15015,,,,14914,,,(9)(32),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,,,First Lien Secured Debt - Revolver,,"SOFR+575, 1.00% Floor",,06/24/27,,1257,,,(21),,,,(30),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,,,,,,,,,,,14994,,,,14884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,Digital.ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,"Digital.ai Software Holdings, Inc.",,First Lien Secured Debt,,"L+700, 1.00% Floor",,02/10/27,,22298,,,21780,,,,21946,,,(9)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,,,First Lien Secured Debt - Revolver,,"L+650, 1.00% Floor",,02/10/27,,2419,,,509,,,,526,,,(9)(21)(23)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,,,,,,,,,,,22289,,,,22472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,GoHealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,"Norvax, LLC",,First Lien Secured Debt - Revolver,,"L+650, 1.00% Floor",,09/13/24,,3182,,,2432,,,,2459,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,"International Cruise & Excursion Gallery, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,"International Cruise & Excursion Gallery, Inc.",,First Lien Secured Debt,,"SOFR+535, 1.00% Floor",,06/06/25,,14400,,,14277,,,,13661,,,(31),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,Modern Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,"Destiny Solutions U.S., Inc.",,First Lien Secured Debt,,"L+600, 1.00% Floor",,06/08/26,,25573,,,25050,,,,25062,,,(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,"RMCF IV CIV XXXV, L.P.",,Common Equity - Common Stock,,N/A,,N/A,,482 Shares,,1000,,,,1384,,,(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,,,,,,,,,,,26050,,,,26446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,MYCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Magnate Holding Corp.,,First Lien Secured Debt,,"L+625, 0.50% Floor",,12/16/24,,19123,,,19017,,,,19065,,,(9)(17)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,,,First Lien Secured Debt - Revolver,,"L+625, 0.50% Floor",,12/14/23,,3150,,,3134,,,,3143,,,(9)(17)(23)  (26)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,,,,,,,,,,,22151,,,,22208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Industry / Company,,Investment Type,,Interest Rate,,Maturity Date,,Par/Shares (12),,Cost (35),,,Fair Value  (1)(36),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,"New Era Technology, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,"New Era Technology, Inc.",,First Lien Secured Debt,,"L+625, 1.00% Floor",,10/31/26,,33112,,,26644,,,,26429,,,(9)(21)(23)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,,,First Lien Secured Debt - Revolver,,"L+625, 1.00% Floor",,10/30/26,,1732,,,749,,,,740,,,(9)(21)(23)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,,,,,,,,,,,27393,,,,27169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,Pro Vigil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,"Pro-Vigil Holding Company, LLC",,First Lien Secured Debt,,"SOFR+850, 1.00% Floor",,01/11/25,,15210,,,12013,,,,12146,,,(9)(21)(23)  (32),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,Schlesinger Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
