,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
329,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50% Unfunded,,04/17/24,,8222,,,(16),,,,-,,,(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,,,,,,,,,,,15895,,,,15859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,,,,,Total Consumer Services,,,142645,,,,,143415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (27),,,Fair Value  (1)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Celink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Compu-Link Corporation,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,06/11/24,,,2273,,,,(30),,,,,(20),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,"Peer Advisors, LLC",,First Lien Secured Debt,,"6.50% (1M L+550, 1.00% Floor)",,06/11/24,,17670,,,17435,,,,17511,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,,,,,,,,,,,17405,,,,17491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,"Flock Financial, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,"Flock SPV I, LLC",,First Lien Secured Debt,,"7.50% (1M L+650, 1.00% Floor)",,12/31/22,,12000,,,11972,,,,11920,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/31/22,,5333,,,(4),,,,(36),,,(8)(9)  (17)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50% Unfunded,,12/31/22,,2667,,,(31),,,,(18),,,(8)(9)  (17)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,,,,,,,,,,,11937,,,,11866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,Golden Bear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,"Golden Bear 2016-R, LLC (4)",,Structured Products and Other - Membership Interests,,N/A,,09/20/42,,N/A,,16812,,,,11676,,,(3)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,"Purchasing Power, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,"Purchasing Power Funding I, LLC",,First Lien Secured Debt - Revolver,,"7.50% (1M L+650, 1.00% Floor)",,01/24/24,,425,,,425,,,,425,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,,,First Lien Secured Debt - Unfunded Revolver,,0.40% Unfunded,,01/24/24,,8687,,,-,,,,-,,,(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,,,,,,,,,,,425,,,,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Spectrum Automotive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,CC SAG Holdings Corp.,,First Lien Secured Debt,,"6.50% (3M L+575, 0.75% Floor)",,06/29/28,,11434,,,11262,,,,11262,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,06/29/27,,420,,,(6),,,,-,,,(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00% Unfunded,,06/29/28,,3147,,,(24),,,,(24),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,,,,,,,,,,,11232,,,,11238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,"Ten-X, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,"Ten-X, LLC",,First Lien Secured Debt - Revolver,,3.35% (1M L+325),,09/29/22,,4680,,,4575,,,,4489,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,,,"Total Diversified Investment Vehicles, Banking, Finance, Real Estate",,,62386,,,,,57185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,NFA Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,SSCP Spring Bidco Limited,,First Lien Secured Debt,,"6.75% (6M GBPL+625, 0.50% Floor)",,07/30/25,,£,30000,,,,36205,,,,,41254,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,,,,Total Education,,,36205,,,,,41254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Energy – Electricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,"Renew Financial LLC (f/k/a Renewable Funding, LLC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,"AIC SPV Holdings II, LLC (4)",,Preferred Equity - Preferred Stock,,N/A,,N/A,,143 Shares,,,534,,,,,503,,,(17)(15)  (25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,"Renew Financial LLC (f/k/a Renewable Funding, LLC) (4)",,Preferred Equity - Series B Preferred Stock,,N/A,,N/A,,"1,505,868 Shares",,8343,,,,-,,,(13)(25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,,,Preferred Equity - Series D Preferred Stock,,N/A,,N/A,,"436,689 Shares",,5568,,,,-,,,(13)(25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,,,Preferred Equity - Series E Preferred Stock,,N/A,,N/A,,"441,576 Shares",,1902,,,,5081,,,(13)(17)  (25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,Renew JV LLC (4),,Common Equity - Membership Interests,,N/A,,N/A,,"633,948 Shares",,634,,,,800,,,(13)(17)  (25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,,,,,,,,,,,16981,,,,6384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (27),,,Fair Value  (1)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Solarplicity Group Limited (f/k/a AMP Solar UK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Solarplicity UK Holdings Limited,,First Lien Secured Debt,,4.00%,,03/08/23,,£,5562,,,7439,,,,2544,,,(14)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,,,Preferred Equity - Preferred Stock,,N/A,,N/A,,"4,286 Shares",,5623,,,,-,,,(2)(13)  (17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,,,Common Equity - Ordinary Shares,,N/A,,N/A,,"2,825 Shares",,4,,,,-,,,(2)(13)  (17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,,,,,,,,,,,13066,,,,2544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,,,,,Total Energy – Electricity,,,30047,,,,,8928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Energy – Oil & Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.) (5)",,Second Lien Secured Debt,,10.00% PIK,,03/29/21,,,41121,,,,36926,,,,,4139,,,(11)(14),,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,,,Common Equity - Common Stock,,N/A,,N/A,,"5,000,000 Shares",,30078,,,,-,,,(13)(25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,,,,,,,,,,67004,,,,4139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Pelican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,"Pelican Energy, LLC (4)",,Common Equity - Membership Interests,,N/A,,N/A,,"1,444 Shares",,16764,,,,2170,,,(13)(16)  (17)(25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Spotted Hawk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,"SHD Oil & Gas, LLC (5)",,First Lien Secured Debt - Tranche C Note,,12.00%,,07/31/21,,24728,,,24728,,,,25470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,,,First Lien Secured Debt - Tranche A Note,,14.00% (8.00% Cash plus 6.00% PIK),,07/31/21,,49193,,,44059,,,,11055,,,(14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,,,First Lien Secured Debt - Tranche B Note,,14.00% PIK,,07/31/21,,92599,,,44380,,,,-,,,(14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,,,Common Equity - Series A Units,,N/A,,N/A,,"7,600,000 Shares",,1411,,,,-,,,(13)(16)  (25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,,,,,,,,,,,114578,,,,36525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,,,,,Total Energy – Oil & Gas,,,198346,,,,,42834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Environmental Industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Ortega National Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,"Ortega National Parks, LLC",,First Lien Secured Debt,,"6.25% (6M L+525, 1.00% Floor)",,10/31/25,,,11574,,,,11410,,,,,11180,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,10/31/25,,1366,,,(30),,,,(46),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,10/31/25,,6202,,,(48),,,,(211),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,,,,,Total Environmental Industries,,,11332,,,,,10923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Healthcare & Pharmaceuticals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Akoya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,"Akoya Biosciences, Inc.",,First Lien Secured Debt,,"7.85% (1M L+635, 1.50% Floor)",,10/27/25,,,9750,,,,9772,,,,,9750,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,10/27/25,,1500,,,(6),,,,-,,,(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,9766,,,,9750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,AmeriVet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,"Amerivet Partners Management, Inc.",,First Lien Secured Debt,,"6.25% (6M L+525, 1.00% Floor)",,06/05/24,,29867,,,29485,,,,29832,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,,,First Lien Secured Debt,,"6.25% (2M L+525, 1.00% Floor)",,06/05/24,,1423,,,1406,,,,1421,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,06/05/24,,806,,,(10),,,,(1),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50% Unfunded,,06/05/24,,2477,,,(67),,,,(3),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Amerivet Partners Parent LP,,Common Equity - Class D Partnership Units,,N/A,,N/A,,13 Shares,,125,,,,230,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,,,,,,,,,,,30939,,,,31479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (27),,,Fair Value  (1)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Analogic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Analogic Corporation,,First Lien Secured Debt,,"6.25% (1M L+525, 1.00% Floor)",,06/22/24,,17987,,,17763,,,,17717,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,06/22/23,,1826,,,(18),,,,(27),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,17745,,,,17690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,BK Medical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,"BK Medical Holding Company, Inc.",,First Lien Secured Debt,,"6.25% (1M L+525, 1.00% Floor)",,06/22/24,,7213,,,7164,,,,7179,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,06/22/24,,783,,,(5),,,,(1),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,,,,,,,,,,,7159,,,,7178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,CARE Fertility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Royton Bidco Limited,,First Lien Secured Debt,,"6.75% (3M GBPL+625, 0.50% Floor)",,05/09/25,,£,17579,,,22426,,,,24100,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,,,First Lien Secured Debt - Unfunded Delayed Draw,,2.19% Unfunded,,05/09/25,,£,2265,,,(55),,,,(24),,,(8)(9)  (17)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,,,,,,,,,,,22371,,,,24076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Cerus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Cerus Corporation,,First Lien Secured Debt,,"7.25% (1M L+545, 1.80% Floor)",,03/01/24,,16500,,,16455,,,,16830,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,,,First Lien Secured Debt - Revolver,,"5.55% (1M L+375, 1.80% Floor)",,03/01/24,,956,,,956,,,,965,,,(9)(17)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,03/01/24,,44,,,(1),,,,-,,,(9)(17)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,03/01/24,,4500,,,(12),,,,-,,,(9)(17)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,,,,,,,,,,,17398,,,,17795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Dohmen Life Science Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,"LSCS Holdings, Inc",,Second Lien Secured Debt,,8.42% (6M L+825),,03/16/26,,19818,,,19545,,,,19634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Eating Recovery Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,"ERC Finance, LLC",,First Lien Secured Debt,,"7.00% (3M L+600, 1.00% Floor)",,04/22/24,,25492,,,25014,,,,24982,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,,,First Lien Secured Debt - Revolver,,"7.00% (3M L+600, 1.00% Floor)",,04/22/24,,278,,,278,,,,272,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,04/22/24,,1013,,,(31),,,,(20),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00% Unfunded,,04/22/24,,2778,,,(13),,,,(14),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,,,First Lien Secured Debt - Letters of Credit,,6.00%,,07/05/21 - 06/15/22,,376,,,-,,,,(6),,,(8)(9)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,,,,,,,,,,,25248,,,,25214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Emmes Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,"Emmes Blocker, Inc.",,Common Equity - Common Stock,,N/A,,N/A,,306 Shares,,306,,,,595,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,"The Emmes Company, LLC",,First Lien Secured Debt,,"6.00% (1M L+500, 1.00% Floor)",,03/03/25,,4038,,,3980,,,,3957,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,,,First Lien Secured Debt,,"6.00% (6M L+500, 1.00% Floor)",,03/03/25,,11969,,,11859,,,,11730,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,03/03/25,,2449,,,(22),,,,(49),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,,,,,,,,,,,16123,,,,16233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,"Genesis Healthcare, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,"Genesis Healthcare, Inc.",,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,03/08/23,,85870,,,(266),,,,"(1,237)",,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,,,First Lien Secured Debt - Unfunded Delayed Draw,,2.00% Unfunded,,03/06/23,,6087,,,-,,,,(74),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,,,,,,,,,,,(266),,,,"(1,311)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (27),,,Fair Value  (1)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Gossamer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,"GB001, Inc.",,First Lien Secured Debt,,"9.00% (1M L+700, 2.00% Floor)",,01/01/25,,6000,,,6003,,,,6060,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,01/01/25,,24000,,,(146),,,,-,,,(9)(17)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,,,,,,,,,,,5857,,,,6060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Health & Safety Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,"HSI Halo Acquisition, Inc.",,First Lien Secured Debt,,"6.75% (3M L+575, 1.00% Floor)",,08/31/26,,8958,,,8868,,,,8839,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,,,First Lien Secured Debt - Revolver,,"6.75% (1M L+575, 1.00% Floor)",,08/30/25,,135,,,135,,,,134,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,08/30/25,,677,,,(6),,,,(7),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,,,Common Equity - Common Stock,,N/A,,N/A,,500 Shares,,500,,,,505,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,,,,,,,,,,,9497,,,,9471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,IMA Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,"IMA Group Management Company, LLC",,First Lien Secured Debt,,"7.50% (3M L+650, 1.00% Floor)",,05/30/24,,6461,,,6405,,,,6365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,,,First Lien Secured Debt - Revolver,,"7.50% (3M L+650, 1.00% Floor)",,05/30/24,,289,,,287,,,,285,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00% Unfunded,,05/30/24,,6275,,,(121),,,,(94),,,(8)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,,,,,,,,,,,6571,,,,6556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Kindeva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Kindeva Drug Delivery L.P.,,First Lien Secured Debt,,"7.00% (3M L+600, 1.00% Floor)",,05/01/26,,1815,,,1778,,,,1801,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,,,First Lien Secured Debt - Revolver,,"7.00% (1M L+600, 1.00% Floor)",,05/01/25,,47,,,47,,,,46,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,05/01/25,,120,,,(3),,,,(1),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,,,,,,,,,,,1822,,,,1846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,KureSmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,"Clearway Corporation (f/k/a NP/Clearway Holdings, Inc.)",,Common Equity - Common Stock,,N/A,,N/A,,133 Shares,,133,,,,177,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,"Kure Pain Holdings, Inc.",,First Lien Secured Debt,,"6.50% (1M L+550, 1.00% Floor)",,08/27/24,,21825,,,21618,,,,21504,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,08/27/24,,2654,,,(25),,,,(41),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,,,,,,,,,,,21726,,,,21640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,"Lanai Holdings III, Inc. (Patterson Medical)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,"Lanai Holdings III, Inc.",,Second Lien Secured Debt,,12.75% ( P+950),,08/28/23,,20049,,,19888,,,,19876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Mannkind Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Mannkind Corporation,,First Lien Secured Debt,,"7.25% (1M L+675, 0.50% Floor)",,08/01/24,,13866,,,13781,,,,14356,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,08/01/24,,30000,,,(27),,,,-,,,(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,,,Warrants,,N/A,,N/A,,"444,936 Shares",,76,,,,1737,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,,,,,,,,,,,13830,,,,16093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,"Maxor National Pharmacy Services, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,"Maxor National Pharmacy Services, LLC",,First Lien Secured Debt,,"6.50% (3M L+550, 1.00% Floor)",,11/22/23,,22438,,,22215,,,,22418,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,11/22/22,,1558,,,(11),,,,-,,,(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,,,,,,,,,,,22204,,,,22418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (27),,,Fair Value  (1)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Medical Guardian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,"Medical Guardian, LLC",,First Lien Secured Debt,,"8.75% (1M L+775, 1.00% Floor)",,12/31/24,,28571,,,28170,,,,28409,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/31/24,,5714,,,(80),,,,(33),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50% Unfunded,,12/31/24,,5714,,,(114),,,,(33),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,,,,,,,,,,,27976,,,,28343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,Midwest Vision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,"Midwest Vision Partners Management, LLC",,First Lien Secured Debt,,"7.25% (3M L+625, 1.00% Floor)",,01/12/27,,2599,,,2574,,,,2573,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,,,First Lien Secured Debt,,"7.25% (6M L+625, 1.00% Floor)",,01/12/27,,5690,,,5585,,,,5633,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
