,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
460,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,04/15/24,,588,,,(23,,,(12,,,(8)(9)(21)(23),,,
461,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00 Unfunded,,04/15/25,,4706,,,(91,,,(93,,,(8)(9)(21)(23),,,
462,,,,,,,,,,,14319,,,14310,,,,,,,
463,Ivy Finco Limited,,First Lien Secured Debt,,7.61 (1M L+525),,06/07/25,,£,8836,,,10927,,,10936,,,(9)(17),,
464,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.84 Unfunded,,06/07/25,,£,8664,,,(150,,,(303,,,(8)(9)(17)(21)(23),,
465,,,,,,,,,,,10777,,,10633,,,,,,,
466,Total Insurance,,,,25096,,,,24943,,,,,,,,,,,,
467,"Manufacturing, Capital Equipment",,,,,,,,,,,,,,,,,,,,
468,AVAD,,,,,,,,,,,,,,,,,,,,
469,AVAD Canada Ltd.,,First Lien Secured Debt - Revolver,,"6.40 (1M L+400, 1.00 Floor)",,10/02/23,,,1000,,,,983,,,,983,,,(9)(23)
470,"AVAD, LLC",,First Lien Secured Debt,,"10.15 (1M L+775, 1.00 Floor)",,10/02/23,,9411,,,9248,,,9223,,,(9),,,
471,,,First Lien Secured Debt - Revolver,,"6.40 (1M L+400, 1.00 Floor)",,10/02/23,,13918,,,13918,,,13677,,,(9)(23),,,
472,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,10/02/23,,1748,,,(267,,,(30,,,(8)(9)(21)(23),,,
473,,,,,,,,,,,23882,,,23853,,,,,,,
474,Kauffman,,,,,,,,,,,,,,,,,,,,
475,"Kauffman Holdco, LLC",,Common Equity/Interests - Common Stock,,N/A,,N/A,,"250,000 Shares",,,250,,,250,,,(9)(13),,,
476,"Kauffman Intermediate, LLC",,First Lien Secured Debt,,"8.08 (3M L+575, 1.00 Floor)",,05/08/25,,17436,,,17096,,,17262,,,(9),,,
477,,,First Lien Secured Debt - Revolver,,"8.08 (3M L+575, 1.00 Floor)",,05/08/25,,777,,,777,,,769,,,(9)(23),,,
478,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,05/08/25,,1787,,,(50,,,(18,,,(8)(9)(21)(23),,,
479,,,,,,,,,,,18073,,,18263,,,,,,,
480,MedPlast Holdings Inc.,,Second Lien Secured Debt,,10.08 (3M L+775),,07/02/26,,8000,,,7930,,,7900,,,(10),,,
481,"Total Manufacturing, Capital Equipment",,,,49885,,,,50016,,,,,,,,,,,,
482,Media – Diversified & Production,,,,,,,,,,,,,,,,,,,,
483,SESAC Holdco II LLC,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,02/23/22,,,587,,,,(28,,,,(44,,,(8)(10)(21)(23)
484,,,Second Lien Secured Debt,,"9.65 (1M L+725, 1.00 Floor)",,02/24/25,,3241,,,3218,,,3209,,,(10),,,
485,,,,,,,,,,,3190,,,3165,,,,,,,
486,"Sonar Entertainment, Inc.",,First Lien Secured Debt,,"10.00 (1M L+760, 1.25 Floor)",,11/15/21,,8964,,,8840,,,8807,,,(9),,,
487,,,First Lien Secured Debt - Revolver,,"10.00 (1M L+760, 1.25 Floor)",,11/15/21,,7227,,,7227,,,7101,,,(9)(23),,,
488,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,11/15/21,,15604,,,(316,,,(274,,,(8)(9)(21)(23),,,
489,,,,,,,,,,,15751,,,15634,,,,,,,
490,Total Media – Diversified & Production,,,,18941,,,,18799,,,,,,,,,,,,
491,Metals & Mining,,,,,,,,,,,,,,,,,,,,
492,"Magnetation, LLC",,First Lien Secured Debt,,10.32 (3M L+800 Cash (PIK  Toggle)),,12/31/19,,,1213,,,,1134,,,,530,,,(13)(14)
493,Total Metals & Mining,,,,1134,,,,530,,,,,,,,,,,,
494,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (29),,Fair  Value (1) (30),,,,,,,,
495,Telecommunications,,,,,,,,,,,,,,,,,,,,
496,IPC Corporation,,First Lien Secured Debt,,"7.58 (3M L+500, 1.00 Floor)",,08/06/21,,,10000,,,,9936,,,,8888,,,(9)
497,"Securus Technologies Holdings, Inc.",,Second Lien Secured Debt,,"10.58 (3M L+825, 1.00 Floor)",,11/01/25,,12878,,,12776,,,11848,,,(10),,,
498,Total Telecommunications,,,,22712,,,,20736,,,,,,,,,,,,
499,"Transportation – Cargo, Distribution",,,,,,,,,,,,,,,,,,,,
500,"Dynamic Product Tankers, LLC (5)",,First Lien Secured Debt,,9.33 (3M L+700),,06/30/23,,,42000,,,,41840,,,,42000,,,(17)
501,,,First Lien Secured Debt - Letters of Credit,,2.25,,9/20/19 - 03/31/21,,6050,,,0,,,0,,,(17)(23),,,
502,,,Common Equity/Interests - Class A Units,,N/A,,N/A,,N/A,,,49806,,,36685,,,(17)(24),,,
503,,,,,,,,,,,91646,,,78685,,,,,,,
504,MSEA Tankers LLC (5),,Common Equity/Interests - Class A Units,,N/A,,N/A,,N/A,,,74450,,,72859,,,(17)(25),,,
505,"PT Intermediate Holdings III, LLC",,Second Lien Secured Debt,,"10.33 (3M L+800, 1.00 Floor)",,12/08/25,,9375,,,9299,,,9094,,,,,,
506,"Total Transportation – Cargo, Distribution",,,,175395,,,,160638,,,,,,,,,,,,
507,Utilities – Electric,,,,,,,,,,,,,,,,,,,,
508,Asset Repackaging Trust Six B.V.,,Structured Products and Other,,12.06,,05/18/27,,,58411,,,,26602,,,,32564,,,(11)(17)(19)
509,Total Utilities – Electric,,,,26602,,,,32564,,,,,,,,,,,,
510,Total Investments before Cash Equivalents,,,,,2683123,,,,2620312,,,,,,,,,,,
511,J.P. Morgan U.S. Government Money Market Fund,,N/A,,N/A,,N/A,,,29210,,,,29210,,,,29210,,,(22)
512,Total Investments after Cash Equivalents,,,,,2712333,,,,2649522,,,(6)(7),,,,,,,,
513,(4),"Denotes investments in which we are an “Affiliated Person,” as defined in the 1940 Act, due to holding the power to vote or owning 5 or more of the outstanding voting securities of the investment but not controlling the company. Fair value as of  March 31, 2019  and  June 30, 2019  along with transactions during the  three months ended June 30, 2019  in these affiliated investments are as follows:",,,,,,,,,,,,,,,,,,,
514,(5),"Denotes investments in which we are deemed to exercise a controlling influence over the management or policies of a company, as defined in the 1940 Act, due to beneficially owning, either directly or through one or more controlled companies, more than 25 of the outstanding voting securities of the investment. Fair value as of  March 31, 2019  and  June 30, 2019  along with transactions during the  three months ended June 30, 2019  in these controlled investments are as follows:",,,,,,,,,,,,,,,,,,,
515,(12),"Par amount is denominated in USD unless otherwise noted, Euro (“€”), British Pound (“£”), Canadian Dollar (“C$”), Australian Dollar (“A$”).",,,,,,,,,,,,,,,,,,,
516,(21),The rates associated with these undrawn committed revolvers and delayed draw term loans represent rates for commitment and unused fees.,,,,,,,,,,,,,,,,,,,
517,(23),"As of  June 30, 2019  , the Company had the following commitments to fund various revolving and delayed draw senior secured and subordinated loans, including commitments to issue letters of credit through a financial intermediary on behalf of certain portfolio companies. Such commitments are subject to the satisfaction of certain conditions set forth in the documents governing these loans and letters of credit and there can be no assurance that such conditions will be satisfied. See  Note 10  to the financial statements for further information on revolving and delayed draw loan commitments, including commitments to issue letters of credit, related to certain portfolio companies.",,,,,,,,,,,,,,,,,,,
518,Portfolio Company,Total Commitment,Drawn Commitment,Letters of Credit,Undrawn Commitment,,,,,,,,,,,,,,,,
519,Orchard Therapeutics plc,16667,,0,,0,,16667,,,,,,,,,,,,,
520,"Paper Source, Inc.",3082,,1274,,0,,1808,,,,,,,,,,,,,
521,"PHS Buyer, Inc.",2000,,0,,0,,2000,,,,,,,,,,,,,
522,"Project Comfort Buyer, Inc.",5769,,0,,0,,5769,,,,,,,,,,,,,
523,"ProPharma Group Intermediate, LLC*",1032,,688,,0,,344,,,,,,,,,,,,,
524,"Protein For Pets Opco, LLC",2219,,178,,0,,2041,,,,,,,,,,,,,
525,"PSI Services, LLC*",457,,278,,0,,179,,,,,,,,,,,,,
526,"Purchasing Power, LLC",5045,,0,,0,,5045,,,,,,,,,,,,,
527,"RA Outdoors, LLC",1200,,0,,24,,1176,,,,,,,,,,,,,
528,Reddy Ice Corporation,4257,,2050,,575,,1632,,,,,,,,,,,,,
529,"RiteDose Holdings I, Inc.",2000,,0,,0,,2000,,,,,,,,,,,,,
530,Royton Bidco Limited*,5615,,0,,0,,5615,,,,,,,,,,,,,
531,SESAC Holdco II LLC,587,,0,,0,,587,,,,,,,,,,,,,
532,"SHD Oil & Gas, LLC",1600,,0,,0,,1600,,,,,,,,,,,,,
533,"Simplifi Holdings, Inc.",2400,,0,,0,,2400,,,,,,,,,,,,,
534,Sirsi Corporation,428,,171,,0,,257,,,,,,,,,,,,,
535,"Sonar Entertainment, Inc.",22831,,7227,,0,,15604,,,,,,,,,,,,,
536,"Teladoc, Inc.",1666,,0,,360,,1306,,,,,,,,,,,,,
537,"Ten-X, LLC",4680,,0,,0,,4680,,,,,,,,,,,,,
538,TGG TS Acquisition Company,1750,,290,,0,,1460,,,,,,,,,,,,,
539,"The Emmes Company, LLC",2449,,0,,0,,2449,,,,,,,,,,,,,
540,THLP CO. LLC,10112,,0,,0,,10112,,,,,,,,,,,,,
541,Tibco Software Inc.,6000,,0,,0,,6000,,,,,,,,,,,,,
542,"Tidewater Consumer Receivables, LLC",2333,,791,,0,,1542,,,,,,,,,,,,,
543,TNT Crust LLC,3252,,0,,0,,3252,,,,,,,,,,,,,
544,"TricorBraun Holdings, Inc.",5626,,1418,,0,,4208,,,,,,,,,,,,,
545,"U.S. Auto Finance, Inc.",31000,,8652,,0,,22348,,,,,,,,,,,,,
546,"USLS Acquisition, Inc.",4556,,536,,86,,3934,,,,,,,,,,,,,
547,"Vertafore, Inc.",15000,,0,,424,,14576,,,,,,,,,,,,,
548,"Westfall Technik, Inc.",15794,,1077,,0,,14717,,,,,,,,,,,,,
549,"Wright Medical Group, Inc.",70000,,7666,,0,,62334,,,,,,,,,,,,,
550,Total Commitments,,591832,,,125501,,,15275,,,451056,,,,,,,,,
551,(24),"As of  June 30, 2019  , Dynamic Product Tankers, LLC had various classes of limited liability interests outstanding of which the Company holds Class A-1 and Class A-3 units which are identical except that Class A-1 unit is voting and Class A-3 unit is non-voting. The units entitle the Company to appoint three out of five managers to the board of managers.",,,,,,,,,,,,,,,,,,,
552,(29),"The following shows the composition of the Company’s portfolio at cost by control designation, investment type and industry as of  June 30, 2019  :",,,,,,,,,,,,,,,,,,,
553,(30),"The following shows the composition of the Company’s portfolio at fair value by control designation, investment type and industry as of  June 30, 2019  :",,,,,,,,,,,,,,,,,,,
554,Industry Classification,"Percentage of Total Investments (at Fair Value) as of June 30, 2019",,,,,,,,,,,,,,,,,,,
555,Healthcare & Pharmaceuticals,15.1,,,,,,,,,,,,,,,,,,,
556,Aviation and Consumer Transport,14.5,,,,,,,,,,,,,,,,,,,
557,Business Services,13.5,,,,,,,,,,,,,,,,,,,
558,High Tech Industries,8.9,,,,,,,,,,,,,,,,,,,
559,"Transportation – Cargo, Distribution",6.1,,,,,,,,,,,,,,,,,,,
560,Energy – Oil & Gas,5.6,,,,,,,,,,,,,,,,,,,
561,Consumer Goods – Non-durable,4.2,,,,,,,,,,,,,,,,,,,
562,"Diversified Investment Vehicles, Banking, Finance, Real Estate",3.9,,,,,,,,,,,,,,,,,,,
563,Consumer Services,3.7,,,,,,,,,,,,,,,,,,,
564,"Beverage, Food & Tobacco",3.4,,,,,,,,,,,,,,,,,,,
565,"Chemicals, Plastics & Rubber",3.3,,,,,,,,,,,,,,,,,,,
566,Aerospace & Defense,2.9,,,,,,,,,,,,,,,,,,,
567,Consumer Goods – Durable,2.2,,,,,,,,,,,,,,,,,,,
568,"Manufacturing, Capital Equipment",1.9,,,,,,,,,,,,,,,,,,,
569,Energy – Electricity,1.7,,,,,,,,,,,,,,,,,,,
570,Automotive,1.5,,,,,,,,,,,,,,,,,,,
571,Utilities – Electric,1.3,,,,,,,,,,,,,,,,,,,
572,"Advertising, Printing & Publishing",1.2,,,,,,,,,,,,,,,,,,,
573,Insurance,1.0,,,,,,,,,,,,,,,,,,,
574,Construction & Building,0.9,,,,,,,,,,,,,,,,,,,
575,"Containers, Packaging & Glass",0.9,,,,,,,,,,,,,,,,,,,
576,Telecommunications,0.8,,,,,,,,,,,,,,,,,,,
577,Media – Diversified & Production,0.7,,,,,,,,,,,,,,,,,,,
578,Food & Grocery,0.7,,,,,,,,,,,,,,,,,,,
579,"Hotel, Gaming, Leisure, Restaurants",0.1,,,,,,,,,,,,,,,,,,,
580,Metals & Mining,0.0,,,,,,,,,,,,,,,,,,,
581,Total Investments,100.0,,,,,,,,,,,,,,,,,,,
