,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
450,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50% Unfunded,,06/05/24,,7843,,,(101,,,,(160,,,(8)(9)(21)(23),,,,,,,,
451,,,,,,,,,,,,26188,,,,26103,,,,,,,,,,,
452,Analogic,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Analogic Corporation,,First Lien Secured Debt,,"7.80% (1M L+600, 1.00% Floor)",,06/22/24,,26701,,,26203,,,,26434,,,(9),,,,,,,,
454,,,First Lien Secured Debt - Revolver,,"7.80% (1M L+600, 1.00% Floor)",,06/22/23,,261,,,261,,,,258,,,(9)(23),,,,,,,,
455,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,06/22/23,,2348,,,(45,,,,(23,,,(8)(9)(21)(23),,,,,,,,
456,,,,,,,,,,,,26419,,,,26669,,,,,,,,,,,
457,Aptevo Therapeutics Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Aptevo Therapeutics Inc.,,First Lien Secured Debt,,"9.29% (1M L+760, 0.50% Floor)",,02/01/23,,8571,,,8795,,,,8546,,,(9),,,,,,,,
459,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (26),,,Fair Value (1)(27),,,,,,,,,,,,,
460,"BioClinica Holding I, LP",,,,,,,,,,,,,,,,,,,,,,,,,,
461,"BioClinica Holding I, LP",,Second Lien Secured Debt,,"10.06% (1M L+825, 1.00% Floor)",,10/21/24,,24612,,,24290,,,,23012,,,(10),,,,,,,,
462,CARE Fertility,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Royton Bidco Limited,,First Lien Secured Debt,,"6.54% (3M L+575, 0.50% Floor)",,05/09/25,,£,15588,,,19769,,,,20052,,,(9)(17),,,,,,,
464,,,First Lien Secured Debt - Unfunded Delayed Draw,,2.01% Unfunded,,05/09/25,,£,4412,,,(77,,,,(169,,,(8)(9)(17)(21)(23),,,,,,,
465,,,,,,,,,,,,19692,,,,19883,,,,,,,,,,,
466,Cerus,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Cerus Corporation,,First Lien Secured Debt,,"7.25% (1M L+545, 1.80% Floor)",,03/01/24,,12000,,,11949,,,,12097,,,(9)(17),,,,,,,,
468,,,First Lien Secured Debt - Revolver,,"5.55% (1M L+375, 1.80% Floor)",,03/01/24,,342,,,342,,,,345,,,(9)(17)(23),,,,,,,,
469,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,03/01/24,,158,,,(1,,,,-,,,(9)(17)(21)(23),,,,,,,,
470,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,03/01/24,,9000,,,(38,,,,-,,,(9)(17)(21)(23),,,,,,,,
471,,,,,,,,,,,,12252,,,,12442,,,,,,,,,,,
472,Dohmen Life Science Services,,,,,,,,,,,,,,,,,,,,,,,,,,
473,"LSCS Holdings, Inc",,Second Lien Secured Debt,,10.31% (3M L+825),,03/16/26,,19818,,,19458,,,,19719,,,,,,,,,,,
474,Emmes Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,
475,"Emmes Blocker, Inc.",,Common Equity/Interests - Common Stock,,N/A,,N/A,,306 Shares,,,306,,,,348,,,(9)(13),,,,,,,,
476,"The Emmes Company, LLC",,First Lien Secured Debt,,"7.19% (1M L+550, 1.00% Floor)",,03/03/25,,12153,,,11996,,,,11910,,,(9),,,,,,,,
477,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,03/03/25,,2449,,,(32,,,,(49,,,(8)(9)(21)(23),,,,,,,,
478,,,,,,,,,,,,12270,,,,12209,,,,,,,,,,,
479,"Genesis Healthcare, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
480,"Genesis Healthcare, Inc.",,First Lien Secured Debt,,"7.91% (1M L+600, 0.50% Floor)",,03/06/23,,25000,,,24761,,,,24792,,,(9),,,,,,,,
481,,,First Lien Secured Debt,,"12.91% (1M L+1100, 1.00% Floor)",,03/06/23,,9130,,,9130,,,,9015,,,(9),,,,,,,,
482,,,First Lien Secured Debt - Revolver,,"5.16% (1M L+325, 0.50% Floor)",,02/02/20,,10828,,,10828,,,,10734,,,(9)(23),,,,,,,,
483,,,First Lien Secured Debt - Revolver,,"7.91% (1M L+600, 0.50% Floor)",,03/06/23,,10993,,,10993,,,,10899,,,(9)(23),,,,,,,,
484,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,03/06/23,,27963,,,(372,,,,(241,,,(8)(9)(21)(23),,,,,,,,
485,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,02/02/20,,11085,,,(9,,,,(95,,,(8)(9)(21)(23),,,,,,,,
486,,,,,,,,,,,,55331,,,,55104,,,,,,,,,,,
487,Gossamer,,,,,,,,,,,,,,,,,,,,,,,,,,
488,"GB001, Inc.",,First Lien Secured Debt,,"8.15% (1M L+615, 2.00% Floor)",,05/01/24,,6000,,,5962,,,,6031,,,(9)(17),,,,,,,,
489,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,05/01/24,,24000,,,(208,,,,-,,,(9)(17)(21)(23),,,,,,,,
490,,,,,,,,,,,,5754,,,,6031,,,,,,,,,,,
491,Health & Safety Institute,,,,,,,,,,,,,,,,,,,,,,,,,,
492,"HSI Halo Acquisition, Inc.",,First Lien Secured Debt,,"7.55% (1M L+575, 1.00% Floor)",,08/31/26,,23384,,,23162,,,,23150,,,(9),,,,,,,,
493,,,First Lien Secured Debt,,"7.54% (1M L+575, 1.00% Floor)",,08/31/26,,1967,,,1945,,,,1948,,,(9),,,,,,,,
494,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (26),,,Fair Value (1)(27),,,,,,,,,,,,,
495,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,08/30/25,,2459,,,(23,,,,(25,,,(8)(9)(21)(23),,,,,,,,
496,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,08/31/26,,2131,,,(39,,,,(21,,,(8)(9)(21)(23),,,,,,,,
497,,,Common Equity/Interests - Common Stock,,N/A,,N/A,,500 Shares,,,500,,,,500,,,(9)(13),,,,,,,,
498,,,,,,,,,,,,25545,,,,25552,,,,,,,,,,,
499,IMA Group,,,,,,,,,,,,,,,,,,,,,,,,,,
500,"IMA Group Management Company, LLC",,First Lien Secured Debt,,"7.56% (3M L+550, 1.00% Floor)",,05/30/24,,4675,,,4635,,,,4582,,,,,,,,,,,
501,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,05/30/24,,289,,,(3,,,,(6,,,(8)(21)(23),,,,,,,,
502,,,,,,,,,,,,4632,,,,4576,,,,,,,,,,,
503,KureSmart,,,,,,,,,,,,,,,,,,,,,,,,,,
504,"Clearway Corporation (f/k/a NP/Clearway Holdings, Inc.)",,Common Equity/Interests - Common Stock,,N/A,,N/A,,133 Shares,,,133,,,,133,,,(9),,,,,,,,
505,"Kure Pain Holdings, Inc.",,First Lien Secured Debt,,"7.30% (1M L+550, 1.00% Floor)",,08/27/24,,22158,,,21848,,,,21825,,,(9),,,,,,,,
506,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,08/27/24,,2654,,,(37,,,,(40,,,(8)(9)(21)(23),,,,,,,,
507,,,,,,,,,,,,21944,,,,21918,,,,,,,,,,,
508,"Lanai Holdings III, Inc. (Patterson Medical)",,,,,,,,,,,,,,,,,,,,,,,,,,
509,"Lanai Holdings III, Inc.",,Second Lien Secured Debt,,"10.43% (3M L+850, 1.00% Floor)",,08/28/23,,17391,,,17120,,,,15217,,,,,,,,,,,
510,Mannkind Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,
511,Mannkind Corporation,,First Lien Secured Debt,,"8.75% (1M L+675, 2.00% Floor)",,08/01/24,,13867,,,13803,,,,13797,,,(9),,,,,,,,
512,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,08/01/24,,12133,,,(56,,,,(61,,,(8)(9)(21)(23),,,,,,,,
513,,,,,,,,,,,,13747,,,,13736,,,,,,,,,,,
514,"Maxor National Pharmacy Services, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,
515,"Maxor National Pharmacy Services, LLC",,First Lien Secured Debt,,"7.44% (3M L+550, 1.00% Floor)",,11/22/23,,24540,,,24145,,,,24133,,,(9),,,,,,,,
516,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,11/22/22,,1558,,,(23,,,,(24,,,(8)(9)(21)(23),,,,,,,,
517,,,,,,,,,,,,24122,,,,24109,,,,,,,,,,,
518,Medical Guardian,,,,,,,,,,,,,,,,,,,,,,,,,,
519,"Medical Guardian, LLC",,First Lien Secured Debt,,"10.30% (1M L+850, 1.00% Floor)",,12/31/24,,34286,,,33601,,,,33600,,,(9),,,,,,,,
520,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/31/24,,5714,,,(114,,,,(114,,,(8)(9)(21)(23),,,,,,,,
521,,,,,,,,,,,33487,,,,33486,,,,,,,,,,,,
522,Orchard,,,,,,,,,,,,,,,,,,,,,,,,,,
523,Orchard Therapeutics plc,,First Lien Secured Debt,,"7.69% (1M L+600, 1.00% Floor)",,05/24/24,,8333,,,8297,,,,8306,,,(9)(17),,,,,,,,
524,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,05/24/24,,16667,,,(73,,,,(55,,,(8)(9)(17)(21)(23),,,,,,,,
525,,,,,,,,,,,,8224,,,,8251,,,,,,,,,,,
526,Ovation Fertility,,,,,,,,,,,,,,,,,,,,,,,,,,
527,"FPG Services, LLC",,First Lien Secured Debt,,"7.44% (3M L+550, 1.00% Floor)",,06/13/25,,12568,,,12340,,,,12341,,,(9),,,,,,,,
528,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,06/13/24,,2105,,,(37,,,,(42,,,(8)(9)(21)(23),,,,,,,,
529,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (26),,,Fair Value (1)(27),,,,,,,,,,,,,
530,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,06/13/25,,5263,,,(48,,,,(53,,,(8)(9)(21)(23),,,,,,,,
531,,,,,,,,,,,,12255,,,,12246,,,,,,,,,,,
532,"Partner Therapeutics, Inc",,,,,,,,,,,,,,,,,,,,,,,,,,
533,"Partner Therapeutics, Inc",,First Lien Secured Debt,,"8.34% (1M L+665, 1.00% Floor)",,01/01/23,,10000,,,9887,,,,9945,,,(9),,,,,,,,
534,,,Preferred Equity - Preferred Equity,,N/A,,N/A,,"55,556 Shares",,,333,,,,333,,,(9)(13),,,,,,,,
535,,,Common Equity/Interests - Warrants,,N/A,,N/A,,"33,333 Shares",,,135,,,,95,,,(9)(13),,,,,,,,
536,,,,,,,,,,,,10355,,,,10373,,,,,,,,,,,
537,PHS,,,,,,,,,,,,,,,,,,,,,,,,,,
538,"PHS Buyer, Inc.",,First Lien Secured Debt,,"7.19% (3M L+525, 1.00% Floor)",,01/31/25,,12902,,,12656,,,,12644,,,(9),,,,,,,,
539,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,01/31/25,,2000,,,(38,,,,(40,,,(8)(9)(21)(23),,,,,,,,
540,,,,,,,,,,,,12618,,,,12604,,,,,,,,,,,
541,ProPharma,,,,,,,,,,,,,,,,,,,,,,,,,,
542,"ProPharma Group Intermediate, LLC",,First Lien Secured Debt,,"7.55% (1M L+575, 0.50% Floor)",,07/12/23,,€,6373,,,7210,,,,7082,,,,,,,,,,
543,,,First Lien Secured Debt,,"7.55% (1M L+575, 0.50% Floor)",,07/12/23,,£,1859,,,2419,,,,2438,,,,,,,,,,
544,,,First Lien Secured Debt,,"7.55% (1M L+575, 0.50% Floor)",,07/12/23,,10978,,,10893,,,,10869,,,,,,,,,,,
545,,,First Lien Secured Debt,,"7.55% (1M L+575, 0.50% Floor)",,01/13/20,,£,2371,,,3110,,,,3110,,,,,,,,,,
546,,,First Lien Secured Debt,,"7.55% (1M L+575, 0.50% Floor)",,01/13/20,,409,,,408,,,,405,,,,,,,,,,,
547,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,07/12/23,,1032,,,(8,,,,(10,,,(8)(21)(23),,,,,,,,
548,,,,,,,,,,,,24032,,,,23894,,,,,,,,,,,
549,"PTC Therapeutics, Inc",,,,,,,,,,,,,,,,,,,,,,,,,,
550,"PTC Therapeutics, Inc",,First Lien Secured Debt,,"7.84% (1M L+615, 1.00% Floor)",,05/01/21,,8972,,,8957,,,,9062,,,(9)(17),,,,,,,,
551,RHA Health Services,,,,,,,,,,,,,,,,,,,,,,,,,,
552,"Pace Health Companies, LLC",,First Lien Secured Debt,,"6.44% (3M L+450, 1.00% Floor)",,08/02/24,,499,,,490,,,,489,,,(9),,,,,,,,
553,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,08/02/24,,433,,,(9,,,,(9,,,(8)(9)(21)(23),,,,,,,,
554,,,First Lien Secured Debt - Letter of Credit,,4.50%,,12/10/20,,68,,,-,,,,(1,,,(8)(9)(23),,,,,,,,
555,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,08/02/24,,4000,,,(37,,,,(80,,,(8)(9)(21)(23),,,,,,,,
556,,,,,,,,,,,,444,,,,399,,,,,,,,,,,
557,Rigel Pharmaceuticals,,,,,,,,,,,,,,,,,,,,,,,,,,
558,"Rigel Pharmaceuticals, Inc.",,First Lien Secured Debt,,"7.34% (1M L+565, 1.50% Floor)",,09/01/24,,3000,,,2997,,,,2993,,,(9),,,,,,,,
559,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,09/01/24,,3000,,,-,,,,-,,,(9)(21)(23),,,,,,,,
560,,,,,,,,,,,,2997,,,,2993,,,,,,,,,,,
561,"RiteDose Holdings I, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
562,"RiteDose Holdings I, Inc.",,First Lien Secured Debt,,"8.60% (3M L+650, 1.00% Floor)",,09/13/23,,14700,,,14404,,,,14393,,,(9),,,,,,,,
563,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (26),,,Fair Value (1)(27),,,,,,,,,,,,,
564,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,09/13/22,,2000,,,(35,,,,(51,,,(8)(9)(21)(23),,,,,,,,
565,,,,,,,,,,,,14369,,,,14342,,,,,,,,,,,
566,"Teladoc, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
567,"Teladoc, Inc.",,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,07/14/20,,1306,,,(12,,,,(52,,,(8)(17)(21)(23),,,,,,,,
568,,,First Lien Secured Debt - Letters of Credit,,7.25%,,01/13/20 - 05/11/20,,360,,,-,,,,(14,,,(8)(17)(23),,,,,,,,
569,,,,,,,,,,,,(12,,,,(66,,,,,,,,,,,
570,"Wright Medical Group, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
571,"Wright Medical Group, Inc.",,First Lien Secured Debt,,"9.54% (1M L+785, 1.00% Floor)",,12/23/21,,6667,,,6594,,,,6733,,,(9)(17),,,,,,,,
572,,,First Lien Secured Debt - Revolver,,"5.94% (1M L+425, 0.75% Floor)",,12/23/21,,7666,,,7666,,,,7724,,,(9)(17)(23),,,,,,,,
573,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/23/21,,50667,,,(256,,,,-,,,(9)(17)(21)(23),,,,,,,,
574,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,12/23/21,,11667,,,(73,,,,-,,,(9)(17)(21)(23),,,,,,,,
575,,,,,,,,,,,,13931,,,,14457,,,,,,,,,,,
576,Total Healthcare & Pharmaceuticals,,,,482147,,,,,479457,,,,,,,,,,,,,,,,,
577,High Tech Industries,,,,,,,,,,,,,,,,,,,,,,,,,,
578,Acronis AG,,,,,,,,,,,,,,,,,,,,,,,,,,
579,Acronis AG,,First Lien Secured Debt,,"7.59% (1M L+585, 1.50% Floor)",,12/18/24,,,21000,,,,20896,,,,,20896,,,(9)(17),,,,,
580,American Megatrends,,,,,,,,,,,,,,,,,,,,,,,,,,
581,AMI US Holdings Inc.,,First Lien Secured Debt,,"7.19% (1M L+550, 1.00% Floor)",,04/01/25,,21927,,,21543,,,,21708,,,(9),,,,,,,,
582,,,First Lien Secured Debt - Revolver,,7.19% (1M L+550),,04/01/24,,581,,,581,,,,572,,,(9)(23),,,,,,,,
583,,,First Lien Secured Debt - Revolver,,7.30% (1M L+550),,04/01/24,,698,,,698,,,,686,,,(9)(23),,,,,,,,
584,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,04/01/24,,1628,,,(49,,,,(28,,,(8)(9)(21)(23),,,,,,,,
585,,,,,,,,,,,,22773,,,,22938,,,,,,,,,,,
586,"Calero Holdings, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
587,"Telesoft Holdings, LLC",,First Lien Secured Debt,,"7.69% (3M L+575, 1.00% Floor)",,12/16/25,,22727,,,22219,,,,22219,,,,,,,,,,,
588,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/16/25,,2273,,,(51,,,,(51,,,(8)(21)(23),,,,,,,,
589,,,,,,,,,,,22168,,,,22168,,,,,,,,,,,,
590,ChargePoint,,,,,,,,,,,,,,,,,,,,,,,,,,
591,"ChargePoint, Inc.",,First Lien Secured Debt,,"8.24% (1M L+655, 1.25% Floor)",,06/01/23,,10500,,,10427,,,,10478,,,(9),,,,,,,,
592,ChyronHego Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,
593,ChyronHego Corporation,,First Lien Secured Debt,,7.43% (P+468),,03/09/20,,3725,,,3725,,,,3725,,,,,,,,,,,
594,,,First Lien Secured Debt,,7.43% (P+468),,03/09/20,,34579,,,34550,,,,32158,,,(18),,,,,,,,
595,,,,,,,,,,,,38275,,,,35883,,,,,,,,,,,
596,Digital Reasoning,,,,,,,,,,,,,,,,,,,,,,,,,,
597,"Digital Reasoning Systems, Inc.",,First Lien Secured Debt,,"8.25% (1M L+625, 2.00% Floor)",,08/01/24,,3750,,,3717,,,,3701,,,(9),,,,,,,,
598,,,Common Equity/Interests - Warrants,,N/A,,N/A,,"48,596 Shares",,,-,,,,53,,,(9)(13),,,,,,,,
599,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,08/01/24,,1250,,,(12,,,,(13,,,(8)(9)(21)(23),,,,,,,,
600,,,,,,,,,,,,3705,,,,3741,,,,,,,,,,,
601,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (26),,,Fair Value (1)(27),,,,,,,,,,,,,
602,FiscalNote,,,,,,,,,,,,,,,,,,,,,,,,,,
603,"FiscalNote, Inc.",,First Lien Secured Debt,,"9.80% (1M L+800, 1.00% Floor)",,08/21/23,,28125,,,27561,,,,27352,,,(9),,,,,,,,
604,,,First Lien Secured Debt - Revolver,,"9.80% (1M L+800, 1.00% Floor)",,08/21/23,,3825,,,3825,,,,3720,,,(9)(23),,,,,,,,
605,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,08/21/23,,2550,,,(85,,,,(70,,,(8)(9)(21)(23),,,,,,,,
606,,,Preferred Equity - Series F Preferred Stock,,N/A,,N/A,,"259,565 Shares",,,1500,,,,1500,,,(9)(13),,,,,,,,
607,,,,,,,,,,,,32801,,,,32502,,,,,,,,,,,
608,GoHealth,,,,,,,,,,,,,,,,,,,,,,,,,,
609,"Norvax, LLC",,First Lien Secured Debt,,"8.41% (3M L+650, 1.00% Floor)",,09/15/25,,31739,,,30985,,,,30945,,,(9),,,,,,,,
610,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,09/13/24,,3182,,,(75,,,,(80,,,(8)(9)(21)(23),,,,,,,,
611,,,,,,,,,,,,30910,,,,30865,,,,,,,,,,,
612,"International Cruise & Excursion Gallery, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
613,"International Cruise & Excursion Gallery, Inc.",,First Lien Secured Debt,,"7.05% (1M L+525, 1.00% Floor)",,06/06/25,,14775,,,14544,,,,14701,,,,,,,,,,,
614,LabVantage Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,
615,LabVantage Solutions Inc.,,First Lien Secured Debt,,"9.30% (1M L+750, 1.00% Floor)",,12/29/20,,10699,,,10629,,,,10699,,,,,,,,,,,
616,LabVantage Solutions Limited,,First Lien Secured Debt,,"8.50% (1M E+750, 1.00% Floor)",,12/29/20,,€,10857,,,11611,,,,12187,,,(17),,,,,,,
617,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/29/20,,€,3435,,,(17,,,,-,,,(17)(21)(23),,,,,,,
618,,,,,,,,,,,,22223,,,,22886,,,,,,,,,,,
619,Magnitude Software,,,,,,,,,,,,,,,,,,,,,,,,,,
620,New Amsterdam Software BidCo LLC,,First Lien Secured Debt,,"6.80% (1M L+500, 1.00% Floor)",,05/01/26,,6882,,,6757,,,,6744,,,(9),,,,,,,,
621,,,First Lien Secured Debt,,"5.00% (3M E+500, 1.00% Floor)",,05/01/26,,€,743,,,818,,,,818,,,(9),,,,,,,
622,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50% Unfunded,,05/01/26,,2250,,,(20,,,,(45,,,(8)(9)(21)(23),,,,,,,,
623,,,,,,,,,,,,7555,,,,7517,,,,,,,,,,,
624,MYCOM,,,,,,,,,,,,,,,,,,,,,,,,,,
625,Magnate Holding Corp.,,First Lien Secured Debt,,"7.94% (3M L+600, 1.00% Floor)",,12/16/24,,16628,,,16422,,,,16244,,,(9)(17),,,,,,,,
626,,,First Lien Secured Debt - Revolver,,"6.92% (3M L+500, 1.00% Floor)",,12/14/23,,666,,,666,,,,652,,,(9)(17)(23),,,,,,,,
627,,,First Lien Secured Debt - Revolver,,"6.94% (3M L+500, 1.00% Floor)",,12/14/23,,1025,,,1025,,,,1003,,,(9)(17)(23),,,,,,,,
628,,,First Lien Secured Debt - Revolver,,"6.95% (3M L+500, 1.00% Floor)",,12/14/23,,999,,,999,,,,978,,,(9)(17)(23),,,,,,,,
629,,,First Lien Secured Debt - Unfunded Revolver,,1.75% Unfunded,,12/14/23,,500,,,(39,,,,(11,,,(8)(9)(17)(21)(23),,,,,,,,
630,,,First Lien Secured Debt - Letter of Credit,,5.00%,,04/22/20,,140,,,-,,,,(3,,,(8)(9)(17)(23),,,,,,,,
631,,,,,,,,,,,,19073,,,,18863,,,,,,,,,,,
632,"Omnitracs, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,
633,"Omnitracs, LLC",,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,03/23/23,,3750,,,(218,,,,(338,,,(8)(21)(23),,,,,,,,
634,Sirsi Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,
635,Sirsi Corporation,,First Lien Secured Debt,,"6.49% (1M L+475, 1.00% Floor)",,03/15/24,,6939,,,6851,,,,6835,,,(9),,,,,,,,
636,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (26),,,Fair Value (1)(27),,,,,,,,,,,,,
637,,,First Lien Secured Debt - Revolver,,"6.49% (1M L+475, 1.00% Floor)",,03/15/24,,43,,,43,,,,42,,,(9)(23),,,,,,,,
638,,,First Lien Secured Debt - Revolver,,"6.54% (1M L+475, 1.00% Floor)",,03/15/24,,43,,,43,,,,42,,,(9)(23),,,,,,,,
639,,,First Lien Secured Debt - Revolver,,"8.50% (P+375, 1.00% Floor)",,03/15/24,,86,,,86,,,,84,,,(9)(23),,,,,,,,
640,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,03/15/24,,257,,,(5,,,,(4,,,(8)(9)(21)(23),,,,,,,,
641,,,,,,,,,,,,7018,,,,6999,,,,,,,,,,,
642,Springbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
643,"Springbrook Holding Company, LLC",,First Lien Secured Debt,,"7.54% (3M L+575, 1.00% Floor)",,12/23/26,,439,,,435,,,,435,,,,,,,,,,,
644,,,First Lien Secured Debt,,"7.68% (3M L+575, 1.00% Floor)",,12/23/26,,9439,,,9274,,,,9274,,,,,,,,,,,
645,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/23/26,,1463,,,(26,,,,(26,,,(8)(21)(23),,,,,,,,
646,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50% Unfunded,,12/23/26,,3659,,,(36,,,,(64,,,(8)(21)(23),,,,,,,,
647,,,,,,,,,,,9647,,,,9619,,,,,,,,,,,,
648,Telestream Holdings Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Telestream Holdings Corporation,,First Lien Secured Debt,,"7.61% (2M L +645, 1.00% Floor)",,03/24/22,,38185,,,37967,,,,37421,,,(18),,,,,,,,
650,"ZPower, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,
651,"ZPower, LLC",,First Lien Secured Debt,,"8.00% (1M L+600, 2.00% Floor)",,07/01/22,,7149,,,7269,,,,7114,,,(9),,,,,,,,
652,,,Common Equity/ Interests - Warrants,,N/A,,N/A,,"29,630 Shares",,,48,,,,-,,,(9)(13),,,,,,,,
653,,,,,,,,,,,,7317,,,,7114,,,,,,,,,,,
654,Total High Tech Industries,,,,307081,,,,,304253,,,,,,,,,,,,,,,,,
655,"Hotel, Gaming, Leisure, Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,
656,Garden Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,
657,GFRC Holdings LLC,,First Lien Secured Debt,,"9.91% (1M L+800 Cash (L+800 PIK Toggle), 1.50% Floor)",,02/01/22,,,2500,,,,2500,,,,,2500,,,,,,,,
658,"Total Hotel, Gaming, Leisure, Restaurants",,,,2500,,,,,2500,,,,,,,,,,,,,,,,,
659,Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PGM Holdings Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,
661,"Turbo Buyer, Inc.",,First Lien Secured Debt,,"7.69% (1M L+600, 1.00% Floor)",,12/02/25,,,11972,,,,11677,,,,,11677,,,(9),,,,,
662,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/02/25,,923,,,(23,,,,(23,,,(8)(9)(21)(23),,,,,,,,
663,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00% Unfunded,,12/02/25,,2105,,,(26,,,,(26,,,(8)(9)(21)(23),,,,,,,,
664,,,,,,,,,,,11628,,,,11628,,,,,,,,,,,,
665,PIB Group,,,,,,,,,,,,,,,,,,,,,,,,,,
666,Ivy Finco Limited,,First Lien Secured Debt,,5.70% (1M L+500),,06/07/25,,£,12131,,,15087,,,,15670,,,(9)(17),,,,,,,
667,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.50% Unfunded,,06/07/25,,£,5369,,,(137,,,,(177,,,(8)(9)(17)(21)(23),,,,,,,
668,,,,,,,,,,,,14950,,,,15493,,,,,,,,,,,
669,Relation Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,
670,"AQ Sunshine, Inc.",,First Lien Secured Debt,,"7.42% (6M L+550, 1.00% Floor)",,04/15/25,,17051,,,,16804,,,,,16736,,,(9),,,,,,
671,,,First Lien Secured Debt - Revolver,,"7.42% (6M L+550, 1.00% Floor)",,04/15/24,,588,,,588,,,,578,,,(9)(23),,,,,,,,
