,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
355,,,,,,,,,,,,,,,,,,,7846,,,,,7958,,,,,,,,,,,,,,,,,,,,,
356,Carbon6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,"Carbon6 Technologies, Inc.",,First Lien Secured Debt,,,"SOFR+  685  ,  1.00  % Floor",,,08/01/27,,,,12500,,,,,2490,,,,,2413,,,(9)(23)(30),,,,,,,,,,,,,,,,,,,
358,,,Preferred Equity - Preferred Equity,,,N/A,,,N/A,,,"280,899  Shares",,,,,250,,,,,250,,,(9)(13),,,,,,,,,,,,,,,,,,,,
359,,,,,,,,,,,,,,,,,,,2740,,,,,2663,,,,,,,,,,,,,,,,,,,,,
360,Cato Research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,"LS Clinical Services Holdings, Inc.",,First Lien Secured Debt,,,"SOFR+  701  ,  1.00  % Floor",,,12/16/27,,,,12895,,,,,12668,,,,,12171,,,(9)(31),,,,,,,,,,,,,,,,,,,
362,,,First Lien Secured Debt - Revolver,,,"SOFR+  701  ,  1.00  % Floor",,,12/16/26,,,,1875,,,,,1843,,,,,1784,,,(9)(23)(31),,,,,,,,,,,,,,,,,,,
363,,,,,,,,,,,,,,,,,,,14511,,,,,13955,,,,,,,,,,,,,,,,,,,,,
364,Celerion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,"Celerion Buyer, Inc.",,First Lien Secured Debt,,,"SOFR+  650  ,  0.75  % Floor",,,11/05/29,,,,9300,,,,,7773,,,,,7882,,,(9)(21)(23)(31),,,,,,,,,,,,,,,,,,,
366,,,First Lien Secured Debt - Revolver,,,"SOFR+  650  ,  0.75  % Floor",,,11/03/28,,,,639,,,,,(  16,,,,,(  10,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,
367,,,,,,,,,,,,,,,,,,,7757,,,,,7872,,,,,,,,,,,,,,,,,,,,,
368,Cerus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Cerus Corporation,,First Lien Secured Debt,,,"SOFR+  660  ,  1.80  % Floor",,,03/01/28,,,,16500,,,,,16465,,,,,16500,,,(9)(17)(30),,,,,,,,,,,,,,,,,,,
370,,,First Lien Secured Debt,,,"SOFR+  660  ,  1.00  % Floor",,,03/01/28,,,,6000,,,,,1474,,,,,1500,,,(9)(17)(23)(30),,,,,,,,,,,,,,,,,,,
371,,,First Lien Secured Debt - Revolver,,,"SOFR+  385  ,  1.00  % Floor",,,03/01/28,,,,2000,,,,,1795,,,,,1798,,,(9)(17)(21)(23)  (30),,,,,,,,,,,,,,,,,,,
372,,,,,,,,,,,,,,,,,,,19734,,,,,19798,,,,,,,,,,,,,,,,,,,,,
373,CNSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,"CNSI Holdings, LLC",,First Lien Secured Debt,,,"SOFR+  650  ,  0.50  % Floor",,,12/15/28,,,,17865,,,,,17311,,,,,17240,,,(9)(31),,,,,,,,,,,,,,,,,,,
375,,,First Lien Secured Debt - Revolver,,,"SOFR+  650  ,  0.50  % Floor",,,12/17/27,,,,2000,,,,,(  59,,,,,(  70,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,
376,,,,,,,,,,,,,,,,,,,17252,,,,,17170,,,,,,,,,,,,,,,,,,,,,
377,Industry/Company,,Investment Type,,,Interest Rate,,,Maturity Date,,Par/Shares (12),,,Cost (38),,,Fair Value (1)(39),,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Compass Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,"Roscoe Medical, Inc",,First Lien Secured Debt,,,"SOFR+  636  ,  1.00  % Floor",,,09/30/24,,,,7487,,,,,7218,,,,,7206,,,(9)(30),,,,,,,,,,,,,,,,,,,
380,,,First Lien Secured Debt - Revolver,,,"SOFR+  636  ,  1.00  % Floor",,,09/30/24,,,,1393,,,,,931,,,,,931,,,(9)(21)(23)(30),,,,,,,,,,,,,,,,,,,
381,,,,,,,,,,,,,,,,,,,8149,,,,,8137,,,,,,,,,,,,,,,,,,,,,
382,EmpiRx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,EmpiRx Health LLC,,First Lien Secured Debt,,,"SOFR+  510  ,  1.00  % Floor",,,08/05/27,,,,8932,,,,,8803,,,,,8887,,,(9)(32),,,,,,,,,,,,,,,,,,,
384,,,First Lien Secured Debt - Revolver,,,"SOFR+  510  ,  1.00  % Floor",,,08/05/27,,,,909,,,,,(  12,,,,,(  5,,,(8)(9)(20)(21)  (23),,,,,,,,,,,,,,,,,,,
385,,,,,,,,,,,,,,,,,,,8791,,,,,8882,,,,,,,,,,,,,,,,,,,,,
386,Forge Biologics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,"Forge Biologics, Inc.",,First Lien Secured Debt,,,"SOFR+  711  ,  0.50  % Floor",,,12/03/26,,,,20000,,,,,19933,,,,,19916,,,(9)(30),,,,,,,,,,,,,,,,,,,
388,,,First Lien Secured Debt,,,"SOFR+  686  ,  0.50  % Floor",,,12/03/26,,,,6667,,,,,(  21,,,,,(  27,,,(8)(9)(23),,,,,,,,,,,,,,,,,,,
389,,,,,,,,,,,,,,,,,,,19912,,,,,19889,,,,,,,,,,,,,,,,,,,,,
390,Gateway Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,"Gateway US Holdings, Inc.",,First Lien Secured Debt,,,"SOFR+  665  ,  0.75  % Floor",,,09/22/26,,,,9657,,,,,9521,,,,,9545,,,(9)(21)(23)(31),,,,,,,,,,,,,,,,,,,
392,,,First Lien Secured Debt - Revolver,,,"SOFR+  665  ,  0.75  % Floor",,,09/22/26,,,,304,,,,,(  2,,,,,(  2,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,,9519,,,,,9543,,,,,,,,,,,,,,,,,,,,,
394,Gossamer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,"GB001, Inc.",,First Lien Secured Debt,,,"SOFR+  711  ,  2.00  % Floor",,,01/01/25,,,,27097,,,,,3048,,,,,3108,,,(9)(17)(23)(30),,,,,,,,,,,,,,,,,,,
396,Health & Safety Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,"HSI HALO Acquisition, Inc.",,First Lien Secured Debt,,,"SOFR+  585  ,  1.00  % Floor",,,08/31/26,,,,16142,,,,,15978,,,,,15787,,,(9)(32),,,,,,,,,,,,,,,,,,,
398,,,First Lien Secured Debt,,,"SOFR+  635  ,  1.00  % Floor",,,08/31/26,,,,2447,,,,,2403,,,,,2420,,,(9)(32),,,,,,,,,,,,,,,,,,,
399,,,First Lien Secured Debt - Revolver,,,"SOFR+  585  ,  1.00  % Floor",,,09/02/25,,,,678,,,,,675,,,,,671,,,(9)(23)(32),,,,,,,,,,,,,,,,,,,
400,,,First Lien Secured Debt - Revolver,,,P+  475,,,09/02/25,,,,135,,,,,135,,,,,134,,,(9)(28),,,,,,,,,,,,,,,,,,,
401,,,Common Equity - Common Stock,,,N/A,,,N/A,,,500  Shares,,,,,500,,,,,1366,,,(9)(13),,,,,,,,,,,,,,,,,,,,
402,"HSI Halo Holdings, LLC",,Common Equity - Common Stock,,,N/A,,,N/A,,,104  Shares,,,,,16,,,,,14,,,(9)(13)(24),,,,,,,,,,,,,,,,,,,,
403,,,,,,,,,,,,,,,,,,,19707,,,,,20392,,,,,,,,,,,,,,,,,,,,,
404,KureSmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,"Clearway Corporation (f/k/a NP/Clearway Holdings, Inc.)",,Common Equity - Common Stock,,,N/A,,,N/A,,,133  Shares,,,,,133,,,,,247,,,(9)(13),,,,,,,,,,,,,,,,,,,,
406,"Kure Pain Holdings, Inc.",,First Lien Secured Debt,,,"SOFR+  610  ,  1.00  % Floor",,,08/27/25,,,,21325,,,,,21217,,,,,21231,,,(9)(30),,,,,,,,,,,,,,,,,,,
407,,,First Lien Secured Debt - Revolver,,,"SOFR+  510  ,  1.00  % Floor",,,08/27/24,,,,2654,,,,,(  12,,,,,(  6,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,
408,,,,,,,,,,,,,,,,,,,21338,,,,,21472,,,,,,,,,,,,,,,,,,,,,
409,LucidHealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,"Premier Imaging, LLC",,First Lien Secured Debt,,,"SOFR+  611  ,  1.00  % Floor",,,01/02/25,,,,8052,,,,,7993,,,,,7952,,,(9)(31),,,,,,,,,,,,,,,,,,,
411,Industry/Company,,Investment Type,,,Interest Rate,,,Maturity Date,,Par/Shares (12),,,Cost (38),,,Fair Value (1)(39),,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Mannkind Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Mannkind Corporation,,First Lien Secured Debt,,,"SOFR+  635  ,  1.00  % Floor",,,08/01/25,,,,13289,,,,,13248,,,,,13369,,,(9)(26)(30),,,,,,,,,,,,,,,,,,,
414,,,Common Equity - Common Stock,,,N/A,,,N/A,,,"334,226  Shares",,,,,76,,,,,1380,,,(9)(10)(13),,,,,,,,,,,,,,,,,,,,
415,,,,,,,,,,,,,,,,,,,13324,,,,,14749,,,,,,,,,,,,,,,,,,,,,
416,"Maxor National Pharmacy Services, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,"Maxor National Pharmacy Services, LLC",,First Lien Secured Debt,,,"SOFR+  700  ,  1.00  % Floor",,,03/01/29,,,,13353,,,,,12975,,,,,12952,,,(9)(32),,,,,,,,,,,,,,,,,,,
418,,,First Lien Secured Debt - Revolver,,,"SOFR+  700  ,  1.00  % Floor",,,03/01/29,,,,1530,,,,,(  42,,,,,(  46,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,
419,"Maxor Topco, L.P.",,Preferred Equity - Preferred Equity,,,N/A,,,N/A,,,"50,000  Shares",,,,,50,,,,,58,,,(9)(13)(24),,,,,,,,,,,,,,,,,,,,
420,,,,,,,,,,,,,,,,,,,12983,,,,,12964,,,,,,,,,,,,,,,,,,,,,
421,Medical Guardian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,"Medical Guardian, LLC",,First Lien Secured Debt,,,"SOFR+  635  ,  1.00  % Floor",,,10/26/26,,,,30879,,,,,30575,,,,,30415,,,(9)(30),,,,,,,,,,,,,,,,,,,
423,,,First Lien Secured Debt,,,"SOFR+  660  ,  1.00  % Floor",,,10/26/26,,,,4762,,,,,(  16,,,,,(  71,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,
424,,,First Lien Secured Debt - Revolver,,,"SOFR+  635  ,  1.00  % Floor",,,10/26/26,,,,3810,,,,,707,,,,,686,,,(9)(21)(23)(30),,,,,,,,,,,,,,,,,,,
425,,,,,,,,,,,,,,,,,,,31266,,,,,31030,,,,,,,,,,,,,,,,,,,,,
426,Midwest Vision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,"Midwest Vision Partners Management, LLC",,First Lien Secured Debt,,,"SOFR+  665  ,  1.00  % Floor",,,01/12/27,,,,24041,,,,,21318,,,,,21022,,,(9)(21)(23)(31),,,,,,,,,,,,,,,,,,,
428,,,First Lien Secured Debt - Revolver,,,"SOFR+  665  ,  1.00  % Floor",,,01/12/27,,,,612,,,,,604,,,,,595,,,(9)(23)(31),,,,,,,,,,,,,,,,,,,
429,,,,,,,,,,,,,,,,,,,21922,,,,,21617,,,,,,,,,,,,,,,,,,,,,
430,Orchard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,Orchard Therapeutics PLC,,First Lien Secured Debt,,,"SOFR+  605  ,  1.00  % Floor",,,05/28/26,,,,8381,,,,,8365,,,,,8381,,,(9)(17)(30),,,,,,,,,,,,,,,,,,,
432,Paragon 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,"Paragon 28, Inc.",,First Lien Secured Debt,,,"SOFR+  611  ,  1.00  % Floor",,,05/01/26,,,,10000,,,,,7484,,,,,7450,,,(9)(23)(30),,,,,,,,,,,,,,,,,,,
434,,,First Lien Secured Debt - Revolver,,,"SOFR+  386  ,  1.00  % Floor",,,05/01/26,,,,2000,,,,,(  8,,,,,(  10,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,
435,,,,,,,,,,,,,,,,,,,7476,,,,,7440,,,,,,,,,,,,,,,,,,,,,
436,"Partner Therapeutics, Inc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,"Partner Therapeutics, Inc",,Preferred Equity - Preferred Equity,,,N/A,,,N/A,,,"55,556  Shares",,,,,333,,,,,552,,,(9)(13),,,,,,,,,,,,,,,,,,,,
438,,,Warrants - Warrants,,,N/A,,,N/A,,,,73,,,,,389,,,,,371,,,(9)(13),,,,,,,,,,,,,,,,,,,
439,,,,,,,,,,,,,,,,,,,722,,,,,923,,,,,,,,,,,,,,,,,,,,,
440,PHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,"PHS Buyer, Inc.",,First Lien Secured Debt,,,"SOFR+  610  Cash plus  1.5  % PIK,  1.00  % Floor",,,01/31/27,,,,24007,,,,,23727,,,,,23887,,,(9)(30),,,,,,,,,,,,,,,,,,,
442,,,First Lien Secured Debt - Revolver,,,"SOFR+  610  Cash plus  1.5  % PIK,  1.00  % Floor",,,01/31/27,,,,2000,,,,,1033,,,,,1059,,,(9)(21)(23)(30),,,,,,,,,,,,,,,,,,,
443,,,,,,,,,,,,,,,,,,,24760,,,,,24946,,,,,,,,,,,,,,,,,,,,,
444,RHA Health Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,"Pace Health Companies, LLC",,First Lien Secured Debt,,,"SOFR+  465  ,  1.00  % Floor",,,08/02/25,,,,3740,,,,,3715,,,,,3735,,,(9)(31),,,,,,,,,,,,,,,,,,,
446,,,First Lien Secured Debt - Revolver,,,"SOFR+  465  ,  1.00  % Floor",,,08/02/25,,,,500,,,,,(  11,,,,,(  1,,,(8)(9)(20)(21)  (23),,,,,,,,,,,,,,,,,,,
447,,,,,,,,,,,,,,,,,,,3704,,,,,3734,,,,,,,,,,,,,,,,,,,,,
448,Industry/Company,,Investment Type,,,Interest Rate,,,Maturity Date,,Par/Shares (12),,,Cost (38),,,Fair Value (1)(39),,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Rigel Pharmaceuticals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,"Rigel Pharmaceuticals, Inc.",,First Lien Secured Debt,,,"SOFR+  576  ,  1.50  % Floor",,,09/01/26,,,,18000,,,,,17999,,,,,18000,,,(9)(30),,,,,,,,,,,,,,,,,,,
451,Team Select,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,"TS Investors, LLC",,First Lien Secured Debt,,,"SOFR+  660  ,  1.00  % Floor",,,05/04/29,,,,2311,,,,,1874,,,,,1884,,,(9)(21)(23)(30),,,,,,,,,,,,,,,,,,,
453,,,First Lien Secured Debt - Revolver,,,"SOFR+  660  ,  1.00  % Floor",,,05/04/29,,,,185,,,,,(  6,,,,,(  5,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,
454,,,,,,,,,,,,,,,,,,,1868,,,,,1879,,,,,,,,,,,,,,,,,,,,,
455,"TELA Bio, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,"TELA Bio, Inc.",,First Lien Secured Debt,,,"SOFR+  635  ,  1.00  % Floor",,,05/01/27,,,,16667,,,,,13282,,,,,13333,,,(9)(23)(30),,,,,,,,,,,,,,,,,,,
457,TersSera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,TerSera Therapeutics LLC,,First Lien Secured Debt,,,"SOFR+  675  ,  1.00  % Floor",,,04/04/29,,,,13860,,,,,13467,,,,,13549,,,(9)(30),,,,,,,,,,,,,,,,,,,
459,,,First Lien Secured Debt - Revolver,,,"SOFR+  675  ,  1.00  % Floor",,,04/04/29,,,,1140,,,,,(  31,,,,,(  26,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,
460,,,,,,,,,,,,,,,,,,,13436,,,,,13523,,,,,,,,,,,,,,,,,,,,,
461,TissueTech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,"TissueTech, Inc.",,First Lien Secured Debt,,,"SOFR+  586  ,  1.00  % Floor",,,04/01/27,,,,17500,,,,,12204,,,,,12250,,,(9)(23)(30),,,,,,,,,,,,,,,,,,,
463,,,First Lien Secured Debt - Revolver,,,"SOFR+  411  ,  1.00  % Floor",,,04/01/27,,,,1000,,,,,(  4,,,,,-,,,(9)(21)(23),,,,,,,,,,,,,,,,,,,
464,,,,,,,,,,,,,,,,,,,12200,,,,,12250,,,,,,,,,,,,,,,,,,,,,
465,Treace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,"Treace Medical Concepts, Inc.",,First Lien Secured Debt,,,"SOFR+  610  ,  1.00  % Floor",,,04/01/27,,,,35000,,,,,14527,,,,,13708,,,(9)(17)(23)(27)  (30),,,,,,,,,,,,,,,,,,,
467,,,First Lien Secured Debt - Revolver,,,"SOFR+  410  ,  1.00  % Floor",,,04/01/27,,,,3000,,,,,389,,,,,310,,,(9)(17)(21)(23)  (27)(30),,,,,,,,,,,,,,,,,,,
468,,,,,,,,,,,,,,,,,,,14916,,,,,14018,,,,,,,,,,,,,,,,,,,,,
469,Unchained Labs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,"Unchained Labs, LLC",,First Lien Secured Debt,,,"SOFR+  555  ,  1.00  % Floor",,,08/09/27,,,,4132,,,,,4087,,,,,4091,,,(9)(30),,,,,,,,,,,,,,,,,,,
471,,,First Lien Secured Debt - Revolver,,,"SOFR+  555  ,  1.00  % Floor",,,08/09/27,,,,726,,,,,(  9,,,,,(  7,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,
472,,,,,,,,,,,,,,,,,,,4078,,,,,4084,,,,,,,,,,,,,,,,,,,,,
473,US Fertility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,"US Fertility Enterprises, LLC",,First Lien Secured Debt,,,"SOFR+  660  ,  1.00  % Floor",,,12/21/27,,,,2965,,,,,2899,,,,,2920,,,(9)(31),,,,,,,,,,,,,,,,,,,
475,,,First Lien Secured Debt - Revolver,,,"SOFR+  650  ,  1.00  % Floor",,,12/21/27,,,,63,,,,,(  1,,,,,(  1,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,
476,,,,,,,,,,,,,,,,,,,2898,,,,,2919,,,,,,,,,,,,,,,,,,,,,
477,ViewRay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,ViewRay Inc.,,First Lien Secured Debt,,,3.50  %,,,11/01/27,,,,9583,,,,,9350,,,,,6005,,,(9)(14)(17),,,,,,,,,,,,,,,,,,,
479,"WellDyneRx, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,"WelldyneRX, LLC",,First Lien Secured Debt,,,"SOFR+  685  ,  0.75  % Floor",,,03/09/27,,,,17806,,,,,17526,,,,,17316,,,(9)(31),,,,,,,,,,,,,,,,,,,
481,,,First Lien Secured Debt - Revolver,,,"SOFR+  685  ,  0.75  % Floor",,,03/09/26,,,,1923,,,,,(  24,,,,,(  53,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,
482,,,,,,,,,,,,,,,,,,,17502,,,,,17263,,,,,,,,,,,,,,,,,,,,,
483,,,,,,,Total Healthcare & Pharmaceuticals,,,,,422676,,,,,420084,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Industry/Company,,Investment Type,,,Interest Rate,,,Maturity Date,,Par/Shares (12),,,Cost (38),,,Fair Value (1)(39),,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,High Tech Industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,Acronis AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,ACRONIS AG,,First Lien Secured Debt,,,"SOFR+  595  ,  1.00  % Floor",,,04/01/27,,,,21000,,,,,20945,,,,,21000,,,(9)(17)(30),,,,,,,,,,,,,,,,,,,
488,American Megatrends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,AMI US Holdings Inc.,,First Lien Secured Debt,,,"SOFR+  535  ,  1.00  % Floor",,,04/01/25,,,,21099,,,,,20967,,,,,21099,,,(9)(30),,,,,,,,,,,,,,,,,,,
490,,,First Lien Secured Debt - Revolver,,,"SOFR+  535  ,  0.00  % Floor",,,04/01/24,,,,2907,,,,,343,,,,,349,,,(9)(21)(23)(30),,,,,,,,,,,,,,,,,,,
491,,,,,,,,,,,,,,,,,,,21310,,,,,21448,,,,,,,,,,,,,,,,,,,,,
492,BarTender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,Sigma Buyer LLC,,First Lien Secured Debt,,,"SOFR+  675  ,  0.75  % Floor",,,01/04/28,,,,5970,,,,,5808,,,,,5910,,,(9)(32),,,,,,,,,,,,,,,,,,,
494,,,First Lien Secured Debt - Revolver,,,"SOFR+  675  ,  0.75  % Floor",,,01/04/28,,,,1500,,,,,(  38,,,,,(  15,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,
495,,,,,,,,,,,,,,,,,,,5770,,,,,5895,,,,,,,,,,,,,,,,,,,,,
496,"Calero Holdings, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,"Telesoft Holdings, LLC",,First Lien Secured Debt,,,"SOFR+  585  ,  1.00  % Floor",,,12/16/25,,,,21932,,,,,21735,,,,,21515,,,(30),,,,,,,,,,,,,,,,,,,
498,,,First Lien Secured Debt - Revolver,,,"SOFR+  585  ,  1.00  % Floor",,,12/16/25,,,,2273,,,,,193,,,,,168,,,(21)(23)(30),,,,,,,,,,,,,,,,,,,
499,,,,,,,,,,,,,,,,,,,21928,,,,,21683,,,,,,,,,,,,,,,,,,,,,
500,ChyronHego Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,ChyronHego Corporation (5),,Preferred Equity - Preferred Equity,,,N/A,,,N/A,,,"7,800  Shares",,,,,6000,,,,,22291,,,(13)(24),,,,,,,,,,,,,,,,,,,,
502,ChyronHego US Holding Corporation (5),,First Lien Secured Debt,,,"SOFR+  350  ,  1.75  % Floor",,,06/30/26,,,,106906,,,,,106690,,,,,106906,,,(31),,,,,,,,,,,,,,,,,,,
503,,,First Lien Secured Debt - Revolver,,,"SOFR+  600  ,  1.75  % Floor",,,06/30/26,,,,5000,,,,,-,,,,,-,,,(21)(23),,,,,,,,,,,,,,,,,,,
504,,,,,,,,,,,,,,,,,,,112690,,,,,129197,,,,,,,,,,,,,,,,,,,,,
505,Dairy.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,Momentx Corporation,,First Lien Secured Debt,,,"SOFR+  585  ,  1.00  % Floor",,,06/24/27,,,,15085,,,,,14884,,,,,14918,,,(9)(31),,,,,,,,,,,,,,,,,,,
507,,,First Lien Secured Debt,,,"SOFR+  635  ,  1.00  % Floor",,,06/24/27,,,,1360,,,,,1335,,,,,1365,,,(9)(31),,,,,,,,,,,,,,,,,,,
508,,,First Lien Secured Debt - Revolver,,,"SOFR+  585  ,  1.00  % Floor",,,06/24/27,,,,1257,,,,,(  16,,,,,(  14,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,
509,,,,,,,,,,,,,,,,,,,16203,,,,,16269,,,,,,,,,,,,,,,,,,,,,
510,Digital.ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,"Digital.ai Software Holdings, Inc.",,First Lien Secured Debt,,,"SOFR+  710  ,  1.00  % Floor",,,02/10/27,,,,22016,,,,,21632,,,,,21411,,,(9)(31),,,,,,,,,,,,,,,,,,,
512,,,First Lien Secured Debt - Revolver,,,"SOFR+  710  ,  1.00  % Floor",,,02/10/27,,,,2419,,,,,463,,,,,425,,,(9)(21)(23)(31),,,,,,,,,,,,,,,,,,,
513,,,,,,,,,,,,,,,,,,,22095,,,,,21836,,,,,,,,,,,,,,,,,,,,,
514,GoHealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,"Norvax, LLC",,First Lien Secured Debt - Revolver,,,"SOFR+  660  ,  1.00  % Floor",,,09/13/24,,,,3182,,,,,(  15,,,,,-,,,(9)(21)(23),,,,,,,,,,,,,,,,,,,
516,Gtreasury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,G Treasury SS LLC,,First Lien Secured Debt,,,"SOFR+  600  ,  1.00  % Floor",,,06/29/29,,,,2250,,,,,207,,,,,205,,,(9)(21)(23)(31),,,,,,,,,,,,,,,,,,,
518,,,First Lien Secured Debt - Revolver,,,"SOFR+  600  ,  1.00  % Floor",,,06/29/29,,,,250,,,,,(  5,,,,,(  5,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,
519,,,,,,,,,,,,,,,,,,,202,,,,,200,,,,,,,,,,,,,,,,,,,,,
520,"International Cruise & Excursion Gallery, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,"International Cruise & Excursion Gallery, Inc.",,First Lien Secured Debt,,,"SOFR+  535  ,  1.00  % Floor",,,06/06/25,,,,14213,,,,,14135,,,,,13935,,,(30),,,,,,,,,,,,,,,,,,,
522,Industry/Company,,Investment Type,,,Interest Rate,,,Maturity Date,,Par/Shares (12),,,Cost (38),,,Fair Value (1)(39),,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,Litify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Litify Holdings Inc.,,Common Equity - Common Stock,,,N/A,,,N/A,,,"20,173  Shares",,,,,83,,,,,137,,,(9)(13)(24),,,,,,,,,,,,,,,,,,,,
525,Litify LLC,,First Lien Secured Debt,,,"SOFR+  710  ,  1.00  % Floor",,,02/02/29,,,,11667,,,,,11343,,,,,11375,,,(9)(31),,,,,,,,,,,,,,,,,,,
526,,,First Lien Secured Debt - Revolver,,,"SOFR+  710  ,  1.00  % Floor",,,02/02/29,,,,833,,,,,(  22,,,,,(  21,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,
527,,,,,,,,,,,,,,,,,,,11404,,,,,11491,,,,,,,,,,,,,,,,,,,,,
528,Modern Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
