,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
359,,,First Lien Secured Debt,,,"SOFR+  575  ,  0.75   Floor",,09/22/26,,,,2123,,,,,1713,,,,,1699,,,(9)(21)(23)  (32)(33),,,,,,,,,,,,,,,,,,,,
360,,,First Lien Secured Debt - Revolver,,,"SOFR+  575  ,  0.75   Floor",,09/22/26,,,,304,,,,,164,,,,,162,,,(9)(21)(23)  (32),,,,,,,,,,,,,,,,,,,,
361,,,,,,,,,,,,,,,,,9346,,,,,9281,,,,,,,,,,,,,,,,,,,,,,,
362,Gossamer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,"GB001, Inc.",,First Lien Secured Debt,,,"L+  700  ,  2.00   Floor",,01/01/25,,,,29419,,,,,5327,,,,,5425,,,(9)(17)(23)  (26),,,,,,,,,,,,,,,,,,,,
364,Health & Safety Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,"HSI HALO Acquisition, Inc.",,First Lien Secured Debt,,,"SOFR+  575  ,  1.00   Floor",,08/31/26,,,,16308,,,,,16102,,,,,15972,,,(9)(33),,,,,,,,,,,,,,,,,,,,
366,,,First Lien Secured Debt,,,"SOFR+  625  ,  1.00   Floor",,08/31/26,,,,2466,,,,,2410,,,,,2410,,,(9)(33),,,,,,,,,,,,,,,,,,,,
367,,,First Lien Secured Debt - Revolver,,,"SOFR+  575  ,  1.00   Floor",,09/02/25,,,,813,,,,,132,,,,,122,,,(9)(21)(23)  (33),,,,,,,,,,,,,,,,,,,,
368,,,Common Equity - Common Stock,,,N/A,,N/A,,,500  Shares,,,,,500,,,,,718,,,(9)(13),,,,,,,,,,,,,,,,,,,,,
369,,,,,,,,,,,,,,,,,19144,,,,,19222,,,,,,,,,,,,,,,,,,,,,,,
370,IMA Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,"IMA Group Management Company, LLC",,First Lien Secured Debt,,,"L+  550  ,  1.00   Floor",,05/30/24,,,,12632,,,,,10016,,,,,10027,,,(21)(23)(28),,,,,,,,,,,,,,,,,,,,
372,,,First Lien Secured Debt - Revolver,,,"L+  550  ,  1.00   Floor",,05/30/24,,,,289,,,,,202,,,,,200,,,(21)(23)(26),,,,,,,,,,,,,,,,,,,,
373,,,,,,,,,,,,,,,,,10218,,,,,10227,,,,,,,,,,,,,,,,,,,,,,,
374,Kepro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Keystone Acquisition Corp.,,First Lien Secured Debt,,,"L+  575  ,  0.75   Floor",,01/26/29,,,,13961,,,,,11769,,,,,12005,,,(9)(21)(23)  (28),,,,,,,,,,,,,,,,,,,,
376,,,First Lien Secured Debt - Revolver,,,"L+  575  ,  0.75   Floor",,01/26/28,,,,978,,,,,(  17,,,,,0,,,(9)(21)(23),,,,,,,,,,,,,,,,,,,,
377,,,,,,,,,,,,,,,,,11752,,,,,12005,,,,,,,,,,,,,,,,,,,,,,,
378,Kindeva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Kindeva Drug Delivery L.P.,,First Lien Secured Debt,,,"L+  600  ,  1.00   Floor",,05/01/26,,,,9362,,,,,9221,,,,,9131,,,(9)(28),,,,,,,,,,,,,,,,,,,,
380,,,First Lien Secured Debt - Revolver,,,"L+  600  ,  1.00   Floor",,05/01/25,,,,167,,,,,141,,,,,140,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,
381,,,,,,,,,,,,,,,,,9362,,,,,9271,,,,,,,,,,,,,,,,,,,,,,,
382,KureSmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,"Clearway Corporation (f/k/a NP/Clearway Holdings, Inc.)",,Common Equity - Common Stock,,,N/A,,N/A,,,133  Shares,,,,,133,,,,,200,,,(9)(13),,,,,,,,,,,,,,,,,,,,,
384,"Kure Pain Holdings, Inc.",,First Lien Secured Debt,,,"L+  500  ,  1.00   Floor",,08/27/24,,,,21547,,,,,21413,,,,,21323,,,(9)(28),,,,,,,,,,,,,,,,,,,,
385,,,First Lien Secured Debt - Revolver,,,"L+  500  ,  1.00   Floor",,08/27/24,,,,2654,,,,,(  20,,,,,(  28,,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,
386,,,,,,,,,,,,,,,,,21526,,,,,21495,,,,,,,,,,,,,,,,,,,,,,,
387,Industry/Company,,Investment Type,,,Interest Rate,,Maturity Date,,Par/Shares (12),,,Cost (34),,,Fair Value (1)(35),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,LucidHealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,"Premier Imaging, LLC",,First Lien Secured Debt,,,"L+  575  ,  1.00   Floor",,01/02/25,,,,12439,,,,,7990,,,,,7947,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,
390,Mannkind Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Mannkind Corporation,,First Lien Secured Debt,,,"SOFR+  625  ,  1.00   Floor",,08/01/25,,,,13867,,,,,13802,,,,,13875,,,(9)(31),,,,,,,,,,,,,,,,,,,,
392,,,Common Equity - Common Stock,,,N/A,,N/A,,,"334,226  Shares",,,,,76,,,,,1033,,,(9)(10)(13)  (17)(24),,,,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,13878,,,,,14908,,,,,,,,,,,,,,,,,,,,,,,
394,"Maxor National Pharmacy Services, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,"Maxor National Pharmacy Services, LLC",,First Lien Secured Debt,,,"L+  550  ,  1.00   Floor",,12/06/27,,,,23238,,,,,23026,,,,,23239,,,(9)(28),,,,,,,,,,,,,,,,,,,,
396,,,First Lien Secured Debt - Revolver,,,"L+  550  ,  1.00   Floor",,12/06/26,,,,1558,,,,,(  38,,,,,(  8,,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,22988,,,,,23231,,,,,,,,,,,,,,,,,,,,,,,
398,Medical Guardian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,"Medical Guardian, LLC",,First Lien Secured Debt,,,"L+  650  ,  1.00   Floor",,10/26/26,,,,35955,,,,,30775,,,,,30611,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,
400,,,First Lien Secured Debt - Revolver,,,"L+  650  ,  1.00   Floor",,10/26/26,,,,3810,,,,,887,,,,,904,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,
401,,,,,,,,,,,,,,,,,31662,,,,,31515,,,,,,,,,,,,,,,,,,,,,,,
402,Midwest Vision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,"Midwest Vision Partners Management, LLC",,First Lien Secured Debt,,,"L+  650  ,  1.00   Floor",,01/12/27,,,,24151,,,,,21355,,,,,21130,,,(9)(21)(23)  (28),,,,,,,,,,,,,,,,,,,,
404,,,First Lien Secured Debt - Revolver,,,"L+  650  ,  1.00   Floor",,01/12/27,,,,612,,,,,603,,,,,596,,,(9)(23)(28),,,,,,,,,,,,,,,,,,,,
405,,,,,,,,,,,,,,,,,21958,,,,,21726,,,,,,,,,,,,,,,,,,,,,,,
406,Orchard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Orchard Therapeutics PLC,,First Lien Secured Debt,,,"L+  595  ,  1.00   Floor",,05/28/26,,,,33333,,,,,10919,,,,,10833,,,(9)(17)(23)  (26),,,,,,,,,,,,,,,,,,,,
408,Ovation Fertility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,"FPG Services, LLC",,First Lien Secured Debt,,,"L+  550  ,  1.00   Floor",,06/13/25,,,,18956,,,,,14784,,,,,14937,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,
410,,,First Lien Secured Debt - Revolver,,,"L+  550  ,  1.00   Floor",,06/13/24,,,,2105,,,,,(  14,,,,,(  3,,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,
411,,,,,,,,,,,,,,,,,14770,,,,,14934,,,,,,,,,,,,,,,,,,,,,,,
412,Paragon 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,"Paragon 28, Inc.",,First Lien Secured Debt,,,"L+  600  ,  1.00   Floor",,05/01/26,,,,10000,,,,,7475,,,,,7450,,,(9)(23)(26),,,,,,,,,,,,,,,,,,,,
414,,,First Lien Secured Debt - Revolver,,,"L+  300  ,  1.00   Floor",,05/01/26,,,,2000,,,,,(  7,,,,,(  10,,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,
415,,,,,,,,,,,,,,,,,7468,,,,,7440,,,,,,,,,,,,,,,,,,,,,,,
416,"Partner Therapeutics, Inc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,"Partner Therapeutics, Inc",,First Lien Secured Debt,,,"SOFR+  665  ,  1.00   Floor",,04/01/26,,,,10000,,,,,9953,,,,,9950,,,(9)(31),,,,,,,,,,,,,,,,,,,,
418,,,First Lien Secured Debt,,,"SOFR+  665  ,  1.00   Floor",,10/01/22,,,,3333,,,,,3333,,,,,3333,,,(9)(31),,,,,,,,,,,,,,,,,,,,
419,,,First Lien Secured Debt - Revolver,,,"SOFR+  375  ,  1.00   Floor",,04/01/26,,,,1000,,,,,(  2,,,,,(  7,,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,
420,,,Preferred Equity - Preferred Equity,,,N/A,,N/A,,,"55,556  Shares",,,,,333,,,,,333,,,(9)(13),,,,,,,,,,,,,,,,,,,,,
421,,,Warrants - Warrants,,,,,,,,"33,333  Shares",,,,,135,,,,,80,,,(9)(13),,,,,,,,,,,,,,,,,,,,,
422,,,,,,,,,,,,,,,,,13752,,,,,13689,,,,,,,,,,,,,,,,,,,,,,,
423,PHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,"PHS Buyer, Inc.",,First Lien Secured Debt,,,"L+  600  ,  1.00   Floor",,01/31/27,,,,24988,,,,,24621,,,,,24239,,,(9)(26),,,,,,,,,,,,,,,,,,,,
425,,,First Lien Secured Debt - Revolver,,,"L+  600  ,  1.00   Floor",,01/31/27,,,,2000,,,,,955,,,,,940,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,
426,,,,,,,,,,,,,,,,,25576,,,,,25179,,,,,,,,,,,,,,,,,,,,,,,
427,Industry/Company,,Investment Type,,,Interest Rate,,Maturity Date,,Par/Shares (12),,,Cost (34),,,Fair Value (1)(35),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,RHA Health Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,"Pace Health Companies, LLC",,First Lien Secured Debt,,,"L+  450  ,  1.00   Floor",,08/02/24,,,,3767,,,,,3736,,,,,3739,,,(9)(28),,,,,,,,,,,,,,,,,,,,
430,,,First Lien Secured Debt - Revolver,,,"L+  450  ,  1.00   Floor",,08/02/24,,,,500,,,,,0,,,,,(  4,,,(8)(9)(20)  (21)(23),,,,,,,,,,,,,,,,,,,,
431,,,,,,,,,,,,,,,,,3736,,,,,3735,,,,,,,,,,,,,,,,,,,,,,,
432,Rigel Pharmaceuticals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,"Rigel Pharmaceuticals, Inc.",,First Lien Secured Debt,,,"SOFR+  565  ,  1.50   Floor",,09/01/26,,,,9000,,,,,9010,,,,,8934,,,(9)(31),,,,,,,,,,,,,,,,,,,,
434,,,First Lien Secured Debt,,,"SOFR+  565  ,  1.50   Floor",,09/01/26,,,,3000,,,,,3000,,,,,2978,,,(9)(31),,,,,,,,,,,,,,,,,,,,
435,,,,,,,,,,,,,,,,,12010,,,,,11912,,,,,,,,,,,,,,,,,,,,,,,
436,"TELA Bio, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,"TELA Bio, Inc.",,First Lien Secured Debt,,,"SOFR+  625  ,  1.00   Floor",,05/01/27,,,,16667,,,,,13270,,,,,13250,,,(9)(23)(31),,,,,,,,,,,,,,,,,,,,
438,TissueTech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,"TissueTech, Inc.",,First Lien Secured Debt,,,"SOFR+  575  ,  1.00   Floor",,04/01/27,,,,17500,,,,,12193,,,,,12119,,,(9)(23)(31),,,,,,,,,,,,,,,,,,,,
440,,,First Lien Secured Debt - Revolver,,,"SOFR+  400  ,  1.00   Floor",,04/01/27,,,,1000,,,,,(  5,,,,,(  7,,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,
441,,,,,,,,,,,,,,,,,12188,,,,,12112,,,,,,,,,,,,,,,,,,,,,,,
442,Treace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,"Treace Medical Concepts, Inc.",,First Lien Secured Debt,,,"SOFR+  600  ,  1.00   Floor",,04/01/27,,,,35000,,,,,14515,,,,,14235,,,(9)(17)(23)  (31),,,,,,,,,,,,,,,,,,,,
444,,,First Lien Secured Debt - Revolver,,,"SOFR+  400  ,  1.00   Floor",,04/01/27,,,,3000,,,,,386,,,,,355,,,(9)(17)(21)  (23)(31),,,,,,,,,,,,,,,,,,,,
445,,,,,,,,,,,,,,,,,14901,,,,,14590,,,,,,,,,,,,,,,,,,,,,,,
446,Unchained Labs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,"Unchained Labs, LLC",,First Lien Secured Debt,,,"L+  550  ,  1.00   Floor",,08/09/27,,,,6739,,,,,4088,,,,,4107,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,
448,,,First Lien Secured Debt - Revolver,,,"L+  550  ,  1.00   Floor",,08/09/27,,,,726,,,,,(  12,,,,,(  7,,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,
449,,,,,,,,,,,,,,,,,4076,,,,,4100,,,,,,,,,,,,,,,,,,,,,,,
450,"WellDyneRx, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,"WelldyneRX, LLC",,First Lien Secured Debt,,,"SOFR+  675  ,  0.75   Floor",,03/09/27,,,,17987,,,,,17642,,,,,17537,,,(9)(32),,,,,,,,,,,,,,,,,,,,
452,,,First Lien Secured Debt - Revolver,,,"SOFR+  675  ,  0.75   Floor",,03/09/26,,,,1923,,,,,(  33,,,,,(  48,,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,
453,,,,,,,,,,,,,,,,,17609,,,,,17489,,,,,,,,,,,,,,,,,,,,,,,
454,,,,,,Total Healthcare & Pharmaceuticals,,,,,437446,,,,,439462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,High Tech Industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Acronis AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,ACRONIS AG,,First Lien Secured Debt,,,"L+  585  ,  1.00   Floor",,04/01/27,,,,21000,,,,,20936,,,,,20895,,,(9)(17)(26),,,,,,,,,,,,,,,,,,,,
458,American Megatrends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,AMI US Holdings Inc.,,First Lien Secured Debt,,,"L+  525  ,  1.00   Floor",,04/01/25,,,,21320,,,,,21134,,,,,21107,,,(9)(26),,,,,,,,,,,,,,,,,,,,
460,,,First Lien Secured Debt - Revolver,,,"L+  525  ,  0.00   Floor",,04/01/24,,,,2907,,,,,(  18,,,,,(  29,,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,
461,,,,,,,,,,,,,,,,,21116,,,,,21078,,,,,,,,,,,,,,,,,,,,,,,
462,"Calero Holdings, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,"Telesoft Holdings, LLC",,First Lien Secured Debt,,,"L+  575  ,  1.00   Floor",,12/16/25,,,,22159,,,,,21882,,,,,21878,,,(28),,,,,,,,,,,,,,,,,,,,
464,,,First Lien Secured Debt - Revolver,,,"L+  575  ,  1.00   Floor",,12/16/25,,,,2273,,,,,(  28,,,,,(  29,,,(8)(21)(23),,,,,,,,,,,,,,,,,,,,
465,,,,,,,,,,,,,,,,,21854,,,,,21849,,,,,,,,,,,,,,,,,,,,,,,
466,Industry/Company,,Investment Type,,,Interest Rate,,Maturity Date,,Par/Shares (12),,,Cost (34),,,Fair Value (1)(35),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,ChyronHego Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,ChyronHego Corporation (5),,First Lien Secured Debt,,,"L+  350  Cash plus  1.50   PIK,  1.00   Floor",,12/31/24,,,,85928,,,,,85492,,,,,85283,,,(28),,,,,,,,,,,,,,,,,,,,
469,,,First Lien Secured Debt,,,"L+  1025  PIK,  1.00   Floor",,12/31/24,,,,2698,,,,,2623,,,,,2677,,,(28),,,,,,,,,,,,,,,,,,,,
470,,,First Lien Secured Debt,,,"L+  650  Cash plus  1.50   PIK,  1.00   Floor",,12/31/24,,,,2004,,,,,1884,,,,,1989,,,(28),,,,,,,,,,,,,,,,,,,,
471,,,First Lien Secured Debt - Revolver,,,"L+  500  ,  1.00   Floor",,12/31/24,,,,10000,,,,,8945,,,,,8880,,,(21)(23)  (28),,,,,,,,,,,,,,,,,,,,
472,,,Preferred Equity - Preferred Equity,,,N/A,,N/A,,,"7,800  Shares",,,,,6000,,,,,24054,,,(13)(24),,,,,,,,,,,,,,,,,,,,,
473,,,,,,,,,,,,,,,,,104944,,,,,122883,,,,,,,,,,,,,,,,,,,,,,,
474,Dairy.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Momentx Corporation,,First Lien Secured Debt,,,"SOFR+  575  ,  1.00   Floor",,06/24/27,,,,15239,,,,,14988,,,,,14874,,,(9)(32),,,,,,,,,,,,,,,,,,,,
476,,,First Lien Secured Debt - Revolver,,,"SOFR+  575  ,  1.00   Floor",,06/24/27,,,,1257,,,,,(  20,,,,,(  30,,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,
477,,,,,,,,,,,,,,,,,14968,,,,,14844,,,,,,,,,,,,,,,,,,,,,,,
478,Digital.ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,"Digital.ai Software Holdings, Inc.",,First Lien Secured Debt,,,"L+  700  ,  1.00   Floor",,02/10/27,,,,22242,,,,,21751,,,,,21797,,,(9)(28),,,,,,,,,,,,,,,,,,,,
480,,,First Lien Secured Debt - Revolver,,,"L+  650  ,  1.00   Floor",,02/10/27,,,,2419,,,,,512,,,,,468,,,(9)(21)(23)  (28),,,,,,,,,,,,,,,,,,,,
481,,,,,,,,,,,,,,,,,22263,,,,,22265,,,,,,,,,,,,,,,,,,,,,,,
482,GoHealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,"Norvax, LLC",,First Lien Secured Debt - Revolver,,,"L+  650  ,  1.00   Floor",,09/13/24,,,,3182,,,,,2435,,,,,2466,,,(9)(21)(23)  (26)(28),,,,,,,,,,,,,,,,,,,,
484,"International Cruise & Excursion Gallery, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,"International Cruise & Excursion Gallery, Inc.",,First Lien Secured Debt,,,"SOFR+  535  ,  1.00   Floor",,06/06/25,,,,14363,,,,,14249,,,,,13689,,,(31),,,,,,,,,,,,,,,,,,,,
486,Modern Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,"Destiny Solutions U.S., Inc.",,First Lien Secured Debt,,,"L+  575  ,  1.00   Floor",,06/08/26,,,,25573,,,,,25077,,,,,25062,,,(26),,,,,,,,,,,,,,,,,,,,
488,"RMCF IV CIV XXXV, L.P.",,Common Equity - Common Stock,,,N/A,,N/A,,,482  Shares,,,,,1000,,,,,1217,,,(13),,,,,,,,,,,,,,,,,,,,,
489,,,,,,,,,,,,,,,,,26077,,,,,26279,,,,,,,,,,,,,,,,,,,,,,,
490,MYCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Magnate Holding Corp.,,First Lien Secured Debt,,,"L+  625  ,  0.50   Floor",,12/16/24,,,,19081,,,,,18987,,,,,19028,,,(9)(17)(28),,,,,,,,,,,,,,,,,,,,
492,,,First Lien Secured Debt - Revolver,,,"L+  625  ,  0.50   Floor",,12/14/23,,,,3150,,,,,3136,,,,,3143,,,(9)(17)(23)  (28),,,,,,,,,,,,,,,,,,,,
493,,,,,,,,,,,,,,,,,22123,,,,,22171,,,,,,,,,,,,,,,,,,,,,,,
494,"New Era Technology, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,"New Era Technology, Inc.",,First Lien Secured Debt,,,"L+  625  ,  1.00   Floor",,10/31/26,,,,33033,,,,,30981,,,,,30762,,,(9)(21)(23)  (28),,,,,,,,,,,,,,,,,,,,
496,,,First Lien Secured Debt - Revolver,,,"L+  625  ,  1.00   Floor",,10/30/26,,,,1732,,,,,751,,,,,740,,,(9)(21)(23)  (28),,,,,,,,,,,,,,,,,,,,
497,,,,,,,,,,,,,,,,,31732,,,,,31502,,,,,,,,,,,,,,,,,,,,,,,
498,Pro Vigil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,"Pro-Vigil Holding Company, LLC",,First Lien Secured Debt,,,"SOFR+  850  ,  1.00   Floor",,01/11/25,,,,15176,,,,,13469,,,,,13556,,,(9)(21)(23)  (32),,,,,,,,,,,,,,,,,,,,
500,Schlesinger Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,"Schlesinger Global, LLC",,First Lien Secured Debt,,,"SOFR+  600  Cash plus  0.50   PIK,  1.00   Floor",,07/12/25,,,,10309,,,,,10175,,,,,10118,,,(9)(32),,,,,,,,,,,,,,,,,,,,
502,,,First Lien Secured Debt,,,"SOFR+  775  ,  1.00   Floor",,07/12/25,,,,956,,,,,945,,,,,955,,,(9)(32),,,,,,,,,,,,,,,,,,,,
503,,,,,,,,,,,,,,,,,11120,,,,,11073,,,,,,,,,,,,,,,,,,,,,,,
504,Industry/Company,,Investment Type,,,Interest Rate,,Maturity Date,,Par/Shares (12),,,Cost (34),,,Fair Value (1)(35),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,Simeio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,"Simeio Group Holdings, Inc.",,First Lien Secured Debt,,,"L+  550  ,  1.00   Floor",,02/02/26,,,,8178,,,,,8107,,,,,7933,,,(9)(26),,,,,,,,,,,,,,,,,,,,
507,,,First Lien Secured Debt - Revolver,,,"L+  525  ,  1.00   Floor",,02/02/26,,,,1731,,,,,(  14,,,,,(  52,,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,
508,,,,,,,,,,,,,,,,,8093,,,,,7881,,,,,,,,,,,,,,,,,,,,,,,
509,Sirsi Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,Sirsi Corporation,,First Lien Secured Debt,,,"L+  450  ,  1.00   Floor",,03/15/24,,,,5156,,,,,5132,,,,,5131,,,(9)(26),,,,,,,,,,,,,,,,,,,,
511,,,First Lien Secured Debt - Revolver,,,"L+  450  ,  1.00   Floor",,03/15/24,,,,429,,,,,(  2,,,,,(  2,,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,
512,,,,,,,,,,,,,,,,,5130,,,,,5129,,,,,,,,,,,,,,,,,,,,,,,
513,Springbrook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,"Springbrook Holding Company, LLC",,First Lien Secured Debt,,,"L+  550  ,  1.00   Floor",,12/23/26,,,,15849,,,,,15659,,,,,15646,,,(26),,,,,,,,,,,,,,,,,,,,
515,,,First Lien Secured Debt - Revolver,,,"L+  575  ,  1.00   Floor",,12/23/26,,,,1463,,,,,(  16,,,,,(  19,,,(8)(21)(23),,,,,,,,,,,,,,,,,,,,
516,,,,,,,,,,,,,,,,,15643,,,,,15627,,,,,,,,,,,,,,,,,,,,,,,
517,Tax Slayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,"MEP-TS Midco, LLC",,First Lien Secured Debt,,,"L+  600  ,  1.00   Floor",,12/31/26,,,,13311,,,,,13090,,,,,12845,,,(9)(29),,,,,,,,,,,,,,,,,,,,
519,,,First Lien Secured Debt - Revolver,,,"L+  600  ,  1.00   Floor",,12/31/26,,,,1452,,,,,0,,,,,(  51,,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,
520,,,,,,,,,,,,,,,,,13090,,,,,12794,,,,,,,,,,,,,,,,,,,,,,,
521,UpStack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,Upstack Holdco Inc.,,First Lien Secured Debt,,,"L+  550  ,  1.00   Floor",,08/20/27,,,,31772,,,,,27495,,,,,27457,,,(9)(21)(23)  (29),,,,,,,,,,,,,,,,,,,,
523,,,First Lien Secured Debt - Revolver,,,"L+  550  ,  1.00   Floor",,08/20/27,,,,3000,,,,,(  68,,,,,(  67,,,(8)(9)(20)  (21)(23),,,,,,,,,,,,,,,,,,,,
524,,,,,,,,,,,,,,,,,27427,,,,,27390,,,,,,,,,,,,,,,,,,,,,,,
525,,,,,,Total High Tech Industries,,,,,396669,,,,,413371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,"Hotel, Gaming, Leisure, Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,Guernsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Guernsey Holdings SDI LA LLC,,First Lien Secured Debt,,,6.95,,11/18/26,,,,9620,,,,,9538,,,,,9572,,,(9),,,,,,,,,,,,,,,,,,,,
529,,,First Lien Secured Debt,,,"L+  595  ,  1.00   Floor",,11/18/26,,,,1167,,,,,0,,,,,(  76,,,(8)(9)(23),,,,,,,,,,,,,,,,,,,,
530,,,,,,,,,,,,,,,,,9538,,,,,9496,,,,,,,,,,,,,,,,,,,,,,,
531,Taco Cabana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,"YTC Enterprises, LLC",,First Lien Secured Debt,,,"L+  625  ,  1.00   Floor",,08/16/26,,,,9879,,,,,9779,,,,,9780,,,(9)(26),,,,,,,,,,,,,,,,,,,,
533,,,,,,"Total Hotel, Gaming, Leisure, Restaurants",,,,,19317,,,,,19276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,High Street Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
