,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
328,,,First Lien Secured Debt - Revolver,,"5.50% (6M GBPL+500, 0.50% Floor)",,05/21/25,,£,345,,,394,,,,401,,,(9)(17)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.93% Unfunded,,11/21/25,,£,3991,,,(99),,,,(278),,,(8)(9)  (17)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,,,,,,,,,,,13624,,,,12460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,"Tidewater Consumer Receivables, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,"Tidewater Consumer Receivables, LLC",,First Lien Secured Debt,,5.92% (1M L+575),,12/28/23,,10067,,,9997,,,,9891,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (29),,,Fair Value (1)(30),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,,,First Lien Secured Debt - Unfunded Revolver,,0.00% Unfunded,,12/28/23,,1667,,,(8),,,,(29),,,(8)(9)  (17)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,,,,,,,,,,,9989,,,,9862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,US Auto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,"U.S. Auto Finance, Inc.",,First Lien Secured Debt,,"6.50% (3M L+550, 1.00% Floor)",,04/17/22,,20386,,,20361,,,,20020,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,,,First Lien Secured Debt - Revolver,,"7.25% (3M L+625, 1.00% Floor)",,04/17/22,,13605,,,13605,,,,13361,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,04/17/22,,6395,,,(62),,,,(114),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,,,,,,,,,,,33904,,,,33267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Total Consumer Services,,,,,,,,,,,124480,,,,,119413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,"Containers, Packaging & Glass",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,"TricorBraun Holdings, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,"TricorBraun Holdings, Inc.",,First Lien Secured Debt - Revolver,,4.38% (3M L+325),,11/30/21,,,1500,,,,1500,,,,,1490,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,,,First Lien Secured Debt - Revolver,,3.56% (3M L+325),,11/30/21,,2250,,,2250,,,,2235,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,11/30/21,,1875,,,(143),,,,(13),,,(8)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,"Total Containers, Packaging & Glass",,,,,,,,,,,3607,,,,,3712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Celink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Compu-Link Corporation,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,06/11/24,,,2273,,,,(40),,,,,(73),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,"Peer Advisors, LLC",,First Lien Secured Debt,,"6.50% (1M L+550, 1.00% Floor)",,06/11/24,,21591,,,21207,,,,20900,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,,,,,,,,,,,21167,,,,20827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,"Exeter Property Group, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,"Exeter Property Group, LLC",,First Lien Secured Debt,,4.67% (1M L+450),,08/28/24,,4760,,,4706,,,,4614,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,08/28/24,,192,,,(2),,,,(6),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,,,,,,,,,,,4704,,,,4608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,"Flock Financial, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,"Flock SPV I, LLC",,First Lien Secured Debt,,6.67% (1M L+650),,08/30/22,,13067,,,13023,,,,12860,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,,,First Lien Secured Debt - Revolver,,6.67% (1M L+650),,08/30/22,,1198,,,1199,,,,1180,,,(9)(17)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,08/30/22,,135,,,(7),,,,(2),,,(8)(9)  (17)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50% Unfunded,,08/30/22,,5600,,,(58),,,,(88),,,(8)(9)  (17)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,,,,,,,,,,,14157,,,,13950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Golden Bear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,"Golden Bear 2016-R, LLC (4)",,Structured Products and Other - Membership Interests,,N/A,,09/20/42,,N/A,,16729,,,,9815,,,(3)(17)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,"Purchasing Power, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,"Purchasing Power Funding I, LLC",,First Lien Secured Debt - Revolver,,7.50% (1M L+650),,01/24/22,,7133,,,7133,,,,7028,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,01/24/22,,1980,,,-,,,,(29),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,,,,,,,,,,,7133,,,,6999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,"Taupo River II, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,"Taupo River II, LLC",,First Lien Secured Debt,,"6.25% (3M L+525, 1.00% Floor)",,12/06/20,,3000,,,2998,,,,2997,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (29),,,Fair Value (1)(30),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,"Ten-X, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,"Ten-X, LLC",,First Lien Secured Debt - Revolver,,3.43% (1M L+325),,09/29/22,,1560,,,1371,,,,1465,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,,,First Lien Secured Debt - Revolver,,3.44% (1M L+325),,09/29/22,,3120,,,3120,,,,2929,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,,,,,,,,,,,4491,,,,4394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,"Total Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,,,,,,,,71379,,,,,63590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,NFA Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,SSCP Spring Bidco Limited,,First Lien Secured Debt,,"6.94% (6M GPBL+625, 0.50% Floor)",,07/30/25,,£,534,,,,641,,,,,642,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,,First Lien Secured Debt,,"6.99% (6M GPBL+625, 0.50% Floor)",,07/30/25,,£,28370,,,34018,,,,34059,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.88% Unfunded,,07/30/25,,£,1095,,,(28),,,,(38),,,(8)(9)  (17)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Total Education,,,,,,,,,,,34631,,,,,34663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Energy – Electricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,"AMP Solar Group, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,"AMP Solar Group, Inc. (4)",,Common Equity - Class A Common Unit,,N/A,,N/A,,"243,646 Shares",,,10000,,,,,9035,,,(13)(17)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,"Renew Financial LLC (f/k/a Renewable Funding, LLC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,"AIC SPV Holdings II, LLC (4)",,Preferred Equity - Preferred Stock,,N/A,,N/A,,"534,375 Shares",,534,,,,436,,,(17)(15)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,"Renew Financial LLC (f/k/a Renewable Funding, LLC) (4)",,Preferred Equity - Series B Preferred Stock,,N/A,,N/A,,"1,505,868 Shares",,8343,,,,3692,,,(13)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,,,Preferred Equity - Series D Preferred Stock,,N/A,,N/A,,"436,689 Shares",,5568,,,,2218,,,(13)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Renew JV LLC (4),,Common Equity - Membership Interests,,N/A,,N/A,,"859,819 Shares",,860,,,,992,,,(13)(17)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,,,,,,,,,,,15305,,,,7338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Solarplicity Group Limited (f/k/a AMP Solar UK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Solarplicity UK Holdings Limited,,First Lien Secured Debt,,4.00%,,03/08/23,,£,5562,,,7637,,,,2539,,,(13)(14)  (17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,,,Preferred Equity - Preferred Stock,,N/A,,N/A,,"4,286 Shares",,5861,,,,-,,,(2)(13)  (17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,,,Common Equity - Ordinary Shares,,N/A,,N/A,,"2,825 Shares",,4,,,,-,,,(2)(13)  (17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,,,,,,,,,,,13502,,,,2539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Total Energy – Electricity,,,,,,,,,,,38807,,,,,18912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Energy – Oil & Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.) (5)",,Second Lien Secured Debt,,10.00% PIK Toggle (8.00% Cash),,03/29/21,,,38172,,,,36926,,,,,11492,,,(13)(14),,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,,,Common Equity - Common Stock,,N/A,,N/A,,"5,000,000 Shares",,30078,,,,-,,,(13)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,,,,,,,,,,,67004,,,,11492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Pelican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,"Pelican Energy, LLC (4)",,Common Equity - Membership Interests,,N/A,,N/A,,"1,444 Shares",,16822,,,,2411,,,(13)(16)  (17)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Spotted Hawk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,"SHD Oil & Gas, LLC (5)",,First Lien Secured Debt - Tranche C Note,,12.00% PIK,,07/31/21,,24728,,,24728,,,,25470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,,,First Lien Secured Debt - Tranche A Note,,4.00% PIK,,07/31/21,,45917,,,44998,,,,22005,,,(13)(14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,,,First Lien Secured Debt - Tranche B Note,,3.00% PIK,,07/31/21,,85125,,,44380,,,,-,,,(13)(14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (29),,,Fair Value (1)(30),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,,,Common Equity - Series A Units,,N/A,,N/A,,"7,600,000 Shares",,1411,,,,-,,,(13)(16)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,,,,,,,,,,,115517,,,,47475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Total Energy – Oil & Gas,,,,,,,,,,,199343,,,,,61378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Environmental Industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Denali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,"Dispatch Acquisition Holdings, LLC",,First Lien Secured Debt,,"6.50% (3M L+550, 1.00% Floor)",,01/29/27,,,16599,,,,16251,,,,,16071,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,,,First Lien Secured Debt - Revolver,,"6.50% (1M L+550, 1.00% Floor)",,01/29/26,,2137,,,2137,,,,2077,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,01/29/26,,1109,,,(68),,,,(31),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.75% Unfunded,,01/29/27,,5114,,,(64),,,,(163),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,,,,,,,,,,,18256,,,,17954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Ortega National Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,"Ortega National Parks, LLC",,First Lien Secured Debt,,"6.32% (6M L+525, 1.00% Floor)",,10/31/25,,11201,,,11002,,,,10710,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,,,First Lien Secured Debt,,"6.25% (3M L+525, 1.00% Floor)",,10/31/25,,491,,,486,,,,469,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,,,First Lien Secured Debt - Revolver,,"6.25% (3M L+525, 1.00% Floor)",,10/31/25,,2049,,,2049,,,,1959,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,10/31/25,,-,,,(36),,,,-,,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,10/31/25,,6202,,,(59),,,,(272),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,,,,,,,,,,,13442,,,,12866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Total Environmental Industries,,,,,,,,,,,31698,,,,,30820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,Food & Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Bumble Bee Foods S.À R.L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Connors Bros Clover Leaf Seafoods Company,,First Lien Secured Debt,,N/A,,01/31/24,,,126,,,,-,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,Bumble Bee Holdings Inc,,First Lien Secured Debt,,N/A,,01/31/24,,443,,,-,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Tonos US LLC,,First Lien Secured Debt,,"8.75% (3M L+725, 1.50% Floor)",,01/31/24,,9454,,,9569,,,,9454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Total Food & Grocery,,,,,,,,,,,9569,,,,,9454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Healthcare & Pharmaceuticals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,"Altasciences, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,9360-1367 Quebec Inc.,,First Lien Secured Debt,,"7.32% (6M L+625, 1.00% Floor)",,06/09/23,,,2821,,,,2790,,,,,2744,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,,,First Lien Secured Debt,,"7.25% (3M L+625, 1.00% Floor)",,06/09/23,,12,,,12,,,,11,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,,,First Lien Secured Debt,,"8.49% (3M CADL+625, 1.00% Floor)",,06/09/23,,C$,2351,,,1731,,,,1678,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,"Altasciences US Acquistion, Inc.",,First Lien Secured Debt,,"7.32% (6M L+625, 1.00% Floor)",,06/09/23,,5959,,,5886,,,,5795,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,,,First Lien Secured Debt,,"7.25% (3M L+625, 1.00% Floor)",,06/09/23,,21,,,21,,,,21,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,,,First Lien Secured Debt - Revolver,,"7.25% (3M L+625, 1.00% Floor)",,06/09/23,,1418,,,1418,,,,1380,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,,,First Lien Secured Debt - Unfunded Revolver,,0.25% Unfunded,,06/09/23,,7,,,(16),,,,-,,,(8)(9)  (21)(23)  (11),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,,,,,,,,,,,11842,,,,11629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,American Veterinary Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,AVG Intermediate Holdings LLC,,First Lien Secured Debt,,"9.00% (1M L+800, 1.00% Floor)",,02/08/24,,11759,,,11649,,,,11285,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00% Unfunded,,02/08/24,,1466,,,(105),,,,(59),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,,,,,,,,,,,11544,,,,11226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (29),,,Fair Value (1)(30),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,AmeriVet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,"Amerivet Partners Management, Inc.",,First Lien Secured Debt,,"7.75% (3M L+675, 1.00% Floor)",,06/05/24,,163,,,161,,,,158,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,,,First Lien Secured Debt,,"7.75% (6M L+675, 1.00% Floor)",,06/05/24,,26369,,,25914,,,,25610,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,,,First Lien Secured Debt - Revolver,,9.00% (P+575),,06/05/24,,524,,,524,,,,509,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,06/05/24,,282,,,(13),,,,(8),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50% Unfunded,,06/05/24,,7485,,,(89),,,,(216),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Amerivet Partners Parent LP,,Common Equity - Class D Partnership Units,,N/A,,N/A,,13 Shares,,125,,,,168,,,(9)(13)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,,,,,,,,,,,26622,,,,26221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,Analogic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Analogic Corporation,,First Lien Secured Debt,,"6.25% (1M L+525, 1.00% Floor)",,06/22/24,,18170,,,17867,,,,17806,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,06/22/23,,1826,,,(27),,,,(37),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,,,,,,,,,,,17840,,,,17769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,"BioClinica Holding I, LP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,"BioClinica Holding I, LP",,Second Lien Secured Debt,,"9.25% (1M L+825, 1.00% Floor)",,10/21/24,,24612,,,24316,,,,23404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,BK Medical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,"BK Medical Holding Company, Inc.",,First Lien Secured Debt,,"6.25% (1M L+525, 1.00% Floor)",,06/22/24,,7286,,,7221,,,,7143,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,06/22/23,,783,,,(7),,,,(13),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,,,,,,,,,,,7214,,,,7130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,CARE Fertility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,Royton Bidco Limited,,First Lien Secured Debt,,"6.98% (6M GBPL+625, 0.50% Floor)",,05/09/25,,£,294,,,372,,,,345,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,,,First Lien Secured Debt,,"6.75% (6M GBPL+625, 0.50% Floor)",,05/09/25,,£,16147,,,20466,,,,18969,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,,,First Lien Secured Debt - Unfunded Delayed Draw,,2.01% Unfunded,,05/09/25,,£,3559,,,(70),,,,(218),,,(8)(9)  (17)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,,,,,,,,,,,20768,,,,19096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,Cerus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,Cerus Corporation,,First Lien Secured Debt,,"7.25% (1M L+545, 1.80% Floor)",,03/01/24,,12000,,,11955,,,,12229,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,,,First Lien Secured Debt - Revolver,,"5.55% (1M L+375, 1.80% Floor)",,03/01/24,,449,,,449,,,,455,,,(9)(17)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,03/01/24,,51,,,(1),,,,-,,,(9)(17)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,03/01/24,,9000,,,(33),,,,-,,,(9)(17)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,,,,,,,,,,,12370,,,,12684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Dohmen Life Science Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,"LSCS Holdings, Inc",,Second Lien Secured Debt,,8.61% (6M L+825),,03/16/26,,19818,,,19487,,,,19099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Emmes Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,"Emmes Blocker, Inc.",,Common Equity - Common Stock,,N/A,,N/A,,306 Shares,,306,,,,313,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,"The Emmes Company, LLC",,First Lien Secured Debt,,"6.59% (6M L+550, 1.00% Floor)",,03/03/25,,12092,,,11950,,,,11729,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,03/03/25,,2449,,,(29),,,,(73),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,,,,,,,,,,,12227,,,,11969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (29),,,Fair Value (1)(30),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,"Genesis Healthcare, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,"Genesis Healthcare, Inc.",,First Lien Secured Debt,,"6.50% (1M L+600, 0.50% Floor)",,03/06/23,,25000,,,24799,,,,24385,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,03/08/23,,60870,,,(423),,,,"(1,671)",,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
