,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
357,,,First Lien Secured Debt - Revolver,,,"SOFR+  650  ,  0.75   Floor",,11/03/28,,,,639,,,,,(  18,,,,,(  16,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,
358,,,,,,,,,,,,,,,,,7777,,,,,7812,,,,,,,,,,,,,,,,,,,,,,,
359,Cerus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Cerus Corporation,,First Lien Secured Debt,,,"SOFR+  545  ,  1.80   Floor",,03/01/28,,,,16500,,,,,16464,,,,,16418,,,(9)(17)(31),,,,,,,,,,,,,,,,,,,,
361,,,First Lien Secured Debt,,,"SOFR+  650  ,  1.00   Floor",,03/01/28,,,,6000,,,,,(  30,,,,,(  30,,,(8)(9)(17)(23),,,,,,,,,,,,,,,,,,,,
362,,,First Lien Secured Debt - Revolver,,,"SOFR+  375  ,  1.00   Floor",,03/01/28,,,,2000,,,,,435,,,,,434,,,(9)(17)(21)(23)  (31),,,,,,,,,,,,,,,,,,,,
363,,,,,,,,,,,,,,,,,16869,,,,,16822,,,,,,,,,,,,,,,,,,,,,,,
364,Industry/Company,,Investment Type,,,Interest Rate,,Maturity Date,,Par/Shares (12),,,Cost (35),,,Fair Value (1)(36),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,CNSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,"CNSI Holdings, LLC",,First Lien Secured Debt,,,"SOFR+  650  ,  0.50   Floor",,12/17/28,,,,17955,,,,,17370,,,,,17327,,,(9)(32),,,,,,,,,,,,,,,,,,,,
367,,,First Lien Secured Debt - Revolver,,,"SOFR+  650  ,  0.50   Floor",,12/17/27,,,,2000,,,,,(  65,,,,,(  70,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,
368,,,,,,,,,,,,,,,,,17305,,,,,17257,,,,,,,,,,,,,,,,,,,,,,,
369,Compass Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,"Roscoe Medical, Inc",,First Lien Secured Debt,,,"SOFR+  625  ,  1.00   Floor",,09/30/24,,,,7525,,,,,7254,,,,,7149,,,(9)(31),,,,,,,,,,,,,,,,,,,,
371,,,First Lien Secured Debt - Revolver,,,"SOFR+  625  ,  1.00   Floor",,09/30/24,,,,1393,,,,,1341,,,,,1323,,,(9)(23)(31),,,,,,,,,,,,,,,,,,,,
372,,,,,,,,,,,,,,,,,8595,,,,,8472,,,,,,,,,,,,,,,,,,,,,,,
373,EmpiRx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,EmpiRx Health LLC,,First Lien Secured Debt,,,"SOFR+  500  ,  1.00   Floor",,08/05/27,,,,8977,,,,,8842,,,,,8910,,,(9)(32),,,,,,,,,,,,,,,,,,,,
375,,,First Lien Secured Debt - Revolver,,,"SOFR+  500  ,  1.00   Floor",,08/05/27,,,,909,,,,,(  13,,,,,(  7,,,(8)(9)(20)(21)  (23),,,,,,,,,,,,,,,,,,,,
376,,,,,,,,,,,,,,,,,8829,,,,,8903,,,,,,,,,,,,,,,,,,,,,,,
377,Forge Biologics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,"Forge Biologics, Inc.",,First Lien Secured Debt,,,"SOFR+  675  ,  0.50   Floor",,12/03/26,,,,26667,,,,,13234,,,,,13245,,,(9)(23)(31),,,,,,,,,,,,,,,,,,,,
379,Gateway Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,"Gateway US Holdings, Inc.",,First Lien Secured Debt,,,"SOFR+  650  ,  0.75   Floor",,09/22/26,,,,9657,,,,,9510,,,,,9448,,,(9)(21)(23)(32),,,,,,,,,,,,,,,,,,,,
381,,,First Lien Secured Debt - Revolver,,,"SOFR+  650  ,  0.75   Floor",,09/22/26,,,,304,,,,,164,,,,,162,,,(9)(21)(23)(32),,,,,,,,,,,,,,,,,,,,
382,,,,,,,,,,,,,,,,,9674,,,,,9610,,,,,,,,,,,,,,,,,,,,,,,
383,Gossamer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,"GB001, Inc.",,First Lien Secured Debt,,,"SOFR+  700  ,  2.00   Floor",,01/01/25,,,,4258,,,,,4264,,,,,4259,,,(9)(17)(31),,,,,,,,,,,,,,,,,,,,
385,,,First Lien Secured Debt,,,"L+  700  ,  2.00   Floor",,01/01/25,,,,24000,,,,,(  77,,,,,0,,,(9)(17)(23),,,,,,,,,,,,,,,,,,,,
386,,,,,,,,,,,,,,,,,4187,,,,,4259,,,,,,,,,,,,,,,,,,,,,,,
387,Health & Safety Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,"HSI HALO Acquisition, Inc.",,First Lien Secured Debt,,,"SOFR+  575  ,  1.00   Floor",,08/31/26,,,,16225,,,,,16046,,,,,15709,,,(9)(31),,,,,,,,,,,,,,,,,,,,
389,,,First Lien Secured Debt,,,"SOFR+  625  ,  1.00   Floor",,08/31/26,,,,2459,,,,,2411,,,,,2411,,,(9)(31),,,,,,,,,,,,,,,,,,,,
390,,,First Lien Secured Debt - Revolver,,,"SOFR+  575  ,  1.00   Floor",,09/02/25,,,,813,,,,,674,,,,,663,,,(9)(21)(23)(31)  (33),,,,,,,,,,,,,,,,,,,,
391,,,Common Equity - Common Stock,,,N/A,,N/A,,,500  Shares,,,,,500,,,,,1462,,,(9)(13),,,,,,,,,,,,,,,,,,,,,
392,"HSI Halo Holdings, LLC",,Common Equity - Common Stock,,,N/A,,N/A,,,104  Shares,,,,,16,,,,,15,,,(9)(24),,,,,,,,,,,,,,,,,,,,,
393,,,Unsecured Debt - Convertible Bond,,,10.00,,09/28/27,,,,33,,,,,33,,,,,31,,,(9),,,,,,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,,,19680,,,,,20291,,,,,,,,,,,,,,,,,,,,,,,
395,IMA Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,"IMA Group Management Company, LLC",,First Lien Secured Debt,,,"L+  500  ,  1.00   Floor",,05/30/24,,,,12576,,,,,12505,,,,,12513,,,(28),,,,,,,,,,,,,,,,,,,,
397,,,First Lien Secured Debt - Revolver,,,"L+  500  ,  1.00   Floor",,05/30/24,,,,289,,,,,173,,,,,172,,,(21)(23)(28),,,,,,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,,,12678,,,,,12685,,,,,,,,,,,,,,,,,,,,,,,
399,Industry/Company,,Investment Type,,,Interest Rate,,Maturity Date,,Par/Shares (12),,,Cost (35),,,Fair Value (1)(36),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,KureSmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,"Clearway Corporation (f/k/a NP/Clearway Holdings, Inc.)",,Common Equity - Common Stock,,,N/A,,N/A,,,133  Shares,,,,,133,,,,,224,,,(9)(13),,,,,,,,,,,,,,,,,,,,,
402,"Kure Pain Holdings, Inc.",,First Lien Secured Debt,,,"SOFR+  600  ,  1.00   Floor",,08/27/25,,,,21436,,,,,21305,,,,,21213,,,(9)(31),,,,,,,,,,,,,,,,,,,,
403,,,First Lien Secured Debt - Revolver,,,"L+  500  ,  1.00   Floor",,08/27/24,,,,2654,,,,,(  16,,,,,(  18,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,
404,,,,,,,,,,,,,,,,,21422,,,,,21419,,,,,,,,,,,,,,,,,,,,,,,
405,LucidHealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,"Premier Imaging, LLC",,First Lien Secured Debt,,,"L+  600  ,  1.00   Floor",,01/02/25,,,,12399,,,,,7982,,,,,7907,,,(9)(21)(23)(26),,,,,,,,,,,,,,,,,,,,
407,Mannkind Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Mannkind Corporation,,First Lien Secured Debt,,,"SOFR+  625  ,  1.00   Floor",,08/01/25,,,,13867,,,,,13814,,,,,13859,,,(9)(31),,,,,,,,,,,,,,,,,,,,
409,,,Common Equity - Common Stock,,,N/A,,N/A,,,"334,226  Shares",,,,,76,,,,,1370,,,(9)(10)(13)(17),,,,,,,,,,,,,,,,,,,,,
410,,,,,,,,,,,,,,,,,13890,,,,,15229,,,,,,,,,,,,,,,,,,,,,,,
411,"Maxor National Pharmacy Services, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,"Maxor National Pharmacy Services, LLC",,First Lien Secured Debt,,,"SOFR+  675  ,  1.00   Floor",,03/01/29,,,,13420,,,,,13020,,,,,13017,,,(9)(33),,,,,,,,,,,,,,,,,,,,
413,,,First Lien Secured Debt - Revolver,,,"SOFR+  675  ,  1.00   Floor",,03/01/29,,,,1530,,,,,873,,,,,872,,,(9)(21)(23)(31)  (33),,,,,,,,,,,,,,,,,,,,
414,"Maxor Topco, L.P.",,Preferred Equity - Preferred Equity,,,N/A,,N/A,,,"50,000  Shares",,,,,50,,,,,50,,,(9)(13)(24),,,,,,,,,,,,,,,,,,,,,
415,,,,,,,,,,,,,,,,,13943,,,,,13939,,,,,,,,,,,,,,,,,,,,,,,
416,Medical Guardian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,"Medical Guardian, LLC",,First Lien Secured Debt,,,"L+  650  ,  1.00   Floor",,10/26/26,,,,35798,,,,,30672,,,,,30742,,,(9)(21)(23)(26),,,,,,,,,,,,,,,,,,,,
418,,,First Lien Secured Debt - Revolver,,,"L+  650  ,  1.00   Floor",,10/26/26,,,,3810,,,,,607,,,,,640,,,(9)(21)(23)(26),,,,,,,,,,,,,,,,,,,,
419,,,,,,,,,,,,,,,,,31279,,,,,31382,,,,,,,,,,,,,,,,,,,,,,,
420,Midwest Vision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,"Midwest Vision Partners Management, LLC",,First Lien Secured Debt,,,"SOFR+  650  ,  1.00   Floor",,01/12/27,,,,24041,,,,,21285,,,,,21022,,,(9)(21)(23)(32),,,,,,,,,,,,,,,,,,,,
422,,,First Lien Secured Debt - Revolver,,,"SOFR+  650  ,  1.00   Floor",,01/12/27,,,,612,,,,,604,,,,,596,,,(9)(23)(32),,,,,,,,,,,,,,,,,,,,
423,,,,,,,,,,,,,,,,,21889,,,,,21618,,,,,,,,,,,,,,,,,,,,,,,
424,Orchard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,Orchard Therapeutics PLC,,First Lien Secured Debt,,,"SOFR+  595  ,  1.00   Floor",,05/28/26,,,,9952,,,,,9932,,,,,9953,,,(9)(17)(31),,,,,,,,,,,,,,,,,,,,
426,Ovation Fertility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,"FPG Services, LLC",,First Lien Secured Debt,,,"L+  550  ,  1.00   Floor",,06/13/25,,,,18879,,,,,14742,,,,,14855,,,(9)(21)(23)(26),,,,,,,,,,,,,,,,,,,,
428,,,First Lien Secured Debt - Revolver,,,P+  450,,06/13/24,,,,632,,,,,625,,,,,629,,,(9)(21)(23)(25),,,,,,,,,,,,,,,,,,,,
429,,,First Lien Secured Debt - Revolver,,,"L+  550  ,  1.00   Floor",,06/13/24,,,,1474,,,,,417,,,,,420,,,(9)(21)(23)(26),,,,,,,,,,,,,,,,,,,,
430,,,,,,,,,,,,,,,,,15784,,,,,15904,,,,,,,,,,,,,,,,,,,,,,,
431,Paragon 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,"Paragon 28, Inc.",,First Lien Secured Debt,,,"SOFR+  600  ,  1.00   Floor",,05/01/26,,,,10000,,,,,7481,,,,,7450,,,(9)(23)(31),,,,,,,,,,,,,,,,,,,,
433,,,First Lien Secured Debt - Revolver,,,"SOFR+  375  ,  1.00   Floor",,05/01/26,,,,2000,,,,,(  9,,,,,(  10,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,
434,,,,,,,,,,,,,,,,,7472,,,,,7440,,,,,,,,,,,,,,,,,,,,,,,
435,Industry/Company,,Investment Type,,,Interest Rate,,Maturity Date,,Par/Shares (12),,,Cost (35),,,Fair Value (1)(36),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,"Partner Therapeutics, Inc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,"Partner Therapeutics, Inc",,Preferred Equity - Preferred Equity,,,N/A,,N/A,,,"55,556  Shares",,,,,333,,,,,629,,,(9)(13),,,,,,,,,,,,,,,,,,,,,
438,,,Warrants - Warrants,,,N/A,,N/A,,,,73,,,,,389,,,,,461,,,(9)(13),,,,,,,,,,,,,,,,,,,,
439,,,,,,,,,,,,,,,,,722,,,,,1090,,,,,,,,,,,,,,,,,,,,,,,
440,PHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,"PHS Buyer, Inc.",,First Lien Secured Debt,,,"SOFR+  600  ,  1.00   Floor",,01/31/27,,,,24862,,,,,24538,,,,,23992,,,(9)(31),,,,,,,,,,,,,,,,,,,,
442,,,First Lien Secured Debt - Revolver,,,"SOFR+  600  ,  1.00   Floor",,01/31/27,,,,2000,,,,,960,,,,,930,,,(9)(21)(23)(31),,,,,,,,,,,,,,,,,,,,
443,,,,,,,,,,,,,,,,,25498,,,,,24922,,,,,,,,,,,,,,,,,,,,,,,
444,RHA Health Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,"Pace Health Companies, LLC",,First Lien Secured Debt,,,"SOFR+  450  ,  1.00   Floor",,08/02/24,,,,3758,,,,,3737,,,,,3739,,,(9)(32),,,,,,,,,,,,,,,,,,,,
446,,,First Lien Secured Debt - Revolver,,,"L+  450  ,  1.00   Floor",,08/02/24,,,,500,,,,,0,,,,,(  3,,,(8)(9)(20)(21)  (23),,,,,,,,,,,,,,,,,,,,
447,,,,,,,,,,,,,,,,,3737,,,,,3736,,,,,,,,,,,,,,,,,,,,,,,
448,Rigel Pharmaceuticals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,"Rigel Pharmaceuticals, Inc.",,First Lien Secured Debt,,,"SOFR+  565  ,  1.50   Floor",,09/01/26,,,,18000,,,,,17996,,,,,17957,,,(9)(31),,,,,,,,,,,,,,,,,,,,
450,"TELA Bio, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,"TELA Bio, Inc.",,First Lien Secured Debt,,,"SOFR+  625  ,  1.00   Floor",,05/01/27,,,,16667,,,,,13277,,,,,13333,,,(9)(23)(31),,,,,,,,,,,,,,,,,,,,
452,TissueTech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,"TissueTech, Inc.",,First Lien Secured Debt,,,"SOFR+  575  ,  1.00   Floor",,04/01/27,,,,17500,,,,,12199,,,,,12250,,,(9)(23)(31),,,,,,,,,,,,,,,,,,,,
454,,,First Lien Secured Debt - Revolver,,,"SOFR+  400  ,  1.00   Floor",,04/01/27,,,,1000,,,,,(  4,,,,,0,,,(9)(21)(23),,,,,,,,,,,,,,,,,,,,
455,,,,,,,,,,,,,,,,,12195,,,,,12250,,,,,,,,,,,,,,,,,,,,,,,
456,Treace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,"Treace Medical Concepts, Inc.",,First Lien Secured Debt,,,"SOFR+  600  ,  1.00   Floor",,04/01/27,,,,35000,,,,,14522,,,,,14408,,,(9)(17)(23)(31),,,,,,,,,,,,,,,,,,,,
458,,,First Lien Secured Debt - Revolver,,,"SOFR+  400  ,  1.00   Floor",,04/01/27,,,,3000,,,,,388,,,,,370,,,(9)(17)(21)(23)  (31),,,,,,,,,,,,,,,,,,,,
459,,,,,,,,,,,,,,,,,14910,,,,,14778,,,,,,,,,,,,,,,,,,,,,,,
460,Unchained Labs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,"Unchained Labs, LLC",,First Lien Secured Debt,,,"SOFR+  550  ,  1.00   Floor",,08/09/27,,,,6718,,,,,4079,,,,,4086,,,(9)(21)(23)(31),,,,,,,,,,,,,,,,,,,,
462,,,First Lien Secured Debt - Revolver,,,"SOFR+  550  ,  1.00   Floor",,08/09/27,,,,726,,,,,(  11,,,,,(  7,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,
463,,,,,,,,,,,,,,,,,4068,,,,,4079,,,,,,,,,,,,,,,,,,,,,,,
464,ViewRay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,ViewRay Inc.,,First Lien Secured Debt,,,P+  350,,11/01/27,,,,12500,,,,,12445,,,,,12438,,,(9)(17)(25),,,,,,,,,,,,,,,,,,,,
466,,,First Lien Secured Debt,,,"L+  350  ,  0.00   Floor",,11/01/27,,,,4167,,,,,(  19,,,,,(  21,,,(8)(9)(17)(23),,,,,,,,,,,,,,,,,,,,
467,,,First Lien Secured Debt - Revolver,,,P+  050,,11/01/27,,,,750,,,,,211,,,,,210,,,(9)(17)(21)(23)  (25),,,,,,,,,,,,,,,,,,,,
468,,,,,,,,,,,,,,,,,12637,,,,,12627,,,,,,,,,,,,,,,,,,,,,,,
469,"WellDyneRx, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,"WelldyneRX, LLC",,First Lien Secured Debt,,,"SOFR+  675  ,  0.75   Floor",,03/09/27,,,,17896,,,,,17586,,,,,17447,,,(9)(32),,,,,,,,,,,,,,,,,,,,
471,,,First Lien Secured Debt - Revolver,,,"SOFR+  675  ,  0.75   Floor",,03/09/26,,,,1923,,,,,(  28,,,,,(  48,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,
472,,,,,,,,,,,,,,,,,17558,,,,,17399,,,,,,,,,,,,,,,,,,,,,,,
473,,,,,,,Total Healthcare & Pharmaceuticals,,,,,451575,,,,,452662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Industry/Company,,Investment Type,,,Interest Rate,,Maturity Date,,Par/Shares (12),,,Cost (35),,,Fair Value (1)(36),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,High Tech Industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,Acronis AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,ACRONIS AG,,First Lien Secured Debt,,,"L+  585  ,  1.00   Floor",,04/01/27,,,,21000,,,,,20944,,,,,21000,,,(9)(17)(26),,,,,,,,,,,,,,,,,,,,
478,American Megatrends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,AMI US Holdings Inc.,,First Lien Secured Debt,,,"SOFR+  525  ,  1.00   Floor",,04/01/25,,,,21209,,,,,21056,,,,,21103,,,(9)(31),,,,,,,,,,,,,,,,,,,,
480,,,First Lien Secured Debt - Revolver,,,"SOFR+  525  ,  0.00   Floor",,04/01/24,,,,2907,,,,,(  12,,,,,0,,,(9)(21)(23),,,,,,,,,,,,,,,,,,,,
481,,,,,,,,,,,,,,,,,21044,,,,,21103,,,,,,,,,,,,,,,,,,,,,,,
482,BarTender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,Sigma Buyer LLC,,First Lien Secured Debt,,,"SOFR+  675  ,  0.75   Floor",,01/04/28,,,,6000,,,,,5825,,,,,5820,,,(9)(33),,,,,,,,,,,,,,,,,,,,
484,,,First Lien Secured Debt - Revolver,,,"SOFR+  675  ,  0.75   Floor",,01/04/28,,,,1500,,,,,(  43,,,,,(  45,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,
485,,,,,,,,,,,,,,,,,5782,,,,,5775,,,,,,,,,,,,,,,,,,,,,,,
486,"Calero Holdings, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,"Telesoft Holdings, LLC",,First Lien Secured Debt,,,"L+  575  ,  1.00   Floor",,12/16/25,,,,22045,,,,,21813,,,,,21644,,,(26)(28),,,,,,,,,,,,,,,,,,,,
488,,,First Lien Secured Debt - Revolver,,,"L+  575  ,  1.00   Floor",,12/16/25,,,,2273,,,,,204,,,,,185,,,(21)(23)(26),,,,,,,,,,,,,,,,,,,,
489,,,,,,,,,,,,,,,,,22017,,,,,21829,,,,,,,,,,,,,,,,,,,,,,,
490,ChyronHego Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,ChyronHego Corporation (5),,First Lien Secured Debt,,,"SOFR+  350  Cash plus  1.50   PIK,  1.75   Floor",,12/31/24,,,,86581,,,,,86490,,,,,86581,,,(32),,,,,,,,,,,,,,,,,,,,
492,,,First Lien Secured Debt,,,"SOFR+  1025  PIK,  1.75   Floor",,12/31/24,,,,2866,,,,,2806,,,,,2866,,,(32),,,,,,,,,,,,,,,,,,,,
493,,,First Lien Secured Debt,,,"SOFR+  650  Cash plus  1.50   PIK,  1.00   Floor",,12/31/24,,,,2019,,,,,1915,,,,,2019,,,(32),,,,,,,,,,,,,,,,,,,,
494,,,First Lien Secured Debt - Revolver,,,"SOFR+  500  ,  1.75   Floor",,12/31/24,,,,10000,,,,,8945,,,,,8956,,,(21)(23)(32),,,,,,,,,,,,,,,,,,,,
495,,,Preferred Equity - Preferred Equity,,,N/A,,N/A,,,"7,800  Shares",,,,,6000,,,,,23390,,,(13)(24),,,,,,,,,,,,,,,,,,,,,
496,ChyronHego US Holding Corporation (5),,First Lien Secured Debt,,,"SOFR+  950  ,  1.75   Floor",,12/31/24,,,,5000,,,,,2911,,,,,3010,,,(23)(32),,,,,,,,,,,,,,,,,,,,
497,,,,,,,,,,,,,,,,,109067,,,,,126822,,,,,,,,,,,,,,,,,,,,,,,
498,Dairy.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Momentx Corporation,,First Lien Secured Debt,,,"SOFR+  575  ,  1.00   Floor",,06/24/27,,,,15162,,,,,14936,,,,,14851,,,(9)(32),,,,,,,,,,,,,,,,,,,,
500,,,First Lien Secured Debt,,,"SOFR+  625  ,  1.00   Floor",,06/24/27,,,,1367,,,,,1339,,,,,1361,,,(9)(32),,,,,,,,,,,,,,,,,,,,
501,,,First Lien Secured Debt - Revolver,,,"SOFR+  575  ,  1.00   Floor",,06/24/27,,,,1257,,,,,(  18,,,,,(  27,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,
502,,,,,,,,,,,,,,,,,16257,,,,,16185,,,,,,,,,,,,,,,,,,,,,,,
503,Digital.ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,"Digital.ai Software Holdings, Inc.",,First Lien Secured Debt,,,"SOFR+  700  ,  1.00   Floor",,02/10/27,,,,22129,,,,,21709,,,,,21576,,,(9)(32),,,,,,,,,,,,,,,,,,,,
505,,,First Lien Secured Debt - Revolver,,,"SOFR+  650  ,  1.00   Floor",,02/10/27,,,,2419,,,,,518,,,,,492,,,(9)(21)(23)(32),,,,,,,,,,,,,,,,,,,,
506,,,,,,,,,,,,,,,,,22227,,,,,22068,,,,,,,,,,,,,,,,,,,,,,,
507,GoHealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,"Norvax, LLC",,First Lien Secured Debt - Revolver,,,"L+  650  ,  1.00   Floor",,09/13/24,,,,3182,,,,,(  23,,,,,0,,,(9)(21)(23),,,,,,,,,,,,,,,,,,,,
509,"International Cruise & Excursion Gallery, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,"International Cruise & Excursion Gallery, Inc.",,First Lien Secured Debt,,,"SOFR+  535  ,  1.00   Floor",,06/06/25,,,,14288,,,,,14197,,,,,13802,,,(31),,,,,,,,,,,,,,,,,,,,
511,Industry/Company,,Investment Type,,,Interest Rate,,Maturity Date,,Par/Shares (12),,,Cost (35),,,Fair Value (1)(36),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,Litify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,Litify Holdings Inc.,,Common Equity - Common Stock,,,N/A,,N/A,,,"83,330  Shares",,,,,83,,,,,83,,,(9)(13)(24),,,,,,,,,,,,,,,,,,,,,
514,Litify LLC,,First Lien Secured Debt,,,"SOFR+  725  ,  1.00   Floor",,02/03/29,,,,11667,,,,,11328,,,,,11317,,,(9)(32),,,,,,,,,,,,,,,,,,,,
515,,,First Lien Secured Debt - Revolver,,,"SOFR+  725  ,  1.00   Floor",,02/03/29,,,,833,,,,,(  24,,,,,(  25,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,
516,,,,,,,,,,,,,,,,,11387,,,,,11375,,,,,,,,,,,,,,,,,,,,,,,
517,Modern Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,"Destiny Solutions U.S., Inc.",,First Lien Secured Debt,,,"L+  575  ,  1.00   Floor",,06/08/26,,,,25573,,,,,25139,,,,,25062,,,(19)(26),,,,,,,,,,,,,,,,,,,,
519,"RMCF IV CIV XXXV, L.P.",,Common Equity - Common Stock,,,N/A,,N/A,,,482  Shares,,,,,1000,,,,,1571,,,(13),,,,,,,,,,,,,,,,,,,,,
520,,,,,,,,,,,,,,,,,26139,,,,,26633,,,,,,,,,,,,,,,,,,,,,,,
521,MYCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,Magnate Holding Corp.,,First Lien Secured Debt,,,"SOFR+  600  ,  0.50   Floor",,12/16/24,,,,18998,,,,,18937,,,,,18821,,,(9)(17)(32),,,,,,,,,,,,,,,,,,,,
523,,,First Lien Secured Debt - Revolver,,,"SOFR+  600  ,  0.50   Floor",,12/14/23,,,,3150,,,,,3141,,,,,3124,,,(9)(17)(23)(32),,,,,,,,,,,,,,,,,,,,
524,,,,,,,,,,,,,,,,,22078,,,,,21945,,,,,,,,,,,,,,,,,,,,,,,
525,"New Era Technology, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,"New Era Technology, Inc.",,First Lien Secured Debt,,,"L+  625  ,  1.00   Floor",,10/31/26,,,,32870,,,,,31707,,,,,31422,,,(9)(21)(23)(28),,,,,,,,,,,,,,,,,,,,
527,,,First Lien Secured Debt - Revolver,,,"L+  625  ,  1.00   Floor",,10/30/26,,,,1732,,,,,1274,,,,,1260,,,(9)(21)(23)(28),,,,,,,,,,,,,,,,,,,,
528,,,,,,,,,,,,,,,,,32981,,,,,32682,,,,,,,,,,,,,,,,,,,,,,,
529,Pro Vigil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,"Pro-Vigil Holding Company, LLC",,First Lien Secured Debt,,,"SOFR+  850  ,  1.00   Floor",,01/11/25,,,,23095,,,,,17770,,,,,17997,,,(9)(21)(23)(32)  (33),,,,,,,,,,,,,,,,,,,,
531,Schlesinger Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
