,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
222,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 9/10/2019)(3)(4)(30)",49884,"Revolving Line of Credit – $5,000 Commitment (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 9/10/2016)(4)(30)(33)",49884,1000,49884,% of Net Assets,1.5%,0.6%,0.6%,1000.0,,-%,,,,,,,
223,"Senior Secured Term Loan B (13.50% (LIBOR + 12.50% with 1.00% LIBOR floor), due 9/10/2019)(3)(4)(30)",59389,"Revolving Line of Credit – $5,000 Commitment (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 9/10/2016)(4)(30)(33)",59389,1000,59337,% of Net Assets,1.7%,0.6%,0.6%,1000.0,,-%,,,,,,,
224,"Senior Secured Term Loan B (13.50% (LIBOR + 12.50% with 1.00% LIBOR floor), due 9/10/2019)(3)(4)(30)",59389,"Revolving Line of Credit – $5,000 Commitment (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 9/10/2016)(4)(30)(33)",59389,110273,59337,110221,1.7%,3.2%,0.6%,1000.0,,-%,,,,,,,
225,Pacific World Corporation,California / Personal & Nondurable Consumer Products,"Revolving Line of Credit – $15,000 Commitment (8.00% (LIBOR + 7.00% with 1.00% LIBOR floor), due 9/26/2020)(4)(31)(33)",2500,110273,2500,110221,2500,3.2%,0.1%,1000.0,,-%,,,,,,,
226,"Senior Secured Term Loan A (6.00% (LIBOR + 5.00% with 1.00% LIBOR floor), due 9/26/2020)(4)(31)",98250,"Revolving Line of Credit – $15,000 Commitment (8.00% (LIBOR + 7.00% with 1.00% LIBOR floor), due 9/26/2020)(4)(31)(33)",98250,110273,90349,110221,2.6%,3.2%,0.1%,1000.0,,-%,,,,,,,
227,"Senior Secured Term Loan B (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/26/2020)(3)(4)(31)",98250,"Revolving Line of Credit – $15,000 Commitment (8.00% (LIBOR + 7.00% with 1.00% LIBOR floor), due 9/26/2020)(4)(31)(33)",98250,110273,72714,110221,2.1%,3.2%,0.1%,1000.0,,-%,,,,,,,
228,"Senior Secured Term Loan B (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/26/2020)(3)(4)(31)",98250,"Revolving Line of Credit – $15,000 Commitment (8.00% (LIBOR + 7.00% with 1.00% LIBOR floor), due 9/26/2020)(4)(31)(33)",98250,199000,72714,165563,2.1%,4.8%,0.1%,1000.0,,-%,,,,,,,
229,"Pelican Products, Inc.",California / Durable Consumer Products,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 4/9/2021)(4)(27)(30)",17500,199000,17486,165563,16319,4.8%,0.5%,1000.0,,-%,,,,,,,
230,"Pelican Products, Inc.",California / Durable Consumer Products,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 4/9/2021)(4)(27)(30)",17500,17486,17486,16319,16319,0.5%,0.5%,1000.0,,-%,,,,,,,
231,"PeopleConnect Intermediate, LLC (f/k/a Intelius, Inc.)",Washington / Software & Computer Services,"Revolving Line of Credit – $1,500 Commitment (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 7/1/2016)(4)(30)(33)",-,17486,-,16319,-,0.5%,-%,1000.0,,-%,,,,,,,
232,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 7/1/2020)(3)(4)(30)",21142,"Revolving Line of Credit – $1,500 Commitment (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 7/1/2016)(4)(30)(33)",21142,17486,20848,16319,0.6%,0.5%,-%,1000.0,,-%,,,,,,,
233,"Senior Secured Term Loan B (12.50% (LIBOR + 11.50% with 1.00% LIBOR floor), due 7/1/2020)(3)(4)(30)",21321,"Revolving Line of Credit – $1,500 Commitment (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 7/1/2016)(4)(30)(33)",21321,17486,20872,16319,0.6%,0.5%,-%,1000.0,,-%,,,,,,,
234,"Senior Secured Term Loan B (12.50% (LIBOR + 11.50% with 1.00% LIBOR floor), due 7/1/2020)(3)(4)(30)",21321,"Revolving Line of Credit – $1,500 Commitment (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 7/1/2016)(4)(30)(33)",21321,42463,20872,41720,0.6%,1.2%,-%,1000.0,,-%,,,,,,,
235,"PGX Holdings, Inc.(39)",Utah / Consumer Services,"Second Lien Term Loan (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/29/2021)(3)(4)(31)(28)",135000,42463,135000,41720,135000,1.2%,3.9%,1000.0,,-%,,,,,,,
236,"PGX Holdings, Inc.(39)",Utah / Consumer Services,"Second Lien Term Loan (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/29/2021)(3)(4)(31)(28)",135000,135000,135000,135000,135000,3.9%,3.9%,1000.0,,-%,,,,,,,
237,Photonis Technologies SAS,France / Aerospace & Defense,"First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)(4)(27)(30)(32)",10255,135000,10072,135000,9388,3.9%,0.3%,1000.0,,-%,,,,,,,
238,Photonis Technologies SAS,France / Aerospace & Defense,"First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)(4)(27)(30)(32)",10255,10072,10072,9388,9388,0.3%,0.3%,1000.0,,-%,,,,,,,
239,Pinnacle (US) Acquisition Co. Limited,Texas / Software & Computer Services,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 8/3/2020)(4)(27)(30)",7037,10072,6910,9388,5406,0.3%,0.2%,1000.0,,-%,,,,,,,
240,Pinnacle (US) Acquisition Co. Limited,Texas / Software & Computer Services,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 8/3/2020)(4)(27)(30)",7037,6910,6910,5406,5406,0.2%,0.2%,1000.0,,-%,,,,,,,
241,"PlayPower, Inc.",North Carolina / Durable Consumer Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 6/23/2022)(3)(4)(27)(30)",11000,6910,10850,5406,10824,0.2%,0.3%,1000.0,,-%,,,,,,,
242,"PlayPower, Inc.",North Carolina / Durable Consumer Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 6/23/2022)(3)(4)(27)(30)",11000,10850,10850,10824,10824,0.3%,0.3%,1000.0,,-%,,,,,,,
243,"Prime Security Services Borrower, LLC",Illinois / Consumer Services,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 7/1/2022)(4)(27)(30)",10000,10850,9864,10824,9864,0.3%,0.3%,1000.0,,-%,,,,,,,
244,"Prime Security Services Borrower, LLC",Illinois / Consumer Services,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 7/1/2022)(4)(27)(30)",10000,9864,9864,9864,9864,0.3%,0.3%,1000.0,,-%,,,,,,,
245,"PrimeSport, Inc.","Georgia / Hotels, Restaurants & Leisure","Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(4)(30)",53837,9864,53837,9864,53466,0.3%,1.6%,1000.0,,-%,,,,,,,
246,"Senior Secured Term Loan B (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(4)(30)",74500,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(4)(30)",74500,9864,74500,9864,2.1%,0.3%,1.6%,1000.0,,-%,,,,,,,
247,"Senior Secured Term Loan B (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(4)(30)",74500,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(4)(30)",74500,128337,74500,127966,2.1%,3.7%,1.6%,1000.0,,-%,,,,,,,
248,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,2.1%,3.7%,1.6%,1000.0,,-%,,,,,,,
249,Prince Mineral Holding Corp.,New York / Metal Services & Minerals,"Senior Secured Term Loan (11.50%, due 12/15/2019)(27)",Principal Value,10000,Fair  Value(2),% of Net Assets,9929,3.7%,1.6%,8204.0,,0.2%,,,,,,,
250,Prince Mineral Holding Corp.,New York / Metal Services & Minerals,"Senior Secured Term Loan (11.50%, due 12/15/2019)(27)",Principal Value,9929,Fair  Value(2),8204,9929,0.2%,1.6%,8204.0,,0.2%,,,,,,,
251,"Rocket Software, Inc.",Massachusetts / Software & Computer Services,"Second Lien Term Loan (10.25% (LIBOR + 8.75% with 1.50% LIBOR floor), due 2/8/2019)(3)(4)(27)(30)",20000,9929,19840,8204,20000,0.2%,0.6%,8204.0,,0.2%,,,,,,,
252,"Rocket Software, Inc.",Massachusetts / Software & Computer Services,"Second Lien Term Loan (10.25% (LIBOR + 8.75% with 1.50% LIBOR floor), due 2/8/2019)(3)(4)(27)(30)",20000,19840,19840,20000,20000,0.6%,0.6%,8204.0,,0.2%,,,,,,,
253,"Royal Holdings, Inc.",Indiana / Chemicals,"Second Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 6/19/2023)(4)(27)(30)",5000,19840,4966,20000,4707,0.6%,0.1%,8204.0,,0.2%,,,,,,,
254,"Royal Holdings, Inc.",Indiana / Chemicals,"Second Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 6/19/2023)(4)(27)(30)",5000,4966,4966,4707,4707,0.1%,0.1%,8204.0,,0.2%,,,,,,,
255,"SCS Merger Sub, Inc. (Sirius)",Texas / Software & Computer Services,"Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/30/2023)(3)(4)(27)(31)",20000,4966,19438,4707,19438,0.1%,0.6%,8204.0,,0.2%,,,,,,,
256,"SCS Merger Sub, Inc. (Sirius)",Texas / Software & Computer Services,"Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/30/2023)(3)(4)(27)(31)",20000,19438,19438,19438,19438,0.6%,0.6%,8204.0,,0.2%,,,,,,,
257,"Security Alarm Financing Enterprises, L.P.(44)",California / Consumer Services,"Subordinated Unsecured Notes (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 12/19/2020)(4)(31)",25000,19438,25000,19438,22717,0.6%,0.7%,8204.0,,0.2%,,,,,,,
258,"Security Alarm Financing Enterprises, L.P.(44)",California / Consumer Services,"Subordinated Unsecured Notes (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 12/19/2020)(4)(31)",25000,25000,25000,22717,22717,0.7%,0.7%,8204.0,,0.2%,,,,,,,
259,SESAC Holdco II LLC,Tennessee / Media,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 4/22/2021)(3)(4)(27)(30)",10000,25000,9872,22717,9871,0.7%,0.3%,8204.0,,0.2%,,,,,,,
260,SESAC Holdco II LLC,Tennessee / Media,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 4/22/2021)(3)(4)(27)(30)",10000,9872,9872,9871,9871,0.3%,0.3%,8204.0,,0.2%,,,,,,,
261,SITEL Worldwide Corporation,Tennessee / Business Services,"Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 9/18/2022)(4)(27)(30)",16000,9872,15703,9871,15220,0.3%,0.4%,8204.0,,0.2%,,,,,,,
262,SITEL Worldwide Corporation,Tennessee / Business Services,"Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 9/18/2022)(4)(27)(30)",16000,15703,15703,15220,15220,0.4%,0.4%,8204.0,,0.2%,,,,,,,
263,Small Business Whole Loan Portfolio,Various / Online Lending,"908 small business loans purchased from On Deck Capital, Inc.(38)",20015,15703,20015,15220,20383,0.4%,0.6%,8204.0,,0.2%,,,,,,,
264,"Subordinated Notes (Residual Interest, current yield -4.01%) in MarketPlace Loan Trust, Series 2015-OD2(32)",-,"908 small business loans purchased from On Deck Capital, Inc.(38)",719,15703,391,15220,-%,0.4%,0.6%,8204.0,,0.2%,,,,,,,
265,"Subordinated Notes (Residual Interest, current yield -4.01%) in MarketPlace Loan Trust, Series 2015-OD2(32)",-,"908 small business loans purchased from On Deck Capital, Inc.(38)",719,20734,391,20774,-%,0.6%,0.6%,8204.0,,0.2%,,,,,,,
266,"Spartan Energy Services, Inc.",Louisiana / Oil & Gas Services,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 12/28/2017)(4)(31)",13156,20734,13156,20774,10257,0.6%,0.3%,8204.0,,0.2%,,,,,,,
267,"Senior Secured Term Loan B (11.00% (LIBOR + 10.00% with 1.00% LIBOR floor), due 12/28/2017)(4)(31)",13669,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 12/28/2017)(4)(31)",13669,20734,-,20774,-%,0.6%,0.3%,8204.0,,0.2%,,,,,,,
268,"Senior Secured Term Loan B (11.00% (LIBOR + 10.00% with 1.00% LIBOR floor), due 12/28/2017)(4)(31)",13669,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 12/28/2017)(4)(31)",13669,26825,-,10257,-%,0.3%,0.3%,8204.0,,0.2%,,,,,,,
269,Speedy Group Holdings Corp.,Canada / Consumer Finance,"Senior Unsecured Notes (12.00%, due 11/15/2017)(27)(29)(32)",15000,26825,15000,10257,10244,0.3%,0.3%,8204.0,,0.2%,,,,,,,
270,Speedy Group Holdings Corp.,Canada / Consumer Finance,"Senior Unsecured Notes (12.00%, due 11/15/2017)(27)(29)(32)",15000,15000,15000,10244,10244,0.3%,0.3%,8204.0,,0.2%,,,,,,,
271,"Stryker Energy, LLC",Ohio / Oil & Gas Production,Overriding Royalty Interests(18),-,15000,-,10244,-,0.3%,-%,8204.0,,0.2%,,,,,,,
272,"Stryker Energy, LLC",Ohio / Oil & Gas Production,Overriding Royalty Interests(18),-,-,-,-,-,-%,-%,8204.0,,0.2%,,,,,,,
273,Sudbury Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.21%)(24)(32)",28200,-,21090,-,17155,-%,0.5%,8204.0,,0.2%,,,,,,,
274,Sudbury Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.21%)(24)(32)",28200,21090,21090,17155,17155,0.5%,0.5%,8204.0,,0.2%,,,,,,,
275,Symphony CLO IX Ltd.,Cayman Islands / Structured Finance,"Preference Shares (Residual Interest, current yield 14.27%)(24)(32)",45500,21090,33187,17155,30045,0.5%,0.9%,8204.0,,0.2%,,,,,,,
276,Symphony CLO IX Ltd.,Cayman Islands / Structured Finance,"Preference Shares (Residual Interest, current yield 14.27%)(24)(32)",45500,33187,33187,30045,30045,0.9%,0.9%,8204.0,,0.2%,,,,,,,
277,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,30045,0.9%,0.9%,8204.0,,0.2%,,,,,,,
278,Symphony CLO XIV Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.41%)(24)(25)(32)",Principal Value,49250,Fair  Value(2),% of Net Assets,40217,0.9%,0.9%,34520.0,,1.0%,,,,,,,
279,Symphony CLO XIV Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.41%)(24)(25)(32)",Principal Value,40217,Fair  Value(2),34520,40217,1.0%,0.9%,34520.0,,1.0%,,,,,,,
280,"Symphony CLO XV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.40%)(24)(32)",50250,40217,44797,34520,38389,1.0%,1.1%,34520.0,,1.0%,,,,,,,
281,"Symphony CLO XV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.40%)(24)(32)",50250,44797,44797,38389,38389,1.1%,1.1%,34520.0,,1.0%,,,,,,,
282,"System One Holdings, LLC",Pennsylvania / Business Services,"Senior Secured Term Loan (11.25% (LIBOR + 10.50% with 0.75% LIBOR floor), due 11/17/2020)(3)(4)(31)",104553,44797,104553,38389,104553,1.1%,3.1%,34520.0,,1.0%,,,,,,,
283,"System One Holdings, LLC",Pennsylvania / Business Services,"Senior Secured Term Loan (11.25% (LIBOR + 10.50% with 0.75% LIBOR floor), due 11/17/2020)(3)(4)(31)",104553,104553,104553,104553,104553,3.1%,3.1%,34520.0,,1.0%,,,,,,,
284,"TouchTunes Interactive Networks, Inc.",New York / Media,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 5/29/2022)(4)(27)(30)",5000,104553,4933,104553,4906,3.1%,0.1%,34520.0,,1.0%,,,,,,,
285,"TouchTunes Interactive Networks, Inc.",New York / Media,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 5/29/2022)(4)(27)(30)",5000,4933,4933,4906,4906,0.1%,0.1%,34520.0,,1.0%,,,,,,,
286,Traeger Pellet Grills LLC,Oregon / Durable Consumer Products,"Senior Secured Term Loan A (6.50% (LIBOR + 4.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(4)(30)",34800,4933,34800,4906,34103,0.1%,1.0%,34520.0,,1.0%,,,,,,,
287,"Senior Secured Term Loan B (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(4)(30)",36600,"Senior Secured Term Loan A (6.50% (LIBOR + 4.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(4)(30)",36600,4933,35933,4906,1.0%,0.1%,1.0%,34520.0,,1.0%,,,,,,,
288,"Senior Secured Term Loan B (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(4)(30)",36600,"Senior Secured Term Loan A (6.50% (LIBOR + 4.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(4)(30)",36600,71400,35933,70036,1.0%,2.0%,1.0%,34520.0,,1.0%,,,,,,,
289,"Transaction Network Services, Inc.",Virginia / Telecommunication Services,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 8/14/2020)(4)(27)(30)",4410,71400,4391,70036,4296,2.0%,0.1%,34520.0,,1.0%,,,,,,,
290,"Transaction Network Services, Inc.",Virginia / Telecommunication Services,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 8/14/2020)(4)(27)(30)",4410,4391,4391,4296,4296,0.1%,0.1%,34520.0,,1.0%,,,,,,,
291,"Trinity Services Group, Inc.(35)",Florida / Food Products,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 8/13/2019)(4)(35)",9676,4391,9676,4296,9676,0.1%,0.3%,34520.0,,1.0%,,,,,,,
292,"Senior Secured Term Loan B (11.50% (LIBOR + 10.50% with 1.00% LIBOR floor), due 8/13/2019)(3)(4)(35)",100000,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 8/13/2019)(4)(35)",100000,4391,100000,4296,2.9%,0.1%,0.3%,34520.0,,1.0%,,,,,,,
293,"Senior Secured Term Loan B (11.50% (LIBOR + 10.50% with 1.00% LIBOR floor), due 8/13/2019)(3)(4)(35)",100000,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 8/13/2019)(4)(35)",100000,109676,100000,109676,2.9%,3.2%,0.3%,34520.0,,1.0%,,,,,,,
294,"United Sporting Companies, Inc.(5)",South Carolina / Durable Consumer Products,"Second Lien Term Loan (12.75% (LIBOR + 11.00% with 1.75% LIBOR floor), due 5/16/2018)(3)(4)(5)(31)",140847,109676,140847,109676,137751,3.2%,4.0%,34520.0,,1.0%,,,,,,,
295,"United Sporting Companies, Inc.(5)",South Carolina / Durable Consumer Products,"Second Lien Term Loan (12.75% (LIBOR + 11.00% with 1.75% LIBOR floor), due 5/16/2018)(3)(4)(5)(31)",140847,140847,140847,137751,137751,4.0%,4.0%,34520.0,,1.0%,,,,,,,
296,"United States Environmental Services, LLC",Texas / Commercial Services,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 3/31/2019)(3)(4)(30)",22950,140847,22950,137751,20752,4.0%,0.6%,34520.0,,1.0%,,,,,,,
297,"Senior Secured Term Loan B (13.50% (LIBOR + 12.50% with 1.00% LIBOR floor), due 3/31/2019)(3)(4)(30)",36000,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 3/31/2019)(3)(4)(30)",36000,140847,31619,137751,0.9%,4.0%,0.6%,34520.0,,1.0%,,,,,,,
298,"Senior Secured Term Loan B (13.50% (LIBOR + 12.50% with 1.00% LIBOR floor), due 3/31/2019)(3)(4)(30)",36000,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 3/31/2019)(3)(4)(30)",36000,58950,31619,52371,0.9%,1.5%,0.6%,34520.0,,1.0%,,,,,,,
299,"Universal Fiber Systems, LLC(5)","Virginia / Textiles, Apparel & Luxury Goods","Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/02/2022)(3)(4)(27)(31)",37000,58950,36314,52371,36314,1.5%,1.1%,34520.0,,1.0%,,,,,,,
300,"Universal Fiber Systems, LLC(5)","Virginia / Textiles, Apparel & Luxury Goods","Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/02/2022)(3)(4)(27)(31)",37000,36314,36314,36314,36314,1.1%,1.1%,34520.0,,1.0%,,,,,,,
301,"USG Intermediate, LLC",Texas / Durable Consumer Products,"Revolving Line of Credit – $2,500 Commitment (10.75% (LIBOR + 9.75% with 1.00% LIBOR floor), due 4/15/2016)(4)(31)(33)",1000,36314,1000,36314,1000,1.1%,-%,34520.0,,1.0%,,,,,,,
302,"Senior Secured Term Loan A (8.25% (LIBOR + 7.25% with 1.00% LIBOR floor), due 4/15/2020)(3)(4)(31)",17359,"Revolving Line of Credit – $2,500 Commitment (10.75% (LIBOR + 9.75% with 1.00% LIBOR floor), due 4/15/2016)(4)(31)(33)",17359,36314,17178,36314,0.5%,1.1%,-%,34520.0,,1.0%,,,,,,,
303,"Senior Secured Term Loan B (13.25% (LIBOR + 12.25% with 1.00% LIBOR floor), due 4/15/2020)(3)(4)(31)",20140,"Revolving Line of Credit – $2,500 Commitment (10.75% (LIBOR + 9.75% with 1.00% LIBOR floor), due 4/15/2016)(4)(31)(33)",20140,36314,19154,36314,0.6%,1.1%,-%,34520.0,,1.0%,,,,,,,
304,Equity,-,"Revolving Line of Credit – $2,500 Commitment (10.75% (LIBOR + 9.75% with 1.00% LIBOR floor), due 4/15/2016)(4)(31)(33)",1,36314,-,36314,-%,1.1%,-%,34520.0,,1.0%,,,,,,,
305,Equity,-,"Revolving Line of Credit – $2,500 Commitment (10.75% (LIBOR + 9.75% with 1.00% LIBOR floor), due 4/15/2016)(4)(31)(33)",1,38500,-,37332,-%,1.1%,-%,34520.0,,1.0%,,,,,,,
306,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,-%,1.1%,-%,34520.0,,1.0%,,,,,,,
307,Venio LLC,Pennsylvania / Business Services,"Second Lien Term Loan (12.00% (LIBOR + 9.50% with 2.50% LIBOR floor) plus 2.00% default interest, in non-accrual status effective 12/31/15, due 2/19/2020)(4)(30)",Principal Value,17000,Fair  Value(2),% of Net Assets,17000,1.1%,-%,12911.0,,0.4%,,,,,,,
308,Venio LLC,Pennsylvania / Business Services,"Second Lien Term Loan (12.00% (LIBOR + 9.50% with 2.50% LIBOR floor) plus 2.00% default interest, in non-accrual status effective 12/31/15, due 2/19/2020)(4)(30)",Principal Value,17000,Fair  Value(2),12911,17000,0.4%,-%,12911.0,,0.4%,,,,,,,
309,"Voya CLO 2012-2, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 18.83%)(24)(32)",38070,17000,28421,12911,28165,0.4%,0.8%,12911.0,,0.4%,,,,,,,
310,"Voya CLO 2012-2, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 18.83%)(24)(32)",38070,28421,28421,28165,28165,0.8%,0.8%,12911.0,,0.4%,,,,,,,
311,"Voya CLO 2012-3, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 18.55%)(24)(32)",46632,28421,34930,28165,33437,0.8%,1.0%,12911.0,,0.4%,,,,,,,
312,"Voya CLO 2012-3, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 18.55%)(24)(32)",46632,34930,34930,33437,33437,1.0%,1.0%,12911.0,,0.4%,,,,,,,
313,"Voya CLO 2012-4, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 18.72%)(24)(32)",40613,34930,30957,33437,30768,1.0%,0.9%,12911.0,,0.4%,,,,,,,
314,"Voya CLO 2012-4, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 18.72%)(24)(32)",40613,30957,30957,30768,30768,0.9%,0.9%,12911.0,,0.4%,,,,,,,
315,"Voya CLO 2014-1, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.90%)(24)(25)(32)",32383,30957,26505,30768,25561,0.9%,0.7%,12911.0,,0.4%,,,,,,,
316,"Voya CLO 2014-1, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.90%)(24)(25)(32)",32383,26505,26505,25561,25561,0.7%,0.7%,12911.0,,0.4%,,,,,,,
317,Washington Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.56%)(24)(25)(32)",22600,26505,18718,25561,14687,0.7%,0.4%,12911.0,,0.4%,,,,,,,
318,Washington Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.56%)(24)(25)(32)",22600,18718,18718,14687,14687,0.4%,0.4%,12911.0,,0.4%,,,,,,,
319,"Water Pik, Inc.",Colorado / Personal & Nondurable Consumer Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 1/8/2021)(4)(27)(30)",15439,18718,15078,14687,14746,0.4%,0.4%,12911.0,,0.4%,,,,,,,
320,"Water Pik, Inc.",Colorado / Personal & Nondurable Consumer Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 1/8/2021)(4)(27)(30)",15439,15078,15078,14746,14746,0.4%,0.4%,12911.0,,0.4%,,,,,,,
321,"Wheel Pros, LLC",Colorado / Business Services,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(4)(30)",12000,15078,12000,14746,11998,0.4%,0.3%,12911.0,,0.4%,,,,,,,
322,"Subordinated Secured (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(4)(30)",5460,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(4)(30)",5460,15078,5460,14746,0.2%,0.4%,0.3%,12911.0,,0.4%,,,,,,,
