,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
395,Auto Components,-,,25430,,-,,-,,-,,-,,25430,,,,,,,
396,Building Products,-,,19836,,-,,-,,-,,-,,19836,,,,,,,
397,Capital Markets,-,,25079,,-,,-,,-,,-,,25079,,,,,,,
398,Commercial Services & Supplies,60399,,164089,,-,,-,,-,,-,,224488,,,,,,,
399,Communications Equipment,-,,50497,,-,,-,,-,,-,,50497,,,,,,,
400,Consumer Finance,17778,,-,,-,,-,,-,,-,,17778,,,,,,,
401,Distributors,173274,,-,,-,,-,,-,,-,,173274,,,,,,,
402,Diversified Consumer Services,-,,100091,,-,,-,,-,,-,,100091,,,,,,,
403,Diversified Telecommunication Services,-,,26296,,-,,-,,-,,-,,26296,,,,,,,
404,"Electronic Equipment, Instruments & Components",12736,,-,,-,,-,,-,,-,,12736,,,,,,,
405,Energy Equipment & Services,33528,,-,,-,,-,,-,,-,,33528,,,,,,,
406,Entertainment,20577,,21893,,-,,-,,-,,-,,42470,,,,,,,
407,Food Products,-,,34719,,-,,-,,-,,-,,34719,,,,,,,
408,Health Care Equipment & Supplies,34510,,7468,,-,,-,,-,,-,,41978,,,,,,,
409,Health Care Providers & Services,135270,,96258,,-,,-,,-,,-,,231528,,,,,,,
410,"Hotels, Restaurants & Leisure",28363,,7484,,-,,-,,-,,-,,35847,,,,,,,
411,Household Durables,16056,,24102,,-,,-,,-,,-,,40158,,,,,,,
412,Household Products,24750,,-,,-,,-,,-,,-,,24750,,,,,,,
413,Insurance,-,,2988,,-,,-,,-,,-,,2988,,,,,,,
414,Interactive Media & Services,48181,,-,,-,,-,,-,,-,,48181,,,,,,,
415,IT Services,272303,,31148,,-,,-,,-,,-,,303451,,,,,,,
416,Leisure Products,29319,,10922,,-,,-,,-,,1,,40242,,,,,,,
417,Media,95135,,35000,,-,,-,,-,,-,,130135,,,,,,,
418,Paper & Forest Products,-,,11353,,-,,-,,-,,-,,11353,,,,,,,
419,Professional Services,118684,,68358,,-,,-,,-,,-,,187042,,,,,,,
420,Real Estate Management & Development,41160,,-,,-,,-,,-,,-,,41160,,,,,,,
421,Software,-,,70679,,-,,-,,-,,-,,70679,,,,,,,
422,"Technology Hardware, Storage & Peripherals",-,,12396,,-,,-,,-,,-,,12396,,,,,,,
423,"Textiles, Apparel & Luxury Goods",194226,,36631,,-,,-,,-,,-,,230857,,,,,,,
424,Tobacco,-,,14412,,-,,-,,-,,-,,14412,,,,,,,
425,Transportation Infrastructure,-,,27557,,-,,-,,-,,-,,27557,,,,,,,
426,Structured Finance (A),-,,-,,44783,,1099133,,-,,-,,1143916,,,,,,,
427,Total Non-Control/ Non-Affiliate,,1356249,,,937008,,,44783,,,1099133,,,-,,,1,3437174.0,,
428,Total Portfolio Investment Cost,,2746862,,,1442237,,,44783,,,1099133,,,38906,,,577148,5949069.0,,
429,Control Investments,,,,,,,,,,,,,,,,,,,,
430,Aerospace & Defense,,54191,,,-,,,-,,,-,,,-,,,35419,89610.0,2.7,%
431,Commercial Services & Supplies,58920,,-,,-,,-,,-,,-,,58920,,1.8,%,,,,
432,Construction & Engineering,43311,,-,,-,,-,,-,,86210,,129521,,3.9,%,,,,
433,Consumer Finance,-,,345297,,-,,-,,-,,234094,,579391,,17.4,%,,,,
434,Energy Equipment & Services,35048,,-,,-,,-,,-,,104667,,139715,,4.2,%,,,,
435,Equity Real Estate Investment Trusts (REITs),433553,,-,,-,,-,,-,,349176,,782729,,23.5,%,,,,
436,Health Care Providers & Services,222529,,-,,-,,-,,-,,-,,222529,,6.7,%,,,,
437,Machinery,-,,28622,,-,,-,,-,,2819,,31441,,0.9,%,,,,
438,Media,4614,,-,,-,,-,,-,,20433,,25047,,0.8,%,,,,
439,Online Lending,172000,,-,,-,,-,,-,,2585,,174585,,5.2,%,,,,
440,Personal Products,130451,,-,,-,,-,,-,,-,,130451,,3.9,%,,,,
441,Trading Companies & Distributors,30777,,-,,-,,-,,-,,-,,30777,,0.9,%,,,,
442,Total Control Investments,,1185394,,,373919,,,-,,,-,,,-,,,835403,2394716.0,71.9,%
443,Fair Value % of Net Assets,35.6,%,11.2,%,-,%,-,%,-,%,25.1,%,71.9,%,,,,,,
444,Affiliate Investments,,,,,,,,,,,,,,,,,,,,
445,Distributors,,-,,,35697,,,-,,,-,,,-,,,-,35697.0,1.1,%
446,Diversified Consumer Services,-,,7608,,-,,-,,26422,,-,,34030,,1.0,%,,,,
447,"Textiles, Apparel & Luxury Goods",-,,-,,-,,-,,-,,21315,,21315,,0.6,%,,,,
448,Total Affiliate Investments,,-,,,43305,,,-,,,-,,,26422,,,21315,91042.0,2.7,%
449,Fair Value % of Net Assets,-,%,1.3,%,-,%,-,%,0.8,%,0.6,%,2.7,%,,,,,,
450,Non-Control/Non-Affiliate Investments,,,,,,,,,,,,,,,,,,,,
451,Air Freight & Logistics,,-,,,12704,,,-,,,-,,,-,,,-,12704.0,0.4,%
452,Auto Components,-,,25430,,-,,-,,-,,-,,25430,,0.8,%,,,,
453,Building Products,-,,19836,,-,,-,,-,,-,,19836,,0.6,%,,,,
454,Capital Markets,-,,25222,,-,,-,,-,,-,,25222,,0.8,%,,,,
455,Commercial Services & Supplies,58787,,165098,,-,,-,,-,,1008,,224893,,6.7,%,,,,
456,Communications Equipment,-,,50497,,-,,-,,-,,-,,50497,,1.5,%,,,,
457,Consumer Finance,17005,,-,,-,,-,,-,,-,,17005,,0.5,%,,,,
458,Distributors,173274,,-,,-,,-,,-,,-,,173274,,5.2,%,,,,
459,Diversified Consumer Services,-,,98590,,-,,-,,-,,-,,98590,,3.0,%,,,,
460,Diversified Telecommunication Services,-,,26296,,-,,-,,-,,-,,26296,,0.8,%,,,,
461,"Electronic Equipment, Instruments & Components",12872,,-,,-,,-,,-,,2192,,15064,,0.5,%,,,,
462,Energy Equipment & Services,33313,,-,,-,,-,,-,,-,,33313,,1.0,%,,,,
463,Entertainment,20627,,21953,,-,,-,,-,,-,,42580,,1.3,%,,,,
464,Food Products,-,,34818,,-,,-,,-,,-,,34818,,1.1,%,,,,
465,Health Care Equipment & Supplies,33260,,7202,,-,,-,,-,,-,,40462,,1.2,%,,,,
466,Health Care Providers & Services,134235,,95606,,-,,-,,-,,-,,229841,,6.9,%,,,,
467,"Hotels, Restaurants & Leisure",28363,,7484,,-,,-,,-,,-,,35847,,1.1,%,,,,
468,Household Durables,14765,,23030,,-,,-,,-,,-,,37795,,1.1,%,,,,
469,Household Products,24689,,-,,-,,-,,-,,-,,24689,,0.7,%,,,,
470,Insurance,-,,2945,,-,,-,,-,,-,,2945,,0.1,%,,,,
471,Interactive Media & Services,48181,,-,,-,,-,,-,,-,,48181,,1.4,%,,,,
472,IT Services,271819,,31487,,-,,-,,-,,-,,303306,,9.1,%,,,,
473,Leisure Products,,29319,,,10968,,,-,,,-,,,-,,,-,40287.0,1.2,%
474,Media,94609,,28407,,-,,-,,-,,-,,123016,,3.7,%,,,,
475,Paper & Forest Products,-,,11353,,-,,-,,-,,-,,11353,,0.3,%,,,,
476,Professional Services,119112,,71705,,-,,-,,-,,-,,190817,,5.7,%,,,,
477,Real Estate Management & Development,41160,,-,,-,,-,,-,,-,,41160,,1.3,%,,,,
478,Software,-,,71189,,-,,-,,-,,-,,71189,,2.1,%,,,,
479,"Technology Hardware, Storage & Peripherals",-,,12396,,-,,-,,-,,-,,12396,,0.4,%,,,,
480,"Textiles, Apparel & Luxury Goods",194226,,36631,,-,,-,,-,,-,,230857,,6.9,%,,,,
481,Tobacco,-,,14500,,-,,-,,-,,-,,14500,,0.4,%,,,,
482,Transportation Infrastructure,-,,28104,,-,,-,,-,,-,,28104,,0.8,%,,,,
483,Structured Finance (A),-,,-,,47520,,881128,,-,,-,,928648,,27.9,%,,,,
484,Total Non-Control/ Non-Affiliate,,1349616,,,933451,,,47520,,,881128,,,-,,,3200,3214915.0,96.5,%
485,Fair Value % of Net Assets,40.6,%,28.0,%,1.4,%,26.4,%,-,%,0.1,%,96.5,%,,,,,,
486,Total Portfolio,,2535010,,,1350675,,,47520,,,881128,,,26422,,,859918,5700673.0,171.1,%
487,Fair Value % of Net Assets,76.2,%,40.5,%,1.4,%,26.4,%,0.8,%,25.8,%,171.1,%,,,,,,
488,Capital Markets,,-,,,19799,,,-,,,-,,,-,,,-,19799.0,,
489,Commercial Services & Supplies,90364,,163913,,-,,-,,-,,-,,254277,,,,,,,
490,Communications Equipment,-,,39860,,-,,-,,-,,-,,39860,,,,,,,
491,Consumer Finance,30570,,-,,-,,-,,-,,-,,30570,,,,,,,
492,Distributors,343659,,127091,,-,,-,,-,,-,,470750,,,,,,,
493,Diversified Consumer Services,9647,,118289,,-,,-,,-,,-,,127936,,,,,,,
494,"Electronic Equipment, Instruments & Components",12490,,14856,,-,,-,,-,,-,,27346,,,,,,,
495,Energy Equipment & Services,30511,,-,,-,,-,,-,,-,,30511,,,,,,,
496,Food Products,-,,9884,,-,,-,,-,,-,,9884,,,,,,,
497,Health Care Equipment & Supplies,35815,,7464,,-,,-,,-,,-,,43279,,,,,,,
498,Health Care Providers & Services,145336,,61909,,-,,-,,-,,1252,,208497,,,,,,,
499,"Hotels, Restaurants & Leisure",29813,,7482,,-,,-,,-,,-,,37295,,,,,,,
500,Household & Personal Products,24938,,-,,-,,-,,-,,-,,24938,,,,,,,
501,Household Durables,16894,,25645,,-,,-,,-,,-,,42539,,,,,,,
502,Insurance,-,,2986,,-,,-,,-,,-,,2986,,,,,,,
503,Internet & Direct Marketing Retail,4813,,35000,,-,,-,,-,,-,,39813,,,,,,,
504,Internet Software & Services,215791,,13926,,-,,-,,-,,-,,229717,,,,,,,
505,IT Services,160588,,21595,,-,,-,,-,,-,,182183,,,,,,,
506,Leisure Products,34626,,10904,,-,,-,,-,,1,,45531,,,,,,,
507,Media,118605,,2975,,-,,-,,-,,-,,121580,,,,,,,
508,Online Lending,-,,-,,-,,-,,30,,-,,30,,,,,,,
509,Paper & Forest Products,-,,11328,,-,,-,,-,,-,,11328,,,,,,,
510,Pharmaceuticals,-,,11882,,-,,-,,-,,-,,11882,,,,,,,
511,Professional Services,9468,,64804,,-,,-,,-,,-,,74272,,,,,,,
512,Real Estate Management & Development,41860,,-,,-,,-,,-,,-,,41860,,,,,,,
513,Software,-,,66435,,-,,-,,-,,-,,66435,,,,,,,
514,"Technology Hardware, Storage & Peripherals",-,,12384,,-,,-,,-,,-,,12384,,,,,,,
515,"Textiles, Apparel & Luxury Goods",-,,36551,,-,,-,,-,,-,,36551,,,,,,,
516,Tobacco,-,,14392,,-,,-,,-,,-,,14392,,,,,,,
517,Trading Companies & Distributors,63863,,-,,-,,-,,-,,-,,63863,,,,,,,
518,Transportation Infrastructure,-,,27494,,-,,-,,-,,-,,27494,,,,,,,
519,Structured Finance (A),-,,-,,6159,,1096768,,-,,-,,1102927,,,,,,,
520,Total Non-Control/ Non-Affiliate,,1419651,,,951434,,,6159,,,1096768,,,30,,,1253,3475295.0,,
521,Total Portfolio Investment Cost,,2632843,,,1325862,,,6159,,,1096768,,,38578,,,731248,5831458.0,,
522,Consumer Finance,,-,,,342331,,,-,,,-,,,-,,,211209,553540.0,16.2,%
523,"Electronic Equipment, Instruments & Components",20700,,-,,-,,-,,-,,15056,,35756,,1.1,%,,,,
524,Energy Equipment & Services,35048,,-,,-,,-,,-,,103456,,138504,,4.1,%,,,,
525,Equity Real Estate Investment Trusts (REITs),293203,,-,,-,,-,,-,,518712,,811915,,23.8,%,,,,
526,Health Care Providers & Services,197621,,-,,-,,-,,-,,-,,197621,,5.8,%,,,,
527,Machinery,-,,28622,,-,,-,,-,,3264,,31886,,0.9,%,,,,
528,Media,8614,,-,,-,,-,,-,,10121,,18735,,0.6,%,,,,
529,Online Lending,226180,,-,,-,,-,,-,,16881,,243061,,7.1,%,,,,
530,Personal Products,165020,,-,,-,,-,,-,,-,,165020,,4.9,%,,,,
531,Total Control Investments,,1098707,,,370953,,,-,,,-,,,5563,,,929103,2404326.0,70.6,%
532,Fair Value % of Net Assets,32.2,%,10.9,%,-,%,-,%,0.2,%,27.3,%,70.6,%,,,,,,
533,Affiliate Investments,,,,,,,,,,,,,,,,,,,,
534,Diversified Consumer Services,,-,,,7834,,,-,,,-,,,27382,,,-,35216.0,1.0,%
535,"Textiles, Apparel & Luxury Goods",-,,-,,-,,-,,-,,23220,,23220,,0.7,%,,,,
536,Total Affiliate Investments,,-,,,7834,,,-,,,-,,,27382,,,23220,58436.0,1.7,%
537,Fair Value % of Net Assets,-,%,0.2,%,-,%,-,%,0.8,%,0.7,%,1.7,%,,,,,,
538,Non-Control/Non-Affiliate Investments,,,,,,,,,,,,,,,,,,,,
539,Auto Components,,-,,,12887,,,-,,,-,,,-,,,-,12887.0,0.4,%
540,Building Products,-,,10000,,-,,-,,-,,-,,10000,,0.3,%,,,,
541,Capital Markets,-,,20000,,-,,-,,-,,-,,20000,,0.6,%,,,,
542,Commercial Services & Supplies,89658,,164236,,-,,-,,-,,917,,254811,,7.5,%,,,,
543,Communications Equipment,-,,40000,,-,,-,,-,,-,,40000,,1.2,%,,,,
544,Consumer Finance,33438,,-,,-,,-,,-,,-,,33438,,1.0,%,,,,
545,Distributors,343659,,58806,,-,,-,,-,,-,,402465,,11.8,%,,,,
546,Diversified Consumer Services,9647,,118289,,-,,-,,-,,-,,127936,,3.8,%,,,,
547,"Electronic Equipment, Instruments & Components",12335,,14873,,-,,-,,-,,-,,27208,,0.8,%,,,,
548,Energy Equipment & Services,32070,,-,,-,,-,,-,,-,,32070,,0.9,%,,,,
549,Food Products,-,,9886,,-,,-,,-,,-,,9886,,0.3,%,,,,
550,Health Care Equipment & Supplies,35815,,7464,,-,,-,,-,,-,,43279,,1.3,%,,,,
551,Health Care Providers & Services,144130,,61933,,-,,-,,-,,446,,206509,,6.0,%,,,,
552,"Hotels, Restaurants & Leisure",29813,,7482,,-,,-,,-,,-,,37295,,1.1,%,,,,
553,Household & Personal Products,24938,,-,,-,,-,,-,,-,,24938,,0.7,%,,,,
554,Household Durables,15728,,25895,,-,,-,,-,,-,,41623,,1.2,%,,,,
555,Insurance,-,,2986,,-,,-,,-,,-,,2986,,0.1,%,,,,
556,Internet & Direct Marketing Retail,4813,,35000,,-,,-,,-,,-,,39813,,1.2,%,,,,
557,Internet Software & Services,215791,,14000,,-,,-,,-,,-,,229791,,6.7,%,,,,
558,IT Services,160588,,21990,,-,,-,,-,,-,,182578,,5.4,%,,,,
559,Leisure Products,34626,,11000,,-,,-,,-,,-,,45626,,1.3,%,,,,
560,Media,118655,,2975,,-,,-,,-,,-,,121630,,3.6,%,,,,
561,Online Lending,-,,-,,-,,-,,17,,-,,17,,-,%,,,,
562,Paper & Forest Products,-,,11226,,-,,-,,-,,-,,11226,,0.3,%,,,,
563,Pharmaceuticals,-,,12000,,-,,-,,-,,-,,12000,,0.3,%,,,,
564,Professional Services,9608,,67383,,-,,-,,-,,-,,76991,,2.3,%,,,,
565,Real Estate Management & Development,41860,,-,,-,,-,,-,,-,,41860,,1.2,%,,,,
566,Software,-,,67265,,-,,-,,-,,-,,67265,,2.0,%,,,,
567,"Technology Hardware, Storage & Peripherals",,-,,,12500,,,-,,,-,,,-,,,-,12500.0,0.4,%
568,"Textiles, Apparel & Luxury Goods",-,,37000,,-,,-,,-,,-,,37000,,1.1,%,,,,
569,Tobacco,-,,14392,,-,,-,,-,,-,,14392,,0.4,%,,,,
570,Trading Companies & Distributors,56199,,-,,-,,-,,-,,-,,56199,,1.6,%,,,,
571,Transportation Infrastructure,-,,28104,,-,,-,,-,,-,,28104,,0.8,%,,,,
572,Structured Finance (A),-,,-,,6159,,954035,,-,,-,,960194,,28.2,%,,,,
573,Total Non-Control/ Non-Affiliate,,1413371,,,889572,,,6159,,,954035,,,17,,,1363,3264517.0,95.8,%
574,Fair Value % of Net Assets,41.5,%,26.1,%,0.2,%,28.0,%,-,%,-,%,95.8,%,,,,,,
575,Total Portfolio,,2512078,,,1268359,,,6159,,,954035,,,32962,,,953686,5727279.0,168.1,%
576,Fair Value % of Net Assets,73.7,%,37.2,%,0.2,%,28.0,%,1.0,%,28.0,%,168.1,%,,,,,,
577,CCPI Inc.,-%,7.00%,7.00%,,,,,,,,,,,,,,,,,
578,"Cinedigm DC Holdings, LLC",-%,2.50%,2.50%,,,,,,,,,,,,,,,,,
579,Credit Central Loan Company,-%,10.00%,10.00%,,,,,,,,,,,,,,,,,
580,"Echelon Transportation, LLC (f/k/a Echelon Aviation LLC)",,,2.25%,(A),,,,,,,,,,,,,,,,
581,"Echelon Transportation, LLC (f/k/a Echelon Aviation LLC)",,,1.00%,(A),,,,,,,,,,,,,,,,
582,"Edmentum Ultimate Holdings, LLC - Unsecured Senior PIK Note",8.50%,-%,8.50%,,,,,,,,,,,,,,,,,
583,First Tower Finance Company LLC,1.45%,8.55%,10.00%,,,,,,,,,,,,,,,,,
584,"InterDent, Inc. - Senior Secured Team Loan B",4.25%,-%,4.25%,,,,,,,,,,,,,,,,,
585,"InterDent, Inc. - Senior Secured Team Loan C",18.00%,-%,18.00%,,,,,,,,,,,,,,,,,
586,"MITY, Inc.",-%,10.00%,10.00%,,,,,,,,,,,,,,,,,
587,National Property REIT Corp. - Senior Secured Term Loan A,-%,10.50%,10.50%,,,,,,,,,,,,,,,,,
588,National Property REIT Corp. - Senior Secured Term Loan E,-%,1.50%,1.50%,,,,,,,,,,,,,,,,,
589,Nationwide Loan Company LLC,-%,10.00%,10.00%,,,,,,,,,,,,,,,,,
590,"Spartan Energy Services, Inc.",13.98%,-%,13.98%,,,,,,,,,,,,,,,,,
591,"Valley Electric Co. of Mt. Vernon, Inc.",-%,2.50%,2.50%,,,,,,,,,,,,,,,,,
592,"Valley Electric Company, Inc.",7.17%,2.83%,10.00%,,,,,,,,,,,,,,,,,
593,Venio LLC,10.00%,-%,10.00%,,,,,,,,,,,,,,,,,
