,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
412,Nationwide Loan Company LLC  (f/k/a Nationwide Acceptance LLC),29923,,2814,,,"(2,350",,4163,,34550,,3005,,4425,,-,,-,,,,
413,"NMMB, Inc.",6297,,383,,,-,,5372,,12052,,1521,,-,,-,,-,,,,
414,"R-V Industries, Inc.",57734,,-,,,"(1,175",,"(16,052",,40507,,3018,,298,,-,,-,,,,
415,"SB Forging Company, Inc. *****",25536,,-,,,"(46,550",,21014,,-,,956,,-,,2000,,"(21,001",,,,
416,United Property REIT Corp.,24566,,51936,,***,(448,,8631,,84685,,5893,,-,,2345,,-,,,,
417,"Valley Electric Company, Inc.",33556,,2053,,,(76,,"(5,036",,30497,,4991,,-,,-,,-,,,,
418,"Vets Securing America, Inc.****",-,,100,,,"(3,931",,3831,,-,,-,,-,,-,,"(3,246",,,,
419,"Wolf Energy, LLC",3599,,-,,,"(5,991",,2414,,22,,-,,-,,-,,"(5,818",,,,
420,"Yatesville Coal Company, LLC",-,,-,,-,,"(1,449",,1449,,-,,-,,-,,-,,"(1,449",,,
421,Total,,1640454,,,434001,,,,"(258,599",,,158346,,,1974202,,,200409,,6811,12975.0,"(78,081"
