,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
427,Total Affiliate Investments,,-,,,50847,,,-,,,25476,,,19670,95993.0,2.8,%
428,Fair Value % of Net Assets,-,%,1.5,%,-,%,0.7,%,0.6,%,2.8,%,,,,,
429,Non-Control/Non-Affiliate Investments,,,,,,,,,,,,,,,,,
430,Auto Components,,-,,,24851,,,-,,,-,,,-,24851.0,0.7,%
431,Building Products,-,,20000,,-,,-,,-,,20000,,0.6,%,,,
432,Capital Markets,-,,26675,,-,,-,,-,,26675,,0.8,%,,,
433,Commercial Services & Supplies,86389,,165096,,-,,-,,932,,252417,,7.4,%,,,
434,Communications Equipment,-,,48000,,-,,-,,-,,48000,,1.4,%,,,
435,Consumer Finance,21371,,-,,-,,-,,-,,21371,,0.6,%,,,
436,Distributors,174191,,-,,-,,-,,-,,174191,,5.1,%,,,
437,Diversified Consumer Services,-,,118289,,-,,-,,-,,118289,,3.4,%,,,
438,"Electronic Equipment, Instruments & Components",12566,,15300,,-,,-,,-,,27866,,0.8,%,,,
439,Energy Equipment & Services,32842,,-,,-,,-,,-,,32842,,1.0,%,,,
440,Entertainment,29965,,16976,,-,,-,,-,,46941,,1.4,%,,,
441,Food Products,-,,9888,,-,,-,,-,,9888,,0.3,%,,,
442,Health Care Equipment & Supplies,35380,,7465,,-,,-,,-,,42845,,1.3,%,,,
443,Health Care Providers & Services,141380,,61912,,-,,-,,262,,203554,,5.9,%,,,
444,"Hotels, Restaurants & Leisure",29625,,7483,,-,,-,,-,,37108,,1.1,%,,,
445,Household Durables,15399,,22254,,-,,-,,-,,37653,,1.1,%,,,
446,Household Products,24875,,-,,-,,-,,-,,24875,,0.7,%,,,
447,Insurance,-,,2987,,-,,-,,-,,2987,,0.1,%,,,
448,Interactive Media & Services,48718,,-,,-,,-,,-,,48718,,1.4,%,,,
449,IT Services,269808,,25486,,-,,-,,-,,295294,,8.6,%,,,
450,Leisure Products,32552,,11000,,-,,-,,-,,43552,,1.3,%,,,
451,Media,103259,,34320,,-,,-,,-,,137579,,4.0,%,,,
452,Paper & Forest Products,-,,11337,,-,,-,,-,,11337,,0.3,%,,,
453,Pharmaceuticals,-,,12000,,-,,-,,-,,12000,,0.3,%,,,
454,Professional Services,95600,,70008,,-,,-,,-,,165608,,4.9,%,,,
455,Real Estate Management & Development,41580,,-,,-,,-,,-,,41580,,1.2,%,,,
456,Software,-,,70259,,-,,-,,-,,70259,,2.0,%,,,
457,"Technology Hardware, Storage & Peripherals",-,,12500,,-,,-,,-,,12500,,0.4,%,,,
458,"Textiles, Apparel & Luxury Goods",272618,,37000,,-,,-,,-,,309618,,9.0,%,,,
459,Tobacco,-,,14399,,-,,-,,-,,14399,,0.4,%,,,
460,Trading Companies & Distributors,45129,,-,,-,,-,,-,,45129,,1.3,%,,,
461,Transportation Infrastructure,-,,28104,,-,,-,,-,,28104,,0.8,%,,,
462,Structured Finance (A),,-,,,-,,,965323,,,-,,,-,965323.0,28.1,%
463,Total Non-Control/ Non-Affiliate,,1513247,,,873589,,,965323,,,-,,,1194,3353353.0,97.7,%
464,Fair Value % of Net Assets,44.1,%,25.5,%,28.1,%,-,%,-,%,97.7,%,,,,,
465,Total Portfolio,,2631248,,,1290653,,,965323,,,31178,,,1018281,5936683.0,173.0,%
466,Fair Value % of Net Assets,76.7,%,37.6,%,28.1,%,0.9,%,29.7,%,173.0,%,,,,,
467,"Electronic Equipment, Instruments & Components",,12490,,,14856,,,-,,,-,,,-,27346.0,,
468,Energy Equipment & Services,30511,,-,,-,,-,,-,,30511,,,,,,
469,Food Products,-,,9884,,-,,-,,-,,9884,,,,,,
470,Health Care Equipment & Supplies,35815,,7464,,-,,-,,-,,43279,,,,,,
471,Health Care Providers & Services,145336,,61909,,-,,-,,1252,,208497,,,,,,
472,"Hotels, Restaurants & Leisure",29813,,7482,,-,,-,,-,,37295,,,,,,
473,Household & Personal Products,24938,,-,,-,,-,,-,,24938,,,,,,
474,Household Durables,16894,,25645,,-,,-,,-,,42539,,,,,,
475,Insurance,-,,2986,,-,,-,,-,,2986,,,,,,
476,Internet & Direct Marketing Retail,4813,,35000,,-,,-,,-,,39813,,,,,,
477,Internet Software & Services,215791,,13926,,-,,-,,-,,229717,,,,,,
478,IT Services,160588,,21595,,-,,-,,-,,182183,,,,,,
479,Leisure Products,34626,,10904,,-,,-,,1,,45531,,,,,,
480,Media,118605,,2975,,-,,-,,-,,121580,,,,,,
481,Online Lending,-,,-,,-,,30,,-,,30,,,,,,
482,Paper & Forest Products,-,,11328,,-,,-,,-,,11328,,,,,,
483,Pharmaceuticals,-,,11882,,-,,-,,-,,11882,,,,,,
484,Professional Services,9468,,64804,,-,,-,,-,,74272,,,,,,
485,Real Estate Management & Development,41860,,-,,-,,-,,-,,41860,,,,,,
486,Software,-,,66435,,-,,-,,-,,66435,,,,,,
487,"Technology Hardware, Storage & Peripherals",-,,12384,,-,,-,,-,,12384,,,,,,
488,"Textiles, Apparel & Luxury Goods",-,,36551,,-,,-,,-,,36551,,,,,,
489,Tobacco,-,,14392,,-,,-,,-,,14392,,,,,,
490,Trading Companies & Distributors,63863,,-,,-,,-,,-,,63863,,,,,,
491,Transportation Infrastructure,-,,27494,,-,,-,,-,,27494,,,,,,
492,Structured Finance (A),-,,-,,1102927,,-,,-,,1102927,,,,,,
493,Total Non-Control/ Non-Affiliate,,1419651,,,951434,,,1102927,,,30,,,1253,3475295.0,,
494,Total Portfolio Investment Cost,,2632843,,,1325862,,,1102927,,,38578,,,731248,5831458.0,,
495,Personal Products,,165020,,,-,,,-,,,-,,,-,165020.0,4.9,%
496,Total Control Investments,,1098707,,,370953,,,-,,,5563,,,929103,2404326.0,70.6,%
497,Fair Value % of Net Assets,32.2,%,10.9,%,-,%,0.2,%,27.3,%,70.6,%,,,,,
498,Affiliate Investments,,,,,,,,,,,,,,,,,
499,Diversified Consumer Services,,-,,,7834,,,-,,,27382,,,-,35216.0,1.0,%
500,"Textiles, Apparel & Luxury Goods",-,,-,,-,,,,23220,,23220,,0.7,%,,,
501,Total Affiliate Investments,,-,,,7834,,,-,,,27382,,,23220,58436.0,1.7,%
502,Fair Value % of Net Assets,-,%,0.2,%,-,%,0.8,%,0.7,%,1.7,%,,,,,
503,Non-Control/Non-Affiliate Investments,,,,,,,,,,,,,,,,,
504,Auto Components,,-,,,12887,,,-,,,-,,,-,12887.0,0.4,%
505,Building Products,-,,10000,,-,,-,,-,,10000,,0.3,%,,,
506,Capital Markets,-,,20000,,-,,-,,-,,20000,,0.6,%,,,
507,Commercial Services & Supplies,89658,,164236,,-,,-,,917,,254811,,7.5,%,,,
508,Communications Equipment,-,,40000,,-,,-,,-,,40000,,1.2,%,,,
509,Consumer Finance,33438,,-,,-,,-,,-,,33438,,1.0,%,,,
510,Distributors,343659,,58806,,-,,-,,-,,402465,,11.8,%,,,
511,Diversified Consumer Services,9647,,118289,,-,,-,,-,,127936,,3.8,%,,,
512,"Electronic Equipment, Instruments & Components",12335,,14873,,-,,-,,-,,27208,,0.8,%,,,
513,Energy Equipment & Services,32070,,-,,-,,-,,-,,32070,,0.9,%,,,
514,Food Products,-,,9886,,-,,-,,-,,9886,,0.3,%,,,
515,Health Care Equipment & Supplies,35815,,7464,,-,,-,,-,,43279,,1.3,%,,,
516,Health Care Providers & Services,144130,,61933,,-,,-,,446,,206509,,6.0,%,,,
517,"Hotels, Restaurants & Leisure",29813,,7482,,-,,-,,-,,37295,,1.1,%,,,
518,Household & Personal Products,24938,,-,,-,,-,,-,,24938,,0.7,%,,,
519,Household Durables,15728,,25895,,-,,-,,-,,41623,,1.2,%,,,
520,Insurance,-,,2986,,-,,-,,-,,2986,,0.1,%,,,
521,Internet & Direct Marketing Retail,4813,,35000,,-,,-,,-,,39813,,1.2,%,,,
522,Internet Software & Services,215791,,14000,,-,,-,,-,,229791,,6.7,%,,,
523,IT Services,160588,,21990,,-,,-,,-,,182578,,5.4,%,,,
524,Leisure Products,34626,,11000,,-,,-,,-,,45626,,1.3,%,,,
525,Media,118655,,2975,,-,,-,,-,,121630,,3.6,%,,,
526,Online Lending,-,,-,,-,,17,,-,,17,,-,%,,,
527,Paper & Forest Products,-,,11226,,-,,-,,-,,11226,,0.3,%,,,
528,Pharmaceuticals,-,,12000,,-,,-,,-,,12000,,0.3,%,,,
529,Professional Services,9608,,67383,,-,,-,,-,,76991,,2.3,%,,,
530,Real Estate Management & Development,41860,,-,,-,,-,,-,,41860,,1.2,%,,,
531,Software,-,,67265,,-,,-,,-,,67265,,2.0,%,,,
532,"Technology Hardware, Storage & Peripherals",-,,12500,,-,,-,,-,,12500,,0.4,%,,,
533,"Textiles, Apparel & Luxury Goods",-,,37000,,-,,-,,-,,37000,,1.1,%,,,
534,Tobacco,-,,14392,,-,,-,,-,,14392,,0.4,%,,,
535,Trading Companies & Distributors,56199,,-,,-,,-,,-,,56199,,1.6,%,,,
536,Transportation Infrastructure,-,,28104,,-,,-,,-,,28104,,0.8,%,,,
537,Structured Finance (A),-,,-,,960194,,-,,-,,960194,,28.2,%,,,
538,Total Non-Control/ Non-Affiliate,,1413371,,,889572,,,960194,,,17,,,1363,3264517.0,95.8,%
539,Fair Value % of Net Assets,41.5,%,26.1,%,28.2,%,-,%,-,%,95.8,%,,,,,
540,Total Portfolio,,2512078,,,1268359,,,960194,,,32962,,,953686,5727279.0,168.1,%
541,Fair Value % of Net Assets,73.7,%,37.2,%,28.2,%,1.0,%,28.0,%,168.1,%,,,,,
542,CCPI Inc.,-%,7.00%,7.00%,,,,,,,,,,,,,,
543,"Cinedigm DC Holdings, LLC",-%,2.50%,2.50%,,,,,,,,,,,,,,
544,Credit Central Loan Company,-%,10.00%,10.00%,,,,,,,,,,,,,,
545,"Echelon Transportation, LLC (f/k/a Echelon Aviation LLC)",,,2.25%,(A),,,,,,,,,,,,,
546,"Echelon Transportation, LLC (f/k/a Echelon Aviation LLC)",,,1.00%,(A),,,,,,,,,,,,,
547,"Edmentum Ultimate Holdings, LLC - Unsecured Senior PIK Note",8.50%,-%,8.50%,,,,,,,,,,,,,,
548,First Tower Finance Company LLC,1.45%,8.55%,10.00%,,,,,,,,,,,,,,
549,"InterDent, Inc. - Senior Secured Team Loan B",4.25%,-%,4.25%,,,,,,,,,,,,,,
550,"InterDent, Inc. - Senior Secured Team Loan C",18.00%,-%,18.00%,,,,,,,,,,,,,,
551,"MITY, Inc.",-%,10.00%,10.00%,,,,,,,,,,,,,,
552,National Property REIT Corp. - Senior Secured Term Loan A,-%,10.50%,10.50%,,,,,,,,,,,,,,
553,National Property REIT Corp. - Senior Secured Term Loan E,-%,1.50%,1.50%,,,,,,,,,,,,,,
554,Nationwide Loan Company LLC,-%,10.00%,10.00%,,,,,,,,,,,,,,
555,"Spartan Energy Services, Inc.",13.98%,-%,13.98%,,,,,,,,,,,,,,
556,"Valley Electric Co. of Mt. Vernon, Inc.",-%,2.50%,2.50%,,,,,,,,,,,,,,
557,"Valley Electric Company, Inc.",7.17%,2.83%,10.00%,,,,,,,,,,,,,,
558,Venio LLC,10.00%,-%,10.00%,,,,,,,,,,,,,,
