,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
471,,,,,"Common Stock (50,000 shares)",,,,9526,,8288,,0.3%,,
472,,,,,Net Revenue Interest (5% of Net Revenue),,,,-,,1238,,0.1%,,
473,,,,,,,,,53615,,53615,,2.1%,,
474,"Wolf Energy Holdings, Inc.  (12), (37)",,Kansas / Oil & Gas Production,,"Senior Secured Promissory Note secured by assets formerly owned by H&M (18.00%, in non-accrual status effective 4/15/2013, due 4/15/2018)",,22000,,-,,3832,,0.1%,,
475,,,,,"Appalachian Energy Holdings, LLC (“AEH”) - Senior Secured First Lien Note (8.00%, in non-accrual status effective 1/19/2010, past due)",,2642,,2000,,546,,0.0%,,
476,,,,,"Appalachian Energy Holdings, LLC (“AEH”) - Senior Secured First Lien Note (8.00%, in non-accrual status, past due)",,51,,50,,51,,0.0%,,
477,,,,,"Coalbed, LLC - Senior Secured Note (8.00%, in non-accrual status effective 1/19/2010, past due)  (6)",,7930,,5990,,-,,0.0%,,
478,,,,,Common Stock (100 shares),,,,-,,-,,0.0%,,
479,,,,,Net Profits Interest (8.00% payable on Equity distributions)  (7),,,,-,,520,,0.0%,,
480,,,,,,,,,8040,,4949,,0.1%,,
481,,,,,Total Control Investments,,830151,,811634,,30.6%,,,,
482,Affiliate Investments (5.00% to 24.99% voting control)  (43),,,,,,,,,,,,,,
483,BNN Holdings Corp. (f/k/a Biotronic NeuroNetwork),,Michigan / Healthcare,,"Senior Secured Note (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 12/17/2017)  (3), (4)",,29550,,29550,,29550,,1.1%,,
484,,,,"Preferred Stock Series A (9,925.455 shares)  (13)",,,,2300.0,,2832.0,,0.1%,,,
485,,,,,"Preferred Stock Series B (1,753.64 shares)  (13)",,,,579,,533,,0.0%,,
486,,,,,,,,,32429,,32915,,1.2%,,
487,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets,,
488,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,,,
489,Affiliate Investments (5.00% to 24.99% voting control)  (43),,,,,,,,,,,,,,
490,Boxercraft Incorporated  (20),,Georgia / Textiles & Leather,,"Senior Secured Term Loan A (10.00% plus 1.00% PIK, due 9/15/2015)",,"$ 1,712",,"$ 1,702",,"$ 1,712",,0.1%,,
491,,,,,"Senior Secured Term Loan B (10.00% plus 1.00% PIK, due 9/15/2015)",,4892,,4809,,4892,,0.2%,,
492,,,,,"Senior Secured Term Loan C (10.00% plus 1.00% PIK, due 9/15/2015)",,2371,,2371,,2371,,0.1%,,
493,,,,,"Senior Secured Term Loan (10.00% plus 1.00% PIK, due 9/15/2015)",,8325,,7878,,410,,0.0%,,
494,,,,,"Preferred Stock (1,000,000 shares)",,,,-,,-,,0.0%,,
495,,,,,"Common Stock (10,000 shares)",,,,-,,-,,0.0%,,
496,,,,,"Warrants (1 warrant, expiring 8/31/2022)",,,,-,,-,,0.0%,,
497,,,,,,,,,16760,,9385,,0.4%,,
498,"Smart, LLC  (14)",,New York / Diversified / Conglomerate Service,Membership Interest,,,,-,,143,,0.0%,,,
499,,,,,,,,,-,,143,,0.0%,,
500,,,,,Total Affiliate Investments,,49189,,42443,,1.6%,,,,
501,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,,,
502,"ADAPCO, Inc.",,Florida / Ecological,,"Common Stock (5,000 shares)",,,,141,,335,,0.0%,,
503,,,,,,,,,141,,335,,0.0%,,
504,"Aderant North America, Inc.",,Georgia / Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 6/20/2019)  (4)",,7000.0,,6900,,7000,,0.3%,,,
505,,,,,,,,,6900,,7000,,0.3%,,
506,"Aircraft Fasteners International, LLC",,California / Machinery,"Convertible Preferred Stock (32,500 units)",,,,396,,565,,0.0%,,,
507,,,,,,,,,396,,565,,0.0%,,
508,"ALG USA Holdings, LLC",,"Pennsylvania / Hotels, Restaurants & Leisure","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)  (4)",,12000.0,,11764,,12000,,0.4%,,,
509,,,,,,,,,11764,,12000,,0.4%,,
510,"Allied Defense Group, Inc.",,Virginia / Aerospace & Defense,"Common Stock (10,000 shares)",,,,56,,-,,0.0%,,,
511,,,,,,,,,56,,-,,0.0%,,
512,American Gilsonite Company,,Utah / Specialty Minerals,"Second Lien Term Loan (11.50%, due 9/1/2017)",,38500.0,,38500,,38500,,1.4%,,,
513,,,,,"Membership Interest in AGC/PEP, LLC (99.9999%)  (15)",,,,-,,4058,,0.2%,,
514,,,,,,,,,38500,,42558,,1.6%,,
515,"Apidos CLO VIII, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),,19730.0,,19931,,19718,,0.7%,,,
516,,,,,,,,,19931,,19718,,0.7%,,
517,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of  Net  Assets,,
518,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,,,
519,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,,,
520,"Apidos CLO IX, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,"$ 20,525",,"$ 19,609",,"$ 19,294",,0.7%,,
521,,,,,,,,,19609,,19294,,0.7%,,
522,"Apidos CLO XI, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,38340,,39239,,37972,,1.4%,,
523,,,,,,,,,39239,,37972,,1.4%,,
524,"Apidos CLO XII, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,44063,,43480,,40294,,1.5%,,
525,,,,,,,,,43480,,40294,,1.5%,,
526,"Arctic Glacier U.S.A, Inc.  (4)",,Canada / Food Products,,"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor), due 11/10/2019)",,150000,,150000,,150000,,5.6%,,
527,,,,,,,,,150000,,150000,,5.6%,,
528,"Armor Holding II LLC  (4), (16)",,New York / Diversified Financial Services,,"Second Lien Term Loan (9.25% (LIBOR + 8.00% with 1.25% LIBOR floor), due 12/26/2020)",,7000,,6860,,7000,,0.3%,,
529,,,,,,,,,6860,,7000,,0.3%,,
530,"Atlantis Healthcare Group (Puerto Rico), Inc.  (4)",,Puerto Rico / Healthcare,,"Revolving Line of Credit - $7,000 Commitment (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 2/21/2014)  (25), (26)",2000.0,,2000.0,,2000.0,,0.1%,,,
531,,,,,"Senior Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 2/21/2018)  (3)",39352.0,,39352.0,,39352.0,,1.5%,,,
532,,,,,,,,,41352,,41352,,1.6%,,
533,Babson CLO Ltd 2011-I  (22),,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,35000,,34499,,34450,,1.3%,,
534,,,,,,,,,34499,,34450,,1.3%,,
535,Babson CLO Ltd 2012-IA  (22),,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,29075,,25917,,27269,,1.0%,,
536,,,,,,,,,25917,,27269,,1.0%,,
537,Babson CLO Ltd 2012-IIA  (22),,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,27850,,28863,,27510,,1.0%,,
538,,,,,,,,,28863,,27510,,1.0%,,
539,"Blue Coat Systems, Inc.  (16)",,Massachusetts / Software & Computer Services,,"Second Lien Term Loan (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 6/28/2020)  (4)",,11000,,10890,,11000,,0.4%,,
540,,,,,,,,,10890,,11000,,0.4%,,
541,"Broder Bros., Co.",,"Pennsylvania / Textiles, Apparel & Luxury Goods",,"Senior Secured Notes (10.75% (LIBOR + 9.00% with 1.75% LIBOR floor), due 6/27/2018)  (3), (4)",,99500,,99500,,99323,,3.7%,,
542,,,,,,,,,99500,,99323,,3.7%,,
543,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets,,
544,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,,,
545,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,,,
546,Brookside Mill CLO Ltd.  (22),,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,"$ 26,000",,"$ 23,896",,"$ 23,743",,0.9%,,
547,,,,,,,,,23896,,23743,,0.9%,,
548,Byrider Systems Acquisition Corp.  (22),Indiana / Auto Finance,,"Senior Subordinated Notes (12.00% plus 2.00% PIK, due 11/3/2016)  (3)",,10914.0,,10914.0,,10417.0,,0.4%,,,
549,,,,,,,,,10914,,10417,,0.4%,,
550,"Caleel + Hayden, LLC  (14), (31)",,Colorado / Personal & Nondurable Consumer Products,,"Membership Units (13,220 shares)",,,,-,,104,,0.0%,,
551,,,Escrow Receivable,,,,-,,137,,0.0%,,,,
552,,,,,,,,,-,,241,,0.0%,,
553,"Capstone Logistics, LLC  (4)",,Georgia / Commercial Services,,"Senior Secured Term Loan A (6.50% (LIBOR + 5.00% with 1.50% LIBOR floor), due 9/16/2016)",,97291,,97291,,97291,,3.7%,,
554,,,,,"Senior Secured Term Loan B (11.50% (LIBOR + 10.00% with 1.50% LIBOR floor), due 9/16/2016)  (3)",,100000,,100000,,100000,,3.8%,,
555,,,,,,,,,197291,,197291,,7.5%,,
556,"Cargo Airport Services USA, LLC",,New York / Transportation,,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 3/31/2016)  (3), (4)",,43977,,43977,,44417,,1.7%,,
557,,,,,Common Equity (1.6 units),,,,1639,,1860,,0.1%,,
558,,,,,,,,,45616,,46277,,1.8%,,
559,Cent 17 CLO Limited  (22),,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,24870,,24615,,25454,,1.0%,,
560,,,,,,,,,24615,,25454,,1.0%,,
561,CI Holdings  (4),,Texas / Software & Computer Services,,"Senior Secured Term Loan (10.00% (LIBOR + 5.00% with 5.00% LIBOR floor), due 6/11/2019)",,114713,,114713,,114713,,4.3%,,
562,,,,,,,,,114713,,114713,,4.3%,,
563,"CIFC Funding 2011-I, Ltd.  (4), (22)",,Cayman Islands / Diversified Financial Services,,"Secured Class D Notes (5.32% (LIBOR + 5.00%), due 1/19/2023)",,19000,,15029,,15844,,0.6%,,
564,,,,"Unsecured Class E Notes (7.32% (LIBOR + 7.00%), due 1/19/2023)",,15400.0,,12638.0,,12745.0,,0.5%,,,
565,,,,,,,,,27667,,28589,,1.1%,,
566,"Cinedigm DC Holdings, LLC  (4)",New York / Software & Computer Services,,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)",,70595.0,,70595.0,,70595.0,,2.7%,,,
567,,,,,,,,,70595,,70595,,2.7%,,
568,"The Copernicus Group, Inc.",,North Carolina / Healthcare,,Escrow Receivable,,,,-,,130,,0.0%,,
569,,,,,,,,,-,,130,,0.0%,,
570,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets,,
571,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,,,
572,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,,,
573,"Correctional Healthcare Holding Company, Inc.",,Colorado / Healthcare,,"Second Lien Term Loan (11.25%, due 1/11/2020)  (3)",,"$ 27,100",,"$ 27,100",,"$ 27,100",,1.0%,,
574,,,,,,,,,27100,,27100,,1.0%,,
575,"Coverall North America, Inc.",,Florida / Commercial Services,,"Senior Secured Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor), due 12/17/2017)  (3), (4)",,39303,,39303,,39303,,1.5%,,
576,,,,,,,,,39303,,39303,,1.5%,,
577,"CP Well Testing, LLC",,Oklahoma / Oil & Gas Products,,"Senior Secured Term Loan (13.50% (LIBOR + 11.00% with 2.50% LIBOR floor), due 10/03/2017)  (4)",,19125,,19125,,19125,,0.7%,,
578,,,,,,,,,19125,,19125,,0.7%,,
579,"CRT MIDCO, LLC",,Wisconsin / Media,,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 6/30/2017)  (3), (4)",,71106,,71106,,71106,,2.7%,,
580,,,,,,,,,71106,,71106,,2.7%,,
581,"Deltek, Inc.",,Virginia / Software & Computer Services,,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 10/10/2019)  (4)",,12000,,11833,,12000,,0.5%,,
582,,,,,,,,,11833,,12000,,0.5%,,
583,"Diamondback Operating, LP",,Oklahoma / Oil & Gas Production,,Net Profits Interest (15.00% payable on Equity distributions)  (7),,,,-,,-,,0.0%,,
584,,,,,,,,,-,,-,,0.0%,,
585,"Edmentum, Inc (f/k/a Archipelago Learning, Inc.)  (4)",Minnesota / Consumer Services,,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)",,50000.0,,48218.0,,50000.0,,1.9%,,,
586,,,,,,,,,48218,,50000,,1.9%,,
587,EIG Investors Corp.,,Massachusetts / Software & Computer Services,,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 5/09/2020)  (4), (16)",,22000,,21792,,22000,,0.8%,,
588,,,,,,,,,21792,,22000,,0.8%,,
589,"Empire Today, LLC",,Illinois / Durable Consumer Products,,"Senior Secured Note (11.375%, due 2/1/2017)",,15700,,15332,,14650,,0.6%,,
590,,,,,,,,,15332,,14650,,0.6%,,
591,EXL Acquisition Corp.,,South Carolina / Biotechnology,,Escrow Receivable,,-,,-,,14,,0.0%,,
592,,,,,,,,,-,,14,,0.0%,,
593,"Evanta Ventures, Inc.  (11)",,Oregon / Commercial Services,,"Subordinated Unsecured (12.00% plus 1.00% PIK, due 9/28/2018)",,10479,,10479,,10479,,0.4%,,
594,,,,,,,,,10479,,10479,,0.4%,,
595,Portfolio  Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets,,
596,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,,,
597,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,,,
598,"Fairchild Industrial Products, Co.",,North Carolina / Electronics,,Escrow Receivable,,,,,-,,,149,,0.0%
599,,,,,,,,,-,,149,,0.0%,,
600,"Fischbein, LLC",,North Carolina / Machinery,,Escrow Receivable,,,,-,,225,,0.0%,,
601,,,,,,,,,-,,225,,0.0%,,
602,"Focus Brands, Inc.  (4)",,Georgia / Consumer Services,,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 8/21/2018)",,,18000.0,,17731,,18000,,0.7%,
603,,,,,,,,,17731,,18000,,0.7%,,
604,"FPG, LLC",,Illinois / Durable Consumer Products,,"Senior Secured Term Loan (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 1/20/2017)  (4)",,21401,,21401,,21401,,0.8%,,
605,,,,,"Common Stock (5,638 shares)",,,,27,,19,,0.0%,,
606,,,,,,,,,21428,,21420,,0.8%,,
607,"Galaxy XII CLO, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,22000,,20792,,21657,,0.8%,,
608,,,,,,,,,20792,,21657,,0.8%,,
609,"Galaxy XV CLO, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,35025,,32119,,30227,,1.1%,,
610,,,,,,,,,32119,,30227,,1.1%,,
611,"Grocery Outlet, Inc.",,California / Retail,,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 6/17/2019)  (4)",,14457,,14127,,14457,,0.5%,,
612,,,,,,,,,14127,,14457,,0.5%,,
613,Gulf Coast Machine & Supply Company,,Texas / Manufacturing,,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 10/12/2017)  (3), (4)",,41213,,41213,,31972,,1.2%,,
614,,,,,,,,,41213,,31972,,1.2%,,
615,"Halcyon Loan Advisors Funding 2012-I, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,23188,,22279,,22724,,0.9%,,
616,,,,,,,,,22279,,22724,,0.9%,,
617,"Halcyon Loan Advisors Funding 2013-I, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,40400,,41085,,38291,,1.4%,,
618,,,,,,,,,41085,,38291,,1.4%,,
619,Portfolio  Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets,,
620,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,,,
621,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,,,
622,"Hoffmaster Group, Inc.  (4)",,Wisconsin / Personal & Nondurable Consumer Products,,"Second Lien Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 1/3/2019)",,"$ 20,000",,"$ 19,831",,"$ 19,598",,0.7%,,
623,,,,,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",,1000,,991,,955,,0.0%,,
624,,,,,,,,,20822,,20553,,0.7%,,
625,"ICON Health & Fitness, Inc.",,Utah / Durable Consumer Products,,"Senior Secured Note (11.875%, due 10/15/2016)  (3)",,43100,,43310,,33929,,1.3%,,
626,,,,,,,,,43310,,33929,,1.3%,,
627,"IDQ Holdings, Inc.",,Texas / Automobile,,"Senior Secured Note (11.50%, due 4/1/2017)",,12500,,12300,,12500,,0.5%,,
628,,,,,,,,,12300,,12500,,0.5%,,
629,"ING IM CLO 2012-II, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,38070,,34904,,36848,,1.4%,,
630,,,,,,,,,34904,,36848,,1.4%,,
631,"ING IM CLO 2012-III, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,46632,,44454,,46361,,1.7%,,
632,,,,,,,,,44454,,46361,,1.7%,,
633,"ING IM CLO 2012-IV, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Income Notes (Residual Interest),,40613,,39255,,41153,,1.5%,,
634,,,,,,,,,39255,,41153,,1.5%,,
635,Injured Workers Pharmacy LLC,,Massachusetts / Healthcare,,"Second Lien Debt (11.50% (LIBOR + 7.00% with 4.50% LIBOR floor) plus 1.00% PIK, due 5/31/2019)  (3), (4)",,22430,,22430,,22430,,0.8%,,
636,,,,,,,,,22430,,22430,,0.8%,,
637,"Interdent, Inc.  (4)",,California / Healthcare,,"Senior Secured Term Loan A (8.00% (LIBOR + 6.50% with 1.50% LIBOR floor), due 8/3/2017)",,53475,,53475,,53475,,2.0%,,
638,,,,,"Senior Secured Term Loan B (13.00% (LIBOR + 10.00% with 3.00% LIBOR floor), due 8/3/2017)  (3)",,55000,,55000,,55000,,2.1%,,
639,,,,,,,,,108475,,108475,,4.1%,,
640,"JHH Holdings, Inc.",,Texas / Healthcare,,"Second Lien Debt (12.00% (LIBOR + 10.00% with 2.00% LIBOR floor) plus 1.50% PIK, due 6/23/2018)  (3), (4)",,16119,,16119,,16119,,0.6%,,
641,,,,,,,,,16119,,16119,,0.6%,,
642,"LaserShip, Inc.  (4)",,Virginia / Transportation,,"Revolving Line of Credit - $5,000 Commitment (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 12/21/2014)  (25)",,-,,-,,-,,0.0%,,
643,,,,,"Senior Secured Term Loan (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 12/21/2017)  (3)",,37031,,37031,,37031,,1.4%,,
644,,,,,,,,,37031,,37031,,1.4%,,
645,Portfolio  Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets,,
646,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,,,
647,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,,,
648,LCM XIV CLO Ltd.  (22),,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,"$ 26,500",,"$ 25,838",,"$ 25,838",,1.0%,,
649,,,,,,,,,25838,,25838,,1.0%,,
650,LHC Holdings Corp.,,Florida / Healthcare,,"Revolving Line of Credit - $750 Commitment (8.50% (LIBOR + 6.00% with 2.50% LIBOR floor), due 5/31/2015)  (4), (25), (26)",,-,,-,,-,,0.0%,,
651,,,,,"Senior Subordinated Debt (10.50%, due 5/31/2015)  (3)",,2865,,2865,,2865,,0.1%,,
652,,,,,Membership Interest (125 units),,,,216,,245,,0.0%,,
653,,,,,,,,,3081,,3110,,0.1%,,
654,"Madison Park Funding IX, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Income Notes (Residual Interest),,31110,,26401,,26596,,1.0%,,
655,,,,,,,,,26401,,26596,,1.0%,,
656,"Material Handling Services, LLC  (4)",,Ohio / Business Services,,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 7/5/2017)  (3)",,27580,,27580,,27199,,1.0%,,
657,,,,,"Senior Secured Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 12/21/2017)",,37959,,37959,,37035,,1.4%,,
658,,,,,,,,,65539,,64234,,2.4%,,
659,"Maverick Healthcare, LLC",,Arizona / Healthcare,,"Preferred Units (1,250,000 units)",,,,1252,,780,,0.0%,,
660,,,,"Common Units (1,250,000 units)",,,,-,,-,,0.0%,,,
661,,,,,,,,,1252,,780,,0.0%,,
662,Mountain View CLO 2013-I Ltd.  (22),,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,43650,,44235,,43192,,1.6%,,
663,,,,,,,,,44235,,43192,,1.6%,,
664,"Medical Security Card Company, LLC  (4)",,Arizona / Healthcare,,"Revolving Line of Credit - $1,500 Commitment (9.50% (LIBOR + 7.00% with 2.50% LIBOR floor), due 2/1/2016)  (25)",,-,,-,,-,,0.0%,,
665,,,,,"First Lien Term Loan (11.25% (LIBOR + 8.75% with 2.50% LIBOR floor), due 2/1/2016)  (3)",,13427,,13427,,13427,,0.5%,,
666,,,,,,,,,13427,,13427,,0.5%,,
667,"National Bankruptcy Services, LLC  (3), (4)",,Texas / Diversified Financial Services,,"Senior Subordinated Term Loan (12.00% (LIBOR + 9.00% with 3.00% LIBOR floor) plus 1.50% PIK, due 7/17/2017)",,18683,,18683,,16883,,0.6%,,
668,,,,,,,,,18683,,16883,,0.6%,,
669,"Naylor, LLC  (4)",,Florida / Media,,"Revolving Line of Credit - $2,500 Commitment (11.00% (LIBOR + 8.00% with 3.00% LIBOR floor), due 6/7/2017)  (25)",,-,,-,,-,,0.0%,,
670,,,,,"Senior Secured Term Loan (11.00% (LIBOR + 8.00% with 3.00% LIBOR floor), due 6/7/2017)  (3)",,46170,,46170,,46170,,1.7%,,
671,,,,,,,,,46170,,46170,,1.7%,,
672,Portfolio  Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets,,
673,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,,,
674,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,,,
675,"New Century Transportation, Inc.",,New Jersey / Transportation,,"Senior Subordinated Term Loan (12.00% (LIBOR + 10.00% with 2.00% LIBOR floor) plus 3.00% PIK, due 2/3/2018)  (3), (4)",,"$ 45,120",,"$ 45,120",,"$ 44,166",,1.7%,,
676,,,,,,,,,45120,,44166,,1.7%,,
677,"New Star Metals, Inc.",,Indiana / Metal Services & Minerals,,"Senior Subordinated Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor) plus 1.00% PIK, due 2/2/2018)  (4)",,50274,,50274,,50274,,1.9%,,
678,,,,,,,,,50274,,50274,,1.9%,,
679,"Nixon, Inc.",,California / Durable Consumer Products,,"Senior Secured Term Loan (8.75% plus 2.75% PIK, due 4/16/2018)  (16)",,15509,,15252,,14992,,0.6%,,
680,,,,,,,,,15252,,14992,,0.6%,,
681,"NRG Manufacturing, Inc.",,Texas / Manufacturing,,Escrow Receivable,,,,-,,3618,,0.1%,,
682,,,,,,,,,-,,3618,,0.1%,,
683,"Pegasus Business Intelligence, LP  (4)",,Texas / Diversified Financial Services,,"Revolving Line of Credit - $2,500 Commitment (9.00% (LIBOR + 7.75% with 1.25% LIBOR floor), due 4/18/2014)  (25)",,-,,-,,-,,0.0%,,
684,,,,,"Senior Secured Term Loan A (6.75% (LIBOR + 5.50% with 1.25% LIBOR floor), due 4/18/2018)",,15938,,15938,,15938,,0.6%,,
685,,,,,"Senior Secured Term Loan B (13.75% (LIBOR + 12.50% with 1.25% LIBOR floor), due 4/18/2018)",,15938,,15938,,15938,,0.6%,,
686,,,,,,,,,31876,,31876,,1.2%,,
687,"Octagon Investment Partners XV, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Income Notes (Residual Interest),,26901,,26919,,25515,,1.0%,,
688,,,,,,,,,26919,,25515,,1.0%,,
689,"Pelican Products, Inc.  (16)",,California / Durable Consumer Products,,"Subordinated Secured (11.50% (LIBOR + 10.00% with 1.50% LIBOR floor), due 6/14/2019)  (3), (4)",,15000,,14729,,15000,,0.6%,,
690,,,,,,,,,14729,,15000,,0.6%,,
691,Pinnacle (US) Acquisition Co Limited  (16),,Texas / Software & Computer Services,,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 8/3/2020)  (4)",,10000,,9815,,10000,,0.4%,,
692,,,,,,,,,9815,,10000,,0.4%,,
693,"Pre-Paid Legal Services, Inc.  (16)",,Oklahoma / Consumer Services,,"Senior Subordinated Term Loan (11.50% (PRIME + 8.25%), due 12/31/2016)  (3), (4)",,5000,,5000,,5000,,0.2%,,
694,,,,,,,,,5000,,5000,,0.2%,,
695,Prince Mineral Holding Corp.,,New York / Metal Services & Minerals,,"Senior Secured Term Loan (11.50%, due 12/15/2019)",,10000,,9888,,10000,,0.4%,,
696,,,,,,,,,9888,,10000,,0.4%,,
697,Portfolio  Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of  Net  Assets,,
698,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,,,
699,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,,,
700,"Progrexion Holdings, Inc.  (4), (28)",,Utah / Consumer Services,,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)",,"$ 241,033",,"$ 241,033",,"$ 241,033",,9.1%,,
701,,,,,,,,,241033,,241033,,9.1%,,
702,"Rocket Software, Inc.  (3), (4)",,Massachusetts / Software & Computer Services,,"Second Lien Term Loan (10.25% (LIBOR + 8.75% with 1.50% LIBOR floor), due 2/8/2019)",,20000,,19719,,20000,,0.8%,,
703,,,,,,,,,19719,,20000,,0.8%,,
704,"Royal Adhesives & Sealants, LLC",,Indiana / Chemicals,,"Senior Subordinated Unsecured Term Loan (12.00% plus 2.00% PIK, due 11/29/2016)",,28364,,28364,,28648,,1.1%,,
705,,,,,,,,,28364,,28648,,1.1%,,
706,"Ryan, LLC  (4)",,Texas / Business Services,,"Subordinated Secured (12.00% (LIBOR + 9.00% with 3.00% LIBOR floor) plus 3.00% PIK, due 6/30/2018)",,70000,,70000,,70000,,2.6%,,
707,,,,,,,,,70000,,70000,,2.6%,,
