,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
411,Interactive Media & Services,200728,,-,,-,,-,,-,,-,,-,,200728.0,,6.6,%,,,,,,
412,Internet & Direct Marketing Retail,16440,,-,,-,,-,,-,,-,,-,,16440.0,,0.5,%,,,,,,
413,IT Services,118311,,-,,85750,,-,,-,,-,,-,,204061.0,,6.7,%,,,,,,
414,Leisure Products,24319,,-,,-,,-,,-,,-,,-,,24319.0,,0.8,%,,,,,,
415,Machinery,48655,,-,,-,,-,,-,,-,,-,,48655.0,,1.6,%,,,,,,
416,Media,64170,,-,,2754,,-,,-,,-,,-,,66924.0,,2.2,%,,,,,,
417,Paper & Forest Products,4393,,-,,11395,,-,,-,,-,,-,,15788.0,,0.5,%,,,,,,
418,Professional Services,29275,,-,,77267,,-,,-,,-,,-,,106542.0,,3.5,%,,,,,,
419,Real Estate Management & Development,31747,,-,,-,,-,,-,,-,,-,,31747.0,,1.0,%,,,,,,
420,Software,8425,,-,,65320,,-,,-,,-,,-,,73745.0,,2.4,%,,,,,,
421,"Technology Hardware, Storage & Peripherals",-,,-,,12318,,-,,-,,-,,-,,12318.0,,0.4,%,,,,,,
422,"Textiles, Apparel & Luxury Goods",164656,,-,,35363,,-,,-,,-,,-,,200019.0,,6.5,%,,,,,,
423,Transportation Infrastructure,-,,-,,27662,,-,,-,,-,,-,,27662.0,,0.9,%,,,,,,
424,Structured Finance (A),-,,-,,-,,-,,708961,,-,,-,,708961.0,,23.2,%,,,,,,
425,Total Non-Control/ Non-Affiliate,,1283545,,,-,,,775917,,,3990,,,708961,,,-,,,13086,,2785499.0,91.2,%
426,Fair Value % of Net Assets,42.0,%,-,%,25.5,%,0.1,%,23.2,%,-,%,0.4,%,91.2,%,,,,,,,,
427,Total Portfolio,,2450928,,,1981,,,1271966,,,3990,,,708961,,,51079,,,743423,,5232328.0,171.2,%
428,Fair Value % of Net Assets,80.2,%,0.1,%,41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,,,,,,,,
429,Control Investments,,,,,,,,,,,,,,,,,,,,,,,,
430,Aerospace & Defense,,54841,,,-,,,-,,,-,,,-,,,22738,,,77579.0,,,,
431,Commercial Services & Supplies,126505,,-,,-,,-,,6915,,6849,,140269,,,,,,,,,,,
432,Construction & Engineering,43731,,-,,-,,-,,-,,26204,,69935,,,,,,,,,,,
433,Consumer Finance,-,,348606,,-,,-,,-,,116839,,465445,,,,,,,,,,,
434,Energy Equipment & Services,69447,,-,,-,,-,,-,,192216,,261663,,,,,,,,,,,
435,Equity Real Estate Investment Trusts (REITs),433553,,-,,-,,-,,-,,62887,,496440,,,,,,,,,,,
436,Health Care Providers & Services,248872,,-,,-,,-,,-,,1,,248873,,,,,,,,,,,
437,Machinery,-,,28622,,-,,-,,-,,6866,,35488,,,,,,,,,,,
438,Media,3114,,-,,-,,-,,-,,12869,,15983,,,,,,,,,,,
439,Online Lending,172000,,-,,-,,-,,-,,100949,,272949,,,,,,,,,,,
440,Personal Products,212969,,-,,-,,-,,-,,25000,,237969,,,,,,,,,,,
441,Trading Companies & Distributors,63213,,-,,-,,-,,-,,-,,63213,,,,,,,,,,,
442,Total Control Investments,,1428245,,,377228,,,-,,,-,,,6915,,,573418,,,2385806.0,,,,
443,Affiliate Investments,,,,,,,,,,,,,,,,,,,,,,,,
444,Distributors,,-,,,127091,,,-,,,-,,,-,,,-,,,127091.0,,,,
445,Diversified Consumer Services,-,,8159,,-,,-,,32018,,6577,,46754,,,,,,,,,,,
446,"Textiles, Apparel & Luxury Goods",-,,-,,-,,-,,-,,3771,,3771,,,,,,,,,,,
447,Total Affiliate Investments,,-,,,135250,,,-,,,-,,,32018,,,10348,,,177616.0,,,,
448,Non-Control/Non-Affiliate Investments,,,,,,,,,,,,,,,,,,,,,,,,
449,Air Freight & Logistics,,-,,,12500,,,-,,,-,,,-,,,-,,,12500.0,,,,
450,Auto Components,-,,25450,,-,,-,,-,,-,,25450,,,,,,,,,,,
451,Building Products,-,,19842,,-,,-,,-,,-,,19842,,,,,,,,,,,
452,Capital Markets,-,,25084,,-,,-,,-,,-,,25084,,,,,,,,,,,
453,Chemicals,-,,-,,-,,-,,-,,-,,-,,,,,,,,,,,
454,Commercial Services & Supplies,60513,,175674,,-,,-,,-,,-,,236187,,,,,,,,,,,
455,Communications Equipment,-,,50503,,-,,-,,-,,-,,50503,,,,,,,,,,,
456,Consumer Finance,22333,,-,,-,,-,,-,,-,,22333,,,,,,,,,,,
457,Distributors,172815,,-,,-,,-,,-,,-,,172815,,,,,,,,,,,
458,Diversified Consumer Services,-,,100091,,-,,-,,-,,-,,100091,,,,,,,,,,,
459,Diversified Telecommunication Services,9923,,26311,,-,,-,,-,,-,,36234,,,,,,,,,,,
460,"Electronic Equipment, Instruments & Components",-,,-,,-,,-,,-,,-,,-,,,,,,,,,,,
461,Energy Equipment & Services,-,,-,,-,,-,,-,,-,,-,,,,,,,,,,,
462,Entertainment,16128,,20093,,-,,-,,-,,-,,36221,,,,,,,,,,,
463,Food Products,-,,34729,,-,,-,,-,,-,,34729,,,,,,,,,,,
464,Health Care Equipment & Supplies,33673,,7469,,-,,-,,-,,-,,41142,,,,,,,,,,,
465,Health Care Providers & Services,125265,,96284,,-,,-,,-,,-,,221549,,,,,,,,,,,
466,"Hotels, Restaurants & Leisure",27252,,7485,,-,,-,,-,,-,,34737,,,,,,,,,,,
467,Household Durables,15888,,13403,,-,,-,,-,,-,,29291,,,,,,,,,,,
468,Household Products,24688,,-,,-,,-,,-,,-,,24688,,,,,,,,,,,
469,Insurance,-,,12988,,-,,-,,-,,-,,12988,,,,,,,,,,,
470,Interactive Media & Services,37861,,-,,-,,-,,-,,-,,37861,,,,,,,,,,,
471,IT Services,270714,,35382,,-,,-,,-,,-,,306096,,,,,,,,,,,
472,Leisure Products,32868,,-,,-,,-,,-,,1,,32869,,,,,,,,,,,
473,Media,87379,,35000,,-,,-,,-,,-,,122379,,,,,,,,,,,
474,Online Lending,-,,-,,-,,-,,-,,-,,-,,,,,,,,,,,
475,Paper & Forest Products,-,,11361,,-,,-,,-,,-,,11361,,,,,,,,,,,
476,Professional Services,118403,,69695,,-,,-,,-,,-,,188098,,,,,,,,,,,
477,Real Estate Management & Development,38852,,-,,-,,-,,-,,-,,38852,,,,,,,,,,,
478,Software,-,,64723,,-,,-,,-,,-,,64723,,,,,,,,,,,
479,"Technology Hardware, Storage & Peripherals",-,,12400,,-,,-,,-,,-,,12400,,,,,,,,,,,
480,"Textiles, Apparel & Luxury Goods",190678,,36657,,-,,-,,-,,-,,227335,,,,,,,,,,,
481,Tobacco,-,,14419,,-,,-,,-,,-,,14419,,,,,,,,,,,
482,Transportation Infrastructure,-,,27578,,-,,-,,-,,-,,27578,,,,,,,,,,,
483,Structured Finance (A),-,,-,,44774,,1103751,,-,,-,,1148525,,,,,,,,,,,
484,Total Non-Control/ Non-Affiliate,,1285233,,,935121,,,44774.0,,,1103751,,,-,,,1.0,,,3368880.0,,,,
485,Total Portfolio Investment Cost,,2713478,,,1447599,,,44774.0,,,1103751,,,38933,,,583767.0,,,5932302.0,,,,
486,Household Products,24688,,-,,-,,-,,-,,-,,24688,,0.7,%,,,,,,,,
487,Insurance,-,,12988,,-,,-,,-,,-,,12988,,0.4,%,,,,,,,,
488,Interactive Media & Services,37861,,-,,-,,-,,-,,-,,37861,,1.1,%,,,,,,,,
489,IT Services,269657,,35703,,-,,-,,-,,-,,305360,,9.2,%,,,,,,,,
490,Leisure Products,32868,,-,,-,,-,,-,,-,,32868,,1.0,%,,,,,,,,
491,Media,86704,,30580,,-,,-,,-,,-,,117284,,3.5,%,,,,,,,,
492,Online Lending,-,,-,,-,,-,,-,,-,,-,,-,%,,,,,,,,
493,Paper & Forest Products,-,,11500,,-,,-,,-,,-,,11500,,0.3,%,,,,,,,,
494,Pharmaceuticals,-,,-,,-,,-,,-,,-,,-,,-,%,,,,,,,,
495,Professional Services,118813,,71365,,-,,-,,-,,-,,190178,,5.8,%,,,,,,,,
496,Real Estate Management & Development,38852,,-,,-,,-,,-,,-,,38852,,1.2,%,,,,,,,,
497,Software,-,,64729,,-,,-,,-,,-,,64729,,2.0,%,,,,,,,,
498,"Technology Hardware, Storage & Peripherals",-,,12400,,-,,-,,-,,-,,12400,,0.4,%,,,,,,,,
499,"Textiles, Apparel & Luxury Goods",189725,,36657,,-,,-,,-,,-,,226382,,6.8,%,,,,,,,,
500,Tobacco,-,,14500,,-,,-,,-,,-,,14500,,0.4,%,,,,,,,,
501,Transportation Infrastructure,-,,28104,,-,,-,,-,,-,,28104,,0.9,%,,,,,,,,
502,Structured Finance (A),-,,-,,46851,,850694,,-,,-,,897545,,27.1,%,,,,,,,,
503,Total Non-Control/ Non-Affiliate,,1270778,,,930385,,,46851,,,850694,,,-,,,2239.0,,,3100947.0,93.8,%,,
504,Fair Value % of Net Assets,38.4,%,28.1,%,1.4,%,25.7,%,-,%,0.1,%,93.8,%,,,,,,,,,,
505,Total Portfolio,,2475437,,,1337958,,,46851,,,850694,,,33058,,,909555.0,,,5653553.0,171.0,%,,
506,Fair Value % of Net Assets,74.9,%,40.5,%,1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,,,,,,,,,,
507,"Cinedigm DC Holdings, LLC",-%,2.50%,2.50%,,,,,,,,,,,,,,,,,,,,,
508,"CP Energy - Spartan Energy Services, LLC Term Loan B",16.44%,-%,16.44%,,,,,,,,,,,,,,,,,,,,,
509,Credit Central Loan Company,6.53%,3.47%,10.00%,,,,,,,,,,,,,,,,,,,,,
510,"Echelon Transportation, LLC",2.25%,-%,2.25%,(A),,,,,,,,,,,,,,,,,,,,
511,"Echelon Transportation, LLC",1.00%,-%,1.00%,(A),,,,,,,,,,,,,,,,,,,,
512,"Edmentum Ultimate Holdings, LLC - Revolver",5.00%,-%,5.00%,,,,,,,,,,,,,,,,,,,,,
513,"Edmentum Ultimate Holdings, LLC - Senior PIK Note",8.50%,-%,8.50%,,,,,,,,,,,,,,,,,,,,,
514,First Tower Finance Company LLC,7.48%,3.02%,10.50%,,,,,,,,,,,,,,,,,,,,,
515,"Interdent, Inc - Senior Secured Term Loan B",16.00%,-%,16.00%,,,,,,,,,,,,,,,,,,,,,
516,"MITY, Inc.",10.00%,-%,10.00%,,,,,,,,,,,,,,,,,,,,,
517,National Property REIT Corp. - Senior Secured Term Loan A,-%,5.00%,5.00%,,,,,,,,,,,,,,,,,,,,,
518,National Property REIT Corp. - Senior Secured Term Loan B,-%,5.50%,5.50%,,,,,,,,,,,,,,,,,,,,,
519,Nationwide Loan Company LLC,10.00%,-%,10.00%,,,,,,,,,,,,,,,,,,,,,
520,"Valley Electric Co. of Mt. Vernon, Inc.",-%,2.50%,2.50%,,,,,,,,,,,,,,,,,,,,,
521,"Valley Electric Company, Inc.",5.00%,5.00%,10.00%,,,,,,,,,,,,,,,,,,,,,
522,Venio LLC,10.10%,-%,10.10%,,,,,,,,,,,,,,,,,,,,,
523,"Interdent, Inc.",Senior Secured Term Loan D,"2/3/2020, 4/6/2020",4350,,,,,,,,,,,,,,,,,,,,,
524,"Janus International Group, LLC",Second Lien Term Loan,"8/3/2018, 8/9/2018, 8/20/2018, 9/6/2018",9915,,,,,,,,,,,,,,,,,,,,,
525,JD Power and Associates,Second Lien Term Loan,"8/10/2017, 8/31/2018, 3/11/2019, 4/10/2019",15239,,,,,,,,,,,,,,,,,,,,,
526,Jefferson Mill CLO Ltd.,Subordinated Structured Note,9/21/2018,2047,,,,,,,,,,,,,,,,,,,,,
527,"K&N Parent, Inc.",Second Lien Term Loan,"8/14/2018, 9/5/2018, 9/7/2018, 9/10/2018, 9/24/2018",12695,,,,,,,,,,,,,,,,,,,,,
528,Kickapoo Ranch Pet Resort,Membership Interest,"10/21/2019, 12/4/2019",28,,,,,,,,,,,,,,,,,,,,,
529,LCM XIV Ltd.,Subordinated Structured Note,"9/25/2015, 5/18/2018",9422,,,,,,,,,,,,,,,,,,,,,
530,"Madison Park Funding IX, Ltd.",Subordinated Structured Note,7/1/2015,7320,,,,,,,,,,,,,,,,,,,,,
531,"MITY, Inc.",Common Stock,6/23/2014,7200,,,,,,,,,,,,,,,,,,,,,
532,"MITY, Inc.",Senior Secured Note A,1/17/2017,8000,,,,,,,,,,,,,,,,,,,,,
533,"MITY, Inc.",Senior Secured Note B,"1/17/2017, 6/3/2019",11000,,,,,,,,,,,,,,,,,,,,,
534,"MRP Holdco, Inc.",Senior Secured Term Loan A,12/7/2018,12000,,,,,,,,,,,,,,,,,,,,,
535,"MRP Holdco, Inc.",Senior Secured Term Loan B,12/7/2018,12000,,,,,,,,,,,,,,,,,,,,,
536,Nationwide Loan Company LLC,Class A Units,"3/28/2014, 6/18/2014, 9/30/2014, 6/29/2015, 3/31/2016, 8/31/2016, 5/31/2017, 10/31/2017",20469,,,,,,,,,,,,,,,,,,,,,
537,Nationwide Loan Company LLC,Senior Subordinated Term Loan to Nationwide Acceptance LLC,"12/28/2015, 8/31/2016",1999,,,,,,,,,,,,,,,,,,,,,
538,National Property REIT Corp.,Senior Secured Term Loan A,"4/3/2020, 5/15/2020, 6/10/2020",19309,,,,,,,,,,,,,,,,,,,,,
539,National Property REIT Corp.,Senior Secured Term Loan C,"10/23/2019, 1/23/2020, 3/31/2020, 4/8/2020",79200,,,,,,,,,,,,,,,,,,,,,
540,"NMMB, Inc.",Senior Secured Term Loan,12/30/2019,15100,,,,,,,,,,,,,,,,,,,,,
541,"NMMB, Inc.",Series A and B Preferred Stock,"12/13/2013, 10/1/2014",8469,,,,,,,,,,,,,,,,,,,,,
542,"Octagon Investment Partners XV, Ltd.",Subordinated Structured Note,"4/27/2015, 8/3/2015, 6/27/2017",10516,,,,,,,,,,,,,,,,,,,,,
543,Octagon Investment Partners 18-R Ltd.,Subordinated Structured Note,3/23/2018,8908,,,,,,,,,,,,,,,,,,,,,
544,Pacific World Corporation,Revolving Line of Credit,"10/21/2014, 12/19/2014, 4/7/2015, 4/22/2015, 8/12/2016, 10/18/2016, 2/7/2017, 2/21/2017, 4/26/2017, 10/11/2017, 10/17/2017, 1/16/2018, 12/27/2018, 3/15/2019, 7/2/2019, 8/15/2019",36825,,,,,,,,,,,,,,,,,,,,,
545,Pacific World Corporation,Convertible Preferred Equity,"4/3/2019, 4/29/2019, 6/3/2019, 10/4/2019, 11/12/2019, 12/20/2019, 1/7/2020, 3/5/2020",20100,,,,,,,,,,,,,,,,,,,,,
546,"PeopleConnect Holdings, LLC",Revolving Line of Credit,1/31/2020,1115,,,,,,,,,,,,,,,,,,,,,
547,"PeopleConnect Intermediate, LLC",Revolving Line of Credit,12/18/2017,500,,,,,,,,,,,,,,,,,,,,,
548,"PeopleConnect Intermediate, LLC",Senior Secured Term Loan A,8/11/2015,6500,,,,,,,,,,,,,,,,,,,,,
549,"PeopleConnect Intermediate, LLC",Senior Secured Term Loan B,8/11/2015,6500,,,,,,,,,,,,,,,,,,,,,
550,"PG Dental Holdings New Jersey, LLC",Delayed Draw Term Loan,"8/26/2019, 4/3/2020",2500,,,,,,,,,,,,,,,,,,,,,
551,"PG Dental Holdings New Jersey, LLC",Senior Secured Term Loan,5/31/2019,20,,,,,,,,,,,,,,,,,,,,,
552,"PGX Holdings, Inc.",Second Lien Term Loan,"12/23/2016, 12/28/2016",15034,,,,,,,,,,,,,,,,,,,,,
553,"RGIS Services, LLC",Senior Secured Term Loan,"7/19/2017, 8/2/2017, 8/9/2017, 8/16/2017, 9/11/2017, 4/10/2019, 5/1/2019",19293,,,,,,,,,,,,,,,,,,,,,
554,Romark WM-R Ltd.,Subordinated Structured Note,3/29/2018,5125,,,,,,,,,,,,,,,,,,,,,
555,Rosa Mexicano,Revolving Line of Credit,3/27/2020,500,,,,,,,,,,,,,,,,,,,,,
556,"R-V Industries, Inc.",Common Stock,12/27/2016,1854,,,,,,,,,,,,,,,,,,,,,
557,"Securus Technologies Holdings, Inc.",Second Lien Term Loan,"11/13/2017, 11/24/2017, 8/6/2018, 8/24/2018, 3/18/2019",22750,,,,,,,,,,,,,,,,,,,,,
558,"SEOTownCenter, Inc.",Senior Secured Term Loan A,11/2/2018,3000,,,,,,,,,,,,,,,,,,,,,
559,"SEOTownCenter, Inc.",Senior Secured Term Loan B,11/2/2018,2000,,,,,,,,,,,,,,,,,,,,,
560,SESAC Holdco II LLC,Second Lien Term Loan,4/5/2019,4975,,,,,,,,,,,,,,,,,,,,,
561,"Sorenson Communications, LLC",First Lien Term Loan,5/14/2019,8000,,,,,,,,,,,,,,,,,,,,,
562,"Symphony CLO XV, Ltd.",Subordinated Structured Note,12/7/2018,2655,,,,,,,,,,,,,,,,,,,,,
563,"TouchTunes Interactive Networks, Inc.",Second Lien Term Loan,"11/3/2016, 11/14/2016",9000,,,,,,,,,,,,,,,,,,,,,
564,"Town & Country Holdings, Inc.",First Lien Term Loan,"7/13/2018, 7/16/2018",105000,,,,,,,,,,,,,,,,,,,,,
565,"Transplace Holdings, Inc.",Second Lien Term Loan,1/4/2018,3518,,,,,,,,,,,,,,,,,,,,,
566,"United Sporting Companies, Inc.",Second Lien Term Loan,3/7/2013,58650,,,,,,,,,,,,,,,,,,,,,
567,"Universal Turbine Parts, LLC",Delayed Draw Term Loan,"10/24/2019, 2/7/2020, 2/26/2020",2900,,,,,,,,,,,,,,,,,,,,,
568,USES Corp.,Senior Secured Term Loan A,"6/15/2016, 6/29/2016, 2/22/2017, 4/27/2017, 5/4/2017, 8/30/2017, 10/11/2017, 12/11/2018, 8/30/2019",14100,,,,,,,,,,,,,,,,,,,,,
569,"USG Intermediate, LLC",Revolving Line of Credit,"7/2/2015, 9/23/2015, 9/14/2017, 8/21/2019",5200,,,,,,,,,,,,,,,,,,,,,
570,"USG Intermediate, LLC",Senior Secured Term Loan A,8/24/2017,2025,,,,,,,,,,,,,,,,,,,,,
571,"USG Intermediate, LLC",Senior Secured Term Loan B,8/24/2017,2975,,,,,,,,,,,,,,,,,,,,,
572,"Valley Electric Company, Inc.",Common Stock,"12/31/2012, 6/24/2014",18502,,,,,,,,,,,,,,,,,,,,,
573,"Valley Electric Company, Inc.",Senior Secured Note,"6/30/2014, 8/31/2018",5129,,,,,,,,,,,,,,,,,,,,,
574,"VC GB Holdings, Inc.",Subordinated Secured Term Loan,3/13/2019,1485,,,,,,,,,,,,,,,,,,,,,
575,"Voya CLO 2014-1, Ltd.",Subordinated Structured Note,3/29/2018,3943,,,,,,,,,,,,,,,,,,,,,
576,"Wolf Energy, LLC","Membership Interest in Wolf Energy Services Company, LLC",5/17/2017,16,,,,,,,,,,,,,,,,,,,,,
