,0,1,2,3,4,5,6,7,8,9,10,11,12
240,Prince Mineral Holding Corp.,New York / Metals & Mining,"Senior Secured Term Loan (11.50%, due 12/15/2019)(8)",10000,127500,9958,108146,10000,3.3%,0.3%,,,
241,Prince Mineral Holding Corp.,New York / Metals & Mining,"Senior Secured Term Loan (11.50%, due 12/15/2019)(8)",10000,9958,9958,10000,10000,0.3%,,,,
242,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,10000,0.3%,,,,
243,"RGIS Services, LLC",Michigan / Commercial Services & Supplies,"Senior Secured Term Loan (8.83% (LIBOR + 7.50% with 1.00% LIBOR floor), due 3/31/2023)(8)(10)(11)",Principal Value,30884,Fair  Value(2),% of Net Assets,30208,0.3%,,28832.0,,0.9%
244,"RGIS Services, LLC",Michigan / Commercial Services & Supplies,"Senior Secured Term Loan (8.83% (LIBOR + 7.50% with 1.00% LIBOR floor), due 3/31/2023)(8)(10)(11)",Principal Value,30208,Fair  Value(2),28832,30208,0.9%,,,,
245,RME Group Holding Company,Florida / Media,"Senior Secured Term Loan A (7.33% (LIBOR + 6.00% with 1.00% LIBOR floor), due 5/4/2022)(3)(10)(11)",37313,30208,37313,28832,37313,0.9%,1.1%,,,
246,"Senior Secured Term Loan B (12.33% (LIBOR + 11.00% with 1.00% LIBOR floor), due 5/4/2022)(3)(10)(11)",24938,"Senior Secured Term Loan A (7.33% (LIBOR + 6.00% with 1.00% LIBOR floor), due 5/4/2022)(3)(10)(11)",24938,30208,24938,28832,0.8%,0.9%,,,,
247,"Senior Secured Term Loan B (12.33% (LIBOR + 11.00% with 1.00% LIBOR floor), due 5/4/2022)(3)(10)(11)",24938,"Senior Secured Term Loan A (7.33% (LIBOR + 6.00% with 1.00% LIBOR floor), due 5/4/2022)(3)(10)(11)",24938,62251,24938,62251,0.8%,1.9%,,,,
248,"Rocket Software, Inc.",Massachusetts / Software,"Second Lien Term Loan (10.83% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/14/2024)(3)(8)(10)(11)",50000,62251,49125,62251,50000,1.9%,1.5%,,,
249,"Rocket Software, Inc.",Massachusetts / Software,"Second Lien Term Loan (10.83% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/14/2024)(3)(8)(10)(11)",50000,49125,49125,50000,50000,1.5%,,,,
250,"SCS Merger Sub, Inc.",Texas / IT Services,"Second Lien Term Loan (10.74% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/30/2023)(3)(8)(10)(13)",20000,49125,19549,50000,20000,1.5%,0.6%,,,
251,"SCS Merger Sub, Inc.",Texas / IT Services,"Second Lien Term Loan (10.74% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/30/2023)(3)(8)(10)(13)",20000,19549,19549,20000,20000,0.6%,,,,
252,SESAC Holdco II LLC,Tennessee / Media,"Second Lien Term Loan (8.49% (LIBOR + 7.25% with 1.00% LIBOR floor), due 2/23/2025)(8)(10)(13)",3000,19549,2972,20000,2972,0.6%,0.1%,,,
253,SESAC Holdco II LLC,Tennessee / Media,"Second Lien Term Loan (8.49% (LIBOR + 7.25% with 1.00% LIBOR floor), due 2/23/2025)(8)(10)(13)",3000,2972,2972,2972,2972,0.1%,,,,
254,Small Business Whole Loan Portfolio(41),New York / Online Lending,"436 Small Business Loans purchased from On Deck Capital, Inc.",6050,2972,6050,2972,5669,0.1%,0.2%,,,
255,Small Business Whole Loan Portfolio(41),New York / Online Lending,"436 Small Business Loans purchased from On Deck Capital, Inc.",6050,6050,6050,5669,5669,0.2%,,,,
256,"Spartan Energy Services, Inc.",Louisiana / Energy Equipment & Services,"Senior Secured Term Loan A (7.24% (LIBOR + 6.00% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 12/28/2018)(10)(13)",13156,6050,11678,5669,8946,0.2%,0.3%,,,
257,"Senior Secured Term Loan B (13.24% (LIBOR + 12.00% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 12/28/2018)(10)(13)",16469,"Senior Secured Term Loan A (7.24% (LIBOR + 6.00% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 12/28/2018)(10)(13)",13669,6050,-,5669,-%,0.2%,,,,
258,"Senior Secured Term Loan B (13.24% (LIBOR + 12.00% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 12/28/2018)(10)(13)",16469,"Senior Secured Term Loan A (7.24% (LIBOR + 6.00% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 12/28/2018)(10)(13)",13669,25347,-,8946,-%,0.3%,,,,
259,"Stryker Energy, LLC","Ohio / Oil, Gas & Consumable Fuels",Overriding Royalty Interests (43),13669,25347,-,8946,-,0.3%,-%,,,
260,"Stryker Energy, LLC","Ohio / Oil, Gas & Consumable Fuels",Overriding Royalty Interests (43),13669,25347,-,8946,-,0.3%,-%,,,
261,Sudbury Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.82%, due 1/17/2026)(5)(14)",28200,25347,19256,8946,16027,0.3%,0.5%,,,
262,Sudbury Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.82%, due 1/17/2026)(5)(14)",28200,19256,19256,16027,16027,0.5%,,,,
263,Symphony CLO XIV Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 6.35%, due 7/14/2026)(5)(6)(14)",49250,19256,35886,16027,30386,0.5%,0.9%,,,
264,Symphony CLO XIV Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 6.35%, due 7/14/2026)(5)(6)(14)",49250,35886,35886,30386,30386,0.9%,,,,
265,"Symphony CLO XV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.46%, due 10/17/2026)(5)(14)",50250,35886,40711,30386,34932,0.9%,1.1%,,,
266,"Symphony CLO XV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.46%, due 10/17/2026)(5)(14)",50250,40711,40711,34932,34932,1.1%,,,,
267,"TouchTunes Interactive Networks, Inc.",New York / Internet Software & Services,"Second Lien Term Loan (9.57% (LIBOR + 8.25% with 1.00% LIBOR floor), due 5/29/2022)(3)(8)(10)(11)",14000,40711,13912,34932,14000,1.1%,0.4%,,,
268,"TouchTunes Interactive Networks, Inc.",New York / Internet Software & Services,"Second Lien Term Loan (9.57% (LIBOR + 8.25% with 1.00% LIBOR floor), due 5/29/2022)(3)(8)(10)(11)",14000,13912,13912,14000,14000,0.4%,,,,
269,TGP HOLDINGS III LLC,Oregon / Household Durables,"Second Lien Term Loan (9.83% (LIBOR + 8.50% with 1.00% LIBOR floor), due 9/25/2025)(8)(10)(11)",3000,13912,2955,14000,3000,0.4%,0.1%,,,
270,TGP HOLDINGS III LLC,Oregon / Household Durables,"Second Lien Term Loan (9.83% (LIBOR + 8.50% with 1.00% LIBOR floor), due 9/25/2025)(8)(10)(11)",3000,2955,2955,3000,3000,0.1%,,,,
271,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,3000,0.1%,,,,
272,"Turning Point Brands, Inc.(42)",Kentucky / Tobacco,"Second Lien Term Loan (11.00%, due 8/17/2022)(3)(8)",Principal Value,14500,Fair  Value(2),% of Net Assets,14372,0.1%,,14263.0,,0.4%
273,"Turning Point Brands, Inc.(42)",Kentucky / Tobacco,"Second Lien Term Loan (11.00%, due 8/17/2022)(3)(8)",Principal Value,14372,Fair  Value(2),14263,14372,0.4%,,,,
274,"United Sporting Companies, Inc.(18)",South Carolina / Distributors,"Second Lien Term Loan (12.75% (LIBOR + 11.00% with 1.75% LIBOR floor) plus 2.00% PIK, in non-accrual status effective 4/1/2017, due 11/16/2019)(3)(10)(13)",142275,14372,136284,14263,65256,0.4%,2.0%,,,
275,"Common Stock (24,967 shares)(16)",South Carolina / Distributors,-,142275,-,136284,-%,65256,0.4%,,,,
276,"Common Stock (24,967 shares)(16)",South Carolina / Distributors,-,142275,136284,136284,65256,65256,2.0%,,,,
277,"Universal Fiber Systems, LLC","Virginia / Textiles, Apparel & Luxury Goods","Second Lien Term Loan (10.74% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/02/2022)(3)(8)(10)(13)",37000,136284,36472,65256,37000,2.0%,1.1%,,,
278,"Universal Fiber Systems, LLC","Virginia / Textiles, Apparel & Luxury Goods","Second Lien Term Loan (10.74% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/02/2022)(3)(8)(10)(13)",37000,36472,36472,37000,37000,1.1%,,,,
279,"Universal Turbine Parts, LLC",Alabama / Trading Companies & Distributors,"Senior Secured Term Loan A (6.98% (LIBOR + 5.75% with 1.00% LIBOR floor), due 7/22/2021)(3)(10)(13)",32013,36472,32013,37000,30067,1.1%,0.9%,,,
280,"Senior Secured Term Loan B (12.98% (LIBOR + 11.75% with 1.00% LIBOR floor), due 7/22/2021)(3)(10)(13)",32500,"Senior Secured Term Loan A (6.98% (LIBOR + 5.75% with 1.00% LIBOR floor), due 7/22/2021)(3)(10)(13)",32500,36472,29924,37000,0.9%,1.1%,,,,
281,"Senior Secured Term Loan B (12.98% (LIBOR + 11.75% with 1.00% LIBOR floor), due 7/22/2021)(3)(10)(13)",32500,"Senior Secured Term Loan A (6.98% (LIBOR + 5.75% with 1.00% LIBOR floor), due 7/22/2021)(3)(10)(13)",32500,64513,29924,59991,0.9%,1.8%,,,,
282,"USG Intermediate, LLC",Texas / Leisure Products,"Revolving Line of Credit – $2,500 Commitment (10.49% (LIBOR + 9.25% with 1.00% LIBOR floor), due 8/24/2018)(10)(13)(15)",2500,64513,2500,59991,2500,1.8%,0.1%,,,
283,"Senior Secured Term Loan A (7.99% (LIBOR + 6.75% with 1.00% LIBOR floor), due 8/24/2022)(3)(10)(13)",14396,"Revolving Line of Credit – $2,500 Commitment (10.49% (LIBOR + 9.25% with 1.00% LIBOR floor), due 8/24/2018)(10)(13)(15)",14396,64513,14396,59991,0.4%,1.8%,,,,
284,"Senior Secured Term Loan B (12.99% (LIBOR + 11.75% with 1.00% LIBOR floor), due 8/24/2022)(3)(10)(13)",21646,"Revolving Line of Credit – $2,500 Commitment (10.49% (LIBOR + 9.25% with 1.00% LIBOR floor), due 8/24/2018)(10)(13)(15)",21646,64513,21646,59991,0.7%,1.8%,,,,
285,Equity(16),21646,1,21646,-,21646,-%,0.7%,1.8%,,,,
286,Equity(16),21646,1,21646,38543,21646,38542,0.7%,1.2%,,,,
287,"VC GB Holdings, Inc.",Illinois / Household Durables,"Subordinated Secured Term Loan (9.24% (LIBOR + 8.00% with 1.00% LIBOR floor), due 2/28/2025)(3)(8)(10)(13)",20000,38543,19721,38542,20000,1.2%,0.6%,,,
288,"VC GB Holdings, Inc.",Illinois / Household Durables,"Subordinated Secured Term Loan (9.24% (LIBOR + 8.00% with 1.00% LIBOR floor), due 2/28/2025)(3)(8)(10)(13)",20000,19721,19721,20000,20000,0.6%,,,,
289,Venio LLC,Pennsylvania / Professional Services,"Second Lien Term Loan (4.00% plus PIK 10.00% (LIBOR + 7.50% with 2.50% LIBOR floor), in non-accrual status effective 12/31/15, due 2/19/2020)(10)(11)",20442,19721,15897,20000,16248,0.6%,0.5%,,,
290,Venio LLC,Pennsylvania / Professional Services,"Second Lien Term Loan (4.00% plus PIK 10.00% (LIBOR + 7.50% with 2.50% LIBOR floor), in non-accrual status effective 12/31/15, due 2/19/2020)(10)(11)",20442,15897,15897,16248,16248,0.5%,,,,
291,"Voya CLO 2012-2, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 0.00%, due 10/15/2022)(5)(14)(17)",38070,15897,1122,16248,1637,0.5%,-%,,,
292,"Voya CLO 2012-2, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 0.00%, due 10/15/2022)(5)(14)(17)",38070,1122,1122,1637,1637,-%,,,,
293,"Voya CLO 2012-3, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 0.00%, due 10/15/2022)(5)(14)(17)",46632,1122,531,1637,1720,-%,0.1%,,,
294,"Voya CLO 2012-3, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 0.00%, due 10/15/2022)(5)(14)(17)",46632,531,531,1720,1720,0.1%,,,,
295,"Voya CLO 2012-4, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 12.96%, due 10/15/2028)(5)(14)",40613,531,30903,1720,29515,0.1%,0.9%,,,
296,"Voya CLO 2012-4, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 12.96%, due 10/15/2028)(5)(14)",40613,30903,30903,29515,29515,0.9%,,,,
297,"Voya CLO 2014-1, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.05%, due 4/18/2026)(5)(6)(14)",32383,30903,24323,29515,24373,0.9%,0.7%,,,
298,"Voya CLO 2014-1, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.05%, due 4/18/2026)(5)(6)(14)",32383,24323,24323,24373,24373,0.7%,,,,
299,"Voya CLO 2016-3, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.80%, due 10/18/2027)(5)(6)(14)",28100,24323,27079,24373,22384,0.7%,0.7%,,,
300,"Voya CLO 2016-3, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.80%, due 10/18/2027)(5)(6)(14)",28100,27079,27079,22384,22384,0.7%,,,,
301,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,22384,0.7%,,,,
302,"Voya CLO 2017-3, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.65%, due 7/20/2030)(5)(6)(14)",Principal Value,44885,Fair  Value(2),% of Net Assets,46340,0.7%,,42581.0,,1.3%
303,"Voya CLO 2017-3, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.65%, due 7/20/2030)(5)(6)(14)",Principal Value,46340,Fair  Value(2),42581,46340,1.3%,,,,
304,Washington Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 7.06%, due 4/20/2026)(5)(6)(14)",22600,46340,16344,42581,13619,1.3%,0.4%,,,
305,Washington Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 7.06%, due 4/20/2026)(5)(6)(14)",22600,16344,16344,13619,13619,0.4%,,,,
306,"Wheel Pros, LLC",Colorado / Auto Components,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(10)(11)",15300,16344,15300,13619,15300,0.4%,0.5%,,,
307,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(10)(11)",5460,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(10)(11)",5460,16344,5460,13619,0.2%,0.4%,,,,
308,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(10)(11)",5460,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(10)(11)",5460,20760,5460,20760,0.2%,0.7%,,,,
309,CCPI Inc.,-%,7.00%,7.00%,20760,5460,20760,0.2%,0.7%,,,,
310,"Cinedigm DC Holdings, LLC",-%,2.50%,2.50%,20760,5460,20760,0.2%,0.7%,,,,
311,Credit Central Loan Company,-%,10.00%,10.00%,20760,5460,20760,0.2%,0.7%,,,,
312,Echelon Aviation LLC,-%,10.00%,2.25%,(A),5460,20760,0.2%,0.7%,,,,
313,Echelon Aviation LLC,-%,10.00%,1.00%,(B),5460,20760,0.2%,0.7%,,,,
314,"Edmentum Ultimate Holdings, LLC - Unsecured Senior PIK Note",8.50%,-%,8.50%,(B),5460,20760,0.2%,0.7%,,,,
315,First Tower Finance Company LLC,3.92%,3.08%,7.00%,(B),5460,20760,0.2%,0.7%,,,,
316,"MITY, Inc.",-%,10.00%,10.00%,(B),5460,20760,0.2%,0.7%,,,,
317,National Property REIT Corp. - Senior Secured Term Loan A,-%,5.50%,5.50%,(B),5460,20760,0.2%,0.7%,,,,
318,National Property REIT Corp. - Senior Secured Term Loan E,-%,5.00%,5.00%,(B),5460,20760,0.2%,0.7%,,,,
319,"National Property REIT Corp. - Senior Secured Term Loan C to ACL Loan Holdings, Inc.",-%,5.00%,5.00%,(B),5460,20760,0.2%,0.7%,,,,
320,National Property REIT Corp. - Senior Secured Term Loan C to American Consumer Lending Limited,-%,5.00%,5.00%,(B),5460,20760,0.2%,0.7%,,,,
321,Nationwide Loan Company LLC,-%,10.00%,10.00%,(B),5460,20760,0.2%,0.7%,,,,
322,Targus Cayman HoldCo Limited - Senior Secured Term Loan A,15.00%,-%,15.00%,(B),5460,20760,0.2%,0.7%,,,,
323,Targus Cayman HoldCo Limited - Senior Secured Term Loan B,15.00%,-%,15.00%,(B),5460,20760,0.2%,0.7%,,,,
324,"Valley Electric Co. of Mt. Vernon, Inc.",-%,2.50%,2.50%,(B),5460,20760,0.2%,0.7%,,,,
325,"Valley Electric Company, Inc.",8.50%,-%,8.50%,(B),5460,20760,0.2%,0.7%,,,,
