,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
460,Total Non-Control/ Non-Affiliate,,1787085,,,947027,,,944815,,,199,,,1406,3680532.0,110.0,%
461,% of Net Assets,53.4,%,28.3,%,28.2,%,-,%,-,%,110.0,%,,,,,
462,Total Portfolio,,2568384,,,1324918,,,944815,,,31008,,,850679,5719804.0,170.9,%
463,% of Net Assets,76.8,%,39.6,%,28.2,%,0.9,%,25.4,%,170.9,%,,,,,
464,Pharmaceuticals,117989,,-,,-,,-,,-,,117989.0,,,,,,
465,Professional Services,48131,,16111,,-,,-,,-,,64242.0,,,,,,
466,Software,-,,56041,,-,,-,,-,,56041.0,,,,,,
467,"Textiles, Apparel & Luxury Goods",225777,,36446,,-,,-,,-,,262223.0,,,,,,
468,Tobacco,-,,14365,,-,,-,,-,,14365.0,,,,,,
469,Trading Companies & Distributors,64513,,-,,-,,-,,-,,64513.0,,,,,,
470,Structured Finance (B),-,,-,,1150006,,-,,-,,1150006.0,,,,,,
471,Total Non-Control/ Non-Affiliate,,2149966.0,,,808209,,,1150006.0,,,8434.0,,,1253.0,4117868.0,,
472,Total Portfolio Investment Cost,,2959738.0,,,1167853,,,1150006.0,,,46368.0,,,657591.0,5981556.0,,
473,Energy Equipment & Services,10463,,-,,-,,-,,-,,10463.0,,0.3,%,,,
474,Health Care Providers & Services,355200,,65407,,-,,-,,782,,421389.0,,12.6,%,,,
475,"Hotels, Restaurants & Leisure",103897,,-,,-,,-,,-,,103897.0,,3.1,%,,,
476,Household Durables,126191,,19992,,-,,-,,-,,146183.0,,4.4,%,,,
477,Internet Software & Services,205441,,13907,,-,,-,,-,,219348.0,,6.5,%,,,
478,IT Services,-,,20000,,-,,-,,-,,20000.0,,0.6,%,,,
479,Leisure Products,33204,,11000,,-,,-,,-,,44204.0,,1.3,%,,,
480,Marine (A),-,,8800,,-,,-,,-,,8800.0,,0.3,%,,,
481,Media,442704,,2971,,-,,-,,-,,445675.0,,13.3,%,,,
482,Metals & Mining,10000,,-,,-,,-,,-,,10000.0,,0.3,%,,,
483,Online Lending,-,,-,,-,,7964,,-,,7964.0,,0.2,%,,,
484,Paper & Forest Products,-,,11500,,-,,-,,-,,11500.0,,0.3,%,,,
485,Personal Products,179009,,13739,,-,,-,,-,,192748.0,,5.7,%,,,
486,Pharmaceuticals,117989,,-,,-,,-,,-,,117989.0,,3.5,%,,,
487,Professional Services,48131,,16342,,-,,-,,-,,64473.0,,1.9,%,,,
488,Software,-,,55150,,-,,-,,-,,55150.0,,1.6,%,,,
489,"Textiles, Apparel & Luxury Goods",225777,,37000,,-,,-,,-,,262777.0,,7.8,%,,,
490,Tobacco,-,,14431,,-,,-,,-,,14431.0,,0.4,%,,,
491,Trading Companies & Distributors,64513,,-,,-,,-,,-,,64513.0,,1.9,%,,,
492,Structured Finance (B),-,,-,,1079712,,-,,-,,1079712.0,,32.2,%,,,
493,Total Non-Control/ Non-Affiliate,,2077149,,,748630,,,1079712,,,7964.0,,,1646,3915101.0,116.7,%
494,% of Net Assets,61.9,%,22.3,%,32.2,%,0.2,%,-,%,116.7,%,,,,,
495,Total Portfolio,,2818371,,,1114874,,,1079712,,,52398.0,,,772950,5838305.0,174.0,%
496,% of Net Assets,84.0,%,33.2,%,32.2,%,1.6,%,23.0,%,174.0,%,,,,,
497,CCPI Inc.,-%,7.00%,7.00%,,,,,,,,,,,,,,
498,"Cinedigm DC Holdings, LLC",-%,2.50%,2.50%,,,,,,,,,,,,,,
499,Credit Central Loan Company,-%,10.00%,10.00%,,,,,,,,,,,,,,
500,Echelon Aviation LLC,,,2.25%,(C),,,,,,,,,,,,,
501,Echelon Aviation LLC,,,1.00%,(D),,,,,,,,,,,,,
502,"Edmentum Ultimate Holdings, LLC - Unsecured Senior PIK Note",8.50%,-%,8.50%,,,,,,,,,,,,,,
503,First Tower Finance Company LLC,3.92%,3.08%,7.00%,,,,,,,,,,,,,,
504,"MITY, Inc.",-%,10.00%,10.00%,,,,,,,,,,,,,,
505,National Property REIT Corp. - Senior Secured Term Loan A,-%,5.50%,5.50%,,,,,,,,,,,,,,
506,National Property REIT Corp. - Senior Secured Term Loan E,-%,5.00%,5.00%,,,,,,,,,,,,,,
507,"National Property REIT Corp. - Senior Secured Term Loan C to ACL Loan Holdings, Inc.",-%,5.00%,5.00%,,,,,,,,,,,,,,
508,National Property REIT Corp. - Senior Secured Term Loan C to American Consumer Lending Limited,-%,5.00%,5.00%,,,,,,,,,,,,,,
509,Nationwide Loan Company LLC,-%,10.00%,10.00%,,,,,,,,,,,,,,
510,Targus Cayman HoldCo Limited - Senior Secured Term Loan A,15.00%,-%,15.00%,,,,,,,,,,,,,,
511,Targus Cayman HoldCo Limited - Senior Secured Term Loan B,15.00%,-%,15.00%,,,,,,,,,,,,,,
512,"Valley Electric Co. of Mt. Vernon, Inc.",-%,2.50%,2.50%,,,,,,,,,,,,,,
513,"Valley Electric Company, Inc.",8.50%,-%,8.50%,,,,,,,,,,,,,,
