,0,1,2,3,4,5,6,7,8,9,10,11,12
480,,,,,"Senior Secured Term Loan C (8.50% (LIBOR + 6.50% with 2.00% LIBOR floor), due 3/18/2016)",,12686,,12686,,12686,,0.8%
481,,,,,"Senior Secured Term Loan D (14.50% (LIBOR + 12.50% with 2.00% LIBOR floor), due 3/18/2016)",,13681,,13681,,13681,,0.9%
482,,,,,,,,,83461,,83461,,5.5%
483,"Shearer’s Foods, Inc.",,Ohio / Food Products,,"Junior Secured Debt (12.00% plus 3.75% PIK (3.75% LIBOR floor), due 3/31/2016)  (3), (4)",,37639,,37639,,37639,,2.5%
484,,,,,"Membership Interest in Mistral Chip Holdings, LLC - Common (2,000 units)  (17)",,,,2000,,2161,,0.1%
485,,,,,"Membership Interest in Mistral Chip Holdings, LLC 2 - Common (595 units)  (17)",,,,1322,,643,,0.0%
486,,,,,"Membership Interest in Mistral Chip Holdings, LLC 3 - Preferred (67 units)  (17)",,,,673,,883,,0.1%
487,,,,,,,,,41634,,41326,,2.7%
488,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of  Net  Assets
489,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,
490,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,
491,Skillsoft Public Limited Company  (22),,Ireland / Software & Computer Services,,"Senior Unsecured (11.125%, due 6/1/2018)",,"$ 15,000",,"$ 14,918",,"$ 15,000",,1.0%
492,,,,,,,,,14918,,15000,,1.0%
493,Snacks Holding Corporation,,Minnesota / Food Products,,"Senior Subordinated Unsecured Term Loan (12.00% plus 1.00% PIK, due 11/12/2017)",,15250,,14754,,15250,,1.0%
494,,,,,"Series A Preferred Stock (4,021.45 shares)",,,,56,,42,,0.0%
495,,,,,"Series B Preferred Stock (1,866.10 shares)",,,,56,,42,,0.0%
496,,,,,"Warrant (to purchase 31,196.52 voting common shares, expires 11/12/2020)",,,,479,,357,,0.0%
497,,,,,,,,,15345,,15691,,1.0%
498,"Southern Management Corporation  (22), (30)",,South Carolina / Consumer Finance,,Second Lien Term Loan (12.00% plus 5.00% PIK due 5/31/2017),,17568,,17568,,17568,,1.2%
499,,,,,,,,,17568,,17568,,1.2%
500,"Sport Helmets Holdings, LLC  (14)",,New York / Personal & Nondurable Consumer Products,,Escrow Receivable,,,,-,,406,,0.0%
501,,,,,,,,,-,,406,,0.0%
502,"Springs Window Fashions, LLC",,Wisconsin / Durable Consumer Products,,"Second Lien Term Loan (11.25% (LIBOR + 9.25% with 2.00% LIBOR floor), due 11/30/2017)  (3), (4)",,35000,,35000,,34062,,2.3%
503,,,,,,,,,35000,,34062,,2.3%
504,"ST Products, LLC",,Pennsylvania/ Manufacturing,,"Senior Secured Term Loan (12.00% (LIBOR + 9.00% with 3.00% LIBOR floor), due 6/16/2016)  (3), (4)",,23328,,23328,,23328,,1.5%
505,,,,,,,,,23328,,23328,,1.5%
506,"Stauber Performance Ingredients, Inc.  (4)",,California / Food Products,,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 1/21/2016)  (3)",,22058,,22058,,22058,,1.5%
507,,,,,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 5/21/2017)",,10500,,10500,,10500,,0.7%
508,,,,,,,,,32558,,32558,,2.2%
509,"Stryker Energy, LLC",,Ohio / Oil & Gas Production,,"Subordinated Secured Revolving Credit Facility - $50,300 Commitment (8.50% (LIBOR + 7.00% with 1.50% LIBOR floor) plus 3.75% PIK, in non-accrual status effective 12/1/2011, due 12/1/2015)  (4), (25)",,33444,,32711,,-,,0.0%
510,,,,,Overriding Royalty Interests  (18),,,,-,,1623,,0.1%
511,,,,,,,,,32711,,1623,,0.1%
512,"Symphony CLO, IX Ltd.  (22)",Cayman Islands / Diversified Financial Services,,LP Certificates (Residual Interest),,45500.0,,42864.0,,43612.0,,2.9%,
513,,,,,,,,,42864,,43612,,2.9%
514,"Targus Group International, Inc.  (16)",,California / Durable Consumer Products,,"First Lien Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 5/25/2016)  (3), (4)",,23760,,23363,,23760,,1.6%
515,,,,,,,,,23363,,23760,,1.6%
516,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of  Net  Assets
517,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,
518,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,
519,Totes Isotoner Corporation,,Ohio / Nondurable Consumer Products,,"Second Lien Term Loan (10.75%, (LIBOR + 9.25% with 1.50% LIBOR floor) due 1/8/2018)  (3), (4)",,"$ 39,000",,"$ 39,000",,"$ 38,531",,2.5%
520,,,,,,,,,39000,,38531,,2.5%
521,"U.S. HealthWorks Holding Company, Inc.  (16)",,California / Healthcare,,"Second Lien Term Loan (10.50% (LIBOR + 9.00% with 1.50% LIBOR floor), due 6/15/2017)  (3), (4)",,25000,,25000,,25000,,1.7%
522,,,,,,,,,25000,,25000,,1.7%
523,"VanDeMark Chemicals, Inc.  (3)",,New York / Chemicals,,"Senior Secured Term Loan (12.20% (LIBOR + 10.20% with 2.0% LIBOR floor), due 12/31/2014)  (4)",,30306,,30306,,30306,,2.0%
524,,,,,,,,,30306,,30306,,2.0%
525,Wind River Resources Corp. and Wind River II Corp.,,Utah / Oil & Gas Production,,"Senior Secured Note (13.00% (LIBOR + 7.50% with 5.50% LIBOR floor) plus 3.00% default interest on principal, 16.00% default interest on past due interest, in non-accrual status effective 12/1/2008, past due)  (4)",,14750,,14750,,2339,,0.2%
526,,,,,Net Profits Interest (5.00% payable on Equity distributions)  (7),,,,-,,-,,0.0%
527,,,,,,,,,14750,,2339,,0.2%
528,,,,,Total Non-control/Non-affiliate Investments (Level 3 Investments),,1536950,,1483487,,98.1%,,
529,,,,,Total Level 3 Portfolio Investments,,2099194,,2094092,,138.5%,,
530,LEVEL 1 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,
531,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,
532,"Allied Defense Group, Inc.",,Virginia / Aerospace & Defense,,"Common Stock (10,000 shares)",,,,56,,-,,0.0%
533,,,,,,,,,56,,-,,0.0%
534,"Dover Saddlery, Inc.",,Massachusetts / Retail,,"Common Stock (30,974 shares)",,,,63,,129,,0.0%
535,,,,,,,,,63,,129,,0.0%
536,,,,,Total Non-control/Non-affiliate Investments (Level 1 Investments),,119,,129,,0.0%,,
537,,,,,Total Portfolio Investments,,2099313,,2094221,,138.5%,,
538,SHORT TERM INVESTMENTS: Money Market Funds (Level 2 Investments),,,,,,,,,,,,
539,Fidelity Institutional Money Market Funds - Government Portfolio (Class I),,,,86596,,86596,,5.7%,,,,
540,Fidelity Institutional Money Market Funds - Government Portfolio (Class I)  (3),,,,31772,,31772,,2.1%,,,,
541,Victory Government Money Market Funds,,,,1,,1,,0.0%,,,,
542,,,,,Total Money Market Funds,,118369,,118369,,7.8%,,
543,,,,,Total Investments,,"$ 2,217,682",,"$2,212,590",,146.3%,,
544,2),,the independent valuation firms conduct independent appraisals and make their own independent assessment;,,,,,,,,,,
545,3),,the audit committee of our Board of Directors reviews and discusses the preliminary valuation with Prospect Capital Management (the “Investment Adviser”) proposing values within the valuation range presented by the independent valuation firms; and,,,,,,,,,,
546,4),,the Board of Directors discusses valuations and determines the fair value of each investment in our portfolio in,,,,,,,,,,
547,2),,the independent valuation firms conduct independent appraisals and make their own independent assessment;,,,,,,,,,,
548,3),,the audit committee of our Board of Directors reviews and discusses the preliminary valuation with Prospect Capital Management (the “Investment Adviser”) proposing values within the valuation range presented by the independent valuation firms; and,,,,,,,,,,
549,4),,the Board of Directors discusses valuations and determines the fair value of each investment in our portfolio in,,,,,,,,,,
550,2),,the independent valuation firms conduct independent appraisals and make their own independent assessment;,,,,,,,,,,
551,3),,the audit committee of our Board of Directors reviews and discusses the preliminary valuation with Prospect Capital Management (the “Investment Adviser”) proposing values within the valuation range presented by the independent valuation firms; and,,,,,,,,,,
552,4),,the Board of Directors discusses valuations and determines the fair value of each investment in our portfolio in,,,,,,,,,,
553,2),,the independent valuation firms conduct independent appraisals and make their own independent assessment;,,,,,,,,,,
554,3),,the audit committee of our Board of Directors reviews and discusses the preliminary valuation with Prospect Capital Management (the “Investment Adviser”) proposing values within the valuation range presented by the independent valuation firms; and,,,,,,,,,,
555,4),,the Board of Directors discusses valuations and determines the fair value of each investment in our portfolio in,,,,,,,,,,
