,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
216,"PeopleConnect Intermediate, LLC (f/k/a Intelius, Inc.)",Washington / Internet Software & Services,"Revolving Line of Credit – $1,000 Commitment (11.10% (LIBOR + 9.50% with 1.00% LIBOR floor), due 8/11/2018)(10)(11)(15)",500,17491,500,17077,500,0.5%,-%,17876.0,0.7%,0.5%,,,,
217,"Senior Secured Term Loan A (7.84% (LIBOR + 6.50% with 1.00% LIBOR floor), due 7/1/2021)(3)(10)(11)",19248,"Revolving Line of Credit – $1,000 Commitment (11.10% (LIBOR + 9.50% with 1.00% LIBOR floor), due 8/11/2018)(10)(11)(15)",19248,17491,19248,17077,0.7%,0.5%,-%,17876.0,0.7%,0.5%,,,,
218,"Senior Secured Term Loan B (13.84% (LIBOR + 12.50% with 1.00% LIBOR floor), due 7/1/2021)(3)(10)(11)",20373,"Revolving Line of Credit – $1,000 Commitment (11.10% (LIBOR + 9.50% with 1.00% LIBOR floor), due 8/11/2018)(10)(11)(15)",20373,17491,20373,17077,0.7%,0.5%,-%,17876.0,0.7%,0.5%,,,,
219,"Senior Secured Term Loan B (13.84% (LIBOR + 12.50% with 1.00% LIBOR floor), due 7/1/2021)(3)(10)(11)",20373,"Revolving Line of Credit – $1,000 Commitment (11.10% (LIBOR + 9.50% with 1.00% LIBOR floor), due 8/11/2018)(10)(11)(15)",20373,40121,20373,40121,0.7%,1.4%,-%,17876.0,0.7%,0.5%,,,,
220,Portfolio Company,Locale / Industry,Investments(1)(44)(45),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,0.7%,1.4%,-%,17876.0,0.7%,0.5%,,,,
221,"PGX Holdings, Inc.(40)",Utah / Diversified Consumer Services,"Second Lien Term Loan (10.57% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/29/2021)(10)(13)",Principal Value,134668,Fair  Value(2),% of Net Assets,134668,1.4%,-%,134668.0,0.7%,4.0%,,,,
222,"PGX Holdings, Inc.(40)",Utah / Diversified Consumer Services,"Second Lien Term Loan (10.57% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/29/2021)(10)(13)",Principal Value,134668,Fair  Value(2),134668,134668,4.0%,-%,134668.0,0.7%,4.0%,,,,
223,PharMerica Corporation,Kentucky / Pharmaceuticals,"Second Lien Term Loan (9.25% (LIBOR + 7.75% with 1.00% LIBOR floor), due 12/07/2024)(8)(10)(13)",12000,134668,11880,134668,12000,4.0%,0.4%,134668.0,0.7%,4.0%,,,,
224,PharMerica Corporation,Kentucky / Pharmaceuticals,"Second Lien Term Loan (9.25% (LIBOR + 7.75% with 1.00% LIBOR floor), due 12/07/2024)(8)(10)(13)",12000,11880,11880,12000,12000,0.4%,0.4%,134668.0,0.7%,4.0%,,,,
225,Photonis Technologies SAS,"France / Electronic Equipment, Instruments & Components","First Lien Term Loan (9.19% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)(8)(10)(11)(14)",12872,11880,12325,12000,11283,0.4%,0.3%,134668.0,0.7%,4.0%,,,,
226,Photonis Technologies SAS,"France / Electronic Equipment, Instruments & Components","First Lien Term Loan (9.19% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)(8)(10)(11)(14)",12872,12325,12325,11283,11283,0.3%,0.3%,134668.0,0.7%,4.0%,,,,
227,"PlayPower, Inc.",North Carolina / Leisure Products,"Second Lien Term Loan (10.44% (LIBOR + 8.75% with 1.00% LIBOR floor), due 6/23/2022)(3)(8)(10)(11)",11000,12325,10892,11283,11000,0.3%,0.3%,134668.0,0.7%,4.0%,,,,
228,"PlayPower, Inc.",North Carolina / Leisure Products,"Second Lien Term Loan (10.44% (LIBOR + 8.75% with 1.00% LIBOR floor), due 6/23/2022)(3)(8)(10)(11)",11000,10892,10892,11000,11000,0.3%,0.3%,134668.0,0.7%,4.0%,,,,
229,Prince Mineral Holding Corp.,New York / Metals & Mining,"Senior Secured Term Loan (11.50%, due 12/15/2019)(8)",10000,10892,9963,11000,10000,0.3%,0.3%,134668.0,0.7%,4.0%,,,,
230,Prince Mineral Holding Corp.,New York / Metals & Mining,"Senior Secured Term Loan (11.50%, due 12/15/2019)(8)",10000,9963,9963,10000,10000,0.3%,0.3%,134668.0,0.7%,4.0%,,,,
231,"RGIS Services, LLC",Michigan / Commercial Services & Supplies,"Senior Secured Term Loan (9.07% (LIBOR + 7.50% with 1.00% LIBOR floor), due 3/31/2023)(3)(8)(10)(11)",30806,9963,30162,10000,29133,0.3%,1.0%,134668.0,0.7%,4.0%,,,,
232,"RGIS Services, LLC",Michigan / Commercial Services & Supplies,"Senior Secured Term Loan (9.07% (LIBOR + 7.50% with 1.00% LIBOR floor), due 3/31/2023)(3)(8)(10)(11)",30806,30162,30162,29133,29133,1.0%,1.0%,134668.0,0.7%,4.0%,,,,
233,RME Group Holding Company,Florida / Media,"Senior Secured Term Loan A (7.69% (LIBOR + 6.00% with 1.00% LIBOR floor), due 5/4/2022)(3)(10)(13)",37125,30162,37125,29133,37125,1.0%,1.2%,134668.0,0.7%,4.0%,,,,
234,"Senior Secured Term Loan B (12.69% (LIBOR + 11.00% with 1.00% LIBOR floor), due 5/4/2022)(3)(10)(11)",24875,"Senior Secured Term Loan A (7.69% (LIBOR + 6.00% with 1.00% LIBOR floor), due 5/4/2022)(3)(10)(13)",24875,30162,24875,29133,0.8%,1.0%,1.2%,134668.0,0.7%,4.0%,,,,
235,"Senior Secured Term Loan B (12.69% (LIBOR + 11.00% with 1.00% LIBOR floor), due 5/4/2022)(3)(10)(11)",24875,"Senior Secured Term Loan A (7.69% (LIBOR + 6.00% with 1.00% LIBOR floor), due 5/4/2022)(3)(10)(13)",24875,62000,24875,62000,0.8%,2.0%,1.2%,134668.0,0.7%,4.0%,,,,
236,"Rocket Software, Inc.",Massachusetts / Software,"Second Lien Term Loan (11.13% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/14/2024)(3)(8)(10)(11)",50000,62000,49157,62000,50000,2.0%,1.6%,134668.0,0.7%,4.0%,,,,
237,"Rocket Software, Inc.",Massachusetts / Software,"Second Lien Term Loan (11.13% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/14/2024)(3)(8)(10)(11)",50000,49157,49157,50000,50000,1.6%,1.6%,134668.0,0.7%,4.0%,,,,
238,"SCS Merger Sub, Inc.",Texas / IT Services,"Second Lien Term Loan (11.07% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/30/2023)(3)(8)(10)(13)",20000,49157,19568,50000,20000,1.6%,0.6%,134668.0,0.7%,4.0%,,,,
239,"SCS Merger Sub, Inc.",Texas / IT Services,"Second Lien Term Loan (11.07% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/30/2023)(3)(8)(10)(13)",20000,19568,19568,20000,20000,0.6%,0.6%,134668.0,0.7%,4.0%,,,,
240,"Securus Technologies Holdings, Inc.",Texas / Communications Equipment,"Second Lien Term Loan (9.87% (LIBOR + 8.25% with 1.00% LIBOR floor), due 11/01/2025)(8)(10)(11)",40000,19568,39851,20000,39851,0.6%,1.2%,134668.0,0.7%,4.0%,,,,
241,"Securus Technologies Holdings, Inc.",Texas / Communications Equipment,"Second Lien Term Loan (9.87% (LIBOR + 8.25% with 1.00% LIBOR floor), due 11/01/2025)(8)(10)(11)",40000,39851,39851,39851,39851,1.2%,1.2%,134668.0,0.7%,4.0%,,,,
242,SESAC Holdco II LLC,Tennessee / Media,"Second Lien Term Loan (8.73% (LIBOR + 7.25% with 1.00% LIBOR floor), due 2/23/2025)(8)(10)(13)",3000,39851,2973,39851,2973,1.2%,0.1%,134668.0,0.7%,4.0%,,,,
243,SESAC Holdco II LLC,Tennessee / Media,"Second Lien Term Loan (8.73% (LIBOR + 7.25% with 1.00% LIBOR floor), due 2/23/2025)(8)(10)(13)",3000,2973,2973,2973,2973,0.1%,0.1%,134668.0,0.7%,4.0%,,,,
244,Small Business Whole Loan Portfolio(41),New York / Online Lending,"124 Small Business Loans purchased from On Deck Capital, Inc.",1484,2973,1484,2973,1365,0.1%,-%,134668.0,0.7%,4.0%,,,,
245,Small Business Whole Loan Portfolio(41),New York / Online Lending,"124 Small Business Loans purchased from On Deck Capital, Inc.",1484,1484,1484,1365,1365,-%,-%,134668.0,0.7%,4.0%,,,,
246,"Spartan Energy Services, Inc.",Louisiana / Energy Equipment & Services,"Senior Secured Term Loan A (7.35% (LIBOR + 6.00% with 1.00% LIBOR floor), due 12/28/2018)(10)(13)",13156,1484,11952,1365,12335,-%,0.4%,134668.0,0.7%,4.0%,,,,
247,"Senior Secured Term Loan B (13.35% PIK (LIBOR + 12.00% with 1.00% LIBOR floor), due 12/28/2018)(3)(10)(13)",17028,"Senior Secured Term Loan A (7.35% (LIBOR + 6.00% with 1.00% LIBOR floor), due 12/28/2018)(10)(13)",14510,1484,15970,1365,0.5%,-%,0.4%,134668.0,0.7%,4.0%,,,,
248,"Senior Secured Term Loan B (13.35% PIK (LIBOR + 12.00% with 1.00% LIBOR floor), due 12/28/2018)(3)(10)(13)",17028,"Senior Secured Term Loan A (7.35% (LIBOR + 6.00% with 1.00% LIBOR floor), due 12/28/2018)(10)(13)",14510,26462,15970,28305,0.5%,0.9%,0.4%,134668.0,0.7%,4.0%,,,,
249,Portfolio Company,Locale / Industry,Investments(1)(44)(45),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,0.5%,0.9%,0.4%,134668.0,0.7%,4.0%,,,,
250,Strategic Materials,Texas / Household Durables,Second Lien Term Loan (9.13% (LIBOR + 7.75% with 1.00% LIBOR floor)(11),Principal Value,7000,Fair  Value(2),% of Net Assets,6931,0.9%,0.4%,6931.0,0.7%,0.2%,,,,
251,Strategic Materials,Texas / Household Durables,Second Lien Term Loan (9.13% (LIBOR + 7.75% with 1.00% LIBOR floor)(11),Principal Value,7000,6931,% of Net Assets,6931,0.9%,0.2%,6931.0,0.7%,0.2%,,,,
252,Sudbury Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.18%, due 1/17/2026)(5)(14)",28200,7000,18803,% of Net Assets,15077,0.9%,0.5%,6931.0,0.7%,0.2%,,,,
253,Sudbury Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.18%, due 1/17/2026)(5)(14)",28200,18803,18803,15077,15077,0.5%,0.5%,6931.0,0.7%,0.2%,,,,
254,Symphony CLO XIV Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 6.82%, due 7/14/2026)(5)(6)(14)",49250,18803,35344,15077,30162,0.5%,0.9%,6931.0,0.7%,0.2%,,,,
255,Symphony CLO XIV Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 6.82%, due 7/14/2026)(5)(6)(14)",49250,35344,35344,30162,30162,0.9%,0.9%,6931.0,0.7%,0.2%,,,,
256,"Symphony CLO XV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.51%, due 10/17/2026)(5)(14)",50250,35344,40328,30162,34887,0.9%,1.0%,6931.0,0.7%,0.2%,,,,
257,"Symphony CLO XV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.51%, due 10/17/2026)(5)(14)",50250,40328,40328,34887,34887,1.0%,1.0%,6931.0,0.7%,0.2%,,,,
258,"TouchTunes Interactive Networks, Inc.",New York / Internet Software & Services,"Second Lien Term Loan (9.62% (LIBOR + 8.25% with 1.00% LIBOR floor), due 5/29/2022)(3)(8)(10)(11)",14000,40328,13916,34887,14000,1.0%,0.4%,6931.0,0.7%,0.2%,,,,
259,"TouchTunes Interactive Networks, Inc.",New York / Internet Software & Services,"Second Lien Term Loan (9.62% (LIBOR + 8.25% with 1.00% LIBOR floor), due 5/29/2022)(3)(8)(10)(11)",14000,13916,13916,14000,14000,0.4%,0.4%,6931.0,0.7%,0.2%,,,,
260,"Transplace Holdings, Inc.",Texas / Transportation Infrastructure,"Second Lien Term Loan (10.13% (LIBOR + 8.75% with 1.00% LIBOR floor), due 10/6/2025)(8)(10)(13)",27500,13916,26830,14000,26830,0.4%,0.8%,6931.0,0.7%,0.2%,,,,
261,"Transplace Holdings, Inc.",Texas / Transportation Infrastructure,"Second Lien Term Loan (10.13% (LIBOR + 8.75% with 1.00% LIBOR floor), due 10/6/2025)(8)(10)(13)",27500,26830,26830,26830,26830,0.8%,0.8%,6931.0,0.7%,0.2%,,,,
262,TGP HOLDINGS III LLC,Oregon / Household Durables,"Second Lien Term Loan (10.19% (LIBOR + 8.50% with 1.00% LIBOR floor), due 9/25/2025)(8)(10)(11)",3000,26830,2956,26830,3000,0.8%,0.1%,6931.0,0.7%,0.2%,,,,
263,TGP HOLDINGS III LLC,Oregon / Household Durables,"Second Lien Term Loan (10.19% (LIBOR + 8.50% with 1.00% LIBOR floor), due 9/25/2025)(8)(10)(11)",3000,2956,2956,3000,3000,0.1%,0.1%,6931.0,0.7%,0.2%,,,,
264,"Turning Point Brands, Inc.(42)",Kentucky / Tobacco,"Second Lien Term Loan (11.00%, due 8/17/2022)(3)(8)",14500,2956,2956,14380,3000,0.1%,14500,6931.0,0.4%,0.2%,,,,
265,"Turning Point Brands, Inc.(42)",Kentucky / Tobacco,"Second Lien Term Loan (11.00%, due 8/17/2022)(3)(8)",14500,14380,2956,14500,3000,0.4%,14500,6931.0,0.4%,0.2%,,,,
266,"United Sporting Companies, Inc.(18)",South Carolina / Distributors,"Second Lien Term Loan (12.75% (LIBOR + 11.00% with 1.75% LIBOR floor) plus 2.00% PIK, in non-accrual status effective 4/1/2017, due 11/16/2019)(10)(13)",142994,14380,131699,14500,46914,0.4%,1.4%,6931.0,0.4%,0.2%,,,,
267,"Common Stock (24,967 shares)(16)",South Carolina / Distributors,-,142994,-,131699,-%,46914,0.4%,1.4%,6931.0,0.4%,0.2%,,,,
268,"Common Stock (24,967 shares)(16)",South Carolina / Distributors,-,142994,131699,131699,46914,46914,1.4%,1.4%,6931.0,0.4%,0.2%,,,,
269,"Universal Fiber Systems, LLC","Virginia / Textiles, Apparel & Luxury Goods","Second Lien Term Loan (10.93% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/02/2022)(3)(8)(10)(13)",37000,131699,36499,46914,37000,1.4%,1.1%,6931.0,0.4%,0.2%,,,,
270,"Universal Fiber Systems, LLC","Virginia / Textiles, Apparel & Luxury Goods","Second Lien Term Loan (10.93% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/02/2022)(3)(8)(10)(13)",37000,36499,36499,37000,37000,1.1%,1.1%,6931.0,0.4%,0.2%,,,,
271,"Universal Turbine Parts, LLC",Alabama / Trading Companies & Distributors,"Senior Secured Term Loan A (6.99% (LIBOR + 5.75% with 1.00% LIBOR floor), due 7/22/2021)(3)(10)(13)",31688,36499,31688,37000,28648,1.1%,0.9%,6931.0,0.4%,0.2%,,,,
272,"Senior Secured Term Loan B (12.99% (LIBOR + 11.75% with 1.00% LIBOR floor), due 7/22/2021)(3)(10)(13)",32500,"Senior Secured Term Loan A (6.99% (LIBOR + 5.75% with 1.00% LIBOR floor), due 7/22/2021)(3)(10)(13)",32500,36499,27321,37000,0.9%,1.1%,0.9%,6931.0,0.4%,0.2%,,,,
273,"Senior Secured Term Loan B (12.99% (LIBOR + 11.75% with 1.00% LIBOR floor), due 7/22/2021)(3)(10)(13)",32500,"Senior Secured Term Loan A (6.99% (LIBOR + 5.75% with 1.00% LIBOR floor), due 7/22/2021)(3)(10)(13)",32500,64188,27321,55969,0.9%,1.8%,0.9%,6931.0,0.4%,0.2%,,,,
274,"USG Intermediate, LLC",Texas / Leisure Products,"Revolving Line of Credit – $2,500 Commitment (10.82% (LIBOR + 9.25% with 1.00% LIBOR floor), due 8/24/2018)(3)(10)(13)(15)",2500,64188,2500,55969,2500,1.8%,0.1%,6931.0,0.4%,0.2%,,,,
275,"Senior Secured Term Loan A (8.32% (LIBOR + 6.75% with 1.00% LIBOR floor), due 8/24/2022)(3)(10)(13)",14233,"Revolving Line of Credit – $2,500 Commitment (10.82% (LIBOR + 9.25% with 1.00% LIBOR floor), due 8/24/2018)(3)(10)(13)(15)",14233,64188,14233,55969,0.4%,1.8%,0.1%,6931.0,0.4%,0.2%,,,,
276,"Senior Secured Term Loan B (13.32% (LIBOR + 11.75% with 1.00% LIBOR floor), due 8/24/2022)(3)(10)(13)",21591,"Revolving Line of Credit – $2,500 Commitment (10.82% (LIBOR + 9.25% with 1.00% LIBOR floor), due 8/24/2018)(3)(10)(13)(15)",21591,64188,21591,55969,0.6%,1.8%,0.1%,6931.0,0.4%,0.2%,,,,
277,Equity(16),21591,1,21591,-,21591,-%,0.6%,1.8%,0.1%,6931.0,0.4%,0.2%,,,,
278,Equity(16),21591,1,21591,38325,21591,38324,0.6%,1.1%,0.1%,6931.0,0.4%,0.2%,,,,
279,Portfolio Company,Locale / Industry,Investments(1)(44)(45),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,0.6%,1.1%,0.1%,6931.0,0.4%,0.2%,,,,
280,"UTZ Quality Foods, LLC",Pennsylvania / Food Products,"Second Lien Term Loan (8.76% (LIBOR + 7.25% with 1.00% LIBOR floor, due 11/21/2025)(8)(10)(13)",Principal Value,10000,Fair  Value(2),% of Net Assets,9876,1.1%,0.1%,9876.0,0.4%,0.3%,,,,
281,"UTZ Quality Foods, LLC",Pennsylvania / Food Products,"Second Lien Term Loan (8.76% (LIBOR + 7.25% with 1.00% LIBOR floor, due 11/21/2025)(8)(10)(13)",Principal Value,9876,Fair  Value(2),9876,9876,0.3%,0.1%,9876.0,0.4%,0.3%,,,,
282,"VC GB Holdings, Inc.",Illinois / Household Durables,"Subordinated Secured Term Loan (9.57% (LIBOR + 8.00% with 1.00% LIBOR floor), due 2/28/2025)(3)(8)(10)(13)",18667,9876,18397,9876,18667,0.3%,0.6%,9876.0,0.4%,0.3%,,,,
283,"VC GB Holdings, Inc.",Illinois / Household Durables,"Subordinated Secured Term Loan (9.57% (LIBOR + 8.00% with 1.00% LIBOR floor), due 2/28/2025)(3)(8)(10)(13)",18667,18397,18397,18667,18667,0.6%,0.6%,9876.0,0.4%,0.3%,,,,
284,Venio LLC,Pennsylvania / Professional Services,"Second Lien Term Loan (4.00% plus PIK 10.00% (LIBOR + 7.50% with 2.50% LIBOR floor), due 2/19/2020)(10)(11)(46)",20976,18397,16287,18667,17076,0.6%,0.5%,9876.0,0.4%,0.3%,,,,
285,Venio LLC,Pennsylvania / Professional Services,"Second Lien Term Loan (4.00% plus PIK 10.00% (LIBOR + 7.50% with 2.50% LIBOR floor), due 2/19/2020)(10)(11)(46)",20976,16287,16287,17076,17076,0.5%,0.5%,9876.0,0.4%,0.3%,,,,
286,"Voya CLO 2012-2, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 0.00%, due 10/15/2022)(5)(14)(17)",38070,16287,1067,17076,1270,0.5%,-%,9876.0,0.4%,0.3%,,,,
287,"Voya CLO 2012-2, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 0.00%, due 10/15/2022)(5)(14)(17)",38070,1067,1067,1270,1270,-%,-%,9876.0,0.4%,0.3%,,,,
288,"Voya CLO 2012-3, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 0.00%, due 10/15/2022)(5)(14)(17)",46632,1067,440,1270,1288,-%,-%,9876.0,0.4%,0.3%,,,,
289,"Voya CLO 2012-3, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 0.00%, due 10/15/2022)(5)(14)(17)",46632,440,440,1288,1288,-%,-%,9876.0,0.4%,0.3%,,,,
290,"Voya CLO 2012-4, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 12.30%, due 10/15/2028)(5)(14)",40613,440,30813,1288,28802,-%,0.9%,9876.0,0.4%,0.3%,,,,
291,"Voya CLO 2012-4, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 12.30%, due 10/15/2028)(5)(14)",40613,30813,30813,28802,28802,0.9%,0.9%,9876.0,0.4%,0.3%,,,,
292,"Voya CLO 2014-1, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.16%, due 4/18/2026)(5)(6)(14)",32383,30813,23910,28802,22775,0.9%,0.7%,9876.0,0.4%,0.3%,,,,
293,"Voya CLO 2014-1, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.16%, due 4/18/2026)(5)(6)(14)",32383,23910,23910,22775,22775,0.7%,0.7%,9876.0,0.4%,0.3%,,,,
294,"Voya CLO 2016-3, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.62%, due 10/18/2027)(5)(6)(14)",28100,23910,27091,22775,22321,0.7%,0.8%,9876.0,0.4%,0.3%,,,,
295,"Voya CLO 2016-3, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.62%, due 10/18/2027)(5)(6)(14)",28100,27091,27091,22321,22321,0.8%,0.8%,9876.0,0.4%,0.3%,,,,
296,"Voya CLO 2017-3, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.01%, due 7/20/2030)(5)(6)(14)",44885,27091,47996,22321,43114,0.8%,1.3%,9876.0,0.4%,0.3%,,,,
297,"Voya CLO 2017-3, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.01%, due 7/20/2030)(5)(6)(14)",44885,47996,47996,43114,43114,1.3%,1.3%,9876.0,0.4%,0.3%,,,,
298,Washington Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 1.82%, due 4/20/2026)(5)(6)(14)",22600,47996,15716,43114,11673,1.3%,0.3%,9876.0,0.4%,0.3%,,,,
299,Washington Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 1.82%, due 4/20/2026)(5)(6)(14)",22600,15716,15716,11673,11673,0.3%,0.3%,9876.0,0.4%,0.3%,,,,
300,"Wheel Pros, LLC",Colorado / Auto Components,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(10)(11)",15300,15716,15300,11673,15300,0.3%,0.5%,9876.0,0.4%,0.3%,,,,
301,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(10)(11)",5460,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(10)(11)",5460,15716,5460,11673,0.2%,0.3%,0.5%,9876.0,0.4%,0.3%,,,,
302,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(10)(11)",5460,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(10)(11)",5460,20760,5460,20760,0.2%,0.7%,0.5%,9876.0,0.4%,0.3%,,,,
303,"Wink Holdco, Inc.",Texas / Insurance,"Second Lien Term Loan (8.24% (LIBOR + 6.75% with 1% LIBOR floor), due 12/1/2025)(8)(10)(11)",3000,20760,2985,20760,2985,0.7%,0.1%,9876.0,0.4%,0.3%,,,,
304,"Wink Holdco, Inc.",Texas / Insurance,"Second Lien Term Loan (8.24% (LIBOR + 6.75% with 1% LIBOR floor), due 12/1/2025)(8)(10)(11)",3000,2985,2985,2985,2985,0.1%,0.1%,9876.0,0.4%,0.3%,,,,
305,Transportation Infrastructure,26830,"Second Lien Term Loan (8.24% (LIBOR + 6.75% with 1% LIBOR floor), due 12/1/2025)(8)(10)(11)",26830.0,2985,0.8,%,2985,-,0.1%,-,0.4%,-,%,,,
306,Structured Finance (B),26830,1067371.0,26830.0,2985,940276.0,%,28.1,%,0.1%,-,1150006.0,-,,1079712.0,32.2,%
307,CCPI Inc.,-%,7.00%,7.00%,2985,940276.0,%,28.1,%,0.1%,-,1150006.0,-,,,,
308,"Cinedigm DC Holdings, LLC",-%,2.50%,2.50%,2985,940276.0,%,28.1,%,0.1%,-,1150006.0,-,,,,
309,Credit Central Loan Company,-%,10.00%,10.00%,2985,940276.0,%,28.1,%,0.1%,-,1150006.0,-,,,,
310,Echelon Aviation LLC,-%,10.00%,2.25%,(B),940276.0,%,28.1,%,0.1%,-,1150006.0,-,,,,
311,Echelon Aviation LLC,-%,10.00%,1.00%,(C),940276.0,%,28.1,%,0.1%,-,1150006.0,-,,,,
312,"Edmentum Ultimate Holdings, LLC - Unsecured Senior PIK Note",8.50%,-%,8.50%,(C),940276.0,%,28.1,%,0.1%,-,1150006.0,-,,,,
313,First Tower Finance Company LLC,3.92%,3.08%,7.00%,(C),940276.0,%,28.1,%,0.1%,-,1150006.0,-,,,,
314,"MITY, Inc.",-%,10.00%,10.00%,(C),940276.0,%,28.1,%,0.1%,-,1150006.0,-,,,,
315,National Property REIT Corp. - Senior Secured Term Loan A,-%,5.50%,5.50%,(C),940276.0,%,28.1,%,0.1%,-,1150006.0,-,,,,
316,National Property REIT Corp. - Senior Secured Term Loan E,-%,5.00%,5.00%,(C),940276.0,%,28.1,%,0.1%,-,1150006.0,-,,,,
317,"National Property REIT Corp. - Senior Secured Term Loan C to ACL Loan Holdings, Inc.",-%,5.00%,5.00%,(C),940276.0,%,28.1,%,0.1%,-,1150006.0,-,,,,
318,National Property REIT Corp. - Senior Secured Term Loan C to American Consumer Lending Limited,-%,5.00%,5.00%,(C),940276.0,%,28.1,%,0.1%,-,1150006.0,-,,,,
319,Nationwide Loan Company LLC,-%,10.00%,10.00%,(C),940276.0,%,28.1,%,0.1%,-,1150006.0,-,,,,
320,Targus Cayman HoldCo Limited - Senior Secured Term Loan A,15.00%,-%,15.00%,(C),940276.0,%,28.1,%,0.1%,-,1150006.0,-,,,,
321,Targus Cayman HoldCo Limited - Senior Secured Term Loan B,15.00%,-%,15.00%,(C),940276.0,%,28.1,%,0.1%,-,1150006.0,-,,,,
322,"Valley Electric Co. of Mt. Vernon, Inc.",-%,2.50%,2.50%,(C),940276.0,%,28.1,%,0.1%,-,1150006.0,-,,,,
323,"Valley Electric Company, Inc.",8.50%,-%,8.50%,(C),940276.0,%,28.1,%,0.1%,-,1150006.0,-,,,,
