,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
402,Auto Components,-,,25471,,-,,-,,-,,-,,25471,,0.8,%,,,,,
403,Capital Markets,-,,25222,,-,,-,,-,,-,,25222,,0.8,%,,,,,
404,Commercial Services & Supplies,56414,,175952,,-,,-,,-,,-,,232366,,7.1,%,,,,,
405,Communications Equipment,9074,,46290,,-,,-,,-,,-,,55364,,1.7,%,,,,,
406,Consumer Finance,24563,,-,,-,,-,,-,,-,,24563,,0.8,%,,,,,
407,Distributors,169782,,-,,-,,-,,-,,-,,169782,,5.2,%,,,,,
408,Diversified Consumer Services,-,,100091,,-,,-,,-,,-,,100091,,3.1,%,,,,,
409,Diversified Telecommunication Services,19498,,39303,,-,,-,,-,,-,,58801,,1.8,%,,,,,
410,"Electronic Equipment, Instruments & Components",-,,-,,-,,-,,-,,2275,,2275,,0.1,%,,,,,
411,Entertainment,14114,,12194,,-,,-,,-,,-,,26308,,0.8,%,,,,,
412,Food Products,-,,34935,,-,,-,,-,,-,,34935,,1.1,%,,,,,
413,Health Care Equipment & Supplies,-,,6982,,-,,-,,-,,-,,6982,,0.2,%,,,,,
414,Health Care Providers & Services,147838,,91354,,-,,-,,-,,-,,239192,,7.3,%,,,,,
415,"Hotels, Restaurants & Leisure",27002,,7485,,-,,-,,-,,-,,34487,,1.1,%,,,,,
416,Household Durables,8901,,8557,,-,,-,,-,,-,,17458,,0.5,%,,,,,
417,Household Products,24625,,-,,-,,-,,-,,-,,24625,,0.8,%,,,,,
418,Insurance,-,,12988,,-,,-,,-,,-,,12988,,0.4,%,,,,,
419,Interactive Media & Services,37011,,-,,-,,-,,-,,-,,37011,,1.1,%,,,,,
420,IT Services,269104,,15750,,-,,-,,-,,-,,284854,,8.7,%,,,,,
421,Leisure Products,31195,,-,,-,,-,,-,,-,,31195,,1.0,%,,,,,
422,Media,66308,,32156,,-,,-,,-,,-,,98464,,3.0,%,,,,,
423,Paper & Forest Products,-,,11500,,-,,-,,-,,-,,11500,,0.4,%,,,,,
424,Professional Services,118514,,74503,,-,,-,,-,,-,,193017,,5.9,%,,,,,
425,Real Estate Management & Development,38642,,-,,-,,-,,-,,-,,38642,,1.2,%,,,,,
426,Software,-,,60210,,-,,-,,-,,-,,60210,,1.8,%,,,,,
427,"Technology Hardware, Storage & Peripherals",-,,12404,,-,,-,,-,,-,,12404,,0.4,%,,,,,
428,"Textiles, Apparel & Luxury Goods",173761,,36683,,-,,-,,-,,-,,210444,,6.5,%,,,,,
429,Transportation Infrastructure,,-,,,28070,,,-,,,-,,,-,,,-,,28070.0,0.9,%
430,Structured Finance (A),-,,-,,52139,,818268,,-,,-,,870407,,26.7,%,,,,,
431,Total Non-Control/Non-Affiliate,,1236346,,,870539,,,52139,,,818268,,,-,,,2275,,2979567.0,91.4,%
432,Fair Value % of Net Assets,37.9,%,26.7,%,1.6,%,25.1,%,-,%,0.1,%,91.4,%,,,,,,,
433,Total Portfolio,,2352951,,,1263064,,,52139,,,818268,,,42522,,,921616,,5450560.0,167.2,%
434,Fair Value % of Net Assets,72.2,%,38.7,%,1.6,%,25.1,%,1.3,%,28.3,%,167.2,%,,,,,,,
435,Food Products,,-,,,34729,,,-,,,-,,,-,,,-,34729,,,
436,Health Care Equipment & Supplies,33673,,7469,,-,,-,,-,,-,,,41142,,,,,,,
437,Health Care Providers & Services,125265,,96284,,-,,-,,-,,-,,221549,,,,,,,,
438,"Hotels, Restaurants & Leisure",27252,,7485,,-,,-,,-,,-,,34737,,,,,,,,
439,Household Durables,15888,,13403,,-,,-,,-,,-,,29291,,,,,,,,
440,Household Products,24688,,-,,-,,-,,-,,-,,24688,,,,,,,,
441,Insurance,-,,12988,,-,,-,,-,,-,,12988,,,,,,,,
442,Interactive Media & Services,37861,,-,,-,,-,,-,,-,,37861,,,,,,,,
443,IT Services,270714,,35382,,-,,-,,-,,-,,306096,,,,,,,,
444,Leisure Products,32868,,-,,-,,-,,-,,1,,32869,,,,,,,,
445,Media,87379,,35000,,-,,-,,-,,-,,122379,,,,,,,,
446,Paper & Forest Products,-,,11361,,-,,-,,-,,-,,11361,,,,,,,,
447,Professional Services,118403,,69695,,-,,-,,-,,-,,188098,,,,,,,,
448,Real Estate Management & Development,38852,,-,,-,,-,,-,,-,,38852,,,,,,,,
449,Software,-,,64723,,-,,-,,-,,-,,64723,,,,,,,,
450,"Technology Hardware, Storage & Peripherals",-,,12400,,-,,-,,-,,-,,12400,,,,,,,,
451,"Textiles, Apparel & Luxury Goods",190678,,36657,,-,,-,,-,,-,,227335,,,,,,,,
452,Tobacco,-,,14419,,-,,-,,-,,-,,14419,,,,,,,,
453,Transportation Infrastructure,-,,27578,,-,,-,,-,,-,,27578,,,,,,,,
454,Structured Finance (A),-,,-,,44774,,1103751,,-,,-,,1148525,,,,,,,,
455,Total Non-Control/Non-Affiliate,,1285233,,,935121,,,44774,,,1103751,,,-,,,1,,3368880.0,,
456,Total Portfolio Investment Cost,,2713478,,,1447599,,,44774,,,1103751,,,38933,,,583767,,5932302.0,,
457,Affiliate Investments,,,,,,,,,,,,,,,,,,,,,
458,Distributors,,-,,,18866,,,-,,,-,,,-,,,-,,18866.0,0.6,%
459,Diversified Consumer Services,-,,8159,,-,,-,,33058,,-,,41217,,1.2,%,,,,,
460,"Textiles, Apparel & Luxury Goods",-,,-,,-,,-,,-,,16599,,16599,,0.5,%,,,,,
461,Total Affiliate Investments,,-,,,27025,,,-,,,-,,,33058,,,16599,,76682.0,2.3,%
462,Fair Value % of Net Assets,-,%,0.8,%,-,%,-,%,1.0,%,0.5,%,2.3,%,,,,,,,
463,Non-Control/Non-Affiliate Investments,,,,,,,,,,,,,,,,,,,,,
464,Air Freight & Logistics,,-,,,12233,,,-,,,-,,,-,,,-,,12233.0,0.4,%
465,Auto Components,-,,25450,,-,,-,,-,,-,,25450,,0.8,%,,,,,
466,Building Products,-,,19842,,-,,-,,-,,-,,19842,,0.6,%,,,,,
467,Capital Markets,-,,25222,,-,,-,,-,,-,,25222,,0.8,%,,,,,
468,Commercial Services & Supplies,58094,,175951,,-,,-,,-,,-,,234045,,7.1,%,,,,,
469,Communications Equipment,-,,48760,,-,,-,,-,,-,,48760,,1.5,%,,,,,
470,Consumer Finance,20555,,-,,-,,-,,-,,-,,20555,,0.6,%,,,,,
471,Distributors,171271,,-,,-,,-,,-,,-,,171271,,5.2,%,,,,,
472,Diversified Consumer Services,-,,100091,,-,,-,,-,,-,,100091,,3.0,%,,,,,
473,Diversified Telecommunication Services,9923,,26311,,-,,-,,-,,-,,36234,,1.1,%,,,,,
474,"Electronic Equipment, Instruments & Components",-,,-,,-,,-,,-,,2239,,2239,,0.1,%,,,,,
475,Entertainment,16178,,20149,,-,,-,,-,,-,,36327,,1.1,%,,,,,
476,Food Products,-,,34729,,-,,-,,-,,-,,34729,,1.1,%,,,,,
477,Health Care Equipment & Supplies,34010,,7144,,-,,-,,-,,-,,41154,,1.2,%,,,,,
478,Health Care Providers & Services,124075,,96284,,-,,-,,-,,-,,220359,,6.7,%,,,,,
479,"Hotels, Restaurants & Leisure",27252,,7485,,-,,-,,-,,-,,34737,,1.1,%,,,,,
480,Household Durables,10252,,12208,,-,,-,,-,,-,,22460,,0.7,%,,,,,
481,Household Products,24688,,-,,-,,-,,-,,-,,24688,,0.7,%,,,,,
482,Insurance,-,,12988,,-,,-,,-,,-,,12988,,0.4,%,,,,,
483,Interactive Media & Services,37861,,-,,-,,-,,-,,-,,37861,,1.1,%,,,,,
484,IT Services,269657,,35703,,-,,-,,-,,-,,305360,,9.2,%,,,,,
485,Leisure Products,32868,,-,,-,,-,,-,,-,,32868,,1.0,%,,,,,
486,Media,86704,,30580,,-,,-,,-,,-,,117284,,3.5,%,,,,,
487,Paper & Forest Products,-,,11500,,-,,-,,-,,-,,11500,,0.3,%,,,,,
488,Professional Services,118813,,71365,,-,,-,,-,,-,,190178,,5.8,%,,,,,
489,Real Estate Management & Development,38852,,-,,-,,-,,-,,-,,38852,,1.2,%,,,,,
490,Software,-,,64729,,-,,-,,-,,-,,64729,,2.0,%,,,,,
491,"Technology Hardware, Storage & Peripherals",-,,12400,,-,,-,,-,,-,,12400,,0.4,%,,,,,
492,"Textiles, Apparel & Luxury Goods",189725,,36657,,-,,-,,-,,-,,226382,,6.8,%,,,,,
493,Tobacco,-,,14500,,-,,-,,-,,-,,14500,,0.4,%,,,,,
494,Transportation Infrastructure,-,,28104,,-,,-,,-,,-,,28104,,0.9,%,,,,,
495,Structured Finance (A),-,,-,,46851,,850694,,-,,-,,897545,,27.1,%,,,,,
496,Total Non-Control/Non-Affiliate,,1270778,,,930385,,,46851,,,850694,,,-,,,2239,,3100947.0,93.8,%
497,Fair Value % of Net Assets,38.4,%,28.1,%,1.4,%,25.7,%,-,%,0.1,%,93.8,%,,,,,,,
498,Total Portfolio,,2475437,,,1337958,,,46851,,,850694,,,33058,,,909555,,5653553.0,171.0,%
499,Fair Value % of Net Assets,74.9,%,40.5,%,1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,,,,,,,
500,"Cinedigm DC Holdings, LLC",-%,2.50%,2.50%,,,,,,,,,,,,,,,,,,
501,"CP Energy - Spartan Energy Services, LLC Term Loan B",16.44%,-%,16.44%,,,,,,,,,,,,,,,,,,
502,Credit Central Loan Company,6.53%,3.47%,10.00%,(A),,,,,,,,,,,,,,,,,
503,"Echelon Transportation, LLC",2.25%,-%,2.25%,(B),,,,,,,,,,,,,,,,,
504,"Echelon Transportation, LLC",1.00%,-%,1.00%,(C),,,,,,,,,,,,,,,,,
505,"Edmentum Ultimate Holdings, LLC - Revolver",5.00%,-%,5.00%,,,,,,,,,,,,,,,,,,
506,"Edmentum Ultimate Holdings, LLC - Senior PIK Note",8.50%,-%,8.50%,,,,,,,,,,,,,,,,,,
507,First Tower Finance Company LLC,7.48%,3.02%,10.50%,,,,,,,,,,,,,,,,,,
508,"Interdent, Inc - Senior Secured Term Loan B",16.00%,-%,16.00%,,,,,,,,,,,,,,,,,,
509,"MITY, Inc.",10.00%,-%,10.00%,,,,,,,,,,,,,,,,,,
510,National Property REIT Corp. - Senior Secured Term Loan A,-%,5.00%,5.00%,,,,,,,,,,,,,,,,,,
511,National Property REIT Corp. - Senior Secured Term Loan B,-%,5.50%,5.50%,,,,,,,,,,,,,,,,,,
512,Nationwide Loan Company LLC,10.00%,-%,10.00%,,,,,,,,,,,,,,,,,,
513,"Valley Electric Co. of Mt. Vernon, Inc.",-%,2.50%,2.50%,,,,,,,,,,,,,,,,,,
514,"Valley Electric Company, Inc.",5.00%,5.00%,10.00%,,,,,,,,,,,,,,,,,,
515,Venio LLC,10.10%,-%,10.10%,,,,,,,,,,,,,,,,,,
516,"Edmentum Ultimate Holdings, LLC","Second Lien Revolving Credit Facility to Edmentum, Inc.","2/19/2016, 3/17/2016, 4/20/2016, 5/19/2016, 6/22/2016, 1/31/2017, 2/14/2017, 3/1/2017, 3/14/2017, 3/28/2017, 4/11/2017, 4/25/2017, 5/10/2017, 10/30/2017, 11/8/2017, 11/21/2017, 12/20/2017, 1/3/2018, 1/17/2018, 1/30/2018, 12/12/2018, 12/21/2018, 1/15/2019, 2/1/2019, 2/26/2019, 2/28/2019, 3/18/2019, 4/9/2019",29946,,,,,,,,,,,,,,,,,,
517,First Tower Finance Company LLC,Class A Units,"12/30/2013, 6/24/2014, 12/15/2015, 11/21/2016, 3/9/2018",39885,,,,,,,,,,,,,,,,,,
518,First Tower Finance Company LLC,"Subordinated Term Loan to First Tower, LLC","12/15/2015, 3/9/2018",20924,,,,,,,,,,,,,,,,,,
519,"Freedom Marine Solutions, LLC",Membership Interest,"10/1/2009, 12/22/2009, 1/13/2010, 3/30/2010, 5/13/2010, 2/14/2011, 4/28/2011, 7/7/2011, 10/20/2011, 10/30/2015, 1/7/2016, 4/11/2016, 8/11/2016, 1/30/2017, 4/20/2017, 6/13/2017, 8/30/2017, 1/17/2018, 2/15/2018, 5/8/2018, 10/31/2018",39868,,,,,,,,,,,,,,,,,,
520,"Galaxy XV CLO, Ltd.",Subordinated Structured Note,"8/26/2015, 3/15/2017",9161,,,,,,,,,,,,,,,,,,
521,"Galaxy XXVII CLO, Ltd.",Subordinated Structured Note,6/16/2015,1460,,,,,,,,,,,,,,,,,,
522,Global Tel*Link Corporation,Second Lien Term Loan,"4/10/2019, 8/22/2019, 9/20/2019",15135,,,,,,,,,,,,,,,,,,
523,"Help/Systems Holdings, Inc.",Second Lien Term Loan,"5/10/2018, 3/11/2019",2499,,,,,,,,,,,,,,,,,,
524,"Inpatient Care Management Company, LLC",Senior Secured Term Loan,"12/22/2016, 6/29/2018",10003,,,,,,,,,,,,,,,,,,
525,"Interdent, Inc.",Senior Secured Term Loan A,"2/11/2014, 4/21/2014, 11/25/2014, 12/23/2014",76125,,,,,,,,,,,,,,,,,,
526,"Interdent, Inc.",Senior Secured Term Loan B,"2/11/2014, 4/21/2014, 11/25/2014, 12/23/2014",76125,,,,,,,,,,,,,,,,,,
527,"Interdent, Inc.",Senior Secured Term Loan C,8/1/2018,31558,,,,,,,,,,,,,,,,,,
528,"Janus International Group, LLC",Second Lien Term Loan,"8/3/2018, 8/9/2018, 8/20/2018, 9/6/2018",9915,,,,,,,,,,,,,,,,,,
529,JD Power and Associates,Second Lien Term Loan,"8/10/2017, 8/31/2018, 3/11/2019, 4/10/2019",15239,,,,,,,,,,,,,,,,,,
530,Jefferson Mill CLO Ltd.,Subordinated Structured Note,9/27/2018,2047,,,,,,,,,,,,,,,,,,
531,"K&N Parent, Inc.",Second Lien Term Loan,"8/14/2018, 9/5/2018, 9/7/2018, 9/10/2018, 9/24/2018",12695,,,,,,,,,,,,,,,,,,
532,LCM XIV Ltd.,Subordinated Structured Note,"11/2/2015, 6/6/2018",9422,,,,,,,,,,,,,,,,,,
533,"Madison Park Funding IX, Ltd.",Subordinated Structured Note,9/27/2018,7320,,,,,,,,,,,,,,,,,,
534,"MITY, Inc.",Common Stock,6/23/2014,7200,,,,,,,,,,,,,,,,,,
535,"MITY, Inc.",Senior Secured Note A,1/17/2017,8000,,,,,,,,,,,,,,,,,,
536,"MITY, Inc.",Senior Secured Note B,"6/23/2014, 1/17/2017, 6/3/2019",26769,,,,,,,,,,,,,,,,,,
537,"MRP Holdco, Inc.",Senior Secured Term Loan A,12/7/2018,12000,,,,,,,,,,,,,,,,,,
538,"MRP Holdco, Inc.",Senior Secured Term Loan B,12/7/2018,12000,,,,,,,,,,,,,,,,,,
539,Nationwide Loan Company LLC,Class A Units,"3/28/2014, 6/18/2014, 9/30/2014, 6/29/2015, 3/31/2016, 8/31/2016, 5/31/2017, 10/31/2017",20469,,,,,,,,,,,,,,,,,,
540,Nationwide Loan Company LLC,Senior Subordinated Term Loan to Nationwide Acceptance LLC,"12/28/2015, 8/31/2016",1999,,,,,,,,,,,,,,,,,,
541,"NMMB, Inc.",Series A and B Preferred Stock,"12/13/2013, 10/1/2014",8469,,,,,,,,,,,,,,,,,,
542,"Octagon Investment Partners XV, Ltd.",Subordinated Structured Note,"4/30/2015, 8/6/2015, 6/30/2017",10516,,,,,,,,,,,,,,,,,,
543,Octagon Investment Partners 18-R Ltd.,Subordinated Structured Note,4/20/2018,8908,,,,,,,,,,,,,,,,,,
544,Pacific World Corporation,Revolving Line of Credit,"10/21/2014, 12/19/2014, 4/7/2015, 4/22/2015, 8/12/2016, 10/18/2016, 2/7/2017, 2/21/2017, 4/26/2017, 10/11/2017, 10/17/2017, 1/16/2018, 12/27/2018, 3/15/2019, 7/2/2019, 8/15/2019",36825,,,,,,,,,,,,,,,,,,
545,Pacific World Corporation,Convertible Preferred Equity,"4/3/2019, 4/29/2019, 6/3/2019",10000,,,,,,,,,,,,,,,,,,
546,"PeopleConnect Intermediate, LLC",Revolving Line of Credit,12/18/2017,500,,,,,,,,,,,,,,,,,,
547,"PeopleConnect Intermediate, LLC",Senior Secured Term Loan A,8/11/2015,6500,,,,,,,,,,,,,,,,,,
548,"PeopleConnect Intermediate, LLC",Senior Secured Term Loan B,8/11/2015,6500,,,,,,,,,,,,,,,,,,
549,"PG Dental Holdings New Jersey, LLC",Delayed Draw Term Loan,8/26/2019,2000,,,,,,,,,,,,,,,,,,
550,"PG Dental Holdings New Jersey, LLC",Senior Secured Term Loan,5/31/2019,20,,,,,,,,,,,,,,,,,,
551,"PGX Holdings, Inc.",Second Lien Term Loan,"12/23/2016, 12/28/2016",15034,,,,,,,,,,,,,,,,,,
552,"RGIS Services, LLC",Senior Secured Term Loan,"7/19/2017, 8/2/2017, 8/9/2017, 8/16/2017, 9/11/2017, 4/10/2019, 5/1/2019",19293,,,,,,,,,,,,,,,,,,
553,Romark WM-R Ltd.,Subordinated Structured Note,"10/21/2014, 4/12/2018",5313,,,,,,,,,,,,,,,,,,
554,"R-V Industries, Inc.",Common Stock,12/27/2016,1854,,,,,,,,,,,,,,,,,,
555,"Securus Technologies Holdings, Inc.",Second Lien Term Loan,"11/13/2017, 11/24/2017, 8/6/2018, 8/24/2018, 3/18/2019",22750,,,,,,,,,,,,,,,,,,
556,"SEOTownCenter, Inc.",Senior Secured Term Loan A,11/2/2018,3000,,,,,,,,,,,,,,,,,,
557,"SEOTownCenter, Inc.",Senior Secured Term Loan B,11/2/2018,2000,,,,,,,,,,,,,,,,,,
558,SESAC Holdco II LLC,Second Lien Term Loan,4/5/2019,4975,,,,,,,,,,,,,,,,,,
559,"Sorenson Communications, LLC",First Lien Term Loan,5/14/2019,8000,,,,,,,,,,,,,,,,,,
560,"Symphony CLO XV, Ltd.",Subordinated Structured Note,12/24/2018,2655,,,,,,,,,,,,,,,,,,
561,"TouchTunes Interactive Networks, Inc.",Second Lien Term Loan,"11/3/2016, 11/14/2016",9000,,,,,,,,,,,,,,,,,,
562,"Town & Country Holdings, Inc.",First Lien Term Loan,"7/13/2018, 7/16/2018",105000,,,,,,,,,,,,,,,,,,
563,"Transplace Holdings, Inc.",Second Lien Term Loan,1/4/2018,3518,,,,,,,,,,,,,,,,,,
564,"United Sporting Companies, Inc.",Second Lien Term Loan,3/7/2013,58650,,,,,,,,,,,,,,,,,,
565,USES Corp.,Senior Secured Term Loan A,"6/15/2016, 6/29/2016, 2/22/2017, 4/27/2017, 5/4/2017, 8/30/2017, 10/11/2017, 12/11/2018, 8/30/2019",14100,,,,,,,,,,,,,,,,,,
566,"USG Intermediate, LLC",Revolving Line of Credit,"7/2/2015, 9/23/2015, 9/14/2017",4700,,,,,,,,,,,,,,,,,,
567,"USG Intermediate, LLC",Senior Secured Term Loan A,8/24/2017,2025,,,,,,,,,,,,,,,,,,
568,"USG Intermediate, LLC",Senior Secured Term Loan B,8/24/2017,2975,,,,,,,,,,,,,,,,,,
569,"Valley Electric Company, Inc.",Common Stock,"12/31/2012, 6/24/2014",18502,,,,,,,,,,,,,,,,,,
570,"Valley Electric Company, Inc.",Senior Secured Note,"6/30/2014, 8/31/2018",5129,,,,,,,,,,,,,,,,,,
571,"VC GB Holdings, Inc.",Subordinated Secured Term Loan,3/13/2019,1485,,,,,,,,,,,,,,,,,,
572,"Voya CLO 2014-1, Ltd.",Subordinated Structured Note,4/19/2018,3943,,,,,,,,,,,,,,,,,,
573,"Voya CLO 2016-3, Ltd.",Subordinated Structured Note,7/1/2019,75,,,,,,,,,,,,,,,,,,
574,"Wolf Energy, LLC","Membership Interest in Wolf Energy Services Company, LLC",5/17/2017,16,,,,,,,,,,,,,,,,,,
