,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
412,Consumer Finance,-,,351926,,-,,-,,-,,246502,,598428,,18.1,%,,,,,
413,Energy Equipment & Services,69447,,-,,-,,-,,-,,84418,,153865,,4.7,%,,,,,
414,Equity Real Estate Investment Trusts (REITs),433553,,-,,-,,-,,-,,394134,,827687,,25.0,%,,,,,
415,Health Care Providers & Services,224876,,-,,-,,-,,-,,-,,224876,,6.8,%,,,,,
416,Machinery,-,,28622,,-,,-,,-,,5002,,33624,,1.0,%,,,,,
417,Media,3114,,-,,-,,-,,-,,21069,,24183,,0.7,%,,,,,
418,Online Lending,172000,,-,,-,,-,,-,,4778,,176778,,5.3,%,,,,,
419,Personal Products,112427,,-,,-,,-,,-,,-,,112427,,3.4,%,,,,,
420,Trading Companies & Distributors,28043,,-,,-,,-,,-,,-,,28043,,0.8,%,,,,,
421,Total Control Investments,,1204659,,,380548,,,-,,,-,,,-,,,890717,,2475924.0,74.9,%
422,Fair Value % of Net Assets,36.4,%,11.5,%,-,%,-,%,-,%,26.9,%,74.9,%,,,,,,,
423,Affiliate Investments,,,,,,,,,,,,,,,,,,,,,
424,Distributors,,-,,,18866,,,-,,,-,,,-,,,-,,18866.0,0.6,%
425,Diversified Consumer Services,-,,8159,,-,,-,,33058,,-,,41217,,1.2,%,,,,,
426,"Textiles, Apparel & Luxury Goods",-,,-,,-,,-,,-,,16599,,16599,,0.5,%,,,,,
427,Total Affiliate Investments,,-,,,27025,,,-,,,-,,,33058,,,16599,,76682.0,2.3,%
428,Fair Value % of Net Assets,-,%,0.8,%,-,%,-,%,1.0,%,0.5,%,2.3,%,,,,,,,
429,Non-Control/Non-Affiliate Investments,,,,,,,,,,,,,,,,,,,,,
430,Air Freight & Logistics,,-,,,12233,,,-,,,-,,,-,,,-,,12233.0,0.4,%
431,Auto Components,-,,25450,,-,,-,,-,,-,,25450,,0.8,%,,,,,
432,Building Products,-,,19842,,-,,-,,-,,-,,19842,,0.6,%,,,,,
433,Capital Markets,-,,25222,,-,,-,,-,,-,,25222,,0.8,%,,,,,
434,Commercial Services & Supplies,58094,,175951,,-,,-,,-,,-,,234045,,7.1,%,,,,,
435,Communications Equipment,-,,48760,,-,,-,,-,,-,,48760,,1.5,%,,,,,
436,Consumer Finance,20555,,-,,-,,-,,-,,-,,20555,,0.6,%,,,,,
437,Distributors,171271,,-,,-,,-,,-,,-,,171271,,5.2,%,,,,,
438,Diversified Consumer Services,-,,100091,,-,,-,,-,,-,,100091,,3.0,%,,,,,
439,Diversified Telecommunication Services,9923,,26311,,-,,-,,-,,-,,36234,,1.1,%,,,,,
440,"Electronic Equipment, Instruments & Components",-,,-,,-,,-,,-,,2239,,2239,,0.1,%,,,,,
441,Entertainment,16178,,20149,,-,,-,,-,,-,,36327,,1.1,%,,,,,
442,Food Products,-,,34729,,-,,-,,-,,-,,34729,,1.1,%,,,,,
443,Health Care Equipment & Supplies,34010,,7144,,-,,-,,-,,-,,41154,,1.2,%,,,,,
444,Health Care Providers & Services,124075,,96284,,-,,-,,-,,-,,220359,,6.7,%,,,,,
445,"Hotels, Restaurants & Leisure",27252,,7485,,-,,-,,-,,-,,34737,,1.1,%,,,,,
446,Household Durables,10252,,12208,,-,,-,,-,,-,,22460,,0.7,%,,,,,
447,Household Products,24688,,-,,-,,-,,-,,-,,24688,,0.7,%,,,,,
448,Insurance,-,,12988,,-,,-,,-,,-,,12988,,0.4,%,,,,,
449,Interactive Media & Services,37861,,-,,-,,-,,-,,-,,37861,,1.1,%,,,,,
450,IT Services,269657,,35703,,-,,-,,-,,-,,305360,,9.2,%,,,,,
451,Leisure Products,32868,,-,,-,,-,,-,,-,,32868,,1.0,%,,,,,
452,Media,86704,,30580,,-,,-,,-,,-,,117284,,3.5,%,,,,,
453,Paper & Forest Products,-,,11500,,-,,-,,-,,-,,11500,,0.3,%,,,,,
454,Professional Services,118813,,71365,,-,,-,,-,,-,,190178,,5.8,%,,,,,
455,Real Estate Management & Development,38852,,-,,-,,-,,-,,-,,38852,,1.2,%,,,,,
456,Software,-,,64729,,-,,-,,-,,-,,64729,,2.0,%,,,,,
457,"Technology Hardware, Storage & Peripherals",-,,12400,,-,,-,,-,,-,,12400,,0.4,%,,,,,
458,"Textiles, Apparel & Luxury Goods",189725,,36657,,-,,-,,-,,-,,226382,,6.8,%,,,,,
459,Tobacco,-,,14500,,-,,-,,-,,-,,14500,,0.4,%,,,,,
460,Transportation Infrastructure,-,,28104,,-,,-,,-,,-,,28104,,0.9,%,,,,,
461,Structured Finance (A),-,,-,,46851,,850694,,-,,-,,897545,,27.1,%,,,,,
462,Total Non-Control/Non-Affiliate,,1270778,,,930385,,,46851,,,850694,,,-,,,2239.0,,3100947.0,93.8,%
463,Fair Value % of Net Assets,38.4,%,28.1,%,1.4,%,25.7,%,-,%,0.1,%,93.8,%,,,,,,,
464,Total Portfolio,,2475437,,,1337958,,,46851,,,850694,,,33058,,,909555.0,,5653553.0,171.0,%
465,Fair Value % of Net Assets,74.9,%,40.5,%,1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,,,,,,,
466,"Cinedigm DC Holdings, LLC",-%,2.50%,2.50%,,,,,,,,,,,,,,,,,,
467,"CP Energy - Spartan Energy Services, LLC Term Loan B",16.44%,-%,16.44%,,,,,,,,,,,,,,,,,,
468,Credit Central Loan Company,6.53%,3.47%,10.00%,(A),,,,,,,,,,,,,,,,,
469,"Echelon Transportation, LLC",2.25%,-%,2.25%,(B),,,,,,,,,,,,,,,,,
470,"Echelon Transportation, LLC",1.00%,-%,1.00%,(C),,,,,,,,,,,,,,,,,
471,"Edmentum Ultimate Holdings, LLC - Revolver",5.00%,-%,5.00%,,,,,,,,,,,,,,,,,,
472,"Edmentum Ultimate Holdings, LLC - Senior PIK Note",8.50%,-%,8.50%,,,,,,,,,,,,,,,,,,
473,First Tower Finance Company LLC,7.48%,3.02%,10.50%,,,,,,,,,,,,,,,,,,
474,"Interdent, Inc - Senior Secured Term Loan B",16.00%,-%,16.00%,,,,,,,,,,,,,,,,,,
475,"MITY, Inc.",10.00%,-%,10.00%,,,,,,,,,,,,,,,,,,
476,National Property REIT Corp. - Senior Secured Term Loan A,-%,5.00%,5.00%,,,,,,,,,,,,,,,,,,
477,National Property REIT Corp. - Senior Secured Term Loan B,-%,5.50%,5.50%,,,,,,,,,,,,,,,,,,
478,Nationwide Loan Company LLC,10.00%,-%,10.00%,,,,,,,,,,,,,,,,,,
479,"Valley Electric Co. of Mt. Vernon, Inc.",-%,2.50%,2.50%,,,,,,,,,,,,,,,,,,
480,"Valley Electric Company, Inc.",5.00%,5.00%,10.00%,,,,,,,,,,,,,,,,,,
481,Venio LLC,10.10%,-%,10.10%,,,,,,,,,,,,,,,,,,
482,"Janus International Group, LLC",Second Lien Term Loan,"8/3/2018, 8/9/2018, 8/20/2018, 9/6/2018",9915,,,,,,,,,,,,,,,,,,
483,JD Power and Associates,Second Lien Term Loan,"8/10/2017, 8/31/2018, 3/11/2019, 4/10/2019",15239,,,,,,,,,,,,,,,,,,
484,Jefferson Mill CLO Ltd.,Subordinated Structured Note,9/27/2018,2047,,,,,,,,,,,,,,,,,,
485,"K&N Parent, Inc.",Second Lien Term Loan,"8/14/2018, 9/5/2018, 9/7/2018, 9/10/2018, 9/24/2018",12695,,,,,,,,,,,,,,,,,,
486,Kickapoo Ranch Pet Resort,Membership Interest,"10/21/2019, 12/4/2019",28,,,,,,,,,,,,,,,,,,
487,LCM XIV Ltd.,Subordinated Structured Note,"11/2/2015, 6/6/2018",9422,,,,,,,,,,,,,,,,,,
488,"Madison Park Funding IX, Ltd.",Subordinated Structured Note,9/27/2018,7320,,,,,,,,,,,,,,,,,,
489,"MITY, Inc.",Common Stock,6/23/2014,7200,,,,,,,,,,,,,,,,,,
490,"MITY, Inc.",Senior Secured Note A,1/17/2017,8000,,,,,,,,,,,,,,,,,,
491,"MITY, Inc.",Senior Secured Note B,"6/23/2014, 1/17/2017, 6/3/2019",26769,,,,,,,,,,,,,,,,,,
492,"MRP Holdco, Inc.",Senior Secured Term Loan A,12/7/2018,12000,,,,,,,,,,,,,,,,,,
493,"MRP Holdco, Inc.",Senior Secured Term Loan B,12/7/2018,12000,,,,,,,,,,,,,,,,,,
494,Nationwide Loan Company LLC,Class A Units,"3/28/2014, 6/18/2014, 9/30/2014, 6/29/2015, 3/31/2016, 8/31/2016, 5/31/2017, 10/31/2017",20469,,,,,,,,,,,,,,,,,,
495,Nationwide Loan Company LLC,Senior Subordinated Term Loan to Nationwide Acceptance LLC,"12/28/2015, 8/31/2016",1999,,,,,,,,,,,,,,,,,,
496,National Property REIT Corp.,Senior Secured Term Loan C,10/31/2019,51428,,,,,,,,,,,,,,,,,,
497,"NMMB, Inc.",Senior Secured Term Loan,12/30/2019,15100,,,,,,,,,,,,,,,,,,
498,"NMMB, Inc.",Series A and B Preferred Stock,"12/13/2013, 10/1/2014",8469,,,,,,,,,,,,,,,,,,
499,"Octagon Investment Partners XV, Ltd.",Subordinated Structured Note,"4/30/2015, 8/6/2015, 6/30/2017",10516,,,,,,,,,,,,,,,,,,
500,Octagon Investment Partners 18-R Ltd.,Subordinated Structured Note,4/20/2018,8908,,,,,,,,,,,,,,,,,,
501,Pacific World Corporation,Revolving Line of Credit,"10/21/2014, 12/19/2014, 4/7/2015, 4/22/2015, 8/12/2016, 10/18/2016, 2/7/2017, 2/21/2017, 4/26/2017, 10/11/2017, 10/17/2017, 1/16/2018, 12/27/2018, 3/15/2019, 7/2/2019, 8/15/2019",36825,,,,,,,,,,,,,,,,,,
502,Pacific World Corporation,Convertible Preferred Equity,"4/3/2019, 4/29/2019, 6/3/2019, 10/4/2019, 11/12/2019, 12/20/2019",17100,,,,,,,,,,,,,,,,,,
503,"PeopleConnect Intermediate, LLC",Revolving Line of Credit,12/18/2017,500,,,,,,,,,,,,,,,,,,
504,"PeopleConnect Intermediate, LLC",Senior Secured Term Loan A,8/11/2015,6500,,,,,,,,,,,,,,,,,,
505,"PeopleConnect Intermediate, LLC",Senior Secured Term Loan B,8/11/2015,6500,,,,,,,,,,,,,,,,,,
506,"PG Dental Holdings New Jersey, LLC",Delayed Draw Term Loan,8/26/2019,2000,,,,,,,,,,,,,,,,,,
507,"PG Dental Holdings New Jersey, LLC",Senior Secured Term Loan,5/31/2019,20,,,,,,,,,,,,,,,,,,
508,"PGX Holdings, Inc.",Second Lien Term Loan,"12/23/2016, 12/28/2016",15034,,,,,,,,,,,,,,,,,,
509,"RGIS Services, LLC",Senior Secured Term Loan,"7/19/2017, 8/2/2017, 8/9/2017, 8/16/2017, 9/11/2017, 4/10/2019, 5/1/2019",19293,,,,,,,,,,,,,,,,,,
510,Romark WM-R Ltd.,Subordinated Structured Note,"10/21/2014, 4/12/2018",5313,,,,,,,,,,,,,,,,,,
511,"R-V Industries, Inc.",Common Stock,12/27/2016,1854,,,,,,,,,,,,,,,,,,
512,"Securus Technologies Holdings, Inc.",Second Lien Term Loan,"11/13/2017, 11/24/2017, 8/6/2018, 8/24/2018, 3/18/2019",22750,,,,,,,,,,,,,,,,,,
513,"SEOTownCenter, Inc.",Senior Secured Term Loan A,11/2/2018,3000,,,,,,,,,,,,,,,,,,
514,"SEOTownCenter, Inc.",Senior Secured Term Loan B,11/2/2018,2000,,,,,,,,,,,,,,,,,,
515,SESAC Holdco II LLC,Second Lien Term Loan,4/5/2019,4975,,,,,,,,,,,,,,,,,,
516,"Sorenson Communications, LLC",First Lien Term Loan,5/14/2019,8000,,,,,,,,,,,,,,,,,,
517,"Symphony CLO XV, Ltd.",Subordinated Structured Note,12/24/2018,2655,,,,,,,,,,,,,,,,,,
518,"TouchTunes Interactive Networks, Inc.",Second Lien Term Loan,"11/3/2016, 11/14/2016",9000,,,,,,,,,,,,,,,,,,
519,"Town & Country Holdings, Inc.",First Lien Term Loan,"7/13/2018, 7/16/2018",105000,,,,,,,,,,,,,,,,,,
520,"Transplace Holdings, Inc.",Second Lien Term Loan,1/4/2018,3518,,,,,,,,,,,,,,,,,,
521,"United Sporting Companies, Inc.",Second Lien Term Loan,3/7/2013,58650,,,,,,,,,,,,,,,,,,
522,"Universal Turbine Parts, LLC",Delayed Draw Term Loan,10/24/2019,1000,,,,,,,,,,,,,,,,,,
523,USES Corp.,Senior Secured Term Loan A,"6/15/2016, 6/29/2016, 2/22/2017, 4/27/2017, 5/4/2017, 8/30/2017, 10/11/2017, 12/11/2018, 8/30/2019",14100,,,,,,,,,,,,,,,,,,
524,"USG Intermediate, LLC",Revolving Line of Credit,"7/2/2015, 9/23/2015, 9/14/2017, 8/21/2019",5200,,,,,,,,,,,,,,,,,,
525,"USG Intermediate, LLC",Senior Secured Term Loan A,8/24/2017,2025,,,,,,,,,,,,,,,,,,
526,"USG Intermediate, LLC",Senior Secured Term Loan B,8/24/2017,2975,,,,,,,,,,,,,,,,,,
527,"Valley Electric Company, Inc.",Common Stock,"12/31/2012, 6/24/2014",18502,,,,,,,,,,,,,,,,,,
528,"Valley Electric Company, Inc.",Senior Secured Note,"6/30/2014, 8/31/2018",5129,,,,,,,,,,,,,,,,,,
529,"VC GB Holdings, Inc.",Subordinated Secured Term Loan,3/13/2019,1485,,,,,,,,,,,,,,,,,,
530,"Voya CLO 2014-1, Ltd.",Subordinated Structured Note,4/19/2018,3943,,,,,,,,,,,,,,,,,,
531,"Voya CLO 2016-3, Ltd.",Subordinated Structured Note,7/1/2019,75,,,,,,,,,,,,,,,,,,
532,"Wolf Energy, LLC","Membership Interest in Wolf Energy Services Company, LLC",5/17/2017,16,,,,,,,,,,,,,,,,,,
