,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
413,Consumer Finance,-,,351926,,-,,-,,-,,246502,,598428,,18.1,%,,,,,
414,Energy Equipment & Services,69447,,-,,-,,-,,-,,84418,,153865,,4.7,%,,,,,
415,Equity Real Estate Investment Trusts (REITs),433553,,-,,-,,-,,-,,394134,,827687,,25.0,%,,,,,
416,Health Care Providers & Services,224876,,-,,-,,-,,-,,-,,224876,,6.8,%,,,,,
417,Machinery,-,,28622,,-,,-,,-,,5002,,33624,,1.0,%,,,,,
418,Media,3114,,-,,-,,-,,-,,21069,,24183,,0.7,%,,,,,
419,Online Lending,172000,,-,,-,,-,,-,,4778,,176778,,5.3,%,,,,,
420,Personal Products,112427,,-,,-,,-,,-,,-,,112427,,3.4,%,,,,,
421,Trading Companies & Distributors,28043,,-,,-,,-,,-,,-,,28043,,0.8,%,,,,,
422,Total Control Investments,,1204659,,,380548,,,-,,,-,,,-,,,890717,,2475924.0,74.9,%
423,Fair Value % of Net Assets,36.4,%,11.5,%,-,%,-,%,-,%,26.9,%,74.9,%,,,,,,,
424,Affiliate Investments,,,,,,,,,,,,,,,,,,,,,
425,Distributors,,-,,,18866,,,-,,,-,,,-,,,-,,18866.0,0.6,%
426,Diversified Consumer Services,-,,8159,,-,,-,,33058,,-,,41217,,1.2,%,,,,,
427,"Textiles, Apparel & Luxury Goods",-,,-,,-,,-,,-,,16599,,16599,,0.5,%,,,,,
428,Total Affiliate Investments,,-,,,27025,,,-,,,-,,,33058,,,16599,,76682.0,2.3,%
429,Fair Value % of Net Assets,-,%,0.8,%,-,%,-,%,1.0,%,0.5,%,2.3,%,,,,,,,
430,Non-Control/Non-Affiliate Investments,,,,,,,,,,,,,,,,,,,,,
431,Air Freight & Logistics,,-,,,12233,,,-,,,-,,,-,,,-,,12233.0,0.4,%
432,Auto Components,-,,25450,,-,,-,,-,,-,,25450,,0.8,%,,,,,
433,Building Products,-,,19842,,-,,-,,-,,-,,19842,,0.6,%,,,,,
434,Capital Markets,-,,25222,,-,,-,,-,,-,,25222,,0.8,%,,,,,
435,Commercial Services & Supplies,58094,,175951,,-,,-,,-,,-,,234045,,7.1,%,,,,,
436,Communications Equipment,-,,48760,,-,,-,,-,,-,,48760,,1.5,%,,,,,
437,Consumer Finance,20555,,-,,-,,-,,-,,-,,20555,,0.6,%,,,,,
438,Distributors,171271,,-,,-,,-,,-,,-,,171271,,5.2,%,,,,,
439,Diversified Consumer Services,-,,100091,,-,,-,,-,,-,,100091,,3.0,%,,,,,
440,Diversified Telecommunication Services,9923,,26311,,-,,-,,-,,-,,36234,,1.1,%,,,,,
441,"Electronic Equipment, Instruments & Components",-,,-,,-,,-,,-,,2239,,2239,,0.1,%,,,,,
442,Entertainment,16178,,20149,,-,,-,,-,,-,,36327,,1.1,%,,,,,
443,Food Products,-,,34729,,-,,-,,-,,-,,34729,,1.1,%,,,,,
444,Health Care Equipment & Supplies,34010,,7144,,-,,-,,-,,-,,41154,,1.2,%,,,,,
445,Health Care Providers & Services,124075,,96284,,-,,-,,-,,-,,220359,,6.7,%,,,,,
446,"Hotels, Restaurants & Leisure",27252,,7485,,-,,-,,-,,-,,34737,,1.1,%,,,,,
447,Household Durables,10252,,12208,,-,,-,,-,,-,,22460,,0.7,%,,,,,
448,Household Products,24688,,-,,-,,-,,-,,-,,24688,,0.7,%,,,,,
449,Insurance,-,,12988,,-,,-,,-,,-,,12988,,0.4,%,,,,,
450,Interactive Media & Services,37861,,-,,-,,-,,-,,-,,37861,,1.1,%,,,,,
451,IT Services,269657,,35703,,-,,-,,-,,-,,305360,,9.2,%,,,,,
452,Leisure Products,32868,,-,,-,,-,,-,,-,,32868,,1.0,%,,,,,
453,Media,86704,,30580,,-,,-,,-,,-,,117284,,3.5,%,,,,,
454,Paper & Forest Products,-,,11500,,-,,-,,-,,-,,11500,,0.3,%,,,,,
455,Professional Services,118813,,71365,,-,,-,,-,,-,,190178,,5.8,%,,,,,
456,Real Estate Management & Development,38852,,-,,-,,-,,-,,-,,38852,,1.2,%,,,,,
457,Software,-,,64729,,-,,-,,-,,-,,64729,,2.0,%,,,,,
458,"Technology Hardware, Storage & Peripherals",-,,12400,,-,,-,,-,,-,,12400,,0.4,%,,,,,
459,"Textiles, Apparel & Luxury Goods",189725,,36657,,-,,-,,-,,-,,226382,,6.8,%,,,,,
460,Tobacco,-,,14500,,-,,-,,-,,-,,14500,,0.4,%,,,,,
461,Transportation Infrastructure,-,,28104,,-,,-,,-,,-,,28104,,0.9,%,,,,,
462,Structured Finance (A),-,,-,,46851,,850694,,-,,-,,897545,,27.1,%,,,,,
463,Total Non-Control/Non-Affiliate,,1270778,,,930385,,,46851,,,850694,,,-,,,2239.0,,3100947.0,93.8,%
464,Fair Value % of Net Assets,38.4,%,28.1,%,1.4,%,25.7,%,-,%,0.1,%,93.8,%,,,,,,,
465,Total Portfolio,,2475437,,,1337958,,,46851,,,850694,,,33058,,,909555.0,,5653553.0,171.0,%
466,Fair Value % of Net Assets,74.9,%,40.5,%,1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,,,,,,,
467,"Cinedigm DC Holdings, LLC",-%,2.50%,2.50%,,,,,,,,,,,,,,,,,,
468,"CP Energy - Spartan Energy Services, LLC Term Loan B",16.44%,-%,16.44%,,,,,,,,,,,,,,,,,,
469,Credit Central Loan Company,6.53%,3.47%,10.00%,(A),,,,,,,,,,,,,,,,,
470,"Echelon Transportation, LLC",2.25%,-%,2.25%,(B),,,,,,,,,,,,,,,,,
471,"Echelon Transportation, LLC",1.00%,-%,1.00%,(C),,,,,,,,,,,,,,,,,
472,"Edmentum Ultimate Holdings, LLC - Revolver",5.00%,-%,5.00%,,,,,,,,,,,,,,,,,,
473,"Edmentum Ultimate Holdings, LLC - Senior PIK Note",8.50%,-%,8.50%,,,,,,,,,,,,,,,,,,
474,First Tower Finance Company LLC,7.48%,3.02%,10.50%,,,,,,,,,,,,,,,,,,
475,"Interdent, Inc - Senior Secured Term Loan B",16.00%,-%,16.00%,,,,,,,,,,,,,,,,,,
476,"MITY, Inc.",10.00%,-%,10.00%,,,,,,,,,,,,,,,,,,
477,National Property REIT Corp. - Senior Secured Term Loan A,-%,5.00%,5.00%,,,,,,,,,,,,,,,,,,
478,National Property REIT Corp. - Senior Secured Term Loan B,-%,5.50%,5.50%,,,,,,,,,,,,,,,,,,
479,Nationwide Loan Company LLC,10.00%,-%,10.00%,,,,,,,,,,,,,,,,,,
480,"Valley Electric Co. of Mt. Vernon, Inc.",-%,2.50%,2.50%,,,,,,,,,,,,,,,,,,
481,"Valley Electric Company, Inc.",5.00%,5.00%,10.00%,,,,,,,,,,,,,,,,,,
482,Venio LLC,10.10%,-%,10.10%,,,,,,,,,,,,,,,,,,
483,"Janus International Group, LLC",Second Lien Term Loan,"8/3/2018, 8/9/2018, 8/20/2018, 9/6/2018",9915,,,,,,,,,,,,,,,,,,
484,JD Power and Associates,Second Lien Term Loan,"8/10/2017, 8/31/2018, 3/11/2019, 4/10/2019",15239,,,,,,,,,,,,,,,,,,
485,Jefferson Mill CLO Ltd.,Subordinated Structured Note,9/27/2018,2047,,,,,,,,,,,,,,,,,,
486,"K&N Parent, Inc.",Second Lien Term Loan,"8/14/2018, 9/5/2018, 9/7/2018, 9/10/2018, 9/24/2018",12695,,,,,,,,,,,,,,,,,,
487,Kickapoo Ranch Pet Resort,Membership Interest,"10/21/2019, 12/4/2019",28,,,,,,,,,,,,,,,,,,
488,LCM XIV Ltd.,Subordinated Structured Note,"11/2/2015, 6/6/2018",9422,,,,,,,,,,,,,,,,,,
489,"Madison Park Funding IX, Ltd.",Subordinated Structured Note,9/27/2018,7320,,,,,,,,,,,,,,,,,,
490,"MITY, Inc.",Common Stock,6/23/2014,7200,,,,,,,,,,,,,,,,,,
491,"MITY, Inc.",Senior Secured Note A,1/17/2017,8000,,,,,,,,,,,,,,,,,,
492,"MITY, Inc.",Senior Secured Note B,"6/23/2014, 1/17/2017, 6/3/2019",26769,,,,,,,,,,,,,,,,,,
493,"MRP Holdco, Inc.",Senior Secured Term Loan A,12/7/2018,12000,,,,,,,,,,,,,,,,,,
494,"MRP Holdco, Inc.",Senior Secured Term Loan B,12/7/2018,12000,,,,,,,,,,,,,,,,,,
495,Nationwide Loan Company LLC,Class A Units,"3/28/2014, 6/18/2014, 9/30/2014, 6/29/2015, 3/31/2016, 8/31/2016, 5/31/2017, 10/31/2017",20469,,,,,,,,,,,,,,,,,,
496,Nationwide Loan Company LLC,Senior Subordinated Term Loan to Nationwide Acceptance LLC,"12/28/2015, 8/31/2016",1999,,,,,,,,,,,,,,,,,,
497,National Property REIT Corp.,Senior Secured Term Loan C,10/31/2019,51428,,,,,,,,,,,,,,,,,,
498,"NMMB, Inc.",Senior Secured Term Loan,12/30/2019,15100,,,,,,,,,,,,,,,,,,
499,"NMMB, Inc.",Series A and B Preferred Stock,"12/13/2013, 10/1/2014",8469,,,,,,,,,,,,,,,,,,
500,"Octagon Investment Partners XV, Ltd.",Subordinated Structured Note,"4/30/2015, 8/6/2015, 6/30/2017",10516,,,,,,,,,,,,,,,,,,
501,Octagon Investment Partners 18-R Ltd.,Subordinated Structured Note,4/20/2018,8908,,,,,,,,,,,,,,,,,,
502,Pacific World Corporation,Revolving Line of Credit,"10/21/2014, 12/19/2014, 4/7/2015, 4/22/2015, 8/12/2016, 10/18/2016, 2/7/2017, 2/21/2017, 4/26/2017, 10/11/2017, 10/17/2017, 1/16/2018, 12/27/2018, 3/15/2019, 7/2/2019, 8/15/2019",36825,,,,,,,,,,,,,,,,,,
503,Pacific World Corporation,Convertible Preferred Equity,"4/3/2019, 4/29/2019, 6/3/2019, 10/4/2019, 11/12/2019, 12/20/2019",17100,,,,,,,,,,,,,,,,,,
504,"PeopleConnect Intermediate, LLC",Revolving Line of Credit,12/18/2017,500,,,,,,,,,,,,,,,,,,
505,"PeopleConnect Intermediate, LLC",Senior Secured Term Loan A,8/11/2015,6500,,,,,,,,,,,,,,,,,,
506,"PeopleConnect Intermediate, LLC",Senior Secured Term Loan B,8/11/2015,6500,,,,,,,,,,,,,,,,,,
507,"PG Dental Holdings New Jersey, LLC",Delayed Draw Term Loan,8/26/2019,2000,,,,,,,,,,,,,,,,,,
508,"PG Dental Holdings New Jersey, LLC",Senior Secured Term Loan,5/31/2019,20,,,,,,,,,,,,,,,,,,
509,"PGX Holdings, Inc.",Second Lien Term Loan,"12/23/2016, 12/28/2016",15034,,,,,,,,,,,,,,,,,,
510,"RGIS Services, LLC",Senior Secured Term Loan,"7/19/2017, 8/2/2017, 8/9/2017, 8/16/2017, 9/11/2017, 4/10/2019, 5/1/2019",19293,,,,,,,,,,,,,,,,,,
511,Romark WM-R Ltd.,Subordinated Structured Note,"10/21/2014, 4/12/2018",5313,,,,,,,,,,,,,,,,,,
512,"R-V Industries, Inc.",Common Stock,12/27/2016,1854,,,,,,,,,,,,,,,,,,
513,"Securus Technologies Holdings, Inc.",Second Lien Term Loan,"11/13/2017, 11/24/2017, 8/6/2018, 8/24/2018, 3/18/2019",22750,,,,,,,,,,,,,,,,,,
514,"SEOTownCenter, Inc.",Senior Secured Term Loan A,11/2/2018,3000,,,,,,,,,,,,,,,,,,
515,"SEOTownCenter, Inc.",Senior Secured Term Loan B,11/2/2018,2000,,,,,,,,,,,,,,,,,,
516,SESAC Holdco II LLC,Second Lien Term Loan,4/5/2019,4975,,,,,,,,,,,,,,,,,,
517,"Sorenson Communications, LLC",First Lien Term Loan,5/14/2019,8000,,,,,,,,,,,,,,,,,,
518,"Symphony CLO XV, Ltd.",Subordinated Structured Note,12/24/2018,2655,,,,,,,,,,,,,,,,,,
519,"TouchTunes Interactive Networks, Inc.",Second Lien Term Loan,"11/3/2016, 11/14/2016",9000,,,,,,,,,,,,,,,,,,
520,"Town & Country Holdings, Inc.",First Lien Term Loan,"7/13/2018, 7/16/2018",105000,,,,,,,,,,,,,,,,,,
521,"Transplace Holdings, Inc.",Second Lien Term Loan,1/4/2018,3518,,,,,,,,,,,,,,,,,,
522,"United Sporting Companies, Inc.",Second Lien Term Loan,3/7/2013,58650,,,,,,,,,,,,,,,,,,
523,"Universal Turbine Parts, LLC",Delayed Draw Term Loan,10/24/2019,1000,,,,,,,,,,,,,,,,,,
524,USES Corp.,Senior Secured Term Loan A,"6/15/2016, 6/29/2016, 2/22/2017, 4/27/2017, 5/4/2017, 8/30/2017, 10/11/2017, 12/11/2018, 8/30/2019",14100,,,,,,,,,,,,,,,,,,
525,"USG Intermediate, LLC",Revolving Line of Credit,"7/2/2015, 9/23/2015, 9/14/2017, 8/21/2019",5200,,,,,,,,,,,,,,,,,,
526,"USG Intermediate, LLC",Senior Secured Term Loan A,8/24/2017,2025,,,,,,,,,,,,,,,,,,
527,"USG Intermediate, LLC",Senior Secured Term Loan B,8/24/2017,2975,,,,,,,,,,,,,,,,,,
528,"Valley Electric Company, Inc.",Common Stock,"12/31/2012, 6/24/2014",18502,,,,,,,,,,,,,,,,,,
529,"Valley Electric Company, Inc.",Senior Secured Note,"6/30/2014, 8/31/2018",5129,,,,,,,,,,,,,,,,,,
530,"VC GB Holdings, Inc.",Subordinated Secured Term Loan,3/13/2019,1485,,,,,,,,,,,,,,,,,,
531,"Voya CLO 2014-1, Ltd.",Subordinated Structured Note,4/19/2018,3943,,,,,,,,,,,,,,,,,,
532,"Voya CLO 2016-3, Ltd.",Subordinated Structured Note,7/1/2019,75,,,,,,,,,,,,,,,,,,
533,"Wolf Energy, LLC","Membership Interest in Wolf Energy Services Company, LLC",5/17/2017,16,,,,,,,,,,,,,,,,,,
