0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,"Matrixx Initiatives, Inc.  (4)",Cayman Islands / Diversified Financial Services,New Jersey / Pharmaceuticals,Income Notes (Residual Interest),"Revolving Line of Credit - $10,000 Commitment (10.00% (LIBOR + 8.50% with 1.50% LIBOR floor), due 2/9/2014)  (25)","$ 40,613",9500,"$ 36,867",9500,0,9500,0,0.3%
0,"Matrixx Initiatives, Inc.  (4)",Cayman Islands / Diversified Financial Services,New Jersey / Pharmaceuticals,Income Notes (Residual Interest),"Senior Secured Term Loan A (7.50% (LIBOR + 6.00% with 1.50% LIBOR floor), due 8/9/2018)","$ 40,613",34562,"$ 36,867",34562,0,34105,0,1.1%
0,"Matrixx Initiatives, Inc.  (4)",Cayman Islands / Diversified Financial Services,New Jersey / Pharmaceuticals,Income Notes (Residual Interest),"Senior Secured Term Loan B (12.50% (LIBOR + 11.00% with 1.50% LIBOR floor), due 8/9/2018)  (3)","$ 40,613",35000,"$ 36,867",35000,0,33452,0,1.0%
0,"Matrixx Initiatives, Inc.  (4)",Cayman Islands / Diversified Financial Services,New Jersey / Pharmaceuticals,Income Notes (Residual Interest),"Senior Secured Term Loan B (12.50% (LIBOR + 11.00% with 1.50% LIBOR floor), due 8/9/2018)  (3)","$ 40,613",35000,"$ 36,867",79062,0,77057,0,2.4%
0,Portfolio Company,Cayman Islands / Diversified Financial Services,Locale / Industry,Income Notes (Residual Interest),Investments  (1),"$ 40,613",Principal  Value,"$ 36,867",Cost,0,Fair  Value  (2),0,% of Net  Assets
0,"Maverick Healthcare, LLC",Cayman Islands / Diversified Financial Services,Arizona / Healthcare,Income Notes (Residual Interest),"Preferred Units (1,250,000 units)","$ 40,613",Principal  Value,"$ 36,867","$ 1,252",0,$ 366,0,0.0%
0,"Maverick Healthcare, LLC",Cayman Islands / Diversified Financial Services,Arizona / Healthcare,Income Notes (Residual Interest),"Common Units (1,250,000 units)","$ 40,613",Principal  Value,"$ 36,867",-,0,-,0,0.0%
0,"Maverick Healthcare, LLC",Cayman Islands / Diversified Financial Services,Arizona / Healthcare,Income Notes (Residual Interest),"Common Units (1,250,000 units)","$ 40,613",Principal  Value,"$ 36,867",1252,0,366,0,0.0%
0,Mountain View CLO 2013-I Ltd.  (22),Cayman Islands / Diversified Financial Services,Cayman Islands / Diversified Financial Services,Income Notes (Residual Interest),Subordinated Notes (Residual Interest),"$ 40,613","$ 43,650","$ 36,867",42534,0,43056,0,1.3%
0,Mountain View CLO 2013-I Ltd.  (22),Cayman Islands / Diversified Financial Services,Cayman Islands / Diversified Financial Services,Income Notes (Residual Interest),Subordinated Notes (Residual Interest),"$ 40,613","$ 43,650","$ 36,867",42534,0,43056,0,1.3%
0,"NCP Finance Limited Partnership  (22), (23)",Cayman Islands / Diversified Financial Services,Ohio / Consumer Finance,Income Notes (Residual Interest),"Subordinated Secured Term Loan (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)  (3), (4), (16)","$ 40,613",11970,"$ 36,867",11738,0,11970,0,0.4%
0,"NCP Finance Limited Partnership  (22), (23)",Cayman Islands / Diversified Financial Services,Ohio / Consumer Finance,Income Notes (Residual Interest),"Subordinated Secured Term Loan (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)  (3), (4), (16)","$ 40,613",11970,"$ 36,867",11738,0,11970,0,0.4%
0,"New Century Transportation, Inc.",Cayman Islands / Diversified Financial Services,New Jersey / Transportation,Income Notes (Residual Interest),"Senior Subordinated Term Loan (12.00% (LIBOR + 10.00% with 2.00% LIBOR floor) plus 4.00% PIK, due 2/3/2018)  (3), (4)","$ 40,613",45890,"$ 36,867",45890,0,43349,0,1.3%
0,"New Century Transportation, Inc.",Cayman Islands / Diversified Financial Services,New Jersey / Transportation,Income Notes (Residual Interest),"Senior Subordinated Term Loan (12.00% (LIBOR + 10.00% with 2.00% LIBOR floor) plus 4.00% PIK, due 2/3/2018)  (3), (4)","$ 40,613",45890,"$ 36,867",45890,0,43349,0,1.3%
0,"New Star Metals, Inc.",Cayman Islands / Diversified Financial Services,Indiana / Metal Services & Minerals,Income Notes (Residual Interest),"Senior Subordinated Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor) plus 1.00% PIK, due 2/2/2018)  (4)","$ 40,613",50534,"$ 36,867",50534,0,49586,0,1.5%
0,"New Star Metals, Inc.",Cayman Islands / Diversified Financial Services,Indiana / Metal Services & Minerals,Income Notes (Residual Interest),"Senior Subordinated Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor) plus 1.00% PIK, due 2/2/2018)  (4)","$ 40,613",50534,"$ 36,867",50534,0,49586,0,1.5%
0,"Nixon, Inc.",Cayman Islands / Diversified Financial Services,California / Durable Consumer Products,Income Notes (Residual Interest),"Senior Secured Term Loan (8.75% plus 2.75% PIK, due 4/16/2018)  (16)","$ 40,613",13862,"$ 36,867",13625,0,13625,0,0.4%
0,"Nixon, Inc.",Cayman Islands / Diversified Financial Services,California / Durable Consumer Products,Income Notes (Residual Interest),"Senior Secured Term Loan (8.75% plus 2.75% PIK, due 4/16/2018)  (16)","$ 40,613",13862,"$ 36,867",13625,0,13625,0,0.4%
0,"NRG Manufacturing, Inc.",Cayman Islands / Diversified Financial Services,Texas / Manufacturing,Income Notes (Residual Interest),Escrow Receivable,"$ 40,613",13862,"$ 36,867",-,0,1068,0,0.0%
0,"NRG Manufacturing, Inc.",Cayman Islands / Diversified Financial Services,Texas / Manufacturing,Income Notes (Residual Interest),Escrow Receivable,"$ 40,613",13862,"$ 36,867",-,0,1068,0,0.0%
0,"Octagon Investment Partners XV, Ltd.  (22)",Cayman Islands / Diversified Financial Services,Cayman Islands / Diversified Financial Services,Income Notes (Residual Interest),Income Notes (Residual Interest),"$ 40,613",26901,"$ 36,867",25153,0,26162,0,0.8%
0,"Octagon Investment Partners XV, Ltd.  (22)",Cayman Islands / Diversified Financial Services,Cayman Islands / Diversified Financial Services,Income Notes (Residual Interest),Income Notes (Residual Interest),"$ 40,613",26901,"$ 36,867",25153,0,26162,0,0.8%
0,"Onyx Payments, Inc. (f/k/a Pegasus Business Intelligence, LP)  (4)",Cayman Islands / Diversified Financial Services,Texas / Diversified Financial Services,Income Notes (Residual Interest),"Revolving Line of Credit - $2,500 Commitment (9.00% (LIBOR + 7.75% with 1.25% LIBOR floor), due 4/18/2014)  (25)","$ 40,613",-,"$ 36,867",-,0,-,0,0.0%
0,"Onyx Payments, Inc. (f/k/a Pegasus Business Intelligence, LP)  (4)",Cayman Islands / Diversified Financial Services,Texas / Diversified Financial Services,Income Notes (Residual Interest),"Senior Secured Term Loan A (6.75% (LIBOR + 5.50% with 1.25% LIBOR floor), due 4/18/2018)","$ 40,613",15531,"$ 36,867",15531,0,15531,0,0.5%
0,"Onyx Payments, Inc. (f/k/a Pegasus Business Intelligence, LP)  (4)",Cayman Islands / Diversified Financial Services,Texas / Diversified Financial Services,Income Notes (Residual Interest),"Senior Secured Term Loan B (13.75% (LIBOR + 12.50% with 1.25% LIBOR floor), due 4/18/2018)","$ 40,613",15938,"$ 36,867",15938,0,15938,0,0.5%
0,"Onyx Payments, Inc. (f/k/a Pegasus Business Intelligence, LP)  (4)",Cayman Islands / Diversified Financial Services,Texas / Diversified Financial Services,Income Notes (Residual Interest),"Senior Secured Term Loan B (13.75% (LIBOR + 12.50% with 1.25% LIBOR floor), due 4/18/2018)","$ 40,613",15938,"$ 36,867",31469,0,31469,0,1.0%
0,"Pelican Products, Inc.  (16)",Cayman Islands / Diversified Financial Services,California / Durable Consumer Products,Income Notes (Residual Interest),"Subordinated Secured (11.50% (LIBOR + 10.00% with 1.50% LIBOR floor), due 6/14/2019)  (3),(4)","$ 40,613",15000,"$ 36,867",14745,0,15000,0,0.5%
0,"Pelican Products, Inc.  (16)",Cayman Islands / Diversified Financial Services,California / Durable Consumer Products,Income Notes (Residual Interest),"Subordinated Secured (11.50% (LIBOR + 10.00% with 1.50% LIBOR floor), due 6/14/2019)  (3),(4)","$ 40,613",15000,"$ 36,867",14745,0,15000,0,0.5%
0,Photonis Technologies SAS  (22),France / Aerospace & Defense,California / Durable Consumer Products,"First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)  (4), (16)","Subordinated Secured (11.50% (LIBOR + 10.00% with 1.50% LIBOR floor), due 6/14/2019)  (3),(4)",10500.0,15000,10198.0,14745,10203.0,0,0.3%,0
0,Photonis Technologies SAS  (22),France / Aerospace & Defense,California / Durable Consumer Products,"First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)  (4), (16)","Subordinated Secured (11.50% (LIBOR + 10.00% with 1.50% LIBOR floor), due 6/14/2019)  (3),(4)",10500.0,15000,10198.0,10198,0,10203,0,0.3%
0,Pinnacle (US) Acquisition Co Limited  (16),France / Aerospace & Defense,Texas / Software & Computer Services,"First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)  (4), (16)","Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 8/3/2020)  (4)",10500.0,10000,10198.0,9824,0,10000,0,0.3%
0,Pinnacle (US) Acquisition Co Limited  (16),France / Aerospace & Defense,Texas / Software & Computer Services,"First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)  (4), (16)","Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 8/3/2020)  (4)",10500.0,10000,10198.0,9824,0,10000,0,0.3%
0,Portfolio Company,France / Aerospace & Defense,Locale / Industry,"First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)  (4), (16)",Investments  (1),10500.0,Principal  Value,10198.0,Cost,0,Fair  Value  (2),0,% of Net  Assets
0,"PrimeSport, Inc.  (4)",France / Aerospace & Defense,"Georgia/ Hotels, Restaurants & Leisure","First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)  (4), (16)","Revolving Line of Credit - $15,000 Commitment (10.00% (LIBOR + 9.50% with 0.50% LIBOR floor), due 6/23/2014)  (25)",10500.0,$ -,10198.0,$ -,0,$ -,0,0.0%
0,"PrimeSport, Inc.  (4)",France / Aerospace & Defense,"Georgia/ Hotels, Restaurants & Leisure","First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)  (4), (16)","Senior Secured Term Loan A (7.50% (LIBOR + 6.50% with 1.00% LIBOR floor), due 12/23/2019)",10500.0,43700,10198.0,43700,0,43700,0,1.4%
0,"PrimeSport, Inc.  (4)",France / Aerospace & Defense,"Georgia/ Hotels, Restaurants & Leisure","First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)  (4), (16)","Senior Secured Term Loan B (11.50% (LIBOR + 10.50% with 1.00% LIBOR floor) plus 1.00% PIK, due 12/23/2019)",10500.0,43700,10198.0,43700,0,43700,0,1.4%
0,"PrimeSport, Inc.  (4)",France / Aerospace & Defense,"Georgia/ Hotels, Restaurants & Leisure","First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)  (4), (16)","Senior Secured Term Loan B (11.50% (LIBOR + 10.50% with 1.00% LIBOR floor) plus 1.00% PIK, due 12/23/2019)",10500.0,43700,10198.0,87400,0,87400,0,2.8%
0,Prince Mineral Holding Corp.,France / Aerospace & Defense,New York / Metal Services & Minerals,"First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)  (4), (16)","Senior Secured Term Loan (11.50%, due 12/15/2019)",10500.0,10000,10198.0,9895,0,9895,0,0.3%
0,Prince Mineral Holding Corp.,France / Aerospace & Defense,New York / Metal Services & Minerals,"First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)  (4), (16)","Senior Secured Term Loan (11.50%, due 12/15/2019)",10500.0,10000,10198.0,9895,0,9895,0,0.3%
0,"Progrexion Holdings, Inc.  (4),(28)",Utah / Consumer Services,New York / Metal Services & Minerals,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)","Senior Secured Term Loan (11.50%, due 12/15/2019)",284521.0,10000,284521.0,9895,284521.0,0,8.8%,0
0,"Progrexion Holdings, Inc.  (4),(28)",Utah / Consumer Services,New York / Metal Services & Minerals,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)","Senior Secured Term Loan (11.50%, due 12/15/2019)",284521.0,10000,284521.0,284521,0,284521,0,8.8%
0,"Rocket Software, Inc.  (3), (4)",Utah / Consumer Services,Massachusetts / Software & Computer Services,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)","Second Lien Term Loan (10.25% (LIBOR + 8.75% with 1.50% LIBOR floor), due 2/8/2019)",284521.0,20000,284521.0,19738,0,19967,0,0.6%
0,"Rocket Software, Inc.  (3), (4)",Utah / Consumer Services,Massachusetts / Software & Computer Services,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)","Second Lien Term Loan (10.25% (LIBOR + 8.75% with 1.50% LIBOR floor), due 2/8/2019)",284521.0,20000,284521.0,19738,0,19967,0,0.6%
0,"Royal Adhesives & Sealants, LLC",Utah / Consumer Services,Indiana / Chemicals,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)","Second Lien Term Loan (9.75% (LIBOR + 8.50% with 1.25% LIBOR floor), due 1/31/2019)  (4), (16)",284521.0,20000,284521.0,19619,0,19619,0,0.6%
0,"Royal Adhesives & Sealants, LLC",Utah / Consumer Services,Indiana / Chemicals,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)","Second Lien Term Loan (9.75% (LIBOR + 8.50% with 1.25% LIBOR floor), due 1/31/2019)  (4), (16)",284521.0,20000,284521.0,19619,0,19619,0,0.6%
0,"Ryan, LLC  (4)",Utah / Consumer Services,Texas / Business Services,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)","Subordinated Unsecured (12.00% (LIBOR + 9.00% with 3.00% LIBOR floor) plus 3.00% PIK, due 6/30/2018)",284521.0,70000,284521.0,70000,0,70000,0,2.2%
0,"Ryan, LLC  (4)",Utah / Consumer Services,Texas / Business Services,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)","Subordinated Unsecured (12.00% (LIBOR + 9.00% with 3.00% LIBOR floor) plus 3.00% PIK, due 6/30/2018)",284521.0,70000,284521.0,70000,0,70000,0,2.2%
0,"Sandow Media, LLC",Utah / Consumer Services,Florida / Media,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)","Senior Secured Term Loan (12.00%, due 5/8/2018)  (3)",284521.0,25143,284521.0,25143,0,24403,0,0.8%
0,"Sandow Media, LLC",Utah / Consumer Services,Florida / Media,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)","Senior Secured Term Loan (12.00%, due 5/8/2018)  (3)",284521.0,25143,284521.0,25143,0,24403,0,0.8%
0,SESAC Holdco II LLC  (3),Utah / Consumer Services,Tennessee / Media,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)","Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 7/12/2019)  (4), (16)",284521.0,6000,284521.0,5919,0,6000,0,0.2%
0,SESAC Holdco II LLC  (3),Utah / Consumer Services,Tennessee / Media,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)","Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 7/12/2019)  (4), (16)",284521.0,6000,284521.0,5919,0,6000,0,0.2%
0,Skillsoft Public Limited Company  (22),Utah / Consumer Services,Ireland / Software & Computer Services,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)","Senior Unsecured (11.125%, due 6/1/2018)",284521.0,15000,284521.0,14933,0,15000,0,0.5%
0,Skillsoft Public Limited Company  (22),Utah / Consumer Services,Ireland / Software & Computer Services,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)","Senior Unsecured (11.125%, due 6/1/2018)",284521.0,15000,284521.0,14933,0,15000,0,0.5%
0,Snacks Holding Corporation,Utah / Consumer Services,Minnesota / Food Products,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)","Series A Preferred Stock (4,021.45 shares)",284521.0,15000,284521.0,56,0,56,0,0.0%
0,Snacks Holding Corporation,Utah / Consumer Services,"Series B Preferred Stock (1,866.10 shares)","Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)","Series A Preferred Stock (4,021.45 shares)",284521.0,56,284521.0,56,0,0.0%,0,0
0,Snacks Holding Corporation,Utah / Consumer Services,"Series B Preferred Stock (1,866.10 shares)","Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)","Warrant (to purchase 31,196.52 voting common shares, expires 11/12/2020)",284521.0,56,284521.0,479,0,484,0,0.0%
0,Snacks Holding Corporation,Utah / Consumer Services,"Series B Preferred Stock (1,866.10 shares)","Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)","Warrant (to purchase 31,196.52 voting common shares, expires 11/12/2020)",284521.0,56,284521.0,591,0,596,0,0.0%
0,Portfolio Company,Utah / Consumer Services,Locale / Industry,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)",Investments  (1),284521.0,Principal  Value,284521.0,Cost,0,Fair  Value  (2),0,% of Net  Assets
0,"Spartan Energy Services, Inc.  (3)",Utah / Consumer Services,Louisiana / Energy,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)","Senior Secured Term Loan (10.50% (LIBOR + 9.00% with 1.50% LIBOR floor), due 12/28/2017)  (4)",284521.0,"$ 36,225",284521.0,"$ 36,225",0,"$ 36,225",0,1.1%
0,"Spartan Energy Services, Inc.  (3)",Utah / Consumer Services,Louisiana / Energy,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)","Senior Secured Term Loan (10.50% (LIBOR + 9.00% with 1.50% LIBOR floor), due 12/28/2017)  (4)",284521.0,"$ 36,225",284521.0,36225,0,36225,0,1.1%
0,Speedy Group Holdings Corp.,Utah / Consumer Services,Canada / Consumer Finance,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)","Senior Unsecured (12.00%, due 11/15/2017)  (22)",284521.0,15000,284521.0,15000,0,15000,0,0.5%
0,Speedy Group Holdings Corp.,Utah / Consumer Services,Canada / Consumer Finance,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)","Senior Unsecured (12.00%, due 11/15/2017)  (22)",284521.0,15000,284521.0,15000,0,15000,0,0.5%
0,"Sport Helmets Holdings, LLC  (14)",Utah / Consumer Services,New York / Personal & Nondurable Consumer Products,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)",Escrow Receivable,284521.0,15000,284521.0,-,0,401,0,0.0%
0,"Sport Helmets Holdings, LLC  (14)",Utah / Consumer Services,New York / Personal & Nondurable Consumer Products,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)",Escrow Receivable,284521.0,15000,284521.0,-,0,401,0,0.0%
0,"Stauber Performance Ingredients, Inc.  (3), (4)",Utah / Consumer Services,California / Food Products,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)","Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 1/21/2016)",284521.0,13451,284521.0,13451,0,13451,0,0.4%
0,"Stauber Performance Ingredients, Inc.  (3), (4)",Utah / Consumer Services,California / Food Products,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)","Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 5/21/2017)",284521.0,10106,284521.0,10106,0,10106,0,0.3%
0,"Stauber Performance Ingredients, Inc.  (3), (4)",Utah / Consumer Services,California / Food Products,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)","Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 5/21/2017)",284521.0,10106,284521.0,23557,0,23557,0,0.7%
0,"Stryker Energy, LLC",Utah / Consumer Services,Ohio / Oil & Gas Production,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)","Subordinated Secured Revolving Credit Facility - $50,300 Commitment (12.25% (LIBOR + 10.75% with 1.50% LIBOR floor) plus 3.75% PIK, in non-accrual status effective 12/1/2011, due 12/1/2015)  (4), (25)",284521.0,35409,284521.0,32711,0,-,0,0.0%
0,"Stryker Energy, LLC",Utah / Consumer Services,Ohio / Oil & Gas Production,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)",Overriding Royalty Interests  (18),284521.0,35409,284521.0,-,0,-,0,0.0%
0,"Stryker Energy, LLC",Utah / Consumer Services,Ohio / Oil & Gas Production,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)",Overriding Royalty Interests  (18),284521.0,35409,284521.0,32711,0,-,0,0.0%
0,Sudbury Mill CLO Ltd.  (22),Utah / Consumer Services,Cayman Islands / Diversified Financial Services,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)",Subordinated Notes (Residual Interest),284521.0,28200,284521.0,26173,0,25978,0,0.8%
0,Sudbury Mill CLO Ltd.  (22),Utah / Consumer Services,Cayman Islands / Diversified Financial Services,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)",Subordinated Notes (Residual Interest),284521.0,28200,284521.0,26173,0,25978,0,0.8%
0,Symphony CLO IX Ltd.  (22),Utah / Consumer Services,Cayman Islands / Diversified Financial Services,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)",LP Certificates (Residual Interest),284521.0,45500,284521.0,39449,0,46012,0,1.4%
0,Symphony CLO IX Ltd.  (22),Utah / Consumer Services,Cayman Islands / Diversified Financial Services,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)",LP Certificates (Residual Interest),284521.0,45500,284521.0,39449,0,46012,0,1.4%
0,"System One Holdings, LLC  (3),(4)",Pennsylvania / Business Services,Cayman Islands / Diversified Financial Services,"Senior Secured Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 12/31/2018)",LP Certificates (Residual Interest),48000.0,45500,48000.0,39449,48000.0,0,1.5%,0
0,"System One Holdings, LLC  (3),(4)",Pennsylvania / Business Services,Cayman Islands / Diversified Financial Services,"Senior Secured Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 12/31/2018)",LP Certificates (Residual Interest),48000.0,45500,48000.0,48000,0,48000,0,1.5%
0,TB Corp.  (3),Pennsylvania / Business Services,Texas / Consumer Service,"Senior Secured Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 12/31/2018)","Senior Subordinated Note (12.00% plus 1.50% PIK, due 12/18/2018)",48000.0,23539,48000.0,23539,0,23539,0,0.7%
0,TB Corp.  (3),Pennsylvania / Business Services,Texas / Consumer Service,"Senior Secured Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 12/31/2018)","Senior Subordinated Note (12.00% plus 1.50% PIK, due 12/18/2018)",48000.0,23539,48000.0,23539,0,23539,0,0.7%
0,"Targus Group International, Inc.  (16)",Pennsylvania / Business Services,California / Durable Consumer Products,"Senior Secured Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 12/31/2018)","First Lien Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor) plus 1.0% PIK, due 5/24/2016)  (3),(4)",48000.0,22374,48000.0,22110,0,22110,0,0.7%
0,"Targus Group International, Inc.  (16)",Pennsylvania / Business Services,California / Durable Consumer Products,"Senior Secured Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 12/31/2018)","First Lien Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor) plus 1.0% PIK, due 5/24/2016)  (3),(4)",48000.0,22374,48000.0,22110,0,22110,0,0.7%
0,"TGG Medical Transitory, Inc.",Pennsylvania / Business Services,New Jersey / Healthcare,"Senior Secured Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 12/31/2018)","Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor), due 6/27/2018)  (4), (16)",48000.0,13000,48000.0,12741,0,13000,0,0.4%
0,"TGG Medical Transitory, Inc.",Pennsylvania / Business Services,New Jersey / Healthcare,"Senior Secured Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 12/31/2018)","Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor), due 6/27/2018)  (4), (16)",48000.0,13000,48000.0,12741,0,13000,0,0.4%
0,Portfolio Company,Pennsylvania / Business Services,Locale / Industry,"Senior Secured Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 12/31/2018)",Investments  (1),48000.0,Principal  Value,48000.0,Cost,0,Fair  Value  (2),0,% of Net  Assets
0,Totes Isotoner Corporation,Pennsylvania / Business Services,Ohio / Personal & Nondurable Consumer Products,"Senior Secured Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 12/31/2018)","Second Lien Term Loan (10.75%, (LIBOR + 9.25% with 1.50% LIBOR floor), due 1/8/2018)  (3), (4)",48000.0,"$ 53,000",48000.0,"$ 52,836",0,"$ 52,836",0,1.6%
0,Totes Isotoner Corporation,Pennsylvania / Business Services,Ohio / Personal & Nondurable Consumer Products,"Senior Secured Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 12/31/2018)","Second Lien Term Loan (10.75%, (LIBOR + 9.25% with 1.50% LIBOR floor), due 1/8/2018)  (3), (4)",48000.0,"$ 53,000",48000.0,52836,0,52836,0,1.6%
0,Traeger Pellet Grills LLC  (4),Pennsylvania / Business Services,Oregon / Durable Consumer Products,"Senior Secured Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 12/31/2018)","Senior Secured Term Loan A (6.50% (LIBOR + 4.50% with 2.00% LIBOR floor), due 6/18/2018)",48000.0,29550,48000.0,29550,0,29550,0,0.9%
