,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
222,"LGC US FINCO, LLC",Machinery,First Lien Term Loan,1/24/2020,7.50% (1ML+ 6.50%),1.00,19101,12/20/2025,28870,28237,28780,18634,0.9,%,0.9,%,(3)(8)(10),-,%,(5)(14)(17),,,,
223,"Maverick Healthcare Equity, LLC",Health Care Providers & Services,"Preferred Units (1,250,000 units)",10/31/2007,7.50% (1ML+ 6.50%),-,19101,12/20/2025,-,28237,-,18634,-,%,-,%,(16),-,%,(5)(14)(17),,,,
224,"Class A Common Units (1,250,000 units)",10/31/2007,"Preferred Units (1,250,000 units)",-,7.50% (1ML+ 6.50%),-,-,12/20/2025,-,28237,-,18634,-,%,(16),%,(16),-,%,(5)(14)(17),,,,
225,"Class A Common Units (1,250,000 units)",10/31/2007,"Preferred Units (1,250,000 units)",-,7.50% (1ML+ 6.50%),-,-,12/20/2025,-,-,-,-,-,-,%,%,(16),-,%,(5)(14)(17),,,,
226,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(50),Coupon/Yield,Floor,Legal Maturity,Principal Value,Amortized Cost,Fair  Value(2),% of  Net Assets,-,-,-,%,%,(16),-,%,(5)(14)(17),,,,
227,"Medusind Acquisition, Inc. (42)",Health Care Providers & Services,First Lien Term Loan,9/30/2019,9.25% (3ML+ 8.00%),1.00,Legal Maturity,4/8/2024,Amortized Cost,24387,% of  Net Assets,-,24074,-,%,23800,(16),0.8,%,(3)(10)(45),,,,
228,"Medusind Acquisition, Inc. (42)",Health Care Providers & Services,First Lien Term Loan,9/30/2019,9.25% (3ML+ 8.00%),1.00,Legal Maturity,4/8/2024,Amortized Cost,24074,% of  Net Assets,23800,24074,0.8,%,23800,(16),0.8,%,(3)(10)(45),,,,
229,Mountain View CLO 2013-I Ltd.,Structured Finance,Subordinated Structured Note,4/17/2013,"Residual Interest, current yield 2.19%",-,Legal Maturity,10/15/2030,43650,24074,28479,23800,14794,0.8,0.5,%,(5)(14),0.8,%,(3)(10)(45),,,,
230,Mountain View CLO 2013-I Ltd.,Structured Finance,Subordinated Structured Note,4/17/2013,"Residual Interest, current yield 2.19%",-,Legal Maturity,10/15/2030,43650,28479,28479,14794,14794,0.5,%,%,(5)(14),0.8,%,(3)(10)(45),,,,
231,Mountain View CLO IX Ltd.,Structured Finance,Subordinated Structured Note,5/13/2015,"Residual Interest, current yield 14.53%",-,Legal Maturity,7/15/2031,47830,28479,29046,14794,25909,0.5,0.8,%,(5)(14),0.8,%,(3)(10)(45),,,,
232,Mountain View CLO IX Ltd.,Structured Finance,Subordinated Structured Note,5/13/2015,"Residual Interest, current yield 14.53%",-,Legal Maturity,7/15/2031,47830,29046,29046,25909,25909,0.8,%,%,(5)(14),0.8,%,(3)(10)(45),,,,
233,"Octagon Investment Partners XV, Ltd.",Structured Finance,Subordinated Structured Note,1/24/2013,"Residual Interest, current yield 9.72%",-,Legal Maturity,7/19/2030,42064,29046,32798,25909,23572,0.8,0.8,%,(5)(14),0.8,%,(3)(10)(45),,,,
234,"Octagon Investment Partners XV, Ltd.",Structured Finance,Subordinated Structured Note,1/24/2013,"Residual Interest, current yield 9.72%",-,Legal Maturity,7/19/2030,42064,32798,32798,23572,23572,0.8,%,%,(5)(14),0.8,%,(3)(10)(45),,,,
235,Octagon Investment Partners 18-R Ltd.,Structured Finance,Subordinated Structured Note,8/12/2015,"Residual Interest, current yield 13.38%",-,Legal Maturity,4/16/2031,46016,32798,25700,23572,19111,0.8,0.6,%,(5)(14),0.8,%,(3)(10)(45),,,,
236,Octagon Investment Partners 18-R Ltd.,Structured Finance,Subordinated Structured Note,8/12/2015,"Residual Interest, current yield 13.38%",-,Legal Maturity,4/16/2031,46016,25700,25700,19111,19111,0.6,%,%,(5)(14),0.8,%,(3)(10)(45),,,,
237,Pearl Intermediate Parent LLC,Health Care Providers & Services,Second Lien Term Loan,2/28/2018,6.43% (1ML+ 6.25%),-,Legal Maturity,2/15/2026,5000,25700,4982,19111,4943,0.6,0.2,%,(3)(8)(10),0.8,%,(3)(10)(45),,,,
238,Pearl Intermediate Parent LLC,Health Care Providers & Services,Second Lien Term Loan,2/28/2018,6.43% (1ML+ 6.25%),-,Legal Maturity,2/15/2026,5000,4982,4982,4943,4943,0.2,%,%,(3)(8)(10),0.8,%,(3)(10)(45),,,,
239,"PeopleConnect Holdings, LLC (11)",Interactive Media & Services,"Revolving Line of Credit - $8,918 Commitment",1/22/2020,10.00% (1ML+ 8.25%),1.75,Legal Maturity,1/22/2025,-,4982,-,4943,-,0.2,-,%,(10)(15),0.8,%,(3)(10)(45),,,,
240,"Delayed Draw Term Loan - $5,000 Commitment",1/22/2020,10.00% (3ML+ 8.25%),1.75,10.00% (1ML+ 8.25%),1/22/2021,-,1/22/2025,-,4982,-,4943,-,%,(10)(15),%,(10)(15),0.8,%,(3)(10)(45),,,,
241,Senior Secured Term Loan,1/22/2020,10.00% (3ML+ 8.25%),1.75,10.00% (1ML+ 8.25%),1/22/2025,200728,1/22/2025,200728,4982,200728,4943,6.6,%,(3)(10),%,(10)(15),0.8,%,(3)(10)(45),,,,
242,Senior Secured Term Loan,1/22/2020,10.00% (3ML+ 8.25%),1.75,10.00% (1ML+ 8.25%),1/22/2025,200728,1/22/2025,200728,200728,200728,200728,6.6,6.6,%,%,(10)(15),0.8,%,(3)(10)(45),,,,
243,"PG Dental Holdings New Jersey, LLC",Health Care Providers & Services,"Delayed Draw Term Loan - $5,000 Commitment",5/31/2019,10.00% (3ML+ 7.25%),2.75,200728,5/31/2024,2500,200728,2500,200728,2477,6.6,0.1,%,(3)(10)(15),0.8,%,(3)(10)(45),,,,
244,Senior Secured Term Loan,5/31/2019,10.00% (3ML+ 7.25%),2.75,10.00% (3ML+ 7.25%),5/31/2024,22300,5/31/2024,22300,200728,22095,200728,0.7,%,(3)(10),%,(3)(10)(15),0.8,%,(3)(10)(45),,,,
245,Senior Secured Term Loan,5/31/2019,10.00% (3ML+ 7.25%),2.75,10.00% (3ML+ 7.25%),5/31/2024,22300,5/31/2024,22300,24800,22095,24572,0.7,0.8,%,%,(3)(10)(15),0.8,%,(3)(10)(45),,,,
246,"PlayPower, Inc.",Leisure Products,First Lien Term Loan,5/16/2019,5.81% (3ML+ 5.50%),-,22300,5/10/2026,6341,24800,6286,24572,6087,0.8,0.2,%,(3)(8)(10),0.8,%,(3)(10)(45),,,,
247,"PlayPower, Inc.",Leisure Products,First Lien Term Loan,5/16/2019,5.81% (3ML+ 5.50%),-,22300,5/10/2026,6341,6286,6286,6087,6087,0.2,%,%,(3)(8)(10),0.8,%,(3)(10)(45),,,,
248,"Research Now Group, Inc. & Survey Sampling International LLC",Professional Services,First Lien Term Loan,1/5/2018,6.50% (3ML+ 5.50%),1.00,22300,12/20/2024,9750,6286,9412,6087,9651,0.2,0.4,%,(3)(8)(10),0.8,%,(3)(10)(45),,,,
249,Second Lien Term Loan,1/5/2018,10.50% (3ML+ 9.50%),1.00,6.50% (3ML+ 5.50%),12/20/2025,50000,12/20/2024,47617,6286,50000,6087,1.6,%,(3)(8)(10),%,(3)(8)(10),0.8,%,(3)(10)(45),,,,
250,Second Lien Term Loan,1/5/2018,10.50% (3ML+ 9.50%),1.00,6.50% (3ML+ 5.50%),12/20/2025,50000,12/20/2024,47617,57029,50000,59651,1.6,2.0,%,%,(3)(8)(10),0.8,%,(3)(10)(45),,,,
251,"RGIS Services, LLC",Commercial Services & Supplies,Senior Secured Term Loan,6/25/2020,8.50% (3ML+ 7.50%),1.00,50000,6/25/2025,8678,57029,8678,59651,8678,2.0,0.3,%,(8)(10),0.8,%,(3)(10)(45),,,,
252,Membership Interest (4.34%),6/25/2020,Senior Secured Term Loan,-,8.50% (3ML+ 7.50%),1.00,-,6/25/2025,10303,57029,9233,59651,0.3,%,(16),%,(8)(10),0.8,%,(3)(10)(45),,,,
253,Membership Interest (4.34%),6/25/2020,Senior Secured Term Loan,-,8.50% (3ML+ 7.50%),1.00,-,6/25/2025,10303,18981,9233,17911,0.3,0.6,%,%,(8)(10),0.8,%,(3)(10)(45),,,,
254,RME Group Holding Company,Media,Senior Secured Term Loan A,5/4/2017,7.00% (3ML+ 6.00%),1.00,-,5/4/2022,27646,18981,27646,17911,27646,0.6,0.9,%,(3)(10),0.8,%,(3)(10)(45),,,,
255,Senior Secured Term Loan B,5/4/2017,12.00% (3ML+ 11.00%),1.00,7.00% (3ML+ 6.00%),5/4/2022,22349,5/4/2022,22349,18981,22349,17911,0.7,%,(3)(10),%,(3)(10),0.8,%,(3)(10)(45),,,,
256,Senior Secured Term Loan B,5/4/2017,12.00% (3ML+ 11.00%),1.00,7.00% (3ML+ 6.00%),5/4/2022,22349,5/4/2022,22349,49995,22349,49995,0.7,1.6,%,%,(3)(10),0.8,%,(3)(10)(45),,,,
257,"Rocket Software, Inc.",Software,Second Lien Term Loan,12/7/2018,9.01% (3ML+ 8.25%),-,22349,11/27/2026,50000,49995,49599,49995,48136,1.6,1.6,%,(3)(8)(10),0.8,%,(3)(10)(45),,,,
258,"Rocket Software, Inc.",Software,Second Lien Term Loan,12/7/2018,9.01% (3ML+ 8.25%),-,22349,11/27/2026,50000,49599,49599,48136,48136,1.6,%,%,(3)(8)(10),0.8,%,(3)(10)(45),,,,
259,Romark WM-R Ltd.,Structured Finance,Subordinated Structured Note,4/11/2014,"Residual Interest, current yield 8.32%",-,22349,4/21/2031,27725,49599,22967,48136,14374,1.6,0.5,%,(5)(14),0.8,%,(3)(10)(45),,,,
260,Romark WM-R Ltd.,Structured Finance,Subordinated Structured Note,4/11/2014,"Residual Interest, current yield 8.32%",-,22349,4/21/2031,27725,22967,22967,14374,14374,0.5,%,%,(5)(14),0.8,%,(3)(10)(45),,,,
261,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(50),Coupon/Yield,Floor,Legal Maturity,Principal Value,Amortized Cost,Fair  Value(2),% of  Net Assets,14374,14374,0.5,%,%,(5)(14),0.8,%,(3)(10)(45),,,,
262,Rosa Mexicano,"Hotels, Restaurants & Leisure",Revolving Line of Credit - $500 Commitment,3/29/2018,2.75% (3ML+ 1.50%) plus 6.00% PIK,1.25,Legal Maturity,3/29/2023,Amortized Cost,502,% of  Net Assets,14374,502,0.5,%,449,(5)(14),-,%,(10)(15)(45),,,,
263,Senior Secured Term Loan,3/29/2018,2.75% (3ML+ 1.50%) plus 6.00% PIK,1.25,2.75% (3ML+ 1.50%) plus 6.00% PIK,3/29/2023,22999,3/29/2023,22999,502,20559,14374,0.7,%,(10)(45),449,(5)(14),-,%,(10)(15)(45),,,,
264,Senior Secured Term Loan,3/29/2018,2.75% (3ML+ 1.50%) plus 6.00% PIK,1.25,2.75% (3ML+ 1.50%) plus 6.00% PIK,3/29/2023,22999,3/29/2023,22999,23501,20559,21008,0.7,0.7,%,449,(5)(14),-,%,(10)(15)(45),,,,
265,"Securus Technologies Holdings, Inc.",Communications Equipment,First Lien Term Loan,9/3/2019,5.50% (1ML+ 4.50%),1.00,22999,11/1/2024,9898,23501,9105,21008,8671,0.7,0.3,%,(8)(10),-,%,(10)(15)(45),,,,
266,Second Lien Term Loan,11/3/2017,9.25% (3ML+ 8.25%),1.00,5.50% (1ML+ 4.50%),11/1/2025,50662,11/1/2024,50533,23501,42166,21008,1.4,%,(3)(8)(10),%,(8)(10),-,%,(10)(15)(45),,,,
267,Second Lien Term Loan,11/3/2017,9.25% (3ML+ 8.25%),1.00,5.50% (1ML+ 4.50%),11/1/2025,50662,11/1/2024,50533,59638,42166,50837,1.4,1.7,%,%,(8)(10),-,%,(10)(15)(45),,,,
268,"SEOTownCenter, Inc.",IT Services,Senior Secured Term Loan A,4/10/2018,9.50% (3ML+ 7.50%),2.00,50662,4/7/2023,24763,59638,24763,50837,24763,1.7,0.8,%,(3)(10)(45),-,%,(10)(15)(45),,,,
269,Senior Secured Term Loan B,4/10/2018,14.50% (3ML+ 12.50%),2.00,9.50% (3ML+ 7.50%),4/7/2023,19119,4/7/2023,19119,59638,19119,50837,0.6,%,(3)(10)(45),%,(3)(10)(45),-,%,(10)(15)(45),,,,
270,Senior Secured Term Loan B,4/10/2018,14.50% (3ML+ 12.50%),2.00,9.50% (3ML+ 7.50%),4/7/2023,19119,4/7/2023,19119,43882,19119,43882,0.6,1.4,%,%,(3)(10)(45),-,%,(10)(15)(45),,,,
271,"Shutterfly, Inc.",Internet & Direct Marketing Retail,First Lien Term Loan,12/9/2019,7.00% (3ML+ 6.00%),1.00,19119,9/25/2026,17419,43882,15706,43882,16440,1.4,0.5,%,(3)(8)(10),-,%,(10)(15)(45),,,,
272,"Shutterfly, Inc.",Internet & Direct Marketing Retail,First Lien Term Loan,12/9/2019,7.00% (3ML+ 6.00%),1.00,19119,9/25/2026,17419,15706,15706,16440,16440,0.5,%,%,(3)(8)(10),-,%,(10)(15)(45),,,,
273,"Sorenson Communications, LLC",Diversified Telecommunication Services,First Lien Term Loan,5/8/2019,6.81% (3ML+ 6.50%),-,19119,4/29/2024,8227,15706,8166,16440,8166,0.5,0.3,%,(3)(8)(10),-,%,(10)(15)(45),,,,
274,"Sorenson Communications, LLC",Diversified Telecommunication Services,First Lien Term Loan,5/8/2019,6.81% (3ML+ 6.50%),-,19119,4/29/2024,8227,8166,8166,8166,8166,0.3,%,%,(3)(8)(10),-,%,(10)(15)(45),,,,
275,Spectrum Holdings III Corp,Health Care Equipment & Supplies,Second Lien Term Loan,2/13/2018,8.07% (6ML+ 7.00%),1.00,19119,1/31/2026,7500,8166,7474,8166,5606,0.3,0.2,%,(3)(8)(10),-,%,(10)(15)(45),,,,
276,Spectrum Holdings III Corp,Health Care Equipment & Supplies,Second Lien Term Loan,2/13/2018,8.07% (6ML+ 7.00%),1.00,19119,1/31/2026,7500,7474,7474,5606,5606,0.2,%,%,(3)(8)(10),-,%,(10)(15)(45),,,,
277,"Staples, Inc.",Distributors,First Lien Term Loan,12/3/2019,5.69% (3ML+ 5.00%),-,19119,4/16/2026,8955,7474,8873,5606,8135,0.2,0.3,%,(3)(8)(10),-,%,(10)(15)(45),,,,
278,"Staples, Inc.",Distributors,First Lien Term Loan,12/3/2019,5.69% (3ML+ 5.00%),-,19119,4/16/2026,8955,8873,8873,8135,8135,0.3,%,%,(3)(8)(10),-,%,(10)(15)(45),,,,
279,Strategic Materials,Household Durables,Second Lien Term Loan,11/1/2017,8.75% (3ML+ 7.75%),1.00,19119,11/1/2025,7000,8873,6953,8135,5223,0.3,0.2,%,(3)(8)(10),-,%,(10)(15)(45),,,,
280,Strategic Materials,Household Durables,Second Lien Term Loan,11/1/2017,8.75% (3ML+ 7.75%),1.00,19119,11/1/2025,7000,6953,6953,5223,5223,0.2,%,%,(3)(8)(10),-,%,(10)(15)(45),,,,
281,"Stryker Energy, LLC",Energy Equipment & Services,Overriding Royalty Interests,12/4/2006,8.75% (3ML+ 7.75%),-,19119,11/1/2025,-,6953,-,5223,-,0.2,-,%,(13),-,%,(10)(15)(45),,,,
282,"Stryker Energy, LLC",Energy Equipment & Services,Overriding Royalty Interests,12/4/2006,8.75% (3ML+ 7.75%),-,19119,11/1/2025,-,-,-,-,-,-,%,%,(13),-,%,(10)(15)(45),,,,
283,Sudbury Mill CLO Ltd.,Structured Finance,Subordinated Structured Note,11/14/2013,"Residual Interest, current yield 0.00%",-,19119,1/19/2026,28200,-,13875,-,2632,-,0.1,%,(5)(14)(17),-,%,(10)(15)(45),,,,
284,Sudbury Mill CLO Ltd.,Structured Finance,Subordinated Structured Note,11/14/2013,"Residual Interest, current yield 0.00%",-,19119,1/19/2026,28200,13875,13875,2632,2632,0.1,%,%,(5)(14)(17),-,%,(10)(15)(45),,,,
285,"Symphony CLO XIV, Ltd.",Structured Finance,Subordinated Structured Note,5/6/2014,"Residual Interest, current yield 0.00%",-,19119,7/14/2026,49250,13875,29171,2632,13608,0.1,0.4,%,(5)(14)(17),-,%,(10)(15)(45),,,,
286,"Symphony CLO XIV, Ltd.",Structured Finance,Subordinated Structured Note,5/6/2014,"Residual Interest, current yield 0.00%",-,19119,7/14/2026,49250,29171,29171,13608,13608,0.4,%,%,(5)(14)(17),-,%,(10)(15)(45),,,,
287,"Symphony CLO XV, Ltd.",Structured Finance,Subordinated Structured Note,10/17/2014,"Residual Interest, current yield 3.91%",-,19119,1/19/2032,63831,29171,43104,13608,20287,0.4,0.7,%,(5)(14),-,%,(10)(15)(45),,,,
288,"Symphony CLO XV, Ltd.",Structured Finance,Subordinated Structured Note,10/17/2014,"Residual Interest, current yield 3.91%",-,19119,1/19/2032,63831,43104,43104,20287,20287,0.7,%,%,(5)(14),-,%,(10)(15)(45),,,,
289,TGP HOLDINGS III LLC,Household Durables,Second Lien Term Loan,10/3/2017,9.50% (3ML+ 8.50%),1.00,19119,9/25/2025,3000,43104,2971,20287,3000,0.7,0.1,%,(8)(10),-,%,(10)(15)(45),,,,
290,TGP HOLDINGS III LLC,Household Durables,Second Lien Term Loan,10/3/2017,9.50% (3ML+ 8.50%),1.00,19119,9/25/2025,3000,2971,2971,3000,3000,0.1,%,%,(8)(10),-,%,(10)(15)(45),,,,
291,"The Octave Music Group, Inc. (f/k/a Touchtunes Interactive Networks, Inc.)",Entertainment,First Lien Term Loan,3/6/2020,6.25% (3ML+ 5.25%) plus 0.75% PIK,1.00,19119,5/29/2025,38912,2971,38544,3000,36910,0.1,1.2,%,(8)(10)(45),-,%,(10)(15)(45),,,,
292,"The Octave Music Group, Inc. (f/k/a Touchtunes Interactive Networks, Inc.)",Entertainment,First Lien Term Loan,3/6/2020,6.25% (3ML+ 5.25%) plus 0.75% PIK,1.00,19119,5/29/2025,38912,38544,38544,36910,36910,1.2,%,%,(8)(10)(45),-,%,(10)(15)(45),,,,
293,"Town & Country Holdings, Inc.",Distributors,First Lien Term Loan,1/26/2018,8.81% (3ML+ 8.50%),-,19119,1/26/2023,163980,38544,163980,36910,160830,1.2,5.3,%,(3)(10)(45),-,%,(10)(15)(45),,,,
294,"Town & Country Holdings, Inc.",Distributors,First Lien Term Loan,1/26/2018,8.81% (3ML+ 8.50%),-,19119,1/26/2023,163980,163980,163980,160830,160830,5.3,%,%,(3)(10)(45),-,%,(10)(15)(45),,,,
295,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(50),Coupon/Yield,Floor,Legal Maturity,Principal Value,Amortized Cost,Fair  Value(2),% of  Net Assets,160830,160830,5.3,%,%,(3)(10)(45),-,%,(10)(15)(45),,,,
296,"Transplace Holdings, Inc.",Transportation Infrastructure,Second Lien Term Loan,10/16/2017,9.82% (6ML+ 8.75%),1.00,Legal Maturity,10/6/2025,Amortized Cost,28104,% of  Net Assets,160830,27662,5.3,%,27662,(3)(10)(45),0.9,%,(3)(8)(10),,,,
297,"Transplace Holdings, Inc.",Transportation Infrastructure,Second Lien Term Loan,10/16/2017,9.82% (6ML+ 8.75%),1.00,Legal Maturity,10/6/2025,Amortized Cost,27662,% of  Net Assets,27662,27662,0.9,%,27662,(3)(10)(45),0.9,%,(3)(8)(10),,,,
298,"United Sporting Companies, Inc. (18)",Distributors,Second Lien Term Loan,9/28/2012,12.75% (1ML+ 11.00%) plus 2.00% PIK,1.75,Legal Maturity,11/16/2019,147470,27662,105478,27662,6966,0.9,0.2,%,(9)(10),0.9,%,(3)(8)(10),,,,
299,"United Sporting Companies, Inc. (18)",Distributors,Second Lien Term Loan,9/28/2012,12.75% (1ML+ 11.00%) plus 2.00% PIK,1.75,Legal Maturity,11/16/2019,147470,105478,105478,6966,6966,0.2,%,%,(9)(10),0.9,%,(3)(8)(10),,,,
300,"Universal Fiber Systems, LLC","Textiles, Apparel & Luxury Goods",Second Lien Term Loan,10/16/2015,10.50% (1ML+ 9.50%),1.00,Legal Maturity,10/2/2022,37000,105478,36762,6966,35363,0.2,1.2,%,(3)(8)(10),0.9,%,(3)(8)(10),,,,
301,"Universal Fiber Systems, LLC","Textiles, Apparel & Luxury Goods",Second Lien Term Loan,10/16/2015,10.50% (1ML+ 9.50%),1.00,Legal Maturity,10/2/2022,37000,36762,36762,35363,35363,1.2,%,%,(3)(8)(10),0.9,%,(3)(8)(10),,,,
302,"Upstream Newco, Inc.",Health Care Providers & Services,First Lien Term Loan,12/2/2019,4.68% (1ML+ 4.50%),-,Legal Maturity,11/20/2026,8229,36762,8192,35363,7802,1.2,0.3,%,(3)(8)(10),0.9,%,(3)(8)(10),,,,
303,Second Lien Term Loan,12/2/2019,9.57% (6ML+ 8.50%),-,4.68% (1ML+ 4.50%),11/20/2027,22000,11/20/2026,21810,36762,22000,35363,0.7,%,(3)(8)(10),%,(3)(8)(10),0.9,%,(3)(8)(10),,,,
304,Second Lien Term Loan,12/2/2019,9.57% (6ML+ 8.50%),-,4.68% (1ML+ 4.50%),11/20/2027,22000,11/20/2026,21810,30002,22000,29802,0.7,1.0,%,%,(3)(8)(10),0.9,%,(3)(8)(10),,,,
305,"USG Intermediate, LLC",Leisure Products,"Revolving Line of Credit - $1,000 Commitment",4/15/2015,10.25% (1ML+ 9.25%),1.00,22000,8/24/2020,1000,30002,1000,29802,1000,1.0,-,%,(10)(15),0.9,%,(3)(8)(10),,,,
306,Senior Secured Term Loan B,4/15/2015,12.75% (1ML+ 11.75%),1.00,10.25% (1ML+ 9.25%),8/24/2022,17232,8/24/2020,17232,30002,17232,29802,0.6,%,(3)(10),%,(10)(15),0.9,%,(3)(8)(10),,,,
307,Equity,4/15/2015,12.75% (1ML+ 11.75%),-,10.25% (1ML+ 9.25%),8/24/2022,-,8/24/2020,1,30002,-,29802,-,%,(16),%,(10)(15),0.9,%,(3)(8)(10),,,,
308,Equity,4/15/2015,12.75% (1ML+ 11.75%),-,10.25% (1ML+ 9.25%),8/24/2022,-,8/24/2020,1,18233,-,18232,-,0.6,%,%,(10)(15),0.9,%,(3)(8)(10),,,,
309,Venio LLC,Professional Services,Second Lien Term Loan,2/19/2014,4.00% plus 10.00% PIK (3ML + 7.50%),2.50,-,2/19/2020,27637,18233,27637,18232,27267,0.6,0.9,%,(10)(45),0.9,%,(3)(8)(10),,,,
310,Venio LLC,Professional Services,Second Lien Term Loan,2/19/2014,4.00% plus 10.00% PIK (3ML + 7.50%),2.50,-,2/19/2020,27637,27637,27637,27267,27267,0.9,%,%,(10)(45),0.9,%,(3)(8)(10),,,,
311,"Versant Health Holdco, Inc. (f/k/a Wink Holdco, Inc.)",Insurance,Second Lien Term Loan,12/12/2017,7.75% (3ML+ 6.75%),1.00,-,12/1/2025,3000,27637,2990,27267,2938,0.9,0.1,%,(3)(8)(10),0.9,%,(3)(8)(10),,,,
312,"Versant Health Holdco, Inc. (f/k/a Wink Holdco, Inc.)",Insurance,Second Lien Term Loan,12/12/2017,7.75% (3ML+ 6.75%),1.00,-,12/1/2025,3000,2990,2990,2938,2938,0.1,%,%,(3)(8)(10),0.9,%,(3)(8)(10),,,,
313,"Voya CLO 2012-4, Ltd.",Structured Finance,Subordinated Structured Note,11/5/2012,"Residual Interest, current yield 7.00%",-,-,10/15/2030,40613,2990,29996,2938,22509,0.1,0.7,%,(5)(14),0.9,%,(3)(8)(10),,,,
314,"Voya CLO 2012-4, Ltd.",Structured Finance,Subordinated Structured Note,11/5/2012,"Residual Interest, current yield 7.00%",-,-,10/15/2030,40613,29996,29996,22509,22509,0.7,%,%,(5)(14),0.9,%,(3)(8)(10),,,,
315,"Voya CLO 2014-1, Ltd.",Structured Finance,Subordinated Structured Note,2/5/2014,"Residual Interest, current yield 4.39%",-,-,4/18/2031,40773,29996,30303,22509,17668,0.7,0.6,%,(5)(14),0.9,%,(3)(8)(10),,,,
316,"Voya CLO 2014-1, Ltd.",Structured Finance,Subordinated Structured Note,2/5/2014,"Residual Interest, current yield 4.39%",-,-,4/18/2031,40773,30303,30303,17668,17668,0.6,%,%,(5)(14),0.9,%,(3)(8)(10),,,,
317,"Voya CLO 2016-3, Ltd.",Structured Finance,Subordinated Structured Note,9/30/2016,"Residual Interest, current yield 8.35%",-,-,10/20/2031,28100,30303,26253,17668,18680,0.6,0.6,%,(5)(14),0.9,%,(3)(8)(10),,,,
318,"Voya CLO 2016-3, Ltd.",Structured Finance,Subordinated Structured Note,9/30/2016,"Residual Interest, current yield 8.35%",-,-,10/20/2031,28100,26253,26253,18680,18680,0.6,%,%,(5)(14),0.9,%,(3)(8)(10),,,,
319,"Voya CLO 2017-3, Ltd.",Structured Finance,Subordinated Structured Note,6/13/2017,"Residual Interest, current yield 9.24%",-,-,7/22/2030,44885,26253,49645,18680,37860,0.6,1.2,%,(5)(14),0.9,%,(3)(8)(10),,,,
320,"Voya CLO 2017-3, Ltd.",Structured Finance,Subordinated Structured Note,6/13/2017,"Residual Interest, current yield 9.24%",-,-,7/22/2030,44885,49645,49645,37860,37860,1.2,%,%,(5)(14),0.9,%,(3)(8)(10),,,,
321,"VT Topco, Inc.",Commercial Services & Supplies,Second Lien Term Loan,8/23/2018,7.18% (1ML+ 7.00%),-,-,8/17/2026,7000,49645,6973,37860,6662,1.2,0.2,%,(3)(8)(10),0.9,%,(3)(8)(10),,,,
322,"VT Topco, Inc.",Commercial Services & Supplies,Second Lien Term Loan,8/23/2018,7.18% (1ML+ 7.00%),-,-,8/17/2026,7000,6973,6973,6662,6662,0.2,%,%,(3)(8)(10),0.9,%,(3)(8)(10),,,,
323,Air Freight & Logistics,Commercial Services & Supplies,-,8/23/2018,7.18% (1ML+ 7.00%),-,-,8/17/2026,12500,6973,6973,-,6662,0.2,-,%,(3)(8)(10),-,%,(3)(8)(10),-,12500.0,,
324,Auto Components,1244,-,-,7.18% (1ML+ 7.00%),25532,-,-,12500,-,6973,-,6662,-,-,26776.0,(3)(8)(10),-,%,(3)(8)(10),,,,
325,Chemicals,31837,-,-,7.18% (1ML+ 7.00%),-,-,-,12500,-,6973,-,6662,-,-,31837.0,(3)(8)(10),-,%,(3)(8)(10),,,,
326,Commercial Services & Supplies,43835,-,-,7.18% (1ML+ 7.00%),175763,-,-,12500,-,6973,-,6662,10303,-,229901.0,(3)(8)(10),-,%,(3)(8)(10),,,,
327,Communications Equipment,9105,-,-,7.18% (1ML+ 7.00%),50533,-,-,12500,-,6973,-,6662,-,-,59638.0,(3)(8)(10),-,%,(3)(8)(10),,,,
328,Consumer Finance,28806,-,-,7.18% (1ML+ 7.00%),-,-,-,12500,-,6973,-,6662,-,-,28806.0,(3)(8)(10),-,%,(3)(8)(10),,,,
329,Distributors,172853,-,-,7.18% (1ML+ 7.00%),105478,-,-,12500,-,6973,-,6662,-,-,278331.0,(3)(8)(10),-,%,(3)(8)(10),,,,
330,Diversified Financial Services,30165,-,-,7.18% (1ML+ 7.00%),-,-,-,12500,-,6973,-,6662,-,-,30165.0,(3)(8)(10),-,%,(3)(8)(10),,,,
331,Diversified Telecommunication Services,17704,-,-,7.18% (1ML+ 7.00%),39394,-,-,12500,-,6973,-,6662,-,-,57098.0,(3)(8)(10),-,%,(3)(8)(10),,,,
332,Entertainment,50601,-,-,7.18% (1ML+ 7.00%),-,-,-,12500,-,6973,-,6662,-,-,50601.0,(3)(8)(10),-,%,(3)(8)(10),,,,
333,Food Products,-,-,-,7.18% (1ML+ 7.00%),24853,-,-,12500,-,6973,-,6662,-,-,24853.0,(3)(8)(10),-,%,(3)(8)(10),,,,
334,Health Care Equipment & Supplies,-,-,-,7.18% (1ML+ 7.00%),7474,-,-,12500,-,6973,-,6662,-,-,7474.0,(3)(8)(10),-,%,(3)(8)(10),,,,
335,Health Care Providers & Services,152900,-,-,7.18% (1ML+ 7.00%),113235,-,-,12500,-,6973,-,6662,-,-,266135.0,(3)(8)(10),-,%,(3)(8)(10),,,,
