,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
398,Diversified Consumer Services,-,,8159,,-,,-,,32018,,6577,,46754,,,,,,,,
399,"Textiles, Apparel & Luxury Goods",-,,-,,-,,-,,-,,3771,,3771,,,,,,,,
400,Total Affiliate Investments,,-,,,135250,,,-,,,-,,,32018,,,10348,,177616.0,,
401,Non-Control/Non-Affiliate Investments,,,,,,,,,,,,,,,,,,,,,
402,Air Freight & Logistics,,-,,,12500,,,-,,,-,,,-,,,-,,12500.0,,
403,Auto Components,-,,25450,,-,,-,,-,,-,,25450,,,,,,,,
404,Building Products,-,,19842,,-,,-,,-,,-,,19842,,,,,,,,
405,Capital Markets,-,,25084,,-,,-,,-,,-,,25084,,,,,,,,
406,Commercial Services & Supplies,60513,,175674,,-,,-,,-,,-,,236187,,,,,,,,
407,Communications Equipment,-,,50503,,-,,-,,-,,-,,50503,,,,,,,,
408,Consumer Finance,22333,,-,,-,,-,,-,,-,,22333,,,,,,,,
409,Distributors,172815,,-,,-,,-,,-,,-,,172815,,,,,,,,
410,Diversified Consumer Services,-,,100091,,-,,-,,-,,-,,100091,,,,,,,,
411,Diversified Telecommunication Services,9923,,26311,,-,,-,,-,,-,,36234,,,,,,,,
412,Entertainment,16128,,20093,,-,,-,,-,,-,,36221,,,,,,,,
413,Food Products,-,,34729,,-,,-,,-,,-,,34729,,,,,,,,
414,Health Care Equipment & Supplies,33673,,7469,,-,,-,,-,,-,,41142,,,,,,,,
415,Health Care Providers & Services,125265,,96284,,-,,-,,-,,-,,221549,,,,,,,,
416,"Hotels, Restaurants & Leisure",27252,,7485,,-,,-,,-,,-,,34737,,,,,,,,
417,Household Durables,15888,,13403,,-,,-,,-,,-,,29291,,,,,,,,
418,Household Products,24688,,-,,-,,-,,-,,-,,24688,,,,,,,,
419,Insurance,-,,12988,,-,,-,,-,,-,,12988,,,,,,,,
420,Interactive Media & Services,37861,,-,,-,,-,,-,,-,,37861,,,,,,,,
421,IT Services,270714,,35382,,-,,-,,-,,-,,306096,,,,,,,,
422,Leisure Products,32868,,-,,-,,-,,-,,1,,32869,,,,,,,,
423,Media,87379,,35000,,-,,-,,-,,-,,122379,,,,,,,,
424,Paper & Forest Products,-,,11361,,-,,-,,-,,-,,11361,,,,,,,,
425,Professional Services,118403,,69695,,-,,-,,-,,-,,188098,,,,,,,,
426,Real Estate Management & Development,38852,,-,,-,,-,,-,,-,,38852,,,,,,,,
427,Software,-,,64723,,-,,-,,-,,-,,64723,,,,,,,,
428,"Technology Hardware, Storage & Peripherals",-,,12400,,-,,-,,-,,-,,12400,,,,,,,,
429,"Textiles, Apparel & Luxury Goods",190678,,36657,,-,,-,,-,,-,,227335,,,,,,,,
430,Tobacco,-,,14419,,-,,-,,-,,-,,14419,,,,,,,,
431,Transportation Infrastructure,-,,27578,,-,,-,,-,,-,,27578,,,,,,,,
432,Structured Finance (A),-,,-,,44774,,1103751,,-,,-,,1148525,,,,,,,,
433,Total Non-Control/Non-Affiliate,,1285233,,,935121,,,44774.0,,,1103751.0,,,-,,,1.0,,3368880.0,,
434,Total Portfolio Investment Cost,,2713478,,,1447599,,,44774.0,,,1103751.0,,,38933,,,583767.0,,5932302.0,,
435,Household Durables,10252,,12208,,-,,-,,-,,-,,22460,,0.7,%,,,,,
436,Household Products,24688,,-,,-,,-,,-,,-,,24688,,0.7,%,,,,,
437,Insurance,-,,12988,,-,,-,,-,,-,,12988,,0.4,%,,,,,
438,Interactive Media & Services,37861,,-,,-,,-,,-,,-,,37861,,1.1,%,,,,,
439,IT Services,269657,,35703,,-,,-,,-,,-,,305360,,9.2,%,,,,,
440,Leisure Products,32868,,-,,-,,-,,-,,-,,32868,,1.0,%,,,,,
441,Media,86704,,30580,,-,,-,,-,,-,,117284,,3.5,%,,,,,
442,Paper & Forest Products,-,,11500,,-,,-,,-,,-,,11500,,0.3,%,,,,,
443,Professional Services,118813,,71365,,-,,-,,-,,-,,190178,,5.8,%,,,,,
444,Real Estate Management & Development,38852,,-,,-,,-,,-,,-,,38852,,1.2,%,,,,,
445,Software,-,,64729,,-,,-,,-,,-,,64729,,2.0,%,,,,,
446,"Technology Hardware, Storage & Peripherals",-,,12400,,-,,-,,-,,-,,12400,,0.4,%,,,,,
447,"Textiles, Apparel & Luxury Goods",189725,,36657,,-,,-,,-,,-,,226382,,6.8,%,,,,,
448,Tobacco,-,,14500,,-,,-,,-,,-,,14500,,0.4,%,,,,,
449,Transportation Infrastructure,-,,28104,,-,,-,,-,,-,,28104,,0.9,%,,,,,
450,Structured Finance (A),-,,-,,46851,,850694,,-,,-,,897545,,27.1,%,,,,,
451,Total Non-Control/Non-Affiliate,,1270778,,,930385,,,46851,,,850694,,,-,,,2239.0,,3100947.0,93.8,%
452,Fair Value % of Net Assets,38.4,%,28.1,%,1.4,%,25.7,%,-,%,0.1,%,93.8,%,,,,,,,
453,Total Portfolio,,2475437,,,1337958,,,46851,,,850694,,,33058,,,909555.0,,5653553.0,171.0,%
454,Fair Value % of Net Assets,74.9,%,40.5,%,1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,,,,,,,
455,"Cinedigm DC Holdings, LLC",-%,2.50%,2.50%,,,,,,,,,,,,,,,,,,
456,"CP Energy - Spartan Energy Services, LLC Term Loan B",16.44%,-%,16.44%,,,,,,,,,,,,,,,,,,
457,Credit Central Loan Company,6.53%,3.47%,10.00%,(A),,,,,,,,,,,,,,,,,
458,"Echelon Transportation, LLC",2.25%,-%,2.25%,(B),,,,,,,,,,,,,,,,,
459,"Echelon Transportation, LLC",1.00%,-%,1.00%,(C),,,,,,,,,,,,,,,,,
460,"Edmentum Ultimate Holdings, LLC - Revolver",5.00%,-%,5.00%,,,,,,,,,,,,,,,,,,
461,"Edmentum Ultimate Holdings, LLC - Senior PIK Note",8.50%,-%,8.50%,,,,,,,,,,,,,,,,,,
462,First Tower Finance Company LLC,7.48%,3.02%,10.50%,,,,,,,,,,,,,,,,,,
463,"Interdent, Inc - Senior Secured Term Loan B",16.00%,-%,16.00%,,,,,,,,,,,,,,,,,,
464,"MITY, Inc.",10.00%,-%,10.00%,,,,,,,,,,,,,,,,,,
465,National Property REIT Corp. - Senior Secured Term Loan A,-%,5.00%,5.00%,,,,,,,,,,,,,,,,,,
466,National Property REIT Corp. - Senior Secured Term Loan B,-%,5.50%,5.50%,,,,,,,,,,,,,,,,,,
467,Nationwide Loan Company LLC,10.00%,-%,10.00%,,,,,,,,,,,,,,,,,,
468,"Valley Electric Co. of Mt. Vernon, Inc.",-%,2.50%,2.50%,,,,,,,,,,,,,,,,,,
469,"Valley Electric Company, Inc.",5.00%,5.00%,10.00%,,,,,,,,,,,,,,,,,,
470,Venio LLC,10.10%,-%,10.10%,,,,,,,,,,,,,,,,,,
471,"Interdent, Inc.",Senior Secured Term Loan B,"2/11/2014, 4/21/2014, 11/25/2014, 12/23/2014",76125,,,,,,,,,,,,,,,,,,
472,"Interdent, Inc.",Senior Secured Term Loan C,8/1/2018,31558,,,,,,,,,,,,,,,,,,
473,"Interdent, Inc.",Senior Secured Term Loan D,2/3/2020,3750,,,,,,,,,,,,,,,,,,
474,"Janus International Group, LLC",Second Lien Term Loan,"8/3/2018, 8/9/2018, 8/20/2018, 9/6/2018",9915,,,,,,,,,,,,,,,,,,
475,JD Power and Associates,Second Lien Term Loan,"8/10/2017, 8/31/2018, 3/11/2019, 4/10/2019",15239,,,,,,,,,,,,,,,,,,
476,Jefferson Mill CLO Ltd.,Subordinated Structured Note,9/27/2018,2047,,,,,,,,,,,,,,,,,,
477,"K&N Parent, Inc.",Second Lien Term Loan,"8/14/2018, 9/5/2018, 9/7/2018, 9/10/2018, 9/24/2018",12695,,,,,,,,,,,,,,,,,,
478,Kickapoo Ranch Pet Resort,Membership Interest,"10/21/2019, 12/4/2019",28,,,,,,,,,,,,,,,,,,
479,LCM XIV Ltd.,Subordinated Structured Note,"11/2/2015, 6/6/2018",9422,,,,,,,,,,,,,,,,,,
480,"Madison Park Funding IX, Ltd.",Subordinated Structured Note,7/1/2016,7320,,,,,,,,,,,,,,,,,,
481,"MITY, Inc.",Common Stock,6/23/2014,7200,,,,,,,,,,,,,,,,,,
482,"MITY, Inc.",Senior Secured Note A,1/17/2017,8000,,,,,,,,,,,,,,,,,,
483,"MITY, Inc.",Senior Secured Note B,"6/23/2014, 1/17/2017, 6/3/2019",26769,,,,,,,,,,,,,,,,,,
484,"MRP Holdco, Inc.",Senior Secured Term Loan A,12/7/2018,12000,,,,,,,,,,,,,,,,,,
485,"MRP Holdco, Inc.",Senior Secured Term Loan B,12/7/2018,12000,,,,,,,,,,,,,,,,,,
486,Nationwide Loan Company LLC,Class A Units,"3/28/2014, 6/18/2014, 9/30/2014, 6/29/2015, 3/31/2016, 8/31/2016, 5/31/2017, 10/31/2017",20469,,,,,,,,,,,,,,,,,,
487,Nationwide Loan Company LLC,Senior Subordinated Term Loan to Nationwide Acceptance LLC,"12/28/2015, 8/31/2016",1999,,,,,,,,,,,,,,,,,,
488,National Property REIT Corp.,Senior Secured Term Loan C,"10/31/2019, 1/23/2020, 3/31/2020",78359,,,,,,,,,,,,,,,,,,
489,"NMMB, Inc.",Senior Secured Term Loan,12/30/2019,15100,,,,,,,,,,,,,,,,,,
490,"NMMB, Inc.",Series A and B Preferred Stock,"12/13/2013, 10/1/2014",8469,,,,,,,,,,,,,,,,,,
491,"Octagon Investment Partners XV, Ltd.",Subordinated Structured Note,"4/30/2015, 8/6/2015, 6/30/2017",10516,,,,,,,,,,,,,,,,,,
492,Octagon Investment Partners 18-R Ltd.,Subordinated Structured Note,4/20/2018,8908,,,,,,,,,,,,,,,,,,
493,Pacific World Corporation,Revolving Line of Credit,"10/21/2014, 12/19/2014, 4/7/2015, 4/22/2015, 8/12/2016, 10/18/2016, 2/7/2017, 2/21/2017, 4/26/2017, 10/11/2017, 10/17/2017, 1/16/2018, 12/27/2018, 3/15/2019, 7/2/2019, 8/15/2019",36825,,,,,,,,,,,,,,,,,,
494,Pacific World Corporation,Convertible Preferred Equity,"4/3/2019, 4/29/2019, 6/3/2019, 10/4/2019, 11/12/2019, 12/20/2019, 1/7/2020, 3/5/2020",20100,,,,,,,,,,,,,,,,,,
495,"PeopleConnect Holdings, LLC",Revolving Line of Credit,1/31/2020,1115,,,,,,,,,,,,,,,,,,
496,"PeopleConnect Intermediate, LLC",Revolving Line of Credit,12/18/2017,500,,,,,,,,,,,,,,,,,,
497,"PeopleConnect Intermediate, LLC",Senior Secured Term Loan A,8/11/2015,6500,,,,,,,,,,,,,,,,,,
498,"PeopleConnect Intermediate, LLC",Senior Secured Term Loan B,8/11/2015,6500,,,,,,,,,,,,,,,,,,
499,"PG Dental Holdings New Jersey, LLC",Delayed Draw Term Loan,8/26/2019,2000,,,,,,,,,,,,,,,,,,
500,"PG Dental Holdings New Jersey, LLC",Senior Secured Term Loan,5/31/2019,20,,,,,,,,,,,,,,,,,,
501,"PGX Holdings, Inc.",Second Lien Term Loan,"12/23/2016, 12/28/2016",15034,,,,,,,,,,,,,,,,,,
502,"RGIS Services, LLC",Senior Secured Term Loan,"7/19/2017, 8/2/2017, 8/9/2017, 8/16/2017, 9/11/2017, 4/10/2019, 5/1/2019",19293,,,,,,,,,,,,,,,,,,
503,Romark WM-R Ltd.,Subordinated Structured Note,"10/21/2014, 4/12/2018",5313,,,,,,,,,,,,,,,,,,
504,Rosa Mexicano,Revolving Line of Credit,3/27/2020,500,,,,,,,,,,,,,,,,,,
505,"R-V Industries, Inc.",Common Stock,12/27/2016,1854,,,,,,,,,,,,,,,,,,
506,"Securus Technologies Holdings, Inc.",Second Lien Term Loan,"11/13/2017, 11/24/2017, 8/6/2018, 8/24/2018, 3/18/2019",22750,,,,,,,,,,,,,,,,,,
507,"SEOTownCenter, Inc.",Senior Secured Term Loan A,11/2/2018,3000,,,,,,,,,,,,,,,,,,
508,"SEOTownCenter, Inc.",Senior Secured Term Loan B,11/2/2018,2000,,,,,,,,,,,,,,,,,,
509,SESAC Holdco II LLC,Second Lien Term Loan,4/5/2019,4975,,,,,,,,,,,,,,,,,,
510,"Sorenson Communications, LLC",First Lien Term Loan,5/14/2019,8000,,,,,,,,,,,,,,,,,,
511,"Symphony CLO XV, Ltd.",Subordinated Structured Note,12/24/2018,2655,,,,,,,,,,,,,,,,,,
512,"TouchTunes Interactive Networks, Inc.",Second Lien Term Loan,"11/3/2016, 11/14/2016",9000,,,,,,,,,,,,,,,,,,
513,"Town & Country Holdings, Inc.",First Lien Term Loan,"7/13/2018, 7/16/2018",105000,,,,,,,,,,,,,,,,,,
514,"Transplace Holdings, Inc.",Second Lien Term Loan,1/4/2018,3518,,,,,,,,,,,,,,,,,,
515,"United Sporting Companies, Inc.",Second Lien Term Loan,3/7/2013,58650,,,,,,,,,,,,,,,,,,
516,"Universal Turbine Parts, LLC",Delayed Draw Term Loan,"10/24/2019, 2/7/2020, 2/26/2020",2900,,,,,,,,,,,,,,,,,,
517,USES Corp.,Senior Secured Term Loan A,"6/15/2016, 6/29/2016, 2/22/2017, 4/27/2017, 5/4/2017, 8/30/2017, 10/11/2017, 12/11/2018, 8/30/2019",14100,,,,,,,,,,,,,,,,,,
518,"USG Intermediate, LLC",Revolving Line of Credit,"7/2/2015, 9/23/2015, 9/14/2017, 8/21/2019",5200,,,,,,,,,,,,,,,,,,
519,"USG Intermediate, LLC",Senior Secured Term Loan A,8/24/2017,2025,,,,,,,,,,,,,,,,,,
520,"USG Intermediate, LLC",Senior Secured Term Loan B,8/24/2017,2975,,,,,,,,,,,,,,,,,,
521,"Valley Electric Company, Inc.",Common Stock,"12/31/2012, 6/24/2014",18502,,,,,,,,,,,,,,,,,,
522,"Valley Electric Company, Inc.",Senior Secured Note,"6/30/2014, 8/31/2018",5129,,,,,,,,,,,,,,,,,,
523,"VC GB Holdings, Inc.",Subordinated Secured Term Loan,3/13/2019,1485,,,,,,,,,,,,,,,,,,
524,"Voya CLO 2014-1, Ltd.",Subordinated Structured Note,4/19/2018,3943,,,,,,,,,,,,,,,,,,
525,"Voya CLO 2016-3, Ltd.",Subordinated Structured Note,7/1/2019,75,,,,,,,,,,,,,,,,,,
526,"Wolf Energy, LLC","Membership Interest in Wolf Energy Services Company, LLC",5/17/2017,16,,,,,,,,,,,,,,,,,,
