,0,1,2,3,4,5,6,7,8,9,10,11,12
257,"SCS Merger Sub, Inc.",Texas / Software & Computer Services,"Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/30/2023)(3)(8)(10)(12)",20000,19475,19475,19894,19894,0.6%,,,,
258,"Security Alarm Financing Enterprises, L.P.(34)",California / Consumer Services,"Subordinated Unsecured Notes (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 12/19/2020)(10)(12)",25000,19475,25000,19894,25000,0.6%,0.7%,,,
259,"Security Alarm Financing Enterprises, L.P.(34)",California / Consumer Services,"Subordinated Unsecured Notes (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 12/19/2020)(10)(12)",25000,25000,25000,25000,25000,0.7%,,,,
260,SESAC Holdco II LLC,Tennessee / Media,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 4/22/2021)(3)(8)(10)(11)",10000,25000,9885,25000,9885,0.7%,0.3%,,,
261,SESAC Holdco II LLC,Tennessee / Media,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 4/22/2021)(3)(8)(10)(11)",10000,9885,9885,9885,9885,0.3%,,,,
262,SITEL Worldwide Corporation,Tennessee / Business Services,"Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 9/18/2022)(3)(8)(10)(11)",16000,9885,15726,9885,15726,0.3%,0.5%,,,
263,SITEL Worldwide Corporation,Tennessee / Business Services,"Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 9/18/2022)(3)(8)(10)(11)",16000,15726,15726,15726,15726,0.5%,,,,
264,Small Business Whole Loan Portfolio(36),New York / Online Lending,"1,012 Small Business Loans purchased from On Deck Capital, Inc.",15810,15726,15810,15726,15206,0.5%,0.4%,,,
265,Small Business Whole Loan Portfolio(36),New York / Online Lending,"1,012 Small Business Loans purchased from On Deck Capital, Inc.",15810,15810,15810,15206,15206,0.4%,,,,
266,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,15206,0.4%,,,,
267,"Spartan Energy Services, Inc.",Louisiana / Oil & Gas Services,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 12/28/2017)(10)(12)",Principal Value,13156,Fair  Value(2),% of Net Assets,12657,0.4%,,11054.0,,0.3%
268,"Senior Secured Term Loan B (13.00% (LIBOR + 12.00% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 12/28/2017)(10)(12)",14597,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 12/28/2017)(10)(12)",13669,13156,-,% of Net Assets,-%,0.4%,,,,
269,"Senior Secured Term Loan B (13.00% (LIBOR + 12.00% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 12/28/2017)(10)(12)",14597,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 12/28/2017)(10)(12)",13669,26326,-,11054,-%,0.3%,,,,
270,"Stryker Energy, LLC",Ohio / Oil & Gas Production,Overriding Royalty Interests(9),-,26326,-,11054,-,0.3%,-%,,,
271,"Stryker Energy, LLC",Ohio / Oil & Gas Production,Overriding Royalty Interests(9),-,-,-,-,-,-%,,,,
272,Sudbury Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.88%, due 1/17/2026)(5)(13)",28200,-,20336,-,15978,-%,0.5%,,,
273,Sudbury Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.88%, due 1/17/2026)(5)(13)",28200,20336,20336,15978,15978,0.5%,,,,
274,Symphony CLO XIV Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.47%, due 7/14/2026)(5)(6)(13)",49250,20336,38489,15978,33771,0.5%,1.0%,,,
275,Symphony CLO XIV Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.47%, due 7/14/2026)(5)(6)(13)",49250,38489,38489,33771,33771,1.0%,,,,
276,"Symphony CLO XV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.12%, due 10/17/2026)(5)(13)",50250,38489,42821,33771,37311,1.0%,1.1%,,,
277,"Symphony CLO XV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.12%, due 10/17/2026)(5)(13)",50250,42821,42821,37311,37311,1.1%,,,,
278,"System One Holdings, LLC",Pennsylvania / Business Services,"Senior Secured Term Loan (11.25% (LIBOR + 10.50% with 0.75% LIBOR floor), due 11/17/2020)(3)(10)(12)",104553,42821,104553,37311,104553,1.1%,3.0%,,,
279,"System One Holdings, LLC",Pennsylvania / Business Services,"Senior Secured Term Loan (11.25% (LIBOR + 10.50% with 0.75% LIBOR floor), due 11/17/2020)(3)(10)(12)",104553,104553,104553,104553,104553,3.0%,,,,
280,"TouchTunes Interactive Networks, Inc.",New York / Media,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 5/29/2022)(8)(10)(11)",5000,104553,4938,104553,4938,3.0%,0.1%,,,
281,"TouchTunes Interactive Networks, Inc.",New York / Media,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 5/29/2022)(8)(10)(11)",5000,4938,4938,4938,4938,0.1%,,,,
282,Traeger Pellet Grills LLC,Oregon / Durable Consumer Products,"Senior Secured Term Loan A (6.50% (LIBOR + 4.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(10)(11)",34238,4938,34238,4938,34238,0.1%,1.0%,,,
283,"Senior Secured Term Loan B (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(10)(11)",36412,"Senior Secured Term Loan A (6.50% (LIBOR + 4.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(10)(11)",36412,4938,36412,4938,1.1%,0.1%,,,,
284,"Senior Secured Term Loan B (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(10)(11)",36412,"Senior Secured Term Loan A (6.50% (LIBOR + 4.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(10)(11)",36412,70650,36412,70650,1.1%,2.1%,,,,
285,"Transaction Network Services, Inc.",Virginia / Telecommunication Services,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 8/14/2020)(8)(10)(11)",4410,70650,4393,70650,4393,2.1%,0.1%,,,
286,"Transaction Network Services, Inc.",Virginia / Telecommunication Services,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 8/14/2020)(8)(10)(11)",4410,4393,4393,4393,4393,0.1%,,,,
287,"Trinity Services Group, Inc.(37)",Florida / Food Products,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 8/13/2019)(10)(11)",9576,4393,9576,4393,9576,0.1%,0.3%,,,
288,"Senior Secured Term Loan B (11.50% (LIBOR + 10.50% with 1.00% LIBOR floor), due 8/13/2019)(3)(10)(11)",125000,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 8/13/2019)(10)(11)",125000,4393,126250,4393,3.8%,0.1%,,,,
289,"Senior Secured Term Loan B (11.50% (LIBOR + 10.50% with 1.00% LIBOR floor), due 8/13/2019)(3)(10)(11)",125000,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 8/13/2019)(10)(11)",125000,134576,126250,135826,3.8%,4.1%,,,,
290,"United Sporting Companies, Inc.(38)",South Carolina / Durable Consumer Products,"Second Lien Term Loan (12.75% (LIBOR + 11.00% with 1.75% LIBOR floor), due 5/16/2018)(3)(10)(12)",140847,134576,140847,135826,138758,4.1%,4.0%,,,
291,"United Sporting Companies, Inc.(38)",South Carolina / Durable Consumer Products,"Second Lien Term Loan (12.75% (LIBOR + 11.00% with 1.75% LIBOR floor), due 5/16/2018)(3)(10)(12)",140847,140847,140847,138758,138758,4.0%,,,,
292,"Universal Fiber Systems, LLC","Virginia / Textiles, Apparel & Luxury Goods","Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/02/2022)(3)(8)(10)(12)",37000,140847,36368,138758,37000,4.0%,1.1%,,,
293,"Universal Fiber Systems, LLC","Virginia / Textiles, Apparel & Luxury Goods","Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/02/2022)(3)(8)(10)(12)",37000,36368,36368,37000,37000,1.1%,,,,
294,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,37000,1.1%,,,,
295,"USG Intermediate, LLC",Texas / Durable Consumer Products,"Revolving Line of Credit – $2,500 Commitment (10.75% (LIBOR + 9.75% with 1.00% LIBOR floor), due 4/15/2017)(10)(12)(14)",Principal Value,1000,Fair  Value(2),% of Net Assets,1000,1.1%,,1000.0,,-%
296,"Senior Secured Term Loan A (8.25% (LIBOR + 7.25% with 1.00% LIBOR floor), due 4/15/2020)(3)(10)(12)",16616,"Revolving Line of Credit – $2,500 Commitment (10.75% (LIBOR + 9.75% with 1.00% LIBOR floor), due 4/15/2017)(10)(12)(14)",16616,1000,16616,% of Net Assets,0.5%,1.1%,,,,
297,"Senior Secured Term Loan B (13.25% (LIBOR + 12.25% with 1.00% LIBOR floor), due 4/15/2020)(3)(10)(12)",19906,"Revolving Line of Credit – $2,500 Commitment (10.75% (LIBOR + 9.75% with 1.00% LIBOR floor), due 4/15/2017)(10)(12)(14)",19906,1000,19906,% of Net Assets,0.6%,1.1%,,,,
298,Equity,19906,1,19906,-,19906,-%,0.6%,1.1%,,,,
299,Equity,19906,1,19906,37523,19906,37522,0.6%,1.1%,,,,
300,"Universal Turbine Parts, LLC",Alabama / Business Services,"Senior Secured Term Loan A (6.75% (LIBOR + 5.75% with 1.00% LIBOR floor), due 7/22/2021)(3)(10)(11)",32500,37523,32500,37522,32500,1.1%,0.9%,,,
301,"Senior Secured Term Loan B (12.75% (LIBOR + 11.75% with 1.00% LIBOR floor), due 7/22/2021)(3)(10)(11)",32500,"Senior Secured Term Loan A (6.75% (LIBOR + 5.75% with 1.00% LIBOR floor), due 7/22/2021)(3)(10)(11)",32500,37523,32500,37522,1.0%,1.1%,,,,
302,"Senior Secured Term Loan B (12.75% (LIBOR + 11.75% with 1.00% LIBOR floor), due 7/22/2021)(3)(10)(11)",32500,"Senior Secured Term Loan A (6.75% (LIBOR + 5.75% with 1.00% LIBOR floor), due 7/22/2021)(3)(10)(11)",32500,65000,32500,65000,1.0%,1.9%,,,,
303,Venio LLC,Pennsylvania / Business Services,"Second Lien Term Loan (12.00% (LIBOR + 9.50% with 2.50% LIBOR floor) plus 2.00% default interest, in non-accrual status effective 12/31/15, due 2/19/2020)(10)(11)",17000,65000,16484,65000,12372,1.9%,0.4%,,,
304,Venio LLC,Pennsylvania / Business Services,"Second Lien Term Loan (12.00% (LIBOR + 9.50% with 2.50% LIBOR floor) plus 2.00% default interest, in non-accrual status effective 12/31/15, due 2/19/2020)(10)(11)",17000,16484,16484,12372,12372,0.4%,,,,
305,"Voya CLO 2012-2, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 17.13%, due 10/15/2022)(5)(13)",38070,16484,27651,12372,27932,0.4%,0.8%,,,
306,"Voya CLO 2012-2, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 17.13%, due 10/15/2022)(5)(13)",38070,27651,27651,27932,27932,0.8%,,,,
307,"Voya CLO 2012-3, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 16.67%, due 10/15/2022)(5)(13)",46632,27651,34101,27932,33025,0.8%,1.0%,,,
308,"Voya CLO 2012-3, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 16.67%, due 10/15/2022)(5)(13)",46632,34101,34101,33025,33025,1.0%,,,,
309,"Voya CLO 2012-4, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 20.55%, due 10/15/2023)(5)(13)",40613,34101,30276,33025,33704,1.0%,1.0%,,,
310,"Voya CLO 2012-4, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 20.55%, due 10/15/2023)(5)(13)",40613,30276,30276,33704,33704,1.0%,,,,
311,"Voya CLO 2014-1, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.62%, due 4/18/2026)(5)(6)(13)",40613,32383,30276,33704,25438,1.0%,,25394.0,,0.8%
312,"Voya CLO 2014-1, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.62%, due 4/18/2026)(5)(6)(13)",40613,25438,30276,25394,25438,0.8%,,,,
313,"Voya CLO 2016-3, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 10/18/2027)(5)(6)(13)",28100,25438,26414,25394,26414,0.8%,0.8%,,,
314,"Voya CLO 2016-3, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 10/18/2027)(5)(6)(13)",28100,26414,26414,26414,26414,0.8%,,,,
315,Washington Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 7.60%, due 4/20/2026)(5)(6)(13)",22600,26414,17880,26414,14041,0.8%,0.4%,,,
316,Washington Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 7.60%, due 4/20/2026)(5)(6)(13)",22600,17880,17880,14041,14041,0.4%,,,,
317,"Water Pik, Inc.",Colorado / Personal & Nondurable Consumer Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 1/8/2021)(3)(8)(10)(11)",15156,17880,14832,14041,15156,0.4%,0.5%,,,
318,"Water Pik, Inc.",Colorado / Personal & Nondurable Consumer Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 1/8/2021)(3)(8)(10)(11)",15156,14832,14832,15156,15156,0.5%,,,,
319,"Wheel Pros, LLC",Colorado / Durable Consumer Products,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(10)(11)",12000,14832,12000,15156,12000,0.5%,0.3%,,,
320,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(10)(11)",5460,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(10)(11)",5460,14832,5460,15156,0.2%,0.5%,,,,
321,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(10)(11)",5460,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(10)(11)",5460,17460,5460,17460,0.2%,0.5%,,,,
322,CCPI Inc.,-%,7.00%,7.00%,17460,5460,17460,0.2%,0.5%,,,,
323,"Cinedigm DC Holdings, LLC",-%,2.50%,2.50%,17460,5460,17460,0.2%,0.5%,,,,
324,Credit Central Loan Company,10.00%,-%,10.00%,17460,5460,17460,0.2%,0.5%,,,,
325,Crosman Corporation - Senior Secured Term Loan A,4.00%,-%,4.00%,17460,5460,17460,0.2%,0.5%,,,,
326,Crosman Corporation - Senior Secured Term Loan B,4.00%,-%,4.00%,17460,5460,17460,0.2%,0.5%,,,,
327,Echelon Aviation LLC,-%,2.25%,2.25%,17460,5460,17460,0.2%,0.5%,,,,
328,"Edmentum Ultimate Holdings, LLC - Unsecured Senior PIK Note",8.50%,-%,8.50%,17460,5460,17460,0.2%,0.5%,,,,
329,"Edmentum Ultimate Holdings, LLC - Unsecured Junior PIK Note",10.00%,-%,10.00%,17460,5460,17460,0.2%,0.5%,,,,
330,First Tower Finance Company LLC,2.67%,9.33%,12.00%,17460,5460,17460,0.2%,0.5%,,,,
331,"Harbortouch Payments, LLC",3.00%,-%,3.00%,17460,5460,17460,0.2%,0.5%,,,,
332,"LaserShip , Inc. - Term Loan A",1.00%,-%,1.00%,17460,5460,17460,0.2%,0.5%,,,,
333,"LaserShip , Inc. - Term Loan B",1.00%,-%,1.00%,17460,5460,17460,0.2%,0.5%,,,,
334,"Mity, Inc.",-%,10.00%,10.00%,17460,5460,17460,0.2%,0.5%,,,,
335,National Property REIT Corp. - Senior Secured Term Loan A,-%,5.50%,5.50%,17460,5460,17460,0.2%,0.5%,,,,
336,National Property REIT Corp. - Senior Secured Term Loan E,-%,5.00%,5.00%,17460,5460,17460,0.2%,0.5%,,,,
337,"National Property REIT Corp. - Senior Secured Term Loan C to ACL Holdings, Inc.",-%,5.00%,5.00%,17460,5460,17460,0.2%,0.5%,,,,
338,National Property REIT Corp. - Senior Secured Term Loan C to ACL Limited,-%,5.00%,5.00%,17460,5460,17460,0.2%,0.5%,,,,
339,Nationwide Loan Company LLC,-%,10.00%,10.00%,17460,5460,17460,0.2%,0.5%,,,,
340,"Valley Electric Co. of Mt. Vernon, Inc.",-%,2.50%,2.50%,17460,5460,17460,0.2%,0.5%,,,,
341,"Valley Electric Company, Inc.",6.66%,1.84%,8.50%,17460,5460,17460,0.2%,0.5%,,,,
342,CCPI Inc.,-%,7.00%,7.00%,17460,5460,17460,0.2%,0.5%,,,,
343,"Cinedigm DC Holdings, LLC",-%,2.50%,2.50%,17460,5460,17460,0.2%,0.5%,,,,
344,Credit Central Loan Company,6.49%,3.51%,10.00%,17460,5460,17460,0.2%,0.5%,,,,
345,Crosman Corporation - Senior Secured Term Loan A,4.00%,-%,4.00%,17460,5460,17460,0.2%,0.5%,,,,
346,Crosman Corporation - Senior Secured Term Loan B,4.00%,-%,4.00%,17460,5460,17460,0.2%,0.5%,,,,
347,Echelon Aviation LLC,-%,2.25%,2.25%,17460,5460,17460,0.2%,0.5%,,,,
348,"Edmentum Ultimate Holdings, LLC - Unsecured Senior PIK Note",8.50%,-%,8.50%,17460,5460,17460,0.2%,0.5%,,,,
349,"Edmentum Ultimate Holdings, LLC - Unsecured Junior PIK Note",10.00%,-%,10.00%,17460,5460,17460,0.2%,0.5%,,,,
350,First Tower Finance Company LLC,0.80%,11.20%,12.00%,17460,5460,17460,0.2%,0.5%,,,,
351,"Harbortouch Payments, LLC",0.80%,11.20%,3.00%,(A),5460,17460,0.2%,0.5%,,,,
352,"JHH Holdings, Inc.",0.50%,-%,0.50%,(A),5460,17460,0.2%,0.5%,,,,
353,"LaserShip , Inc. - Term Loan A",2.00%,-%,2.00%,(A),5460,17460,0.2%,0.5%,,,,
354,"LaserShip , Inc. - Term Loan B",2.00%,-%,2.00%,(A),5460,17460,0.2%,0.5%,,,,
355,"Mity, Inc.",-%,10.00%,10.00%,(A),5460,17460,0.2%,0.5%,,,,
356,National Property REIT Corp. - Senior Secured Term Loan A,-%,5.50%,5.50%,(A),5460,17460,0.2%,0.5%,,,,
357,National Property REIT Corp. - Senior Secured Term Loan E,-%,5.00%,5.00%,(A),5460,17460,0.2%,0.5%,,,,
358,"National Property REIT Corp. - Senior Secured Term Loan C to ACL Holdings, Inc.",-%,5.00%,5.00%,(A),5460,17460,0.2%,0.5%,,,,
359,Nationwide Loan Company LLC,-%,10.00%,10.00%,(A),5460,17460,0.2%,0.5%,,,,
360,"Nixon, Inc.",3.00%,-%,3.00%,(A),5460,17460,0.2%,0.5%,,,,
361,"Valley Electric Co. of Mt. Vernon, Inc.",-%,2.50%,2.50%,(A),5460,17460,0.2%,0.5%,,,,
362,"Valley Electric Company, Inc.",3.42%,5.08%,8.50%,(A),5460,17460,0.2%,0.5%,,,,
