0,1,2,3,4,5,6,7,8,9,10,11
Common Stock (6.00 shares),19700,"Senior Secured Note - Tranche A (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 3/30/2018)(3)(4)",-,28750,45494,% of Net Assets,39437,0,1.4%,0,0
"AWCNC, LLC(19)",North Carolina / Machinery,"Members Units - Class A (1,800,000 units)",-,28750,-,% of Net Assets,-,0,-%,0,0
"Members Units - Class B-2 (7,999,999 units)",North Carolina / Machinery,"Members Units - Class A (1,800,000 units)",-,28750,-,% of Net Assets,-,0,-%,0,0
"Borga, Inc.(21)",California / Manufacturing,"Revolving Line of Credit - $1,150 Commitment (5.00% (PRIME + 1.75%) plus 3.00% default interest, in non-accrual status effective 03/02/2010, past due)(4)(25)",1150,28750,1095,% of Net Assets,586,0,-%,0,0
"Warrant (to purchase 33,750 shares of Common Stock, expires 5/6/2015)",9738,"Revolving Line of Credit - $1,150 Commitment (5.00% (PRIME + 1.75%) plus 3.00% default interest, in non-accrual status effective 03/02/2010, past due)(4)(25)",-,28750,3302,% of Net Assets,586,0,-%,0,0
CCPI Holdings Inc.(33),Ohio / Manufacturing,"Senior Secured Note (10.00%, due 12/31/2017)(3)",17663,28750,17663,% of Net Assets,17663,0,0.7%,0,0
Net Revenue Interest (4% of Net Revenue),7659,"Senior Secured Note (10.00%, due 12/31/2017)(3)",-,28750,33903,% of Net Assets,33903,0,1.3%,0,0
"Credit Central Holdings of Delaware, LLC(22)(34)",Ohio /  Consumer Finance,"Senior Secured Revolving Credit Facility - $60,000 Commitment (20.00% (LIBOR + 18.50% with 1.50% LIBOR floor), due 12/31/2022)(4)(25)",38082,28750,38082,% of Net Assets,38082,0,1.4%,0,0
Net Revenue Interest (5% of Net Revenue),Ohio /  Consumer Finance,"Senior Secured Revolving Credit Facility - $60,000 Commitment (20.00% (LIBOR + 18.50% with 1.50% LIBOR floor), due 12/31/2022)(4)(25)",-,28750,47663,% of Net Assets,50462,0,1.9%,0,0
Energy Solutions Holdings Inc.(8),Texas / Energy,"Junior Secured Note (18.00%, due 12/12/2016)",Principal Value,8500,Fair  Value(2),% of Net Assets,8500,0,0,8500.0,0.3%
Common Stock (100 shares),1449,"Junior Secured Note (18.00%, due 12/12/2016)",8318,8500,34270,% of Net Assets,26696,0,0.9%,0,0
First Tower Holdings of Delaware LLC(22)(29),Mississippi / Consumer Finance,"Senior Secured Revolving Credit Facility - $400,000 Commitment (20.00% (LIBOR + 18.50% with 1.50% LIBOR floor), due 6/30/2022)(4)(25)",264760,8500,264760,% of Net Assets,264760,0,10.0%,0,0
Net Revenue Interest (5% of Net Revenue),Mississippi / Consumer Finance,"Senior Secured Revolving Credit Facility - $400,000 Commitment (20.00% (LIBOR + 18.50% with 1.50% LIBOR floor), due 6/30/2022)(4)(25)",-,8500,307953,% of Net Assets,298084,0,11.3%,0,0
"The Healing Staff, Inc.(9)",North Carolina / Contracting,"Secured Promissory Notes (15.00%, in non-accrual status effective 12/22/2010, past due)",1688,8500,1686,% of Net Assets,-,0,-%,0,0
"Common Stock (1,000 shares)",1170,"Secured Promissory Notes (15.00%, in non-accrual status effective 12/22/2010, past due)",975,8500,3831,% of Net Assets,-,0,-%,0,0
"Manx Energy, Inc.(12)",Kansas /  Oil & Gas Production,"Senior Secured Note (13.00%, in non-accrual status effective 1/19/2010, past due)",500,8500,500,% of Net Assets,346,0,-%,0,0
"Common Stock (17,082 shares)",Kansas /  Oil & Gas Production,"Senior Secured Note (13.00%, in non-accrual status effective 1/19/2010, past due)",-,8500,500,% of Net Assets,346,0,-%,0,0
Nationwide Acceptance Holdings LLC(22)(36),Illinois /  Consumer Finance,"Senior Secured Revolving Credit Facility - $30,000 Commitment (20.00% (LIBOR + 18.50% with 1.50% LIBOR floor), due 1/31/2023)(4)(25)",21308,8500,21308,% of Net Assets,21308,0,0.8%,0,0
Net Revenue Interest (5% of Net Revenue),Illinois /  Consumer Finance,"Senior Secured Revolving Credit Facility - $30,000 Commitment (20.00% (LIBOR + 18.50% with 1.50% LIBOR floor), due 1/31/2023)(4)(25)",-,8500,25151,% of Net Assets,25151,0,1.0%,0,0
"NMMB Holdings, Inc.(24)",New York / Media,"Senior Term Loan (14.00%, due 5/6/2016)",16000,8500,16000,% of Net Assets,13149,0,0.5%,0,0
"Series A Preferred Stock (4,400 shares)",2800,"Senior Term Loan (14.00%, due 5/6/2016)",4400,8500,23200,% of Net Assets,13149,0,0.5%,0,0
"R-V Industries, Inc.",Pennsylvania / Manufacturing,"Senior Subordinated Note (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 6/12/2018)(4)",32750,8500,32750,% of Net Assets,32750,0,1.2%,0,0
"Warrant (to purchase 200,000 shares of Common Stock, expires 6/30/2017)",Pennsylvania / Manufacturing,"Senior Subordinated Note (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 6/12/2018)(4)",1682,8500,39519,% of Net Assets,58068,0,2.2%,0,0
"Valley Electric  Holdings I, Inc.(35)",Washington / Construction & Engineering,"Senior Secured Note (9.00% (LIBOR + 6.00%, with 3.00% LIBOR floor) plus 9.00% PIK, due 12/31/2018)(4)",Principal Value,34063,Fair  Value(2),% of Net Assets,34063,0,0,34063.0,1.3%
Net Revenue Interest (5% of Net Revenue),10026,"Senior Secured Note (9.00% (LIBOR + 6.00%, with 3.00% LIBOR floor) plus 9.00% PIK, due 12/31/2018)(4)",-,34063,53615,% of Net Assets,53615,0,2.1%,0,0
Wolf Energy  Holdings Inc.(12),Kansas /  Oil & Gas Production,"Senior Secured Promissory Note secured by assets formerly owned by H&M (18.00%, in non-accrual status effective 4/15/2013, due 4/15/2018)(37)",22000,34063,-,% of Net Assets,3832,0,0.1%,0,0
Net Profits Interest (8% of Equity Distributions)(7),7930,"Senior Secured Promissory Note secured by assets formerly owned by H&M (18.00%, in non-accrual status effective 4/15/2013, due 4/15/2018)(37)",-,34063,8040,% of Net Assets,4949,0,0.1%,0,0
"ADAPCO, Inc.",Florida / Ecological,"Common Stock (5,000 shares)",Principal Value,Cost,141,% of Net Assets,4949,335,0,-%,0
"ADAPCO, Inc.",Florida / Ecological,"Common Stock (5,000 shares)",Principal Value,141,141,335,4949,-%,0,0,0
"Aderant North  America, Inc.",Georgia /  Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 6/20/2019)(4)",Principal Value,7000,141,6900,4949,7000,0,0.3%,0
"Aderant North  America, Inc.",Georgia /  Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 6/20/2019)(4)",Principal Value,6900,141,7000,4949,0.3%,0,0,0
"Aircraft Fasteners International, LLC",California / Machinery,"Class A Units (32,500 units)",Principal Value,396,141,565,4949,-%,0,0,0
"Aircraft Fasteners International, LLC",California / Machinery,"Class A Units (32,500 units)",Principal Value,396,141,565,4949,-%,0,0,0
"ALG USA  Holdings, LLC","Pennsylvania / Hotels, Restaurants & Leisure","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)(4)",12000,396,11764,565,12000,0,0.4%,0,0
"ALG USA  Holdings, LLC","Pennsylvania / Hotels, Restaurants & Leisure","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)(4)",12000,11764,11764,12000,12000,0.4%,0,0,0
"Allied Defense  Group, Inc.",Virginia / Aerospace & Defense,"Common Stock (10,000 shares)",12000,56,11764,-,12000,-%,0,0,0
"Allied Defense  Group, Inc.",Virginia / Aerospace & Defense,"Common Stock (10,000 shares)",12000,56,11764,-,12000,-%,0,0,0
American Gilsonite Company,Utah /  Metal Services & Minerals,"Second Lien Term Loan (11.50%, due 9/1/2017)",38500,56,38500,-,38500,0,1.4%,0,0
Membership Interest(15),Utah /  Metal Services & Minerals,-,38500,38500,38500,42558,38500,1.6%,0,0,0
Apidos CLO VIII(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),19730,38500,19931,42558,19718,0,0.7%,0,0
Apidos CLO VIII(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),19730,19931,19931,19718,19718,0.7%,0,0,0
Apidos CLO IX(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),20525,19931,19609,19718,19294,0,0.7%,0,0
Apidos CLO IX(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),20525,19609,19609,19294,19294,0.7%,0,0,0
Apidos CLO XI(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),38340,19609,39239,19294,37972,0,1.4%,0,0
Apidos CLO XI(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),38340,39239,39239,37972,37972,1.4%,0,0,0
Apidos CLO XII(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),44063,39239,43480,37972,40294,0,1.5%,0,0
Apidos CLO XII(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),44063,43480,43480,40294,40294,1.5%,0,0,0
"Arctic Glacier  U.S.A., Inc.",Canada /  Food Products,"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor), due 11/10/2019)(4)",150000,43480,150000,40294,150000,0,5.6%,0,0
"Arctic Glacier  U.S.A., Inc.",Canada /  Food Products,"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor), due 11/10/2019)(4)",150000,150000,150000,150000,150000,5.6%,0,0,0
Armor Holding  II LLC(16),New York / Diversified Financial Services,"Second Lien Term Loan (9.25% (LIBOR + 8.00% with 1.25% LIBOR floor), due 12/26/2020)(4)",7000,150000,6860,150000,7000,0,0.3%,0,0
Armor Holding  II LLC(16),New York / Diversified Financial Services,"Second Lien Term Loan (9.25% (LIBOR + 8.00% with 1.25% LIBOR floor), due 12/26/2020)(4)",7000,6860,6860,7000,7000,0.3%,0,0,0
"Atlantis Health Care Group (Puerto Rico), Inc.",Puerto Rico / Healthcare,"Revolving Line of Credit - $7,000 Commitment (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 2/21/2014)(4)(25)(26)",2000,6860,2000,7000,2000,0,0.1%,0,0
"Senior Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 2/21/2018)(3)(4)",39352,"Revolving Line of Credit - $7,000 Commitment (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 2/21/2014)(4)(25)(26)",39352,41352,39352,41352,1.5%,1.6%,0,0,0
Babson CLO Ltd.  2011-I(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),35000,41352,34499,41352,34450,0,1.3%,0,0
Babson CLO Ltd.  2011-I(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),35000,34499,34499,34450,34450,1.3%,0,0,0
Babson CLO Ltd.  2012-I(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),Principal Value,29075,Fair  Value(2),% of Net Assets,25917,0,0,27269.0,1.0%
Babson CLO Ltd.  2012-I(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),Principal Value,25917,Fair  Value(2),27269,25917,1.0%,0,0,0
Babson CLO Ltd.  2012-II(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),27850,25917,28863,27269,27510,0,1.0%,0,0
Babson CLO Ltd.  2012-II(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),27850,28863,28863,27510,27510,1.0%,0,0,0
"Blue Coat  Systems, Inc.(16)",Massachusetts / Software & Computer Services,"Second Lien Term Loan (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 6/28/2020)(4)",11000,28863,10890,27510,11000,0,0.4%,0,0
"Blue Coat  Systems, Inc.(16)",Massachusetts / Software & Computer Services,"Second Lien Term Loan (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 6/28/2020)(4)",11000,10890,10890,11000,11000,0.4%,0,0,0
"Broder Bros., Co.","Pennsylvania / Textiles, Apparel & Luxury Goods","Senior Secured Notes (10.75% (LIBOR + 9.00% with 1.75% LIBOR floor), due 6/27/2018)(3)(4)",99500,10890,99500,11000,99323,0,3.7%,0,0
"Broder Bros., Co.","Pennsylvania / Textiles, Apparel & Luxury Goods","Senior Secured Notes (10.75% (LIBOR + 9.00% with 1.75% LIBOR floor), due 6/27/2018)(3)(4)",99500,99500,99500,99323,99323,3.7%,0,0,0
Brookside Mill  CLO Ltd.(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),26000,99500,23896,99323,23743,0,0.9%,0,0
Brookside Mill  CLO Ltd.(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),26000,23896,23896,23743,23743,0.9%,0,0,0
Byrider Systems Acquisition Corp.(22),Indiana /  Auto Finance,"Senior Subordinated Notes (12.00% plus 2.00% PIK, due 11/3/2016)(3)",10914,23896,10914,23743,10417,0,0.4%,0,0
Byrider Systems Acquisition Corp.(22),Indiana /  Auto Finance,"Senior Subordinated Notes (12.00% plus 2.00% PIK, due 11/3/2016)(3)",10914,10914,10914,10417,10417,0.4%,0,0,0
"Caleel + Hayden, LLC(14)(31)",Colorado / Personal & Nondurable Consumer Products,Membership Interest,10914,-,10914,104,10417,-%,0,0,0
Escrow Receivable,Colorado / Personal & Nondurable Consumer Products,-,10914,-,10914,241,10417,-%,0,0,0
"Capstone  Logistics, LLC",Georgia / Commercial Services,"Senior Secured Term Loan A (6.50% (LIBOR + 5.00% with 1.50% LIBOR floor), due 9/16/2016)(4)",97291,-,97291,241,97291,0,3.7%,0,0
"Senior Secured Term Loan B (11.50% (LIBOR + 10.00% with 1.50% LIBOR floor), due 9/16/2016)(3)(4)",100000,"Senior Secured Term Loan A (6.50% (LIBOR + 5.00% with 1.50% LIBOR floor), due 9/16/2016)(4)",100000,197291,100000,197291,3.8%,7.5%,0,0,0
"Cargo Airport Services USA, LLC",New York / Transportation,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 3/31/2016)(3)(4)",43977,197291,43977,197291,44417,0,1.7%,0,0
Common Equity (1.6 units),New York / Transportation,1639,43977,45616,43977,46277,44417,1.8%,0,0,0
Cent CLO 17 Limited(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),24870,45616,24615,46277,25454,0,1.0%,0,0
Cent CLO 17 Limited(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),24870,24615,24615,25454,25454,1.0%,0,0,0
CI Holdings(4),Texas /  Software & Computer Services,"Senior Secured Term Loan (10.00% (LIBOR + 5.00% with 5.00% LIBOR floor), due 6/11/2019)",114713,24615,114713,25454,114713,0,4.3%,0,0
CI Holdings(4),Texas /  Software & Computer Services,"Senior Secured Term Loan (10.00% (LIBOR + 5.00% with 5.00% LIBOR floor), due 6/11/2019)",114713,114713,114713,114713,114713,4.3%,0,0,0
"CIFC Funding  2011-I, Ltd.(4)(22)",Cayman Islands / Diversified Financial Services,"Class D Senior Secured Notes (5.32% (LIBOR + 5.00%), due 1/19/2023)",19000,114713,15029,114713,15844,0,0.6%,0,0
"Class E Subordinated Notes (7.32% (LIBOR + 7.00%), due 1/19/2023)",15400,"Class D Senior Secured Notes (5.32% (LIBOR + 5.00%), due 1/19/2023)",12638,27667,12745,28589,0.5%,1.1%,0,0,0
"Cinedigm DC  Holdings, LLC(4)",New York / Software & Computer Services,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)",70595,27667,70595,28589,70595,0,2.7%,0,0
"Cinedigm DC  Holdings, LLC(4)",New York / Software & Computer Services,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)",70595,70595,70595,70595,70595,2.7%,0,0,0
"The Copernicus  Group, Inc.",North Carolina / Healthcare,Escrow Receivable,Principal Value,Cost,-,% of Net Assets,70595,130,0,-%,0
"The Copernicus  Group, Inc.",North Carolina / Healthcare,Escrow Receivable,Principal Value,-,-,130,70595,-%,0,0,0
"Correctional Healthcare Holding Company, Inc.",Colorado / Healthcare,"Second Lien Term Loan (11.25%, due 1/11/2020)(3)",Principal Value,27100,-,27100,70595,27100,0,1.0%,0
"Correctional Healthcare Holding Company, Inc.",Colorado / Healthcare,"Second Lien Term Loan (11.25%, due 1/11/2020)(3)",Principal Value,27100,-,27100,70595,1.0%,0,0,0
"Coverall North  America, Inc.",Florida / Commercial Services,"Senior Secured Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor), due 12/17/2017)(3)(4)",39303,27100,39303,27100,39303,0,1.5%,0,0
"Coverall North  America, Inc.",Florida / Commercial Services,"Senior Secured Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor), due 12/17/2017)(3)(4)",39303,39303,39303,39303,39303,1.5%,0,0,0
"CP Well Testing, LLC",Oklahoma / Oil & Gas Production,"Senior Secured Term Loan (13.50% (LIBOR + 11.00% with 2.50% LIBOR floor), due 10/03/2017)(4)",19125,39303,19125,39303,19125,0,0.7%,0,0
"CP Well Testing, LLC",Oklahoma / Oil & Gas Production,"Senior Secured Term Loan (13.50% (LIBOR + 11.00% with 2.50% LIBOR floor), due 10/03/2017)(4)",19125,19125,19125,19125,19125,0.7%,0,0,0
"CRT MIDCO, LLC",Wisconsin / Media,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 6/30/2017)(3)(4)",71106,19125,71106,19125,71106,0,2.7%,0,0
"CRT MIDCO, LLC",Wisconsin / Media,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 6/30/2017)(3)(4)",71106,71106,71106,71106,71106,2.7%,0,0,0
"Deltek, Inc.",Virginia /  Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 10/10/2019)(4)",12000,71106,11833,71106,12000,0,0.5%,0,0
"Deltek, Inc.",Virginia /  Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 10/10/2019)(4)",12000,11833,11833,12000,12000,0.5%,0,0,0
"Diamondback  Operating, LP",Oklahoma / Oil & Gas Production,Net Profits Interest (15% of Equity Distributions)(7),12000,-,11833,-,12000,-%,0,0,0
"Diamondback  Operating, LP",Oklahoma / Oil & Gas Production,Net Profits Interest (15% of Equity Distributions)(7),12000,-,11833,-,12000,-%,0,0,0
"Edmentum, Inc.  (f/k/a Archipelago Learning, Inc.)(4)",Minnesota / Consumer Services,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)",50000,-,48218,-,50000,0,1.9%,0,0
"Edmentum, Inc.  (f/k/a Archipelago Learning, Inc.)(4)",Minnesota / Consumer Services,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)",50000,48218,48218,50000,50000,1.9%,0,0,0
EIG Investors Corp.,Massachusetts / Software & Computer Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 5/09/2020)(4)(16)",22000,48218,21792,50000,22000,0,0.8%,0,0
EIG Investors Corp.,Massachusetts / Software & Computer Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 5/09/2020)(4)(16)",22000,21792,21792,22000,22000,0.8%,0,0,0
"Empire Today, LLC",Illinois / Durable Consumer Products,"Senior Secured Note (11.375%, due 2/1/2017)",15700,21792,15332,22000,14650,0,0.6%,0,0
"Empire Today, LLC",Illinois / Durable Consumer Products,"Senior Secured Note (11.375%, due 2/1/2017)",15700,15332,15332,14650,14650,0.6%,0,0,0
EXL Acquisition Corp.,South Carolina / Biotechnology,Escrow Receivable,15700,-,15332,14,14650,-%,0,0,0
EXL Acquisition Corp.,South Carolina / Biotechnology,Escrow Receivable,15700,-,15332,14,14650,-%,0,0,0
"Evanta Ventures, Inc.(11)",Oregon / Commercial Services,"Subordinated Unsecured (12.00% plus 1.00% PIK, due 9/28/2018)",10479,-,10479,14,10479,0,0.4%,0,0
"Evanta Ventures, Inc.(11)",Oregon / Commercial Services,"Subordinated Unsecured (12.00% plus 1.00% PIK, due 9/28/2018)",10479,10479,10479,10479,10479,0.4%,0,0,0
"Fairchild Industrial Products, Co.",North Carolina / Electronics,Escrow Receivable,10479,-,10479,149,10479,-%,0,0,0
"Fairchild Industrial Products, Co.",North Carolina / Electronics,Escrow Receivable,10479,-,10479,149,10479,-%,0,0,0
"Fischbein, LLC",North Carolina / Machinery,Escrow Receivable,10479,-,10479,225,10479,-%,0,0,0
"Fischbein, LLC",North Carolina / Machinery,Escrow Receivable,10479,-,10479,225,10479,-%,0,0,0
"Focus Brands, Inc.(4)",Georgia / Consumer Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 8/21/2018)",18000,-,17731,225,18000,0,0.7%,0,0
"Focus Brands, Inc.(4)",Georgia / Consumer Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 8/21/2018)",18000,17731,17731,18000,18000,0.7%,0,0,0
"FPG, LLC",Illinois /  Durable Consumer Products,"Senior Secured Term Loan (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 1/20/2017)(4)",Principal Value,21401,Fair  Value(2),% of Net Assets,21401,0,0,21401.0,0.8%
"Common Stock (5,638 shares)",Illinois /  Durable Consumer Products,27,Principal Value,21428,Fair  Value(2),21420,21401,0.8%,0,0,0
"Galaxy XII CLO, Ltd.(22)",Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),22000,21428,20792,21420,21657,0,0.8%,0,0
"Galaxy XII CLO, Ltd.(22)",Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),22000,20792,20792,21657,21657,0.8%,0,0,0
"Galaxy XV CLO, Ltd.(22)",Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),35025,20792,32119,21657,30227,0,1.1%,0,0
"Galaxy XV CLO, Ltd.(22)",Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),35025,32119,32119,30227,30227,1.1%,0,0,0
"Grocery Outlet, Inc.",California / Retail,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 6/17/2019)(4)",14457,32119,14127,30227,14457,0,0.5%,0,0
"Grocery Outlet, Inc.",California / Retail,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 6/17/2019)(4)",14457,14127,14127,14457,14457,0.5%,0,0,0
Gulf Coast Machine & Supply Company,Texas / Manufacturing,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 10/12/2017)(3)(4)",41213,14127,41213,14457,31972,0,1.2%,0,0
Gulf Coast Machine & Supply Company,Texas / Manufacturing,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 10/12/2017)(3)(4)",41213,41213,41213,31972,31972,1.2%,0,0,0
Halcyon Loan Advisors Funding 2012-1 Ltd.(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),23188,41213,22279,31972,22724,0,0.9%,0,0
Halcyon Loan Advisors Funding 2012-1 Ltd.(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),23188,22279,22279,22724,22724,0.9%,0,0,0
Halcyon Loan Advisors Funding 2013-1 Ltd.(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),40400,22279,41085,22724,38291,0,1.4%,0,0
Halcyon Loan Advisors Funding 2013-1 Ltd.(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),40400,41085,41085,38291,38291,1.4%,0,0,0
"Hoffmaster Group, Inc.(4)",Wisconsin / Personal & Nondurable Consumer Products,"Second Lien Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 1/3/2019)",20000,41085,19831,38291,19598,0,0.7%,0,0
"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",1000,"Second Lien Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 1/3/2019)",991,20822,955,20553,-%,0.7%,0,0,0
"ICON Health & Fitness, Inc.",Utah / Durable Consumer Products,"Senior Secured Note (11.875%, due 10/15/2016)(3)",43100,20822,43310,20553,33929,0,1.3%,0,0
"ICON Health & Fitness, Inc.",Utah / Durable Consumer Products,"Senior Secured Note (11.875%, due 10/15/2016)(3)",43100,43310,43310,33929,33929,1.3%,0,0,0
"IDQ Holdings, Inc.",Texas / Automobile,"Senior Secured Note (11.50%, due 4/1/2017)",12500,43310,12300,33929,12500,0,0.5%,0,0
"IDQ Holdings, Inc.",Texas / Automobile,"Senior Secured Note (11.50%, due 4/1/2017)",12500,12300,12300,12500,12500,0.5%,0,0,0
"ING IM CLO  2012-2, Ltd.(22)",Cayman Islands / Diversified Financial Services,Income Notes (Residual Interest),38070,12300,34904,12500,36848,0,1.4%,0,0
"ING IM CLO  2012-2, Ltd.(22)",Cayman Islands / Diversified Financial Services,Income Notes (Residual Interest),38070,34904,34904,36848,36848,1.4%,0,0,0
"ING IM CLO  2012-3, Ltd.(22)",Cayman Islands / Diversified Financial Services,Income Notes (Residual Interest),46632,34904,44454,36848,46361,0,1.7%,0,0
"ING IM CLO  2012-3, Ltd.(22)",Cayman Islands / Diversified Financial Services,Income Notes (Residual Interest),46632,44454,44454,46361,46361,1.7%,0,0,0
"ING IM CLO  2012-4, Ltd.(22)",Cayman Islands / Diversified Financial Services,Income Notes (Residual Interest),40613,44454,39255,46361,41153,0,1.5%,0,0
"ING IM CLO  2012-4, Ltd.(22)",Cayman Islands / Diversified Financial Services,Income Notes (Residual Interest),40613,39255,39255,41153,41153,1.5%,0,0,0
"Injured Workers Pharmacy, LLC",Massachusetts / Healthcare,"Second Lien Term Loan (11.50% (LIBOR + 7.00% with 4.50% LIBOR floor) plus 1.00% PIK, due 5/31/2019)(3)(4)",22430,39255,22430,41153,22430,0,0.8%,0,0
"Injured Workers Pharmacy, LLC",Massachusetts / Healthcare,"Second Lien Term Loan (11.50% (LIBOR + 7.00% with 4.50% LIBOR floor) plus 1.00% PIK, due 5/31/2019)(3)(4)",22430,22430,22430,22430,22430,0.8%,0,0,0
"InterDent, Inc.(4)",California / Healthcare,"Senior Secured Term Loan A (8.00% (LIBOR + 6.50% with 1.50% LIBOR floor), due 8/3/2017)",Principal Value,53475,Fair  Value(2),% of Net Assets,53475,0,0,53475.0,2.0%
"Senior Secured Term Loan B (13.00% (LIBOR + 10.00% with 3.00% LIBOR floor), due 8/3/2017)(3)",55000,"Senior Secured Term Loan A (8.00% (LIBOR + 6.50% with 1.50% LIBOR floor), due 8/3/2017)",55000,108475,55000,108475,2.1%,4.1%,0,0,0
"JHH Holdings, Inc.",Texas / Healthcare,"Second Lien Term Loan (12.00% (LIBOR + 10.00% with 2.00% LIBOR floor) plus 1.50% PIK, due 6/23/2018)(3)(4)",16119,108475,16119,108475,16119,0,0.6%,0,0
"JHH Holdings, Inc.",Texas / Healthcare,"Second Lien Term Loan (12.00% (LIBOR + 10.00% with 2.00% LIBOR floor) plus 1.50% PIK, due 6/23/2018)(3)(4)",16119,16119,16119,16119,16119,0.6%,0,0,0
"LaserShip, Inc.(4)",Virginia / Transportation,"Revolving Line of Credit - $5,000 Commitment (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 12/21/2014)(25)",-,16119,-,16119,-,0,-%,0,0
