0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"APH Property Holdings, LLC  (32)",Escrow Receivable,Georgia / Real Estate,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 5/21/2017)","Senior Secured Note (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 10/24/2020)  (4)",10172.0,125892,10172.0,125892,10172.0,125892,0,4.8%,0,0
"APH Property Holdings, LLC  (32)",Escrow Receivable,Georgia / Real Estate,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 5/21/2017)","Common Stock (148,951 shares)",10172.0,125892,10172.0,26648,10172.0,26648,0,1.0.%,0,0
"APH Property Holdings, LLC  (32)",Escrow Receivable,Georgia / Real Estate,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 5/21/2017)","Common Stock (148,951 shares)",10172.0,125892,10172.0,152540,10172.0,152540,0,5.8%,0,0
"AWCNC, LLC  (19)",Escrow Receivable,North Carolina / Machinery,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 5/21/2017)","Members Units - Class A (1,800,000 units)",10172.0,125892,10172.0,-,10172.0,-,0,0.0%,0,0
"AWCNC, LLC  (19)",Escrow Receivable,North Carolina / Machinery,Members Units - Class B-1 (1 unit),"Members Units - Class A (1,800,000 units)",10172.0,125892,-,-,-,-,0.0%,0,0,0
"AWCNC, LLC  (19)",Escrow Receivable,North Carolina / Machinery,Members Units - Class B-1 (1 unit),"Members Units - Class B-2 (7,999,999 units)",10172.0,125892,-,-,-,-,0,0.0%,0,0
"AWCNC, LLC  (19)",Escrow Receivable,North Carolina / Machinery,Members Units - Class B-1 (1 unit),"Members Units - Class B-2 (7,999,999 units)",10172.0,125892,-,-,-,-,0,0.0%,0,0
"Borga, Inc.",Escrow Receivable,California / Manufacturing,Members Units - Class B-1 (1 unit),"Revolving Line of Credit - $1,150 Commitment (5.00% (PRIME + 1.75%) plus 3.00% default interest, in non-accrual status effective 03/02/2010, past due)  (4), (25)",10172.0,1150,-,1095,-,586,0,0.0%,0,0
"Borga, Inc.",Escrow Receivable,California / Manufacturing,Members Units - Class B-1 (1 unit),"Senior Secured Term Loan B (8.50% (PRIME + 5.25%) plus 3.00% default interest, in non-accrual status effective 03/02/2010, past due)  (4)",10172.0,1611,-,1501,-,-,0,0.0%,0,0
"Borga, Inc.",Escrow Receivable,California / Manufacturing,Members Units - Class B-1 (1 unit),"Senior Secured Term Loan C (12.00% plus 4.00% PIK plus 3.00% default interest, in non-accrual status effective 03/02/2010, past due)",10172.0,9738,-,706,-,-,0,0.0%,0,0
"Borga, Inc.",Escrow Receivable,California / Manufacturing,Members Units - Class B-1 (1 unit),Common Stock (100 shares)  (21),10172.0,9738,-,-,-,-,0,0.0%,0,0
"Borga, Inc.",Escrow Receivable,California / Manufacturing,Members Units - Class B-1 (1 unit),"Warrants (33,750 warrants)  (21)",10172.0,9738,-,-,-,-,0,0.0%,0,0
"Borga, Inc.",Escrow Receivable,California / Manufacturing,Members Units - Class B-1 (1 unit),"Warrants (33,750 warrants)  (21)",10172.0,9738,-,3302,-,586,0,0.0%,0,0
"CCPI Holdings, Inc.  (33)",Escrow Receivable,Ohio / Manufacturing,Members Units - Class B-1 (1 unit),"Senior Secured Note (10.00%, due 12/31/2017)  (3)",10172.0,17663,-,17663,-,17663,0,0.7%,0,0
"CCPI Holdings, Inc.  (33)",Escrow Receivable,Ohio / Manufacturing,Members Units - Class B-1 (1 unit),"Senior Secured Note (12.00% plus 7.00% PIK, due 6/30/2018)",10172.0,7659,-,7659,-,7659,0,0.3%,0,0
"CCPI Holdings, Inc.  (33)",Escrow Receivable,Ohio / Manufacturing,Members Units - Class B-1 (1 unit),Common Stock (100 shares),10172.0,7659,-,8581,-,7977,0,0.3%,0,0
"CCPI Holdings, Inc.  (33)",Escrow Receivable,Ohio / Manufacturing,Members Units - Class B-1 (1 unit),Net Revenue Interest (4% of Net Revenue),10172.0,7659,-,-,-,604,0,0.0%,0,0
"CCPI Holdings, Inc.  (33)",Escrow Receivable,Ohio / Manufacturing,Members Units - Class B-1 (1 unit),Net Revenue Interest (4% of Net Revenue),10172.0,7659,-,33903,-,33903,0,1.3%,0,0
Portfolio Company,Escrow Receivable,Locale / Industry,Members Units - Class B-1 (1 unit),Investments  (1),10172.0,Principal  Value,-,Cost,-,Fair  Value  (2),0,% of Net  Assets,0,0
"Credit Central Holdings of Delaware, LLC  (22), (34)",Escrow Receivable,Ohio / Consumer Finance,Members Units - Class B-1 (1 unit),"Senior Secured Revolving Credit Facility - $60,000 Commitment (20.00% (LIBOR + 18.50% with 1.50% LIBOR floor), due 12/31/2022)  (4), (25)",10172.0,"$ 38,082",-,"$ 38,082",-,"$ 38,082",0,1.4%,0,0
"Credit Central Holdings of Delaware, LLC  (22), (34)",Escrow Receivable,Ohio / Consumer Finance,Members Units - Class B-1 (1 unit),Common Stock (100 shares),10172.0,"$ 38,082",-,9581,-,8361,0,0.3%,0,0
"Credit Central Holdings of Delaware, LLC  (22), (34)",Escrow Receivable,Ohio / Consumer Finance,Members Units - Class B-1 (1 unit),Net Revenue Interest (5% of Net Revenue),10172.0,"$ 38,082",-,-,-,4019,0,0.2%,0,0
"Credit Central Holdings of Delaware, LLC  (22), (34)",Escrow Receivable,Ohio / Consumer Finance,Members Units - Class B-1 (1 unit),Net Revenue Interest (5% of Net Revenue),10172.0,"$ 38,082",-,47663,-,50462,0,1.9%,0,0
"Energy Solutions Holdings, Inc.  (8)",Escrow Receivable,Texas / Gas Gathering and Processing,Members Units - Class B-1 (1 unit),"Junior Secured Note (18.00%, due 12/12/2016)",10172.0,8500,-,8500,-,8500,0,0.3%,0,0
"Energy Solutions Holdings, Inc.  (8)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Texas / Gas Gathering and Processing,3500,"Subordinated Secured Note to Freedom Marine Holdings, LLC (12.00% (LIBOR + 6.11% with 5.89% LIBOR floor) plus 4.00% PIK, in non-accrual status effective 10/1/2010, past due)  (4)",3500.0,13906,3500.0,12503,0.1%,8449,0,0.3%,0,0
"Energy Solutions Holdings, Inc.  (8)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Texas / Gas Gathering and Processing,3500,"Senior Secured Debt to Yatesville Coal Holdings, Inc. (Non-accrual status effective 1/1/2009, past due)",3500.0,1449,3500.0,1449,0.1%,-,0,0.0%,0,0
"Energy Solutions Holdings, Inc.  (8)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Texas / Gas Gathering and Processing,3500,Escrow Receivable,3500.0,1449,3500.0,-,0.1%,-,0,0.0%,0,0
"Energy Solutions Holdings, Inc.  (8)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Texas / Gas Gathering and Processing,3500,Common Stock (100 shares),3500.0,1449,3500.0,8318,0.1%,6247,0,0.2%,0,0
"Energy Solutions Holdings, Inc.  (8)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Texas / Gas Gathering and Processing,3500,Common Stock (100 shares),3500.0,1449,3500.0,34270,0.1%,26696,0,0.9%,0,0
"First Tower Holdings of Delaware, LLC  (22), (29)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Mississippi / Consumer Finance,3500,"Senior Secured Revolving Credit Facility - $400,000 Commitment (20.00% (LIBOR + 18.50% with 1.50% LIBOR floor), due 6/30/2022)  (4), (25)",3500.0,264760,3500.0,264760,0.1%,264760,0,10.0%,0,0
"First Tower Holdings of Delaware, LLC  (22), (29)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Mississippi / Consumer Finance,3500,"Common Stock (83,729,323 shares)",3500.0,264760,3500.0,43193,0.1%,20447,0,0.8%,0,0
"First Tower Holdings of Delaware, LLC  (22), (29)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Mississippi / Consumer Finance,3500,Net Revenue Interest (5% of Net Revenue & Distributions),3500.0,264760,3500.0,-,0.1%,12877,0,0.5%,0,0
"First Tower Holdings of Delaware, LLC  (22), (29)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Mississippi / Consumer Finance,3500,Net Revenue Interest (5% of Net Revenue & Distributions),3500.0,264760,3500.0,307953,0.1%,298084,0,11.3%,0,0
"Manx Energy, Inc. (“Manx”)  (12)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Kansas / Oil & Gas Production,3500,"Senior Secured Note (13.00%, in non-accrual status effective 1/19/2010, past due)",3500.0,500,3500.0,500,0.1%,346,0,0.0%,0,0
"Manx Energy, Inc. (“Manx”)  (12)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Kansas / Oil & Gas Production,3500,"Preferred Stock (6,635 shares)",3500.0,500,3500.0,-,0.1%,-,0,0.0%,0,0
"Manx Energy, Inc. (“Manx”)  (12)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Kansas / Oil & Gas Production,3500,"Common Stock (17,082 shares)",3500.0,500,3500.0,-,0.1%,-,0,0.0%,0,0
"Manx Energy, Inc. (“Manx”)  (12)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Kansas / Oil & Gas Production,3500,"Common Stock (17,082 shares)",3500.0,500,3500.0,500,0.1%,346,0,0.0%,0,0
"Nationwide Acceptance Holdings, LLC  (22), (36)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Chicago / Consumer Finance,3500,"Senior Secured Revolving Credit Facility - $30,000 Commitment (20.00% (LIBOR + 18.50% with 1.50% LIBOR floor), due 1/31/2023)  (4), (25)",3500.0,21308,3500.0,21308,0.1%,21308,0,0.8%,0,0
"Nationwide Acceptance Holdings, LLC  (22), (36)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Chicago / Consumer Finance,3500,Membership Units (100 shares),3500.0,21308,3500.0,3843,0.1%,2142,0,0.1%,0,0
"Nationwide Acceptance Holdings, LLC  (22), (36)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Chicago / Consumer Finance,3500,Net Revenue Interest (5% of Net Revenue),3500.0,21308,3500.0,-,0.1%,1701,0,0.1%,0,0
"Nationwide Acceptance Holdings, LLC  (22), (36)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Chicago / Consumer Finance,3500,Net Revenue Interest (5% of Net Revenue),3500.0,21308,3500.0,25151,0.1%,25151,0,1.0%,0,0
"NMMB Holdings, Inc.  (24)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",New York / Media,3500,"Senior Term Loan (14.00%, due 5/6/2016)",3500.0,16000,3500.0,16000,0.1%,13149,0,0.5%,0,0
"NMMB Holdings, Inc.  (24)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",New York / Media,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)","Senior Term Loan (14.00%, due 5/6/2016)",2800.0,16000,2800.0,16000,-,13149,0.0%,0,0,0
"NMMB Holdings, Inc.  (24)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",New York / Media,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)","Series A Preferred Stock (4,400 shares)",2800.0,16000,2800.0,4400,-,-,0,0.0%,0,0
"NMMB Holdings, Inc.  (24)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",New York / Media,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)","Series A Preferred Stock (4,400 shares)",2800.0,16000,2800.0,23200,-,13149,0,0.5%,0,0
Portfolio Company,"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Locale / Industry,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)",Investments  (1),2800.0,Principal  Value,2800.0,Cost,-,Fair  Value  (2),0,% of Net  Assets,0,0
"R-V Industries, Inc.","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Pennsylvania / Manufacturing,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)","Senior Subordinated Note (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 6/12/2018)  (4)",2800.0,"$ 32,750",2800.0,"$ 32,750",-,"$ 32,750",0,1.2%,0,0
"R-V Industries, Inc.","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Pennsylvania / Manufacturing,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)","Warrants (200,000 warrants, expiring 6/30/2017)",2800.0,"$ 32,750",2800.0,1682,-,6796,0,0.3%,0,0
"R-V Industries, Inc.","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Pennsylvania / Manufacturing,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)","Common Stock (545,107 shares)",2800.0,"$ 32,750",2800.0,5087,-,18522,0,0.7%,0,0
"R-V Industries, Inc.","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Pennsylvania / Manufacturing,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)","Common Stock (545,107 shares)",2800.0,"$ 32,750",2800.0,39519,-,58068,0,2.2%,0,0
"The Healing Staff, Inc.  (9)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",North Carolina / Contracting,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)","Secured Promissory Notes (15.00%, in non-accrual status effective 12/22/2010, past due)",2800.0,1688,2800.0,1686,-,-,0,0.0%,0,0
"The Healing Staff, Inc.  (9)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",North Carolina / Contracting,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)","Senior Demand Note (15.00%, in non-accrual status effective 11/1/2010, past due)",2800.0,1170,2800.0,1170,-,-,0,0.0%,0,0
"The Healing Staff, Inc.  (9)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",North Carolina / Contracting,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)","Common Stock (1,000 shares)",2800.0,1170,2800.0,975,-,-,0,0.0%,0,0
"The Healing Staff, Inc.  (9)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",North Carolina / Contracting,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)","Common Stock (1,000 shares)",2800.0,1170,2800.0,3831,-,-,0,0.0%,0,0
"Valley Electric Holdings I, Inc.  (35)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Washington / Construction & Engineering,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)","Senior Secured Note (9.00% (LIBOR + 6.00%, with 3.00% LIBOR floor) plus 9.00% PIK, due 12/31/2018)  (4)",2800.0,34063,2800.0,34063,-,34063,0,1.3%,0,0
"Valley Electric Holdings I, Inc.  (35)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Washington / Construction & Engineering,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)","Senior Secured Note (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2017)  (3), (4)",2800.0,10026,2800.0,10026,-,10026,0,0.4%,0,0
"Valley Electric Holdings I, Inc.  (35)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Washington / Construction & Engineering,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)","Common Stock (50,000 shares)",2800.0,10026,2800.0,9526,-,8288,0,0.3%,0,0
"Valley Electric Holdings I, Inc.  (35)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Washington / Construction & Engineering,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)",Net Revenue Interest (5% of Net Revenue),2800.0,10026,2800.0,-,-,1238,0,0.1%,0,0
"Valley Electric Holdings I, Inc.  (35)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Washington / Construction & Engineering,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)",Net Revenue Interest (5% of Net Revenue),2800.0,10026,2800.0,53615,-,53615,0,2.1%,0,0
"Wolf Energy Holdings, Inc.  (12), (37)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Kansas / Oil & Gas Production,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)","Senior Secured Promissory Note secured by assets formerly owned by H&M (18.00%, in non-accrual status effective 4/15/2013, due 4/15/2018)",2800.0,22000,2800.0,-,-,3832,0,0.1%,0,0
"Wolf Energy Holdings, Inc.  (12), (37)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Kansas / Oil & Gas Production,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)","Appalachian Energy Holdings, LLC (“AEH”) - Senior Secured First Lien Note (8.00%, in non-accrual status effective 1/19/2010, past due)",2800.0,2642,2800.0,2000,-,546,0,0.0%,0,0
"Wolf Energy Holdings, Inc.  (12), (37)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Kansas / Oil & Gas Production,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)","Appalachian Energy Holdings, LLC (“AEH”) - Senior Secured First Lien Note (8.00%, in non-accrual status, past due)",2800.0,51,2800.0,50,-,51,0,0.0%,0,0
"Wolf Energy Holdings, Inc.  (12), (37)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Kansas / Oil & Gas Production,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)","Coalbed, LLC - Senior Secured Note (8.00%, in non-accrual status effective 1/19/2010, past due)  (6)",2800.0,7930,2800.0,5990,-,-,0,0.0%,0,0
"Wolf Energy Holdings, Inc.  (12), (37)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Kansas / Oil & Gas Production,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)",Common Stock (100 shares),2800.0,7930,2800.0,-,-,-,0,0.0%,0,0
"Wolf Energy Holdings, Inc.  (12), (37)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Kansas / Oil & Gas Production,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)",Net Profits Interest (8.00% payable on Equity distributions)  (7),2800.0,7930,2800.0,-,-,520,0,0.0%,0,0
"Wolf Energy Holdings, Inc.  (12), (37)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Kansas / Oil & Gas Production,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)",Net Profits Interest (8.00% payable on Equity distributions)  (7),2800.0,7930,2800.0,8040,-,4949,0,0.1%,0,0
BNN Holdings Corp. (f/k/a Biotronic NeuroNetwork),"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Michigan / Healthcare,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)","Senior Secured Note (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 12/17/2017)  (3), (4)",2800.0,29550,2800.0,29550,-,29550,0,1.1%,0,0
BNN Holdings Corp. (f/k/a Biotronic NeuroNetwork),"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Michigan / Healthcare,"Preferred Stock Series A (9,925.455 shares)  (13)","Senior Secured Note (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 12/17/2017)  (3), (4)",2800.0,29550,2300.0,29550,2832.0,29550,0.1%,0,0,0
BNN Holdings Corp. (f/k/a Biotronic NeuroNetwork),"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Michigan / Healthcare,"Preferred Stock Series A (9,925.455 shares)  (13)","Preferred Stock Series B (1,753.64 shares)  (13)",2800.0,29550,2300.0,579,2832.0,533,0,0.0%,0,0
BNN Holdings Corp. (f/k/a Biotronic NeuroNetwork),"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Michigan / Healthcare,"Preferred Stock Series A (9,925.455 shares)  (13)","Preferred Stock Series B (1,753.64 shares)  (13)",2800.0,29550,2300.0,32429,2832.0,32915,0,1.2%,0,0
Portfolio Company,"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Locale / Industry,"Preferred Stock Series A (9,925.455 shares)  (13)",Investments  (1),2800.0,Principal  Value,2300.0,Cost,2832.0,Fair  Value  (2),0,% of Net  Assets,0,0
Boxercraft Incorporated  (20),"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Georgia / Textiles & Leather,"Preferred Stock Series A (9,925.455 shares)  (13)","Senior Secured Term Loan A (10.00% plus 1.00% PIK, due 9/15/2015)",2800.0,"$ 1,712",2300.0,"$ 1,702",2832.0,"$ 1,712",0,0.1%,0,0
Boxercraft Incorporated  (20),"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Georgia / Textiles & Leather,"Preferred Stock Series A (9,925.455 shares)  (13)","Senior Secured Term Loan B (10.00% plus 1.00% PIK, due 9/15/2015)",2800.0,4892,2300.0,4809,2832.0,4892,0,0.2%,0,0
Boxercraft Incorporated  (20),"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Georgia / Textiles & Leather,"Preferred Stock Series A (9,925.455 shares)  (13)","Senior Secured Term Loan C (10.00% plus 1.00% PIK, due 9/15/2015)",2800.0,2371,2300.0,2371,2832.0,2371,0,0.1%,0,0
Boxercraft Incorporated  (20),"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Georgia / Textiles & Leather,"Preferred Stock Series A (9,925.455 shares)  (13)","Senior Secured Term Loan (10.00% plus 1.00% PIK, due 9/15/2015)",2800.0,8325,2300.0,7878,2832.0,410,0,0.0%,0,0
Boxercraft Incorporated  (20),"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Georgia / Textiles & Leather,"Preferred Stock Series A (9,925.455 shares)  (13)","Preferred Stock (1,000,000 shares)",2800.0,8325,2300.0,-,2832.0,-,0,0.0%,0,0
Boxercraft Incorporated  (20),"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Georgia / Textiles & Leather,"Preferred Stock Series A (9,925.455 shares)  (13)","Common Stock (10,000 shares)",2800.0,8325,2300.0,-,2832.0,-,0,0.0%,0,0
Boxercraft Incorporated  (20),"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Georgia / Textiles & Leather,"Preferred Stock Series A (9,925.455 shares)  (13)","Warrants (1 warrant, expiring 8/31/2022)",2800.0,8325,2300.0,-,2832.0,-,0,0.0%,0,0
Boxercraft Incorporated  (20),"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Georgia / Textiles & Leather,"Preferred Stock Series A (9,925.455 shares)  (13)","Warrants (1 warrant, expiring 8/31/2022)",2800.0,8325,2300.0,16760,2832.0,9385,0,0.4%,0,0
"Smart, LLC  (14)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",New York / Diversified / Conglomerate Service,Membership Interest,"Warrants (1 warrant, expiring 8/31/2022)",2800.0,8325,-,16760,143,9385,0.0%,0,0,0
"Smart, LLC  (14)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",New York / Diversified / Conglomerate Service,Membership Interest,"Warrants (1 warrant, expiring 8/31/2022)",2800.0,8325,-,-,143,143,0,0.0%,0,0
"ADAPCO, Inc.","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Florida / Ecological,Membership Interest,"Common Stock (5,000 shares)",2800.0,49189,-,141,143,335,0,0.0%,0,0
"ADAPCO, Inc.","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Florida / Ecological,Membership Interest,"Common Stock (5,000 shares)",2800.0,49189,-,141,143,335,0,0.0%,0,0
"Aderant North America, Inc.","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Georgia / Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 6/20/2019)  (4)","Common Stock (5,000 shares)",7000.0,49189,6900,141,7000,335,0.3%,0,0,0
"Aderant North America, Inc.","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Georgia / Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 6/20/2019)  (4)","Common Stock (5,000 shares)",7000.0,49189,6900,6900,7000,7000,0,0.3%,0,0
"Aircraft Fasteners International, LLC","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",California / Machinery,"Convertible Preferred Stock (32,500 units)","Common Stock (5,000 shares)",7000.0,49189,396,6900,565,7000,0.0%,0,0,0
"Aircraft Fasteners International, LLC","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",California / Machinery,"Convertible Preferred Stock (32,500 units)","Common Stock (5,000 shares)",7000.0,49189,396,396,565,565,0,0.0%,0,0
"ALG USA Holdings, LLC","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)","Pennsylvania / Hotels, Restaurants & Leisure","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)  (4)","Common Stock (5,000 shares)",12000.0,49189,11764,396,12000,565,0.4%,0,0,0
"ALG USA Holdings, LLC","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)","Pennsylvania / Hotels, Restaurants & Leisure","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)  (4)","Common Stock (5,000 shares)",12000.0,49189,11764,11764,12000,12000,0,0.4%,0,0
"Allied Defense Group, Inc.","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Virginia / Aerospace & Defense,"Common Stock (10,000 shares)","Common Stock (5,000 shares)",12000.0,49189,56,11764,-,12000,0.0%,0,0,0
"Allied Defense Group, Inc.","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Virginia / Aerospace & Defense,"Common Stock (10,000 shares)","Common Stock (5,000 shares)",12000.0,49189,56,56,-,-,0,0.0%,0,0
American Gilsonite Company,"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Utah / Specialty Minerals,"Second Lien Term Loan (11.50%, due 9/1/2017)","Common Stock (5,000 shares)",38500.0,49189,38500,56,38500,-,1.4%,0,0,0
American Gilsonite Company,"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Utah / Specialty Minerals,"Second Lien Term Loan (11.50%, due 9/1/2017)","Membership Interest in AGC/PEP, LLC (99.9999%)  (15)",38500.0,49189,38500,-,38500,4058,0,0.2%,0,0
American Gilsonite Company,"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Utah / Specialty Minerals,"Second Lien Term Loan (11.50%, due 9/1/2017)","Membership Interest in AGC/PEP, LLC (99.9999%)  (15)",38500.0,49189,38500,38500,38500,42558,0,1.6%,0,0
"Apidos CLO VIII, Ltd.  (22)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),"Membership Interest in AGC/PEP, LLC (99.9999%)  (15)",19730.0,49189,19931,38500,19718,42558,0.7%,0,0,0
"Apidos CLO VIII, Ltd.  (22)","Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),"Membership Interest in AGC/PEP, LLC (99.9999%)  (15)",19730.0,49189,19931,19931,19718,19718,0,0.7%,0,0
Portfolio Company,"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Locale / Industry,Subordinated Notes (Residual Interest),Investments  (1),19730.0,Principal  Value,19931,Cost,19718,Fair  Value  (2),0,% of  Net  Assets,0,0
