,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
226,"Medusind Acquisition, Inc. (19)",Health Care Providers & Services,First Lien Term Loan,9/30/2019,9.00% (3ML+ 8.00%),1.00,-,4/8/2024,24324,10265,24032,15808,23674,%,0.7,%,(3)(10),0.3,%,(3)(10),,,,
227,Mountain View CLO 2013-I Ltd.,Structured Finance,Subordinated Structured Note,4/17/2013,"Residual Interest, current yield 1.15%",-,-,10/15/2030,43650,10265,28516,15808,15324,%,0.5,%,(5)(14),0.3,%,(3)(10),,,,
228,Mountain View CLO 2013-I Ltd.,Structured Finance,Subordinated Structured Note,4/17/2013,"Residual Interest, current yield 1.15%",-,-,10/15/2030,43650,10265,28516,15808,15324,%,0.5,%,(5)(14),0.3,%,(3)(10),,,,
229,Mountain View CLO IX Ltd.,Structured Finance,Subordinated Structured Note,5/13/2015,"Residual Interest, current yield 14.50%",-,-,7/15/2031,47830,10265,29590,15808,26834,%,0.8,%,(5)(14),0.3,%,(3)(10),,,,
230,Mountain View CLO IX Ltd.,Structured Finance,Subordinated Structured Note,5/13/2015,"Residual Interest, current yield 14.50%",-,-,7/15/2031,47830,10265,29590,15808,26834,%,0.8,%,(5)(14),0.3,%,(3)(10),,,,
231,"Octagon Investment Partners XV, Ltd.",Structured Finance,Subordinated Structured Note,1/24/2013,"Residual Interest, current yield 11.73%",-,-,7/19/2030,42064,10265,32969,15808,24504,%,0.8,%,(5)(14),0.3,%,(3)(10),,,,
232,"Octagon Investment Partners XV, Ltd.",Structured Finance,Subordinated Structured Note,1/24/2013,"Residual Interest, current yield 11.73%",-,-,7/19/2030,42064,10265,32969,15808,24504,%,0.8,%,(5)(14),0.3,%,(3)(10),,,,
233,Octagon Investment Partners 18-R Ltd.,Structured Finance,Subordinated Structured Note,8/12/2015,"Residual Interest, current yield 16.00%",-,-,4/16/2031,46016,10265,25925,15808,18360,%,0.6,%,(5)(14),0.3,%,(3)(10),,,,
234,Octagon Investment Partners 18-R Ltd.,Structured Finance,Subordinated Structured Note,8/12/2015,"Residual Interest, current yield 16.00%",-,-,4/16/2031,46016,10265,25925,15808,18360,%,0.6,%,(5)(14),0.3,%,(3)(10),,,,
235,Pearl Intermediate Parent LLC,Health Care Providers & Services,Second Lien Term Loan,2/28/2018,6.40% (1ML+ 6.25%),-,-,2/15/2026,5000,10265,4983,15808,4994,%,0.2,%,(3)(8)(10),0.3,%,(3)(10),,,,
236,Pearl Intermediate Parent LLC,Health Care Providers & Services,Second Lien Term Loan,2/28/2018,6.40% (1ML+ 6.25%),-,-,2/15/2026,5000,10265,4983,15808,4994,%,0.2,%,(3)(8)(10),0.3,%,(3)(10),,,,
237,Portfolio Company,Industry,Investments(1)(37),Acquisition Date(44),Coupon/Yield,Floor,Legal Maturity,Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,15808,4994,%,0.2,%,(3)(8)(10),0.3,%,(3)(10),,,,
238,"PeopleConnect Holdings, LLC (11)",Interactive Media & Services,"Revolving Line of Credit - $8,918 Commitment",1/22/2020,10.00% (1ML+ 8.25%),1.75,Legal Maturity,1/22/2025,Amortized Cost,-,% of Net Assets,15808,-,%,0.2,-,(3)(8)(10),-,%,(10)(15),,,,
239,"Delayed Draw Term Loan - $5,000 Commitment",1/22/2020,10.00% (3ML+ 8.25%),1.75,10.00% (1ML+ 8.25%),1/22/2021,-,1/22/2025,-,-,-,15808,-,%,(10)(15),-,(3)(8)(10),-,%,(10)(15),,,,
240,Senior Secured Term Loan,1/22/2020,10.00% (3ML+ 8.25%),1.75,10.00% (1ML+ 8.25%),1/22/2025,195577,1/22/2025,195577,-,195577,15808,6.1,%,(3)(10),-,(3)(8)(10),-,%,(10)(15),,,,
241,Senior Secured Term Loan,1/22/2020,10.00% (3ML+ 8.25%),1.75,10.00% (1ML+ 8.25%),1/22/2025,195577,1/22/2025,195577,-,195577,15808,195577,%,6.1,%,(3)(8)(10),-,%,(10)(15),,,,
242,"PG Dental Holdings New Jersey, LLC",Health Care Providers & Services,"Delayed Draw Term Loan - $5,000 Commitment",5/31/2019,10.00% (3ML+ 7.25%),2.75,195577,5/31/2024,2500,-,2500,15808,2500,%,0.1,%,(3)(10)(15),-,%,(10)(15),,,,
243,Senior Secured Term Loan,5/31/2019,10.00% (3ML+ 7.25%),2.75,10.00% (3ML+ 7.25%),5/31/2024,22185,5/31/2024,22185,-,22185,15808,0.7,%,(3)(10),%,(3)(10)(15),-,%,(10)(15),,,,
244,Senior Secured Term Loan,5/31/2019,10.00% (3ML+ 7.25%),2.75,10.00% (3ML+ 7.25%),5/31/2024,22185,5/31/2024,22185,-,24685,15808,24685,%,0.8,%,(3)(10)(15),-,%,(10)(15),,,,
245,"PlayPower, Inc.",Leisure Products,First Lien Term Loan,5/16/2019,5.72% (3ML+ 5.50%),-,22185,5/10/2026,6246,-,6194,15808,5993,%,0.2,%,(3)(8)(10),-,%,(10)(15),,,,
246,"PlayPower, Inc.",Leisure Products,First Lien Term Loan,5/16/2019,5.72% (3ML+ 5.50%),-,22185,5/10/2026,6246,-,6194,15808,5993,%,0.2,%,(3)(8)(10),-,%,(10)(15),,,,
247,"Research Now Group, Inc. & Survey Sampling International LLC",Professional Services,First Lien Term Loan,1/5/2018,6.50% (6ML+ 5.50%),1.00,22185,12/20/2024,9725,-,9404,15808,9619,%,0.3,%,(3)(8)(10),-,%,(10)(15),,,,
248,Second Lien Term Loan,1/5/2018,10.50% (6ML+ 9.50%),1.00,6.50% (6ML+ 5.50%),12/20/2025,50000,12/20/2024,47727,-,49167,15808,1.5,%,(3)(8)(10),%,(3)(8)(10),-,%,(10)(15),,,,
249,Second Lien Term Loan,1/5/2018,10.50% (6ML+ 9.50%),1.00,6.50% (6ML+ 5.50%),12/20/2025,50000,12/20/2024,47727,-,57131,15808,58786,%,1.8,%,(3)(8)(10),-,%,(10)(15),,,,
250,"RGIS Services, LLC",Commercial Services & Supplies,Senior Secured Term Loan,6/25/2020,8.50% (3ML+ 7.50%),1.00,50000,6/25/2025,8822,-,8822,15808,8822,%,0.2,%,(8)(10),-,%,(10)(15),,,,
251,Membership Interest (4.34%),6/25/2020,Senior Secured Term Loan,-,8.50% (3ML+ 7.50%),1.00,-,6/25/2025,10303,-,8419,15808,0.3,%,(16),%,(8)(10),-,%,(10)(15),,,,
252,Membership Interest (4.34%),6/25/2020,Senior Secured Term Loan,-,8.50% (3ML+ 7.50%),1.00,-,6/25/2025,10303,-,19125,15808,17241,%,0.5,%,(8)(10),-,%,(10)(15),,,,
253,RME Group Holding Company,Media,Senior Secured Term Loan A,5/4/2017,7.00% (3ML+ 6.00%),1.00,-,5/4/2022,27459,-,27458,15808,27153,%,0.8,%,(3)(10),-,%,(10)(15),,,,
254,Senior Secured Term Loan B,5/4/2017,12.00% (3ML+ 11.00%),1.00,7.00% (3ML+ 6.00%),5/4/2022,22286,5/4/2022,22286,-,22032,15808,0.7,%,(3)(10),%,(3)(10),-,%,(10)(15),,,,
255,Senior Secured Term Loan B,5/4/2017,12.00% (3ML+ 11.00%),1.00,7.00% (3ML+ 6.00%),5/4/2022,22286,5/4/2022,22286,-,49744,15808,49185,%,1.5,%,(3)(10),-,%,(10)(15),,,,
256,"Rocket Software, Inc.",Software,Second Lien Term Loan,12/7/2018,8.51% (3ML+ 8.25%),-,22286,11/27/2026,50000,-,49615,15808,48730,%,1.5,%,(3)(8)(10),-,%,(10)(15),,,,
257,"Rocket Software, Inc.",Software,Second Lien Term Loan,12/7/2018,8.51% (3ML+ 8.25%),-,22286,11/27/2026,50000,-,49615,15808,48730,%,1.5,%,(3)(8)(10),-,%,(10)(15),,,,
258,Romark WM-R Ltd.,Structured Finance,Subordinated Structured Note,4/11/2014,"Residual Interest, current yield 10.90%",-,22286,4/21/2031,27725,-,23604,15808,14940,%,0.5,%,(5)(14),-,%,(10)(15),,,,
259,Romark WM-R Ltd.,Structured Finance,Subordinated Structured Note,4/11/2014,"Residual Interest, current yield 10.90%",-,22286,4/21/2031,27725,-,23604,15808,14940,%,0.5,%,(5)(14),-,%,(10)(15),,,,
260,Rosa Mexicano,"Hotels, Restaurants & Leisure",Revolving Line of Credit - $500 Commitment,3/29/2018,6.50% (3ML+ 5.25%) plus 2.25% PIK,1.25,22286,3/29/2023,510,-,510,15808,465,%,-,%,(10)(15)(39),-,%,(10)(15),,,,
261,Senior Secured Term Loan,3/29/2018,6.50% (3ML+ 5.25%) plus 2.25% PIK,1.25,6.50% (3ML+ 5.25%) plus 2.25% PIK,3/29/2023,23324,3/29/2023,23324,-,21256,15808,0.7,%,(10)(39),%,(10)(15)(39),-,%,(10)(15),,,,
262,Senior Secured Term Loan,3/29/2018,6.50% (3ML+ 5.25%) plus 2.25% PIK,1.25,6.50% (3ML+ 5.25%) plus 2.25% PIK,3/29/2023,23324,3/29/2023,23324,-,23834,15808,21721,%,0.7,%,(10)(15)(39),-,%,(10)(15),,,,
263,"Securus Technologies Holdings, Inc.",Communications Equipment,First Lien Term Loan,9/3/2019,5.50% (6ML+ 4.50%),1.00,23324,11/1/2024,9898,-,9142,15808,9007,%,0.3,%,(8)(10),-,%,(10)(15),,,,
264,Second Lien Term Loan,11/3/2017,9.25% (6ML+ 8.25%),1.00,5.50% (6ML+ 4.50%),11/1/2025,50662,11/1/2024,50539,-,45184,15808,1.4,%,(3)(8)(10),%,(8)(10),-,%,(10)(15),,,,
265,Second Lien Term Loan,11/3/2017,9.25% (6ML+ 8.25%),1.00,5.50% (6ML+ 4.50%),11/1/2025,50662,11/1/2024,50539,-,59681,15808,54191,%,1.7,%,(8)(10),-,%,(10)(15),,,,
266,"SEOTownCenter, Inc.",IT Services,Senior Secured Term Loan A,4/10/2018,7.73% (3ML+ 7.50%),-,50662,4/7/2023,24644,-,24643,15808,24644,%,0.8,%,(3)(10)(39),-,%,(10)(15),,,,
267,Senior Secured Term Loan B,4/10/2018,12.73% (3ML+ 12.50%),-,7.73% (3ML+ 7.50%),4/7/2023,19119,4/7/2023,19119,-,19119,15808,0.6,%,(3)(10)(39),%,(3)(10)(39),-,%,(10)(15),,,,
268,Senior Secured Term Loan B,4/10/2018,12.73% (3ML+ 12.50%),-,7.73% (3ML+ 7.50%),4/7/2023,19119,4/7/2023,19119,-,43762,15808,43763,%,1.4,%,(3)(10)(39),-,%,(10)(15),,,,
269,"Shearer’s Foods, LLC",Food Products,Second Lien Term Loan,9/28/2020,8.75% (3ML+ 7.75%),1.00,19119,9/23/2028,5000,-,4900,15808,4938,%,0.2,%,(8)(10),-,%,(10)(15),,,,
270,"Shearer’s Foods, LLC",Food Products,Second Lien Term Loan,9/28/2020,8.75% (3ML+ 7.75%),1.00,19119,9/23/2028,5000,-,4900,15808,4938,%,0.2,%,(8)(10),-,%,(10)(15),,,,
271,"Shutterfly, Inc.",Internet & Direct Marketing Retail,First Lien Term Loan,12/9/2019,7.00% (3ML+ 6.00%),1.00,19119,9/25/2026,17419,-,15775,15808,16562,%,0.5,%,(3)(8)(10),-,%,(10)(15),,,,
272,"Shutterfly, Inc.",Internet & Direct Marketing Retail,First Lien Term Loan,12/9/2019,7.00% (3ML+ 6.00%),1.00,19119,9/25/2026,17419,-,15775,15808,16562,%,0.5,%,(3)(8)(10),-,%,(10)(15),,,,
273,"Sorenson Communications, LLC",Diversified Telecommunication Services,First Lien Term Loan,5/8/2019,6.72% (3ML+ 6.50%),-,19119,4/29/2024,7564,-,7507,15808,7564,%,0.2,%,(3)(8)(10),-,%,(10)(15),,,,
274,"Sorenson Communications, LLC",Diversified Telecommunication Services,First Lien Term Loan,5/8/2019,6.72% (3ML+ 6.50%),-,19119,4/29/2024,7564,-,7507,15808,7564,%,0.2,%,(3)(8)(10),-,%,(10)(15),,,,
275,Portfolio Company,Industry,Investments(1)(37),Acquisition Date(44),Coupon/Yield,Floor,Legal Maturity,Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,15808,7564,%,0.2,%,(3)(8)(10),-,%,(10)(15),,,,
276,Spectrum Holdings III Corp,Health Care Equipment & Supplies,Second Lien Term Loan,2/13/2018,8.00% (6ML+ 7.00%),1.00,Legal Maturity,1/31/2026,Amortized Cost,7500,% of Net Assets,15808,7475,%,0.2,5845,(3)(8)(10),0.2,%,(3)(8)(10),,,,
277,Spectrum Holdings III Corp,Health Care Equipment & Supplies,Second Lien Term Loan,2/13/2018,8.00% (6ML+ 7.00%),1.00,Legal Maturity,1/31/2026,Amortized Cost,7500,7475,15808,5845,%,0.2,%,(3)(8)(10),0.2,%,(3)(8)(10),,,,
278,"Staples, Inc.",Distributors,First Lien Term Loan,12/3/2019,5.25% (3ML+ 5.00%),-,Legal Maturity,4/16/2026,8932,7500,8854,15808,8438,%,0.3,%,(3)(8)(10),0.2,%,(3)(8)(10),,,,
279,"Staples, Inc.",Distributors,First Lien Term Loan,12/3/2019,5.25% (3ML+ 5.00%),-,Legal Maturity,4/16/2026,8932,7500,8854,15808,8438,%,0.3,%,(3)(8)(10),0.2,%,(3)(8)(10),,,,
280,Strategic Materials,Household Durables,Second Lien Term Loan,11/1/2017,8.75% (3ML+ 7.75%),1.00,Legal Maturity,11/1/2025,7000,7500,6956,15808,5249,%,0.2,%,(3)(8)(10),0.2,%,(3)(8)(10),,,,
281,Strategic Materials,Household Durables,Second Lien Term Loan,11/1/2017,8.75% (3ML+ 7.75%),1.00,Legal Maturity,11/1/2025,7000,7500,6956,15808,5249,%,0.2,%,(3)(8)(10),0.2,%,(3)(8)(10),,,,
282,Sudbury Mill CLO Ltd.,Structured Finance,Subordinated Structured Note,11/14/2013,"Residual Interest, current yield 0.00%",-,Legal Maturity,1/19/2026,28200,7500,13875,15808,3135,%,0.1,%,(5)(14)(17),0.2,%,(3)(8)(10),,,,
283,Sudbury Mill CLO Ltd.,Structured Finance,Subordinated Structured Note,11/14/2013,"Residual Interest, current yield 0.00%",-,Legal Maturity,1/19/2026,28200,7500,13875,15808,3135,%,0.1,%,(5)(14)(17),0.2,%,(3)(8)(10),,,,
284,"Symphony CLO XIV, Ltd.",Structured Finance,Subordinated Structured Note,5/6/2014,"Residual Interest, current yield 0.00%",-,Legal Maturity,7/14/2026,49250,7500,29076,15808,15318,%,0.5,%,(5)(14)(17),0.2,%,(3)(8)(10),,,,
285,"Symphony CLO XIV, Ltd.",Structured Finance,Subordinated Structured Note,5/6/2014,"Residual Interest, current yield 0.00%",-,Legal Maturity,7/14/2026,49250,7500,29076,15808,15318,%,0.5,%,(5)(14)(17),0.2,%,(3)(8)(10),,,,
286,"Symphony CLO XV, Ltd.",Structured Finance,Subordinated Structured Note,10/17/2014,"Residual Interest, current yield 8.04%",-,Legal Maturity,1/19/2032,63831,7500,43830,15808,22567,%,0.7,%,(5)(14),0.2,%,(3)(8)(10),,,,
287,"Symphony CLO XV, Ltd.",Structured Finance,Subordinated Structured Note,10/17/2014,"Residual Interest, current yield 8.04%",-,Legal Maturity,1/19/2032,63831,7500,43830,15808,22567,%,0.7,%,(5)(14),0.2,%,(3)(8)(10),,,,
288,TGP HOLDINGS III LLC,Household Durables,Second Lien Term Loan,10/3/2017,9.50% (3ML+ 8.50%),1.00,Legal Maturity,9/25/2025,3000,7500,2972,15808,3000,%,0.1,%,(8)(10),0.2,%,(3)(8)(10),,,,
289,TGP HOLDINGS III LLC,Household Durables,Second Lien Term Loan,10/3/2017,9.50% (3ML+ 8.50%),1.00,Legal Maturity,9/25/2025,3000,7500,2972,15808,3000,%,0.1,%,(8)(10),0.2,%,(3)(8)(10),,,,
290,"The Octave Music Group, Inc. (f/k/a Touchtunes Interactive Networks, Inc.)",Entertainment,First Lien Term Loan,3/6/2020,6.25% (1ML+ 5.25%) plus 0.75% PIK,1.00,Legal Maturity,5/29/2025,38573,7500,38225,15808,37002,%,1.2,%,(8)(10)(39),0.2,%,(3)(8)(10),,,,
291,"The Octave Music Group, Inc. (f/k/a Touchtunes Interactive Networks, Inc.)",Entertainment,First Lien Term Loan,3/6/2020,6.25% (1ML+ 5.25%) plus 0.75% PIK,1.00,Legal Maturity,5/29/2025,38573,7500,38225,15808,37002,%,1.2,%,(8)(10)(39),0.2,%,(3)(8)(10),,,,
292,"Town & Country Holdings, Inc.",Distributors,First Lien Term Loan,1/26/2018,8.73% (3ML+ 8.50%),-,Legal Maturity,1/26/2023,163521,7500,163521,15808,163521,%,5.1,%,(3)(10)(39),0.2,%,(3)(8)(10),,,,
293,"Town & Country Holdings, Inc.",Distributors,First Lien Term Loan,1/26/2018,8.73% (3ML+ 8.50%),-,Legal Maturity,1/26/2023,163521,7500,163521,15808,163521,%,5.1,%,(3)(10)(39),0.2,%,(3)(8)(10),,,,
294,"Transplace Holdings, Inc.",Transportation Infrastructure,Second Lien Term Loan,10/16/2017,9.75% (6ML+ 8.75%),1.00,Legal Maturity,10/6/2025,28104,7500,27683,15808,27683,%,0.9,%,(3)(8)(10),0.2,%,(3)(8)(10),,,,
295,"Transplace Holdings, Inc.",Transportation Infrastructure,Second Lien Term Loan,10/16/2017,9.75% (6ML+ 8.75%),1.00,Legal Maturity,10/6/2025,28104,7500,27683,15808,27683,%,0.9,%,(3)(8)(10),0.2,%,(3)(8)(10),,,,
296,"United Sporting Companies, Inc. (18)",Distributors,Second Lien Term Loan,9/28/2012,12.75% (1ML+ 11.00%) plus 2.00% PIK,1.75,Legal Maturity,11/16/2019,147423,7500,105431,15808,6580,%,0.2,%,(9)(10),0.2,%,(3)(8)(10),,,,
297,"United Sporting Companies, Inc. (18)",Distributors,Second Lien Term Loan,9/28/2012,12.75% (1ML+ 11.00%) plus 2.00% PIK,1.75,Legal Maturity,11/16/2019,147423,7500,105431,15808,6580,%,0.2,%,(9)(10),0.2,%,(3)(8)(10),,,,
298,"Universal Fiber Systems, LLC","Textiles, Apparel & Luxury Goods",Second Lien Term Loan,10/16/2015,10.50% (1ML+ 9.50%),1.00,Legal Maturity,10/2/2022,37000,7500,36789,15808,34797,%,1.1,%,(3)(8)(10),0.2,%,(3)(8)(10),,,,
299,"Universal Fiber Systems, LLC","Textiles, Apparel & Luxury Goods",Second Lien Term Loan,10/16/2015,10.50% (1ML+ 9.50%),1.00,Legal Maturity,10/2/2022,37000,7500,36789,15808,34797,%,1.1,%,(3)(8)(10),0.2,%,(3)(8)(10),,,,
300,"Upstream Newco, Inc.",Health Care Providers & Services,First Lien Term Loan,12/2/2019,4.65% (1ML+ 4.50%),-,Legal Maturity,11/20/2026,8210,7500,8172,15808,8018,%,0.2,%,(3)(8)(10),0.2,%,(3)(8)(10),,,,
301,Second Lien Term Loan,12/2/2019,8.65% (1ML+ 8.50%),-,4.65% (1ML+ 4.50%),11/20/2027,22000,11/20/2026,21816,7500,21869,15808,0.7,%,(3)(8)(10),%,(3)(8)(10),0.2,%,(3)(8)(10),,,,
302,Second Lien Term Loan,12/2/2019,8.65% (1ML+ 8.50%),-,4.65% (1ML+ 4.50%),11/20/2027,22000,11/20/2026,21816,7500,29988,15808,29887,%,0.9,%,(3)(8)(10),0.2,%,(3)(8)(10),,,,
303,"USG Intermediate, LLC",Leisure Products,"Revolving Line of Credit - $3,000 Commitment",4/15/2015,10.25% (1ML+ 9.25%),1.00,22000,8/24/2021,3000,7500,3000,15808,3000,%,0.1,%,(10)(15),0.2,%,(3)(8)(10),,,,
304,Senior Secured Term Loan B,4/15/2015,12.75% (1ML+ 11.75%),1.00,10.25% (1ML+ 9.25%),8/24/2022,16393,8/24/2021,16393,7500,16393,15808,0.5,%,(3)(10),%,(10)(15),0.2,%,(3)(8)(10),,,,
305,Equity,4/15/2015,12.75% (1ML+ 11.75%),-,10.25% (1ML+ 9.25%),8/24/2022,-,8/24/2021,1,7500,-,15808,-,%,(16),%,(10)(15),0.2,%,(3)(8)(10),,,,
306,Equity,4/15/2015,12.75% (1ML+ 11.75%),-,10.25% (1ML+ 9.25%),8/24/2022,-,8/24/2021,1,7500,19394,15808,19393,%,0.6,%,(10)(15),0.2,%,(3)(8)(10),,,,
307,Venio LLC,Professional Services,Second Lien Term Loan,2/19/2014,4.00% plus 10.00% PIK (3ML + 7.50%),-,-,2/19/2020,18196,7500,18196,15808,18196,%,0.6,%,(10)(39),0.2,%,(3)(8)(10),,,,
308,Venio LLC,Professional Services,Second Lien Term Loan,2/19/2014,4.00% plus 10.00% PIK (3ML + 7.50%),-,-,2/19/2020,18196,7500,18196,15808,18196,%,0.6,%,(10)(39),0.2,%,(3)(8)(10),,,,
309,"Versant Health Holdco, Inc. (f/k/a Wink Holdco, Inc.)",Insurance,Second Lien Term Loan,12/12/2017,7.75% (1ML+ 6.75%),1.00,-,12/1/2025,3000,7500,2990,15808,3000,%,0.1,%,(3)(8)(10),0.2,%,(3)(8)(10),,,,
310,"Versant Health Holdco, Inc. (f/k/a Wink Holdco, Inc.)",Insurance,Second Lien Term Loan,12/12/2017,7.75% (1ML+ 6.75%),1.00,-,12/1/2025,3000,7500,2990,15808,3000,%,0.1,%,(3)(8)(10),0.2,%,(3)(8)(10),,,,
311,"Voya CLO 2012-4, Ltd.",Structured Finance,Subordinated Structured Note,11/5/2012,"Residual Interest, current yield 5.31%",-,-,10/15/2030,40613,7500,30399,15808,23584,%,0.7,%,(5)(14),0.2,%,(3)(8)(10),,,,
312,"Voya CLO 2012-4, Ltd.",Structured Finance,Subordinated Structured Note,11/5/2012,"Residual Interest, current yield 5.31%",-,-,10/15/2030,40613,7500,30399,15808,23584,%,0.7,%,(5)(14),0.2,%,(3)(8)(10),,,,
313,Portfolio Company,Industry,Investments(1)(37),Acquisition Date(44),Coupon/Yield,Floor,Legal Maturity,Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,15808,23584,%,0.7,%,(5)(14),0.2,%,(3)(8)(10),,,,
314,"Voya CLO 2014-1, Ltd.",Structured Finance,Subordinated Structured Note,2/5/2014,"Residual Interest, current yield 4.95%",-,Legal Maturity,4/18/2031,Amortized Cost,40772,% of Net Assets,15808,30683.0,%,0.7,18428,(5)(14),0.6,%,(5)(14),,,,
315,"Voya CLO 2014-1, Ltd.",Structured Finance,Subordinated Structured Note,2/5/2014,"Residual Interest, current yield 4.95%",-,Legal Maturity,4/18/2031,Amortized Cost,40772,30683,15808,18428.0,%,0.6,%,(5)(14),0.6,%,(5)(14),,,,
316,"Voya CLO 2016-3, Ltd.",Structured Finance,Subordinated Structured Note,9/30/2016,"Residual Interest, current yield 8.36%",-,Legal Maturity,10/20/2031,28100,40772,26204,15808,19485.0,%,0.6,%,(5)(14),0.6,%,(5)(14),,,,
317,"Voya CLO 2016-3, Ltd.",Structured Finance,Subordinated Structured Note,9/30/2016,"Residual Interest, current yield 8.36%",-,Legal Maturity,10/20/2031,28100,40772,26204,15808,19485.0,%,0.6,%,(5)(14),0.6,%,(5)(14),,,,
318,"Voya CLO 2017-3, Ltd.",Structured Finance,Subordinated Structured Note,6/13/2017,"Residual Interest, current yield 9.80%",-,Legal Maturity,7/22/2030,44885,40772,49945,15808,39467.0,%,1.3,%,(5)(14),0.6,%,(5)(14),,,,
319,"Voya CLO 2017-3, Ltd.",Structured Finance,Subordinated Structured Note,6/13/2017,"Residual Interest, current yield 9.80%",-,Legal Maturity,7/22/2030,44885,40772,49945,15808,39467.0,%,1.3,%,(5)(14),0.6,%,(5)(14),,,,
320,"VT Topco, Inc.",Commercial Services & Supplies,Second Lien Term Loan,8/23/2018,7.15% (1ML+ 7.00%),-,Legal Maturity,8/17/2026,7000,40772,6974,15808,6688.0,%,0.2,%,(5)(14),0.6,%,(5)(14),,,,
321,"VT Topco, Inc.",Commercial Services & Supplies,Second Lien Term Loan,8/23/2018,7.15% (1ML+ 7.00%),-,Legal Maturity,8/17/2026,7000,40772,6974,15808,6688.0,%,0.2,%,(5)(14),0.6,%,(5)(14),,,,
322,Machinery,46461,Second Lien Term Loan,-,7.15% (1ML+ 7.00%),-,Legal Maturity,-,7000,-,6974,-,6688.0,-,0.2,46461.0,(5)(14),0.6,%,(5)(14),,,,
323,Media,64229,Second Lien Term Loan,-,7.15% (1ML+ 7.00%),35000,Legal Maturity,-,7000,-,6974,-,6688.0,-,0.2,99229.0,(5)(14),0.6,%,(5)(14),,,,
324,Paper & Forest Products,4404,Second Lien Term Loan,-,7.15% (1ML+ 7.00%),11404,Legal Maturity,-,7000,-,6974,-,6688.0,-,0.2,15808.0,(5)(14),0.6,%,(5)(14),,,,
325,Professional Services,28794,Second Lien Term Loan,-,7.15% (1ML+ 7.00%),65923,Legal Maturity,-,7000,-,6974,-,6688.0,-,0.2,94717.0,(5)(14),0.6,%,(5)(14),,,,
326,Real Estate Management & Development,31537,Second Lien Term Loan,-,7.15% (1ML+ 7.00%),-,Legal Maturity,-,7000,-,6974,-,6688.0,-,0.2,31537.0,(5)(14),0.6,%,(5)(14),,,,
327,Software,8386,Second Lien Term Loan,-,7.15% (1ML+ 7.00%),66813,Legal Maturity,-,7000,-,6974,-,6688.0,-,0.2,75199.0,(5)(14),0.6,%,(5)(14),,,,
328,"Technology Hardware, Storage & Peripherals",-,Second Lien Term Loan,-,7.15% (1ML+ 7.00%),12419,Legal Maturity,-,7000,-,6974,-,6688.0,-,0.2,12419.0,(5)(14),0.6,%,(5)(14),,,,
329,"Textiles, Apparel & Luxury Goods",165390,Second Lien Term Loan,-,7.15% (1ML+ 7.00%),36789,Legal Maturity,-,7000,-,6974,-,6688.0,-,0.2,202179.0,(5)(14),0.6,%,(5)(14),,,,
330,Transportation Infrastructure,-,Second Lien Term Loan,-,7.15% (1ML+ 7.00%),27683,Legal Maturity,-,7000,-,6974,-,6688.0,-,0.2,27683.0,(5)(14),0.6,%,(5)(14),,,,
331,Structured Finance (A),-,Second Lien Term Loan,-,7.15% (1ML+ 7.00%),-,Legal Maturity,-,7000,1100944,6974,-,6688.0,-,0.2,1100944.0,(5)(14),0.6,%,(5)(14),,,,
332,Distributors,-,-,-,7.15% (1ML+ 7.00%),-,Legal Maturity,-,-,1100944,6974,-,6688.0,-,-,1100944.0,(5)(14),-,%,(5)(14),-,-,-,%
333,Diversified Consumer Services,-,-,2873,7.15% (1ML+ 7.00%),117405,Legal Maturity,-,-,-,6974,53262,6688.0,63649,-,237189.0,(5)(14),7.5,%,(5)(14),,,,
334,"Textiles, Apparel & Luxury Goods",-,-,-,7.15% (1ML+ 7.00%),-,Legal Maturity,-,-,-,6974,-,6688.0,24986,-,24986.0,(5)(14),0.8,%,(5)(14),,,,
335,Fair Value % of Net Assets,-,%,0.1,%,3.6,%,-,%,-,%,1.7,%,2.8,%,8.2,%,0.8,%,(5)(14),,,,
336,Air Freight & Logistics,-,-,0.1,%,-,%,-,10386,-,%,-,%,2.8,-,8.2,%,-,%,(5)(14),-,10386,0.3,%
337,Auto Components,27859,-,-,%,24160,%,-,10386,-,%,-,%,-,-,52019.0,%,1.6,%,(5)(14),,,,
338,Chemicals,31222,-,-,%,-,%,-,10386,-,%,-,%,-,-,31222.0,%,1.0,%,(5)(14),,,,
339,Commercial Services & Supplies,40325,-,-,%,173869,%,-,10386,-,%,-,%,8419,-,222613.0,%,7.0,%,(5)(14),,,,
340,Communications Equipment,9007,-,-,%,45184,%,-,10386,-,%,-,%,-,-,54191.0,%,1.7,%,(5)(14),,,,
341,Consumer Finance,29210,-,-,%,2870,%,-,10386,-,%,-,%,-,-,32080.0,%,1.0,%,(5)(14),,,,
342,Distributors,171959,-,-,%,6580,%,-,10386,-,%,-,%,-,-,178539.0,%,5.6,%,(5)(14),,,,
343,Diversified Financial Services,30165,-,-,%,-,%,-,10386,-,%,-,%,-,-,30165.0,%,0.9,%,(5)(14),,,,
344,Diversified Telecommunication Services,17035,-,-,%,39082,%,-,10386,-,%,-,%,-,-,56117.0,%,1.8,%,(5)(14),,,,
