,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
425,Pharmaceuticals,-,,11883,,-,,-,,-,,11883,,,,,,
426,Professional Services,118965,,67701,,-,,-,,-,,186666,,,,,,
427,Real Estate Management & Development,41370,,-,,-,,-,,-,,41370,,,,,,
428,Software,-,,69455,,-,,-,,-,,69455,,,,,,
429,"Technology Hardware, Storage & Peripherals",-,,12392,,-,,-,,-,,12392,,,,,,
430,"Textiles, Apparel & Luxury Goods",271227,,36604,,-,,-,,-,,307831,,,,,,
431,Tobacco,-,,14405,,-,,-,,-,,14405,,,,,,
432,Transportation Infrastructure,-,,27536,,-,,-,,-,,27536,,,,,,
433,Structured Finance (A),-,,-,,1142613,,-,,-,,1142613,,,,,,
434,Total Non-Control/ Non-Affiliate,,1452661,,,941520,,,1142613,,,-,,,1253,3538047.0,,
435,Total Portfolio Investment Cost,,2887811,,,1439209,,,1142613,,,38879,,,587884,6096396.0,,
436,Control Investments,,,,,,,,,,,,,,,,,
437,Aerospace & Defense,,50823,,,-,,,-,,,-,,,40997,91820.0,2.8,%
438,Commercial Services & Supplies,67809,,-,,-,,451,,-,,68260,,2.1,%,,,
439,Construction & Engineering,43311,,-,,-,,-,,46447,,89758,,2.7,%,,,
440,Consumer Finance,-,,343655,,-,,-,,201840,,545495,,16.5,%,,,
441,"Electronic Equipment, Instruments & Components",20363,,-,,-,,-,,20919,,41282,,1.3,%,,,
442,Energy Equipment & Services,35048,,-,,-,,-,,105208,,140256,,4.2,%,,,
443,Equity Real Estate Investment Trusts (REITs),433553,,-,,-,,-,,372199,,805752,,24.4,%,,,
444,Health Care Providers & Services,221358,,-,,-,,-,,-,,221358,,6.7,%,,,
445,Machinery,-,,24670,,-,,-,,-,,24670,,0.7,%,,,
446,Media,7614,,-,,-,,-,,16432,,24046,,0.7,%,,,
447,Online Lending,205000,,-,,-,,-,,5707,,210707,,6.4,%,,,
448,Personal Products,132530,,-,,-,,-,,-,,132530,,4.0,%,,,
449,Trading Companies & Distributors,36832,,-,,-,,-,,-,,36832,,1.1,%,,,
450,Total Control Investments,,1254241,,,368325,,,-,,,451,,,809749,2432766.0,73.6,%
451,Fair Value % of Net Assets,37.9,%,11.2,%,-,%,-,%,24.5,%,73.6,%,,,,,
452,Affiliate Investments,,,,,,,,,,,,,,,,,
453,Diversified Consumer Services,,-,,,1772,,,-,,,25582,,,-,27354.0,0.8,%
454,"Textiles, Apparel & Luxury Goods",-,,-,,-,,-,,21537,,21537,,0.7,%,,,
455,Distributors,-,,42970,,-,,-,,-,,42970,,1.3,%,,,
456,Total Affiliate Investments,,-,,,44742,,,-,,,25582,,,21537,91861.0,2.8,%
457,Fair Value % of Net Assets,-,%,1.4,%,-,%,0.7,%,0.7,%,2.8,%,,,,,
458,Non-Control/Non-Affiliate Investments,,,,,,,,,,,,,,,,,
459,Air Freight & Logistics,,-,,,12316,,,-,,,-,,,-,12316.0,0.4,%
460,Auto Components,-,,25409,,-,,-,,-,,25409,,0.8,%,,,
461,Building Products,-,,19249,,-,,-,,-,,19249,,0.6,%,,,
462,Capital Markets,-,,21673,,-,,-,,-,,21673,,0.7,%,,,
463,Commercial Services & Supplies,61724,,165056,,-,,-,,951,,227731,,6.9,%,,,
464,Communications Equipment,-,,47171,,-,,-,,-,,47171,,1.4,%,,,
465,Consumer Finance,15705,,-,,-,,-,,-,,15705,,0.5,%,,,
466,Distributors,172571,,-,,-,,-,,-,,172571,,5.2,%,,,
467,Diversified Consumer Services,-,,109190,,-,,-,,-,,109190,,3.3,%,,,
468,Diversified Telecommunication Services,-,,24567,,-,,-,,-,,24567,,0.7,%,,,
469,"Electronic Equipment, Instruments & Components",12654,,-,,-,,-,,-,,12654,,0.4,%,,,
470,Energy Equipment & Services,33758,,-,,-,,-,,-,,33758,,1.0,%,,,
471,Entertainment,26405,,16909,,-,,-,,-,,43314,,1.3,%,,,
472,Food Products,-,,34478,,-,,-,,-,,34478,,1.1,%,,,
473,Health Care Equipment & Supplies,33780,,7146,,-,,-,,-,,40926,,1.2,%,,,
474,Health Care Providers & Services,136293,,95369,,-,,-,,868,,232530,,7.0,%,,,
475,"Hotels, Restaurants & Leisure",29438,,7419,,-,,-,,-,,36857,,1.1,%,,,
476,Household Durables,14923,,21733,,-,,-,,-,,36656,,1.1,%,,,
477,Household Products,24813,,-,,-,,-,,-,,24813,,0.8,%,,,
478,Insurance,-,,2899,,-,,-,,-,,2899,,0.1,%,,,
479,Interactive Media & Services,48449,,-,,-,,-,,-,,48449,,1.5,%,,,
480,IT Services,272793,,31376,,-,,-,,-,,304169,,9.2,%,,,
481,Leisure Products,29537,,11000,,-,,-,,-,,40537,,1.2,%,,,
482,Media,,98528,,,30000,,,-,,,-,,,-,128528.0,3.9,%
483,Paper & Forest Products,-,,11345,,-,,-,,-,,11345,,0.3,%,,,
484,Pharmaceuticals,-,,12000,,-,,-,,-,,12000,,0.4,%,,,
485,Professional Services,118965,,69818,,-,,-,,-,,188783,,5.7,%,,,
486,Real Estate Management & Development,41370,,-,,-,,-,,-,,41370,,1.3,%,,,
487,Software,-,,69302,,-,,-,,-,,69302,,2.1,%,,,
488,"Technology Hardware, Storage & Peripherals",-,,12114,,-,,-,,-,,12114,,0.4,%,,,
489,"Textiles, Apparel & Luxury Goods",271227,,37000,,-,,-,,-,,308227,,9.3,%,,,
490,Tobacco,-,,14405,,-,,-,,-,,14405,,0.4,%,,,
491,Transportation Infrastructure,-,,27120,,-,,-,,-,,27120,,0.8,%,,,
492,Structured Finance (A),-,,-,,937127,,-,,-,,937127,,28.4,%,,,
493,Total Non-Control/ Non-Affiliate,,1442933,,,936064,,,937127,,,-,,,1819,3317943.0,100.5,%
494,Fair Value % of Net Assets,43.7,%,28.3,%,28.4,%,-,%,0.1,%,100.5,%,,,,,
495,Total Portfolio,,2697174,,,1349131,,,937127,,,26033,,,833105,5842570.0,176.9,%
496,Fair Value % of Net Assets,81.7,%,40.8,%,28.4,%,0.8,%,25.2,%,176.9,%,,,,,
497,Non-Control/Non-Affiliate Investments,,,,,,,,,,,,,,,,,
498,Auto Components,,-,,,12681,,,-,,,-,,,-,12681.0,,
499,Building Products,-,,9905,,-,,-,,-,,9905,,,,,,
500,Capital Markets,-,,19799,,-,,-,,-,,19799,,,,,,
501,Commercial Services & Supplies,90364,,163913,,-,,-,,-,,254277,,,,,,
502,Communications Equipment,-,,39860,,-,,-,,-,,39860,,,,,,
503,Consumer Finance,30570,,-,,-,,-,,-,,30570,,,,,,
504,Distributors,343659,,127091,,-,,-,,-,,470750,,,,,,
505,Diversified Consumer Services,9647,,118289,,-,,-,,-,,127936,,,,,,
506,"Electronic Equipment, Instruments & Components",12490,,14856,,-,,-,,-,,27346,,,,,,
507,Energy Equipment & Services,30511,,-,,-,,-,,-,,30511,,,,,,
508,Food Products,-,,9884,,-,,-,,-,,9884,,,,,,
509,Health Care Equipment & Supplies,35815,,7464,,-,,-,,-,,43279,,,,,,
510,Health Care Providers & Services,145336,,61909,,-,,-,,1252,,208497,,,,,,
511,"Hotels, Restaurants & Leisure",29813,,7482,,-,,-,,-,,37295,,,,,,
512,Household & Personal Products,24938,,-,,-,,-,,-,,24938,,,,,,
513,Household Durables,16894,,25645,,-,,-,,-,,42539,,,,,,
514,Insurance,-,,2986,,-,,-,,-,,2986,,,,,,
515,Internet & Direct Marketing Retail,4813,,35000,,-,,-,,-,,39813,,,,,,
516,Internet Software & Services,215791,,13926,,-,,-,,-,,229717,,,,,,
517,IT Services,160588,,21595,,-,,-,,-,,182183,,,,,,
518,Leisure Products,34626,,10904,,-,,-,,1,,45531,,,,,,
519,Media,118605,,2975,,-,,-,,-,,121580,,,,,,
520,Online Lending,-,,-,,-,,30,,-,,30,,,,,,
521,Paper & Forest Products,-,,11328,,-,,-,,-,,11328,,,,,,
522,Pharmaceuticals,-,,11882,,-,,-,,-,,11882,,,,,,
523,Professional Services,9468,,64804,,-,,-,,-,,74272,,,,,,
524,Real Estate Management & Development,41860,,-,,-,,-,,-,,41860,,,,,,
525,Software,-,,66435,,-,,-,,-,,66435,,,,,,
526,"Technology Hardware, Storage & Peripherals",-,,12384,,-,,-,,-,,12384,,,,,,
527,"Textiles, Apparel & Luxury Goods",-,,36551,,-,,-,,-,,36551,,,,,,
528,Tobacco,-,,14392,,-,,-,,-,,14392,,,,,,
529,Trading Companies & Distributors,63863,,-,,-,,-,,-,,63863,,,,,,
530,Transportation Infrastructure,-,,27494,,-,,-,,-,,27494,,,,,,
531,Structured Finance (A),-,,-,,1102927,,-,,-,,1102927,,,,,,
532,Total Non-Control/ Non-Affiliate,,1419651,,,951434,,,1102927,,,30,,,1253,3475295.0,,
533,Total Portfolio Investment Cost,,2632843,,,1325862,,,1102927,,,38578,,,731248,5831458.0,,
534,Consumer Finance,,-,,,342331,,,-,,,-,,,211209,553540.0,16.2,%
535,"Electronic Equipment, Instruments & Components",20700,,-,,-,,-,,15056,,35756,,1.1,%,,,
536,Energy Equipment & Services,35048,,-,,-,,-,,103456,,138504,,4.1,%,,,
537,Equity Real Estate Investment Trusts (REITs),293203,,-,,-,,-,,518712,,811915,,23.8,%,,,
538,Health Care Providers & Services,197621,,-,,-,,-,,-,,197621,,5.8,%,,,
539,Machinery,-,,28622,,-,,-,,3264,,31886,,0.9,%,,,
540,Media,8614,,-,,-,,-,,10121,,18735,,0.6,%,,,
541,Online Lending,226180,,-,,-,,-,,16881,,243061,,7.1,%,,,
542,Personal Products,165020,,-,,-,,-,,-,,165020,,4.9,%,,,
543,Total Control Investments,,1098707,,,370953,,,-,,,5563,,,929103,2404326.0,70.6,%
544,Fair Value % of Net Assets,32.2,%,10.9,%,-,%,0.2,%,27.3,%,70.6,%,,,,,
545,Affiliate Investments,,,,,,,,,,,,,,,,,
546,Diversified Consumer Services,,-,,,7834,,,-,,,27382,,,-,35216.0,1.0,%
547,"Textiles, Apparel & Luxury Goods",-,,-,,-,,,,23220,,23220,,0.7,%,,,
548,Total Affiliate Investments,,-,,,7834,,,-,,,27382,,,23220,58436.0,1.7,%
549,Fair Value % of Net Assets,-,%,0.2,%,-,%,0.8,%,0.7,%,1.7,%,,,,,
550,Non-Control/Non-Affiliate Investments,,,,,,,,,,,,,,,,,
551,Auto Components,,-,,,12887,,,-,,,-,,,-,12887.0,0.4,%
552,Building Products,-,,10000,,-,,-,,-,,10000,,0.3,%,,,
553,Capital Markets,-,,20000,,-,,-,,-,,20000,,0.6,%,,,
554,Commercial Services & Supplies,89658,,164236,,-,,-,,917,,254811,,7.5,%,,,
555,Communications Equipment,-,,40000,,-,,-,,-,,40000,,1.2,%,,,
556,Consumer Finance,33438,,-,,-,,-,,-,,33438,,1.0,%,,,
557,Distributors,343659,,58806,,-,,-,,-,,402465,,11.8,%,,,
558,Diversified Consumer Services,9647,,118289,,-,,-,,-,,127936,,3.8,%,,,
559,"Electronic Equipment, Instruments & Components",12335,,14873,,-,,-,,-,,27208,,0.8,%,,,
560,Energy Equipment & Services,32070,,-,,-,,-,,-,,32070,,0.9,%,,,
561,Food Products,-,,9886,,-,,-,,-,,9886,,0.3,%,,,
562,Health Care Equipment & Supplies,35815,,7464,,-,,-,,-,,43279,,1.3,%,,,
563,Health Care Providers & Services,144130,,61933,,-,,-,,446,,206509,,6.0,%,,,
564,"Hotels, Restaurants & Leisure",29813,,7482,,-,,-,,-,,37295,,1.1,%,,,
565,Household & Personal Products,24938,,-,,-,,-,,-,,24938,,0.7,%,,,
566,Household Durables,15728,,25895,,-,,-,,-,,41623,,1.2,%,,,
567,Insurance,-,,2986,,-,,-,,-,,2986,,0.1,%,,,
568,Internet & Direct Marketing Retail,4813,,35000,,-,,-,,-,,39813,,1.2,%,,,
569,Internet Software & Services,215791,,14000,,-,,-,,-,,229791,,6.7,%,,,
570,IT Services,160588,,21990,,-,,-,,-,,182578,,5.4,%,,,
571,Leisure Products,34626,,11000,,-,,-,,-,,45626,,1.3,%,,,
572,Media,118655,,2975,,-,,-,,-,,121630,,3.6,%,,,
573,Online Lending,-,,-,,-,,17,,-,,17,,-,%,,,
574,Paper & Forest Products,-,,11226,,-,,-,,-,,11226,,0.3,%,,,
575,Pharmaceuticals,-,,12000,,-,,-,,-,,12000,,0.3,%,,,
576,Professional Services,9608,,67383,,-,,-,,-,,76991,,2.3,%,,,
577,Real Estate Management & Development,41860,,-,,-,,-,,-,,41860,,1.2,%,,,
578,Software,-,,67265,,-,,-,,-,,67265,,2.0,%,,,
579,"Technology Hardware, Storage & Peripherals",-,,12500,,-,,-,,-,,12500,,0.4,%,,,
580,"Textiles, Apparel & Luxury Goods",-,,37000,,-,,-,,-,,37000,,1.1,%,,,
581,Tobacco,-,,14392,,-,,-,,-,,14392,,0.4,%,,,
582,Trading Companies & Distributors,,56199,,,-,,,-,,,-,,,-,56199.0,1.6,%
583,Transportation Infrastructure,-,,28104,,-,,-,,-,,28104,,0.8,%,,,
584,Structured Finance (A),-,,-,,960194,,-,,-,,960194,,28.2,%,,,
585,Total Non-Control/ Non-Affiliate,,1413371,,,889572,,,960194,,,17,,,1363,3264517.0,95.8,%
586,Fair Value % of Net Assets,41.5,%,26.1,%,28.2,%,-,%,-,%,95.8,%,,,,,
587,Total Portfolio,,2512078,,,1268359,,,960194,,,32962,,,953686,5727279.0,168.1,%
588,Fair Value % of Net Assets,73.7,%,37.2,%,28.2,%,1.0,%,28.0,%,168.1,%,,,,,
589,CCPI Inc.,-%,7.00%,7.00%,,,,,,,,,,,,,,
590,"Cinedigm DC Holdings, LLC",-%,2.50%,2.50%,,,,,,,,,,,,,,
591,Credit Central Loan Company,-%,10.00%,10.00%,,,,,,,,,,,,,,
592,"Echelon Transportation, LLC (f/k/a Echelon Aviation LLC)",,,2.25%,(A),,,,,,,,,,,,,
593,"Echelon Transportation, LLC (f/k/a Echelon Aviation LLC)",,,1.00%,(A),,,,,,,,,,,,,
594,"Edmentum Ultimate Holdings, LLC - Unsecured Senior PIK Note",8.50%,-%,8.50%,,,,,,,,,,,,,,
595,First Tower Finance Company LLC,1.45%,8.55%,10.00%,,,,,,,,,,,,,,
596,"InterDent, Inc. - Senior Secured Team Loan B",4.25%,-%,4.25%,,,,,,,,,,,,,,
597,"InterDent, Inc. - Senior Secured Team Loan C",18.00%,-%,18.00%,,,,,,,,,,,,,,
598,"MITY, Inc.",-%,10.00%,10.00%,,,,,,,,,,,,,,
599,National Property REIT Corp. - Senior Secured Term Loan A,-%,10.50%,10.50%,,,,,,,,,,,,,,
600,National Property REIT Corp. - Senior Secured Term Loan E,-%,1.50%,1.50%,,,,,,,,,,,,,,
601,Nationwide Loan Company LLC,-%,10.00%,10.00%,,,,,,,,,,,,,,
602,"Spartan Energy Services, Inc.",13.98%,-%,13.98%,,,,,,,,,,,,,,
603,"Valley Electric Co. of Mt. Vernon, Inc.",-%,2.50%,2.50%,,,,,,,,,,,,,,
604,"Valley Electric Company, Inc.",7.17%,2.83%,10.00%,,,,,,,,,,,,,,
605,Venio LLC,10.00%,-%,10.00%,,,,,,,,,,,,,,
