,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
419,Total Affiliate Investments,,-,,,1981,,,107412,,,-,,,-,,,51079,,,27065,187537.0,6.1,%
420,Fair Value % of Net Assets,-,%,0.1,%,3.5,%,-,%,-,%,1.7,%,0.9,%,6.1,%,,,,,,,
421,Non-Control/Non-Affiliate Investments,,,,,,,,,,,,,,,,,,,,,,,
422,Air Freight & Logistics,,-,,,-,,,10755,,,-,,,-,,,-,,,-,10755.0,0.4,%
423,Auto Components,1373,,-,,23494,,-,,-,,-,,-,,24867,,0.8,%,,,,,
424,Chemicals,31891,,-,,-,,-,,-,,-,,-,,31891,,1.0,%,,,,,
425,Commercial Services & Supplies,43409,,-,,172405,,-,,-,,-,,9233,,225047,,7.4,%,,,,,
426,Communications Equipment,8671,,-,,42166,,-,,-,,-,,-,,50837,,1.7,%,,,,,
427,Consumer Finance,24338,,-,,-,,-,,-,,-,,-,,24338,,0.8,%,,,,,
428,Distributors,168965,,-,,6966,,-,,-,,-,,-,,175931,,5.8,%,,,,,
429,Diversified Financial Services,30165,,-,,-,,-,,-,,-,,-,,30165,,1.0,%,,,,,
430,Diversified Telecommunication Services,17403,,-,,37908,,-,,-,,-,,-,,55311,,1.8,%,,,,,
431,Entertainment,49017,,-,,-,,-,,-,,-,,-,,49017,,1.6,%,,,,,
432,Food Products,-,,-,,25000,,-,,-,,-,,-,,25000,,0.8,%,,,,,
433,Health Care Equipment & Supplies,-,,-,,5606,,-,,-,,-,,-,,5606,,0.2,%,,,,,
434,Health Care Providers & Services,151824,,-,,112821,,-,,-,,-,,-,,264645,,8.7,%,,,,,
435,"Hotels, Restaurants & Leisure",21008,,-,,-,,-,,-,,-,,-,,21008,,0.7,%,,,,,
436,Household Durables,-,,-,,8223,,3990,,-,,-,,3853,,16066,,0.5,%,,,,,
437,Household Products,24362,,-,,-,,-,,-,,-,,-,,24362,,0.8,%,,,,,
438,Insurance,-,,-,,12744,,-,,-,,-,,-,,12744,,0.4,%,,,,,
439,Interactive Media & Services,200728,,-,,-,,-,,-,,-,,-,,200728,,6.6,%,,,,,
440,Internet & Direct Marketing Retail,16440,,-,,-,,-,,-,,-,,-,,16440,,0.5,%,,,,,
441,IT Services,118311,,-,,85750,,-,,-,,-,,-,,204061,,6.7,%,,,,,
442,Leisure Products,24319,,-,,-,,-,,-,,-,,-,,24319,,0.8,%,,,,,
443,Machinery,48655,,-,,-,,-,,-,,-,,-,,48655,,1.6,%,,,,,
444,Media,64170,,-,,2754,,-,,-,,-,,-,,66924,,2.2,%,,,,,
445,Paper & Forest Products,4393,,-,,11395,,-,,-,,-,,-,,15788,,0.5,%,,,,,
446,Professional Services,29275,,-,,77267,,-,,-,,-,,-,,106542,,3.5,%,,,,,
447,Real Estate Management & Development,31747,,-,,-,,-,,-,,-,,-,,31747,,1.0,%,,,,,
448,Software,8425,,-,,65320,,-,,-,,-,,-,,73745,,2.4,%,,,,,
449,"Technology Hardware, Storage & Peripherals",-,,-,,12318,,-,,-,,-,,-,,12318,,0.4,%,,,,,
450,"Textiles, Apparel & Luxury Goods",164656,,-,,35363,,-,,-,,-,,-,,200019,,6.5,%,,,,,
451,Transportation Infrastructure,-,,-,,27662,,-,,-,,-,,-,,27662,,0.9,%,,,,,
452,Structured Finance (A),-,,-,,-,,-,,708961,,-,,-,,708961.0,,23.2,%,,,,,
453,Total Non-Control/Non-Affiliate,,1283545,,,-,,,775917,,,3990,,,708961,,,-,,,13086.0,2785499.0,91.2,%
454,Fair Value % of Net Assets,42.0,%,-,%,25.4,%,0.1,%,23.2,%,-,%,0.4,%,91.2,%,,,,,,,
455,Total Portfolio,,2450928,,,1981,,,1271966,,,3990,,,708961,,,51079,,,743423.0,5232328.0,171.2,%
456,Fair Value % of Net Assets,80.2,%,0.1,%,41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,,,,,,,
457,"Cinedigm DC Holdings, LLC - Senior Secured Term Loan",-%,2.50%,2.50%,,,,,,,,,,,,,,,,,,,,
458,CP Energy Services Inc. - Senior Secured Term Loan,12.00%,-%,12.00%,(A),,,,,,,,,,,,,,,,,,,
459,"Credit Central Loan Company, LLC - Subordinated Term Loan",10.00%,-%,10.00%,(B),,,,,,,,,,,,,,,,,,,
460,"Echelon Transportation, LLC - Senior Secured Term Loan",2.25%,-%,2.25%,(C),,,,,,,,,,,,,,,,,,,
461,"Echelon Transportation, LLC - Senior Secured Term Loan",1.00%,-%,1.00%,(D),,,,,,,,,,,,,,,,,,,
462,"Edmentum Ultimate Holdings, LLC - Second Lien Revolving Credit Facility",5.00%,-%,5.00%,,,,,,,,,,,,,,,,,,,,
463,"Edmentum Ultimate Holdings, LLC - Unsecured Senior PIK Note",8.50%,-%,8.50%,,,,,,,,,,,,,,,,,,,,
464,"Edmentum Ultimate Holdings, LLC - Unsecured Junior PIK Note",10.00%,-%,10.00%,,,,,,,,,,,,,,,,,,,,
465,First Tower Finance Company LLC - Subordinated Term Loan,4.40%,6.10%,10.50%,,,,,,,,,,,,,,,,,,,,
466,"InterDent, Inc. - Senior Secured Term Loan A",6.25%,-%,6.25%,(E),,,,,,,,,,,,,,,,,,,
467,"InterDent, Inc. - Senior Secured Term Loan A/B",7.05%,-%,7.05%,(F),,,,,,,,,,,,,,,,,,,
468,"InterDent, Inc. - Senior Secured Term Loan B",10.00%,-%,10.00%,,,,,,,,,,,,,,,,,,,,
469,"Medusind Acquisition, Inc - First Lien Term Loan",5.49%,3.51%,9.00%,(G),,,,,,,,,,,,,,,,,,,
470,"MITY, Inc. - Senior Secured Note B",10.00%,-%,10.00%,,,,,,,,,,,,,,,,,,,,
471,National Property REIT Corp. - Senior Secured Term Loan A,-%,3.53%,3.53%,,,,,,,,,,,,,,,,,,,,
472,National Property REIT Corp. - Senior Secured Term Loan B,-%,5.50%,5.50%,,,,,,,,,,,,,,,,,,,,
473,National Property REIT Corp. - Senior Secured Term Loan C,-%,2.25%,2.25%,,,,,,,,,,,,,,,,,,,,
474,National Property REIT Corp. - Senior Secured Term Loan D,-%,2.50%,2.50%,,,,,,,,,,,,,,,,,,,,
475,Nationwide Loan Company LLC - Senior Subordinated Term Loan,10.00%,-%,10.00%,,,,,,,,,,,,,,,,,,,,
476,Pacific World Corporation - Senior Secured Term Loan A,-%,-%,6.25%,(H),,,,,,,,,,,,,,,,,,,
477,"PGX Holdings, Inc. - 1.5 Lien",11.50%,-%,11.50%,(I),,,,,,,,,,,,,,,,,,,
478,"PGX Holdings, Inc. - Second Lien Term Loan",15.75%,-%,15.75%,(J),,,,,,,,,,,,,,,,,,,
479,Rosa Mexicano - Revolver,6.00%,-%,6.00%,(K),,,,,,,,,,,,,,,,,,,
480,Rosa Mexicano - Senior Secured Term Loan,6.00%,-%,6.00%,(L),,,,,,,,,,,,,,,,,,,
481,"SEOTOWNCENTER, INC. - Senior Secured Term Loan A",-%,4.00%,4.00%,(M),,,,,,,,,,,,,,,,,,,
482,"SEOTOWNCENTER, INC. - Senior Secured Term Loan B",-%,9.00%,9.00%,(N),,,,,,,,,,,,,,,,,,,
483,"The Octave Music Group, Inc. (fka Touchtunes) - First Lien Term Loan",-%,0.75%,0.75%,,,,,,,,,,,,,,,,,,,,
484,"Town & Country Holdings, Inc. - First Lien Term Loan",-%,5.00%,5.00%,(O),,,,,,,,,,,,,,,,,,,
485,"Valley Electric Co. of Mt. Vernon, Inc. - Senior Secured Note",-%,2.50%,2.50%,,,,,,,,,,,,,,,,,,,,
486,"Valley Electric Company, Inc. - Senior Secured Note",-%,10.00%,10.00%,,,,,,,,,,,,,,,,,,,,
487,Venio LLC - Second Lien Term Loan,10.00%,-%,10.00%,,,,,,,,,,,,,,,,,,,,
488,"Interdent, Inc.",Senior Secured Term Loan B,"2/11/2014, 4/21/2014, 11/25/2014, 12/23/2014",76125,,,,,,,,,,,,,,,,,,,,
489,"Interdent, Inc.",Senior Secured Term Loan C,8/1/2018,31558,,,,,,,,,,,,,,,,,,,,
490,"Interdent, Inc.",Senior Secured Term Loan D,"2/3/2020, 4/6/2020",4350,,,,,,,,,,,,,,,,,,,,
491,Jefferson Mill CLO Ltd.,Subordinated Structured Note,9/21/2018,2047,,,,,,,,,,,,,,,,,,,,
492,"K&N Parent, Inc.",Second Lien Term Loan,"8/14/2018, 9/5/2018, 9/7/2018, 9/10/2018, 9/24/2018",12695,,,,,,,,,,,,,,,,,,,,
493,Kickapoo Ranch Pet Resort,Membership Interest,"10/21/2019, 12/4/2019",28,,,,,,,,,,,,,,,,,,,,
494,LCM XIV Ltd.,Subordinated Structured Note,"9/25/2015, 5/18/2018",9422,,,,,,,,,,,,,,,,,,,,
495,"MITY, Inc.",Common Stock,6/23/2014,7200,,,,,,,,,,,,,,,,,,,,
496,"MITY, Inc.",Senior Secured Note A,1/17/2017,8000,,,,,,,,,,,,,,,,,,,,
497,"MITY, Inc.",Senior Secured Note B,"1/17/2017, 6/3/2019",11000,,,,,,,,,,,,,,,,,,,,
498,Nationwide Loan Company LLC,Class A Units,"3/28/2014, 6/18/2014, 9/30/2014, 6/29/2015, 3/31/2016, 8/31/2016, 5/31/2017, 10/31/2017",20469,,,,,,,,,,,,,,,,,,,,
499,Nationwide Loan Company LLC,Senior Subordinated Term Loan to Nationwide Acceptance LLC,"12/28/2015, 8/31/2016",1999,,,,,,,,,,,,,,,,,,,,
500,National Property REIT Corp.,Senior Secured Term Loan A,"4/3/2020, 5/15/2020, 6/10/2020, 7/29/2020, 8/14/2020, 9/15/2020",36054,,,,,,,,,,,,,,,,,,,,
501,National Property REIT Corp.,Senior Secured Term Loan C,"10/23/2019, 1/23/2020, 3/31/2020, 4/8/2020, 8/4/2020",101200,,,,,,,,,,,,,,,,,,,,
502,"NMMB, Inc.",Senior Secured Term Loan,12/30/2019,15100,,,,,,,,,,,,,,,,,,,,
503,"Octagon Investment Partners XV, Ltd.",Subordinated Structured Note,"4/27/2015, 8/3/2015, 6/27/2017",10516,,,,,,,,,,,,,,,,,,,,
504,Octagon Investment Partners 18-R Ltd.,Subordinated Structured Note,3/23/2018,8908,,,,,,,,,,,,,,,,,,,,
505,Pacific World Corporation,Revolving Line of Credit,"10/21/2014, 12/19/2014, 4/7/2015, 4/22/2015, 8/12/2016, 10/18/2016, 2/7/2017, 2/21/2017, 4/26/2017, 10/11/2017, 10/17/2017, 1/16/2018, 12/27/2018, 3/15/2019, 7/2/2019, 8/15/2019",36825,,,,,,,,,,,,,,,,,,,,
506,Pacific World Corporation,Convertible Preferred Equity,"4/3/2019, 4/29/2019, 6/3/2019, 10/4/2019, 11/12/2019, 12/20/2019, 1/7/2020, 3/5/2020",20100,,,,,,,,,,,,,,,,,,,,
507,"PeopleConnect Holdings, LLC",Revolving Line of Credit,1/31/2020,1115,,,,,,,,,,,,,,,,,,,,
508,"PG Dental Holdings New Jersey, LLC",Delayed Draw Term Loan,"8/26/2019, 4/3/2020",2500,,,,,,,,,,,,,,,,,,,,
509,"PG Dental Holdings New Jersey, LLC",Senior Secured Term Loan,5/31/2019,20,,,,,,,,,,,,,,,,,,,,
510,"PGX Holdings, Inc.",1.5 Lien Loan,9/18/2020,809,,,,,,,,,,,,,,,,,,,,
511,"PGX Holdings, Inc.",Second Lien Term Loan,"12/23/2016, 12/28/2016",15034,,,,,,,,,,,,,,,,,,,,
512,Romark WM-R Ltd.,Subordinated Structured Note,3/29/2018,5125,,,,,,,,,,,,,,,,,,,,
513,Rosa Mexicano,Revolving Line of Credit,3/27/2020,500,,,,,,,,,,,,,,,,,,,,
514,"R-V Industries, Inc.",Common Stock,12/27/2016,1854,,,,,,,,,,,,,,,,,,,,
515,"Securus Technologies Holdings, Inc.",Second Lien Term Loan,"11/13/2017, 11/24/2017, 8/6/2018, 8/24/2018, 3/18/2019",22750,,,,,,,,,,,,,,,,,,,,
516,"SEOTownCenter, Inc.",Senior Secured Term Loan A,11/2/2018,3000,,,,,,,,,,,,,,,,,,,,
517,"SEOTownCenter, Inc.",Senior Secured Term Loan B,11/2/2018,2000,,,,,,,,,,,,,,,,,,,,
518,"Sorenson Communications, LLC",First Lien Term Loan,5/14/2019,8000,,,,,,,,,,,,,,,,,,,,
519,"Symphony CLO XV, Ltd.",Subordinated Structured Note,12/7/2018,2655,,,,,,,,,,,,,,,,,,,,
520,"Town & Country Holdings, Inc.",First Lien Term Loan,"7/13/2018, 7/16/2018",105000,,,,,,,,,,,,,,,,,,,,
521,"Transplace Holdings, Inc.",Second Lien Term Loan,1/4/2018,3518,,,,,,,,,,,,,,,,,,,,
522,"United Sporting Companies, Inc.",Second Lien Term Loan,3/7/2013,58650,,,,,,,,,,,,,,,,,,,,
523,"Universal Turbine Parts, LLC",Delayed Draw Term Loan,"10/24/2019, 2/7/2020, 2/26/2020",2900,,,,,,,,,,,,,,,,,,,,
524,USES Corp.,Senior Secured Term Loan A,"6/15/2016, 6/29/2016, 2/22/2017, 4/27/2017, 5/4/2017, 8/30/2017, 10/11/2017, 12/11/2018, 8/30/2019",14100,,,,,,,,,,,,,,,,,,,,
525,"USG Intermediate, LLC",Revolving Line of Credit,"7/2/2015, 9/23/2015, 9/14/2017, 8/21/2019, 9/17/2020",7200,,,,,,,,,,,,,,,,,,,,
526,"USG Intermediate, LLC",Senior Secured Term Loan B,8/24/2017,2975,,,,,,,,,,,,,,,,,,,,
527,"Valley Electric Company, Inc.",Common Stock,"12/31/2012, 6/24/2014",18502,,,,,,,,,,,,,,,,,,,,
528,"Valley Electric Company, Inc.",Senior Secured Note,"6/30/2014, 8/31/2018",5129,,,,,,,,,,,,,,,,,,,,
529,"Voya CLO 2014-1, Ltd.",Subordinated Structured Note,3/29/2018,3943,,,,,,,,,,,,,,,,,,,,
